video_id,sentiment
k9-fqqw_jzM,0.0
cz0McBJ3pE0,0.5994
C0VLK3WDfCI,-0.5095
ExNIl8NjnWI,0.0
DaNsztFzn-s,0.0
1XYgtSCHvp4,0.3182
jJ9QjjaCo0A,0.1027
zLUGn5Z28XE,0.1027
HYlOzryJzoQ,0.0
QhTYo2rAtTI,0.0
RnV8o-M3G4w,0.0
TW0F8ocprzk,0.0
oCYs9lnq1tE,0.0
ZF4uC_MmPhc,0.4754
NUME08cENa4,-0.34
VK0glzTdE94,0.1531
Baw9N64BPL0,0.0
F9o3PM70osU,-0.4939
OF8U7kONmSI,0.0
TqujNic2apc,0.0
r8QmxanBOXE,0.5719
I6z8KaCR0u0,0.0
ro1Q4suPDyY,-0.34
mQS9SB44UBc,0.4404
XvKgJt4yWDc,0.0
YPX2Sj6fcBc,-0.6124
SRyGy6mgTZ8,0.0
txjSCcJBU7g,0.0
kMw-tUA8uCU,0.0
cUR97LXmbjo,0.0
EwQU2z5mdUA,0.0
sC9c7So_It4,-0.4404
4zPGA-eeCdg,0.5574
FD58pjM5kko,0.8555
bdmX-UjgM8M,0.0
FA4_YUvS0vI,0.0
hTgq-6yDDCk,0.0
R0Lwf3B5xYM,0.0
TGTmQ-mHP5A,0.0
bOpZOI3gofI,0.0
oLzo_wZTry0,-0.34
C9hMg7B8qxE,0.0
-utAf88FCXM,-0.9337
sflhHsIPrrc,0.0
zamx07xXuXM,0.3182
buhNp-8To2Y,0.6369
x8EMmqO9Fzs,0.0
jb6lvEUYijM,0.4847
G7KSwpYmeYU,-0.25
zqiNxwyiAAQ,-0.296
so_3Otlc9KY,0.0
4QKIQNLB_mw,0.872
8XUxcrDB9Jc,0.0
PYbeO7ZiXvs,0.0
fPjgmLxxZWo,0.0
0_GbBHXe8aA,0.0
hqXYyiUZwFU,0.0
s8gpFXiLKoo,0.0
VRvQSwb2hMA,0.0
4T3EiG-0T2U,0.0
gmAiVJpSSwI,0.0
vYlBmZRsz3M,0.0
SKylm9jMYIw,-0.5984
G98LvLh-PzE,0.0
SnChAtCsplA,0.0
eFGfz3-lTj0,0.0
HmifI5zJa7Y,0.0
ZkFQ8bxRvno,0.0
SnpNLZytQPs,-0.836
KqByyAcXwFU,0.0
RBiripNqbJA,-0.6597
PyAVdjLwqqI,0.0
N8rwJySRiVk,0.0
y8f7CVc0A88,0.0
bOwuAuButm8,0.2235
39YUWgsr2YM,-0.6124
q7cxu4Lvv9s,0.0
4O03Qz7l9GQ,0.0
UJjUFO_COUI,0.0
Lemy0aNa5zc,0.0
6WbvVz_gP9A,0.3182
K0YrFoOVTjU,0.0
T3WfZKzjGyE,0.0
pIzpolYCHII,-0.802
HoGr8gxJ2C4,0.0
TpZ4K-QM2p8,0.0
HVTcsw1CW8Y,-0.0772
qvu5O6clNv0,0.5994
80I06o4tc28,0.0
nsBrgsGS35M,0.0
95WtJd2u61A,0.3612
UItCDpWQ8so,0.0
S2tK9NGw0jM,0.0
JQpLILPdGlQ,0.0
MHByP-3MhS0,0.0
UuuF7CEM4Zs,0.0
mFoA7k63oQ4,-0.6597
l7SLaYkovFU,0.6808
CXEMFjdeTvE,0.0
U0SEF1MKyzQ,0.0
LJI8reBSTv0,0.0
hg1X_8xNYdg,0.0
FTg3RjNCv7o,0.3182
a_EV0BOqEGc,0.0
nj6JVg0cjO0,0.4404
YAIc-XIofNQ,0.6369
w6wTwRXqCnY,0.2023
j5WEItjh-Ig,0.0
ucXbIWyibQM,0.0
Lfts_AJyp6s,0.4019
TTt1Alx8um4,0.0
ZP9c6Pnj2NY,0.3182
5HcqnHONhqM,0.0
OkjWKpuqKwE,-0.4404
HW0wLDyv7j4,0.0
y54vm4LLCTI,0.0
ddxAMqYuZzs,0.0
bXILzt-t58c,0.0
rMXW3GAnwFM,-0.7269
DjRm36Wh9Wg,-0.3818
XLcstE7NjSk,-0.2263
7zQtFzNb_tE,0.34
OTeoOhH-OxE,0.0
Pe-Tp4jidEM,-0.4767
I52hHSgN65U,0.5994
F4z7WkUeyy0,0.0
9_WiSCYCaaY,0.5267
i93P_Cc7KbU,0.0
6glnO0xqV54,0.0
gjaVW27ZZYA,0.0
YNPJHYjvFok,0.0
J3I612RlTLs,0.0
Truzu8qgQP8,-0.4404
kwRRT5fuT70,0.0
cIsaLuMsY6g,0.0
jiivO8g4_Gc,0.0
5kp4NRlbkME,0.0
YGTF5YP5C9k,0.0
W9QVU3kLJro,0.0
-MAGSLvhU58,0.0
t1lsd_wvpcg,0.0
Rf10OZB05IY,0.0
naptK5U22fk,-0.2516
ZlVp8JL2g20,0.5106
jntG-TW3w2M,0.0
vHThN3KWli8,-0.3818
GGCsBiloe5w,-0.4939
jzDzbcGQY44,0.0
sAZYmb9VY74,0.0
ZJjWHgwmw-I,0.0
aCf8IoH2UtA,-0.0572
dlreSdZkA-I,0.0
FyL7D7Dk_nA,0.0
j-jxLnX8ZYU,0.0
rg-dFy6npCk,0.0
juBUtNrXWec,0.0
oh2-LOfv_As,0.4404
xacci5WEpqo,0.0772
NeaYKgZBa9w,0.0
CW3xoO3mptI,-0.3818
NV05ZJ9v5C0,0.0772
HipZ1E-M0Zk,-0.3182
tBIGSwLR-tY,0.0
PweScsbFsXM,0.34
427zTM24sHU,-0.4404
59d21G7lI3I,0.0
