PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_TOXICITY,PERSPECTIVE_THREAT,PERSPECTIVE_INSULT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_PROFANITY,video_id
0.43197647,0.61866486,0.5026305,0.6367905,0.655764,0.4809777,0.719593,0.50909203,d-2-Hg5Vm8w
0.056868646,0.19316214,0.10461388,0.11915815,0.08233052,0.09856655,0.32683748,0.0841754,YVl_ctYA0Cc
0.07609097,0.25554988,0.027409043,0.13849069,0.07516553,0.096415326,0.16431986,0.080143765,ILXYnrLmfDI
0.10441542,0.27358225,0.12695669,0.28567418,0.30837402,0.27118558,0.53728306,0.18342575,XyKPaZt3uBw
0.07956031,0.34547395,0.12180476,0.22090742,0.20343386,0.24721463,0.4780125,0.087905705,EEfjlL_8Ii4
0.038887195,0.1832547,0.15859914,0.12957527,0.09912505,0.19101116,0.5182081,0.07848455,R18tDVOZS4Y
0.09491456,0.20975208,0.12695669,0.11088493,0.0902829,0.14094874,0.3237515,0.09821442,55VrH6-3Nv4
0.14028838,0.32504252,0.051737156,0.25386512,0.3148234,0.30934903,0.25094277,0.2128314,5TAKhPMAKd8
0.10906857,0.41325253,0.048525527,0.48629346,0.04055329,0.072563216,0.43877205,0.053515784,WciU13lgD8w
0.13251454,0.3611165,0.1024659,0.27373528,0.13139789,0.30564162,0.29012147,0.105990045,BcKp_bpbX1I
0.063051,0.3024469,0.040628307,0.1438668,0.20597158,0.15410268,0.29040393,0.08651974,WlfUU_X_2G8
0.058733087,0.3555925,0.12244874,0.3142125,0.22058804,0.2573808,0.44276643,0.073079444,Lkt21v6bbRQ
0.063233845,0.3377603,0.05852979,0.35443386,0.08722051,0.06273945,0.19924481,0.05006756,BB1C0oJCuXQ
0.033453654,0.32410577,0.1510105,0.36360678,0.13905379,0.12389295,0.123927824,0.048391283,Hi-wzBo5HZw
0.02937041,0.23458524,0.009718247,0.06855607,0.037358284,0.07048052,0.24388686,0.0299096,J5d53i2ZBQ8
0.061197363,0.41060132,0.24769363,0.40170184,0.08421356,0.15569775,0.12262856,0.0614623,3IQkgqC4xOE
0.040510237,0.3468322,0.068918526,0.1842049,0.13171396,0.094669044,0.4487814,0.045791384,AFDLWo3zayk
0.028599275,0.29309705,0.08050597,0.2157535,0.08619262,0.13562411,0.08957518,0.04771941,yJ-etV14wwY
0.054539822,0.29780224,0.079307266,0.078389026,0.08864545,0.07912718,0.2385308,0.081392735,1K0e_O-QDms
0.037020594,0.20899421,0.0741129,0.118948385,0.04675279,0.08304,0.24045628,0.030518502,k4UVYhSswSw
0.05679658,0.28236842,0.022773718,0.06976091,0.030030726,0.02591945,0.43843272,0.021771444,VoVnj3vLaVw
0.10018626,0.3239658,0.21274342,0.19519325,0.16010822,0.102546304,0.55477506,0.11379168,wiydv1hIFlc
0.11261901,0.25519466,0.09494796,0.28519207,0.30274445,0.4724435,0.43810874,0.13689733,t43cHcOstcc
0.064758964,0.2763253,0.20522906,0.41159233,0.3660276,0.25144404,0.7084657,0.15850116,JKsWJYejtbk
0.06385171,0.36926118,0.0056574075,0.15109384,0.05520591,0.11079863,0.07639936,0.046269502,gohjcp3u6zA
0.10696932,0.32549095,0.103539884,0.2815615,0.12303652,0.11813558,0.35596266,0.11097752,MGNcsnxHDI0
0.0989407,0.36487004,0.04406188,0.26859954,0.043835793,0.062870264,0.41711047,0.068279184,l81ijjX94oI
0.027354015,0.36331502,0.11085691,0.055503905,0.046976224,0.025428157,0.7851386,0.016229225,zKCMlM29Xl4
0.053307135,0.19489463,0.017006932,0.07148586,0.015546364,0.028655242,0.1989825,0.027096303,bFb4OwWA-4I
0.03621463,0.14850989,0.10300289,0.114398934,0.12725073,0.13449398,0.40771025,0.08128847,Er42TifOuI4
0.066778116,0.303797,0.016937515,0.15032828,0.06962808,0.06438423,0.15683633,0.0594398,6HHgZ4cdkfU
0.30456525,0.51641643,0.104076885,0.64854944,0.1300181,0.31798345,0.33775258,0.25323164,CbYaZOUjHn8
0.07108789,0.43604755,0.2459383,0.5212767,0.296709,0.4836749,0.19125818,0.14182444,32j8_MItp18
0.07545267,0.2694958,0.06492286,0.4228011,0.20426461,0.13882048,0.3978876,0.14298685,ZGYs34shH2Q
0.24142738,0.49691474,0.09279997,0.37173307,0.21996145,0.17058097,0.30243665,0.20338997,EjsNWciKG3g
0.05577289,0.41743085,0.018187003,0.1161695,0.14173512,0.11659353,0.34834665,0.051534142,pEJ8_Paw9KQ
0.0501363,0.28061292,0.14911842,0.08286104,0.057229523,0.04820574,0.2694638,0.04001673,Bm6jK4eA-9c
0.047229793,0.25801155,0.059328925,0.16354692,0.11872759,0.10838748,0.29755583,0.06955121,BR6gY7GTUYk
0.056444563,0.21443191,0.039254878,0.061203074,0.040943842,0.034519468,0.18463646,0.03544111,1MX34LT2o3E
0.13930836,0.40045285,0.073313765,0.6031723,0.19829035,0.12805936,0.7079843,0.1149243,q56EWiWQOpw
0.07284898,0.3435357,0.060927194,0.2368528,0.1782602,0.14403075,0.27320236,0.08743769,327vkCgaVzk
0.041739125,0.1954777,0.009718247,0.1435898,0.06935577,0.08828336,0.19745368,0.0444761,ZPUKVVh65Pk
0.043941654,0.22900926,0.033074442,0.0855759,0.08276895,0.08233157,0.18934055,0.07279849,5IDsg604Nh4
0.045860473,0.39292085,0.21980777,0.2698731,0.09795874,0.15637939,0.19259158,0.056635156,2OPDggs7IVg
0.06401541,0.28567925,0.09279997,0.18739964,0.13129835,0.11525586,0.1821425,0.1014489,h709UKZaZYI
0.060648844,0.301963,0.16965903,0.13214144,0.4380654,0.39594987,0.80792975,0.1640629,_G2g_MhumwM
0.17733803,0.4364223,0.39010584,0.29808217,0.06013374,0.090371124,0.5680319,0.09289219,17rmMQKgz9Q
0.059150666,0.39128155,0.019019997,0.099227935,0.065058954,0.06430453,0.10522788,0.0495398,ep7PTGA92HQ
0.034708105,0.18158683,0.034104515,0.039792433,0.013354511,0.020069482,0.1264236,0.019882107,0XmMPQMCsjk
0.10333063,0.36837077,0.02792408,0.3401829,0.10399148,0.09951873,0.26690325,0.1198363,AQMPE5YNi9c
0.047206555,0.28824365,0.020130653,0.21057764,0.021401625,0.023921216,0.29586214,0.023222104,X0vAIyKYf4o
0.042325955,0.33253065,0.13017663,0.18468438,0.07396484,0.11368542,0.46880013,0.041590877,3ep0NI8oee4
0.1339129,0.3839683,0.29756662,0.28948188,0.1961117,0.15412451,0.26544896,0.13888012,ZL1dfoutbKw
0.12397335,0.5351832,0.036508016,0.10323054,0.15120298,0.12950563,0.47183388,0.068975255,oQcv8VzGYog
0.0650488,0.3714212,0.09065199,0.08506362,0.0782006,0.0872235,0.1822831,0.0689069,5h8F08sv7tM
0.07051465,0.32937163,0.09978092,0.19185992,0.11227695,0.082624786,0.4088653,0.0944593,WX-8vEne_Vk
0.05902842,0.19823833,0.0765103,0.11188286,0.10479287,0.093860686,0.3242315,0.07202131,kk0KurwD_vw
0.06281679,0.2745663,0.16482529,0.13133354,0.14300895,0.11351213,0.10576104,0.08347176,rvv8L3NWm7o
0.046706345,0.26180375,0.16758743,0.105382994,0.10124865,0.06882061,0.31250677,0.04763457,z1bmdF5Wkvg
0.060430143,0.44589645,0.13296685,0.31196848,0.10669092,0.106063366,0.4377153,0.074955784,3q4Zy9gXWRk
0.06410673,0.2562332,0.014855034,0.17521642,0.09786403,0.12755102,0.16150136,0.07629873,Sg2wifJtVGo
0.07168151,0.324853,0.07091636,0.18386199,0.1274804,0.15417683,0.2675515,0.07675647,RMt2eytuTmU
0.070022926,0.21059896,0.04165838,0.12517594,0.050935317,0.05001289,0.19967324,0.056415103,baof85PdUK4
0.14036655,0.34375262,0.13386416,0.17491798,0.14445288,0.17778756,0.18879074,0.13353775,NX-pckqSpcU
0.09387278,0.30396348,0.04165838,0.14543283,0.0793458,0.07734619,0.10328858,0.06967488,MZK3p6YbzLs
0.05011161,0.19189161,0.10461388,0.15716588,0.057072826,0.06445859,0.40477252,0.052203607,ty4eljDZTAw
0.18028083,0.3613214,0.019714156,0.08936146,0.044757053,0.050217014,0.3486569,0.06441576,PVDF6XrxksM
0.03158253,0.40984482,0.04131502,0.12787354,0.0924883,0.13818826,0.32018867,0.025717024,T5cxyMST2OM
0.26296237,0.39176467,0.39421332,0.41176486,0.52004695,0.30302867,0.6239815,0.43884033,f__EUpu7k-Q
0.083378725,0.3297183,0.2818683,0.23232877,0.11293629,0.15231152,0.44064072,0.10782948,raWw7xEpmCE
0.060006756,0.2861962,0.027065687,0.16990627,0.06744199,0.12425102,0.26471213,0.05891281,3uDXqgrlTYw
0.03680549,0.3421413,0.13835071,0.11054662,0.06562859,0.0435181,0.24922803,0.033461392,NuUPxRCDbek
0.036736473,0.2591544,0.0168681,0.24381335,0.060686063,0.13187693,0.41677058,0.04013274,LkodhOd6_uI
0.06292806,0.2777551,0.092262976,0.27013117,0.14763324,0.15570901,0.19624321,0.0911333,iD2xI6ROZ7E
0.078573525,0.3037588,0.04234509,0.20360115,0.06521651,0.06709585,0.18863581,0.06571845,Ft3V5jNNOP4
0.0911576,0.3950081,0.016035106,0.15599605,0.074426696,0.079505116,0.13690573,0.07700359,Rcy_0ojAktA
0.05653187,0.3293135,0.1884524,0.15268311,0.09715323,0.04386485,0.18051156,0.071558736,us8SmPDrcOM
0.05551686,0.24197766,0.054534122,0.18432005,0.13263287,0.32432976,0.45320517,0.110313445,zbJVP0MoavM
0.10575835,0.34833455,0.20669603,0.25428897,0.19374828,0.20327641,0.19543175,0.117277354,I0qLet2Bwyk
0.03797227,0.1847894,0.060927194,0.21502815,0.04850962,0.058544144,0.2538411,0.04915801,fQnziKGP2Dk
0.057117533,0.38206437,0.15217799,0.3282747,0.11928128,0.20840837,0.49829847,0.059498485,BRUhHJlfWMY
0.08651607,0.3377724,0.02054715,0.16970931,0.03764527,0.05571583,0.16039556,0.05724498,VeeFpB4pKX4
0.039430004,0.19306877,0.11343288,0.10049897,0.14027752,0.30315688,0.22914796,0.08577212,YrD06NK59aM
0.04751046,0.24361633,0.13206954,0.03922706,0.35517251,0.19427188,0.4015977,0.13316739,Sd_qJSvF4_I
0.043866795,0.19090809,0.10763696,0.09622843,0.031519316,0.029759625,0.29364207,0.037573054,nSjF_ffy7YM
0.018247167,0.21211605,0.040628307,0.13521451,0.029089386,0.04534936,0.3643518,0.017081898,87wHT2zjq0g
0.048229735,0.21554604,0.1019289,0.09847667,0.07033281,0.073540166,0.20129646,0.05440042,09LAbT1PWcg
0.40450117,0.4602202,0.11794081,0.19042873,0.053772133,0.09135448,0.29245713,0.15049407,RGB9x6O_JrI
0.05350215,0.29394504,0.19862764,0.18015255,0.055898342,0.0655446,0.37651712,0.05544645,uVNsBdb-MNI
0.11089655,0.32752225,0.061726328,0.24515626,0.18634266,0.14133745,0.2474085,0.17326349,zUQzEqxitRw
0.07132767,0.32984668,0.06612156,0.17663209,0.14436044,0.1326662,0.46289068,0.09442956,v75jxhW4gWQ
0.022537123,0.25649902,0.02124131,0.070930235,0.01390766,0.01903232,0.122154705,0.010741941,G-g0kd78rBQ
0.05897084,0.38493156,0.27194336,0.18586671,0.13788638,0.27418458,0.17742233,0.09900307,A-7rtwFW4Xk
0.25024077,0.562362,0.056931525,0.2929481,0.13469636,0.11885372,0.27299207,0.15489356,qR3nFLOExAc
0.02904963,0.2096268,0.263611,0.06110111,0.065329194,0.05708817,0.44514337,0.03733172,Cho-YfLOrXE
0.030468345,0.18787317,0.094410956,0.16122414,0.021499349,0.031339735,0.38894084,0.024968445,8JAIqKbJ3s4
0.08848214,0.35353556,0.036851373,0.084958,0.0751719,0.07747343,0.4232869,0.04877437,LhihBXZR5hM
0.06401271,0.31350377,0.19862764,0.20338665,0.14916599,0.20618787,0.2943179,0.11981242,FeY5xq6fvd0
0.14463785,0.3588264,0.21186037,0.43196195,0.09129933,0.11437253,0.26294127,0.10359937,z_zzJAv2_OI
0.07126255,0.35171893,0.2936093,0.31105602,0.15005882,0.1880015,0.13990055,0.12704094,laMxGAARseE
0.104977965,0.2775166,0.12244874,0.18946113,0.14490625,0.108555935,0.2648399,0.114006154,Wrt74P38J8Y
0.07464471,0.28118652,0.31714454,0.24081844,0.11119421,0.07984573,0.3454991,0.0925892,TtA15zqKj_s
0.060487077,0.38218758,0.28021416,0.27394018,0.19109648,0.30167934,0.24449031,0.09990611,iHicirbDN_8
0.047863703,0.21675819,0.16275369,0.13054623,0.13088936,0.08977608,0.17631088,0.05739002,4zXO8YGW_jw
0.08944244,0.32739812,0.035649624,0.30914304,0.13277355,0.07301004,0.4391392,0.10366657,mIPWFdFCqSM
0.119441316,0.26917306,0.13790205,0.43794683,0.112406716,0.118873015,0.19989449,0.1251787,fNdLUfXhh48
0.10937419,0.39139515,0.09279997,0.19271089,0.069615826,0.121279195,0.15201831,0.08820798,xOTmggDLmrM
0.18095328,0.42950785,0.06252546,0.16507643,0.13176048,0.116580814,0.43770793,0.12380202,ZKB05g8k-c4
0.039492063,0.186181,0.23628397,0.07785244,0.025790725,0.040790927,0.40778896,0.034139574,cRTxlQd1uKg
0.031819955,0.17757334,0.10763696,0.07398807,0.14332795,0.07941458,0.253595,0.059598535,Pgr8-hMM_co
0.038324837,0.20841186,0.22990009,0.15113507,0.30274975,0.14180383,0.5680319,0.109620206,b_nT4wzLR0Y
0.03797955,0.34431994,0.032731086,0.24494621,0.10814276,0.12253385,0.16588841,0.049760453,68oVo-p__Os
0.051203545,0.1982162,0.023803791,0.16790938,0.059720907,0.059966173,0.19844429,0.061945617,7HaWUsG7OsM
0.09276268,0.36295915,0.2752517,0.34091613,0.22000802,0.25361603,0.21461184,0.15900727,EoyMEFz1ihw
0.17267857,0.3654835,0.029812546,0.64020735,0.09732619,0.21551968,0.21739312,0.16287641,zykiw6DaDa4
0.037577312,0.28546548,0.05613239,0.18257405,0.050880156,0.098008074,0.27407452,0.04391266,EO8glHZGHpk
0.03350592,0.22386332,0.1024659,0.31919378,0.099458605,0.10157711,0.38339534,0.06514075,_5Z4NascMPU
0.054450285,0.322264,0.118584804,0.26588896,0.15427029,0.13009787,0.26465824,0.0879031,VXLVIfQHeSI
0.055222895,0.20403214,0.07251463,0.061919987,0.044316746,0.061816722,0.313375,0.042263333,jg4692vBe4Q
0.056546547,0.3301194,0.1609341,0.25248787,0.0859171,0.1772512,0.02905799,0.08741433,McVyZialfic
0.04797506,0.26031503,0.06012806,0.09980403,0.07743456,0.06494723,0.59906864,0.057940755,29iwl6e06e8
0.07338895,0.2784278,0.2936093,0.048759375,0.46082243,0.13098389,0.09819816,0.16915625,HD1t4VBQBBU
0.13375512,0.37510988,0.15684792,0.24542165,0.10629917,0.12815146,0.4285287,0.09752161,sOyHzUrCjYw
0.08354403,0.4055456,0.22510603,0.48912802,0.05017981,0.08966701,0.3834582,0.052853655,2MiDoKYKdFQ
0.1738239,0.5739661,0.08447654,0.24852827,0.33888975,0.21433675,0.6283332,0.24686164,8M9Ack29DCI
0.09967669,0.31501812,0.034104515,0.25523373,0.06129255,0.056751803,0.29105416,0.07692976,-pS9nhYlvmw
0.08006197,0.19248386,0.017492844,0.120210275,0.10264454,0.08323464,0.27521813,0.09707865,U8c3mfIiRc4
0.13733771,0.6311967,0.2712817,0.12204889,0.06872338,0.082998835,0.1303468,0.06360993,aiTeA5epWb8
0.061940312,0.3185213,0.12695669,0.21755977,0.10261183,0.12980719,0.27497444,0.08255522,VOJRNusgk2g
0.08365898,0.4385668,0.06771983,0.23797084,0.09017404,0.31008315,0.041956946,0.04956702,EkeLAh7lK5U
0.14162956,0.4503521,0.00065077544,0.4239533,0.050739158,0.08605491,0.12626499,0.08548563,q6gdMAyh7T8
0.15453303,0.3672887,0.09655894,0.35292488,0.18448381,0.13474141,0.25720853,0.11256753,wMg7mNwLwBk
0.085155874,0.34260193,0.103539884,0.23574233,0.06820577,0.068529814,0.18966866,0.10045685,5bk9t3DkaZw
0.051541083,0.29539114,0.15042676,0.39932552,0.08422296,0.16657828,0.44000602,0.072523244,5r6i-aALAqg
0.24142733,0.49691465,0.09279997,0.37173307,0.2199615,0.17058097,0.30243668,0.20338994,qPdpYD-ZbE0
0.037592772,0.23564745,0.026035614,0.0847247,0.07579392,0.050012313,0.19154033,0.052785553,2OtocYYowSI
0.06889227,0.37690103,0.08447654,0.32787818,0.12972009,0.15917733,0.0928081,0.082852796,5nKMz3M1e2o
0.079460435,0.2620067,0.10763696,0.1365296,0.10416965,0.11562217,0.2179849,0.103280716,VpeEnSqnxH0
0.14663808,0.49855903,0.4489545,0.4848021,0.660731,0.34382725,0.175979,0.31014514,SEmrRerQ5JU
0.05323541,0.31042847,0.0070804367,0.23691921,0.11707407,0.15660474,0.17271444,0.07181737,X4ZbcN3wmCY
0.035909273,0.22838318,0.10515087,0.07884412,0.066092886,0.043206178,0.18237434,0.05489209,Oa29t7VW3yw
0.0626857,0.43696642,0.046465382,0.10431709,0.19654872,0.1395781,0.37190878,0.07152137,wXYRZ-0_0x4
0.1502958,0.34640604,0.39230084,0.363691,0.18244492,0.1389856,0.3057068,0.1821934,bFgANwQiVY8
0.09464964,0.37270665,0.089041,0.21540463,0.27788913,0.2653,0.18810904,0.1476978,TV-aanSapZk
0.15820141,0.35447052,0.058929358,0.17606468,0.12385975,0.098081455,0.28893176,0.13171871,qfC3_PBkaDM
0.05191113,0.30060372,0.059328925,0.27115652,0.0739251,0.13323236,0.438761,0.059034433,3O7Of3PYKJk
0.06309491,0.32145506,0.14911842,0.08611756,0.07920757,0.0710757,0.16146365,0.0481383,Tg9UJ3ptkK4
0.024230756,0.21354479,0.12824467,0.079292245,0.094157524,0.06602065,0.2794941,0.033681445,FqViXP0_fvs
0.30396628,0.51523244,0.03856816,0.56769705,0.14307982,0.1849709,0.18246286,0.23667493,CaQrx08cHTI
0.10329959,0.3358267,0.10461388,0.22571543,0.051454727,0.052276254,0.19732927,0.0720416,q38JWtb7a7k
0.046421174,0.24953218,0.02124131,0.056890357,0.026549483,0.028785214,0.14567447,0.020428367,vC48DZg74EA
0.048807845,0.2862648,0.13017663,0.08384209,0.060303766,0.030702274,0.023693807,0.049406394,xVqxzWG6XEI
0.023543874,0.1601993,0.050585672,0.041469835,0.042149983,0.029403247,0.17608045,0.02081093,wSQEXXS7mCA
0.13951829,0.40386847,0.029640866,0.13277778,0.05216313,0.08882194,0.13556941,0.073056355,482jMpJui1s
0.1310487,0.4120325,0.047495455,0.45398116,0.2691973,0.58523935,0.093447685,0.15540121,UOJjat9PzNQ
0.06456487,0.2922229,0.040628307,0.23228566,0.21453527,0.19218905,0.20680083,0.090865634,dHlzN-dtVl8
0.069584124,0.31872064,0.0789077,0.14531764,0.2088179,0.11108743,0.3564814,0.0944056,lS0wzYqMGh8
0.15523793,0.3295075,0.36667302,0.32502457,0.17206012,0.35379156,0.6491989,0.14156637,zENWm24AmqI
0.04472256,0.19018242,0.0471521,0.15940613,0.01944431,0.030833527,0.27309576,0.030769015,Of-bSRuW4OI
0.062416364,0.4107654,0.07571117,0.25558007,0.056972135,0.12150266,0.08043771,0.057794467,F_0OwQNhLfQ
0.13607982,0.35963792,0.0801064,0.24745218,0.07798417,0.12561685,0.05878801,0.11482039,CyX_vxGzM40
0.07088696,0.2804493,0.17380224,0.18393001,0.14734443,0.17966013,0.2864255,0.08303646,y-ruXV7t_Es
0.07918406,0.4045867,0.05493369,0.08103392,0.030473888,0.040078107,0.42439473,0.044789623,XNZGVNiN8nM
0.12507378,0.51260203,0.13655609,0.5488726,0.06700192,0.13939774,0.034830604,0.10747552,S94w9fKsj4c
0.052373003,0.41325456,0.22982925,0.26338542,0.118212946,0.19544286,0.08217668,0.07026138,HyBotvjYvfI
0.12765653,0.27857816,0.27359754,0.2554426,0.097134784,0.112570174,0.21869387,0.15211532,HJnrHcDDBPY
0.51395607,0.64050674,0.09065199,0.5186457,0.14843632,0.13946858,0.13272925,0.2899661,lFpJ4Pt9Aes
0.059528943,0.39503402,0.06492286,0.23190008,0.15802369,0.10886277,0.55952126,0.052504275,cQOHj8IrWh0
0.05323541,0.31042847,0.0070804367,0.23691921,0.11707407,0.15660474,0.17271444,0.07181737,kLc0z-nQXNI
0.11235916,0.2860272,0.15626417,0.6136036,0.1079059,0.116153754,0.4391008,0.13851398,csQ60TC3-VM
0.042027954,0.30026457,0.104076885,0.07957826,0.08940593,0.16416696,0.34776783,0.06804845,QctrbtZ5Gik
0.057549026,0.28208664,0.16275369,0.26245868,0.14890397,0.11300126,0.24183105,0.099210024,qMCaRB2NkxQ
0.039612968,0.20496266,0.09548495,0.24029788,0.0582634,0.053847734,0.2734662,0.051182315,pxhZgfzz3zY
0.06711042,0.2036818,0.01263372,0.13329151,0.078857,0.07967633,0.04523421,0.09505253,S6iG8gOpDmk
0.15500921,0.39056054,0.22982925,0.34200302,0.30297852,0.57105255,0.4371688,0.17025732,THziEPwYAGs
0.05671296,0.41073096,0.013952625,0.07992098,0.0665585,0.042709973,0.27772698,0.038303655,H29-8rCm6Mk
0.09471338,0.3127321,0.15042676,0.1352081,0.082495056,0.09490864,0.27401948,0.06081918,osntQdifwxQ
0.0370815,0.17409849,0.082104236,0.05092647,0.03293379,0.04117522,0.32325777,0.027871385,LHTqpMsu0DY
0.04218803,0.27513713,0.05653196,0.20948379,0.09183584,0.16955426,0.13304079,0.05864213,sLBEyJmzQ4w
0.042249877,0.3097428,0.15859914,0.20899563,0.09335973,0.062724985,0.006201319,0.07683264,xo4N8Hcojf4
0.02272669,0.1996326,0.09924392,0.052325122,0.10025712,0.12453087,0.23730974,0.02402371,6YIuFBGB2RY
0.030860687,0.23053999,0.048525527,0.04603416,0.013406557,0.03276802,0.5306296,0.014469397,v-PcOVl1K2g
0.049155354,0.23056085,0.05773066,0.1353034,0.10138954,0.10967617,0.27322027,0.056311715,rq8hkZtjbLo
0.06394303,0.4537645,0.021102477,0.24849819,0.02968826,0.04908442,0.05459758,0.0365704,9TZShazYHHQ
0.03322405,0.29823396,0.10031791,0.1476596,0.1065111,0.1273724,0.15274197,0.04108762,Y0U54HQOclk
0.04255829,0.3629477,0.15130237,0.23320103,0.13894385,0.28542116,0.021597961,0.07430075,2MK4CeRxu7g
0.059431445,0.24591091,0.09279997,0.07687846,0.051724922,0.06129082,0.27915856,0.04670323,YvUouGImj94
0.033806384,0.24276538,0.0006204059,0.047445446,0.020436386,0.024627024,0.29770303,0.023396824,_bZ4f6u4UzY
0.08955329,0.21361752,0.035477944,0.47758937,0.20758495,0.17345256,0.27965257,0.1564402,iI2MuHNcrk0
0.12332086,0.3310065,0.17242117,0.24801275,0.13028651,0.13881685,0.37479877,0.107301235,7BKltNTamdU
0.07523128,0.21856591,0.06851897,0.09980283,0.04604495,0.05528002,0.27198336,0.07540562,L-HoanCFZok
0.021630922,0.2622102,6.616217e-05,0.00655655,0.0010067767,0.00049999106,0.07705251,0.0026678287,IlCZ5OYC2no
0.13200024,0.3733521,0.0813051,0.23973967,0.10964222,0.13624524,0.18120444,0.13456285,mBtAhy3gRAo
0.15958637,0.24334608,0.41807786,0.12526378,0.7163122,0.30307844,0.6308909,0.37286147,XjjY6p59vmE
0.06683231,0.37591127,0.25219622,0.17860205,0.109531224,0.17297027,0.274171,0.07597498,ijuaht1S_S0
0.17470214,0.5242918,0.036336336,0.45033997,0.1510356,0.134675,0.0027755846,0.17665964,TMKoXOfWIxU
0.09078491,0.50734955,0.04818217,0.33191273,0.06029079,0.082129344,0.122912,0.049469635,qAX75mOsQvE
0.08740701,0.36933526,0.15568043,0.42874804,0.15613495,0.26247492,0.17434362,0.11619688,9tfEHSIR54w
0.17680101,0.4158863,0.42092466,0.31969208,0.34381938,0.58523935,0.7079002,0.20756926,fUmM2BZr9wk
0.1075245,0.397993,0.22987647,0.23706582,0.18017763,0.12416578,0.14854476,0.14522673,GUeKUVf9w1g
0.1833116,0.53264564,0.3897107,0.72677517,0.37751395,0.25289062,0.5779262,0.33906904,UwrHZXvjDMA
0.03314279,0.28230903,0.44750816,0.08928921,0.04179494,0.0321919,0.13902414,0.031834308,dNt6Rnq7-pA
0.05453974,0.25764698,0.103539884,0.1386042,0.081605,0.07608439,0.30773398,0.060880307,ZkTBoU3y-dw
0.037290886,0.17123577,0.029812546,0.046967078,0.028743517,0.03442146,0.2657224,0.026936635,uLXefUuhaPs
0.09943424,0.50433576,0.2224569,0.25464094,0.16781536,0.16545998,0.31820402,0.09749232,qPkdAnuo9q0
0.054781165,0.2681769,0.0053797434,0.22508314,0.015184321,0.05035254,0.06346538,0.03158773,zIEH9f4gfqQ
0.044614192,0.21363679,0.062125895,0.1417298,0.11980642,0.18392068,0.44012025,0.07462015,J0ystiVoufU
0.038766578,0.24352673,0.020269485,0.046603456,0.0148121575,0.017982656,0.08899919,0.018551653,4afAdu1TXnE
0.05530225,0.2481915,0.24418297,0.5979938,0.21461469,0.11130948,0.6498321,0.14560285,noTePw1peMg
0.0973023,0.28530487,0.03856816,0.23459923,0.11383235,0.1361464,0.13558577,0.09025911,GbF7VopS0TU
0.03665026,0.27353695,0.11794081,0.06173686,0.05456034,0.07574877,0.44020092,0.03317627,v3A0F01tkLQ
0.044119313,0.220007,0.011870144,0.052357525,0.03057268,0.025941085,0.087500826,0.034007005,TzQFUCoTLcU
0.048865963,0.24491207,0.008191093,0.2914655,0.2235973,0.11349369,0.45027474,0.1042796,7RVNHcmINTU
0.038852748,0.23170775,0.033932835,0.049418557,0.037505616,0.030136269,0.20157944,0.017831182,SSCnFMz5cwM
0.041111674,0.36118662,0.08290337,0.07178532,0.05435432,0.079436995,0.24751997,0.012695628,4sbcFyB2mGo
0.065393135,0.41048908,0.077709,0.31077382,0.13515198,0.15238124,0.25057584,0.09039708,xl0xqgtmnVA
0.09120228,0.32271764,0.14373457,0.32423443,0.10020069,0.11965227,0.4737082,0.10831563,PpM8n2l3eNA
0.06320592,0.20406398,0.04131502,0.09252208,0.067925036,0.072557986,0.1986194,0.04714017,VNMICLXOaK4
0.018059578,0.2706843,0.037194733,0.0394313,0.17965293,0.1564143,0.19270492,0.02354009,sk1GDf7zyIc
0.112916335,0.5705003,0.2712817,0.36854202,0.18345214,0.17755029,0.010304332,0.1433347,QiCqkhCHQZc
0.06298527,0.1634505,0.09118898,0.17913103,0.18479398,0.103336185,0.15154974,0.080951355,MCUyiHfRRiM
0.06399147,0.5454517,0.20449556,0.34289724,0.25808433,0.16251908,0.18487768,0.1121246,-qP1dn1uBik
0.7407407,0.44282806,0.2299237,0.25518596,0.09981466,0.11922156,0.18085597,0.3821573,bjRuoyYmFZE
0.13192667,0.4007205,0.045091953,0.34122872,0.06401171,0.09185354,0.26189548,0.09762762,eOHCR75dMUI
0.044016775,0.19537255,0.010134743,0.051823452,0.013355724,0.019971022,0.10752605,0.024899473,6gk3q7Cw1go
0.037201922,0.3458907,0.06132676,0.221038,0.042939663,0.108835936,0.15197316,0.03815489,06eCgrWLfwk
0.059718397,0.3213187,0.06931809,0.2682562,0.034736507,0.036954258,0.41940427,0.048680287,fPdwIF4j7wk
0.0645347,0.22975469,0.04818217,0.0853071,0.040749896,0.048760153,0.097843446,0.056412324,bIGMZTrtWqk
0.13536541,0.36195806,0.027065687,0.18956679,0.063001536,0.07988753,0.18069799,0.13956946,BRIAxketn9Q
0.1435389,0.49490184,0.15071863,0.30880138,0.09204906,0.08571994,0.20581216,0.1469274,dRFhBkkmqks
0.18443297,0.43559796,0.08689302,0.5693566,0.2388992,0.17558837,0.13801502,0.19486475,WYxDxNMAa7w
0.24443708,0.5289887,0.118584804,0.2756484,0.23428945,0.25779027,0.22392142,0.13451277,bmFwj8LdsX4
