PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_TOXICITY,PERSPECTIVE_INSULT,PERSPECTIVE_PROFANITY,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_THREAT,PERSPECTIVE_FLIRTATION,video_id
0.048660036,0.0737626,0.015340946,0.036847625,0.051971056,0.058402594,0.08646741,0.19457503,dF4VAmLKI58
0.41540918,0.07896125,0.032559406,0.15268143,0.18615432,0.13589191,0.2547351,0.32841405,xDBrptwYf1Y
0.09987995,0.013178273,0.087430015,0.08402569,0.09681503,0.05809161,0.1177982,0.19467993,y2ayHaRiX2M
0.16075173,0.04009202,0.11343288,0.13218497,0.11774742,0.06256652,0.13336402,0.2268356,ldXYVIBq0so
0.056915056,0.111687325,0.059328925,0.04324591,0.06040218,0.06664228,0.09627615,0.20621125,anbwwt9pR1g
0.049126774,0.106627025,0.028782474,0.04309833,0.054422762,0.06042598,0.07631894,0.20310965,kIjS1H6p2Qs
0.23440436,0.013944497,0.025863936,0.12023354,0.20934473,0.3647322,0.4993575,0.5444049,I0C6GOMlmSQ
0.12711683,0.006013289,0.0016659851,0.10223845,0.13566072,0.15366015,0.2674388,0.43715703,rI6aR_kK-nw
0.08102543,0.04946698,0.15042676,0.07045209,0.089741565,0.07809693,0.10865828,0.20368864,jAExBHDFVTw
0.056915056,0.111687325,0.059328925,0.04324591,0.06040218,0.06664228,0.09627615,0.20621125,vrpdpskgA0Q
0.50997967,0.020283967,0.031185975,0.22724928,0.16661838,0.15552856,0.25061113,0.541002,oVGE4JfUibs
0.089335196,0.099569306,0.022773718,0.037288137,0.022078527,0.052051645,0.060773272,0.46037698,eCad95nfAro
0.1482226,0.028610017,0.035306264,0.12606616,0.121191636,0.11316425,0.16650611,0.22684889,0lDpKtmvhHE
0.121907696,0.030047113,0.03049926,0.1439328,0.14048323,0.11830101,0.19288513,0.26003975,NdCWgyLVVo0
0.06897825,0.118597895,0.022351967,0.045439642,0.06493712,0.06006623,0.089960225,0.22507691,0wuZrwm24UU
0.089884266,0.13966775,0.16758743,0.09212876,0.092191905,0.09699729,0.121928945,0.2922324,SQNp2a4o3A0
0.08506884,0.043299716,0.10699297,0.055797327,0.07669722,0.053838592,0.120471336,0.21123445,ukobQm1mqLQ
0.04538928,0.043127775,0.09387396,0.036621604,0.053194493,0.051017653,0.05855395,0.18274468,QeuCJSmzkGs
0.075998306,0.04009202,0.13296685,0.05919558,0.07190494,0.048893597,0.072797775,0.22091122,5Qid8QPeTDY
0.1358765,0.04009202,0.11085691,0.102065,0.09209916,0.057623588,0.121075414,0.22000155,Q1Sf3kPMsJQ
0.11356177,0.020345816,0.07690986,0.117479354,0.04497049,0.043050442,0.26612702,0.35671505,cF6XDZgrkgc
0.01885367,0.03583238,0.026035614,0.01840515,0.01489931,0.09989638,0.014248467,0.29430935,fwUeXdqu9JI
0.11319233,0.03785026,0.01193956,0.08286923,0.06274291,0.071113385,0.09553597,0.33009583,aXsFF9fasCs
0.05490725,0.16701809,0.047495455,0.029889235,0.09164846,0.083531596,0.15385015,0.24969268,ii5Ol0HfTns
0.1085097,0.036746595,0.042001735,0.038702868,0.052331496,0.10067311,0.13108897,0.38909182,yKhjk2g3rOs
0.06637846,0.14877875,0.046465382,0.05553291,0.061883047,0.08174605,0.23511823,0.556976,svXo2PSTK4U
0.08912687,0.01830701,0.0131890485,0.07687301,0.07937398,0.0622507,0.11225519,0.21324427,cbVJ0x11cu8
0.04864426,0.14086105,0.15626417,0.040204406,0.04021813,0.055651236,0.083597615,0.52023506,uy1B1NP6ZRU
0.07323407,0.007326888,0.015132698,0.04437028,0.07652734,0.078228116,0.3479776,0.31303814,mwhQwjkVvZY
0.066208936,0.0968439,0.02792408,0.09245187,0.03297505,0.04575629,0.14165875,0.5155267,5nM30FDSaY4
0.10147457,0.049127236,0.014577369,0.10251661,0.10966982,0.13998985,0.14137745,0.23548608,vlofRrS7SOI
0.1251954,0.054505203,0.049898956,0.1404648,0.1448609,0.0967299,0.19843923,0.21932143,7hrZ_iz6wc0
0.058540735,0.13568786,0.0717155,0.05833065,0.04669641,0.053317394,0.09982071,0.35304403,QDhjK3Gtgt4
0.12998854,0.15754247,0.02193547,0.17637904,0.08259801,0.048047386,0.07531345,0.22418824,ZNBaXoK1NcQ
0.060653374,0.028065154,0.024662184,0.026559515,0.05313713,0.07264448,0.083946325,0.295875,nJhSs4K75o8
0.070487164,0.067774944,0.043031808,0.08195341,0.06225909,0.09268123,0.13337496,0.50331914,AeYpVHWFzeA
0.075583324,0.044360265,0.018325835,0.052078776,0.07293632,0.079395235,0.115361564,0.24432378,sOXtvZJih7s
0.12631945,0.04009202,0.13476147,0.09620521,0.08096914,0.047223203,0.11522579,0.20730382,vYnAB7G22Xs
0.13337372,0.09097713,0.038053125,0.10426394,0.06918729,0.084500305,0.20823416,0.4681625,Jpt5ZBudkc4
0.58523935,0.04951648,0.05133759,0.24544702,0.30972323,0.28068545,0.50226146,0.4609124,MFJRy8IE1Ls
0.05890792,0.0666346,0.03427619,0.059561353,0.043972783,0.048917823,0.094531976,0.33537608,3CSbOtrnAww
0.011391335,0.010418421,0.030155903,0.020229246,0.023174997,0.10445979,0.038518004,0.4039188,P4JK4HffpKU
0.10705089,0.04009202,0.12631269,0.075961344,0.083955415,0.083010145,0.19649784,0.324058,IIki8k0kJTw
0.0676912,0.06057122,0.045778666,0.05619742,0.07464638,0.07381624,0.101312205,0.2184207,zlcbMTOiMaw
0.7334614,0.03197334,0.006212736,0.40424916,0.3393921,0.17771809,0.6122957,0.45714346,-ydnhwn5Cns
0.1922817,0.019895907,0.07850813,0.1817168,0.14606433,0.09669286,0.1796013,0.2421464,G6jLhhrqA0E
0.13833697,0.025302684,0.089041,0.16474201,0.14919291,0.15060979,0.20094618,0.4345202,M9DTHtDsqAg
0.11690021,0.05314599,0.0022907294,0.19716504,0.17965111,0.2290655,0.18466611,0.8684487,o5UXEs7c4ho
0.07782507,0.118183024,0.10300289,0.07572587,0.07123101,0.09268821,0.1360488,0.27543554,IGnTdwMDBGo
0.07752608,0.013508542,0.052136723,0.0809205,0.095371775,0.06212718,0.23130177,0.23176143,jlvn7HvYCn0
0.06552649,0.13792191,0.024147147,0.04487356,0.032933407,0.042576194,0.09583591,0.29565248,5Wog4F4Janw
0.6046512,0.006435073,0.08796701,0.33204785,0.34986016,0.21457382,0.5189639,0.5137079,j-6ktntDuBM
0.025586836,0.13098387,0.11536485,0.02773174,0.028951487,0.03635885,0.065168485,0.36480826,MUbWTMLEJxM
0.6134934,0.030862048,0.1609341,0.20283173,0.22143568,0.12965612,0.39568335,0.39232594,_wXEkzUgGK8
0.16448611,0.0068563996,0.02517722,0.10414169,0.09068435,0.07988238,0.09624658,0.19684435,8ZZ3homLd0M
0.09533488,0.030834606,0.11085691,0.06925617,0.15340921,0.2158445,0.17560992,0.84743816,Uliim2GM8mg
0.58523935,0.001898965,0.03461955,0.29282984,0.3160142,0.31214058,0.482458,0.4702096,-5fjenKN_Ig
0.06867898,0.074216194,0.035477944,0.060048692,0.042745404,0.037136707,0.104719706,0.42411897,eScc6ZzHTuc
0.06606951,0.057375524,0.040284947,0.048343293,0.07952072,0.109792545,0.10546537,0.3409351,QIyKgVEvizo
0.036077157,0.058774073,0.08555053,0.03145983,0.06795335,0.1320491,0.07356371,0.7784964,HSltP-Mw-O4
0.06780455,0.045954797,0.13700475,0.03875277,0.04601367,0.039829373,0.104399234,0.31386596,P2z-kt5ky8A
0.15949139,0.1981286,0.119872786,0.09172736,0.10095562,0.058038134,0.22064017,0.21539804,g0heDIo4yLE
0.07749981,0.04178568,0.032387726,0.06082638,0.07189281,0.07821163,0.106808275,0.20302907,Ge5giMlXKrc
0.37611258,0.07320894,0.040284947,0.14239845,0.1727191,0.18901694,0.24812141,0.40835613,qiTKmwK1D88
0.08148494,0.15095846,0.046465382,0.0731697,0.082397826,0.071640484,0.10538614,0.27554077,ny4ke2YlViY
0.5769368,0.00384251,0.05253629,0.24816535,0.28417417,0.25894982,0.48556066,0.4750324,NBL1dDrdTWA
0.15032615,0.024252528,0.03049926,0.055376664,0.06472773,0.061024148,0.53213274,0.35602507,sl7cIPR0eKY
0.032935414,0.016161224,0.036679696,0.024673272,0.013880313,0.019796576,0.10770765,0.41260293,z09XpAxS0t0
0.6042614,0.09513736,0.08581903,0.27699536,0.31455883,0.26806417,0.442569,0.5027001,heB3Os9Na1w
0.6350989,0.015815007,0.12180476,0.21781878,0.23975652,0.14249098,0.4159628,0.3968646,ZjIwPrstqeY
0.115780935,0.05679854,0.01999182,0.122723944,0.15527725,0.31264928,0.17908305,0.5162075,TnvyyN8Evn4
0.0686111,0.077861525,0.027752401,0.050326355,0.06784596,0.06966932,0.102020815,0.21298775,PDFoe2N6rF4
0.37383425,0.30880892,0.30337667,0.44684133,0.09491874,0.065511085,0.23637985,0.33320403,bVT7awrDT-A
0.078571066,0.13180111,0.024490505,0.042791124,0.05454433,0.081926845,0.13916743,0.397823,pMGRzP1ntJg
0.49450648,0.17842433,0.2712817,0.20080377,0.24961239,0.22468676,0.29218695,0.3723013,nGCmNnYLpHI
0.07731102,0.13239525,0.10763696,0.100035176,0.058551975,0.074322574,0.080835976,0.29543367,XMwUdR3dnew
0.115940556,0.018368145,0.047495455,0.06533811,0.080225125,0.08417369,0.24449377,0.26272947,oLFiizTNsms
0.050820533,0.020362493,0.094410956,0.04485281,0.038653184,0.05183237,0.08039078,0.39669868,C0A_AesBErg
0.06160694,0.07075228,0.050242316,0.07443226,0.060261358,0.10481268,0.20511389,0.55310196,aN8c5seCMnI
0.1025145,0.12745586,0.1550967,0.06155488,0.04278319,0.04041245,0.13618022,0.29802853,atV0UO3lvg8
0.09344598,0.03932638,0.15276173,0.21577027,0.12865469,0.0821479,0.12884533,0.3584237,4yQ0s3HXqY8
0.058540735,0.13568786,0.0717155,0.05833065,0.04669641,0.053317394,0.09982071,0.35304403,FpKHxbTa-Pc
0.064146295,0.14927283,0.037023053,0.07908209,0.07026799,0.09823837,0.40682304,0.45325187,L3EvZajJcdE
0.13297607,0.010158974,0.034791227,0.094568685,0.12381381,0.14228523,0.26257557,0.41927928,-0lE1c78DLg
0.08125084,0.0065747234,0.068918526,0.03768848,0.050220087,0.05573906,0.14927626,0.20433407,U4_tvJDTvQM
0.04600869,0.03429618,0.04234509,0.045923647,0.088251315,0.17729668,0.098660655,0.49470627,XfpN32HyOx4
0.12854093,0.0067723915,0.09763293,0.06653049,0.07746589,0.069940574,0.2353067,0.30924258,Gud8o27pjgU
0.09943729,0.07567057,0.022773718,0.14678954,0.12035209,0.10757649,0.30033582,0.38127717,srKg3KdqX8A
0.17147326,0.113946185,0.038053125,0.1216029,0.11758179,0.07898985,0.4061228,0.2821743,QVP9Hu8IrUU
0.58523935,0.025489913,0.025520578,0.24616124,0.27978277,0.1777476,0.32892576,0.38239056,xyO4j3_SGUM
0.51714206,0.18319733,0.22983712,0.20972759,0.22074199,0.13950634,0.24541557,0.36038843,dWCcCx3gU0M
0.12271427,0.0384597,0.018742332,0.081043355,0.0721075,0.117583655,0.15464495,0.4869849,_R34jEpHzz4
0.16609345,0.027604062,0.06132676,0.13286252,0.19372967,0.17936376,0.2706647,0.45959115,AgKef-ZRDaQ
0.05778561,0.057660695,0.052136723,0.06038804,0.07911743,0.0715366,0.088582925,0.20255019,aSOEwEtUWRI
0.743152,0.02101135,0.067320265,0.49384862,0.5214986,0.40280762,0.49022955,0.40580353,BLAt187K_mA
0.11550629,0.15209112,0.070516795,0.07661841,0.10271314,0.10619136,0.2341014,0.3344111,WOn5OqaFpP4
0.4883649,0.027475862,0.08501353,0.18599266,0.24919002,0.26418877,0.40114817,0.41047922,36bCsZODE1M
0.034827434,0.12929393,0.019158829,0.024224138,0.024691226,0.044717945,0.058467537,0.27505174,4Q6-d94PVN0
0.10477257,0.0065747234,0.0729142,0.07108642,0.07681192,0.07143627,0.20367603,0.22392055,Il6IsaLLg9k
0.057825696,0.1151094,0.026894007,0.042022612,0.057184,0.07431356,0.28183246,0.40268537,avaByXoaans
0.111133374,0.115379624,0.052136723,0.101657175,0.099755295,0.09542895,0.24553567,0.26128128,t1e7IAo_Sd0
0.072814904,0.044302374,0.015479778,0.05316682,0.06534984,0.05915278,0.114814065,0.23225412,PMJ03a8FOvY
0.8048849,0.063702926,0.18450552,0.4810873,0.5138006,0.21646431,0.5687915,0.42836946,xqIVUJMx7n8
0.14189668,0.017912399,0.074912034,0.110582925,0.10692508,0.09280978,0.23126574,0.6131626,a74m4o8vW-A
0.04790253,0.05681538,0.1689685,0.05119625,0.05749026,0.05947364,0.138558,0.47814256,PLODywp1ulk
0.090543136,0.018378763,0.025863936,0.07505168,0.08176483,0.076834545,0.12187101,0.24936743,5ljOCVrJh2I
0.07558891,0.062295306,0.04131502,0.041815713,0.09144451,0.15803379,0.12673132,0.38446072,YAT8P7r5Y5g
0.056087416,0.008090665,0.010690071,0.03323363,0.10431786,0.117820576,0.27382064,0.31055117,8u2b17cRQ_g
0.12101884,0.050513368,0.083939545,0.11212548,0.11814606,0.07331093,0.23815715,0.20195808,1WUsJs2kxJM
0.13116953,0.037596855,0.21980777,0.23427597,0.11313018,0.10047246,0.22178595,0.39349312,pjURFyKW6BM
0.16298422,0.006574723,0.06612156,0.175602,0.1560901,0.13100211,0.2548585,0.34548336,F4B0peQWG5c
0.09079641,0.009359672,0.0085381735,0.053203847,0.08996562,0.053500544,0.10023902,0.279848,aljVRKpj1dw
0.14330596,0.016570125,0.08501353,0.05939323,0.08601507,0.11535942,0.1972911,0.42747626,5TZmwBvrOyE
0.58523935,0.089458995,0.039254878,0.2549574,0.27353227,0.18306811,0.33855808,0.48558953,ctOqkCCahxg
0.22687459,0.005877371,0.0004099885,0.21443875,0.20363973,0.14782394,0.4444196,0.3659372,IU2ezIeZuuQ
0.098286964,0.020458328,0.05493369,0.06972529,0.07174769,0.07304633,0.08147849,0.20746128,jARIx7vuxOc
0.14967549,0.032494232,0.1019289,0.11245237,0.09911965,0.08035613,0.28338018,0.28450596,sTaRnspzjmo
0.54363984,0.03559793,0.04783881,0.27583283,0.2554639,0.2269543,0.25041282,0.43743682,yE58XnHoazE
0.5759895,0.046366293,0.043718524,0.2292516,0.2520927,0.16529775,0.3260569,0.37032244,oeTXoY6NLgY
0.5799312,0.007752827,0.09655894,0.2229262,0.23525685,0.140915,0.3428175,0.34894675,4-0ROfFVR-0
0.09691452,0.0832486,0.068918526,0.08943471,0.14203653,0.12734781,0.22957113,0.405017,jjS8lz4wanQ
0.045191664,0.087883145,0.0253489,0.034431335,0.06479358,0.0499524,0.08785092,0.2766466,G2jCsahVBDk
0.03986601,0.022394076,0.0729142,0.049177356,0.022632657,0.02781116,0.07615463,0.3654918,QpojxmdRAVM
0.08215776,0.074620105,0.024490505,0.063795134,0.08146114,0.07080293,0.11379607,0.20231609,dhd_f8njqZY
0.027637273,0.005431333,0.037023053,0.025123037,0.03790764,0.038515292,0.25248006,0.27986,0Hdv2B3wQ_M
0.5767541,0.059372444,0.027065687,0.24673791,0.25382987,0.16993298,0.3300831,0.45576203,swDeUL4usx4
0.14036283,0.06056611,0.0142302895,0.060794313,0.10594946,0.16253115,0.12254635,0.4082721,nAHEC8y0U8Y
0.06776636,0.097507276,0.10699297,0.18624906,0.06909041,0.0656569,0.07606889,0.40833682,pAOWNeMC4B4
0.05508822,0.09198614,0.16413476,0.03044204,0.03697428,0.061328676,0.14560328,0.37805024,BvzH0RW57RI
0.059430856,0.10934105,0.09387396,0.023871444,0.044908013,0.07400376,0.111753486,0.3215559,cOnGmqyhUuU
0.58523935,0.0022170101,0.13835071,0.24265312,0.2848759,0.16110805,0.3710678,0.3667495,2aNhsBV-zM8
0.62640154,0.048635226,0.03856816,0.30248675,0.30798554,0.14015135,0.3068977,0.3370531,9QP4peaAGbk
0.02301074,0.012884918,0.033932835,0.019869098,0.025476625,0.035964713,0.17017792,0.25981364,qYjWc_JvlOM
0.20091829,0.028803658,0.033074442,0.23217615,0.23620653,0.1757341,0.24480377,0.35165372,JAsYldLHVwQ
0.6040408,0.11168734,0.13565879,0.27425355,0.30846122,0.17987281,0.39629707,0.36435303,cUgKGL8_Pko
0.049838718,0.006245257,0.0048591234,0.03878818,0.05061021,0.046308,0.23971993,0.29287645,151fXyzkTb8
0.1162549,0.04009202,0.12309273,0.095866345,0.081685595,0.055886906,0.17011832,0.22241528,OVuT2ZotOKQ
0.11816232,0.032998875,0.055732824,0.06975405,0.07726189,0.051739518,0.1198793,0.2769185,XOWLGHweBRA
0.060626462,0.13618442,0.07970683,0.027988603,0.03768492,0.05167971,0.08057991,0.21681727,-y7s_1xDRVg
0.14064713,0.055817936,0.043718524,0.09838845,0.08238199,0.04417506,0.18926515,0.34368595,ZhKhHjdzcxY
0.12919943,0.045081507,0.07571117,0.11045864,0.11791103,0.09501846,0.21352607,0.21421936,M_vkNde1uzk
0.13327758,0.0134561835,0.040971663,0.12547766,0.17942862,0.19169547,0.24228245,0.2666634,zMXuvTbCojE
0.05854065,0.035934072,0.059328925,0.030972706,0.0424651,0.0596855,0.07989587,0.2989511,5_3h2hTBHmA
0.0407917,0.094293945,0.033074442,0.023836777,0.07679748,0.08428805,0.14206457,0.2859149,Txi_1QeVvFE
0.06280819,0.012102762,0.049212243,0.028167468,0.029660843,0.03208188,0.06558324,0.37025478,E8GARm-4pX0
0.124207206,0.017363733,0.027409043,0.11958029,0.13143872,0.10166165,0.14121605,0.24318561,LOE_JoXNDyE
0.5169847,0.018722732,0.07690986,0.23955047,0.24837227,0.24082123,0.38010073,0.48041794,1iFkZZYlFzc
0.06261697,0.16411349,0.05613239,0.06068105,0.02025737,0.029166782,0.13227051,0.3498682,fwGgX0fTKFc
0.08424307,0.022056308,0.08050597,0.07256095,0.13272473,0.16076133,0.19893879,0.50081384,yqcABTjygW4
0.061140202,0.03255004,0.039598234,0.038812816,0.064363495,0.08459672,0.08566157,0.22569613,7YOToSLfIuI
0.11375426,0.061422862,0.15976663,0.06638764,0.13330013,0.1541838,0.20999996,0.4783081,pS4i42E1AVs
0.4303165,0.006998726,0.026894007,0.16479987,0.19040464,0.117138654,0.25379333,0.33595052,4DanJK0kzLQ
0.08240352,0.004003529,0.06412373,0.0638221,0.061954174,0.07046935,0.115534715,0.5729038,vKitAE42_o8
0.06811678,0.00057929865,0.04543531,0.046626575,0.052341715,0.047186844,0.4419653,0.35164014,C3-PKgts-ic
0.1101233,0.025700727,0.07730943,0.07446155,0.0995005,0.08038702,0.10630729,0.2330681,u7ADJDzjgrk
0.08693268,0.04350844,0.14911842,0.07514009,0.054789238,0.057888545,0.1190292,0.4006546,O6rPNNPmva4
0.11883548,0.077602476,0.12116077,0.12879103,0.11731848,0.09169861,0.14242356,0.2659587,eIaezVWtLGY
0.06256021,0.1454532,0.039254878,0.06205444,0.06569604,0.046968255,0.10374206,0.17972797,Trck71cyBVQ
0.043221563,0.11627501,0.14283726,0.033582408,0.043555558,0.04127977,0.14445694,0.18684652,pYJVPcDtm8Y
0.058784153,0.051191956,0.048525527,0.047329463,0.04920792,0.06548548,0.10827162,0.19443733,EBCqtzcEKO0
0.6047648,0.11248195,0.2459383,0.29237738,0.29038885,0.15076108,0.3133172,0.3519784,TKx6qXGd-0s
0.019431274,0.09046512,0.064523295,0.017360426,0.037076224,0.06867216,0.06974539,0.2499308,FT9RomAqnb8
0.031572577,0.1510879,0.10300289,0.03295075,0.04400854,0.046419933,0.076919496,0.21902736,S9sz5waapDg
0.6130193,0.011296232,0.1019289,0.3418395,0.3129227,0.2439515,0.35274538,0.5156002,2Sxx6ovICK0
0.035455856,0.11839818,0.036851373,0.05944453,0.0445595,0.04419228,0.23906605,0.2830147,cqU0SBkAwU0
0.10720282,0.08483338,0.03187269,0.108278446,0.11103952,0.1096858,0.28372318,0.28018275,Bdmj_-Hu1wo
0.102342375,0.008437711,0.1414913,0.08519014,0.089641094,0.08626001,0.14950702,0.3523978,ima6ilFSUN8
0.1960136,0.029386586,0.038911518,0.07880484,0.099816516,0.112892255,0.15442914,0.34560645,7Lhy6PD-5EU
0.11222838,0.030814674,0.018048171,0.0651713,0.13214959,0.12506136,0.4985367,0.41798887,ucNUF8d9aQg
0.07621498,0.06535541,0.03358948,0.06156302,0.08217805,0.11163245,0.1430934,0.26561534,_MHox50opy8
0.09935261,0.06179762,0.15246986,0.080547184,0.093405396,0.04861643,0.08601129,0.21727459,OJjDThWYYJI
0.041863512,0.11427521,0.0681194,0.063579254,0.07634338,0.11313205,0.09162664,0.35033402,t98LCgPoY6w
0.19669354,0.009299499,0.029469188,0.17948316,0.16993457,0.1653602,0.32521006,0.3936859,w5-qL4qweCw
0.076336175,0.013901294,0.0717155,0.06170354,0.10189697,0.089664474,0.18758154,0.24971765,WZsCBpjXZoc
0.08887349,0.023586815,0.090114996,0.07570338,0.087865025,0.060451575,0.07917639,0.20649801,go8COTyKm_I
0.5418879,0.018720504,0.05093802,0.25313434,0.301014,0.19086276,0.4944737,0.46579006,waLswdv0IDI
0.065797664,0.096990764,0.10956893,0.050614428,0.0744112,0.089404665,0.124568105,0.3484867,bJUgKg1BR9s
0.06402355,0.046689324,0.07251463,0.05624474,0.06116202,0.10469671,0.14639536,0.4097308,lD34bkgQako
0.6215928,0.03153914,0.1250247,0.29393458,0.31235984,0.2278757,0.48098308,0.50227433,ecPGYSWBFd4
0.10862293,0.01872306,0.06652113,0.052968513,0.14076672,0.13121565,0.2598317,0.41686568,8dZg48rpFlw
0.023841407,0.018990321,0.013952625,0.034056615,0.036476385,0.039957102,0.08971506,0.24738629,J-0KABH9frA
0.68639296,0.080181815,0.15743166,0.3623169,0.36674723,0.2667152,0.5838312,0.59044904,LYycS6uvPH8
0.072807014,0.051744156,0.018881164,0.118663326,0.11702311,0.08999431,0.17171925,0.25735214,9OUEdEwjttU
0.48886412,0.072439596,0.09548495,0.19147092,0.20067132,0.12195248,0.30444217,0.31437078,8bozZA_XZ2o
0.059605617,0.038924817,0.008260509,0.056523863,0.065486275,0.0784969,0.08917722,0.38123906,BEd3nPJ_Bx0
0.6445189,0.030940546,0.21627559,0.22085965,0.24464868,0.15027897,0.47029588,0.4123596,immYUiei60I
0.10116947,0.005474439,0.15334547,0.096260786,0.08904775,0.07337308,0.15637629,0.3098551,2DR7YJbQMYM
0.5310286,0.0071299947,0.118584804,0.22016852,0.21142553,0.1446646,0.29509386,0.39349607,HwVzB0r8tUI
0.74596894,0.023511099,0.09548495,0.44413295,0.49798822,0.32863897,0.79821104,0.5453332,UMLdhuUzwKk
0.1314394,0.016680002,0.09655894,0.1827488,0.21719742,0.21028577,0.23674743,0.50875235,EpLiOP0g9Ak
0.06403013,0.25049123,0.11600884,0.061242428,0.06576991,0.09978138,0.07901502,0.37833175,elnCvHch234
0.08485353,0.035464317,0.02809576,0.08889462,0.05657662,0.05560202,0.1329882,0.34459195,eMLCRIdRBjM
0.062390376,0.111687325,0.0729142,0.02546417,0.04194037,0.054203615,0.123170644,0.17374502,uEcwSF9IJzs
0.13754599,0.15526684,0.050585672,0.075102374,0.04364581,0.06612186,0.07216546,0.3033946,6TfI6wTVtf0
0.07184896,0.06535541,0.036508016,0.04854881,0.061794855,0.077467635,0.14070022,0.25920102,RwxZMWJsknk
0.65410566,0.020150146,0.052136723,0.28835213,0.33085227,0.2003199,0.6076326,0.51498115,Kwi_qQGPqkc
0.07040213,0.006574723,0.06332459,0.059135705,0.077862754,0.08200267,0.13291168,0.274286,kX96DAkC6Zo
0.6198163,0.0052795103,0.050242316,0.27691925,0.312648,0.19430648,0.5732653,0.41828352,WTza_pySBgw
0.74234825,0.005733037,0.15684792,0.5017114,0.5684446,0.41444868,0.56926143,0.46240696,Ye2J86y0VLg
0.056522515,0.011446396,0.048525527,0.02810997,0.036196653,0.04890026,0.07997351,0.3346673,AR09MwXE7jI
0.04296092,0.1812761,0.061726328,0.04211798,0.042536322,0.077271864,0.09432628,0.44472116,hpAL3C8ljZQ
0.12641715,0.0789436,0.017076347,0.11670221,0.21486549,0.5265717,0.25184414,0.6690449,ZObY1Xb1khM
0.07299604,0.19633444,0.22687212,0.12510867,0.08780171,0.12144153,0.15242094,0.35855556,-mI1LPu6W5Q
0.14018565,0.062031485,0.04783881,0.07207511,0.042213082,0.06888865,0.06521297,0.3256273,eD79bvkfsWI
0.1204469,0.045081507,0.07091636,0.116157204,0.14547916,0.08771309,0.19081551,0.20303965,P4VHyqF_V8w
0.06217165,0.009777921,0.12824467,0.029380674,0.030224273,0.06289366,0.1011293,0.39770615,dEdHDl0Vflg
0.035478022,0.016992817,0.086087525,0.032549217,0.03603174,0.04053744,0.083749235,0.33212227,-3OiPz1mE_k
0.06756065,0.0016238972,0.04406188,0.06678666,0.071648814,0.068392254,0.12322079,0.27580258,VHoJQNcvMBA
0.58523935,0.09401011,0.16413476,0.27760997,0.30847722,0.2417954,0.35554275,0.50308484,H1Fy9rcDg4c
0.16020323,0.01337555,0.11085691,0.20682769,0.21977808,0.32932466,0.2712844,0.6113014,kJG6CG3dDKo
0.07264196,0.020241134,0.0669207,0.07526856,0.08494798,0.10248728,0.08442759,0.32048744,PHLjJp_rN8k
0.6699553,0.004405731,0.05613239,0.3419308,0.39336717,0.1885054,0.56866866,0.4075684,JdMedfTSODA
0.4069092,0.024503618,0.028954152,0.14875133,0.15655221,0.12518972,0.2578737,0.42318368,cdcsLjh1OZ4
0.07772315,0.07364483,0.026207292,0.06248666,0.08243311,0.07845275,0.10793989,0.22085999,rGkCbiMPlnU
0.102150224,0.033647805,0.0053797434,0.08941974,0.09823173,0.08320538,0.11979408,0.23407279,aZEf2yJe8sE
0.58365536,0.0144990925,0.13386416,0.23959269,0.27170116,0.22657599,0.40951553,0.5082556,2BVhQGo5MQ4
0.06991373,0.01293994,0.016451603,0.023851901,0.029968766,0.08222243,0.18657294,0.3082093,65OWEPf4cfI
0.634948,0.007974528,0.08581903,0.32810527,0.38533017,0.24675636,0.54481405,0.5201999,89wCC-ub-XI
0.15104541,0.001783608,0.035134587,0.11277301,0.23929429,0.19397056,0.3701133,0.45671278,pw7Sv4Q1gK4
0.10934047,0.048150364,0.06612156,0.04639108,0.08085444,0.119641945,0.15429856,0.44175732,DrFE5dtxFp0
0.08379506,0.27022046,0.013327881,0.08601656,0.09898923,0.13350019,0.17647107,0.36860916,8MDHCrBZhkI
0.12741116,0.016249634,0.015479778,0.11692648,0.18615443,0.18782511,0.27008647,0.3914106,G66FEFr_eXo
0.11273063,0.10452798,0.037881445,0.07258792,0.036292378,0.046676595,0.44432747,0.44987434,fe_myXlQMFM
0.09836878,0.02535438,0.07451247,0.07465942,0.10352964,0.10767376,0.15801041,0.7922032,SWSRFN3k-dc
0.5028772,0.079706736,0.17034957,0.20030671,0.22336198,0.13674247,0.3205077,0.33551255,QOsGq6p7ztU
0.09848336,0.07303393,0.021657806,0.066185124,0.14683203,0.15761785,0.27125707,0.34961486,s59j_x4pZ4M
0.06745711,0.078274295,0.09494796,0.03429095,0.036387462,0.06397277,0.119546846,0.35111976,AHZKA6p5QlM
0.24558374,0.19424194,0.43100753,0.660731,0.365339,0.10208685,0.21111277,0.33651087,P2qxnQLYuIE
0.57125485,0.010969614,0.15001574,0.23871873,0.25247112,0.14564465,0.35022438,0.37793708,aOL4Q7pDwnA
0.083598815,0.09299194,0.13251819,0.058764562,0.07795767,0.058461644,0.06816355,0.91981745,IWGziFO4IXM
0.0951891,0.045872655,0.011453647,0.034844395,0.051872075,0.0404298,0.116173394,0.18849719,nAuBLlJwaXc
0.07975896,0.004869283,0.020824814,0.040477764,0.072739735,0.05936857,0.09281414,0.3900621,pv3vBAiZ6WY
