PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,PERSPECTIVE_INSULT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_THREAT,video_id
0.022773718,0.015327645,0.039139874,0.28956738,0.036584638,0.01573316,0.29752,0.08202201,gSPpKHxSovk
0.31671798,0.043157533,0.1403155,0.37169203,0.033381008,0.19337401,0.0295211,0.29822198,yuxOQ9uN0Xs
0.010204159,0.03784187,0.05471392,0.18883286,0.023761641,0.03786649,0.1843442,0.19922125,ZUdlnCWYBXU
0.118584804,0.17300065,0.32020587,0.2873031,0.10130716,0.25933346,0.41010323,0.42667612,zTo8P_mophY
0.021518974,0.12911297,0.10524899,0.3387365,0.14625734,0.15369755,0.2716396,0.53164196,iYE_-6EdvbQ
0.026722329,0.086287044,0.071018666,0.3907635,0.08544811,0.10795271,0.13317713,0.48794293,bq22KzsSsfc
0.15743166,0.18183099,0.40028414,0.31705052,0.052837033,0.3362859,0.23551631,0.5995916,mo7TREYhL6o
0.043375164,0.065220065,0.081220776,0.28295958,0.061382987,0.21962887,0.3046209,0.33285493,2epSYeFYHlU
0.0186035,0.10069141,0.1002636,0.32318407,0.05155487,0.14761494,0.19357517,0.5434182,mQ_BJIZB6UM
0.04165838,0.049994323,0.05528181,0.25578126,0.055646498,0.07753599,0.14338292,0.34484616,jYMTQzyeyEU
0.076110736,0.026903076,0.04778069,0.25472507,0.040340684,0.065261506,0.22253913,0.14925101,8C1uIVMHiQ4
0.059728492,0.07905276,0.15951464,0.33486345,0.058582444,0.12875214,0.5868223,0.4698912,mF9RfA7h-GI
0.024833864,0.026340166,0.021689435,0.14448647,0.02158674,0.044281393,0.08309834,0.13620327,daJ1MjJtOV0
0.08689302,0.0152318,0.038036466,0.15153675,0.0134416865,0.027143877,0.19084013,0.07314223,lV8OMUq9KAc
0.01492445,0.03944491,0.028569454,0.25101185,0.03281403,0.04156521,0.13811058,0.27820244,swEH_oR150Y
0.12180476,0.040848818,0.13625072,0.19306368,0.019318393,0.06257901,0.15731083,0.16052699,_Rk-l7rvUlM
0.09333697,0.09631535,0.13751107,0.3637273,0.09307188,0.28697288,0.24519779,0.4595044,nHSCu5zEp6Y
0.021102477,0.07738864,0.12169364,0.22081439,0.039908398,0.26424924,0.25145587,0.49224618,xoWB_ttZHnQ
0.016729267,0.071061075,0.14998126,0.33341098,0.059240922,0.15248404,0.26321018,0.4704486,xECzuKPMXHs
0.035649624,0.10296374,0.053025156,0.29216543,0.095321365,0.09321915,0.2515257,0.33849224,-Fv1BUu1NJk
0.036851373,0.09946638,0.09248707,0.31098178,0.091659315,0.14617477,0.3261506,0.5230369,7Or930cCMs0
0.027580723,0.16080827,0.20586926,0.33838356,0.12858745,0.1755212,0.19921362,0.62872463,gcnO-X-ts4g
0.043375164,0.051189568,0.027937854,0.15168491,0.040517014,0.077870585,0.16281608,0.25340468,31Pers34KWU
0.02517722,0.034437906,0.05181788,0.2561773,0.032957282,0.07084219,0.102144316,0.19662069,2rZoQTPZ-QY
0.018187003,0.013431931,0.024119372,0.29767045,0.020708872,0.016834319,0.052676108,0.18441138,5WIdQATX-UE
0.014785618,0.0987265,0.08132667,0.4057305,0.102695234,0.13927428,0.27779582,0.5123161,-bJm3Qu9jjY
0.010412407,0.06288164,0.06511265,0.3439439,0.072437584,0.0585927,0.1877558,0.40137213,3S4HMnAntCI
0.01631277,0.02985943,0.035278358,0.2319452,0.037818164,0.046444155,0.113343,0.27459425,Nfxg_YDxA8E
0.015688026,0.04804562,0.09787641,0.26972336,0.041988216,0.076331876,0.2851295,0.16855296,10oBwDS-3GA
0.043375164,0.15216014,0.1610676,0.25348297,0.074947454,0.39255217,0.18040515,0.7513426,_oAy2ikWA9U
0.39230084,0.49337652,0.8060047,0.4475968,0.083361976,0.29612747,0.07288626,0.4234048,dDSdlhG4aG8
0.61826205,0.6956582,0.6979252,0.4127149,0.5668896,0.39504665,0.6047566,0.7101829,X0IYsEyek-I
0.013397297,0.029693862,0.020502904,0.3170851,0.034728512,0.028957676,0.24024221,0.12047225,lCdg9r7BJzM
0.030670939,0.024958,0.029883878,0.21299459,0.026705459,0.041294232,0.20959197,0.16554911,Xs9ESfDoEpo
0.039254878,0.068731084,0.1538266,0.20855662,0.032386545,0.08613454,0.19682214,0.24777825,aJbYSB4plFM
0.015132698,0.031528898,0.07729739,0.21866858,0.025955603,0.11660966,0.25839922,0.16953966,F7pFqY0OesQ
0.025520578,0.18691236,0.29419765,0.4174525,0.13441698,0.16050561,0.26534015,0.5071874,ST0w2tkuWN8
0.019436494,0.03405967,0.05665727,0.22626288,0.027111147,0.06882687,0.12110108,0.17798692,HfrwLeW-tUE
0.056931525,0.07681581,0.057380307,0.2642289,0.06800239,0.10433355,0.1769899,0.34784272,Q9IC9Sedd1Q
0.07131593,0.059703536,0.07506736,0.19908027,0.039122406,0.06610291,0.28810403,0.2825435,5mUYzCszZWE
0.03204437,0.07500105,0.06832772,0.22909708,0.044357307,0.11055711,0.16416325,0.5479121,GDGAFScTSW8
0.014855034,0.05218541,0.041728806,0.19443884,0.040229928,0.0672645,0.13969995,0.3760269,EyspQq20A7g
0.22069082,0.0607866,0.12119743,0.3152389,0.055121657,0.21037272,0.6313673,0.30370536,9ret4TzP9e0
0.011731312,0.05199224,0.0414199,0.30325878,0.0745069,0.0501295,0.06356563,0.3454266,Pg1IG59Sw7Q
0.0131890485,0.034921285,0.04139725,0.27606553,0.03252733,0.09724127,0.3277743,0.24898097,--5-yUlz4T8
0.016243355,0.08245657,0.07260361,0.34848297,0.08676097,0.089500055,0.07646471,0.2986455,Z6islRXZZqU
0.022213135,0.037213847,0.08966306,0.36730438,0.04434835,0.07535138,0.15252869,0.3053518,lNSAOwvU_PM
0.0741129,0.065681,0.071848884,0.23395953,0.050110064,0.07172845,0.097335406,0.48462683,y9qn7L2UKWs
0.016798683,0.046520796,0.05349011,0.32820654,0.061665706,0.060640946,0.2596914,0.34539986,eO82Ate4mdo
0.014022041,0.06332643,0.05615684,0.39655292,0.06127909,0.094500065,0.11561342,0.5186078,FmjKmEz6QjI
0.020130653,0.080501266,0.035072647,0.3417199,0.056360874,0.037049506,0.32772255,0.2395446,hWSLMD8IEgg
0.034104515,0.05955331,0.08041664,0.18985924,0.02876375,0.075913616,0.18147132,0.24333583,NLBxYq89H9k
0.009648831,0.039423745,0.031289715,0.29873806,0.032340687,0.046860762,0.24435145,0.09867456,FzNniBYtbCc
0.018048171,0.05374234,0.048392136,0.45227456,0.06166535,0.056998886,0.45631948,0.43283647,l2WQ932eL6w
0.01492445,0.026738739,0.029424533,0.21585199,0.02193784,0.043914296,0.05740365,0.21240322,c5VjIwkC79U
0.0121478075,0.017739126,0.012373979,0.17321019,0.016178142,0.026492381,0.07328158,0.17393617,G3qqoNUXFXI
0.02054715,0.053889748,0.058016084,0.20440802,0.036094222,0.06330396,0.1988539,0.34695378,Xt3brTFUKME
0.01492445,0.041136373,0.028488275,0.21286748,0.048666485,0.033242077,0.17010352,0.44776535,NUiwDf8wZ00
0.040628307,0.09949244,0.06837623,0.20156182,0.07394863,0.112962194,0.19763172,0.3872962,b1jjT0lsdVo
0.02397547,0.09045218,0.1320601,0.43779883,0.05412386,0.11418885,0.123514295,0.34677172,9GWOWUr47PM
0.015132698,0.11881194,0.06948111,0.30120295,0.09318705,0.12118261,0.24460986,0.5506772,i-6RWirng2I
0.021380141,0.076492585,0.17051658,0.32637113,0.050097138,0.20883189,0.33731547,0.32134354,b54emk0jSs4
0.05773066,0.054950114,0.08221691,0.21196987,0.039479863,0.08222042,0.26928687,0.2480688,Zgp6a4Xj5m8
0.05413456,0.11633345,0.106558874,0.2659796,0.07247982,0.15726092,0.17726251,0.59841275,dp5BZg1G61k
0.119228795,0.14812899,0.18690701,0.38298243,0.1509875,0.454312,0.18985392,0.6775028,aEYK13w5FSA
0.036851373,0.0686777,0.100770414,0.22735858,0.094867125,0.06503749,0.13606147,0.11455492,MWLbJFLduGA
0.16035037,0.21068999,0.31919518,0.2500303,0.07786678,0.19770426,0.5680319,0.6038,ozPmdkYKs-8
0.03856816,0.080465466,0.13912319,0.26561478,0.04557685,0.21610807,0.5680319,0.52457064,-nVBwOkG1p8
0.013466713,0.035213057,0.044969432,0.20591384,0.031053683,0.046307426,0.13489038,0.3953811,0yeDjjMXPmE
0.025692256,0.09787422,0.07327526,0.22977851,0.07452668,0.13558428,0.14982006,0.49808955,YUbJOV-9uVM
0.01492445,0.077173606,0.03170761,0.35758382,0.05352789,0.030600315,0.18426052,0.31203756,czr3CkKmfX0
0.016035106,0.060535017,0.06610967,0.24377906,0.044017803,0.09380975,0.26939225,0.36973557,pFI919Bpsps
0.1019289,0.094558895,0.17716014,0.3598067,0.059438672,0.23604931,0.34407422,0.58599156,fdqTwpWSHys
0.044405237,0.08788977,0.103624605,0.22518827,0.06119658,0.120355524,0.18536101,0.4225957,2UqtBZDNeCI
0.015132698,0.02620992,0.021200635,0.28102458,0.024630247,0.03228917,0.2068821,0.1826769,DZWh4wkOCCI
0.04406188,0.09910606,0.19641246,0.251883,0.0596516,0.28642964,0.1608581,0.6466531,jgzlVKxfAEw
0.028782474,0.060678598,0.044990774,0.24681999,0.054775935,0.11193944,0.14417396,0.3739774,RZwpDqbjZ2s
0.23540631,0.1254931,0.1964688,0.34803352,0.08789101,0.3054399,0.19956526,0.7137837,dAea1Ck6New
0.017909339,0.17496361,0.12975217,0.51087844,0.19965021,0.20766333,0.15852733,0.6289218,_pDLTJU1IZw
0.032902762,0.07064846,0.06255293,0.2659504,0.042424947,0.08528381,0.3471725,0.49169078,KhjXp9BiuHU
0.0168681,0.048755623,0.038107283,0.4205304,0.11103991,0.040474623,0.25954884,0.24521223,cNUdI6c67p4
0.03839648,0.027462436,0.06102894,0.23254646,0.025125965,0.039648764,0.18037276,0.49866366,Srlc5tWldW8
0.079307266,0.07844565,0.10419803,0.29262102,0.025833761,0.12285356,0.16353762,0.38423258,Wyn_SwxnAKQ
0.07970683,0.076438196,0.068172194,0.30839923,0.07271983,0.088102296,0.18053669,0.45250824,P_R3xIva-Wo
0.07091636,0.048094947,0.06774959,0.25907412,0.039646525,0.14224315,0.29874757,0.23407367,MWo69WPJUnc
0.023288755,0.052331697,0.08117441,0.31530556,0.03710628,0.080450825,0.35689914,0.29450116,D4PUqREjtKE
0.017423427,0.029061958,0.040960614,0.2356604,0.026639543,0.06721487,0.056768693,0.16776684,MVxNzfEnniU
0.020824814,0.053867035,0.04323973,0.30781922,0.05972614,0.06602554,0.19241522,0.26960558,_6rtPJ3KVJA
0.10515087,0.15378554,0.1706251,0.25024214,0.10875095,0.16053832,0.22496733,0.5975556,8s2Iumqu9dQ
0.08635602,0.033390854,0.08345903,0.38408718,0.04584008,0.06540989,0.19432123,0.18061328,lE_ttTJcIe8
0.02517722,0.025020815,0.015954062,0.28690198,0.03269441,0.021579938,0.1159327,0.13123962,zhKsnMiMebs
0.035649624,0.028248308,0.06637766,0.27114043,0.05197933,0.040881246,0.23582004,0.2191742,8ZTA6xcp-hw
0.015826859,0.102479756,0.09602042,0.23969492,0.08312512,0.17720623,0.2644853,0.4598465,MtNH03qkycI
0.05413456,0.044635084,0.045158837,0.2422874,0.051044464,0.06018469,0.18679896,0.2933367,y9axx81RD4I
0.20302857,0.04994822,0.064186685,0.35666618,0.045703337,0.13847373,0.3103444,0.2689264,361lA_i4dUo
0.0186035,0.07433668,0.10448197,0.21865155,0.03361596,0.1573886,0.63884073,0.38147613,JF4iFEew1dA
0.04165838,0.14819641,0.113634706,0.31752476,0.13436109,0.1468183,0.16703469,0.5567517,GNmd_VAyP38
0.07970683,0.0354787,0.031245135,0.2501723,0.044847764,0.051723886,0.3197736,0.2755397,mKfmTF7ZAZQ
0.03204437,0.0545075,0.06857344,0.25783688,0.04249763,0.16160342,0.25365788,0.4339629,SkuFD_eFQ7Y
0.13082063,0.05140919,0.055025164,0.31525984,0.051533572,0.1303124,0.037320837,0.35027698,mRrg00ICJOg
0.022351967,0.09320605,0.08631199,0.20679095,0.051419143,0.12930216,0.18224418,0.5542963,DV_MHextEj4
0.13610743,0.14403486,0.23145843,0.36870822,0.07322935,0.267189,0.14237443,0.6809561,DAR2Ids9St8
0.024490505,0.11200052,0.17944935,0.31636563,0.06421334,0.0782416,0.16058269,0.27572408,EU_rAFiTNxU
0.043375164,0.07472068,0.06513259,0.19074732,0.03426704,0.12403648,0.111738116,0.4760115,YM9LUl_baSU
0.048868883,0.09021664,0.1299513,0.34510928,0.055760924,0.28008026,0.20555383,0.54741836,2FUZs6EdI78
0.12116077,0.037461303,0.06947394,0.32058385,0.029045315,0.11756121,0.08585751,0.32327446,5aJZcxqMULg
0.04818217,0.124824926,0.14578745,0.42410046,0.05388205,0.2555042,0.564031,0.65213007,5kMew8kcxzA
0.09494796,0.1173115,0.1642803,0.25565517,0.09488499,0.19438373,0.37893972,0.19017655,jAl1K4MfqMw
0.013813793,0.041124314,0.0450501,0.26543865,0.03715925,0.074276425,0.15606636,0.3456866,RLlQoBI8sFE
0.02054715,0.04169935,0.060067624,0.25116342,0.0343822,0.12606826,0.30066445,0.29715544,qCPOWV0uPFk
0.092262976,0.042284228,0.12024816,0.20852849,0.021580206,0.2269291,0.109294854,0.13941985,U2dSU53gbHM
0.089041,0.040643428,0.05699598,0.3372815,0.043837804,0.12185962,0.20960261,0.3373625,0cJumkzsN_8
0.086087525,0.038116958,0.076477885,0.26733056,0.029985376,0.19518445,0.30801788,0.37520167,SVe_CPHlExY
0.1539292,0.111253984,0.16479646,0.3844371,0.065684415,0.36242014,0.18450221,0.53421944,PLUmgpcTb-4
0.06771983,0.062734365,0.118747465,0.26004985,0.04915365,0.07235651,0.45883587,0.32965693,J_9IYdQivgU
0.02193547,0.11640899,0.07426904,0.36774805,0.09660744,0.12990718,0.24683535,0.61502165,eaJygu8d75c
0.18647896,0.08667874,0.13292271,0.48262975,0.06309132,0.18866609,0.29431152,0.31262892,6GMA2KPaTWw
0.008954669,0.04517816,0.02737234,0.23355034,0.054972596,0.05114933,0.059010223,0.27864626,rUH413IwW2c
0.012911384,0.029750993,0.03207647,0.27660593,0.022197928,0.026010044,0.07472995,0.34482437,9rkr0Smf6JY
0.014438537,0.033462826,0.054379396,0.22160636,0.028052263,0.09254873,0.28008237,0.20672683,q0HU7u_XqMg
0.05133759,0.05309305,0.045542225,0.19992156,0.035856467,0.0767118,0.18098423,0.27245602,uP0eO9Iq1tg
0.15918289,0.09569598,0.12775733,0.22590783,0.08195228,0.11779505,0.17607199,0.3168578,2dzeJgKur1U
0.05852979,0.03183856,0.0962992,0.24277265,0.025544796,0.14008167,0.27376828,0.1280222,jZN3qbmO_EY
0.1008549,0.064717345,0.06511066,0.3493996,0.079110526,0.12764141,0.23151627,0.392557,Hzaf7kImsaQ
0.038911518,0.061876193,0.091322094,0.3466605,0.077096745,0.11690032,0.11208113,0.283812,79D0kGgmd-w
0.024147147,0.068663016,0.07707815,0.1977754,0.05569686,0.0813953,0.11845864,0.25448954,aywzHrV0dJ0
0.016035106,0.035857048,0.08338386,0.4160646,0.04042371,0.047872543,0.33361107,0.3692926,NMJcBljQ0To
0.1609341,0.09509656,0.27098352,0.2763743,0.06263134,0.105608396,0.14292741,0.44656795,GpYy16S7DwE
0.01631277,0.06988214,0.043251358,0.18071459,0.05225898,0.08817883,0.18261917,0.314861,c23y5foq05w
0.00930175,0.023921318,0.041510303,0.25329384,0.03024156,0.04451462,0.0889093,0.25094444,gjR9fBuYvRc
0.027580723,0.023404077,0.02915282,0.18519107,0.018278938,0.06756699,0.18676832,0.22811548,QoPHS3QllSg
0.008503466,0.034009155,0.051510643,0.34660828,0.07116598,0.05463015,0.055720847,0.15969492,IpDlUW9Ov00
0.022945397,0.05247687,0.049441375,0.19834848,0.03596275,0.0857094,0.14706637,0.34417,VxMEjQck92Q
0.1668969,0.083224885,0.071485125,0.20885886,0.044327423,0.10761597,0.3754997,0.5273302,-bTZOm0ZCb0
0.0717155,0.10100097,0.14047873,0.18451151,0.036459178,0.40525475,0.32095504,0.6343097,zu7OyD3Cr-Y
0.015826859,0.19369176,0.16518019,0.35283715,0.22582342,0.3942469,0.15159158,0.75768363,euZhYkwTIVM
0.032902762,0.055273477,0.052469097,0.26371413,0.060481396,0.13428272,0.17153081,0.30338517,6Wk1Jsk3YgY
0.05852979,0.12524281,0.093583405,0.3468853,0.15174015,0.13930918,0.14861012,0.4112383,Y135RXZigmU
0.019158829,0.057747427,0.06637684,0.22481628,0.052166276,0.10170697,0.15907411,0.42786884,8pDeVPkCw9U
0.082104236,0.047461186,0.06752843,0.20051695,0.027559556,0.081652746,0.53247625,0.29665598,sMQ1tw9peWA
0.028267438,0.020150568,0.029336818,0.16294569,0.017745396,0.023165023,0.26108167,0.06784646,U7Plpbubbm0
0.020685982,0.046125785,0.037936453,0.15673447,0.03377228,0.085079506,0.16520908,0.2845787,d9s6zVZT6nY
0.042001735,0.034065686,0.02852361,0.24990247,0.037032492,0.046700656,0.12247008,0.27427748,HuxtAnHSrWk
0.28996843,0.0763485,0.097195156,0.38741878,0.050491985,0.26108724,0.2727514,0.5011614,yajUpEyik4M
0.17034957,0.16305481,0.18716717,0.3553718,0.07952901,0.44742104,0.15037431,0.7591629,l9zEet1g8L0
0.02929751,0.019874297,0.08098204,0.38134447,0.014822084,0.07504829,0.33681926,0.13587411,DpH9GI2b3mQ
0.009232334,0.04556675,0.04643733,0.3031564,0.065034226,0.039285272,0.10841394,0.25486386,TOfzf__Shgw
0.112144895,0.0498646,0.16556096,0.20824917,0.0216782,0.28209424,0.17945509,0.45078078,9-XJ1KHZHUU
0.09279997,0.036056325,0.045170866,0.315547,0.036384653,0.12457936,0.12698583,0.20683835,NUf58QEqauU
0.067320265,0.029547725,0.039469548,0.30751905,0.032683663,0.10246562,0.12686732,0.30005774,02C6rv_JKgk
0.036508016,0.03494638,0.02946256,0.219491,0.04159256,0.05724972,0.16815865,0.26919636,pRuQXY6E0Co
0.027065687,0.04401524,0.034364745,0.21334523,0.05213906,0.03997886,0.17511038,0.25968137,Z3SheN9R2ro
0.012772553,0.020129617,0.021752886,0.24181013,0.024339478,0.036054324,0.1530102,0.22847821,WRSfcSjssWU
0.09494796,0.21703996,0.24925989,0.501334,0.14919826,0.32771212,0.005083562,0.67569816,ceenI_mrOZ0
0.033246122,0.22893745,0.17281526,0.2871124,0.16960044,0.3296739,0.20578815,0.779469,47oYGZRz3oQ
0.021657806,0.03928067,0.030376922,0.24204417,0.040751267,0.045627598,0.27336335,0.26177096,y4bGmoEmhrc
0.112144895,0.121711284,0.16546,0.35398167,0.059151176,0.21929334,0.14680183,0.56755275,Q-q4nGBHWTI
0.017284594,0.095286116,0.06784029,0.37005013,0.12847622,0.10524147,0.31794378,0.5436346,DRbyYIsvUUQ
0.052136723,0.03665895,0.117286965,0.39437526,0.04056402,0.09335599,0.31455043,0.23809963,ZBZauFqL5Xk
0.036851373,0.08966349,0.17336318,0.29414815,0.03986129,0.16565329,0.15970826,0.57852006,fiXqgj-64cM
0.06851897,0.031577885,0.061401784,0.3837583,0.07291212,0.12633643,0.26372415,0.2430657,VG2AodJpYhw
0.11729682,0.06495507,0.13880101,0.3130736,0.04337674,0.34112713,0.030964708,0.4118323,qvc9iGsEDww
0.026722329,0.03750904,0.03590075,0.26820174,0.027636075,0.033836946,0.3271793,0.1880588,NaD0sTnQ3yU
0.15188612,0.076576374,0.08845192,0.26090586,0.05822381,0.08284922,0.254306,0.29022196,3gEHJx-vN8M
0.12953265,0.11057201,0.14232862,0.28076747,0.06677561,0.23877038,0.2739948,0.4411081,flEs0maoR_0
0.033246122,0.05375102,0.04027874,0.29787782,0.09485378,0.05461444,0.12434876,0.31149995,QxKHk5ByMQU
0.016035106,0.049983926,0.03971534,0.31151846,0.055820927,0.06143171,0.11635415,0.3573626,glUiTbPtcuI
0.13610743,0.17980553,0.22842786,0.3886436,0.10886451,0.20911613,0.5843575,0.66505444,YaZnB4nMgD0
0.16758743,0.061345205,0.038401894,0.204912,0.06085438,0.0694388,0.39484683,0.36235785,EZ3oqgQST4Y
0.08555053,0.11419696,0.09789466,0.30996665,0.11989146,0.14724311,0.27177224,0.5460407,XgMg-NHTsvw
0.024147147,0.035436254,0.02990055,0.18588735,0.031649034,0.053403284,0.26426977,0.28719884,NDEwktaNZWM
0.08635602,0.17758852,0.14379764,0.3149727,0.14751393,0.31819478,0.19858497,0.60427904,C5QhpEVFdqY
0.2712817,0.07101934,0.12261954,0.37690112,0.049019355,0.17706248,0.091897815,0.44440582,luwaoSObMUY
0.1943727,0.039966445,0.12601231,0.21953145,0.022135986,0.08778574,0.5153692,0.29936042,-QmmuUI1-sE
0.089577995,0.083477736,0.07276958,0.40881804,0.134211,0.20735511,0.29260817,0.35163182,Z1ICtT1PiJE
0.5750231,0.36209708,0.1656152,0.5954783,0.7289772,0.07666846,0.45282856,0.29840705,2aOZ0PC4kv0
0.01631277,0.04797089,0.05004663,0.26631072,0.045548033,0.085066795,0.15732352,0.41210833,r2QTz5PrlHI
0.017145762,0.077914655,0.08891955,0.22109535,0.036011744,0.11079592,0.1409523,0.2527409,HwLq1tMw9Xc
0.029640866,0.06173594,0.089227185,0.2912995,0.05775053,0.090849325,0.1939291,0.43171406,MHMpEi7pP1Q
0.015410362,0.038927272,0.044681832,0.19840708,0.04668389,0.050055675,0.17903264,0.12816508,LukTON8mUlU
0.011731312,0.030835062,0.030287867,0.21050104,0.03088952,0.044011164,0.23256195,0.26731285,-eIEjRzLn5Q
0.036851373,0.07433681,0.10998413,0.26286933,0.041247774,0.096838206,0.32753113,0.649892,1l0QzsWvwx4
0.030842619,0.10000985,0.08783946,0.32685027,0.09371273,0.118495986,0.16372104,0.37033427,yf3GfnWbR7Q
0.025692256,0.046805605,0.08787891,0.2561324,0.05319854,0.10763472,0.27958974,0.24659036,td2ltjN6NCk
0.057331093,0.10233195,0.06841853,0.44612706,0.15951405,0.093881816,0.055398572,0.27870795,6-rcJxne1ic
0.047495455,0.16649765,0.0693046,0.3641976,0.055436596,0.14881143,0.2712212,0.47146237,0OgsoWlLt4E
0.083939545,0.035356935,0.06151652,0.2581579,0.036199268,0.042618502,0.2654327,0.2617171,593U8pQqNKU
0.025692256,0.029996755,0.05700556,0.28651804,0.041847672,0.04542319,0.19005388,0.28299922,_3XgS4YgWzM
0.1024659,0.09651508,0.1405856,0.3680045,0.075529955,0.23890251,0.11686356,0.48719513,H9n64USuGEw
0.14373457,0.12956128,0.13874947,0.4157334,0.05791777,0.23940901,0.12672788,0.7612657,f6_g-Ixp8jM
0.03753809,0.020198606,0.06313711,0.21627335,0.019284474,0.03146636,0.17316575,0.057741288,1W-xv7_kFIk
0.09118898,0.13516708,0.11625074,0.28121945,0.06562374,0.28810415,0.28267607,0.64588,fPBKZX5jCMk
0.07251463,0.052643493,0.077166654,0.23761654,0.030573396,0.04422661,0.21366796,0.1877177,eHgVRjsHUwg
0.01527153,0.033118915,0.03250154,0.24302337,0.036956675,0.043886315,0.14937596,0.24530461,Kk2pdihSS5Y
0.016451603,0.014363834,0.02117688,0.2342774,0.027229223,0.02819731,0.07136957,0.07840415,J8q8Q54GCYY
0.010481823,0.030286592,0.048734173,0.34908354,0.03952508,0.06136799,0.18546161,0.18707512,lpFuva7-cs0
0.017076347,0.03387656,0.051716782,0.23485991,0.027062997,0.07449651,0.22321533,0.0764358,JnF_By5dbX4
0.015479778,0.03269384,0.04773798,0.23546736,0.025387552,0.039512645,0.19860259,0.26448828,5XsZKqBoUrA
0.025520578,0.020255666,0.03674258,0.21377653,0.021857899,0.026267646,0.08963405,0.13180299,9t7ywY7GGIo
0.0131890485,0.038253427,0.029631915,0.21608381,0.033432055,0.04717481,0.16536275,0.2577192,gS2GdW8ceo0
0.09709594,0.046172913,0.15312234,0.40796944,0.07714459,0.051570587,0.3446166,0.24730505,jujiUNhyRXA
0.010204159,0.06910864,0.048686784,0.63618267,0.13731301,0.046861894,0.08164441,0.1267461,I4jNee8t8I4
0.09065199,0.07811045,0.07126974,0.22625487,0.041548993,0.11543628,0.17547226,0.48859552,gqcJ69Bg4CI
0.15451296,0.029576052,0.04459733,0.3302345,0.050026674,0.03772892,0.19681692,0.33334503,jWKMXk18Q80
0.2712817,0.11614924,0.20583273,0.29715303,0.071801715,0.29473147,0.26272228,0.2759888,4TDwJqbCqGM
0.022351967,0.09340451,0.08654926,0.31531984,0.0651909,0.1739351,0.18550673,0.5685064,NKfalOYsf_E
0.0741129,0.10203786,0.10278419,0.28640205,0.07556792,0.25895435,0.097317025,0.3872872,zGSsWEpQinU
0.09333697,0.06306274,0.06380497,0.33446935,0.052282594,0.10228177,0.33130085,0.32091996,caYHhN70WR4
0.38261065,0.14868811,0.3815543,0.39121225,0.06786936,0.25797352,0.106783,0.41692862,4DNANW8jzgM
0.3282253,0.047348358,0.23450047,0.42853034,0.038695443,0.1812035,0.1756711,0.36753765,IDdO-8r4_T0
0.49542332,0.09872727,0.27748346,0.41021645,0.04599578,0.19783136,0.28524294,0.59485525,FqHgw57ktSM
0.0224908,0.017914714,0.03763293,0.20480013,0.016665176,0.042520545,0.18409818,0.16336566,r_NhqwqlXBU
0.07451247,0.02314562,0.036985565,0.25178996,0.017779317,0.060039066,0.0352245,0.08528424,ijwNDbLyLZM
0.02397547,0.03468913,0.052621096,0.23955928,0.038791876,0.09075912,0.18020698,0.15087953,cjpQikPcdw8
0.1731117,0.06861944,0.048143994,0.21239236,0.060210068,0.062217236,0.41545087,0.409552,MbSyKGbqiY0
0.017423427,0.044926327,0.046017103,0.22322164,0.03724522,0.039985623,0.19219485,0.48564702,CsCtZUGo8F4
0.12116077,0.1310265,0.101667814,0.28580806,0.08696156,0.165058,0.10702333,0.6787533,49TwRB9Ip94
0.01631277,0.02985943,0.035278358,0.2319452,0.037818164,0.046444155,0.113343,0.27459425,XRp2rqFUR7Y
0.02637897,0.08427171,0.09871242,0.3252972,0.07195651,0.16639602,0.19315399,0.25593343,pj7YNrMZuHQ
0.2712817,0.13918166,0.30462638,0.24390477,0.03709799,0.1486851,0.2163919,0.37442085,Up864lQNC3Q
0.07131593,0.04143963,0.1460918,0.26544005,0.032027066,0.08742679,0.18849514,0.16901775,Eijwmtc0pt0
0.047495455,0.047012504,0.060113262,0.32625067,0.053706262,0.13726202,0.18921861,0.29420385,6MiVVN6DMpE
0.12760067,0.09533013,0.12760104,0.28842264,0.07457218,0.21004303,0.17507301,0.22811891,3ETO9sZKjVs
0.18549223,0.117599376,0.10482534,0.39725885,0.12338963,0.0834563,0.29614434,0.3249949,O_9yBV_BoHY
0.043375164,0.11458841,0.096470125,0.38752663,0.08089781,0.1644529,0.1933234,0.605484,szju__BupOg
0.16551583,0.11485136,0.35416988,0.26993376,0.08828213,0.24793984,0.5510018,0.31290418,axbSV-bHmok
0.016382186,0.0647122,0.06339974,0.20779069,0.052743297,0.09896851,0.12197179,0.45950127,oxznEGi9vUk
0.2022951,0.07975468,0.07703959,0.41566655,0.09006202,0.1321506,0.08013775,0.4600389,vFd7_SBKPcE
0.15071863,0.10198582,0.10529408,0.34358364,0.059246663,0.119870104,0.39065444,0.25808725,AWJrBWaSiRc
0.01999182,0.053350464,0.049866755,0.28958878,0.040494353,0.11220281,0.18459207,0.27280432,dZpPqpv92Qw
0.09709594,0.067453206,0.14490615,0.2899474,0.039270163,0.19895189,0.13550277,0.23793939,NyIfO7psje0
0.41665444,0.15228204,0.64429075,0.3935589,0.04282471,0.396385,0.22457853,0.38337216,UWl3uE9qkwk
