PERSPECTIVE_THREAT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INSULT,video_id
0.092404954,0.32850233,0.17198257,0.07563058,0.023632111,0.13052785,0.25873902,0.09140271,Kdgh5K_URu4
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,z227xkrK0_8
0.11714617,0.00059998233,0.14176373,0.082658924,0.040971663,0.13292372,0.42024586,0.17008866,weq5GSakK7g
0.14776134,0.4877133,0.12117163,0.11665965,0.16965903,0.10036904,0.29484823,0.07957329,Acn4GSLVAyA
0.100770555,0.127631,0.12158194,0.06351389,0.05413456,0.069456026,0.36898446,0.09659919,N1IcakgZAKk
0.5020952,0.2820343,0.19356646,0.19953793,0.13924801,0.21176217,0.5591243,0.20081365,392BwAcQKyk
0.09757559,0.13898768,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435555,tspSeo_rHxo
0.10754929,0.14336874,0.25576445,0.11970317,0.0021518974,0.14273149,0.4250375,0.13434583,Nvc8cwMjUaU
0.06459796,0.042167302,0.07517291,0.038000163,0.00040565,0.056124825,0.27035582,0.07160401,lgF0Ff22EXA
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,ClCHdbeQJI4
0.00046710175,0.057495497,0.10090084,8.407778e-05,0.011314815,0.0007093211,0.2024682,0.00082315854,ZHp9WJ7EcyE
0.2000209,0.02651525,0.13296914,0.2450084,0.23891698,0.27173805,0.40764138,0.5344911,_7WBgUhu9Es
0.09757568,0.13898769,0.19010848,0.06636688,0.012911384,0.10903265,0.27992168,0.08435559,xjxlYS2YX8o
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,Ndb1OZkDadY
0.054694407,0.0010566065,0.081271484,0.023552228,0.028610796,0.044880122,0.3634806,0.04064075,fl9yDEEWUEY
0.10116542,0.1053247,0.22392546,0.07862955,0.011384231,0.113757335,0.39118212,0.122589976,l4ao-cEzxUk
0.12920442,0.0007200821,0.111466095,0.08204409,0.007566349,0.09267225,0.40819788,0.100837365,VYz_fr8Gnzw
0.06981127,0.04738708,0.09997872,0.04529573,0.0036964044,0.06295532,0.4037255,0.054877646,KDfTKUYPP38
0.24534537,0.13898768,0.16708626,0.32029855,0.0070804367,0.30775812,0.3092009,0.23792164,_ofI8UQp-9g
