PERSPECTIVE_THREAT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INSULT,video_id
0.15288764,0.10268007,0.1573236,0.16761838,0.07451247,0.17651004,0.40654323,0.15053992,pR2gpurvZlM
0.1491953,0.18890692,0.17434923,0.12907112,0.023460433,0.14385568,0.3497748,0.11143274,9UcF0slpKA4
0.1323284,0.276404,0.18437432,0.11322957,0.033761155,0.118474975,0.36636886,0.1339712,YkWiOsiBGcU
0.15884154,0.00050080236,0.19015263,0.095303304,0.103539884,0.15260102,0.42349368,0.14649333,lxrjv_p3wpA
0.4498,0.011926345,0.09333162,0.11147498,0.0054491595,0.08629494,0.38868073,0.08685078,qSTbNles8uU
0.108060665,0.14717397,0.19919683,0.093154535,0.008746422,0.12312567,0.40295887,0.13294831,mS5e_kQhxP0
0.09534535,0.11843102,0.15776123,0.053310934,0.019575324,0.08767561,0.29836383,0.07940706,MmfiiQEAAfQ
0.12436167,0.14426745,0.1908085,0.0621238,0.0168681,0.108204216,0.44178003,0.082557544,lbz0aeVUYKI
0.11663828,0.09640626,0.14700906,0.082599536,0.0801064,0.12311153,0.36546236,0.17313074,VwrWvzkthOk
0.3712724,0.45741835,0.24795061,0.30897024,0.1609341,0.26358992,0.3946305,0.3894362,6Jehh4qUGwY
0.32629484,0.07582618,0.06633685,0.10527262,0.0495556,0.076607704,0.3801952,0.12342359,iltd4ieueHc
0.110343926,0.13401067,0.2630261,0.08137467,0.015896274,0.14573057,0.3530581,0.11072297,qxlab9fMUak
0.16944474,0.10611469,0.1473167,0.24845949,5.531591e-05,0.07995528,0.4004717,0.08152091,ti1MZfBUSSo
0.24534537,0.13898769,0.16708626,0.32029855,0.0070804367,0.30775812,0.3092009,0.2379216,38wYeoP8zIg
0.23619866,0.064829126,0.11873092,0.23585457,0.03444787,0.16620041,0.26445603,0.15571502,IA3mFMwlBmE
0.19512108,0.20244859,0.14657499,0.1856549,0.09494796,0.20034488,0.29084203,0.14910202,80awYGQ8OVk
0.32067615,0.077197485,0.47865224,0.4048485,0.010204159,0.43320516,0.5130277,0.4235941,P23uv0SD0RU
0.75604486,0.6307509,0.28389964,0.5531896,0.5835036,0.429346,0.39523107,0.3479101,XxeXLBPn9w8
0.23497017,0.18902643,0.34733388,0.110888086,0.021518974,0.20043598,0.41837454,0.1341073,12aPfn-liY4
0.06359945,0.43901086,0.11104584,0.045440238,0.112788886,0.09881609,0.22883517,0.08500476,Pn2zdx1om6A
0.10037708,0.0007523738,0.101628415,0.1503008,0.11600884,0.1714137,0.375791,0.287369,EXLLn9lSYyw
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,FbI62YIf-UQ
0.16883653,0.11752102,0.25315648,0.08989506,0.062125895,0.18516,0.36514875,0.15229201,N9OH24hjTEE
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,auD-c-OzkgM
0.1640915,0.15167019,0.27237213,0.17063577,0.0034534482,0.20938927,0.39426702,0.3359183,sOx_F4TTjQQ
0.06221821,0.19989361,0.07638413,0.107168,0.019714156,0.05324816,0.27786067,0.0709167,nmhd9rNSAEs
0.6519963,0.05519929,0.31956592,0.5872703,0.3983115,0.62219465,0.5187904,0.68588215,V9ACMX_gDuA
0.07022189,0.43302616,0.06026483,0.115813024,0.119872786,0.045403324,0.25997522,0.06823622,aiOWz9OCZIY
0.08012559,0.036599424,0.098156385,0.13014041,0.24242763,0.10809206,0.35677782,0.19782273,B8vPaRJXroU
0.41745862,0.14028051,0.23985735,0.14059097,0.0060739038,0.21934243,0.5751714,0.20708801,iAIn4y3KZV4
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,xWM1lu6I4b0
0.5382073,0.17086478,0.09321693,0.14985356,0.08170467,0.084377766,0.48808542,0.14356247,bP63IYHFCzg
0.28836492,0.1849641,0.17807283,0.60858023,0.22983712,0.24847169,0.500641,0.21345964,COY4XKV2d38
0.5689274,0.010175385,0.2699612,0.35911965,0.39230084,0.3119374,0.3423187,0.43218312,TE1HMpkyOzs
0.053510234,0.18602051,0.13284886,0.049822513,0.013605545,0.061430555,0.2895373,0.043053426,M1etjQd_rDQ
0.50576854,0.060661785,0.20818566,0.40598285,0.06332459,0.31052682,0.4793469,0.29187208,57MVQ6VTSog
0.00753761,0.07681081,0.017524078,0.00036543203,0.008815838,0.00080980663,0.24423681,0.0018543185,ZASV6FtIgxo
0.2398023,0.16896427,0.14016537,0.06780008,0.15568043,0.08541958,0.40114465,0.06526071,OMfZvzDUppk
0.24139929,0.04770323,0.13273518,0.24871176,0.036336336,0.23871312,0.31638384,0.24694186,9YL9Njk82iY
0.34190887,0.1265154,0.108728826,0.06580889,0.00039914227,0.07340502,0.39315924,0.059757054,4rRDw4WE4_o
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,URxtjEB9zsw
0.076475844,0.0106916055,0.14174163,0.044985298,0.0072886846,0.08747098,0.28473398,0.06624715,J-LJuyQbsHw
0.15573668,0.4802914,0.14350247,0.13621691,0.35227737,0.123972245,0.25903067,0.18849413,esWW_AglHS4
0.25568813,0.10261162,0.13378406,0.22845614,0.038911518,0.19524308,0.33463302,0.19531333,yXBKjFFEFTE
0.08543616,0.15901402,0.17248338,0.08345752,0.012425472,0.11627972,0.24452625,0.093319,kSHT9I1I3uY
0.3126796,0.0067420155,0.11158052,0.11203117,0.027065687,0.26924044,0.5049987,0.21718395,ZkakyXoHzNs
0.08474881,0.0654202,0.077075735,0.08007047,0.040628307,0.0642964,0.30112356,0.0767475,IBXkEFLHSBE
0.3126796,0.0067420234,0.11158047,0.11203117,0.027065687,0.26924056,0.5049987,0.2171839,eJ-1RQO34Ok
0.2648056,0.046894226,0.15462685,0.23649871,0.004373211,0.18430471,0.5595037,0.19766372,JXqS8t0_2Rk
0.07877285,0.13842429,0.18560842,0.05140131,0.07571117,0.10923401,0.31190324,0.07643141,2_-bDE5-Rx4
0.6024773,0.3157398,0.07595264,0.119791225,0.1668969,0.12755539,0.33725676,0.15635823,C9NyEBYBClo
0.1483616,0.029744303,0.12829766,0.42489237,0.39230084,0.19800214,0.34556612,0.20630002,F-1CypDZnt0
0.20141944,0.04678125,0.17462115,0.12364126,0.11600884,0.13826796,0.41862,0.094082944,khVUf4ZrWEU
0.19827597,0.4405854,0.15453447,0.061775327,0.032902762,0.08208557,0.33025718,0.06965457,Ib5d8H5zKWc
0.1083154,0.14683461,0.1339459,0.07444679,0.067320265,0.09274778,0.2944573,0.12138986,q_TX4-S4j_Q
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,H4RPkKAlKNY
0.15692624,0.073137745,0.15847465,0.12919295,0.28683078,0.17076854,0.49144638,0.29558566,1rpvcozzeQY
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,K2AEPJs2tzk
0.10164629,0.11496918,0.21817069,0.05768427,0.033246122,0.09730222,0.42114103,0.075722456,N9q0k8Co-Hk
0.19131158,0.28356507,0.13066164,0.101331316,0.14373457,0.110131614,0.33463138,0.12809546,Vy34LZV3TTM
0.12085782,0.15958083,0.20256865,0.084350064,0.036508016,0.127718,0.31736812,0.13289315,QYLHWf3BMlQ
0.03876681,0.4544532,0.16880067,0.036965,0.02655065,0.046129525,0.23136412,0.032889504,Idf5FDbktJc
0.25243267,0.27537063,0.15995479,0.2474963,0.0825038,0.23244852,0.29721633,0.19551197,ong1jVZTbAs
0.27106038,0.23579305,0.04703597,0.038225584,0.08850401,0.022845568,0.35451895,0.065448835,3oOVA9rIpxA
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,G6J1Mh4kMV0
0.15685853,0.27500138,0.2391606,0.11167794,0.06012806,0.119272694,0.4116291,0.0970959,mt08AtjnlhU
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,OxN-2pcrOiw
0.13531096,0.21050182,0.1309269,0.05013728,0.0035228643,0.09107474,0.4074938,0.067485675,_YWFhdwD17c
0.30999377,0.40777484,0.16365011,0.19218563,0.14552918,0.18839216,0.3463676,0.31161404,49uMzV2_WGo
0.06285057,0.19979672,0.12406667,0.03309517,0.032559406,0.0644933,0.3312618,0.058192443,q7ueqJawlE4
0.3020785,0.44950745,0.09649994,0.061410688,0.1250247,0.087485135,0.3368878,0.1942436,f1Gdo3TaXRk
0.06416308,0.28988513,0.09858751,0.03842013,0.07850813,0.054722387,0.38210034,0.08839305,ht1GhLR6lAA
0.16417739,0.12865366,0.12062402,0.092144996,0.22978203,0.10171334,0.4181515,0.12632987,xEsSkfLTigQ
0.43216425,0.1712706,0.1359952,0.07068344,0.024662184,0.102511495,0.4148294,0.058272272,9-JX2xLV9ss
0.08978567,0.15954642,0.13430393,0.0601293,0.01492445,0.08121348,0.2543617,0.082749136,GoK1cDAaYOA
0.26905185,0.14448252,0.11215297,0.29260513,0.020685982,0.14246422,0.34701735,0.18445922,CMJht5QmpWY
0.19163169,0.080862045,0.17236958,0.17779917,0.16151784,0.18323508,0.41112673,0.17536414,5lBHXxTeXd0
0.12629613,0.42380294,0.32176468,0.14940362,0.26817688,0.22557372,0.3477152,0.26339948,NO8U5JVXMpY
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,1Gvtw5kSDVo
0.11200568,0.30285245,0.06666985,0.028969234,0.04818217,0.041261673,0.36691576,0.057016857,nuanm3HHPpQ
0.092878565,0.28330278,0.08861438,0.049560245,0.036851373,0.050765887,0.44974384,0.058824554,NAHA5Y8brf8
0.084667355,0.277395,0.10103123,0.059828755,0.07371333,0.092835665,0.30295324,0.14178343,urkBFDxPoZw
0.46038103,0.175101,0.20848826,0.10167223,0.042001735,0.13210621,0.4049084,0.09350832,3w-0wd7jndQ
0.15738423,0.12909995,0.19784008,0.15616286,0.15451296,0.19079578,0.3388329,0.25362024,WP60L6PqK8w
0.21910124,0.3330471,0.075805426,0.09771537,0.13082063,0.06001324,0.29438096,0.061951373,bwuCIdPCsVg
0.28548056,0.04501236,0.08865721,0.08634544,0.004546751,0.07450589,0.32992038,0.07271412,qqfWj-vdMMs
0.06435996,0.04466691,0.069206476,0.026713725,0.013605545,0.035612904,0.3890944,0.039889798,ziWHQZGoREc
0.26688176,0.10189438,0.1561335,0.20550646,0.04818217,0.15859728,0.3742735,0.12639546,zwGMR8SiBT4
0.2631179,0.72159785,0.43296567,0.49924356,0.21109697,0.21038397,0.47338432,0.24420658,MrTvi69UonI
0.2312415,0.061636172,0.11304581,0.2117945,0.040971663,0.1641014,0.275405,0.15072443,XKYExdw71Fo
0.3082053,0.34932157,0.47110137,0.26924804,0.45045215,0.31215692,0.5750819,0.2232179,eGgK2gVIjfw
0.03160405,0.040222615,0.13628083,0.038236484,0.036851373,0.091610305,0.30049384,0.10466284,B3BirR4yOb8
0.08522969,0.045774844,0.122562535,0.048273522,0.019019997,0.05078126,0.22231118,0.049357194,1s6x-PY2NFw
0.053413436,0.5680319,0.10108957,0.06463667,0.06532243,0.05329169,0.20410652,0.04720429,ZNjTZVrLENc
0.18356569,0.26212755,0.15445343,0.088087544,0.0741129,0.13428041,0.40604916,0.18502712,IzdBJAXkNZY
0.27604493,0.14099902,0.16973667,0.28652027,0.032731086,0.26885775,0.32722226,0.20944603,Tp0cejmwRPM
0.05262178,0.09238355,0.06973096,0.024842862,0.060527626,0.035739113,0.30058265,0.025374955,f8KnTbw49UY
0.30397046,0.61602384,0.43944123,0.22871429,0.22982138,0.50907207,0.41907755,0.612315,pj21soPjCIU
0.07000476,0.17228648,0.107826285,0.03669169,0.058130227,0.035738483,0.3977183,0.04781224,PK9Hs7AluWA
0.13233651,0.074996166,0.09509622,0.055200946,0.07091636,0.06009907,0.24098147,0.052176952,7I2Zef5opKE
0.34912157,0.08428234,0.058935747,0.109342836,0.0057962397,0.05394059,0.31139794,0.05491341,TMHsNF2EdrI
0.06545852,0.44224966,0.13272785,0.043677256,0.016937515,0.065837726,0.40330023,0.06531894,w9ilBVIP2_E
0.06545858,0.44224963,0.13272785,0.043677274,0.016937515,0.06583766,0.40330023,0.06531894,6250sTn9p8o
0.29968798,0.44877902,0.36480096,0.20601808,0.41950125,0.69309914,0.445201,0.40908533,rFM84LOpoTg
0.51115793,0.032091524,0.5004547,0.43410292,0.1943727,0.539839,0.6155824,0.5101946,gVn6CoYjAF8
0.06063172,0.6070924,0.10295351,0.102168895,0.05653196,0.09106947,0.23292318,0.16765177,srNJzOtcdqw
0.058506623,0.17167881,0.117601216,0.047148548,0.01999182,0.061159585,0.29212812,0.06815863,z7g-4T9Qus4
0.075797856,0.70790786,0.06461218,0.06451699,0.30788645,0.07291378,0.34700787,0.26826316,UZ4hDWmNXZk
0.2837885,0.34475604,0.20109934,0.2088236,0.21892473,0.16546787,0.41792315,0.15241946,7tQuq4QeO9w
0.15684785,0.1425635,0.1560059,0.051004846,0.024833864,0.05711969,0.45522758,0.09710696,lY9WGa2rm58
0.045528978,0.44248727,0.108866766,0.025014598,0.013466713,0.04824888,0.30379993,0.03487188,p0hEZ5bIKl4
0.094857164,0.27148387,0.20050897,0.063467324,0.13969667,0.09830848,0.45135754,0.08439473,q7mj0-VlUYE
0.5452523,0.47717217,0.513549,0.21234308,0.2459383,0.5669456,0.5204317,0.5164465,0h3yhNjNwos
0.2660526,0.062129382,0.12437524,0.21722431,0.010481823,0.12141989,0.25559995,0.12998056,Vql-vSlRF18
0.30834237,0.13382149,0.124177895,0.19624974,0.10461388,0.104779616,0.5051079,0.19143589,qb7odyhSTTA
0.1000306,0.10068255,0.08777702,0.047141857,0.0087811295,0.05596793,0.3426867,0.046948094,KrzTo46Igm4
0.36663103,0.27995947,0.20062926,0.47947893,0.08330294,0.38543844,0.30232498,0.39315683,ollPZrozb5Y
0.07115719,0.02721407,0.13683988,0.076184556,0.0495556,0.08865972,0.4536246,0.091886766,HuzGOWJEPVI
0.07060833,0.06990575,0.16404355,0.078380056,0.016173938,0.10161011,0.42949033,0.11802414,KLy1Y2Uc0h4
0.17997731,0.080153964,0.15216707,0.07502189,0.014160873,0.13003482,0.23654944,0.120654635,UxGZnjvcTmM
0.16025774,0.2758073,0.15423104,0.108316995,0.103539884,0.08788374,0.35254648,0.07299531,RGVaHHr69eA
0.105439335,0.07468862,0.048983704,0.018442817,0.00068982196,0.016078694,0.37053147,0.020766169,f5-pwztd6LM
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,0s00xzMsY8A
0.13530353,0.3977139,0.16649002,0.075859286,0.013813793,0.09606704,0.38101897,0.061032295,4GFQiJwn4Vo
0.08340888,0.18544768,0.11345592,0.07389878,0.043375164,0.09847296,0.2776088,0.11648653,PxMPwNTmIDI
0.08907976,0.100515395,0.13516228,0.041976824,0.032559406,0.06229577,0.41495693,0.072710045,boPVYo2lcJw
0.12697051,0.10905856,0.22630577,0.12399259,0.0121478075,0.11838934,0.41007566,0.088110656,AKh3EA4Qt0Q
0.17136554,0.0056976066,0.16911504,0.20445514,0.1580154,0.2885776,0.42360994,0.5671532,uTqAtxyjmhQ
0.08614568,0.71222615,0.14667805,0.055380277,0.11472086,0.073041745,0.3949616,0.16106981,eBNHTBRHADU
0.124973536,0.07624313,0.13756786,0.044927444,0.008225801,0.093716905,0.30902103,0.036469743,E0xg9TsL00I
0.29728538,0.022883208,0.1817712,0.11859699,0.0028634118,0.15358399,0.4024086,0.08153007,dAS2UjHIQAc
0.27021363,0.13364851,0.18652059,0.13470899,0.12309273,0.13318479,0.26645318,0.07621598,hCpNBK_zF-8
0.41405606,0.040771402,0.15966938,0.19059663,0.07211506,0.11339643,0.6784734,0.14222385,9-pLwi9i75A
0.1141612,0.08658522,0.08716059,0.047278732,0.022213135,0.07508747,0.24346456,0.039110117,B8_JEmmq2GA
0.026383433,0.091847636,0.039859403,0.028804002,0.013605545,0.023476169,0.2731355,0.022406833,9XS7c6mwFvw
0.06507617,0.1325486,0.07974461,0.042082626,0.00070717593,0.04297937,0.24745136,0.052588493,mUPiOZXnDIk
0.69861716,0.15094925,0.1153128,0.22461857,0.044748597,0.18844037,0.2584192,0.1831435,ocyxjqZW5ws
0.11924111,0.116853535,0.25701022,0.1169017,0.11085691,0.12440132,0.3355879,0.08640254,xQ3oO8SZaPE
0.2959889,0.008347012,0.09479108,0.59808385,0.1019289,0.15312111,0.43723464,0.23749124,EDzaofHy7QU
0.16575271,0.48151082,0.05384969,0.027738683,0.05852979,0.028161414,0.25901657,0.048225634,iGLfpn1_ff0
0.56113416,0.09488967,0.7407407,0.4900203,0.28517663,0.62180316,0.47220063,0.5860334,rCv60fxyEpI
0.79005814,0.17884944,0.07392895,0.17401262,0.16413476,0.14033616,0.36903688,0.1652043,vR8Qvywo7E4
0.13055192,0.120004736,0.26054695,0.08766773,0.10892494,0.11870199,0.5184895,0.10422909,_2NMzGlxI1s
0.52039933,0.18341096,0.36722085,0.23652789,0.04234509,0.3634529,0.6266237,0.33541852,F0_hm8vWrqs
0.68522924,0.5680319,0.39177305,0.118367344,0.23365098,0.22006749,0.6588579,0.17647782,dQi1kMTJciI
0.14316396,0.13846387,0.15849125,0.07882069,0.016729267,0.09954905,0.26829228,0.0730369,5SudEhxu768
0.68248194,0.09187617,0.11324432,0.18996926,0.031185975,0.18728474,0.27985525,0.12611254,gPy1_2IHBUs
0.09910156,0.1402436,0.05040926,0.028005738,0.031529333,0.03330457,0.320488,0.02776414,ABemBfO-cto
0.273998,0.01137694,0.110283315,0.19736876,0.0085381735,0.11717207,0.41149968,0.12955198,Wyi0oc_ZisE
0.58435476,0.10480608,0.36535418,0.25605008,0.09172598,0.40408516,0.3805822,0.30695546,eP2gnOw-f4o
0.13505045,0.20029816,0.2653706,0.078562625,0.01263372,0.121601425,0.47044906,0.095260516,dWbdlyuD_eQ
0.14260328,0.26502854,0.032910723,0.074156895,0.00843405,0.03444728,0.2626901,0.029431386,FV5SqIm5e90
0.19886412,0.09399249,0.19836657,0.23527369,0.005900364,0.3101797,0.32819492,0.25183526,bRgdBpX6M0U
0.09394319,0.10143151,0.10880958,0.11113059,0.068918526,0.08272426,0.37293017,0.09412765,-FwJKvcJs8A
0.23898797,0.32935414,0.18906789,0.11867663,0.19535941,0.21129571,0.3291235,0.26287934,sU0wkIf68TQ
0.5145544,0.18099058,0.36654243,0.23681696,0.04543531,0.35665268,0.6263244,0.32358268,hGywbJ5hVtY
0.09113635,0.082987115,0.09653635,0.038634375,0.021102477,0.044725846,0.33587572,0.028584056,QBwV2nSgTJA
0.18171291,0.16307524,0.2016746,0.088970765,0.027580723,0.10800893,0.36567795,0.070671454,BWwnm7l5fCg
0.44771916,0.13410264,0.5725454,0.113100514,0.06372416,0.1982097,0.8663902,0.06983181,yYLWg709SqA
0.30174544,0.24886799,0.049852643,0.0709175,0.14418322,0.07961899,0.23507887,0.07528147,1gJBtPEP51o
0.21356723,0.18891035,0.06375515,0.069532126,0.05253629,0.06573275,0.38978782,0.087904185,a-3nsnhLhJI
0.11580879,0.08290034,0.113203995,0.06011997,0.083939545,0.10882456,0.23768982,0.06810687,lsbRid_dwso
0.07544519,0.10267364,0.05678846,0.05092464,0.027409043,0.04616628,0.18801758,0.026858527,o_TIfQxbvH4
0.10939176,0.20709816,0.097058274,0.1187209,0.22990009,0.12949291,0.29886863,0.17971663,ObU7r3Ya5R8
0.15403324,0.17840399,0.062799364,0.038902674,0.16413476,0.07427026,0.31067064,0.08184782,5GkvdABEHU8
0.116589196,0.15901408,0.11138875,0.0658258,0.01492445,0.100690946,0.24510655,0.06937135,VHMR3kuKfos
0.04611903,0.39875993,0.027445413,0.040959343,0.06532243,0.0448933,0.25759843,0.103892565,9W-Qe7if53U
0.12482006,0.13300264,0.076161385,0.04859529,0.022213135,0.056898605,0.25919393,0.041959856,PJg-3ODJXd4
0.1290426,0.09695749,0.09012815,0.12288663,0.049212243,0.16341045,0.31324434,0.3344397,BIBnw4YQoVs
0.11290407,0.10727314,0.1363125,0.40308186,0.06412373,0.1519665,0.44699642,0.17087243,i-fJA1RPsg8
0.094228715,0.02773785,0.10529842,0.15100831,0.049212243,0.08098412,0.3366501,0.060630687,a7kIJqkY3DE
0.517323,0.0060358434,0.21658294,0.16860475,0.014160873,0.25957263,0.59494996,0.20370679,YLrGpPuoPBs
0.19827785,0.3830787,0.124258794,0.1142444,0.21539254,0.06824702,0.5263304,0.07136035,29-my2PPUBg
0.06511808,0.33630204,0.07122781,0.25183958,0.2712817,0.14443417,0.25152785,0.10402229,dd0U7d5CIAM
0.28545484,0.07136634,0.15151478,0.33273986,0.030155903,0.18853557,0.43606743,0.25228235,80DbfoBYr1k
0.42059645,0.2957379,0.19131102,0.25614664,0.22598907,0.1871337,0.50748146,0.24896927,P4L1r-tORjM
0.17764008,0.25814041,0.043174986,0.09468508,0.1550967,0.04247257,0.42764968,0.09242354,dea4B0TaGzM
0.48756677,0.15656494,0.13404232,0.28824005,0.039598234,0.15801923,0.4024727,0.13046613,6dqsFwWcFeU
0.23533282,0.44631085,0.16923904,0.19734365,0.15976663,0.13559355,0.51253176,0.2552077,sVRRm2m7gFE
0.127489,0.34946942,0.18571398,0.34620455,0.2835225,0.15657583,0.6027179,0.21235052,N2vsM6qyFnE
0.07700849,0.075211324,0.10326488,0.0469786,0.043031808,0.06828503,0.21695673,0.046964213,t8N1lBVHTsU
0.5822472,0.4910573,0.080508076,0.12676483,0.16275369,0.1333929,0.25059783,0.12773608,D_LBZBzAsEs
0.29015738,0.56579924,0.13707772,0.29330456,0.39108577,0.49798846,0.36540365,0.37408066,X4cepRolL84
0.031486552,0.27429247,0.01596916,0.014235784,0.029469188,0.012935957,0.21465036,0.020236945,XT_i2odl6-8
0.09182478,0.13636598,0.051945817,0.045133125,0.00064643694,0.043845676,0.3286829,0.062487762,Uq7L4IgOsqE
0.1724115,0.15900078,0.061379135,0.26204202,0.10461388,0.15577899,0.23960724,0.1735368,VJlqUKZ5eNI
0.09658804,0.5232581,0.06682753,0.25682193,0.1689685,0.09383994,0.2696918,0.16078138,qQ64lOU7ygk
0.1183352,0.5412825,0.16186513,0.09573275,0.10634898,0.11570722,0.36609584,0.14526808,bp3kSBQutR4
0.43883446,0.6311025,0.3718121,0.28975984,0.32044756,0.4205569,0.54315877,0.35484743,aghcgOEA920
0.24165842,0.08280996,0.20601413,0.13461281,0.019019997,0.16754302,0.5695992,0.08840631,MUZ2zeI-zX0
0.5510949,0.42553,0.069201015,0.25475734,0.2088965,0.15247843,0.39166328,0.18306296,-FcU7nBnooc
0.61289644,0.19921613,0.15020013,0.28718007,0.12116077,0.19319291,0.37411395,0.3559885,uD2U-97a04Y
0.48875353,0.17451186,0.25040472,0.12606208,0.0358213,0.23540539,0.51044124,0.121475294,LIAQ1SwnSz0
0.13824132,0.15959059,0.11792302,0.17482409,0.044748597,0.09116601,0.24664955,0.11180129,GC3elmJzKcc
0.6446649,0.2940257,0.26642367,0.31134993,0.17380224,0.26885673,0.41328317,0.21112244,7a7HMbadXW8
0.08610021,0.14936285,0.1770621,0.07326505,0.00614332,0.08990407,0.3646654,0.10741671,95MttFz1Yw0
0.18101272,0.38706446,0.12204385,0.11002796,0.12309273,0.06948674,0.24243177,0.100328065,nQ-SGBZmEhk
0.47204053,0.18490016,0.08566889,0.13612756,0.10699297,0.07021988,0.4018794,0.07874724,cuEmmYa5Gb4
0.54487985,0.27974153,0.19710238,0.28551063,0.1539292,0.17382166,0.38965595,0.1422865,08K7cixiHvE
0.27612257,0.12240112,0.07504706,0.056855455,0.08635602,0.045360718,0.2931868,0.05649697,MshXPdBY5OU
0.076451525,0.3171722,0.09778268,0.15270042,0.22982138,0.09755816,0.26196668,0.15247034,u7g1WjED4gY
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,JXJRmhWhb2s
0.251698,0.52701515,0.10602522,0.063543454,0.263611,0.051158216,0.41163513,0.10958831,d0ykT5nofm4
0.07696711,0.11623472,0.08708989,0.037034668,0.06372416,0.042006537,0.3690894,0.061742075,S5FE2Dew4Xc
0.13933396,0.06936455,0.0741623,0.01354774,0.01631277,0.023500906,0.37174997,0.021027498,Z2v05EtwE0w
0.7631064,0.19545358,0.07774075,0.10916427,0.31650472,0.12585926,0.3516485,0.1324035,uwwi3YlrDsc
0.097575635,0.13898769,0.19010848,0.066366784,0.012911384,0.10903265,0.27992168,0.08435559,dhzFQSUM_YM
0.096667595,0.29762533,0.15107532,0.07067276,0.15130237,0.09632219,0.45150837,0.13349332,Jw_Ecd4k2Dc
0.09697929,0.11301638,0.16690001,0.06986592,0.01527153,0.11334042,0.2903789,0.10314448,nuhoUrr4HEc
0.24216093,0.36765876,0.11270166,0.26673406,0.14822112,0.15873423,0.22781721,0.14842023,UttQNlsdLIs
0.11312534,0.13109957,0.121866725,0.07881729,0.02929751,0.07236584,0.32295036,0.08332287,WcQmzu-_ZBk
0.06332817,0.31313473,0.106530644,0.045591928,0.04543531,0.058358062,0.21048494,0.049989875,8KsQtcGbB-k
0.27490652,0.11820536,0.19569965,0.11058468,0.012772553,0.11427133,0.46452627,0.0671169,UNPgttPBrYI
0.10415419,0.61226463,0.118464135,0.10335732,0.20816301,0.11261526,0.26104593,0.25592327,r2wQ02hq0hk
0.28337902,0.6081177,0.139873,0.21601552,0.1539292,0.10813985,0.33794728,0.1569932,KuPlGJKJ09E
0.16410704,0.22343665,0.16674256,0.06759415,0.15976663,0.08062176,0.5066776,0.08917407,zj-ENAB-W74
0.12346544,0.21840072,0.10069236,0.028525623,0.09387396,0.036848668,0.5096062,0.08933011,rgCPJplIkJQ
0.14032353,0.30683842,0.046247788,0.026262699,0.033246122,0.021579543,0.36367965,0.044499088,DkmKr81k_j4
0.118231334,0.20386867,0.21371876,0.07503346,0.018881164,0.1498101,0.3242038,0.123037405,MQKqgs3iCAc
0.036316793,0.26473013,0.08489453,0.007354121,0.021796638,0.017565744,0.36427933,0.021553595,AQItl7-7R6M
0.23444214,0.17933856,0.13452561,0.2882065,0.0253489,0.20089842,0.25367653,0.17247875,Nct_0prlyIo
0.05724442,0.18135343,0.116448544,0.038463783,0.0112454,0.05650228,0.295165,0.051002983,ZjBHrkbH8tw
0.25584543,0.1139979,0.06788449,0.24076758,0.0072192685,0.10805161,0.40803313,0.15853448,vMvQRrrC8FM
0.1256407,0.18003638,0.108893186,0.11046544,0.03736641,0.065089025,0.36780104,0.064241484,BFFrIpGnLy0
0.39889866,0.0039680116,0.15863869,0.28437296,0.06492286,0.14303091,0.50152457,0.16346371,2OfWiQ732Yc
0.22867376,0.14031339,0.19503042,0.21177445,0.015479778,0.250035,0.38010937,0.2010782,hQbKsJdUm2o
0.79018515,0.13428931,0.077004254,0.21534571,0.22510603,0.13193716,0.4353323,0.17990178,OAkImDMVzIk
0.25531176,0.17316885,0.15149611,0.2406899,0.14956708,0.12765712,0.42688215,0.18596093,Tf49eOOUo58
0.05683024,0.39760175,0.20298359,0.019961357,0.047495455,0.046308696,0.32861212,0.014180849,EuMQr8OUbWw
0.36687264,0.41784313,0.21331713,0.41364938,0.1019289,0.2122054,0.27619472,0.29770425,ShAnStJvK3o
0.1165319,0.16529715,0.18024041,0.07716628,0.042001735,0.09592201,0.2923798,0.074478626,AZNvkBtbbxU
0.06690364,0.3171722,0.103620835,0.14420868,0.18253209,0.087864265,0.27854,0.12329449,mu3GHQ4arIg
