PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_THREAT,PERSPECTIVE_TOXICITY,PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_PROFANITY,PERSPECTIVE_IDENTITY_ATTACK,video_id
0.07228731,0.29114863,0.15257494,0.040971663,0.085697725,0.100270644,0.07989619,0.16151692,HC5Ji87JEpo
0.15241559,0.27861723,0.10460231,0.14059398,0.040657297,0.07210774,0.04515722,0.05718799,vYOZCkgvNJ4
0.08138308,0.16843008,0.05838628,0.08290337,0.013408235,0.022813868,0.018569488,0.023252048,zRaJuSQI_sg
0.75551856,0.3152766,0.24917948,0.22510603,0.32518104,0.081269056,0.15947157,0.11887254,rjFxthTkw7A
0.18985716,0.4082373,0.6100557,0.077709,0.100752264,0.1985237,0.15577054,0.2213017,YLbd9q-MPiw
0.43917304,0.2626687,0.103793636,0.10699297,0.06070615,0.06406838,0.05229216,0.07926148,G_hjAoh-Q7A
0.17598835,0.2808962,0.11067795,0.020824814,0.0205433,0.075177826,0.03285306,0.046609174,uKKFiL-rdEI
0.10996643,0.35235676,0.15534459,0.0334178,0.1648135,0.08881103,0.08874343,0.12678362,6xn-OFhLKBw
0.096349895,0.26956314,0.13699134,0.0495556,0.07859605,0.094767116,0.07377942,0.13476105,YyrzxDtJwxM
0.26171708,0.1763232,0.055444103,0.12116077,0.038758952,0.026452139,0.030793345,0.048993316,JqIeWFZaKeA
0.3930965,0.18926814,0.41300312,0.1510105,0.09666423,0.057099592,0.06608952,0.11980708,IL3aG57HNGc
0.5980053,0.27732798,0.087829724,0.14687516,0.06709243,0.034967978,0.03125207,0.0356459,YmDS3_cl1zw
0.290139,0.29473862,0.23834397,0.1621016,0.06922328,0.07652346,0.08324797,0.10259917,7fMDcdBtEEM
0.3619778,0.20354499,0.051838096,0.05613239,0.0154537,0.026740417,0.033546604,0.03847594,ujTjA4uC-CE
0.021103282,0.44115612,0.103819415,0.031185975,0.056818508,0.16172236,0.07637754,0.11716048,XFxzcxO__uA
0.26619953,0.18445848,0.06854883,0.0801064,0.024291476,0.03151155,0.029589768,0.04004847,6DXTWTbd8G4
0.08885021,0.34453315,0.27223188,0.17242117,0.039250404,0.11348623,0.07367759,0.05459802,Tq0FTGmCajo
0.099185064,0.22758102,0.05954754,0.02655065,0.015993984,0.049676854,0.024710696,0.028804524,8IaseU0V7d0
0.06493132,0.35040992,0.3917438,0.06771983,0.09320014,0.15867406,0.17726806,0.13601717,0LZm5dzBZZk
0.38509983,0.21721408,0.08038731,0.1539292,0.038733613,0.054964002,0.05127195,0.0359766,G5vvLMNC4TQ
0.01112438,0.27007893,0.15583359,0.016104523,0.12024972,0.06646038,0.10494986,0.14463511,SkXUXj1zqLw
0.21891609,0.19570738,0.06279405,0.030670939,0.0176979,0.026449934,0.017752094,0.03587614,NtJMs4aZRZc
0.0913212,0.5015322,0.21090336,0.07451247,0.11294491,0.21631011,0.16188881,0.06796071,5zyChNuJKo8
0.44998413,0.9068311,0.12990804,0.13924801,0.080310486,0.2728694,0.13880509,0.078654796,NvfD1nx0D4g
0.2788286,0.55434734,0.7552402,0.34388447,0.5281161,0.37748495,0.5090592,0.25102025,XzBtDPtFPUM
0.12878896,0.34924567,0.09357298,0.08635602,0.05957063,0.114181116,0.061796665,0.059078183,b3o5lEJIE3k
0.13556223,0.67347854,0.10030781,0.048868883,0.042969927,0.08175484,0.0463486,0.060704067,wYOf0Wzw9lI
0.08254505,0.7347336,0.15191379,0.08796701,0.056120206,0.1471515,0.09489242,0.06906405,H-dEa2ABC4s
0.099429265,0.2861611,0.2648454,0.043718524,0.031001182,0.09724885,0.07296968,0.100159094,zaxKg82PGfg
0.1789213,0.61365056,0.25168142,0.14597784,0.20552835,0.28321686,0.2190808,0.13676706,hky2ggpPM88
0.13418758,0.21846303,0.09057117,0.09924392,0.056204554,0.074596375,0.06804594,0.065552436,YcM5PHft0EQ
0.13374767,0.18346517,0.07157386,0.038224805,0.023081247,0.044397585,0.026879383,0.044030964,SgJ_0HwV1j0
0.07284574,0.40209645,0.07719197,0.09494796,0.06578548,0.067000605,0.06463481,0.05165386,TlU-WMJQO9g
0.13534322,0.35247537,0.14293739,0.39694545,0.12899423,0.3180879,0.18292144,0.19116172,U_PDNMPU4gg
0.021533953,0.26543435,0.1550123,0.033932835,0.12158376,0.07006236,0.106460765,0.14801617,C9BK0Iki594
0.06730084,0.31360653,0.09018186,0.052935857,0.044651236,0.057544876,0.040473636,0.050258443,dvLJftSrKJk
0.0023256112,0.34332547,0.25985837,0.04543531,0.12478977,0.19043641,0.17503707,0.12751272,KrprZqprArs
0.15489702,0.15350504,0.046654716,0.027752401,0.014630105,0.025685852,0.017424956,0.02277153,Pf6p2WsI83M
0.21223328,0.3309852,0.58827305,0.11600884,0.11975845,0.15768158,0.17102182,0.2381693,DO_SMymzSmg
0.12156916,0.2205925,0.07235431,0.06931809,0.032787304,0.047954615,0.033876672,0.044425543,TBfErW7kuAA
0.17865211,0.30068123,0.2778196,0.04131502,0.09391458,0.12413714,0.110923365,0.100788206,ftVUrNbAVeY
0.26330593,0.27222714,0.11720471,0.055333257,0.032227114,0.11318913,0.08647858,0.04876828,KUXOQfh0ZKY
0.27885008,0.24640039,0.12477607,0.035134587,0.037646998,0.055824474,0.05431485,0.03899407,UEZBbDJZOfw
0.16588265,0.24753727,0.101172574,0.053335425,0.06633583,0.10991403,0.07971474,0.098034985,YOQt39r_pqE
0.013483588,0.42624876,0.16181163,0.16620636,0.14181755,0.1637415,0.11342109,0.15353037,Ivu_OL0I_-A
0.18389885,0.28248557,0.11548511,0.1334155,0.054020092,0.06756507,0.052261636,0.06668501,cqH9A67td5U
0.14698796,0.32341963,0.67967445,0.1019289,0.12747182,0.1405856,0.1647835,0.115530215,O-z66n224pM
0.05515487,0.36548477,0.14148201,0.0471521,0.083287545,0.1616234,0.096324585,0.0752493,nyyBl1wLe8g
0.17250723,0.3327714,0.18296917,0.0741129,0.052494686,0.11926822,0.07111002,0.04473173,TAIV6xFQZK0
0.109875984,0.19958049,0.096872,0.058929358,0.050178368,0.06099938,0.052982956,0.046773918,HVo5jMwHZl0
0.10652868,0.16844252,0.08418101,0.0765103,0.029943781,0.04325133,0.04075474,0.04909973,SW-l-x2fOEI
0.15426834,0.31598595,0.025983052,0.016798683,0.04949333,0.013518214,0.009105645,0.05268435,slJXUI6GlW0
0.003668083,0.28234038,0.35252365,0.039254878,0.083196715,0.07001478,0.07496007,0.050440088,wpZzbAeVxAE
0.18964404,0.17508316,0.049910113,0.025005542,0.012146777,0.022085298,0.014238406,0.018167606,-Yo2dSHB4i0
0.20390625,0.34834084,0.27902424,0.057331093,0.1047645,0.104821056,0.14246103,0.14874738,ic3gMp4XYIA
0.18946627,0.27603972,0.13358398,0.09978092,0.17959476,0.06287187,0.109153435,0.13306217,CmMCZEhSXQ4
0.08018757,0.28201792,0.23168385,0.1580154,0.10572678,0.11764163,0.10845168,0.11477238,s3GeiAKJYI8
0.13304369,0.25553662,0.14715259,0.1943727,0.09186525,0.1032626,0.094797164,0.09100607,6TNC3FfhB84
0.12025103,0.5152017,0.5857978,0.030327583,0.12850522,0.20753999,0.16831836,0.12389279,-c3L90nsesw
0.22073635,0.20043136,0.10737779,0.0050326632,0.056250744,0.062317442,0.06516323,0.057809137,mkaxmTDJ5fo
0.0806445,0.2817529,0.10381601,0.055333257,0.028958015,0.05142056,0.038257603,0.022572758,d4lXSMxaD60
0.2371039,0.3089759,0.15457302,0.13700475,0.08046526,0.100499235,0.08261118,0.09257743,OFvmH70UsCA
0.14742567,0.21502854,0.1800798,0.08367105,0.020442434,0.05357687,0.038087137,0.03291202,FZVuil3hNZ8
0.0746223,0.16460517,0.059185613,0.112788886,0.03446145,0.033752978,0.029935952,0.041901447,GdsEY9dqZ5A
0.18493327,0.6709188,0.2414442,0.1884524,0.13190795,0.15753418,0.14439583,0.11507861,DEGD6sjQ0nE
0.3216206,0.27391106,0.115808256,0.13146462,0.051315904,0.06457268,0.05022603,0.065175265,9Eg-rk2P1Ks
0.008054266,0.33187327,0.055916876,0.026722329,0.06868364,0.037215497,0.019940903,0.06139581,07il8wZR1Tk
0.18180047,0.2216227,0.16151293,0.083939545,0.01378521,0.030680211,0.020870956,0.020955035,MMCT8xqebZY
0.14472537,0.21775533,0.10924574,0.073313765,0.06109604,0.045639727,0.060106553,0.113959834,ul0sSjf9wAQ
0.27616698,0.3423063,0.2815619,0.08420804,0.11124693,0.10373788,0.10111662,0.072555795,GdQaqhnLs-M
0.014403236,0.21338944,0.387384,0.20449556,0.2004052,0.12005847,0.17666873,0.4991511,Zjb83K_5Zzw
0.06909308,0.24856937,0.2112357,0.09494796,0.119790666,0.0678627,0.08688835,0.085403875,0r36VFz_5pc
0.07444316,0.3778469,0.30761737,0.0035228643,0.06442674,0.1294553,0.087150075,0.130367,GUeEOg7RRDk
0.062210474,0.4566053,0.6056305,0.0801064,0.2749742,0.14577606,0.15682077,0.29253256,l4aVbY-tJWY
0.15879042,0.3605457,0.19983411,0.017701091,0.11220701,0.06861264,0.09026167,0.21114044,T8ejTslXh3I
0.095314115,0.5038367,0.48347265,0.015757442,0.101901695,0.19695236,0.16472465,0.19182765,amI7d_0YWaA
0.18437207,0.74069375,0.1655959,0.057331093,0.050104965,0.11736141,0.062016066,0.05582453,Y30O3huadXk
0.12626915,0.15094297,0.077624016,0.10763696,0.031446185,0.05755111,0.058648005,0.051130697,tvYtTPPGyBU
0.22424448,0.1931658,0.07097358,0.068918526,0.022243537,0.038467366,0.031187668,0.032191973,9lXVrc8bPSo
0.15846264,0.18965769,0.08739678,0.032559406,0.021520508,0.03542961,0.028745657,0.032351766,2pWCU8S1swQ
0.08794137,0.3522618,0.25683585,0.073313765,0.07502535,0.12537394,0.11112996,0.05149055,statDsZR5MM
0.019063985,0.2323698,0.075795546,0.012078391,0.05191567,0.034936827,0.046155572,0.06815151,wtcyHQz7vZ8
0.43666092,0.31830588,0.24602215,0.09172598,0.11629458,0.065747865,0.08717808,0.08271053,kOTI1N0zozw
0.08056292,0.21465741,0.09423294,0.0495556,0.02813703,0.045425236,0.037894867,0.041983925,PyPWtIFIzbk
0.10321013,0.20863998,0.13818114,0.036336336,0.1188958,0.092767425,0.09293802,0.11743538,gLvvoveNCj4
0.13800456,0.32570192,0.1813152,0.09065199,0.36054435,0.101381294,0.1768038,0.13771956,u2iWTNWwKoI
0.28453508,0.21749942,0.09565695,0.044748597,0.039393935,0.050600104,0.047307033,0.0460901,1pEx9CZeeSQ
0.03450517,0.7007461,0.30377182,0.039598234,0.04744596,0.11892925,0.07624994,0.09935478,4jPkZau_ylU
0.067888305,0.33842012,0.3896193,0.026894007,0.053657427,0.08023013,0.06722058,0.13100673,Zs9kwB5wM1w
0.09476631,0.2364772,0.21312542,0.046465382,0.041905638,0.060615756,0.04845112,0.021810489,eNtv1_8MQds
0.098070174,0.25611857,0.10345135,0.046122026,0.029517086,0.03236126,0.021121992,0.039373808,vTo5GrPMjBY
0.07815533,0.39840075,0.45865923,0.034791227,0.055739507,0.121162474,0.085841395,0.155426,afdzUKgV6Ns
0.06699411,0.42435947,0.17762671,0.03221605,0.043007005,0.03645595,0.029405404,0.094966,UgGeS0XlopM
0.21076845,0.3010755,0.37657082,0.10461388,0.20173362,0.14940263,0.20403863,0.18709862,O-zce_QDJB0
0.38283816,0.36279982,0.24024183,0.13879937,0.14125532,0.27574956,0.20648718,0.20511957,qVHj1y7-_Bo
0.20130566,0.21402857,0.07927061,0.07251463,0.037937194,0.07745718,0.049420025,0.054771245,tS1RKFJIl34
0.022383263,0.6807499,0.2065657,0.068918526,0.111077815,0.111049876,0.07899631,0.12197564,2RPD2CbqGts
0.45598558,0.30839744,0.1936143,0.14956708,0.06615806,0.13138178,0.08246735,0.12495286,OtlT6ojNTY8
0.1100056,0.32868662,0.25286636,0.09494796,0.07214459,0.031972863,0.0401204,0.07660286,zutMhrF2hu0
0.27653894,0.33112943,0.46751752,0.090114996,0.11706098,0.12421679,0.15185755,0.13213226,cdSzAOgSuew
0.38246745,0.32645944,0.27021754,0.13082063,0.09874382,0.15150984,0.13084128,0.26379788,Ya77wQhxDLw
0.008853787,0.26105246,0.09435791,0.038911518,0.03226928,0.055424787,0.029633323,0.05077574,wbfKadQpz-0
0.096898995,0.2864999,0.18883255,0.05852979,0.22522669,0.18174163,0.22568665,0.15276392,ZQKFArIK72s
0.2169008,0.20677495,0.05825042,0.0334178,0.02178167,0.028277315,0.01943523,0.026416223,JaFWBPOIs7s
0.25400642,0.33258435,0.15986617,0.14463188,0.112941794,0.1281158,0.083229825,0.15747,isWhM_62bvs
0.19494678,0.41411304,0.6449315,0.16035037,0.16746724,0.2642416,0.19308627,0.18626614,3LeDCbZl6Qw
0.089376956,0.37017938,0.2618311,0.07690986,0.09908652,0.14169414,0.13173723,0.06932733,Gf0EmE8lQdg
0.44592044,0.5530681,0.2216025,0.111500904,0.119849175,0.13589925,0.10827665,0.08756326,U4P-eJxK1CQ
0.03864551,0.35434318,0.2813691,0.1423886,0.12327566,0.099682555,0.09387756,0.11931676,urCHHKDrmU8
0.31003663,0.38111204,0.23276953,0.2297899,0.14443114,0.088008694,0.08236456,0.047009863,I8uK2nYQbLc
0.17029732,0.19510618,0.079024516,0.029984225,0.034780666,0.03761409,0.037025176,0.050486665,c_Wa9vcxxvI
0.16567676,0.37933496,0.31029886,0.09279997,0.14878935,0.08795432,0.11058415,0.2490364,ovOV2LZALSY
0.19029626,0.32674024,0.3218156,0.1609341,0.15645544,0.11902971,0.10650464,0.09294411,b0nWcBVvhd0
0.2019027,0.24707587,0.10239202,0.17661177,0.06374357,0.093396075,0.07441573,0.08163111,DeFv3pg_Fxk
0.031751405,0.2422659,0.13738933,0.01999182,0.07483171,0.056761693,0.07699842,0.10027911,Gn3eE4jaKRA
0.09164291,0.41486737,0.13425769,0.033761155,0.22995278,0.16597565,0.15255028,0.20800723,A5gwHrKhObU
0.04331504,0.28478745,0.21046789,0.06132676,0.14020811,0.090914965,0.11557077,0.16492914,nFWH8FRwM9k
0.15320204,0.25306267,0.16121988,0.001492445,0.17079203,0.0772897,0.13433255,0.10668058,k-8iZwXFU_w
0.104934536,0.20898765,0.046107244,0.021657806,0.010059773,0.015913986,0.012002935,0.012294898,9k0yui_z5cc
0.26645115,0.29842746,0.1499074,0.13655609,0.028809352,0.095049106,0.06752756,0.062185533,gmG4fx8Xncc
0.069938056,0.46193156,0.27917063,0.05413456,0.024537304,0.07732301,0.041100208,0.03988335,AAQfOPUwJ_0
0.22118819,0.33462507,0.15513688,0.15276173,0.09331806,0.057235003,0.057265826,0.08309345,2CmrMRXoA8Q
0.040066596,0.33708555,0.08084409,0.06771983,0.05622004,0.03461212,0.03309329,0.052518368,3eoCPOS-zXY
0.07944907,0.19096462,0.045692645,0.089577995,0.026610827,0.03035194,0.028117783,0.030464474,wpOkEy7-jw0
0.018344954,0.29535905,0.75898826,0.20302857,0.22052172,0.14398518,0.2361731,0.24496792,vLupFkwTh2A
0.073474914,0.26630726,0.14571096,0.0041476088,0.020683985,0.03556833,0.025020149,0.029009057,L7hOruLHzoM
0.29865435,0.2982506,0.21074627,0.05133759,0.033751395,0.066745706,0.05398046,0.029132925,m9BPSyvcReo
0.16869675,0.40503573,0.16315399,0.1008549,0.07252036,0.16637324,0.08090837,0.095584504,E-ptz44IND4
0.03510243,0.37308094,0.14383094,0.040628307,0.05742688,0.14120133,0.08989467,0.10860784,2Trw5LuQ1mM
0.44991463,0.33441088,0.49413043,0.03753809,0.10217378,0.101382025,0.11295673,0.19738686,kqwj9YBkgPE
0.47679198,0.23802297,0.23322877,0.26817688,0.20193109,0.08987357,0.20899375,0.13788806,pQKwHWaa3XA
0.36168414,0.21086723,0.11393352,0.13082063,0.04197664,0.052088015,0.044138476,0.062905386,j64A8SMp7ag
0.27261207,0.3177115,0.49589065,0.11665283,0.13901587,0.16695304,0.25353476,0.1437845,5oMJ1lcf5OM
0.4419046,0.29204547,0.18113558,0.089041,0.024630276,0.04944981,0.047797665,0.034733653,7DcL66gvl3E
0.23017572,0.64442956,0.23486373,0.09172598,0.07202626,0.18123157,0.09508217,0.13784266,Sh8qJmwKG3E
0.028009094,0.21678934,0.10575428,0.07131593,0.038752127,0.033747714,0.040434323,0.054336615,nyDsm0X12n4
0.18645796,0.46180016,0.16983935,0.06332459,0.098983176,0.1157326,0.09610717,0.14234464,SBRwDmwOcSg
0.18517368,0.2366956,0.07477488,0.015549194,0.031102547,0.04628895,0.029847357,0.08647868,O-MYG5Ukm-I
0.22122063,0.20660262,0.08833845,0.09655894,0.027818402,0.027454855,0.027546098,0.028983688,gWUbbKcsq4A
0.04092889,0.3949573,0.046186868,0.016521018,0.017604217,0.03673008,0.01695861,0.01230884,G0491QKE-jw
0.075386986,0.3920008,0.37339857,0.017770508,0.056321688,0.18191306,0.12267627,0.13468952,8W3QCaucx_M
0.038625777,0.4273437,0.27164704,0.0358213,0.114588335,0.090405986,0.12322783,0.20033516,XQWGAEI2LRw
0.02787769,0.41978762,0.23559178,0.1609341,0.23720051,0.16379501,0.18021008,0.17976914,wCvRIHAOZTI
0.14806533,0.41542867,0.15307084,0.065721996,0.111521006,0.10168218,0.069075525,0.11645496,wpkCJC07e98
0.5680319,0.3118166,0.47880048,0.13879937,0.16323625,0.1021746,0.1323331,0.14081852,5SLK5EUW_rI
0.13588564,0.232706,0.08699304,0.054534122,0.027771246,0.03971823,0.025262363,0.04286926,-t8e-BIIWqI
0.09946475,0.2655307,0.07477592,0.08689302,0.06274381,0.032895796,0.03606163,0.059642624,erUQxXQ6Pts
0.028128866,0.39893755,0.37681833,0.036679696,0.15238325,0.14436646,0.18789159,0.20502824,2rezhMEupuY
0.2833738,0.6590673,0.26024616,0.17449278,0.24482827,0.37172043,0.30791298,0.17691205,xmsriUeFBAE
0.02959996,0.55901307,0.32670265,0.0789077,0.16059421,0.28581458,0.21763569,0.18359026,FoQxIgBTCNE
0.19582197,0.25581,0.054710805,0.04268845,0.031022448,0.025725879,0.015557805,0.025737366,V6WD2OHn4J8
0.39608148,0.18501666,0.089562304,0.06132676,0.026469871,0.027667236,0.020872254,0.044367865,4aokBb1-ao0
0.2048937,0.2232745,0.46999872,0.06372416,0.074213356,0.029913224,0.06964567,0.16837952,37DhqSLx4Ws
0.29049444,0.3144797,0.49759674,0.15042676,0.17807311,0.105885096,0.19290452,0.22907245,D_mQG3T0hj4
0.21336997,0.26503703,0.12961632,0.1464265,0.016148353,0.037209414,0.02578249,0.011207424,S6ULzyYBWsY
0.12342711,0.2886561,0.28428885,0.039254878,0.10456627,0.11892087,0.11949294,0.111558296,uir_fGpYUBs
0.34934527,0.69556445,0.71788543,0.31682462,0.44846186,0.6348569,0.5678541,0.2992663,Hlg1dN43xBc
0.10603587,0.1861497,0.11091184,0.022351967,0.05342498,0.055608198,0.06848785,0.0638656,Qxdo7YTGQHI
0.058960628,0.38933578,0.2059642,0.09978092,0.024295133,0.07045765,0.03186408,0.03152326,-4CDUUCtmxg
0.07284596,0.2414008,0.0699138,0.011731312,0.024511212,0.029027881,0.025557976,0.035704125,VreRfKpgi30
0.10170485,0.2778072,0.387083,0.2712817,0.168487,0.10019934,0.17908768,0.10891539,tDAVbVtIHEA
0.01112438,0.27007893,0.15583359,0.019852988,0.12024972,0.06646038,0.10494986,0.14463511,JJweTnBZSGA
0.17086731,0.3784128,0.14404453,0.104076885,0.21219267,0.15438293,0.2570707,0.1138021,r4lLlxaQimI
0.09256508,0.8476456,0.31948212,0.13700475,0.094369486,0.34015056,0.183402,0.11774016,Wm--I_s4wzQ
0.20086734,0.33471936,0.50857806,0.3437808,0.45015264,0.2444211,0.5061605,0.38377893,GUnPplbhOmc
0.10056058,0.29328793,0.08934202,0.13206954,0.09961027,0.07503076,0.05469086,0.07735938,3nBn8Jy4htQ
0.07500548,0.48156545,0.29612824,0.001631277,0.07765872,0.094709344,0.081000976,0.07479558,_-JNJ70sv84
0.07008224,0.23914737,0.07883603,0.036851373,0.054319426,0.028149944,0.021286698,0.07170283,Dj-plj6mubk
0.11531507,0.2682806,0.10734737,0.123736724,0.07220666,0.1110526,0.068691075,0.11649259,huWplHjmWrY
0.12159608,0.26078847,0.3395971,0.08850401,0.13755639,0.07818843,0.101774566,0.15000841,lM-ArcIoIts
0.2715696,0.24140765,0.37243143,0.022945397,0.10083648,0.09707413,0.12628488,0.18143208,OOXzyI5FM0k
0.12438183,0.6048448,0.2139843,0.09387396,0.04545806,0.1501113,0.0964477,0.09719805,5nHdBqZoCD4
0.07425118,0.44538593,0.5166581,0.14956708,0.19327845,0.20710346,0.2021785,0.26333916,XrhZG0vM8bY
0.077133514,0.94505495,0.19417939,0.06372416,0.06432042,0.2992324,0.15502906,0.11079483,FapjBgYTZJQ
0.18517564,0.27426425,0.24661472,0.14822112,0.035510894,0.0636797,0.09779764,0.051268052,qTIQlMW0Hs4
0.1533485,0.33109516,0.114726715,0.026035614,0.034698553,0.031305257,0.024414778,0.035313763,GFgNmJ5oiEc
0.27528843,0.29495847,0.10435597,0.12244874,0.07111251,0.04484523,0.03745443,0.059938654,pYvGQGdVt_w
0.36347264,0.38955912,0.2983144,0.16413476,0.32441688,0.3584568,0.38050425,0.22749437,8Tc69AHRxCU
0.14453809,0.4056818,0.27161136,0.080905534,0.120538585,0.20095067,0.19318411,0.15240139,fnL6FzABSnM
0.01777338,0.42400214,0.15685952,0.08635602,0.09431351,0.11246449,0.084451504,0.071114056,ZbsVf-YnzsI
0.007472937,0.62473077,0.16437963,0.0021692514,0.110384725,0.4639886,0.18027975,0.098434746,qHAu5f9pgBY
0.31209823,0.21740153,0.07975912,0.08850401,0.0072829444,0.043307483,0.0232552,0.023155589,eVMWYcI2d6I
0.4694692,0.49902013,0.5765631,0.05613239,0.43575257,0.25683022,0.23990491,0.2911011,rvaP8QKAOZ4
0.018180337,0.18970951,0.09167735,0.03839648,0.05199419,0.060718607,0.068494424,0.05634661,JSgLjXN7S48
0.019771932,0.2749211,0.20336668,0.02054715,0.120327756,0.10103964,0.112675115,0.28322583,iYFD_lK5f4g
0.08996638,0.5015455,0.54940575,0.09924392,0.08871034,0.17685145,0.1359718,0.22757165,5kEVuFf0R94
0.18224029,0.8981763,0.2576582,0.18549223,0.05580312,0.2251577,0.09673703,0.09396927,oqNG4IqFxM4
0.16739175,0.35450178,0.3743058,0.0035575724,0.11898448,0.10245247,0.10478238,0.17286672,Oxe0sScTr5c
0.7082855,0.77703357,0.22719862,0.18154536,0.052062638,0.09930488,0.061975434,0.048245136,4D4W9ueAoLo
0.3587555,0.6762404,0.111154966,0.18549223,0.05093334,0.09700312,0.06208259,0.06873064,vTpZxa9dvwg
0.087546155,0.37351334,0.46314958,0.050242316,0.057784945,0.07869014,0.07949534,0.1090687,t74IRiGDFa4
0.13629213,0.24738955,0.4440013,0.0051367874,0.053414837,0.050539184,0.07148012,0.09289131,7XRLXn0DfiQ
0.036529165,0.3443359,0.22372422,0.018881164,0.031048866,0.04700695,0.033252593,0.05197394,TfiQtPygqY4
0.35150996,0.29702407,0.07571137,0.018048171,0.027217878,0.055181187,0.04493534,0.03536995,rd_SwWWKy7g
0.025275383,0.49715072,0.37923172,0.058130227,0.27375895,0.16900563,0.168218,0.30134448,J253sK60m3M
0.052387375,0.2884266,0.18023227,0.11085691,0.04120271,0.13413191,0.10341985,0.071032286,CCYmTrLtWJs
0.040203102,0.29316542,0.26526362,0.15684792,0.1770489,0.101041935,0.14263235,0.17604558,eyzkh2Wc2ug
0.38174242,0.6178393,0.13252091,0.060927194,0.05628964,0.23532103,0.104885355,0.11942165,zicDlg0brA4
0.25756288,0.900741,0.48112258,0.29855597,0.09795682,0.7407407,0.28308448,0.11300965,rPMASBIxBG4
0.17812377,0.34063298,0.4488765,0.02655065,0.15384746,0.10980496,0.13734002,0.17694743,MVKbftaZx-Y
0.13497713,0.24217899,0.2146324,0.1539292,0.20225452,0.085578315,0.17009361,0.18904717,VaXHtai2alU
0.15489866,0.3171761,0.15293357,0.2712817,0.13403945,0.13334128,0.1273485,0.113761276,3s1IN0KUgXc
0.047666397,0.2725338,0.5610279,0.05493369,0.09555152,0.08259169,0.13355994,0.1454705,V5D9C075Kho
0.1776205,0.37420925,0.11188334,0.07371333,0.063905045,0.07338745,0.0416114,0.094722755,lEwYj7P487I
0.29864657,0.24286295,0.6111957,0.11021292,0.17731705,0.2007268,0.18435249,0.28044513,VTGusPZCeyg
0.12056225,0.18951122,0.1612886,0.040284947,0.014734026,0.024019187,0.024061829,0.037282985,eQp7XQPD7Kg
0.17669706,0.38927782,0.11568936,0.094410956,0.059293486,0.07943321,0.042520404,0.08822421,EdgGo8TMRLw
0.27773213,0.58363456,0.4281992,0.21109697,0.11486114,0.3344846,0.14590073,0.27952215,ixygYrRYDQo
0.14487433,0.26798394,0.04619967,0.0021952824,0.0070605776,0.03150337,0.008168474,0.0058505787,z6wk6_kZwPA
0.06319044,0.4171663,0.15547365,0.035306264,0.11195183,0.10423409,0.07097364,0.117955066,Pv6b_3NSfqQ
0.12778276,0.15522523,0.04518069,0.08501353,0.019237572,0.027044667,0.029442837,0.02816296,OsIc1U7n0w4
0.29902488,0.3286524,0.5382068,0.08850401,0.10795855,0.071415916,0.090170905,0.11040043,ysjwd6S5fqU
0.37600085,0.50208014,0.10693068,0.21186037,0.11156539,0.1764101,0.15317744,0.19622907,CATivazYtuQ
0.598343,0.53317165,0.46355474,0.17034957,0.14178456,0.26937774,0.16560835,0.23608893,6-HBH7DaGR4
0.07571928,0.40336898,0.15855727,0.045778666,0.102619104,0.11507044,0.07382294,0.115494035,j-PClaXc2-Q
0.065319166,0.1933164,0.28206933,0.022773718,0.021854086,0.04442551,0.0510502,0.032040954,PLlLJXOSQR0
0.053775787,0.3866252,0.24581164,0.05613239,0.014691177,0.04977044,0.033058498,0.03465536,dw0ht6Rt-vI
0.0380179,0.35741746,0.51463795,0.049212243,0.04851983,0.05965561,0.07983368,0.14173694,8ii202RoEd8
0.2014135,0.4092526,0.14390302,0.09924392,0.08564344,0.07369296,0.043594737,0.10775573,ea0EhkIYvoU
0.272844,0.4835151,0.0657331,0.12953265,0.042196784,0.11421502,0.032902677,0.07966007,YgN4HrozwD0
0.26077375,0.967854,0.04714187,0.16551583,0.062429313,0.19499405,0.11153132,0.1021618,qAMimJ5SUd4
0.26976496,0.33877736,0.31544882,0.31629145,0.20134567,0.1862867,0.23343347,0.17252511,TONhhhuevsA
0.006509382,0.8737783,0.31619415,0.011661896,0.08286204,0.32079995,0.14728776,0.13761,x2eorR-s5Js
0.33569357,0.23482227,0.26602358,0.07091636,0.028734764,0.03842017,0.03816092,0.07621324,syfvkRZcfyU
0.016301207,0.33937454,0.20118096,0.020963646,0.10373612,0.09525577,0.1503336,0.080479845,ahngBFE7JOo
0.1897772,0.23390496,0.077796735,0.038224805,0.038970146,0.052869063,0.047455516,0.042285852,uB3PHaZFYYQ
0.2758611,0.39926568,0.2474711,0.065721996,0.07416344,0.1561546,0.081177756,0.074598,1SoZgaDochw
0.45517552,0.6194183,0.092174955,0.0729142,0.1301553,0.13122427,0.11039304,0.055689663,77nq2n4qplU
0.14284424,0.24773578,0.068171464,0.0009110856,0.043672405,0.041155472,0.054899964,0.13246493,NOmYIYCiEto
0.16552484,0.38870463,0.121451445,0.10031791,0.06915377,0.078619115,0.04680126,0.101808466,gWP5J8aaGoQ
0.2508929,0.7073653,0.60572237,0.09602194,0.21310568,0.27834338,0.2005252,0.37380576,UaCnb0ScaxI
0.04851446,0.7692928,0.24517421,0.03187269,0.0636268,0.13458902,0.08949593,0.12237778,IlxFtzb-NKA
