PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_PROFANITY,PERSPECTIVE_TOXICITY,PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_THREAT,PERSPECTIVE_FLIRTATION,video_id
0.052104775,0.113652326,0.032270115,0.11729682,0.044025272,0.030884659,0.26425546,0.37694326,oKkNkcLeZbw
0.06334638,0.080927566,0.09307754,0.13835071,0.11249813,0.066397555,0.20769447,0.24584828,eTg7IMXn7Ng
0.093375675,0.13845564,0.09519683,0.06372416,0.08330844,0.14631474,0.13201645,0.40664965,1jrT7LmonnI
0.0800558,0.15800172,0.12157533,0.22510603,0.24214806,0.037860837,0.13647448,0.2161571,gZWVeAS6esY
0.081193015,0.10274144,0.08834944,0.035649624,0.07735227,0.03855199,0.14096574,0.2651857,uiQvDS6iL-Q
0.046890475,0.027098937,0.04007997,0.123736724,0.073442966,0.032155983,0.10933149,0.23168492,33AENfR0bOM
0.068856485,0.28254253,0.29639167,0.03427619,0.13238813,0.14262608,0.06346016,0.19063066,v9M81TvLQr8
0.06952632,0.11325369,0.040556207,0.13206954,0.066829145,0.0375034,0.23580265,0.33947983,xeZXaz5r8Z4
0.043896757,0.13021173,0.023162827,0.05773066,0.027815616,0.026026987,0.1019922,0.25857845,CwemfdxhJT4
0.03991032,0.17957975,0.032584768,0.089577995,0.04694523,0.03370461,0.23125535,0.2916044,8xeatuPtCaE
0.048995897,0.05069363,0.035049807,0.03049926,0.031027306,0.058344003,0.14646356,0.26066127,XWcL24QOODg
0.02520322,0.118191,0.017535398,0.011661896,0.028513206,0.023001771,0.0832386,0.25008896,7f1RoBMo-XE
0.046211712,0.23965105,0.04817831,0.05253629,0.08638114,0.033820983,0.10623037,0.37107444,zsLvuodzGhI
0.09670221,0.16666079,0.09472919,0.034962907,0.1165422,0.07951921,0.16682173,0.24824643,UGlauIn9tRk
0.0394012,0.14027597,0.03267961,0.040284947,0.052800875,0.04896998,0.122299366,0.50710654,thcahBpd0p0
0.082450755,0.032202657,0.14644359,0.017006932,0.112575546,0.11427465,0.33926815,0.49302578,c7H8pE-fta4
0.025336873,0.120584056,0.017918132,0.021102477,0.030173775,0.019546501,0.054102823,0.15600902,hGcI0XAtssI
0.03531682,0.097624525,0.04856876,0.042001735,0.0441083,0.05321132,0.120836966,0.26159725,1sMDXFhSRmw
0.11730335,0.00013333073,0.15443075,0.06652113,0.12491371,0.086577654,0.3029324,0.35636833,X8bgcO9b9HI
0.025641046,0.07995605,0.022867477,0.0495556,0.035247244,0.02401081,0.08157465,0.19180603,GM3_ZQgBM9o
0.012950785,0.14836772,0.011050586,0.07850813,0.020811502,0.018004984,0.0864737,0.23384072,NbHmPKFDegU
0.17866835,0.12800111,0.17947304,0.044748597,0.22627364,0.11700929,0.1646316,0.25806442,1Yso8mYJnEw
0.05597637,0.03148401,0.053246528,0.0741129,0.03772405,0.08117837,0.18831934,0.27911896,-M2O2Jd3G8E
0.25247136,0.06346117,0.12476472,0.11665283,0.11775285,0.10579695,0.1880066,0.27570936,OXuVCDH0TUU
0.0740168,0.040553015,0.10622241,0.12695669,0.13072914,0.09144226,0.10024478,0.7784964,S2n7cScHX1I
0.07843992,0.11486665,0.056790333,0.13879937,0.11648285,0.065229915,0.2446481,0.41500998,yh0hyCSQqKE
0.111643,0.022588799,0.058933917,0.023460433,0.0981926,0.03442698,0.23687655,0.3020065,gJbQR6T3XG8
0.040643945,0.17139855,0.03949736,0.03856816,0.111180626,0.01932338,0.10016738,0.20921241,qmOaBl7N9A4
0.036602423,0.06549878,0.045133714,0.038911518,0.06957993,0.054691616,0.101961225,0.2933238,cPGtTiwIjWI
0.110245496,0.6238922,0.08150847,0.14014533,0.12339199,0.08255875,0.3832458,0.37018925,jSkwy9tmZn8
0.034652296,0.12898271,0.026589004,0.09333697,0.038659345,0.02456368,0.06742385,0.1789751,TsyuFZSXTyA
0.050049357,0.10291151,0.046454065,0.0358213,0.07799098,0.033054963,0.1290972,0.19225115,ReRuFiHVyog
0.26818606,0.035734087,0.1385198,0.09118898,0.176135,0.13670954,0.41706818,0.53023916,FY8PZ7wFORs
0.07659096,0.12680812,0.12026911,0.04406188,0.14898333,0.15823819,0.1527629,0.3754501,ikUkqzH84eA
0.06663475,0.20195436,0.06217713,0.14597784,0.12062169,0.032827236,0.29772294,0.38785115,8KN6QPT1mK8
0.067725115,0.000525855,0.09212588,0.22979778,0.0836167,0.0750361,0.102850646,0.28739116,dD378QMDxcI
0.19712229,0.22129613,0.50909156,0.36805952,0.7254304,0.2107696,0.36912656,0.4528021,2RZpPnNOj30
0.046149705,0.052767973,0.05927727,0.029812546,0.075971365,0.04618773,0.09809529,0.20457779,4doLOcoEaUw
0.03193989,0.25155568,0.024382418,0.09387396,0.03956574,0.031756505,0.061958194,0.23325634,gKqUlG-XLWA
0.01500653,0.46269345,0.009906986,0.015826859,0.011921251,0.015608788,0.04438862,0.2483164,93YwFbqwDzI
0.14060993,0.09612754,0.06293152,0.035649624,0.11170163,0.044697765,0.23718736,0.35592508,mQe9FgXZnjI
0.024954917,0.037780754,0.03426639,0.079307266,0.041233044,0.027943358,0.058974598,0.1643869,UYiVtcena3c
0.022228155,0.024229422,0.015371308,0.032731086,0.036067285,0.023359977,0.074295506,0.20809248,RhL-gnUGlc0
0.3148388,0.09148461,0.27393475,0.22333995,0.26640818,0.20408274,0.40014938,0.49496686,_sxh00YVEdE
0.034425486,0.17583783,0.03667348,0.02655065,0.043230817,0.03288758,0.10723356,0.18236427,3pCMxuoNeh4
0.023795668,0.119929165,0.013248561,0.043031808,0.01829533,0.01617489,0.07080107,0.24176608,4JakXe0jiSw
0.11971993,0.11358672,0.13970482,0.29163063,0.10164681,0.06539732,0.60347116,0.20368882,g_PI__u3tjE
0.041986,0.031545695,0.055803567,0.031357653,0.056867857,0.069326624,0.08879556,0.2903224,ld7Kgrrg2Kw
0.030378953,0.01827894,0.03710582,0.00315843,0.029407429,0.034955878,0.14326571,0.32115847,ax1p6-67tqw
0.03221807,0.09221535,0.023243459,0.09709594,0.0243755,0.027978575,0.22369349,0.31076887,DXJ7Bg_f8hY
0.027905889,0.023963628,0.03672576,0.043375164,0.037134778,0.044203535,0.06514308,0.26822388,iPIaXrDqWFc
0.070374526,0.18124358,0.09698106,0.10515087,0.11295177,0.06284915,0.23753913,0.326339,GOhBUvvDWwI
0.18497276,0.4366993,0.23379162,0.40636617,0.6770498,0.07155682,0.22186284,0.26941568,nVHt_74GVic
0.036261592,0.008364452,0.042950965,0.04543531,0.07258577,0.042087942,0.044709787,0.29942206,ZdAvnS3cWxY
0.09660562,0.041127205,0.07233309,0.025692256,0.13080846,0.030475058,0.26312217,0.2650583,TFQHQjvf6SY
0.063537404,0.033047687,0.030206976,0.030327583,0.04876249,0.023246171,0.14534876,0.30552667,nBlaIrKvI58
0.08210311,0.15169674,0.0747533,0.0813051,0.05480967,0.06564665,0.14277092,0.4408221,LPISKqNKySc
0.052233476,0.08309079,0.050966606,0.08581903,0.1418516,0.0232295,0.108033635,0.20336595,5FIyoILxUzo
0.051061444,0.0023853064,0.05061913,0.02792408,0.045106858,0.056345355,0.07728175,0.25395542,N8bJkj_NdBA
0.25414944,0.18285617,0.07735074,0.065721996,0.11781929,0.08732445,0.30706418,0.24235612,rmalylVDxao
0.15119189,0.013966785,0.13441846,0.03994159,0.11972934,0.15162562,0.30326745,0.27358103,Gvb31v_OBtU
0.054973897,0.19791092,0.08496078,0.2712817,0.11482819,0.038879395,0.096712135,0.19964802,YcKYhuI5qhk
0.01628675,0.17653857,0.007964793,0.024662184,0.036634266,0.010367328,0.04870857,0.2354505,ceDJUBLKGtU
0.01834427,0.31056592,0.018135982,0.105704986,0.032717716,0.011743795,0.05698345,0.17153828,Rb98TRLZMTM
0.04163506,0.052868325,0.07240449,0.089577995,0.06579734,0.0414915,0.15936364,0.25028172,C0aRS0Vylas
0.035352185,0.014501937,0.05510699,0.059728492,0.028427238,0.043430455,0.21719903,0.2579587,pmExy3zfW9Y
0.029791877,0.13168935,0.033516366,0.055732824,0.037806187,0.027962074,0.20455784,0.23342045,d1L28T6egO0
0.054939043,0.27705666,0.030661441,0.20009461,0.0362225,0.049595013,0.10353498,0.30641338,9sPIecsUx1k
0.08902687,0.13002214,0.062168572,0.089041,0.052592266,0.111408606,0.2634834,0.3277564,upzFCJO9bqE
0.097700834,0.1803406,0.1388086,0.12309273,0.29428196,0.05952561,0.17444617,0.2377182,HkvRe2GmPOc
0.11619698,0.19040446,0.09537326,0.1414913,0.076104134,0.08528318,0.24975368,0.20765728,N_qNvD3rdRQ
0.06959916,0.10759694,0.06480961,0.029812546,0.074829794,0.039066315,0.13858,0.28280774,nGWUZ72vH4M
0.023853572,0.06376187,0.022826293,0.033932835,0.029405503,0.023508262,0.072085954,0.15642339,XWzwkvuGEyE
0.0144992,0.480814,0.022326918,0.051737156,0.029274017,0.019584036,0.046220098,0.18571825,cOKe0__l9Bc
0.03663157,0.37465522,0.033534806,0.10828095,0.07145205,0.02793905,0.17005342,0.2499494,ILmMNMfjzT8
0.03446001,0.000118006705,0.059123293,0.04818217,0.10275571,0.020358544,0.09062839,0.2821354,wxGj34FZelM
0.015151994,0.19159018,0.0148235755,0.028782474,0.020944355,0.018558685,0.06606876,0.29943052,fv_hLwD0REQ
0.014140013,0.012978245,0.024855047,0.070516795,0.022928284,0.037193473,0.05525316,0.2680925,RMW-altm1Qc
0.03303791,0.14742082,0.02054083,0.105704986,0.04777676,0.023110487,0.07103403,0.21025042,bNAaEfsAyz8
0.04345618,0.07724119,0.0193993,0.062125895,0.032390088,0.020519262,0.2120214,0.3686307,iXgEtLVmhYM
0.07193388,0.20106576,0.08644193,0.05413456,0.11775747,0.07491425,0.13734765,0.3467832,pJz80Z-zLv8
0.036459096,0.14543517,0.039556347,0.0358213,0.0441745,0.036164083,0.07318519,0.18193772,iOjWFxqPPQ4
0.022283202,0.14932644,0.023369385,0.033932835,0.023760278,0.017332628,0.09811985,0.17425925,REu5lB78T0E
0.06753812,0.06424775,0.030574946,0.03358948,0.062847145,0.02330965,0.14119792,0.23561576,1wfusBFn9U0
0.05905787,0.11864804,0.06976244,0.01596569,0.08445339,0.046261046,0.15598504,0.301099,VYRPg1LJ3AU
0.028223807,0.06429826,0.021514405,0.019714156,0.05066037,0.020442113,0.21046244,0.2366184,mLIY9OhSa3g
0.06970855,0.12928633,0.06358251,0.06771983,0.11199205,0.040831313,0.14191982,0.25538585,Q5Fpmf_CIf8
0.03415017,0.10492339,0.035472218,0.02637897,0.04564657,0.025869465,0.09675711,0.18381806,xnrs-HYqTRU
0.037388366,0.14202373,0.06523092,0.34388447,0.11091609,0.030776504,0.09214686,0.18269314,09K63uy5XeY
0.053006463,0.087627165,0.038153622,0.016035106,0.04602241,0.026607743,0.10636338,0.19224046,gc3WQDduQFU
0.0052252365,0.039489284,0.014573677,0.0066639404,0.008362403,0.036212906,0.07141592,0.2978397,zBPNY9AzsYM
0.016994132,0.3058068,0.009413682,0.15626417,0.06927992,0.006672396,0.03670426,0.15004715,ei6hT9ZA94Y
0.010374323,0.117921874,0.020994062,0.018325835,0.015821893,0.008942695,0.02973951,0.1454875,RwYaXm7z5-U
0.06504779,0.06947321,0.08490657,0.03427619,0.050294645,0.08886825,0.295577,0.33098036,cZgFJ2HEc2U
0.049477186,0.1586446,0.10915509,0.15451296,0.06082105,0.08587938,0.28841543,0.33966237,DG9z2Amr6h0
0.014572162,0.08823036,0.021083925,0.018048171,0.03111156,0.02090832,0.061235074,0.19560693,KeBjkmS5Utw
0.020002272,0.17227207,0.023599694,0.035134587,0.03212378,0.022216957,0.05996992,0.17055291,MC4WmvZ95rM
0.012512809,0.10673323,0.013228054,0.020269485,0.01539091,0.012195174,0.04200137,0.16705789,AztWHjVuN_w
0.032121044,0.13250642,0.03572661,0.047495455,0.04545909,0.04482203,0.12752213,0.18633908,MpMm0Arlp2w
0.02577839,0.025246112,0.03430352,0.036336336,0.06340571,0.030252496,0.06466287,0.22850563,_TvdmQpK7f0
0.014781118,0.09579611,0.010736987,0.010759487,0.0370027,0.011033635,0.036610678,0.21546108,APmXZM_d_T0
0.056899186,0.19641092,0.0903494,0.14193995,0.19970144,0.046277467,0.08164681,0.2485619,LCRcjCp8R9E
0.025029263,0.09946708,0.019817054,0.089577995,0.035855316,0.017894303,0.06298522,0.18185699,Uo93md51WwE
0.075141594,0.08613008,0.06784882,0.043375164,0.07815955,0.059870593,0.23083311,0.40669173,cbAzyVGuqWM
0.043837845,0.036232743,0.040874615,0.09333697,0.048564043,0.050225075,0.108757146,0.31646425,ChieYVP_bEA
0.036750205,0.1066255,0.01922603,0.20963,0.03189295,0.021491941,0.06202777,0.1657338,HFPA3e6bFCE
0.017355777,0.12618443,0.01151738,0.038911518,0.028346382,0.016646778,0.04313937,0.22024065,uAzR5PBDMeg
0.025423976,0.13782205,0.01892704,0.044748597,0.033035498,0.023187147,0.10614136,0.2655775,rFFjATF3I30
0.028770503,0.25119627,0.033327684,0.22989221,0.05478382,0.048494034,0.2972885,0.3445708,Ji9ciMqrjOc
0.0037224588,0.024304153,0.009802045,0.0087811295,0.006461927,0.032719176,0.056726232,0.28438643,lT2xWb7x2b8
0.12306022,0.1746255,0.10032901,0.101391904,0.15690115,0.10391873,0.22007157,0.42762974,KDDadNR6r5E
0.025778193,0.001762585,0.01857325,0.015063282,0.027056973,0.0187442,0.18811287,0.26484644,YJiGNM-YGyg
0.07124839,0.45368707,0.055996105,0.032559406,0.047983404,0.07545589,0.18015096,0.2716062,oWz3Lv5Ct90
0.017396774,0.028128708,0.019103331,0.039598234,0.025554292,0.020173654,0.06207103,0.2496062,jcWlMLlJedU
0.10985557,0.14724442,0.055497985,0.09172598,0.10116855,0.064363346,0.17220435,0.39606854,bBAs1rT6a_k
0.18183762,0.43746313,0.69309914,0.37647265,0.8783302,0.115173824,0.1456077,0.25467724,XR2udUIY6WM
0.024800234,0.028231468,0.02306167,0.08170467,0.021214677,0.030153371,0.2220979,0.33914858,bF4a8BFS__o
0.046890475,0.02709894,0.04007997,0.123736724,0.07344303,0.032155983,0.10933149,0.23168485,swUjUXYpRlI
0.095157966,0.121123664,0.15484741,0.023632111,0.12072957,0.111655354,0.36291072,0.46423602,no8MmYdeoxY
0.0054756207,0.11145354,0.00930731,0.044748597,0.011511217,0.013822651,0.012267122,0.17266701,nOeMg_tLt_k
0.12438993,0.0033714024,0.20960541,0.1731117,0.22452112,0.10859424,0.21784712,0.34641096,po2Df047-tA
0.025048956,0.098978624,0.015832352,0.05253629,0.03929217,0.0153216645,0.13235992,0.27777243,J1a8hTM5QUA
0.029449483,0.018874174,0.025998816,0.06252546,0.042541504,0.027727097,0.07032051,0.22294089,vwdF2ar6NCk
0.015723798,0.030915704,0.017132275,0.010273575,0.018297497,0.020645306,0.052339993,0.17882971,ierhBz2za8s
0.018227767,0.047337472,0.01470621,0.026722329,0.0223537,0.019012872,0.06397809,0.27617237,h-clsvhuPhI
0.02429759,0.18708983,0.023262838,0.04543531,0.038910296,0.018001728,0.06818682,0.18173416,DBX922OLIww
0.12723263,0.04520174,0.070883825,0.046122026,0.10527729,0.076834224,0.32481042,0.46560553,miARyzpVXrs
0.04399581,0.037020978,0.0438692,0.027409043,0.045034397,0.045915924,0.2628194,0.37325856,3gsZ-IatMng
0.045622855,0.0817038,0.0392414,0.03444787,0.023441276,0.07602523,0.16149175,0.26081276,VdO68ExVTUA
0.017576924,0.013205024,0.01634253,0.03994159,0.027678529,0.013403265,0.044827398,0.18405542,8_8itB84X7Q
0.0088118175,0.04301422,0.009333827,0.08581903,0.014823454,0.045123946,0.0126407575,0.25550833,nw5tTBU4Gc8
0.037791483,0.07888414,0.040772896,0.033074442,0.021610182,0.0759229,0.20654598,0.3783423,foR-VCnIVnA
0.047166053,0.12343796,0.067157745,0.067320265,0.13069749,0.042153135,0.16680294,0.29769802,RStLVcnmAhY
0.021976158,0.059546325,0.03292589,0.037881445,0.03034489,0.0387264,0.051242247,0.2501146,IAB_UqlLRow
0.15154041,0.1111891,0.0753964,0.123736724,0.062270954,0.12445153,0.13031863,0.22660974,6SNFssH35Mg
0.017447235,0.118509956,0.015840685,0.03994159,0.02225156,0.01939964,0.06965638,0.27636036,F-KGgvMS48E
0.06652344,0.117503054,0.045451827,0.03599298,0.087731406,0.032795914,0.13284169,0.26088968,eJ2AKzgNkyA
0.033452988,0.08132655,0.02656676,0.024318827,0.042238418,0.028352886,0.084588915,0.23271781,qgIqRJTfgGs
0.039019406,0.19640832,0.030990634,0.06652113,0.031917017,0.042846985,0.085883565,0.26952028,8qemjU4oYTU
0.096486434,0.17888197,0.11492217,0.044748597,0.05859981,0.12572029,0.5068426,0.24059318,KZmIixC7044
0.029760445,0.14631394,0.0297224,0.035477944,0.052965507,0.032083854,0.09179128,0.21062547,KB4NqDkJuSQ
0.20068723,5.3631633e-05,0.21520194,0.10634898,0.19406258,0.23058924,0.30415428,0.5177069,q8qi30db-XM
0.11350726,0.24558833,0.112846054,0.14552918,0.09497165,0.14320084,0.17966163,0.4152319,WGtR6kB3iMg
0.14355668,0.0008101309,0.11202581,0.08689302,0.14556414,0.077027954,0.3906941,0.5108788,cFOn0ATs5KM
0.028566923,0.0076085953,0.04760719,0.040284947,0.027332393,0.038125288,0.19940057,0.27779323,Y2CdlNrWeYg
0.069114625,0.08641828,0.065188274,0.092262976,0.07940431,0.09470938,0.10378886,0.26588225,8E8VVkfALBI
0.13025555,0.00039035664,0.23904493,0.09709594,0.19667873,0.15240648,0.76075864,0.4860591,75MoHva-4bA
0.06055357,0.08870248,0.023788763,0.13700475,0.05717081,0.026440335,0.13377082,0.38153648,DdqE4OS6Fyw
0.022208659,0.13799304,0.027410364,0.035477944,0.031729203,0.034351993,0.11902312,0.31163448,zORWbhrFfjY
0.057924733,0.07359321,0.0727461,0.043031808,0.039074823,0.12783858,0.3072051,0.38642955,ykmQcpasPqs
0.07390538,0.25006962,0.16142534,0.094410956,0.09174935,0.17188188,0.3397921,0.46358222,VE7N-beRNi8
0.020968257,0.01640642,0.021477899,0.026722329,0.043485127,0.01986349,0.12819783,0.21910541,DWtOzobJAaE
0.008142014,0.43937144,0.007926314,0.03770977,0.018124236,0.009300525,0.09349094,0.2097801,Pvvu3bI1Te8
0.016097745,0.16347156,0.010668228,0.083939545,0.03110004,0.008171725,0.12320885,0.1945463,mWyd05EG9Os
0.24135904,0.00425868,0.3010557,0.026035614,0.18321893,0.19175282,0.7734228,0.36282033,eLJXIHPXXag
0.039351925,0.08177097,0.027434226,0.15918289,0.034759346,0.03377567,0.20648798,0.36380604,FF5-O-Qa8Us
0.029625785,0.12186433,0.042842016,0.01527153,0.01968778,0.06124996,0.12154152,0.32189885,wJbGmwXRQjg
0.059729513,0.11012335,0.069127336,0.060927194,0.06429208,0.047442134,0.17458858,0.20789416,rsHN2kda4So
0.17892478,0.09015786,0.0972305,0.12953265,0.20275286,0.045371935,0.2488006,0.38999444,EMFxER9h6tM
0.056419786,0.14905137,0.047600083,0.039598234,0.06966587,0.10314938,0.08732229,0.415969,DoqEMdmYY9c
0.07023149,0.078467995,0.046544287,0.038053125,0.066634476,0.025233818,0.112277776,0.21239772,K5ND5VhOyNA
0.0236019,0.31732178,0.03192308,0.1835188,0.16016228,0.018039742,0.102975965,0.2661711,-wHJxphtL00
0.02179701,0.1667449,0.014206248,0.104076885,0.049285088,0.029450081,0.04518996,0.24028073,Dy4dxq0hF5A
0.05617414,0.029118292,0.04468724,0.11600884,0.038930435,0.0391321,0.30586246,0.39071307,gUJXloZTgcE
0.029549023,0.05635382,0.027003027,0.026207292,0.04063881,0.02343512,0.062424075,0.2450038,Ww98m1ucSlg
0.075934924,0.041553315,0.054440346,0.027580723,0.045072816,0.066732384,0.13960065,0.24415316,9acBBcoIFhg
0.030722657,0.12222365,0.023537973,0.05133759,0.03896389,0.022666413,0.06333368,0.30468917,0A0GgWcsNfw
0.025210956,0.22045588,0.055761494,0.28948012,0.06261033,0.019484509,0.08823319,0.19486906,pDw4x6a8VbU
0.027957886,0.16905686,0.029564558,0.028610796,0.05494311,0.052927475,0.09679554,0.3292508,3eKoR5qiElw
0.08800115,0.18029127,0.047508184,0.13017663,0.084402755,0.08719172,0.13831219,0.31844682,e5F6PmWZaJE
0.11565385,0.074783154,0.053057797,0.04406188,0.064868055,0.05983306,0.20876601,0.26588595,AcRyoqh-nA4
0.013380965,0.07332634,0.018892558,0.030155903,0.032732192,0.0159317,0.04993318,0.17453316,6Xb3KYEklfI
0.035083592,0.04089507,0.020625012,0.031185975,0.023528611,0.02882536,0.058373835,0.22525139,g2WY-EhEtiM
0.03706109,0.15358537,0.016401336,0.05653196,0.03440837,0.029713778,0.0612275,0.3478821,iOe4DKDAF4o
0.034576844,0.16776936,0.035296813,0.055333257,0.039665688,0.027724087,0.22315627,0.36303362,Ivmezr5IHmY
0.59971076,0.10533072,0.3515292,0.42631236,0.46465564,0.14301495,0.9533248,0.3373436,bKXdHgBOi6w
0.1299072,0.024656849,0.033893004,0.04783881,0.053193845,0.053417813,0.23674239,0.3552071,I46ZbAy-e9A
0.025972905,0.20100564,0.017516544,0.08850401,0.038186867,0.025208635,0.040521305,0.21903259,_rj7n7rb5sk
0.07880722,0.25838977,0.067305796,0.13017663,0.055176757,0.054364838,0.24703069,0.17977531,XfgrknoYTKM
0.1087831,0.059608057,0.064436816,0.119228795,0.08299292,0.07987333,0.25086582,0.2992851,2mMWz9evo-s
0.09670221,0.16666079,0.09472919,0.034962907,0.1165422,0.07951921,0.16682173,0.24824643,o5yt8ZtZVIE
0.023460036,0.22347596,0.02534125,0.03461955,0.022140708,0.049580306,0.09367841,0.29979804,UQLxhPLELwE
0.07798291,0.12769325,0.052615166,0.1414913,0.09901892,0.06698439,0.15822181,0.39929968,aMIbq8sW64Q
0.03230798,0.07646019,0.046581194,0.09065199,0.046673052,0.04355593,0.09760599,0.21934353,Zt9pcYjrlMI
0.0673302,0.10604963,0.074362345,0.06971766,0.13879527,0.088536225,0.1001145,0.24799101,q1Ag0ReJ4SU
0.15842605,0.2614664,0.042228047,0.1530536,0.06343599,0.0730085,0.072093,0.28661925,pLvGOwXbfGw
0.11041198,0.17872794,0.09950614,0.15743166,0.109490104,0.08496632,0.3050051,0.27924034,qKZnFmjSB10
0.14184025,0.0800638,0.1111784,0.035477944,0.14268501,0.045133255,0.21796137,0.35918894,S1N3hEM0ykk
0.02581285,0.08357249,0.0314691,0.019714156,0.054146256,0.035181977,0.109034516,0.35900122,VIkT0a5VQfo
0.17413285,0.0059148786,0.14233164,0.13610743,0.17440824,0.06797298,0.24415804,0.3895058,kuyrUafPpdU
0.1443262,0.0061095217,0.14617719,0.07371333,0.13519868,0.09174034,0.11924002,0.28135973,smVoWyBZkzs
0.13068722,0.0824249,0.090690166,0.046465382,0.19459876,0.06109819,0.18165025,0.3491773,Au-kErQ7zxY
0.021249797,0.01017457,0.038090013,0.040284947,0.033095136,0.026067456,0.14421165,0.2354799,pIc7tzigD4s
0.071466774,0.0074097,0.045883268,0.05493369,0.038703326,0.045460418,0.15537831,0.26042205,pP0NvXD77Xc
0.037051074,0.08475901,0.04194382,0.03994159,0.052726183,0.03841509,0.0888199,0.23325479,QqCY8HtmUOw
0.019912394,0.43876714,0.020604217,0.030842619,0.029370302,0.019741213,0.05308108,0.15302634,QMoO5acQ9f8
0.029841729,0.1164685,0.040518686,0.22983712,0.055447247,0.034263637,0.088176325,0.18394704,sAOv27nKyAc
0.11005565,0.00027395453,0.109577596,0.119872786,0.14402823,0.07406545,0.13316399,0.36820218,ztZ2fNKBY6A
0.103202075,0.0822065,0.09499705,0.0729142,0.09910026,0.14745164,0.3635468,0.48811603,55XtD2FihtQ
0.0077073984,0.04993688,0.0177161,0.017076347,0.0198078,0.010153687,0.029787092,0.16900024,Z-Bip_Qxr9g
0.033139016,0.08215218,0.03783526,0.06332459,0.05390547,0.029584372,0.07713204,0.23760165,ZIfA03VtDa0
0.0146816345,0.11541223,0.0122630615,0.053335425,0.025321148,0.016891992,0.056151174,0.28403172,3kt4IwDDYJ4
0.020623771,0.047856577,0.017856577,0.036336336,0.02339338,0.018670144,0.060945548,0.15138693,v96RYsJAkII
0.13744935,0.061824895,0.11079699,0.047495455,0.20078216,0.09281184,0.20798443,0.46492082,N4WIcSZKmT4
0.034888256,0.26196572,0.03395668,0.10634898,0.048112255,0.03546061,0.25616515,0.2888443,wQtG8pCuQsM
0.017829835,0.4088043,0.022460492,0.079307266,0.043329276,0.017767873,0.05369785,0.21154316,rruk2NpTdAE
0.04262284,0.18709117,0.094679944,0.043031808,0.04575245,0.106515236,0.12272528,0.3100191,PZTvSMSpnzA
0.021991568,0.080217995,0.02056529,0.025692256,0.037303437,0.022320706,0.054613188,0.23067409,ahmJZ6IAzD8
0.049563423,0.034275234,0.059793063,0.054534122,0.048037402,0.03596395,0.2685205,0.22116543,HI6V5og9ogc
0.12313871,0.64295024,0.03953483,0.092262976,0.062227894,0.02798581,0.09578928,0.19211176,aRZEZxGluNU
0.022471752,0.2761897,0.02173808,0.014438537,0.028697805,0.025082929,0.064393,0.21150494,1EyH2ZY0DRU
0.045601975,0.2571994,0.06394968,0.02517722,0.047680277,0.04378733,0.12559977,0.3247323,1h9MX807kb4
0.023921022,0.07712259,0.02290723,0.01665985,0.013906084,0.026956862,0.13353066,0.1991598,q9q5lEd8sQ8
0.056495737,0.36048514,0.042561624,0.10763696,0.039660696,0.06609473,0.21735135,0.36095145,BDq8rwMgsUY
0.0846273,0.08037537,0.13728535,0.1019289,0.16004297,0.092181385,0.2961365,0.36848363,1x9G4MbFspo
0.008714366,0.05291375,0.015756154,0.009718247,0.010572949,0.010335881,0.030030198,0.15546666,NsNq2ugSH-g
0.16595082,0.04530019,0.080000244,0.0253489,0.14147195,0.053379584,0.14404821,0.24365251,RaNRWWFdLLk
0.015296106,0.22253673,0.008768238,0.065721996,0.039310668,0.013113466,0.047034666,0.23953666,3nug4kD9QiY
0.06912953,0.122432046,0.04345256,0.119228795,0.050826956,0.05704496,0.4030773,0.32368776,SzANTS6Xbkk
0.06267312,0.14559068,0.07885515,0.11600884,0.115819156,0.0905735,0.123753086,0.3715163,6F608fEclfQ
0.07103198,0.035207663,0.051990688,0.035134587,0.046067685,0.11012703,0.12252135,0.3351786,aB7EE_Hu-Bc
0.09299531,0.1385644,0.08058518,0.044748597,0.123284005,0.06716539,0.30985996,0.37396052,yPdmGiHoRNY
0.010117152,0.056042507,0.0092803445,0.019297661,0.023586283,0.008242347,0.035795167,0.15492992,r_HlMBm8chA
0.14571662,0.20044301,0.19601683,0.118584804,0.2793435,0.15738174,0.22423428,0.4899887,gj3cO5TYOkQ
0.10064263,0.006112984,0.14317928,0.13745339,0.17790698,0.10321698,0.1551083,0.38379958,Pzf4eyFsYgQ
0.022197576,0.11912204,0.04034543,0.22983712,0.069293074,0.019130692,0.04190105,0.22446018,jG5GUtHV-Ug
0.056188345,0.0065727043,0.06526299,0.018325835,0.08234593,0.045897074,0.3337405,0.3408387,hqVicmf0Ps0
0.0159347,0.080444686,0.00805254,0.019436494,0.027711302,0.01204657,0.04656763,0.29138952,EMAUQOg9qQY
0.070810184,0.082040615,0.088954456,0.04234509,0.055869784,0.07261004,0.28990152,0.37548807,KPfWB_6UiI0
0.1565321,0.10637272,0.119260624,0.0021779283,0.13088053,0.056832455,0.6215242,0.27324235,Sum9onY9Qok
0.03474756,0.11807132,0.045323506,0.038911518,0.046135664,0.09531292,0.108845234,0.4457601,h8V0e1G2R0s
