PERSPECTIVE_THREAT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INSULT,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,video_id
0.3534972,0.11161919,0.18839331,0.18342069,0.04818217,0.16375972,0.07327682,0.29118866,sqvK5TI1yZc
0.25639752,0.16134603,0.21639666,0.45452723,0.2590451,0.279892,0.20837376,0.42959943,6y1FBQautAY
0.02692167,0.047398448,0.017032435,0.01065741,0.00075489946,0.00926164,0.2218212,0.33673245,rohObuvnIg8
0.6335056,0.13653262,0.17892984,0.40181875,0.011314815,0.26630396,0.031321656,0.37787294,7avdgcSATXw
0.19259356,0.14753425,0.3223559,0.15394197,0.0027245798,0.16096498,0.02164332,0.26679665,9wbnhwR0bR0
0.45193538,0.1287708,0.23307101,0.28801674,0.006108612,0.23463131,0.05344317,0.26590523,yFmzolUP9iQ
0.06724507,0.058805626,0.039177112,0.030631037,0.0023080835,0.031263757,0.1886986,0.2888323,hYjfoe6dojQ
0.14467692,0.088777974,0.17760217,0.10293613,0.0100653265,0.044317923,0.14626174,0.42958382,KSKY1P9qLk4
0.42918667,0.15241608,0.1288275,0.10606772,0.0669207,0.13454562,0.13737069,0.31611648,9d4ryMKqyGc
0.08190459,0.040777408,0.038663775,0.026577584,0.019436494,0.03497981,0.1848493,0.17020354,mvURH5KhFPk
0.47310016,0.1990855,0.31433254,0.21303378,0.0005856979,0.18835081,0.04042338,0.4114543,onYKgO6ogJg
0.14381717,0.04821379,0.051859997,0.042111184,0.02792408,0.037128232,0.19566792,0.25790834,y2leEiVjHwA
0.13234384,0.082264766,0.113813795,0.10500083,0.0040955464,0.08302261,0.012196563,0.2828476,QB0_5PE--Dc
0.14338668,0.05179203,0.07919829,0.062429857,0.013883209,0.03912811,0.069875084,0.32391262,gWUPQR2y4Ug
0.373669,0.074288435,0.12227181,0.063743435,0.021102477,0.076675065,0.06975655,0.36286795,Z6fct2kCzAs
0.6823439,0.14879204,0.38947174,0.41113007,0.022213135,0.31359762,0.0124059105,0.4099365,sX25z_-zMgI
0.19437772,0.1527557,0.06994557,0.04491435,0.021102477,0.08604119,0.08584267,0.3347265,U6WO8oEhFwA
0.18859246,0.11252937,0.12995717,0.09434457,0.06012806,0.114623055,0.20230076,0.33680117,WsEkdxcQy4k
0.059420615,0.015270646,0.0065979008,0.006855356,0.023288755,0.012879,0.27735302,0.13984175,pWROdu1O8xw
0.44576707,0.097681984,0.123174615,0.06769823,0.022213135,0.09843767,0.038608912,0.2965657,wcTK_pnkvSc
0.37929618,0.19376183,0.09790532,0.089741245,0.0068374802,0.13473299,0.012791893,0.5263035,68To7c6OJeY
0.05344671,0.056688435,0.023452515,0.025340999,0.03221605,0.019254494,0.20098749,0.3274279,yIuUQY2avVE
0.26838127,0.054627176,0.044493888,0.035421897,0.032387726,0.054895185,0.09860814,0.24581704,afm3GRmNJu8
0.33330947,0.19631465,0.16504642,0.058447104,0.0045120427,0.11069444,0.016289435,0.39336073,z0CUZin8C3A
0.31120163,0.11295803,0.12623051,0.057486575,0.033932835,0.088462405,0.45014468,0.31595114,rnI_P48Zcjc
0.14852189,0.07439818,0.07623165,0.058959477,0.050585672,0.07591775,0.12406364,0.20586297,iz4j39pEaM0
0.15956043,0.1623869,0.09685116,0.09923992,0.0028287037,0.13595466,0.010126093,0.29896623,lkO168P39Z0
0.063471675,0.06390545,0.024919663,0.023679737,0.033074442,0.028352162,0.08902846,0.25468707,U2P_Epjcx1I
0.1353361,0.1060885,0.05333874,0.104811035,0.025692256,0.09040682,0.079178385,0.38471872,b8aLvtklwXM
0.5869765,0.113378815,0.41296977,0.24735017,0.033932835,0.13677685,0.27459633,0.46082157,qeMmxq0MT6g
0.26226518,0.08705549,0.060278106,0.042730667,0.0090240855,0.103100285,0.011589592,0.27447474,-wVscqiUfJs
0.10279334,0.07277716,0.06380333,0.041100234,0.017631676,0.061168008,0.15421209,0.27237985,c540g1PNeG0
0.089288615,0.037579957,0.051847596,0.049357794,0.035134587,0.037412412,0.20177339,0.17754321,le0FZQBocJE
0.058983047,0.06188358,0.027494732,0.029830748,0.015688026,0.034490857,0.08836362,0.35805082,yVV2XnSJrtc
0.5707124,0.5237725,0.421194,0.4484861,0.013119632,0.56236434,0.024928983,0.7784964,dkElPTevoR4
0.063536614,0.04092103,0.045478724,0.0333648,0.015132698,0.029205441,0.10166233,0.22911169,rMuCZuPllEE
0.44218227,0.10747685,0.12767583,0.069491185,0.008156385,0.080619834,0.056027215,0.39952046,C8E7u_Pq0F8
0.27265304,0.045733795,0.07246475,0.14084631,0.20596254,0.0674262,0.08878623,0.37779567,JCls7w9B8q0
0.24902576,0.17257431,0.15078431,0.09683719,0.0054491595,0.15252712,0.022169089,0.380839,Uo8LOr40uG0
0.300158,0.17054248,0.15452306,0.22934766,0.031701013,0.23292467,0.19634877,0.3499138,vYk0Sxd31A0
0.22417235,0.056374762,0.033984903,0.040345896,0.011870144,0.039226994,0.117097706,0.31708786,zuQw-Vv4Qv0
0.39386427,0.06390587,0.111579,0.06405446,0.004720291,0.06250214,0.14553148,0.33683777,-5cmcfv-WEM
0.446531,0.102937736,0.16440381,0.12069263,0.0063515683,0.122261405,0.003632992,0.44233143,GOfdJO4tU2Y
0.05268452,0.03897604,0.04129421,0.020457737,0.016590435,0.025546838,0.10913878,0.16506016,N90TNJ4capI
0.08564529,0.041459385,0.029944671,0.042258956,0.01999182,0.032093633,0.110241,0.31861085,xMYYVSa0bUQ
0.28421357,0.12556304,0.15539636,0.11283054,0.037023053,0.10957881,0.004728869,0.37905145,r2f0HlaRdgo
0.4280961,0.0873089,0.111885555,0.08827079,0.15568043,0.094688945,0.017533328,0.34523752,kakJtI98dDQ
0.46280682,0.1784398,0.26555037,0.29294425,0.042001735,0.18771131,0.12792869,0.46308628,L2wj78nWgLE
0.4790645,0.15469556,0.23286147,0.12289469,0.0063515683,0.1806327,0.053590506,0.5913361,CovF5o7TUOo
0.25316948,0.036036566,0.034224544,0.027599841,0.0057962397,0.03356721,0.027384236,0.24990149,aWNMCkm9mbo
0.24457033,0.14318675,0.13128105,0.056789313,0.13745339,0.097508684,0.017478317,0.4016711,9IVXNaPiB8w
0.054615803,0.05602385,0.023343824,0.024456536,0.013952625,0.03152638,0.09459842,0.2533747,aWkMQI-4dGw
0.2769017,0.20242275,0.20491381,0.22132371,0.22981352,0.20256571,0.013791183,0.6198873,jXBRAv4Wek8
0.14119953,0.08607354,0.06443622,0.06382189,0.020824814,0.040843174,0.17604846,0.39461464,KzR9NP7RSME
0.07377248,0.02471804,0.06790773,0.055283435,0.021102477,0.021311281,0.44447103,0.27527463,4jGfUKhShRo
0.27850828,0.0986841,0.03575338,0.03369999,0.030670939,0.06466924,0.07465473,0.32039836,6VyklE_ILoI
0.47238812,0.09128312,0.1358322,0.103623025,0.04406188,0.120758705,0.008905867,0.30227742,Emnndetsqis
0.07718082,0.056709673,0.05210363,0.07508209,0.0066639404,0.04911847,0.071364306,0.39492038,44D9nVxqGIE
0.25228688,0.04375976,0.029421862,0.020259513,0.045778666,0.04233466,0.10096899,0.2035738,RzSCrXf1Ywc
0.41021106,0.17730652,0.20971915,0.29249933,0.018048171,0.2144673,0.02728696,0.5124405,Drck9biaVq0
0.03724546,0.02651803,0.024940036,0.017881935,0.014022041,0.01805693,0.28771555,0.2543301,-XNJzWwWfAA
0.049031664,0.042213667,0.017663825,0.015208054,0.032902762,0.015861068,0.26774123,0.3192851,34uJmo9xBh0
0.46935695,0.038598705,0.12479284,0.054172546,0.012008976,0.07153777,0.002869837,0.35746568,JpXg0vFqKGU
0.16466193,0.026174847,0.057136413,0.02125123,0.045778666,0.017588299,0.192916,0.3409888,ofDTj-codgM
0.04103756,0.033100385,0.014546185,0.008988179,0.11536485,0.016034523,0.18317187,0.21350005,hvohNgVWKvw
0.06931131,0.035189357,0.043341707,0.04530415,0.0253489,0.041374493,0.08038996,0.17648129,55xvr2oqMdk
0.25940624,0.025490897,0.0468716,0.033185605,0.017423427,0.022413248,0.13825046,0.38124093,5rycLTCOs-M
0.1059719,0.08206848,0.120145604,0.090083614,0.022351967,0.06602602,0.07327639,0.44066295,g6iDZspbRMg
0.30452755,0.077810176,0.05490447,0.0942696,0.06612156,0.07507623,0.119476765,0.29247546,8H-pJ9hs9I4
0.4820789,0.0659195,0.061732963,0.056746077,0.0224908,0.07813132,0.0825432,0.3444322,1YyAzVmP9xQ
0.25596482,0.052168235,0.040354013,0.02620674,0.01263372,0.04814056,0.12768164,0.21048114,GDdigOQ4qOY
0.40447327,0.051134083,0.069802366,0.038560558,0.042001735,0.044491895,0.15375276,0.39272016,tZi68lAsKVI
0.08592352,0.08010706,0.07737776,0.11259886,0.011314815,0.07135396,0.21598367,0.36307195,fSlWxepRQN8
0.2915274,0.18057354,0.27776137,0.34683067,0.013327881,0.2702197,0.07830083,0.32857683,6uYRN6b5EMU
0.19437654,0.1334816,0.09773342,0.04091552,0.017701091,0.12717868,0.40236524,0.30657697,lqfTtuPLvv0
0.21456507,0.064308554,0.18030307,0.09015326,0.15217799,0.17137994,0.14781974,0.28302872,nKSIqOs3wtQ
0.052795123,0.02960273,0.021010738,0.01602223,0.014577369,0.014621333,0.101056576,0.22037393,Zm6uZzZwLSg
0.14904897,0.060332496,0.103722975,0.07563324,0.0016052461,0.059635162,0.05946107,0.36551294,GkQuk3XDYf8
0.12066072,0.07409545,0.080313385,0.050703645,0.012356056,0.06554609,0.097915515,0.30846867,CeMVdFph3Ng
0.03788915,0.02133873,0.014804483,0.021694928,0.013952625,0.011448476,0.06362492,0.21320742,q8PNKrqimMg
0.15361427,0.08273102,0.045875702,0.029461097,0.018325835,0.075625494,0.09841865,0.32027614,11PmTCAMtRQ
0.3440667,0.08886131,0.092231415,0.05186665,0.015479778,0.07808054,0.024028208,0.313632,Ps5l7EfXnBs
0.16614592,0.10496461,0.1102716,0.06753499,0.008260509,0.08445165,0.06891711,0.35553718,jSUF-TTFaHQ
0.25331137,0.18193129,0.06974532,0.05061467,0.015826859,0.12748998,0.07363514,0.48979586,JbZPQJpfahI
0.3082877,0.16415842,0.06350043,0.029395672,0.012564304,0.08129879,0.048765805,0.3795843,4XO3g7Rfamk
0.19422188,0.15880418,0.14047228,0.12070767,0.000185471,0.13313998,0.05221367,0.56574315,KeFRLRA_XzQ
0.22399783,0.13960452,0.14993955,0.07307338,0.016937515,0.12148656,0.015705898,0.44467673,vM8unyekrsQ
0.04326263,0.040262055,0.018248865,0.026075775,0.010551238,0.022227185,0.14157622,0.254793,CL7eyDu7xb8
0.21159723,0.033707764,0.08835828,0.052906457,0.0037658205,0.037972312,0.03620439,0.24062893,LuJb5mqPJxc
0.029721472,0.020960215,0.02894965,0.03387783,0.014160873,0.017152844,0.18835577,0.1748205,Zhs5bU1mrdA
0.07226007,0.037828326,0.031195028,0.033117544,0.028782474,0.04956445,0.122695,0.19904818,4SlNlKf94qI
0.39650407,0.1212537,0.30957752,0.13727245,0.052935857,0.12986416,0.1657133,0.44980004,H8VJzc5TiC0
0.110601455,0.08622508,0.042144377,0.027375966,0.015132698,0.039988056,0.1033622,0.27544078,tAW3LA0SimQ
0.27168614,0.1578548,0.18100016,0.31119806,0.053335425,0.29985768,0.14076412,0.44081974,TDvH64wiFqA
0.29148835,0.04396746,0.17256285,0.18535306,0.01999182,0.077800974,0.07710138,0.33198366,bG1aq7eUyiE
0.2950577,0.06823634,0.0750194,0.05560193,0.014299706,0.04222292,0.05077395,0.35987887,97httNcvfPo
0.08657576,0.054622732,0.052097283,0.052209303,0.014507953,0.056661066,0.1121957,0.21830772,uzFK23hPBpc
0.30983943,0.14929241,0.09323115,0.11671669,0.16413476,0.09394269,0.17980216,0.66717815,TfZ9vh5pb3U
0.041516937,0.020099258,0.019861633,0.020476816,0.0020824813,0.011394966,0.09711163,0.25087875,F8xaRkRrujI
0.09948037,0.064627886,0.033583082,0.03771717,0.067320265,0.048725843,0.43780425,0.28327727,n1jMM6639CU
0.23811391,0.114104226,0.09118667,0.052239504,0.019714156,0.061790206,0.3034029,0.32850468,yastwx1Lujk
0.09213836,0.061944675,0.06427653,0.06906851,0.044748597,0.072511256,0.034684077,0.22680964,675s5-xdmeM
0.18252794,0.051860075,0.07397521,0.07140399,0.06412373,0.046944827,0.10823636,0.2610026,6gQB_ieP4nI
0.039327204,0.046979,0.03828975,0.024541045,0.02054715,0.026654098,0.19499917,0.204861,F9cqkdx1Llo
0.13582408,0.035629414,0.034731526,0.03086919,0.012425472,0.035019238,0.07396699,0.2722679,rC9WifkQQCQ
0.21521363,0.06093002,0.19025601,0.07460201,0.18549223,0.090125956,0.13787316,0.16774586,JV8QZsNpFok
0.5915322,0.377272,0.27243224,0.46111995,0.004060839,0.498375,0.07251095,0.45172015,8rUGRdOi3XM
0.35842717,0.13515422,0.13853474,0.05047032,0.03204437,0.109739974,0.03763967,0.36436877,2ky3mDUoh74
0.17369704,0.054097854,0.035003558,0.025512926,0.059328925,0.055023625,0.10084031,0.2881653,DedMEGe87no
0.2717603,0.1487268,0.21178637,0.4389337,0.0034708022,0.21289997,0.10480329,0.3735874,RFSZDYszFWQ
0.25825077,0.042737298,0.04234924,0.023236914,0.036508016,0.03742363,0.22164503,0.19518575,qqETipokc34
0.17633268,0.13351905,0.2450519,0.305184,0.027580723,0.19088687,0.06405482,0.3946888,0Mt16eeCv78
0.28478137,0.21795823,0.24921723,0.34009627,0.0024816236,0.32193792,0.0829933,0.53432184,b5dhq3dSG2k
0.12160507,0.0966331,0.05378463,0.041273363,0.023117077,0.05970385,0.10989124,0.24957764,huUllfUhmfk
0.32288313,0.36007693,0.16415426,0.29921478,0.08850401,0.25126308,0.27583894,0.5547744,PMXUPf2UM8A
0.10684554,0.060704686,0.10116999,0.11365,0.0006637909,0.08017246,0.23462619,0.2916798,uDXhiU6DFng
0.084729366,0.083448485,0.08851876,0.08025702,0.018048171,0.074717194,0.16530499,0.2628851,FzfhCS1XlZg
0.33933684,0.17499869,0.14870007,0.3560171,0.039598234,0.20299041,0.15736437,0.5137858,49IvKrHrQGA
0.13673402,0.11428475,0.15015946,0.1118319,0.033932835,0.09485013,0.0049982164,0.32566097,LBOkIsfLTB4
0.17350772,0.06709106,0.09139748,0.09349287,0.018742332,0.16141832,0.05675194,0.37025115,2mKIwY62HQg
0.14052267,0.106860146,0.08896579,0.08762707,0.07730943,0.066678986,0.34281516,0.3124337,OkdCV6zw3lI
0.24965608,0.06939447,0.042506773,0.030506454,0.013397297,0.03422189,0.053734064,0.2680537,HVu0FsUJTbw
0.09317986,0.14750892,0.04768329,0.06278567,0.0022907294,0.09082942,0.056551225,0.40503916,xtEQGtaT9MY
0.48218593,0.1473186,0.1269187,0.064572394,0.0044773347,0.12568986,0.00078626955,0.38007537,gU-wxha1DQA
0.2977215,0.119395316,0.20357713,0.115253806,0.00999591,0.09477285,0.15127113,0.38130572,QrVMjwF4VKs
0.25841945,0.3033354,0.24468179,0.660731,0.7138269,0.9552686,0.40048093,0.29898533,NG4u55e3SYo
0.1121396,0.15321997,0.114689976,0.14459619,0.051737156,0.2038895,0.07005546,0.21951944,bscW-QKAPUc
0.3359517,0.16458315,0.18335776,0.2658431,0.0056921155,0.23484701,0.017698852,0.38745612,PQQ0NpwqMlg
0.30050465,0.24774078,0.1581573,0.12143869,0.045778666,0.2137689,0.17664018,0.4387836,n_5oeZWbseY
0.65387934,0.15459186,0.21821085,0.19206592,0.0033319702,0.26871368,0.014739059,0.45690438,0bnCUKHaPxE
0.095509075,0.048937704,0.03761168,0.035880424,0.03856816,0.02755368,0.105520055,0.3774937,BvuxSGTD5-E
0.08596431,0.045438513,0.08944891,0.08621596,0.0025163316,0.027246963,0.17642911,0.3497724,SccvFbyDaUI
0.08009633,0.046312883,0.04585775,0.051030293,0.027580723,0.026903408,0.07046094,0.43120328,R6AJAwTXjo4
0.1150495,0.059007045,0.09115495,0.06354055,0.0032452,0.04820278,0.033335887,0.40801743,du34gPopY5Y
0.19237436,0.21264815,0.17006283,0.44688767,0.0070457286,0.31286764,0.03154473,0.5089945,fRnB5_j1qOE
0.13913809,0.06054464,0.027361784,0.031026907,0.021796638,0.056729592,0.09102465,0.20757289,Cq40S5l-FO8
0.059146855,0.050035894,0.030738147,0.031725217,0.051737156,0.026533633,0.21603715,0.28287247,JkXE3_-CctU
0.256947,0.19058596,0.1633682,0.2015277,0.0036096342,0.16201933,0.02748173,0.39319226,TRqoHtsgTlU
0.24454065,0.06231626,0.03165422,0.027262395,5.0435094e-05,0.0476134,0.055767898,0.21165332,74UGXEJ-LEw
0.16032042,0.08253536,0.058374222,0.03997502,0.013397297,0.06878371,0.047143504,0.24073154,LnULA3bKQGw
0.7195057,0.041801147,0.074987225,0.15290652,0.032559406,0.1184327,0.06811474,0.33576593,wmdU0_IQQI0
0.060326453,0.04556531,0.033377394,0.029542452,0.0057268236,0.02809819,0.095596805,0.2555862,rOwG3W-n0yE
0.48536634,0.1838051,0.2095483,0.29748803,6.0332304e-06,0.24111436,0.03694222,0.3959393,oS3hZ0cFofQ
0.10882323,0.14274786,0.07119495,0.23583254,0.004546751,0.106819764,0.17695801,0.4419414,3Ay3vOeKGdI
0.82345974,0.22760123,0.43293512,0.4295052,0.052136723,0.32489714,0.016830936,0.64001584,9pcfFOS0Hbs
0.56530523,0.08359792,0.12467017,0.07060891,0.011384231,0.1163427,0.055045262,0.34192565,qBpBrgP02CM
0.2361179,0.10255792,0.1425077,0.089694716,0.046465382,0.073480114,0.10012603,0.45662767,NwpCjG7ibqI
0.57723093,0.46629858,0.45416638,0.40666935,0.0032452,0.50865173,0.07982199,0.5317897,Z6qx17hiBd8
0.23417917,0.06476419,0.089158945,0.21990062,0.16827796,0.12002412,0.086265415,0.22044289,7bJKcXFW3PI
0.24783932,0.05644062,0.05160513,0.031404536,0.0072192685,0.06439196,0.02677492,0.3792231,7HR79T--DtQ
0.13236041,0.1659517,0.105896786,0.13292223,0.01228664,0.09381628,0.14234594,0.48082146,wEeiTLe4l_8
0.30022994,0.046176866,0.15819865,0.12445047,0.111500904,0.08439664,0.14216027,0.31469855,FQPhgW_2yH4
0.31347638,0.104779765,0.09147245,0.053498525,0.0825038,0.08438815,0.1333791,0.37924883,ZVM7YhWp2kw
0.28053772,0.07347658,0.060768403,0.05622455,0.0825038,0.0815981,0.0048541226,0.3289435,4hVMYHCtx5s
0.35950166,0.05334657,0.14802575,0.07644361,0.015132698,0.08978562,0.02037273,0.24294347,agGuvgEsrMQ
0.101731785,0.04803098,0.037170496,0.03437748,0.02397547,0.04329581,0.11374008,0.302412,-bSuOzteJnA
0.20702866,0.13766159,0.10803278,0.07316058,0.019297661,0.102488264,0.17663072,0.4020551,chIL8Cd_n34
0.35825786,0.12018339,0.10076998,0.19197446,0.08689302,0.116297856,0.14681971,0.37825954,m12pkpZUF5M
0.3223348,0.0789469,0.122631945,0.0619136,0.09709594,0.07506896,0.27894014,0.40700576,H7Bg-NPl_JI
0.27434194,0.082823664,0.086129524,0.06682364,0.08501353,0.07868518,0.029577848,0.38003552,Ro1DMOQdgqs
0.09807111,0.075993024,0.04259218,0.04628763,0.011800728,0.05676458,0.10678985,0.25342885,oNhpm9NMVXs
0.25373462,0.1351127,0.044568725,0.03807496,0.0007462225,0.07768741,0.056449283,0.50492454,dMX1GNKHhwk
0.18242289,0.031420164,0.053454697,0.022298265,0.0021171893,0.030827899,0.10745232,0.18871129,JTb3jOWNqZ0
0.033429302,0.024091985,0.02927418,0.019114198,0.00020607888,0.016330125,0.15336278,0.18151297,5WFeS4NqUkw
0.16635822,0.07312486,0.08032569,0.05237844,0.0050673713,0.040185787,0.046303533,0.39792493,8bkgtT32ttY
0.3097995,0.055421256,0.05593048,0.043723572,0.01721518,0.06961969,0.12971231,0.23983599,eyfBhcbLLaQ
0.18762758,0.14274293,0.09224793,0.06479927,0.052935857,0.13409024,0.105651505,0.2634489,BMCa3ODG38w
0.11784817,0.051902283,0.06321686,0.08129769,0.012217224,0.05308882,0.03275502,0.31751642,rAawIGf9Ul0
0.29507154,0.11881908,0.12859607,0.29823312,0.044405237,0.15036523,0.13093503,0.33419946,8ElVJe7W1fA
0.28649157,0.3839633,0.19518691,0.2609926,0.019297661,0.30656573,0.076526046,0.54016757,WzA-5jhan8w
0.3464608,0.07505474,0.06148489,0.056528676,0.00037311125,0.08802855,0.0065400456,0.28007516,KiBke759DQs
0.067613155,0.050909247,0.05330691,0.026952768,0.016243355,0.017449083,0.0004976877,0.39099026,gU8dVdY7AKg
0.20913692,0.18692763,0.1065734,0.09419216,0.020685982,0.12454885,0.05307231,0.5571079,QY4gWjirYR4
0.4003355,0.050186627,0.05602615,0.044445608,0.013466713,0.05245,0.10429364,0.27592665,WpbJn1lLDdc
0.07275034,0.050388,0.033262134,0.022817533,0.00298489,0.03845266,0.19555628,0.24317618,l9OCByqINa8
0.6813982,0.122338496,0.255959,0.3205608,0.028782474,0.2298844,0.0169296,0.42127448,6qnMpxfptNY
0.29913482,0.11991859,0.045754272,0.03243531,0.00031887996,0.08037636,0.018372847,0.36896414,Dv9LaWHWp8w
0.22155747,0.19421063,0.23379248,0.15940237,0.0020130654,0.17192495,0.17381375,0.3551741,Sq3m2Cq5pJw
0.14046913,0.10719222,0.06342431,0.06021011,0.013119632,0.09681345,0.18897958,0.2588538,DFB97s9wYbA
0.4926704,0.14341465,0.27585062,0.204025,0.048525527,0.15058589,0.26399383,0.5030208,5ATySvQ-rgY
0.099171706,0.067343466,0.11440262,0.1047307,0.049212243,0.08751161,0.09681632,0.29231027,ZZoLT85gnQM
0.053205594,0.043931596,0.028103925,0.019357799,0.0168681,0.03027205,0.070204675,0.17117766,J-ab9was1p0
0.55722004,0.3005678,0.24641837,0.478907,0.45506534,0.42411616,0.0023080737,0.42172807,cFVUTXLiz9c
0.10791576,0.034951817,0.012478624,0.0562701,0.1008549,0.023042634,0.08974361,0.24659343,cWQwmelwyO8
0.6591634,0.21088848,0.39884397,0.11189237,0.009718247,0.17601894,0.030317819,0.38124758,TIgbk3ZtQZI
0.06422108,0.052039597,0.03660496,0.03562411,0.0035228643,0.054161973,0.053797517,0.19932309,s-OhwH1gs9w
0.1063918,0.041142967,0.05370191,0.042563796,0.00631686,0.048070695,0.115659475,0.19768834,j5VbNJVplFk
0.06954197,0.047172967,0.05203376,0.038834386,0.034962907,0.041586697,0.024786053,0.19188458,dqcS_yBo8pw
0.12980248,0.09356404,0.083092354,0.11623237,0.009648831,0.08050683,0.013686351,0.5059317,qG15iQYf7z4
0.2820992,0.0600281,0.05379298,0.0321298,0.020685982,0.04480445,0.18587747,0.3032021,dP5LCIg-6ic
0.13306464,0.08067059,0.059969865,0.060149554,0.026035614,0.06677749,0.10073509,0.3231072,7-fJFBWlFuc
0.2671941,0.07833614,0.07376643,0.053015996,0.013605545,0.086048126,0.0139005575,0.3837621,Wd1HJ12xQbA
0.24111985,0.07060715,0.076250054,0.15609515,0.022945397,0.3310571,0.05721491,0.34225342,gzKCYmzQxq4
0.24079315,0.0492025,0.041116547,0.040517256,0.060927194,0.052910373,0.12679493,0.33261272,vbQBuyEB1iY
0.050692182,0.02044729,0.034406297,0.027090443,0.012841969,0.011813791,0.17013673,0.2800703,oYCAYX0RqD8
0.16711065,0.1361951,0.39228293,0.3315393,0.00018655563,0.2616672,0.0044339374,0.34763172,_8WCTYkj5kA
0.08910629,0.18985546,0.013053835,0.0147754755,0.0018221712,0.03799355,0.005431567,0.5305505,2LFENhIwSvI
0.023613807,0.019567426,0.0074183964,0.008858451,0.0057962397,0.011561435,0.11275806,0.16215226,rJkR5E8H1ds
0.18886739,0.06395393,0.14451191,0.06069262,0.036679696,0.10157471,0.18894857,0.2782621,RALwTVf50kM
0.51680565,0.22562267,0.23286371,0.18658184,0.018325835,0.21551207,0.00810865,0.38360706,0S8k5cpFrCY
0.6075262,0.14020646,0.17746164,0.14230424,0.0023254375,0.14560637,0.29185328,0.34002206,M0PgfU4qUMM
0.31179976,0.26375455,0.24872284,0.47178808,0.0064209844,0.3910659,0.05007974,0.51724976,-PTtTBbEKqg
0.05806974,0.028135324,0.03838801,0.038391072,0.10634898,0.01949613,0.17885913,0.26184428,ucc6x4vAKhI
0.07097705,0.041536115,0.06875168,0.08246348,0.005275619,0.041935734,0.26291403,0.2840057,u3nCRTJbU_c
0.06934912,0.040050443,0.068471104,0.05371805,0.032731086,0.04098932,0.090754285,0.19301276,kXvrjNhuPig
0.21126144,0.03812188,0.018337496,0.025293374,0.065721996,0.05053676,0.11449748,0.36201298,Tgmw6TCCX3I
0.28892943,0.13628699,0.23125598,0.2510829,0.0036964044,0.19082867,0.030076485,0.31541163,8lBNYUR_Te8
0.20967071,0.15822954,0.10401109,0.12325657,0.025005542,0.1531093,0.042590115,0.50595534,f53w0zRu6Eo
0.13401794,0.048840407,0.04774325,0.036934808,0.0033666783,0.033541236,0.042060923,0.34484637,W2Z2xuvfyKU
0.06899448,0.055828907,0.02384057,0.0232236,0.0003666035,0.035503354,0.0051522125,0.23628415,TlW5KqOKWoQ
0.7755261,0.1699077,0.50750476,0.43108553,0.040284947,0.2703981,0.0193012,0.51822823,8QrZIG1MGs8
0.12214388,0.05418949,0.10539776,0.087559104,0.02517722,0.06313815,0.14272352,0.20876276,_JeRq7Gwj5Y
0.23914926,0.17651087,0.1959368,0.3562772,0.0024295617,0.29522276,0.03404153,0.329326,auMA7jIHYvQ
0.10767626,0.021005528,0.06403378,0.025859304,0.021380141,0.01707949,0.13377316,0.33363286,SO_e4ds4gnk
0.14637095,0.054577056,0.04084248,0.043928947,0.080905534,0.03917476,0.022339726,0.33024067,fOKuGfR4pjY
0.66246235,0.2380156,0.29513842,0.3112766,0.0022560214,0.42321223,0.0016509736,0.39475796,lDSnM_wHr7g
0.14614743,0.087695524,0.0656141,0.09002335,0.025692256,0.07728845,0.5526906,0.34373647,B_Tcz75AjcU
0.08077412,0.049559258,0.04729296,0.06368997,0.028439116,0.040526703,0.14188986,0.35364363,ZpzReX0Oh5k
0.14374849,0.1854399,0.08861011,0.09520849,0.022213135,0.13749966,0.16396153,0.48513764,hVAZlew-dg4
0.42234406,0.33241543,0.22244523,0.107789166,0.009718247,0.28058738,0.099734746,0.4353078,WmugrLm2wd0
0.23788098,0.10500915,0.061517432,0.06746773,0.022773718,0.07553725,0.025686532,0.39684013,gvSQTV2O5Fg
0.18977445,0.15333337,0.15593858,0.24316199,0.009926494,0.21213435,0.029434206,0.31649813,Efb7HIOzChE
0.12754202,0.13283868,0.0672792,0.033646584,0.0019783573,0.080940016,0.046911247,0.34419963,fiCWHrMMHr4
0.50974345,0.5532513,0.14321734,0.15310143,0.0057268236,0.30909193,0.012149278,0.7784964,rZB5z328tTE
0.51876837,0.21675594,0.46493223,0.24084328,0.010759487,0.302481,0.030062417,0.39392406,8venoiVEp-o
0.08082638,0.12051281,0.042773534,0.030078955,0.021657806,0.038440354,0.104378216,0.3778104,nhA9I_RYxgQ
0.4721775,0.19111316,0.14533652,0.26123175,0.008642297,0.17742366,0.078384496,0.508747,junnG9coZJA
0.04720005,0.037300378,0.016198017,0.01167874,0.005830948,0.010980513,0.18058611,0.2808635,4198_stzi8Y
0.15328114,0.0671841,0.092502184,0.057751436,0.0018742332,0.06238561,0.112602495,0.27295116,HuPGUe_2ihU
0.31919953,0.25230077,0.1144498,0.08982476,0.0026378096,0.14839274,0.036985658,0.41353965,tQCpFk3mZHA
0.085066855,0.06271736,0.031774573,0.030087017,0.00097616314,0.045790274,0.09576521,0.29815292,ySRU1JhZzIk
