PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_PROFANITY,PERSPECTIVE_TOXICITY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INSULT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_THREAT,video_id
0.07965444,0.333336,0.05991306,0.14193995,0.14199051,0.051848024,0.22676364,0.10534484,dhRPlsa-Y-0
0.08501821,0.35085458,0.0557196,0.065721996,0.13511544,0.05763701,0.38161156,0.122052774,nNplavU3YtA
0.065152,0.69910604,0.042680677,0.11600884,0.11562381,0.06204973,0.3308205,0.13935886,TlyUtF6kdjY
0.09842159,0.41329482,0.0632712,0.07011723,0.11957473,0.061910164,0.28506446,0.123985976,Wx-uBRoAltI
0.11185704,0.37790564,0.119193815,0.2008281,0.3924425,0.17074752,0.3458619,0.30740327,WZwli4WdZmI
0.25216106,0.7095909,0.3247264,0.35642847,0.57739973,0.37867385,0.3411858,0.39550704,FhH2RSVEcWQ
0.09823404,0.386501,0.16256051,0.19535941,0.50240946,0.1680298,0.3479538,0.30674207,-jQJ3gPg1WU
0.16245814,0.2745247,0.16447917,0.14373457,0.33812743,0.10667522,0.3617739,0.35855573,71bEoYB-CCY
0.12299048,0.031238886,0.11245924,0.16620636,0.27875093,0.10745618,0.35444832,0.112277776,XVLJejRiunc
0.10132355,0.093942374,0.123883545,0.22982138,0.3185534,0.13965878,0.27040762,0.18348,tvKA7n8oeQY
0.025416953,0.4593165,0.03462363,0.0813051,0.12273175,0.049358033,0.25532612,0.07901882,3BAbfj9ahDY
0.09399748,0.38387364,0.04544241,0.09816993,0.10793921,0.032517496,0.23171549,0.12282218,vxTMNu31DHU
0.0833427,0.5680319,0.08222518,0.14911842,0.18336608,0.10402221,0.29335636,0.13295579,LEtHS8Gp5zg
0.04225498,0.39747566,0.05021606,0.052136723,0.1386281,0.04514361,0.22072226,0.07962025,CNin63B0rb4
0.07610107,0.7846141,0.15406615,0.37647265,0.4001199,0.20874836,0.30520073,0.1742248,KKipuGXhbOs
0.13747828,0.52160853,0.11830085,0.124380715,0.26022828,0.121520415,0.3249845,0.25323144,EbYABFruI1U
0.09410542,0.16660678,0.087024175,0.06492286,0.18092959,0.074906446,0.27236113,0.1386676,ykOVrn6lgTI
0.09301835,0.36375788,0.08850001,0.090114996,0.21398598,0.07084188,0.28188446,0.35804278,zbl-nIv6jmY
0.1183628,0.4431917,0.09854392,0.1019289,0.18804672,0.08989406,0.22209348,0.18246599,3vf7yX9ESRc
0.07161905,0.4411927,0.05463375,0.15626417,0.1817033,0.05951416,0.3092135,0.115044676,abyn9juukWU
0.14814533,0.7083621,0.11265277,0.1539292,0.30274415,0.11547518,0.25439814,0.27352598,_93AQd-gt7c
0.18757492,0.54478896,0.33067432,0.38953075,0.49914795,0.56937724,0.3778104,0.19647117,nqZvRXOCoGo
0.030943463,0.451721,0.027273003,0.035134587,0.08209543,0.034962915,0.2357039,0.07611215,hStkQRbhqLQ
0.30801728,0.8147743,0.4742995,0.39230084,0.6264248,0.359167,0.46807182,0.43900314,j77jQ8s_q5k
0.15314473,0.19545685,0.21004948,0.3411882,0.6674949,0.30875316,0.37984887,0.37465772,QfYxgsqVpJk
0.17408043,0.43769026,0.16724068,0.28996843,0.37793893,0.19613136,0.5622815,0.300925,AcbRSEoxU4I
0.08347898,0.70819956,0.07744943,0.12309273,0.16360733,0.064236045,0.23794359,0.26705828,CU1nCquHNsM
0.07177788,0.6026914,0.06452566,0.1539292,0.1809174,0.064657316,0.22986406,0.30794954,Il20J_MpVc8
0.19929355,0.4531255,0.4365646,0.4945446,0.7743308,0.5016237,0.5096879,0.78877956,9Wd0puWt40U
0.15018326,0.37935033,0.19070247,0.089577995,0.41485724,0.20246316,0.31056187,0.46449155,BTguwl8StpA
0.05978355,0.5472913,0.05905533,0.08555053,0.15023363,0.07156857,0.23591156,0.10508842,y3juWi4DAqQ
0.15348361,0.10231898,0.23428902,0.24242763,0.3831639,0.23655674,0.35766488,0.23644124,ZtgnIXnvxlw
0.07748142,0.4774607,0.06760439,0.15626417,0.1944984,0.07743039,0.28033912,0.26129872,sPear9wa26A
0.12825042,0.47704947,0.10689753,0.17242117,0.20924692,0.090844914,0.27224964,0.16322954,kZ4E0T6Gus8
0.07352831,0.50772077,0.06190853,0.12695669,0.12676293,0.05430437,0.18927589,0.12712118,AftoggVdQwY
0.15532798,0.42563254,0.11294751,0.14373457,0.2118241,0.06997235,0.5041265,0.2581014,R0xRsTFTaNY
0.065067165,0.36754,0.063761786,0.067320265,0.23581292,0.07979717,0.31845832,0.17933075,Fq38yjo_s5k
0.07508108,0.44058785,0.04539555,0.045091953,0.12757847,0.043253157,0.32939315,0.08577242,1vKSzfB9n58
0.034550708,0.45467186,0.039034978,0.10300289,0.17867756,0.06018701,0.3038894,0.07926259,iirJ0XaxgNE
0.12476785,0.19816189,0.1551682,0.21980777,0.54173714,0.21763209,0.4558447,0.5860577,gUXc0VMld4E
0.07496882,0.31584105,0.18647134,0.23014031,0.6424081,0.2922698,0.29347545,0.76809484,aBrhA3nY6dY
0.08732701,0.56471276,0.117941044,0.10634898,0.30143335,0.12118192,0.2749843,0.24287692,QPNtyiwLuBs
0.082099244,0.33469325,0.07148515,0.15071863,0.17697707,0.063845694,0.20140155,0.14606398,9qYXXNGXim8
0.09586802,0.30121452,0.08677786,0.094410956,0.17237194,0.11364295,0.29004502,0.24446988,s8xmh0cq_k4
0.068197034,0.37178925,0.10148988,0.17242117,0.39978072,0.10003383,0.37126806,0.4118845,nPAgLY8stpw
0.11235916,0.10067241,0.09043707,0.16275369,0.34691623,0.11871227,0.49045756,0.45764816,u8_2UhzTFYM
0.21613276,0.17933223,0.29696992,0.2298686,0.5701231,0.34583414,0.5104986,0.56284416,aXHQiVsA0bM
0.057535123,0.35625887,0.044457857,0.105704986,0.1275656,0.041207094,0.19869265,0.12866436,CDSCehhI_Ac
0.25624776,0.6633649,0.19750614,0.15684792,0.30422488,0.17600168,0.4373405,0.33618197,Sgw5oh0gj_s
0.14397311,0.18180038,0.121460676,0.07371333,0.2668581,0.11944967,0.49532592,0.30935675,kY6O41r-M-U
0.04349747,0.5680319,0.031891346,0.11085691,0.084460564,0.026919022,0.17519595,0.09019371,scGaSFInrUk
0.11329609,0.35441285,0.106621295,0.317855,0.35828826,0.12939692,0.3935979,0.3300524,he0fsAbRK5A
0.083805025,0.12999557,0.10290488,0.111500904,0.27165145,0.10262012,0.4122785,0.38450456,TX9_Edv4AYU
0.14113675,0.6302543,0.23907848,0.44805592,0.74796903,0.36392274,0.4842593,0.524796,aH2_4SP5Zx0
0.13266942,0.09377043,0.09168141,0.1785852,0.28267777,0.10165026,0.473454,0.32553095,z5GCJSLISH0
0.07011498,0.43674603,0.066512525,0.12953265,0.22422299,0.06217164,0.3257652,0.2545653,36uJfeO4ZAU
0.07722397,0.44326627,0.049808532,0.15918289,0.11502997,0.03842203,0.31842232,0.14317238,hbQHmXveQEc
0.26000118,0.5785624,0.14658889,0.15568043,0.26978144,0.16255498,0.49434283,0.3629744,PetbMHzBWuk
0.1889866,0.27075604,0.08287759,0.067320265,0.065572664,0.03923409,0.5144283,0.15561149,MRTCyfS94DE
0.12191736,0.68851066,0.3712592,0.27194336,0.7160713,0.5672635,0.3047809,0.21184584,w5uXpwoq0_M
0.044395734,0.7114374,0.05960703,0.09924392,0.21922792,0.13383466,0.30932328,0.113938175,jntRiFsjLWM
0.06328924,0.22681801,0.28509775,0.49542332,0.58523935,0.28923857,0.29713237,0.8763936,v_32zkuxDbw
0.11420147,0.13765158,0.30984455,0.39230084,0.7455812,0.56086195,0.35138947,0.2887262,hDBI5icm-Zk
0.102183975,0.20345317,0.101605155,0.21892473,0.31785738,0.136018,0.5188564,0.36921057,MIr-OzY8-7M
0.15175474,0.3710693,0.19222592,0.3411882,0.58523935,0.31929833,0.4868934,0.75764996,WBZPQTcaOHk
0.0369444,0.34586266,0.04948208,0.17587385,0.20185597,0.07888209,0.33064616,0.3102355,h10jnK215ZI
0.1376495,0.43842208,0.08343801,0.118584804,0.22539258,0.07784068,0.3075474,0.21863113,jP84tmyzhZ0
0.066019,0.20707352,0.07322746,0.09172598,0.29020295,0.12056533,0.4668611,0.26078105,KDddouNOqLQ
0.063101776,0.39767134,0.078283876,0.13969667,0.15303636,0.08453355,0.28823563,0.18608919,9Bdm_8sD_cg
0.062576644,0.40639737,0.056836005,0.10828095,0.1505358,0.04979463,0.20756757,0.149369,CYaQpSvYImM
0.16408104,0.20775157,0.2076959,0.06332459,0.30659983,0.14427766,0.520363,0.5087237,rmsF9GBka88
0.11517934,0.5206726,0.15576823,0.29021257,0.4017284,0.3060488,0.32652915,0.49579635,cHgQhEE013Y
0.067658916,0.32959053,0.07328651,0.09172598,0.16686875,0.06224758,0.26303425,0.16215305,jzn39_fauag
0.090463154,0.726907,0.69309914,0.43275943,0.50498396,0.4394317,0.29232505,0.28734815,p8d-5e2LHsg
0.04504628,0.45183757,0.059346862,0.08420804,0.1326977,0.060088024,0.20422803,0.08851155,9Dd0foZnMlM
0.11442844,0.5680319,0.12398868,0.13879937,0.39565676,0.2907016,0.299066,0.121092945,aSoAk-E0Xi4
0.04755658,0.69940025,0.030504614,0.094410956,0.112839535,0.044610664,0.3656802,0.08867875,tzdB_p9nOyc
0.080449246,0.23824434,0.06383685,0.08635602,0.13220152,0.062172037,0.23397622,0.118121445,CTVGsbqYNbA
0.16109297,0.048546534,0.17491895,0.11536485,0.3093582,0.114351034,0.45165783,0.54495263,2Kg0q82mFzI
0.11972317,0.7050929,0.08455166,0.15159425,0.18693267,0.088424906,0.33283862,0.28341064,3ch9GfBkk98
0.069674686,0.4366232,0.06402038,0.03221605,0.14634138,0.054071717,0.31097826,0.27640498,7Yf12qsD3Go
0.09712464,0.7079842,0.08954845,0.104076885,0.21823892,0.10080445,0.27714393,0.22544196,NvUHc4aqgh4
0.06773629,0.7079002,0.10020231,0.3609816,0.37843338,0.12266762,0.3467813,0.43536243,qSU3B-VzR5o
0.11266496,0.53532535,0.10234106,0.21980777,0.2342214,0.11040338,0.29768598,0.31308365,HCkx_x9FLJ8
0.059290864,0.4406171,0.051611744,0.0669207,0.15985896,0.046742428,0.23998341,0.25741062,wPne63CD7co
0.05094394,0.4744389,0.07799045,0.27045983,0.29140133,0.15038642,0.28989008,0.20693162,UKdglMZd6Ps
0.046735894,0.43987498,0.041949525,0.1256687,0.15407328,0.063278496,0.22420391,0.14857326,OsSt6PmzB2I
0.04816379,0.2854365,0.02077259,0.05852979,0.03988473,0.013570712,0.31414354,0.08886595,tJKpQlPGJm0
0.09779362,0.15946436,0.020533085,0.08796701,0.03180486,0.014456324,0.3615912,0.11463302,PG1EWTXO4wo
0.07663407,0.64927644,0.30223024,0.21186037,0.6815826,0.5332292,0.26711962,0.2563626,yWqx2Rs8RGc
0.082244575,0.35814843,0.07116471,0.085282035,0.1931949,0.13793659,0.324751,0.09610025,3uf-HoXnL8E
0.21955647,0.34988463,0.2246373,0.17518331,0.4177193,0.19115193,0.5275744,0.44571462,XHyuIc_ZYmI
0.09013055,0.22134389,0.12555468,0.1550967,0.29141834,0.10748742,0.3759376,0.58732396,q-z_ZrxP9hI
0.09122164,0.85079104,0.22919838,0.5535644,0.5704872,0.301396,0.25543982,0.17008804,Q757q-Z9s80
0.114616774,0.40002498,0.104545735,0.04165838,0.18793848,0.08383241,0.28119472,0.17904104,MzWa4qSfHNY
0.065789334,0.49244237,0.04545077,0.09816993,0.18708709,0.1055767,0.29908526,0.13096988,QV2rNX7JiXU
0.36820093,0.31240782,0.8060722,0.7344555,0.5014711,0.6513184,0.5000723,0.6521178,U7rFKsNibic
0.17978698,0.3409907,0.15867576,0.16344422,0.30820668,0.15016861,0.5088856,0.28147814,06HnuhE7-0g
0.14651376,0.13026306,0.14292039,0.14193995,0.29391888,0.1350732,0.3543737,0.24941626,yBRW1hoDtrY
0.053538874,0.4381156,0.05198827,0.06012806,0.18383214,0.06972155,0.26947963,0.09826507,nn2wnPitZug
0.10912769,0.28887984,0.07219059,0.44298556,0.2577189,0.11862639,0.5474529,0.25832286,qte_jldVc0s
0.061869767,0.24885865,0.05171962,0.08689302,0.13392349,0.050235968,0.27529025,0.2567755,gogQ04caM3s
0.07848883,0.45785812,0.09619191,0.13206954,0.4499226,0.20374075,0.36211804,0.27141395,xgWmlo_56ug
0.058917005,0.19665408,0.062654585,0.10892494,0.19559628,0.07023598,0.3894115,0.23602164,PUeOQ9P2CVU
0.16966216,0.68601984,0.1809881,0.12888865,0.409119,0.18282641,0.34349012,0.41113025,VnDS-_-o67s
0.122160085,0.049429953,0.14482825,0.28996843,0.37749705,0.12443343,0.5442688,0.36525738,2N-HrGelM4s
0.08971358,0.09892357,0.057241295,0.089577995,0.12041637,0.044031832,0.40255412,0.17674278,mmcPSXY-TdY
0.0511481,0.3240981,0.031543292,0.09172598,0.13534312,0.06049588,0.23672034,0.10031619,oQvlLUwXvbs
0.05982602,0.5680319,0.070450395,0.15071863,0.2143367,0.08109747,0.21984321,0.21980818,SK0oBSse05I
0.105613425,0.33751208,0.052652746,0.10031791,0.12584794,0.04155138,0.23904997,0.1265934,gzuhkJ37c5w
0.10580665,0.42940584,0.120554514,0.2015616,0.21907341,0.12664463,0.4082371,0.08982757,lF65yCeF-e8
0.062208645,0.2996729,0.045458533,0.058929358,0.16046555,0.044721927,0.2556641,0.08788961,dcsumghCuLM
0.106242605,0.4897896,0.14152029,0.13655609,0.33782706,0.16712323,0.25033516,0.24226901,2Ox1A8kFq_U
0.15242779,0.4607776,0.24544105,0.11729682,0.5087778,0.2696824,0.33112168,0.4945609,ehpOQZ85qwQ
0.05534867,0.45004773,0.03170212,0.13476147,0.10478602,0.035715334,0.37532422,0.21514764,l3Ji9WlV02M
0.09184584,0.44020313,0.055000436,0.07571117,0.14886656,0.083504125,0.29975855,0.122353904,kdJb2uBDy1Q
0.083277054,0.44190657,0.07863846,0.08447654,0.18416947,0.072792955,0.22635025,0.17989372,fyle1b7dsw0
0.08736979,0.5612139,0.11141938,0.22989221,0.2930142,0.14371246,0.281658,0.17023844,yruhDDx8_4k
0.10101464,0.18438025,0.07789861,0.08850401,0.18106067,0.10978871,0.31940264,0.17350772,t40zD1NZKMk
0.10488564,0.45671472,0.2575368,0.28021416,0.62260705,0.42471993,0.2823256,0.275861,PbedmwYnmew
0.11086179,0.44007826,0.1387249,0.12180476,0.35636398,0.15381335,0.34294823,0.33437487,GAvA6M6GHjk
0.093418665,0.44029197,0.11213315,0.11600884,0.3401835,0.20460625,0.29960376,0.19609548,yStppBsSr0A
0.093290225,0.6209642,0.080845885,0.048525527,0.16830583,0.062762894,0.26837313,0.20784716,0bHrrZdFRPk
0.08956258,0.7146219,0.2539263,0.19716066,0.5693742,0.46790445,0.1977862,0.19012675,Si-U4eipV34
0.09904448,0.5749565,0.17202015,0.10031791,0.27347353,0.13911143,0.23008575,0.14141886,PbGV8Ms9GP8
0.048532043,0.36350098,0.051247414,0.09065199,0.17790166,0.06318058,0.2003601,0.11989034,pirjrKmWxmA
0.048300177,0.44070444,0.07641062,0.1423886,0.2489347,0.086469404,0.2887813,0.20955797,kPYPh3czBZk
0.13620189,0.3812866,0.15070938,0.11600884,0.31527478,0.171836,0.2389064,0.24441965,b1WoYaF1DY8
0.09845132,0.2885687,0.09767389,0.1539292,0.1748103,0.097262435,0.2431976,0.15343268,gaW4otDuSMw
0.07773958,0.7786089,0.11373223,0.2712817,0.39478293,0.1796053,0.31173792,0.6289201,vzZ26aXYw64
0.08666617,0.34963772,0.124735914,0.26589394,0.40159208,0.15930262,0.36456093,0.25815573,tHdthcjyUwE
0.035469014,0.43722022,0.05257678,0.080905534,0.22652106,0.06867435,0.24947976,0.15057676,JKH9mDbFuaY
0.07623371,0.5511333,0.05707995,0.16275369,0.14417402,0.053618617,0.32047814,0.19594923,H4IxXKWEpG8
0.11711341,0.45518434,0.079954326,0.10634898,0.17883079,0.06730278,0.2615104,0.21705677,_sAUZlgbaps
0.09345035,0.23660345,0.16397494,0.2712817,0.47631612,0.30424422,0.40441275,0.4050686,k_HjeDNQloM
0.09709284,0.31231523,0.08059147,0.07371333,0.21770267,0.08617561,0.25962335,0.18408217,MU3eGiHtzII
0.13127762,0.70844036,0.26107922,0.39421332,0.5151161,0.44789472,0.2735736,0.2871454,C7_nNaPCIz8
0.18321532,0.30887696,0.18701695,0.2712817,0.42836508,0.25063783,0.5071264,0.518179,hXBdrsX7Ero
0.0517478,0.24007235,0.03274027,0.012425472,0.01928246,0.020117411,0.32380024,0.08419469,H0Yncm832bY
0.1131384,0.043221146,0.09850948,0.1835188,0.21351127,0.10004999,0.4075286,0.1864771,qUdY2r5S4KA
0.3025446,0.48652184,0.30728483,0.3897107,0.5471635,0.34141353,0.5364665,0.40820318,fh2FdfHeLno
0.08452416,0.24633567,0.14614107,0.18450552,0.58523935,0.26972154,0.43307683,0.31166774,3qFgBxv_LgY
0.13565037,0.28470835,0.09875413,0.089041,0.14250614,0.05752916,0.3798136,0.34856078,i2SGgL7XES0
0.121963784,0.09204568,0.07360238,0.0358213,0.097683474,0.03611862,0.3441549,0.28145364,4LfdNjvc_yc
0.077806234,0.37565058,0.06543739,0.08796701,0.17996173,0.06918629,0.27237365,0.122061685,MHqveDwORUo
0.09713218,0.46093145,0.100410126,0.1710401,0.2832464,0.11723019,0.27462634,0.14088413,avrWrwYk0KA
0.12573728,0.4562063,0.105285995,0.0789077,0.2236117,0.109442174,0.31018284,0.19575097,abGtk-FN0wI
0.04160866,0.5749634,0.08392227,0.1550967,0.21067697,0.24297415,0.3194566,0.12773001,vgWxEYIIAXQ
0.090240784,0.70844543,0.092603005,0.119228795,0.17851889,0.09728833,0.2553459,0.17324972,w2z6ucF2qvw
0.07274807,0.24034944,0.067968,0.15130237,0.2624719,0.11042511,0.3330306,0.14058895,8BDyEt21cq4
0.055429652,0.24414705,0.06338098,0.09279997,0.1204637,0.040936057,0.19670892,0.19350226,oGfzJJE-gPg
0.05709799,0.13191491,0.02755855,0.08290337,0.08078273,0.035474673,0.40162897,0.10883371,uAw3Eva_F6s
0.06401401,0.60629094,0.13877022,0.083939545,0.3929168,0.20476522,0.24859865,0.18368104,tnZrwVB6yxU
0.06364016,0.44009453,0.042124294,0.09602194,0.20243046,0.0672008,0.331104,0.12597156,J8jL9ooNtY4
0.085151404,0.58399534,0.058576424,0.12824467,0.13604009,0.076364666,0.3471053,0.09539166,yFA58J2NiII
0.04656831,0.2899853,0.049313176,0.08796701,0.1292596,0.04265806,0.28487092,0.31022045,0-D2kk09GPI
0.102999695,0.44644812,0.07016122,0.16758743,0.1756093,0.08129257,0.30572596,0.15182357,DxbzHofmko4
0.11286915,0.3064658,0.1359562,0.1731117,0.26855302,0.13644522,0.29859695,0.27407244,0_GoouKwDM4
0.10657843,0.60985047,0.08825546,0.20302857,0.18285261,0.08496533,0.24771327,0.19352992,pgxrcuydUOU
0.09110775,0.124685116,0.07603916,0.15217799,0.20310822,0.09186563,0.34038627,0.11310516,aKhrbk8jGnY
0.110839784,0.6401427,0.20063911,0.29021257,0.5575896,0.31154236,0.27091715,0.28953928,eVIbd9cxGKQ
0.14699388,0.27068362,0.099189274,0.11472086,0.237679,0.12385459,0.3608196,0.21995401,MhbgiMqBRmY
0.055741493,0.27720433,0.10826124,0.22157386,0.44550845,0.19630411,0.36979783,0.2913381,pBPRbGJwUSM
0.14130391,0.60961986,0.1576776,0.09494796,0.25911024,0.11008042,0.39164788,0.39879712,zYE1RiI8wwk
0.08991984,0.7279288,0.12380051,0.14418322,0.41868806,0.1389614,0.22218247,0.23185016,GOa5q2We0-E
0.0871385,0.44406298,0.17334868,0.16965903,0.48314136,0.29103774,0.3132206,0.21527483,fqZiPbzU2wM
0.030726412,0.19074549,0.041099742,0.09118898,0.15956168,0.12653722,0.31717664,0.14010425,TQiNNXFUikA
0.17225553,0.7056048,0.22564422,0.22980565,0.28444248,0.13442244,0.33427355,0.27804583,gtTaqYLOe68
0.09303178,0.13318658,0.09649882,0.16827796,0.29761273,0.09280692,0.40145493,0.26259065,SydryOGpYXo
0.09281734,0.45145,0.09705374,0.08635602,0.25079605,0.09467786,0.33204165,0.33184886,Np7WIfe-EMw
0.08435091,0.5251203,0.074160375,0.28874767,0.16376762,0.063025944,0.22870138,0.18401556,dvutAgHtrF4
0.04475019,0.3771226,0.0911738,0.12309273,0.31727824,0.12770182,0.26974738,0.24161428,pgal1XW3B6M
0.07095054,0.306688,0.07019652,0.08850401,0.21100846,0.06729775,0.26429537,0.36706498,vbVKJ83uLCE
0.09936675,0.088361114,0.08139239,0.10515087,0.22425544,0.07513432,0.47118288,0.31443408,okPnq_z5g0I
0.14050823,0.50325614,0.15054388,0.22990009,0.40936086,0.15742338,0.34008852,0.60543543,vu26EKt9PaY
0.10936219,0.47454396,0.2186202,0.34388447,0.45301703,0.5405875,0.3168961,0.18328263,FQRcy3ZjDj8
0.05100564,0.17116816,0.047227092,0.12695669,0.11870932,0.042740572,0.2376883,0.152046,tdFi7AdW4S0
0.13305445,0.4684623,0.12340519,0.16482529,0.16717158,0.046994977,0.3642312,0.37480265,5yWybzFR1jw
0.030910248,0.108544596,0.028219199,0.02809576,0.109270744,0.11827075,0.3300594,0.09538705,-v9MWRRt5OY
0.108882524,0.5680319,0.10151036,0.16413476,0.22652386,0.10107984,0.25491983,0.16653568,Rsi6cOFF2S4
0.27424416,0.4913654,0.20059234,0.17242117,0.48478308,0.28624764,0.46478435,0.3913328,ImRBvDMzJZE
0.03892291,0.63087034,0.041067015,0.0801064,0.10310289,0.06500721,0.3557945,0.10002542,pcQYBaCxQqQ
0.09579649,0.22450165,0.06524268,0.1550967,0.20819524,0.07486685,0.27124375,0.17840077,QjmONANA4Bc
0.11059593,0.072804905,0.1522818,0.21980777,0.3381054,0.14713329,0.3652324,0.42470014,GMEMuXUQdtk
0.18101859,0.10371384,0.26037508,0.17587385,0.42744926,0.21793582,0.5349209,0.3854654,yyCdnMLXPPI
0.111835875,0.8294702,0.24528936,0.31671798,0.6350989,0.29823777,0.29502136,0.4599452,iK2GtqQ7vlU
0.06517908,0.10363926,0.08351765,0.2406723,0.2345051,0.107154414,0.29359683,0.13188651,VdkiwmB86Cc
0.1229667,0.7079002,0.15302914,0.13146462,0.42693698,0.1991056,0.37249157,0.5319475,XR6fGAlIlKI
0.06674454,0.20189932,0.057565343,0.13146462,0.14530952,0.06695306,0.22588742,0.09190289,VoOHrTdDFe0
0.029492123,0.3484655,0.022404118,0.076110736,0.10442613,0.03089436,0.21505338,0.043418434,UbRcQ8sFdio
0.054649375,0.08809713,0.026163634,0.027065687,0.056566715,0.01727102,0.27680132,0.067868076,gVQIeM0SY58
0.07924342,0.3586313,0.06639439,0.101391904,0.16478455,0.05994722,0.20409071,0.13037433,NY7BZ6NDtzY
0.07804301,0.7079529,0.060940668,0.28517663,0.12138918,0.05153084,0.3280412,0.1581484,7L6owUSiGRc
0.068619445,0.3720185,0.05726051,0.08447654,0.16954938,0.06325238,0.2414348,0.14848045,5VSpDbb86hk
0.07812881,0.40580457,0.09704777,0.13610743,0.30222973,0.14662208,0.26770836,0.1667652,rVcR9z0gicA
0.06799517,0.3241572,0.057691712,0.085282035,0.16065365,0.052920226,0.19056435,0.14771774,dtzeLBEhxqI
0.12563466,0.31964117,0.078417294,0.09333697,0.24482046,0.06107254,0.38860765,0.19919065,dI8zGUTr9jM
0.08097472,0.42075977,0.076963454,0.119228795,0.20679884,0.068941444,0.24692017,0.3138535,JLGXKArX9gU
0.06702264,0.42880276,0.07135601,0.068918526,0.22078303,0.09836742,0.22159755,0.100974426,GD2QnENW3C8
0.36214536,0.5680319,0.56109464,0.5026305,0.3577413,0.31278935,0.3725163,0.40113056,uo5Tn1rN5u8
0.15797547,0.5680319,0.43786517,0.44509158,0.86287034,0.7394524,0.38124406,0.3593819,iA1IDaqt7po
0.15208623,0.41205868,0.15555528,0.09548495,0.28048357,0.14172772,0.42855388,0.3142055,QI6MN4qI9-4
0.2375549,0.7204338,0.49917138,0.45120096,0.80043465,0.61868125,0.4584626,0.71817034,xRChTBoRD1E
0.14257683,0.7279288,0.3522449,0.34388447,0.798412,0.61666214,0.3405951,0.6277168,poet-IrBaZs
0.14696223,0.4381391,0.11616068,0.07571117,0.19886056,0.063868694,0.37837416,0.26903346,3S4STblnBb0
0.068540424,0.53278035,0.1699767,0.18253209,0.47564995,0.13772579,0.24434929,0.7699951,P56rUszBPKs
0.12145863,0.36695394,0.101521745,0.11665283,0.22250941,0.11757068,0.3640221,0.2695005,AGSwj2tqMSg
0.087929994,0.27216542,0.14064823,0.17242117,0.50662005,0.15321499,0.3639496,0.78205854,cO0tyOrg0QU
0.07913495,0.16160011,0.07456064,0.06532243,0.1866728,0.06597891,0.27884275,0.14394107,0nKJ5O7RQX8
0.10306103,0.5377509,0.07995814,0.103539884,0.1662271,0.061864745,0.25606528,0.12032244,doGrFeKzhPM
0.069687314,0.45218903,0.039229188,0.13017663,0.08082234,0.028022617,0.2475729,0.10804205,5uQPRWUFJqk
0.018202268,0.28458548,0.020837015,0.065721996,0.05958213,0.049020804,0.24032608,0.041024476,6yarTNrv2L0
0.052914735,0.403538,0.09468734,0.119872786,0.24873506,0.11805069,0.35123155,0.21036719,fvrjceL7ePE
0.086018845,0.43489158,0.13652502,0.2712817,0.38329867,0.15237027,0.2377045,0.2852325,bvrCFo81qS0
0.1409311,0.4895551,0.19236244,0.17034957,0.42110667,0.25325847,0.27645108,0.3401794,4Vg6lb42yKo
0.5093691,0.4280022,0.8741705,0.6955873,0.6933469,0.80613285,0.5760011,0.5437796,6XiOZk58QpQ
0.09009304,0.47114772,0.44568446,0.26817688,0.47272655,0.44529623,0.37055817,0.23437735,kHbmUiWHYGA
0.07057257,0.2994435,0.044642426,0.20669603,0.2437548,0.083234236,0.39525038,0.25672308,tu8sfuP2Obs
0.079707876,0.43864444,0.06247038,0.14104263,0.1534935,0.05329293,0.29673496,0.19497877,NS0Q5lrpT1M
0.079309806,0.38841456,0.07220653,0.06652113,0.16609216,0.075931706,0.26326573,0.119249195,xwUazXBq5AQ
0.20499302,0.6766512,0.43753874,0.4458971,0.79972756,0.5649918,0.33457088,0.25132343,cIXDg15JOck
0.15554942,0.55125535,0.089113675,0.09387396,0.163901,0.063498646,0.44466633,0.28564724,-rz0n4yJYXg
0.058360375,0.60498637,0.14983483,0.14283726,0.40373993,0.17202611,0.1917157,0.2197376,zxQm1YRyFTc
0.09000318,0.35480648,0.12681717,0.17173064,0.33267495,0.07713087,0.3882189,0.2810056,arS8rthaRcA
0.077857964,0.5680319,0.15949121,0.118584804,0.4814258,0.208055,0.32042238,0.24116786,E3rggd6yvXc
0.08048819,0.71330816,0.09270948,0.28948012,0.2848267,0.23031911,0.3602359,0.128014,3-yApZLSk4g
0.10507962,0.40570626,0.058520447,0.1414913,0.122521095,0.059678737,0.33302468,0.15985388,6SZOjzkxt1c
0.11352036,0.59689903,0.12565969,0.1256687,0.2677469,0.12065723,0.28263646,0.3113779,36js0wIiulM
0.06864923,0.4538256,0.04553058,0.14777246,0.12144329,0.0514546,0.28925622,0.15700297,U5x4bHxQmRQ
0.05633118,0.39184415,0.045218263,0.092262976,0.13435747,0.051028967,0.2358125,0.10871744,UornvOLBwIA
0.23577866,0.4612913,0.31406173,0.5026305,0.6012231,0.38572875,0.41459778,0.35989365,emRRnattCsk
0.0482227,0.45316288,0.07778235,0.11600884,0.13584818,0.06667599,0.1976632,0.115170136,7bMQorO8VGQ
0.065371975,0.26855612,0.04386404,0.004616167,0.064230636,0.046926588,0.37818465,0.3241179,EZwUnP0SkZo
