PERSPECTIVE_PROFANITY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_THREAT,video_id
0.06077861,0.13020448,0.24991328,0.34786284,0.32618564,0.053867128,0.35758555,0.12878089,vT5IiMnRBy0
0.09473247,0.19471227,0.15130237,0.20355536,0.3046094,0.036707386,0.13306053,0.21620294,gJfijwGvbBk
0.19316152,0.41753426,0.00860759,0.3104652,0.46473247,0.09693932,0.2302899,0.31455427,JBfPxz3yiPE
0.19357663,0.3843247,0.13082063,0.3247356,0.22532257,0.12115408,0.07027685,0.57221055,2ef2r2sUn7U
0.24007666,0.27897975,0.070516795,0.33694547,0.27754226,0.11073869,0.14130592,0.65447164,gVGZWTxA52U
0.43479055,0.58523935,0.355017,0.34398645,0.68785954,0.19743998,0.43982166,0.35019198,1ys8yK0nA9U
0.13141671,0.39062443,0.43622825,0.3886426,0.45096084,0.06264829,0.18854131,0.5665135,vC-nwNt4zWs
0.3123056,0.29664046,0.2712817,0.316593,0.30778426,0.14198014,0.1364865,0.5363014,ckKJVYhpS6Y
0.37005585,0.58523935,0.2712817,0.49187928,0.5256141,0.84063864,0.18962176,0.37408516,RXfDiWMcW0k
0.19787249,0.5205132,0.048868883,0.5126143,0.29891947,0.19797148,0.090532206,0.4064546,NbEJ0cqDwoM
0.24298677,0.74372095,0.2712817,0.34881687,0.4419146,0.24865016,0.43779886,0.3284154,JcVlkr72WIM
0.69309914,0.7784117,0.15188612,0.3820899,0.7567999,0.22780356,0.29174814,0.7385586,8lW1uyliMIU
0.2226837,0.5706619,0.15976663,0.30539155,0.39927876,0.12817954,0.26948592,0.21258475,YH47Ejv7r-8
0.15456751,0.3143458,0.060927194,0.20900115,0.2998084,0.08764042,0.26140696,0.32418916,mOtlF0ywH_s
0.07341358,0.14313456,0.1710401,0.5360072,0.17198186,0.14899784,0.27290192,0.18977691,XOC9S8Sgzpg
0.14754152,0.39200178,0.09279997,0.18566501,0.30125248,0.06762927,0.27916142,0.10647642,4jt5OSH3z00
0.14195591,0.30289513,0.13790205,0.25288025,0.42694417,0.098553084,0.63287294,0.41648448,ZKOATzSY_M8
0.23277865,0.30305147,0.28874767,0.20787314,0.36929023,0.06944689,0.28457704,0.3454639,BCaq5gcGA1E
0.18226124,0.3146732,0.17759849,0.2714668,0.4314038,0.091764115,0.25539976,0.22158866,vOzaxQ6yz38
0.15900682,0.4156228,0.19239926,0.20672257,0.2849142,0.057462513,0.62849164,0.60199875,QlyblHe1Ddk
0.14316796,0.33878466,0.06012806,0.2822701,0.23836204,0.089688264,0.17636716,0.5489487,48qPi66aF_Q
0.22740184,0.7013417,0.37360558,0.17672326,0.35430261,0.066703096,0.1575537,0.2171155,N3sQBZ8aVUE
0.18843374,0.33812988,0.0073581007,0.4371975,0.34294745,0.2998042,0.15289186,0.28004605,F2FfF0t11HY
0.13439198,0.4277573,0.20596254,0.36559388,0.56681037,0.051226944,0.23626453,0.38359025,SqHXOkplMtA
0.43326792,0.691746,0.3955794,0.40220803,0.71144396,0.12813275,0.17929941,0.55042386,jpJDLzWlpDA
0.080894515,0.06089477,0.038911518,0.20444609,0.08247953,0.07051351,0.105738536,0.10520366,CJtR29_Ba8o
0.36720985,0.6560423,0.355017,0.33672306,0.6356477,0.12507531,0.15570988,0.7191397,Wi1U3nWPLnI
0.30688873,0.67050374,0.22990796,0.3542866,0.56289,0.08735717,0.43999362,0.5462934,qxsEguPF_V4
0.293571,0.41320238,0.25676212,0.41500434,0.5671108,0.16635267,0.26359266,0.7042155,D__dvj1UzHs
0.20678806,0.41173276,0.055333257,0.20222571,0.34790063,0.05780827,0.16087012,0.31221694,bf-N621L8GI
0.14927736,0.3806462,0.1473238,0.21826984,0.29831624,0.09574045,0.50624377,0.272462,5ODKcYg5v5I
0.43796372,0.48987082,0.01263372,0.42768475,0.45094973,0.22641751,0.6469306,0.5757025,JrNVXDdFchU
0.14668685,0.28732446,0.22980565,0.2658285,0.5637835,0.04347634,0.26705703,0.32400885,ykPloehd0XQ
0.15971832,0.19661427,0.1530536,0.29198754,0.3084352,0.10877939,0.24588479,0.41190505,oSAtTpgn5YE
0.117625505,0.20762713,0.0021085124,0.29816967,0.3105028,0.07302271,0.012636806,0.34245935,nCTgJAsNGyU
0.31022635,0.60605764,0.43275943,0.3478487,0.56926465,0.13974884,0.41821685,0.5882381,g3PLKLyIbHM
0.2585545,0.69630104,0.34388447,0.14346226,0.49442595,0.058334533,0.3108723,0.3540383,i_Q1EGHREqw
0.28823987,0.30147228,0.15568043,0.37100154,0.35481426,0.14531483,0.14274412,0.33783436,joZzOgUl3UU
0.19116157,0.49236947,0.047495455,0.20124105,0.46742335,0.05602424,0.29463848,0.37428686,Keb0uTxVXbw
0.22555216,0.58523935,0.2712817,0.42398337,0.51058006,0.1506712,0.73859537,0.5824683,KkTiPqBSJKs
0.2376941,0.45126852,0.0023774996,0.39135426,0.449507,0.16641106,0.3698034,0.57111466,UFXZijapf70
0.24055623,0.39154327,0.24418297,0.3752912,0.325052,0.13548471,0.29378483,0.418458,EGhfAX7SdTs
0.21233413,0.473438,0.36944604,0.31076568,0.47167888,0.062105834,0.12062207,0.58736527,k6HCzGebPOk
0.092936076,0.2628004,0.25447917,0.15807295,0.15039407,0.038752798,0.3006471,0.07254183,UMtV90uzkEA
0.511363,0.7649161,0.39230084,0.51587975,0.6246238,0.33166364,0.47828996,0.8908898,qIJvedobutY
0.08864179,0.491277,0.03461955,0.2985337,0.30684444,0.101128176,0.2758917,0.14525278,BX4qebvkNq0
0.17627151,0.3903913,0.14193995,0.1688829,0.20108213,0.057255823,0.1640097,0.2227311,SUAPwkAIrJI
0.08873797,0.19367228,0.34388447,0.2915219,0.43489164,0.05004296,0.43852407,0.13218287,x6-ufcxnLLE
0.087949544,0.17621179,0.16827796,0.1617285,0.18413651,0.037539795,0.1997628,0.16209292,rAgcR8KqPVI
0.13562986,0.2948325,0.05373499,0.26954836,0.36595738,0.05934301,0.62576646,0.2912272,nn2miNUEtDM
0.13371775,0.31560984,0.0753116,0.25110468,0.46264076,0.05188365,0.2511343,0.12309641,eIKammWFzmU
0.15873748,0.25002706,0.14014533,0.27474695,0.25283366,0.11019841,0.33228657,0.45989814,yU2paLv1MGE
0.20832574,0.59081495,0.50221276,0.22065377,0.37157646,0.08378557,0.2615529,0.43883696,fKum4JmG-ew
0.13719203,0.27432537,0.27194336,0.48984003,0.29562598,0.12429319,0.45246014,0.49231145,rUeBvuVwcAE
0.23767652,0.52939874,0.28683078,0.2524151,0.33929905,0.07325314,0.27387565,0.5247299,1E8jK0s335g
0.10918435,0.19006447,0.30187345,0.3872981,0.29936606,0.1448976,0.36771578,0.16295733,3kBjwosvcf0
0.08649083,0.21474494,0.1580154,0.1755333,0.22822233,0.04931705,0.13749841,0.059734758,aEcFYoO8RWY
0.21845956,0.47756097,0.28683078,0.368094,0.33666435,0.16214173,0.32398808,0.6406313,CCIGZ01fVVQ
0.5705366,0.62917626,0.5026305,0.58986646,0.5617406,0.4329571,0.6504045,0.8427211,BRIqU44UFH0
0.17627151,0.3903913,0.14193995,0.16888294,0.2010821,0.057255793,0.16400972,0.222731,xihKqXFXejo
0.17072882,0.28859907,0.4151741,0.34985435,0.5651849,0.11353481,0.51975495,0.28934506,Aas0Zzyq49U
0.5982525,0.4017744,0.101391904,0.47463867,0.35338575,0.628074,0.09315323,0.49813664,JpqFQcV7Ot4
0.108364,0.17698061,0.040284947,0.25465372,0.22218321,0.060773946,0.10063726,0.26488245,1AmmO3D4pn0
0.1374337,0.37009767,0.0005813594,0.31575865,0.27297607,0.09089258,0.11439187,0.52809536,Px50E7lDYk4
0.39503887,0.65946084,0.42390585,0.43786514,0.63276035,0.28074244,0.5911313,0.29649293,_T-3mjJ4oV8
0.124831505,0.23270132,0.021657806,0.30236784,0.2919293,0.06147086,0.13532123,0.51484597,JhhOX73RinE
0.047572818,0.18819486,0.01721518,0.20551343,0.17585875,0.044487007,0.33359957,0.119405545,G_Md_mGRtZE
0.058086034,0.4573738,0.014993866,0.35147074,0.29922152,0.08576343,0.18556066,0.12441796,Bw-SQC5mFQc
0.23006848,0.28789914,0.1731117,0.23410694,0.25947917,0.12253121,0.30552417,0.4079864,jn8Tl2wfMuU
0.17742226,0.30218127,0.34388447,0.37006888,0.660731,0.11996077,0.23070456,0.22091913,T64bCTKX__Y
0.080593586,0.2911571,0.016451603,0.27949408,0.18944502,0.056062166,0.20153613,0.24837846,opBF1KiY2u0
0.079683036,0.17168795,0.29855597,0.20387907,0.22955003,0.044572018,0.27846503,0.15430015,MqFysr6evGk
0.35280633,0.5195541,0.39230084,0.34989014,0.68548244,0.104710676,0.21329603,0.53074867,6AfljXHFDyE
0.1925196,0.21172793,0.20522906,0.2660119,0.25253937,0.10310204,0.17796572,0.3594174,Jw2BdEz80Kc
0.13387035,0.2803447,0.20009461,0.19483767,0.38704813,0.04860768,0.23319447,0.30318987,jKIVHwOltzU
0.17256272,0.118384644,0.04406188,0.33967555,0.110976964,0.14455086,0.28913417,0.31836945,kQcoiz-Gebo
0.2747536,0.5568314,0.09548495,0.21415018,0.44770354,0.13433085,0.32998848,0.60628253,7hgAEi_olbc
0.22882953,0.6350989,0.355017,0.37530392,0.5235093,0.13926297,0.29550615,0.42375347,cnkIkIX7aJ4
0.16093914,0.29289612,0.06492286,0.20521574,0.26604044,0.07364394,0.2777272,0.5004278,bYerdP9hwl4
0.20155819,0.3003034,0.0801064,0.20588754,0.35329205,0.060184505,0.29178718,0.3406962,357vTq7Q2cg
0.2104225,0.31729627,0.42631236,0.16944982,0.42631388,0.062801234,0.22869533,0.2604948,UdZdbRhsF0U
0.2589155,0.39274082,0.019297661,0.31450167,0.26362377,0.1920008,0.28034288,0.18242376,6deIfFu2sHo
0.2988162,0.21869142,0.28923595,0.28618658,0.29011342,0.15512873,0.13925551,0.5257279,DULQWY3vOZQ
0.0952506,0.16532806,0.040284947,0.16038686,0.26714152,0.030983059,0.27040696,0.10653298,sdxdYaUfy1w
0.19420537,0.49166262,0.12631269,0.2544785,0.49377888,0.08142317,0.243713,0.37271076,I8sBr_FK0aE
0.08093164,0.23094797,0.009093502,0.26365075,0.17820485,0.06105987,0.12676209,0.29111052,jpOkV7GVrQU
0.17627151,0.3903913,0.14193995,0.1688829,0.20108213,0.057255823,0.1640097,0.2227311,ty_J5QZUMSQ
0.21138316,0.5408433,0.355017,0.33110923,0.4736874,0.07752954,0.19992186,0.57648665,6TR5coz1w4E
0.21563797,0.24505009,0.056931525,0.27160114,0.2645202,0.12624311,0.14624725,0.3323359,twxwfbsz6cQ
0.16464084,0.2891024,0.13745339,0.26574332,0.42412943,0.06439262,0.22883245,0.38738427,e7geFOG08ts
0.043984603,0.11562941,0.11665283,0.15717095,0.0713624,0.017943026,0.7382096,0.30244192,2cbRnY8jPeE
0.09831332,0.2324662,0.010412407,0.14756468,0.23046355,0.02817747,0.3334325,0.10528539,TGNCNPRV_mo
0.14921904,0.21551603,0.10763696,0.21766873,0.24499649,0.06407637,0.15302174,0.17644143,p8P8A3D9m-M
0.16981114,0.30988064,0.1884524,0.17210743,0.2921862,0.049999025,0.21661991,0.25162995,G2L0YIZr6t0
0.05496726,0.24169324,0.31671798,0.2402924,0.18198206,0.027730366,0.633322,0.33579925,ssgEW__HzJo
0.17998402,0.25322217,0.0765103,0.27657995,0.22587301,0.097055055,0.1700568,0.38190952,4r7DumA0tm8
0.109951615,0.17698456,0.16413476,0.18878628,0.1622289,0.053597003,0.23084065,0.2478315,kvwhSnupAdM
0.14440158,0.2854148,0.2406723,0.40045136,0.32840195,0.06997,0.28746527,0.29677427,0HJkTMMLli0
0.2509623,0.3832356,0.16151784,0.18120176,0.36253226,0.06545544,0.26021898,0.3065537,tX-tzNTyKpM
0.35573024,0.6350989,0.073313765,0.31571585,0.47834688,0.21220961,0.2774618,0.38450146,amzcpqCzqMw
0.240622,0.27497855,0.44670263,0.33764905,0.4414531,0.14224297,0.58162546,0.37263796,PGCCFHwn_6M
0.1552303,0.3098558,0.24769363,0.3111353,0.23436823,0.07550735,0.27622274,0.13826676,BfOgHHMPnsc
0.36911225,0.7345702,0.31682462,0.15706477,0.5392891,0.15772597,0.4409808,0.17814669,Xyk6knCN5Kw
0.22039674,0.29186377,0.0033319702,0.20916437,0.4331568,0.13238291,0.5680319,0.5224074,TPSeyAUfgEI
0.2509623,0.3832356,0.16151784,0.18120176,0.36253226,0.06545544,0.26021898,0.3065537,hgPxWRmiqAs
0.12341333,0.3685323,0.31650472,0.21150178,0.34657502,0.05196012,0.27285257,0.3094454,jKbBXmgcOZA
0.08772804,0.12619634,0.033074442,0.15155707,0.08417532,0.037189122,0.37398604,0.04834985,4-e1C6-jBqI
0.2509623,0.3832356,0.16151784,0.18120176,0.36253226,0.06545544,0.26021898,0.3065537,6mUPDesoOUo
0.2834649,0.37373397,0.29021257,0.20093659,0.5804664,0.09987723,0.71692306,0.46127692,iXYs1DITWkE
0.2837574,0.74211156,0.28996843,0.17018624,0.5338798,0.12303585,0.43982166,0.23558293,dbphkYycy1M
0.2625327,0.31810418,0.019019997,0.36989036,0.26340622,0.27637362,0.23961066,0.21205837,puJjbA2tmSI
0.2509623,0.3832356,0.16151784,0.18120176,0.36253226,0.06545544,0.26021898,0.3065537,8UlQw7L3l-k
0.49742106,0.6822207,0.040628307,0.25846645,0.5712506,0.15123576,0.10624325,0.25208488,M6TiAXgICbU
0.22734529,0.29767382,0.15918289,0.34163246,0.24175173,0.23966338,0.38264784,0.16970457,vLuTRR4OOmg
0.25277442,0.27953464,0.011523063,0.34784386,0.20481269,0.26903915,0.21221162,0.17718454,wUmpCERPB1I
0.5608616,0.53778803,0.048525527,0.5678627,0.36633727,0.7407407,0.2340722,0.36613306,jDSuu4gGDRs
0.25363755,0.3012369,0.01596569,0.3788068,0.24388446,0.28284407,0.25501895,0.21261457,A4Wtr24demQ
0.12561755,0.26879248,0.112144895,0.47928238,0.25608093,0.21626075,0.061347824,0.29063332,Ob9nfnr8AwA
0.13401093,0.3301562,0.11085691,0.22979833,0.1976499,0.06180826,0.13256483,0.15606411,B7mkLiN_kWg
