PERSPECTIVE_PROFANITY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_THREAT,video_id
0.2302003,0.68395096,0.06412373,0.3409661,0.49801028,0.08556498,0.5171796,0.2795632,lUv77d0estc
0.16670132,0.4833487,0.07131593,0.17237957,0.25994405,0.08871387,0.40455863,0.6411294,aoXRwT6DSHU
0.3136938,0.74445087,0.3552902,0.31277424,0.48615536,0.18773717,0.48718375,0.3874625,VJHa9xk16Hw
0.23162411,0.61072356,0.27194336,0.31092203,0.53804076,0.07671124,0.049574804,0.56069404,8AdjmyHM57U
0.19799598,0.58663887,0.31650472,0.3432943,0.5023581,0.14753647,0.47750315,0.26922816,ESWScbGOB4I
0.1640011,0.2613535,0.007774597,0.3324368,0.20565693,0.21059556,0.0987117,0.14330277,OtwOz1GVkDg
0.16430955,0.4153118,0.23452865,0.3575037,0.43043965,0.056433097,0.278187,0.36234707,kAtMKiqW1kM
0.08128844,0.13620014,0.07850813,0.4584845,0.07257316,0.078539774,0.2692975,0.23138553,NgfL5hziD3o
0.31522936,0.6997916,0.09279997,0.3217945,0.6387885,0.08745455,0.80836385,0.25105107,XsICy5_uAgs
0.0772886,0.4959025,0.089041,0.2820308,0.32747072,0.070085585,0.30442435,0.14715037,yKzWbDPisNk
0.041835282,0.028389633,0.02054715,0.30817637,0.017210241,0.13548262,0.07846791,0.060738917,ybPgmjTRvMo
0.19001544,0.24007294,0.20302857,0.27539128,0.27772695,0.119370714,0.082512714,0.4473141,RuV8AddbXIs
0.16672145,0.39128712,0.30187345,0.37092158,0.31615025,0.08923635,0.34559232,0.6496358,crHrXydfwb0
0.26887038,0.34372845,0.44428605,0.20111653,0.6260481,0.060555615,0.2645137,0.28117466,S0w6carvS8k
0.14057694,0.20334697,0.19862764,0.19267796,0.25361326,0.04371457,0.21519117,0.3331489,aM9bZqyeX8c
0.2017536,0.31436163,0.41523102,0.24307959,0.23729971,0.11541596,0.26828918,0.42555442,bgV26ol51UM
0.07730328,0.20653743,0.18549223,0.23566575,0.16267265,0.06759828,0.45090285,0.18003224,5aMfZp-SCtg
0.103750795,0.19526197,0.1334155,0.27275676,0.3369566,0.045213904,0.18760018,0.3342213,2Ux8a9-eV7M
0.21053696,0.68263525,0.15451296,0.26070324,0.47326756,0.052366663,0.2296446,0.43647367,-MUgIFZ4rc4
0.25860083,0.47384852,0.12051678,0.37405193,0.3913854,0.19995461,0.11541081,0.455275,E-FvExDAqh8
0.13802855,0.46721056,0.15451296,0.35051093,0.43625292,0.07225188,0.19770883,0.5130958,p4J59GY8DR4
0.20979732,0.58475196,0.31089294,0.33911785,0.36736318,0.069136254,0.01119879,0.31703514,6Lsv358dCrA
0.068877295,0.21614492,0.09602194,0.2531394,0.29861888,0.044897135,0.38499215,0.21505588,J4U7RqomKTQ
0.14964478,0.3952948,0.34388447,0.20505568,0.284995,0.096362226,0.51144004,0.13781343,eLlenCZMSTM
0.19267721,0.65387183,0.22978203,0.38489577,0.44852746,0.0639694,0.15031143,0.58995193,2jS07j4mL-0
0.2264115,0.58600754,0.5038962,0.38725686,0.4652216,0.10930382,0.21269858,0.54684734,XACZSy3lre4
0.31339347,0.41678342,0.2008281,0.3516623,0.48790655,0.17352585,0.17617275,0.44010043,ycCN3qTYVyo
0.31497976,0.8008965,0.45353866,0.24428831,0.70199466,0.07123001,0.6306598,0.5404277,lk4N7VlzzKE
0.20266736,0.3699016,0.35642847,0.3499364,0.45300603,0.107547134,0.42572114,0.44701624,uv2vqK8luyY
0.07044807,0.21607599,0.045778666,0.39808217,0.122734904,0.079060525,0.1864571,0.5505854,M8RVRIXQE6w
0.26491278,0.5001337,0.21980777,0.27569056,0.6356477,0.122270875,0.27744055,0.2691096,g2zA4yslXqc
0.28065997,0.3883222,0.35336453,0.20749734,0.51846683,0.06959789,0.49045527,0.32340717,RY6bDMO0IwA
0.24141648,0.50362813,0.355017,0.2989549,0.32344484,0.15735723,0.29775038,0.3876766,NqMcxk-DsQM
0.26309654,0.48789814,0.11600884,0.1635278,0.28693557,0.08960161,0.43698102,0.4009023,2FdFANMCu2o
0.14262268,0.40301374,0.28923595,0.44248414,0.27718252,0.08067296,0.3405094,0.5061599,AIXgLR4wFuU
0.1428541,0.2662081,0.047495455,0.301336,0.23400968,0.085538305,0.2559396,0.4287682,IzH8atgPQww
0.17341371,0.48871833,0.062925026,0.39510983,0.48058754,0.10344715,0.16314876,0.549638,KmDGvquzn2k
0.15006325,0.45336327,0.30337667,0.38948825,0.4514473,0.08918496,0.28551033,0.5964959,0ayzc6_DzI8
0.1750546,0.29025677,0.229845,0.23105982,0.30313915,0.06821509,0.47889432,0.4385525,k7q2A3ic0-w
0.20313162,0.40065277,0.23365098,0.20424868,0.44357273,0.06139152,0.30268085,0.35881427,ine7xIlLxgc
0.13052587,0.2232255,0.1668969,0.28530976,0.30374262,0.061622847,0.5680319,0.38369143,DO_sneeTZDQ
0.07341358,0.14313465,0.1710401,0.536007,0.17198202,0.14899789,0.27290192,0.18977699,Y2_wvlyEtPQ
0.1223654,0.2981381,0.14777246,0.1985498,0.39215642,0.045764424,0.25070378,0.18745328,y8btkdFFg8o
0.15323079,0.25576818,0.15001574,0.3222471,0.23250158,0.17789866,0.3094243,0.42166373,0ICfbbacQ_I
0.15388303,0.27112857,0.2712817,0.19382578,0.44473177,0.047135327,0.27842402,0.16624933,SJ93HTeKc98
0.35140637,0.67547417,0.2752517,0.4028866,0.6471574,0.13518196,0.2764387,0.67216957,6ko5gyFwtf8
0.14279571,0.40208063,0.34388447,0.2890637,0.30775043,0.094084926,0.5397736,0.25893146,furBVlWOfT8
0.081714265,0.047888044,0.008468757,0.613006,0.036184907,0.15555349,0.009870536,0.25102207,dKCdV20zLMs
0.2917788,0.4039263,0.3897107,0.24113949,0.48144746,0.08290801,0.3227296,0.41124728,O0vCz2KWMM0
0.16420412,0.31220815,0.263611,0.23804785,0.3102255,0.08042642,0.30547076,0.4490698,rr9Ct9ebCco
0.13182011,0.3121679,0.1530536,0.21640812,0.2905206,0.07397048,0.2626096,0.33844832,02Wex_dtFIs
0.31065822,0.42419675,0.28923595,0.39026472,0.23358312,0.18849753,0.43833822,0.5196618,gI7jAPLsUd0
0.20377886,0.37957647,0.20302857,0.1700506,0.45407405,0.04913369,0.2332786,0.25855765,6fy7gUIp8Ms
0.24239244,0.3439732,0.39230084,0.22548375,0.37882215,0.070997424,0.46324825,0.3295414,cXClmauUTTs
0.09684984,0.21864408,0.2712817,0.22973607,0.3163732,0.048186243,0.56881523,0.16784215,H0Eayro5LQk
0.14484657,0.29912376,0.08635602,0.23211189,0.34950638,0.06772993,0.19896822,0.20648183,SgqZY0JQgBU
0.09720781,0.2104755,0.07131593,0.18855634,0.24531478,0.035826225,0.27072704,0.29219234,0idZghw97dc
0.28796288,0.58523935,0.2224569,0.24491134,0.36146915,0.09468648,0.385882,0.7706593,Uu9nD8WQW1U
0.10334969,0.29530472,0.317855,0.44483772,0.3429059,0.069607794,0.1990067,0.5053714,k3_Gmyp3Mgo
0.20163539,0.6819918,0.10461388,0.35923377,0.3845138,0.10354839,0.24265198,0.2794281,i1mpKhJGq-k
0.13344537,0.30910566,0.17759849,0.3554447,0.42865995,0.093055665,0.34946787,0.4938949,Znxv2f1whtQ
0.3346409,0.5446111,0.49835235,0.36151782,0.51718146,0.13447164,0.048111133,0.82835287,yjbWcNxgu0I
0.14507593,0.48262933,0.21274342,0.27249718,0.27178743,0.049317375,0.25089952,0.50659025,irGubXIm_oA
0.20653827,0.31998402,0.2022951,0.2733802,0.3139763,0.1479187,0.15097216,0.28389996,Jjk4jcz8SWc
0.15261349,0.2511834,0.2936093,0.22841896,0.3581516,0.07001123,0.3306873,0.32343394,xKdetl6RDZ4
0.14958388,0.27487054,0.2712817,0.34401262,0.48506194,0.08869623,0.35512954,0.43681106,E-NJuzRTKxM
0.16684683,0.27547503,0.09763293,0.35347664,0.30984905,0.10831603,0.036737587,0.466338,0ng4ozbkEvs
0.13057841,0.41594726,0.26132804,0.2209151,0.23120883,0.041672453,0.13842621,0.16493025,JBAdOwLaAYQ
0.07548595,0.20833533,0.017492844,0.25936058,0.16120413,0.061823066,0.19594224,0.2804083,EaELY7m2yC8
0.22075641,0.31979564,0.4151741,0.20792991,0.4855683,0.077673346,0.26134035,0.20973746,of42ToCW39E
0.32315478,0.5788651,0.28021416,0.2868341,0.6356477,0.09511314,0.1816996,0.7037826,p9-l19CKISg
0.20807213,0.39758876,0.58919406,0.2587621,0.42891702,0.09976477,0.50640213,0.43884397,FD9tWRX0W70
0.1716549,0.54413605,0.3609816,0.4189117,0.44808516,0.06827482,0.10338395,0.62416244,62-VuV109n8
0.18957952,0.32624334,0.13082063,0.19829239,0.3034451,0.08072634,0.270105,0.3414628,UxD-mU4cz20
0.18680164,0.55561525,0.20742953,0.24166612,0.34240013,0.11150431,0.64898336,0.27767575,8dwAo2002NE
0.1612594,0.5042149,0.07571117,0.34203267,0.3699602,0.08615746,0.17899108,0.51005125,E2VCYmRpI0M
0.1667479,0.27545488,0.09333697,0.25317207,0.3184582,0.07881104,0.37459528,0.24899161,D4Hapmm9YiY
0.079078145,0.12645592,0.010551238,0.45814335,0.07572104,0.14870904,0.123498924,0.19146103,RbwRrVw-CRo
0.15723592,0.4770803,0.355017,0.34667665,0.37364665,0.095684946,0.23265707,0.23513553,f0ozTH5t-7o
0.18319269,0.5014239,0.37360558,0.16085221,0.3837877,0.05427304,0.75058323,0.45080662,7k2KLl0IL_k
0.26411802,0.38247547,0.1256687,0.5056197,0.46863815,0.24383777,0.07422479,0.33508986,71fnc1z1tQc
0.110107854,0.43318647,0.13296685,0.18908751,0.30067763,0.034426607,0.21873416,0.16097873,C2lalZCwStA
0.13238919,0.21062961,0.092262976,0.2635369,0.35027784,0.09710428,0.3822217,0.2224273,05oB57NggAg
0.2736668,0.39744264,0.27856,0.2733159,0.43644616,0.11019882,0.13376363,0.4140939,DQmhd_5gc2w
0.030920701,0.13813773,0.15188612,0.2820721,0.14926381,0.031317037,0.45015523,0.16923752,eE9V3JBGC2I
0.11373459,0.2262606,0.34388447,0.27047235,0.22447786,0.061304867,0.6484305,0.700012,cdZz8NNoKVg
0.21406487,0.58523935,0.24991328,0.43496418,0.40660903,0.12508842,0.19556493,0.7316121,D04wb7P_v-4
0.18127881,0.42603195,0.042001735,0.20588972,0.21350501,0.09720453,0.296337,0.49301115,aYo3KN8bIRM
0.17112266,0.28418902,0.24242763,0.18029031,0.2946636,0.07023307,0.34505957,0.25160182,kkZPbGXD66Y
0.13423537,0.19980472,0.07690986,0.3361076,0.29851335,0.090372175,0.27445295,0.2694202,yU7_P57hk24
0.07132594,0.24824418,0.1621016,0.2623583,0.12686817,0.05193328,0.2466937,0.15315405,QdaCGGx9etg
0.1729813,0.4055459,0.04165838,0.2606015,0.35961324,0.05835306,0.34125954,0.39929497,SxBj73fxl-8
0.2776839,0.6390387,0.20669603,0.3994228,0.44607103,0.24663231,0.6504148,0.51307464,w42C-sLReJc
0.09740528,0.19486868,0.2889918,0.24712479,0.20291987,0.05892294,0.36738306,0.29447785,9VoushTH20Q
0.3769392,0.38825962,0.14283726,0.33032846,0.453765,0.1550148,0.17735796,0.44065934,L-5SzOxOWpY
0.2307459,0.30498344,0.1580154,0.21465988,0.42865562,0.083651334,0.17809297,0.30454364,IFJmEqQ0LKA
0.11660944,0.24992976,0.07371333,0.2943833,0.328485,0.06935896,0.23017383,0.27124912,wc77MksM_2c
0.11366156,0.29099908,0.27359754,0.15946661,0.14937918,0.04007934,0.32795623,0.31462345,lix5QZhckPY
0.23495977,0.58523935,0.38965073,0.22791804,0.4640681,0.0624633,0.3989691,0.35723037,0oBrqnmJMuQ
0.17485707,0.25911105,0.09978092,0.25591722,0.27496493,0.089280255,0.72684544,0.25022024,hWxQULZxJao
0.0866454,0.20758167,0.046122026,0.24200916,0.2578488,0.047398653,0.38836432,0.19020604,wZNQkHSp7yY
0.16994892,0.6472451,0.19716066,0.2667448,0.44673315,0.24405964,0.17140722,0.11512151,0-YLP3CRiUM
0.20564914,0.57884395,0.37647265,0.23260556,0.3063238,0.08882395,0.44684094,0.49263513,Omu7Cg41vIE
0.32208076,0.58523935,0.35336453,0.19797724,0.37313813,0.09887522,0.43950972,0.76284546,QC-p6gLAXC8
0.16503885,0.39822632,0.42616197,0.30898786,0.29377508,0.086294055,0.7335939,0.50896513,8af0QPhJ22s
0.22254159,0.673267,0.15276173,0.35866386,0.39890096,0.14449878,0.19571672,0.54983515,oKKz_uOLMHo
0.304378,0.5446513,0.14911842,0.2544417,0.42400706,0.082397096,0.3933641,0.5671732,O3Vsg9lZtQk
0.23890112,0.6261339,0.44805592,0.20070273,0.3755862,0.046767216,0.64992625,0.65947974,_vQNvOO59mo
0.19043635,0.26470295,0.10763696,0.40467823,0.38176894,0.16230045,0.37175748,0.42880705,-gxE8eEA5bA
0.17533152,0.5919484,0.13251819,0.34835643,0.3524653,0.16786902,0.41936874,0.49081552,5wGac1WZREo
0.046134572,0.15434076,0.0471521,0.31297415,0.15695165,0.038517836,0.20025675,0.25819722,9xqT5gnwSw8
0.16727778,0.11526376,0.21627559,0.39322236,0.0926239,0.17999522,0.65042615,0.6403837,BGpqUsWIyHU
0.2089527,0.16937263,0.12180476,0.33291015,0.1672384,0.16270873,0.5792443,0.49215758,czTVM5cERFg
0.18064524,0.34256002,0.0072539765,0.36271393,0.3539986,0.07290839,0.45058182,0.5564097,cdXrvBVo1Vs
0.18709755,0.48608044,0.1884524,0.33975676,0.31721374,0.11285438,0.20218047,0.33661515,Az2RgDLsnKI
0.2336146,0.48412526,0.3123962,0.45253935,0.33546937,0.20999178,0.07290122,0.34567863,y3BH_xH5HRI
0.16275455,0.30002758,0.16965903,0.22179484,0.31432924,0.0790654,0.23177457,0.2565835,8chH5FWRTdo
0.25498438,0.39745897,0.6221407,0.34161246,0.3952824,0.14008477,0.18359981,0.44497228,yLBl3he3Nqg
0.1470255,0.20050295,0.06372416,0.3021696,0.26142576,0.16732273,0.37118584,0.3062547,GwTwcaBiKxA
0.033003595,0.029013906,0.078108564,0.26944658,0.033359073,0.08688745,0.095047876,0.09765897,aPknwW8mPAM
0.18925117,0.40268037,0.14373457,0.14800699,0.3222075,0.070126444,0.15643653,0.13721554,dW0HBaq1E7Y
0.25403842,0.46390626,0.02792408,0.417711,0.29947692,0.20044503,0.08709734,0.495712,gIo-_LNt_ww
0.14306295,0.25164232,0.32563272,0.26241174,0.30228856,0.09164569,0.17386506,0.22648212,SQskB6Vkdj4
0.2579676,0.6350989,0.19141254,0.163397,0.4314004,0.075933225,0.4377885,0.37433028,rIFvqRME0u0
0.2553226,0.42518556,0.29163063,0.358722,0.41425294,0.101279795,0.13376363,0.5041524,7OlxupcfD6E
0.27961132,0.15469263,0.2712817,0.4983479,0.2969359,0.22117753,0.15310547,0.2205069,JNjk8w8oRRQ
0.17414185,0.26271096,0.30337667,0.21353875,0.2612671,0.09568921,0.2927887,0.42761225,HWoLOw8Xzv4
0.17335916,0.115125075,0.0005943749,0.4364039,0.089952774,0.22532089,0.46662843,0.6196924,99bMGS8Xh58
0.14214091,0.18288878,0.080905534,0.25399774,0.11564608,0.121530615,0.45229292,0.1999789,qpIQwqA_3cY
0.17095362,0.27105832,0.068918526,0.24528277,0.32240003,0.064947784,0.25065944,0.34646717,ddDQfRjEgPY
0.19084202,0.41204688,0.46128514,0.20989132,0.4197246,0.044052713,0.6491886,0.32255232,j4PTf7LgsIE
0.16672999,0.2734042,0.13476147,0.20964351,0.3032902,0.070088685,0.2671104,0.23887007,Vjvu7GP5qbw
0.2257755,0.39047107,0.1510105,0.21378393,0.3661216,0.07121059,0.26309776,0.42128623,DgDR_gYk_a8
0.2414557,0.5106914,0.27856,0.21659087,0.4506474,0.04848086,0.43924806,0.5932195,8HEJKNnAFkg
0.1355631,0.34259626,0.1019289,0.3377455,0.4335961,0.077534184,0.30908456,0.27705592,ubR7VLw8gq0
0.5089849,0.75515395,0.3093897,0.6330916,0.71588284,0.28999844,0.18522319,0.7437807,XldzlvhsbFM
0.17074774,0.29396096,0.17759849,0.34665355,0.33711857,0.07031153,0.13943675,0.3750935,cBOSr7JK8OA
0.13607259,0.42224365,0.040628307,0.40484723,0.37275067,0.06344257,0.3689144,0.46881396,hPU7ind5xFw
0.14631356,0.29183257,0.22157386,0.16551478,0.33469838,0.047549523,0.34146053,0.24137095,5Va_XXoD5LE
0.11578714,0.18282317,0.031357653,0.37379265,0.17237344,0.18419898,0.19538927,0.23554762,8GT2B0RHjG0
0.23754281,0.20734514,0.2008281,0.39074057,0.25750273,0.18307751,0.2935244,0.40346006,FeGaffIJvHM
0.3100091,0.57420206,0.006525108,0.5020378,0.55714935,0.31974158,0.43421718,0.58045703,vG5mOYOIfng
0.11560549,0.21763822,0.21036349,0.43851727,0.22388692,0.17748952,0.18838303,0.23477438,QK8oIkG0p6o
0.051261384,0.12040517,0.11665283,0.18566252,0.056531474,0.054230936,0.25934115,0.101495236,kWRyfG-hMhc
0.107439436,0.40730795,0.004893831,0.33116966,0.20259342,0.060037874,0.26655155,0.4971725,zIiwnq3rgGs
0.024528412,0.054308783,0.037881445,0.25094324,0.052134212,0.026597762,0.2666072,0.057054646,5J3peD8LZ5o
0.08081861,0.17650414,0.032387726,0.38175273,0.28977373,0.0676865,0.2812738,0.26267385,TMaCC-pdpmE
0.23545477,0.2542659,0.082104236,0.5049747,0.30083075,0.14392689,0.6084539,0.46152267,TLlCCur_U_o
0.06827461,0.24598026,0.09172598,0.13112207,0.17741813,0.023189487,0.16766033,0.06962298,RpRhgfRfXBM
0.1211163,0.23627666,0.23891698,0.20334315,0.2422179,0.0527465,0.32637075,0.28307417,2NW2uvr2CU8
0.028981533,0.03335541,0.5363433,0.28424108,0.06308603,0.12579824,0.6490445,0.09290915,eNLLjrffE_s
0.22593872,0.4835885,0.0025683937,0.2153811,0.29228908,0.15663557,0.38680628,0.31916398,hJ-63patk2E
0.0801965,0.22363435,0.12824467,0.15477675,0.18577458,0.013398829,0.2471779,0.35472992,yER-PkymhIg
0.1433354,0.2675113,0.19535941,0.46368507,0.29510427,0.16016123,0.17870736,0.5270133,F3QxgFY-K8E
0.15049063,0.15012966,0.17380224,0.18820143,0.5074599,0.03407368,0.19917426,0.19852053,H8hHGIJKf3o
0.22204748,0.29231638,0.28996843,0.45980674,0.49262044,0.12692387,0.31187826,0.57736343,HqX4v_bgzpE
0.16084757,0.3574926,0.0066292323,0.18457781,0.24021997,0.06508875,0.17623657,0.11551548,Pe1-Ac0TOKg
0.19738229,0.25832212,0.20742953,0.27663666,0.4216274,0.07173112,0.29714242,0.2880573,UMtGBZnX2do
0.20723952,0.33252913,0.10956893,0.22761784,0.3224517,0.07653332,0.26160896,0.42255494,UhNrhr2J__g
0.07233313,0.26883757,0.25676212,0.21871148,0.25376272,0.052977037,0.3096981,0.117893144,Nxb4URRrVsU
0.160863,0.21205784,0.28021416,0.264862,0.44862062,0.06351267,0.27527592,0.27648047,D2gTkrAGCOc
0.09297548,0.5062575,0.54375964,0.23829097,0.47183555,0.03621091,0.70698655,0.12272725,-F_W_zl61bI
0.25531286,0.33204997,0.38874862,0.42150328,0.45492083,0.21143217,0.3707715,0.30429602,WufH7cBgW1E
0.12011484,0.47374701,0.2712817,0.32108596,0.31659898,0.04018759,0.22962947,0.34675556,138y6mtgll8
0.28017655,0.3213296,0.28825936,0.21482888,0.4179344,0.08377497,0.2751655,0.38308826,0AJxnc1QlIA
0.10592058,0.3862826,0.20816301,0.28327438,0.36511195,0.05252907,0.1691281,0.37259662,A_Q-8zxvTNk
0.20291959,0.4813879,0.0072192685,0.31198013,0.4377478,0.07987106,0.5715614,0.46597672,TwyMybGVF9M
0.19524868,0.39290565,0.2712817,0.17385204,0.35436654,0.06674771,0.69978034,0.28425127,18RlfyB-Uyg
0.17401543,0.32384455,0.2145095,0.32849702,0.24979787,0.14317057,0.17704874,0.535338,UCb7wq75uRk
0.23907067,0.38867262,0.28021416,0.2797123,0.41301042,0.083281666,0.13376363,0.4299025,HaMWFSp-oZM
0.0022726385,0.0016180073,0.03616466,0.16217846,0.0051886886,0.08315766,0.37971202,0.0018313983,F3uhVF78Bn4
0.11288336,0.2968881,0.17759849,0.35043493,0.3925684,0.10622402,0.34039235,0.29287755,VjebX4dPysA
0.20778136,0.28777716,0.2712817,0.207985,0.36572763,0.05944256,0.25291973,0.37447783,ZeQxSdEpi7Y
0.07099414,0.19943312,0.17661177,0.22844075,0.19926555,0.04851272,0.37707168,0.26579106,3TWNgMJ9qYU
0.33790416,0.56726766,0.17034957,0.3253862,0.5674391,0.1708274,0.2511007,0.27630112,3iMmmT8qT9k
0.16170672,0.3251573,0.09978092,0.3186872,0.31710342,0.12465909,0.27029124,0.30740806,iNA0P3BILwo
0.38097718,0.5510209,0.49835235,0.56713295,0.5337774,0.20710939,0.05656671,0.65105784,640j3kqfxY4
0.10400751,0.31169784,0.16827796,0.18104276,0.2584761,0.07056721,0.14687864,0.1019465,1Kl-RKApOv4
0.14921202,0.12421442,0.14014533,0.43036345,0.15148772,0.1518509,0.081286356,0.24211942,8UF8jxWItxw
0.2023315,0.38376644,0.2752517,0.28337568,0.25619704,0.15505414,0.13889973,0.65636164,ib56g2DsX-s
0.112828255,0.25267,0.46128514,0.36150873,0.536962,0.042623337,0.002609128,0.25897318,_E-gBjyhenk
0.22848509,0.5986795,0.34388447,0.17768611,0.36423522,0.08660808,0.39407948,0.35091314,uhIXJBvUvy8
0.10743038,0.29825306,0.14193995,0.3078268,0.34377304,0.058403056,0.26983005,0.34475824,1sdAqOhC5MQ
0.18001205,0.29384324,0.2965773,0.16275355,0.25329372,0.072009526,0.3483419,0.10762316,R7Z5GJFXMHc
0.17724729,0.4278916,0.15217799,0.3245411,0.33541945,0.1075184,0.62645763,0.5331455,8S3qOg-a4x0
0.29852527,0.38957295,0.043718524,0.28563124,0.40748855,0.10354596,0.13587388,0.4608403,eebGesUCRRQ
0.14328943,0.29777488,0.024318827,0.26697674,0.3110388,0.0864201,0.28019747,0.49288335,d0D6vvanlns
0.18066494,0.31331983,0.12888865,0.20253508,0.33466458,0.063534155,0.27782336,0.3155753,9rJbmCvI19I
0.072861336,0.22132833,0.0495556,0.18436082,0.21956491,0.033408083,0.2888081,0.36917436,ce-6GcSahOw
0.09889992,0.09855718,0.043375164,0.72242576,0.055809334,0.11162121,0.44642293,0.38532257,86TrUPszc9Y
0.1861662,0.48603952,0.22988434,0.15319583,0.26284608,0.117598824,0.43917468,0.29951262,0PS9lnb8HzQ
0.28809,0.45490238,0.16965903,0.32843053,0.4838589,0.13900001,0.055435497,0.7540371,9wDDoETcHGw
0.19228105,0.40068406,0.42631236,0.27184352,0.3555215,0.14595114,0.2071112,0.3450189,nZiZTS9K__w
0.14245476,0.24446666,0.040284947,0.2746588,0.33755818,0.11460756,0.18065418,0.2539842,fgpnxA5dHmU
0.11023964,0.23963204,0.34388447,0.24611068,0.29726896,0.06302464,0.27313438,0.2720094,4F4IJJdV_g8
0.27597192,0.38911268,0.13745339,0.21721816,0.42669255,0.07870215,0.16490957,0.3881988,aaCzXN8-wvk
0.14641441,0.21998626,0.15626417,0.24219334,0.22694342,0.06870749,0.1293284,0.38009036,DlnYANIVslc
0.24661124,0.53246456,0.21539254,0.3599977,0.4417569,0.14265381,0.46788454,0.4693349,uTopu7rOA4A
0.33013585,0.19674854,0.5958905,0.49823824,0.29761338,0.21397932,0.7279288,0.38548994,le-3I0iGluY
0.783563,0.3062501,0.36667302,0.29920483,0.62544143,0.18120961,0.30307463,0.3349593,98W1w_Uni-8
0.077061795,0.22425741,0.016798683,0.2734879,0.1677587,0.06492471,0.17835046,0.29096192,VnsU0RxMLq8
0.31206208,0.61108893,0.36553472,0.3490966,0.44728413,0.18905953,0.43715334,0.66450953,3FVLH_wqK-w
0.1400571,0.36518916,0.19535941,0.18991826,0.35708672,0.043892443,0.26119378,0.096399605,pftGP1FqUgI
0.3070481,0.28438747,0.16620636,0.67791384,0.35035002,0.49369505,0.5680319,0.6251004,A0ohWBZVmsI
0.04374229,0.09218049,0.31629145,0.55640996,0.07479433,0.24241132,0.75058323,0.057386458,WeR1sJfNIF0
0.1793456,0.31269085,0.20816301,0.19397727,0.33782548,0.053144697,0.1972391,0.31135637,Gdl5vyY_F-8
0.24456291,0.43552694,0.025005542,0.22847675,0.33483276,0.09451987,0.12831105,0.3260697,qKo2DoDTcnk
0.17676032,0.26640588,0.44805592,0.2751278,0.734651,0.046573997,0.38034445,0.13903148,8x3g5MCk1MM
0.14980048,0.1877501,0.30187345,0.55001,0.3566549,0.2981154,0.29628104,0.2644167,hu031z6CXWo
0.19494289,0.5862647,0.24769363,0.2771827,0.44627473,0.071624555,0.4482233,0.3504117,23n8ToBS9tg
0.21165912,0.45829937,0.15976663,0.33559462,0.5663792,0.058874678,0.42099488,0.44711906,cWOwNP9vC6k
0.20650046,0.40330294,0.052136723,0.1965017,0.4637253,0.047765184,0.2625621,0.32185334,Jihy-D41Ljg
0.24162284,0.41076553,0.0813051,0.405323,0.49798095,0.14955266,0.17634955,0.39215803,6X1tazHzhFg
0.15955985,0.15292044,0.13835071,0.46451592,0.18192984,0.15603752,0.044536475,0.27077597,G_exA1YiFLg
0.19862716,0.30814105,0.3411882,0.19787838,0.4560026,0.058518294,0.4462276,0.23210764,Rwkg90SkpUU
0.08762021,0.5270126,0.04234509,0.3085023,0.35055077,0.100612864,0.31622362,0.15007722,tAI-pRJRI6s
0.067710854,0.19039941,0.05773066,0.2529101,0.16449784,0.054166153,0.1821323,0.25438344,aNd0G905-Y8
0.22663794,0.39080915,0.06252546,0.3483805,0.4000166,0.10080583,0.46710467,0.35690174,Q6G-OpGgo3c
0.119580515,0.22882268,0.08501353,0.273768,0.21790576,0.07228214,0.31235212,0.504262,NlNTIT27Ua4
0.083378874,0.21591507,0.055732824,0.25468653,0.17553626,0.06747199,0.095322765,0.24733049,4lAFi0BacVQ
0.22952807,0.17093068,0.14193995,0.42380577,0.24312477,0.20205669,0.3761062,0.54185593,7kIw9vxpBz4
0.28091887,0.31239924,0.12051678,0.35353127,0.2927011,0.17780352,0.26893076,0.43922734,hMhJhRLsl34
0.11883193,0.19006865,0.4254099,0.35362813,0.34259692,0.08151328,0.41562536,0.26079327,sovrWWV2DWI
0.30311015,0.32034793,0.6809553,0.2853346,0.9208479,0.042298507,0.75058323,0.26892376,pjqbYZBxoLs
0.15045725,0.31405085,0.2712817,0.16878158,0.3001396,0.054776378,0.18748634,0.26175,fZ7wn2nDL28
0.2900847,0.41733274,0.27194336,0.29703403,0.43827134,0.10955422,0.13376363,0.5045423,ZbF7tr7joAo
0.09714072,0.21893652,0.043718524,0.34441718,0.1894701,0.111843504,0.19071689,0.3467325,PtfJy-owIrs
0.10510999,0.28332198,0.27856,0.25383347,0.29446387,0.08356497,0.3404109,0.15395965,RrSID8Af5Uc
0.34751138,0.47098985,0.6430099,0.3570494,0.56725705,0.21648665,0.62820154,0.4172608,jBAiQyBDz7g
0.088365294,0.43546534,0.000776592,0.27171662,0.5087926,0.02380305,0.651138,0.3283726,-dmfAwBunxQ
0.15157098,0.21988174,0.0027766419,0.24224982,0.40216106,0.08691782,0.26975256,0.1739659,TmHVaby_qg0
0.23113996,0.41526932,0.10515087,0.18932274,0.30717412,0.10633024,0.43510062,0.17292802,1bFng49QodE
0.067710854,0.19039941,0.05773066,0.2529101,0.16449784,0.054166153,0.1821323,0.25438344,se1SIDcjtBg
