PERSPECTIVE_PROFANITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_THREAT,PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,video_id
0.14915876,0.33127484,0.13193022,0.07091636,0.018267505,0.50186557,0.10691829,0.13718389,vomT7vfLOSk
0.11744313,0.3887822,0.10994893,5.219761e-06,0.018839827,0.17616004,0.11714446,0.14212346,Xj41YNLFuv8
0.061357602,0.54393363,0.05115822,0.015202113,0.009024697,0.12650408,0.087232314,0.09937732,YuQCNNhnehA
0.7535735,0.614805,0.4025878,0.17173064,0.09292641,0.24459435,0.5562318,0.8898239,L0kT6JsiusE
0.18121375,0.31662998,0.13622281,0.009648831,0.087506466,0.23588534,0.1690723,0.16792798,5p9MJ9jEaDE
0.10142144,0.4534868,0.1884724,0.043031808,0.107709356,0.5000473,0.13243343,0.08944635,EcHAYkMAj5I
0.436672,0.3531734,0.6805368,0.10956893,0.18812624,0.5547875,0.37485233,0.26746932,-gkgG6OJ_Aw
0.14997962,0.6487923,0.10542225,0.1710401,0.0446754,0.28244978,0.10279279,0.29255086,Wy4sftCZnRs
0.27418762,0.4129009,0.34718424,0.24991328,0.035757035,0.38583595,0.349567,0.14161186,PuGxYcHNdeo
0.39162022,0.30695406,0.38252133,0.2712817,0.24330872,0.24328883,0.6376581,0.15247318,Kl2kYws0ByA
0.4320187,0.45110127,0.29268715,0.010204159,0.08141595,0.3532798,0.45996824,0.424079,SoVN-_gkiaE
0.12329717,0.52350754,0.11655631,0.039254878,0.082909465,0.17112498,0.13820226,0.14354065,dZoOGtmarvA
0.061297618,0.5966357,0.09564845,0.09279997,0.3073974,0.122477256,0.10771608,0.086594515,_kZZzGXqq6M
0.116490535,0.62486565,0.12318893,0.04680874,0.017955098,0.26343662,0.15026735,0.1381562,JmWM_ILYWls
0.16257477,0.49391434,0.108969375,2.7115644e-07,0.015402827,0.20138049,0.16370636,0.16387154,rX2FTcLRSWc
0.2129065,0.4244167,0.1311739,0.0038178824,0.04585732,0.32824996,0.14342953,0.19092713,2c4jyXJPk98
0.08026456,0.5294242,0.08825894,0.0003080337,0.003352386,0.1879135,0.09645817,0.07879189,qXQOedvJVL4
0.19078822,0.44837308,0.109257996,2.3726188e-06,0.0074749095,0.27956808,0.15645893,0.16645804,bigARmFlkRE
0.04620006,0.54617894,0.040362626,0.03461955,0.008039109,0.15014687,0.05713362,0.10296779,jNW1rFvafeI
0.24701616,0.66625583,0.15110143,0.015896274,0.008642759,0.3123312,0.2616324,0.20228131,-nJ9UaNIB3w
0.05826678,0.4119698,0.058527656,4.7452374e-07,0.07458115,0.09314671,0.0975206,0.06355285,F-z0XIFf41A
0.16865318,0.34681162,0.10941496,0.004546751,0.14714685,0.21319905,0.12772721,0.17719907,Fc9kAkNRV-I
0.15846576,0.55092996,0.15422997,0.080905534,0.176378,0.18877485,0.18936715,0.26185408,pRNKAK3qmYs
0.12541789,0.44488314,0.088867955,5.856979e-05,0.013996885,0.09828104,0.12542883,0.15853511,wCF27U83dcc
0.115700245,0.33035904,0.12566972,0.023288755,0.018061854,0.7596455,0.11369432,0.058676373,HExc4LOLt1A
0.10625349,0.47209275,0.118818104,0.090114996,0.15889886,0.1718722,0.1318786,0.143435,Bc1cn094GS4
0.16786931,0.4670399,0.15668194,0.3983115,0.18026038,0.18723053,0.2523247,0.15590566,8ukgJYrwBrU
0.23944016,0.35516638,0.23369285,0.118584804,0.22316806,0.76150703,0.2939202,0.15557991,dVvguuVA4fU
0.121901736,0.380581,0.11385838,0.26817688,0.42138642,0.40311608,0.146535,0.14259446,0ToktU8uGk8
0.073068954,0.46985462,0.05233783,0.035477944,0.030938445,0.18193935,0.12815793,0.07556817,JiQqE4mkz1I
0.2343565,0.30153206,0.16214377,0.003106368,0.17132157,0.2440479,0.20835476,0.18482763,eNbGzF4ciA0
0.12484783,0.3526943,0.13750994,0.15451296,0.003416027,0.1909931,0.11408136,0.1263073,82P5mEKu_b4
0.25450835,0.4829056,0.18518391,0.0024295617,0.003523693,0.44714603,0.25021476,0.19912057,vP7J1cYrVMY
0.08387364,0.46213898,0.07319205,0.06412373,0.15469,0.1273171,0.12565303,0.15404487,w5wzYQE5Nm8
0.10556484,0.56719506,0.05418475,0.068918526,0.0036440685,0.36876103,0.07605267,0.09487989,B-Lfrby31Xk
0.09814551,0.35574943,0.042365123,0.13146462,0.0711519,0.31119838,0.097912684,0.10532801,sCuRJgiv9Ls
0.23609246,0.32602966,0.13231078,0.082104236,0.13898769,0.24853842,0.15864602,0.23673221,cQJPm_jPuDo
0.106535174,0.48327747,0.19790173,0.16827796,0.008315766,0.28797632,0.2094787,0.13823123,Q_UKn64OI5w
0.17923851,0.2842882,0.11450559,0.026035614,0.0340839,0.36117908,0.11202764,0.25014952,A00Hk6M0zpk
0.091709495,0.46566892,0.015797062,0.00031020294,0.0030061072,0.14356795,0.029410731,0.20427458,jjn5Sz4kEYA
0.14075375,0.37433204,0.10746104,0.055333257,0.003270489,0.20246848,0.118170366,0.14635698,IFoayhttQFU
0.1138227,0.3764656,0.0898021,3.3894554e-07,0.119855314,0.16292007,0.118061975,0.120992295,jdxhRKh4gmA
0.17626038,0.5081647,0.17336933,0.2015616,0.0046509635,0.17569895,0.15514676,0.21501158,0Q6iqUYCqZY
0.1655827,0.48172745,0.12764883,0.0082952175,0.023224091,0.22146365,0.20094244,0.16929743,8X6mj8-mk34
0.095673144,0.47438756,0.07457356,0.0002993567,0.0044966135,0.20691012,0.061275404,0.15536232,7DsB_iNVLuw
0.20169577,0.37285697,0.14172828,0.1473238,0.43734735,0.23779474,0.19163422,0.21448413,oew5O0m8EBk
0.17313789,0.373149,0.1427252,0.015479778,0.015036265,0.22938727,0.14783038,0.20686075,wTNPqKS-Ggk
0.069089696,0.32922426,0.023106756,0.07251463,0.083727255,0.06871427,0.034908883,0.25392324,5yUP9Bu0qlk
0.26044345,0.38629586,0.11706885,0.033761155,0.0034339565,0.42362574,0.19962566,0.16635661,8niOOQTxUXg
0.28958866,0.5002261,0.12946339,0.01193956,0.013861566,0.19725154,0.21537778,0.26289546,CryOSWwexao
0.16078179,0.3473671,0.10441108,3.0098363e-05,0.19130664,0.17211977,0.14030588,0.16000542,UU5i1hPGbH0
0.14155488,0.33361855,0.15232323,0.010273575,0.18114565,0.15049675,0.11328731,0.15792148,e8xocC9qL54
0.1396175,0.22731099,0.1671587,0.01631277,0.14180326,0.13770255,0.109100886,0.13527355,Tr_T9-FcuPA
0.15076452,0.35844895,0.09595461,6.0332304e-06,0.020410456,0.1988494,0.1127502,0.15968436,IS2Dr_uQk-I
0.08694143,0.35407564,0.077433795,0.0035749264,0.06797714,0.294306,0.05048427,0.10517659,iTeC-pvsIIs
0.14978379,0.4318499,0.3916047,0.06652113,0.031502813,0.34816757,0.1532957,0.12834997,PnUpOzNodoc
0.069780216,0.23720318,0.093873985,0.0039740684,0.0030604224,0.089658454,0.07926268,0.041848026,1Cnk-rOo99E
0.10222832,0.3489643,0.07396901,1.0168366e-06,0.021778468,0.12475772,0.11860393,0.08329782,BJVVsRABZ-s
0.11700225,0.5606124,0.11389305,0.0066292323,0.009525059,0.19453849,0.07977295,0.17174655,ctH-d0cx4aY
0.1669665,0.49365446,0.103118315,3.0640676e-05,0.02891662,0.21096706,0.115758196,0.21669327,ve63KVzrw20
0.1809355,0.45602927,0.087280326,0.11600884,0.087817825,0.154119,0.12503001,0.23975241,PzuaB6eF4UA
0.115165584,0.3396241,0.09885777,0.028782474,0.008204715,0.09426774,0.11071129,0.13580962,xEbsS851Vsw
0.18882675,0.3264553,0.14468572,0.355017,0.048742063,0.24458444,0.1895523,0.1809716,Vb6VX0pK77M
0.1575637,0.52834386,0.14611118,0.014369122,0.016696874,0.1776669,0.14942485,0.20393538,Qc_K_zL46AM
0.14359817,0.4030477,0.097577505,0.12695669,0.2827597,0.16356798,0.25568628,0.1385092,OTirej33Hqs
0.17203628,0.33717993,0.123584725,0.008954669,0.010605029,0.1940626,0.13579473,0.15859558,rTszpfVUq00
0.15654099,0.35450315,0.1327461,0.3411882,0.0060515655,0.15286267,0.15299164,0.16386943,8s2Ri2nGlZs
0.1732673,0.40477365,0.23352608,0.028267438,0.015585561,0.2691488,0.18319386,0.1385248,ZwqeoptvJCM
0.39678955,0.37707993,0.26274806,0.032902762,0.0058231233,0.25932845,0.35941797,0.33400893,lkmAFu_yTpg
0.20726036,0.34620798,0.15111724,0.0020217423,0.0019770619,0.1852116,0.16424872,0.2256021,iO3WvV86lS0
0.310558,0.6519269,0.40171066,0.010273575,0.0045304005,0.5000131,0.25729707,0.38443688,4WiIMXZZR-s
0.43496773,0.36097324,0.24487343,0.15276173,0.09919393,0.2382218,0.74912053,0.15835875,2-VoYhLcjdw
0.36349937,0.8981763,0.13965872,0.04131502,0.43810263,0.50049645,0.14668278,0.7407407,zzGNGdRzqJw
0.09404928,0.36423755,0.08345772,0.062125895,0.11286514,0.1298829,0.1186861,0.12042885,pWuYjTV7_q0
0.13406004,0.49626473,0.14892338,0.19634613,0.012167259,0.20585628,0.1341332,0.1466808,ZCwcRltAVHw
0.1934134,0.37150803,0.09299196,0.030842619,0.0017518589,0.09569362,0.15147772,0.109645404,Dou2Q1P0hZM
0.11255724,0.34856308,0.07699736,0.25447917,0.0032673492,0.14052781,0.09875949,0.13526368,CR6KFc3VprU
0.31051302,0.48090684,0.13087107,0.1019289,0.07860753,0.4242956,0.32208747,0.2392413,bAHzblqenZ8
0.09830504,0.5225208,0.11019652,0.06372416,0.003361478,0.17600036,0.09175354,0.13410747,BxQZLI99EiQ
0.10696233,0.3283118,0.12482523,0.0018134941,0.0014113777,0.14648363,0.11780198,0.105257325,8b1Tqmln6GU
0.18062139,0.36067316,0.15687454,0.060527626,0.23981608,0.23899108,0.1552449,0.24705309,7Iu4LwjPdvw
0.16859639,0.5141101,0.16128075,0.024318827,0.023040384,0.32755584,0.12236631,0.32297438,PN47emVLbBk
0.124687225,0.3751304,0.08150777,0.0033666783,0.12453815,0.28609508,0.08556566,0.11258508,LYMtkSF5cJ4
0.113702156,0.25055784,0.09297179,0.09494796,0.030621214,0.141724,0.09333467,0.097534895,51MoBisc5kk
0.09887712,0.44931436,0.11498157,0.0066986484,0.0014590403,0.09357828,0.08289567,0.13282725,MEMjJ_QdELQ
0.1536636,0.53401685,0.1377051,0.062925026,0.0037307562,0.2045473,0.1679781,0.1421764,VaMEz2K2-1I
0.05771354,0.3542821,0.06782293,0.039598234,0.00084880297,0.08232094,0.041879978,0.07124747,v3ezLPeI_O4
0.30663264,0.2826032,0.5283109,0.5026305,0.87841624,0.27645212,0.31608358,0.13855788,XpH3O6mnZvw
0.14844099,0.47913036,0.16737533,0.35870504,0.27249902,0.20641334,0.20260388,0.20049196,MZoEwzdjRvo
0.15761106,0.8981763,0.06504707,0.06532243,0.1401669,0.2847016,0.072658695,0.26353806,3P-xKFIsSw8
