PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_TOXICITY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_FLIRTATION,PERSPECTIVE_PROFANITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_INSULT,PERSPECTIVE_THREAT,video_id
0.039647277,0.011453647,0.03294957,0.2677307,0.037499804,0.100238845,0.04243747,0.08686547,3QVqQibxniM
0.032278307,0.0136749605,0.02423678,0.2009907,0.032234315,0.0026346159,0.034366764,0.086341724,kzcp8UNNM50
0.017039847,0.0044773347,0.002812062,0.29980248,0.0015185169,0.08433044,0.0054251696,0.012027751,_wI6vbFfNfM
0.036173042,0.0224908,0.030334024,0.23201782,0.032212723,0.07330398,0.02670723,0.13755721,fY0E4xRyfek
0.066772535,0.010204159,0.04363258,0.27538484,0.037669044,0.1321631,0.035656683,0.08304665,pe9o_TqMjmc
0.3764565,0.017423427,0.294961,0.46052036,0.47534722,0.2007795,0.41921678,0.66932666,9OQw9iwupYA
0.07413762,0.015757442,0.026278792,0.24422431,0.063716106,0.10620799,0.039421048,0.12085948,BNPnCxDMmkA
0.042113077,0.044748597,0.040996507,0.24748418,0.03924531,0.09633209,0.039538607,0.14153796,Ck-_QNscMFw
0.16547146,5.0435094e-05,0.104660116,0.511138,0.14869149,0.17713976,0.11108111,0.09406097,uWdhgl2xCGA
0.069966316,0.00298489,0.08870684,0.2813791,0.08427114,0.30566227,0.050550323,0.4767724,aNJJtWLM-t0
0.0561145,0.0131890485,0.06353611,0.215076,0.05669142,0.07994116,0.05327043,0.18569253,5c8yXuaoPEE
0.027939556,0.008225801,0.02655265,0.2297674,0.018272504,0.066928305,0.03222403,0.055730827,RtjZdX-eBfw
0.07852087,0.025692256,0.12199281,0.33634004,0.097459145,0.0044257636,0.11949723,0.16072538,yj0JAgzidkQ
0.06669263,0.036851373,0.075970635,0.2321333,0.06386331,0.12211594,0.0711246,0.13441132,K3YOxbZmtvg
0.09899813,2.42685e-05,0.020611547,0.35631973,0.050364114,0.08254637,0.028755859,0.06489611,VhRBGviuAIQ
0.09026826,0.046122026,0.06582458,0.25000146,0.092250384,0.19707948,0.07576811,0.21169184,d5DpQ6PghCQ
0.041008107,0.056931525,0.007615719,0.2654903,0.010837318,0.38009378,0.010589543,0.042077005,k1iT3w00n7k
0.081385866,0.027580723,0.050749864,0.2632122,0.0878097,0.08640739,0.07191627,0.073771216,FtbFHFFdRjY
0.2109471,0.020963646,0.34280452,0.3409553,0.32073033,0.008343896,0.18151316,0.7564765,oDmaQCMwQKM
0.06299208,0.028439116,0.030362086,0.38186264,0.037033476,0.13011985,0.07104984,0.084462285,O7eVipiHjfM
0.17857616,0.024318827,0.14419106,0.40960023,0.14772345,0.010545557,0.1466352,0.21524687,tB6dbUz8WIE
0.084121615,0.010204159,0.04355337,0.20253243,0.09945035,0.09980844,0.06134197,0.1004898,D65MtHu4tXQ
0.036353953,1.3557822e-07,0.01641889,0.3230721,0.026150418,0.13425025,0.02579726,0.20053433,ADM1cH7jF9I
0.07510782,0.033074442,0.14640601,0.328327,0.07222363,0.077905826,0.052501705,0.33096534,KGY3KVtOojY
0.06748508,0.012217224,0.19242772,0.24411091,0.1419247,0.11797007,0.298124,0.19358736,Nyb_HiJSVVY
0.11373652,0.01561861,0.09027891,0.25850496,0.14617515,0.162312,0.07727622,0.2965781,AbbZc9vIb1Y
0.044969797,0.0090240855,0.054994043,0.26510257,0.06988313,0.013075272,0.050104506,0.3342683,74vIFs99CfE
0.083093055,0.012078391,0.1658106,0.36657256,0.05170546,0.11460914,0.23306336,0.14177863,eYWBRRhu5NU
0.04228403,0.01665985,0.058711324,0.24782288,0.060592685,0.12362067,0.03850299,0.32230794,bVdAiAZROD4
0.13965108,0.0033493242,0.12930866,0.39473867,0.14446573,0.12663841,0.1383961,0.15972617,_ORT5Z__Zxc
0.1802427,0.020824814,0.07972597,0.5744083,0.09749421,0.26094812,0.09114458,0.24986763,UjQXsuazUpY
0.07921863,0.027409043,0.046275627,0.30890504,0.056716997,0.10323269,0.03362943,0.28018615,X14sRtcHJXs
0.071894765,0.06931809,0.114602596,0.34153342,0.090402775,0.0034955505,0.08064953,0.48643002,39PMJkUY3Tg
0.06969101,0.0090240855,0.0593411,0.23277079,0.07682215,0.092652924,0.05726942,0.26189858,y7yX2pgHFvo
0.030118227,0.040628307,0.039107338,0.30086303,0.029699463,0.26725173,0.052806266,0.28864482,fi20J6enVIc
0.10208675,0.017770508,0.08475079,0.28753427,0.09108727,0.09414217,0.07268743,0.29970163,6UVh8Y6uFJo
0.036764137,5.9654412e-06,0.012581282,0.30214688,0.015971083,0.040623456,0.013834687,0.13862593,3379xUMQwdQ
0.07435719,0.014993866,0.067373514,0.21017514,0.08199996,0.07994116,0.058877226,0.24642749,apYTU-1DbMM
0.021058377,0.010204159,0.003993332,0.24390782,0.006524034,0.16678445,0.011783936,0.09421677,Qo2NCWDUFHs
0.12970811,0.03444787,0.052585974,0.28962222,0.07217746,0.24016939,0.046550438,0.16158934,_7bj11HHyNo
0.084282674,0.013327881,0.053843766,0.29777738,0.08629197,0.08551555,0.03519759,0.20519999,ZtWFUm2oRIY
0.1165497,0.016451603,0.1516034,0.2995221,0.11541391,0.24094872,0.13055617,0.28859955,XLjzBTpk5J4
0.1042995,0.011106567,0.13609052,0.2538646,0.13692164,0.13632683,0.12093242,0.30769518,kqvvxhVTgUI
0.08379954,0.015826859,0.09491295,0.36927217,0.07935229,0.038880672,0.057504848,0.44003665,V9uE26uGT58
0.105186194,0.0142302895,0.082398295,0.28184283,0.09832376,0.11746928,0.078271255,0.30387756,jSZlcScF6gg
0.0895593,0.0053450353,0.054146107,0.3118956,0.11693503,0.01034786,0.054576937,0.25638825,f4s0TsShDL4
0.12647916,0.020269485,0.0854926,0.32478896,0.11429847,0.011163064,0.054921396,0.30942315,Pt76FFq3ado
0.057631135,0.0729142,0.2121279,0.1726613,0.18721347,0.23818845,0.13454321,0.5489613,W_D4cfftOgs
0.14970979,0.064523295,0.14860028,0.394827,0.15972161,0.18056785,0.15893579,0.22394621,O46UlgeEtEU
0.14539371,0.040971663,0.3135563,0.31443107,0.22521053,0.10798963,0.21954522,0.529632,ENoFzumxcyc
0.17838182,0.003123722,0.30013818,0.4121385,0.3082192,0.13377176,0.25788885,0.6181485,Kr3bpVCnZc8
0.078248814,0.011384231,0.060042165,0.2654703,0.07269655,0.10753169,0.055920534,0.26052648,l14eQ0rPIR4
0.111593135,0.0042690868,0.096113175,0.29744104,0.1092525,0.0038979752,0.07706095,0.45865813,vFOYTT2zdL0
0.07435966,0.017909339,0.08864176,0.20344646,0.08208499,0.07287054,0.07588051,0.119412616,oZ1epFUsg0U
0.1576283,0.009509998,0.11289913,0.36982086,0.14561257,0.040872954,0.12352027,0.4938924,ZkWvSJ3bRZc
0.07435719,0.014993866,0.067373514,0.21017514,0.08199996,0.07994116,0.058877226,0.24642749,8Fk9E2aDHig
0.2283833,0.013605545,0.120416336,0.4313911,0.13817143,0.081386454,0.09483262,0.3652278,ENjqpLtbwUE
0.056091636,0.009162918,0.021143677,0.24438936,0.023750138,0.16939075,0.015767263,0.073297285,WKjD6Q42YIA
0.088718325,0.0039220066,0.047285706,0.35535023,0.06434032,0.016871076,0.032116186,0.28376386,6NXrSHtdrKA
0.17496133,0.008225801,0.08820388,0.36365026,0.1498602,0.049159653,0.06744193,0.28880838,jOokfKQZRPg
0.13659517,0.0066986484,0.18576568,0.31315857,0.17158236,0.07432815,0.120091684,0.21520986,PddnCBYnD6Y
0.04692474,0.009926494,0.04365751,0.18238056,0.044160563,0.14416899,0.023120575,0.13995928,z-JcXzQVnro
0.15250225,0.03221605,0.0878111,0.504757,0.14928196,0.15167648,0.21702011,0.31249765,H4hPrUb56K8
0.07786501,0.016451603,0.08560453,0.22672011,0.09738109,0.09080184,0.07942799,0.2605358,EkRBr8BOakE
0.047105573,0.0033319702,0.022193026,0.33933324,0.015863331,0.07263992,0.029860046,0.07463977,zgvFV4_JEhI
0.056203343,0.03599298,0.16863473,0.19713445,0.082773834,0.12033189,0.09020189,0.18809499,-p8xNQ07_50
0.1572189,0.049212243,0.24857427,0.40350056,0.17086086,0.43725324,0.16177556,0.28485277,bi0LCH2Nt08
0.10049081,0.020269485,0.08075891,0.26369482,0.095226444,0.16757157,0.07630718,0.097325504,t6jyVkttUo4
0.09496157,0.025005542,0.025207546,0.33226448,0.058304656,0.13356587,0.031445272,0.24651353,KZMef8-i3yE
0.048604608,0.007496933,0.040724304,0.29248175,0.04755915,0.05575826,0.037376195,0.28936654,aTxe7UblnRU
0.11024828,0.00035358797,0.046241846,0.32430193,0.09871702,0.03604971,0.033411607,0.2552062,4WBDdZ-yZ64
0.04116944,0.013258465,0.11896402,0.17357625,0.05989874,0.077798694,0.07598992,0.0680497,xnDWMbySDWM
0.16258645,0.009648831,0.06665826,0.45736548,0.08501583,0.1293606,0.06315689,0.13577148,l_zF1xARsdk
0.07907848,0.010204159,0.07416985,0.28236118,0.09834796,0.047136333,0.0981985,0.27415285,oV6UvALz868
0.14067216,0.014716201,0.06473414,0.371726,0.08633844,0.09156054,0.057856623,0.27866152,iK3JZ1oECj0
0.10694938,0.2712817,0.13620995,0.21903768,0.11683463,0.5056526,0.120709956,0.07441858,sD5zJ9pezpQ
0.21315056,0.022351967,0.16895756,0.40630797,0.22064859,0.07378695,0.1454255,0.22356157,X328GGCIK8E
0.018234443,0.012564304,0.028852437,0.18805717,0.015036252,0.077948004,0.028354332,0.046946965,ULmDzth1OvE
0.19758378,0.09924392,0.15733695,0.38276386,0.14302698,0.2526882,0.1349944,0.24017732,pBEEP5qHK1g
0.13140044,0.024147147,0.08984267,0.31580707,0.1197879,0.17416997,0.11402168,0.120860234,JJXRjEPEhL0
0.04572382,0.011523063,0.059599627,0.27743542,0.050529744,0.20969504,0.048770968,0.13897198,Mx7T1ri8eXo
0.080217004,0.0224908,0.061329626,0.28261417,0.0932058,0.0055356612,0.041193426,0.27517813,l-Citw4mYQY
0.11955819,0.013466713,0.07752762,0.30700466,0.12642117,0.044716876,0.05643189,0.27127028,K0iYR-3rFX0
0.050669014,0.04268845,0.031483524,0.29153928,0.031127924,0.060055923,0.037714638,0.12290289,7hRNBxCnso4
0.062609255,0.03444787,0.06018417,0.2649246,0.056673996,0.00745374,0.044646468,0.27789995,qoc2jhXw51g
0.07044842,0.015063282,0.05148624,0.26318985,0.050375666,0.13056445,0.04494077,0.19516654,UxO-EmNm4KE
0.09878616,6.399291e-05,0.12762298,0.4032691,0.13525374,0.018778577,0.0693039,0.5603348,xDr8Vi0bmmM
0.046147667,0.010134743,0.039509617,0.29585207,0.022638513,0.14627819,0.090640195,0.2264324,ObLZby7zdh0
0.115538456,0.0039220066,0.06829488,0.37736073,0.09112827,0.08809801,0.09907249,0.12955542,r0h8Br9rp3g
0.06498645,0.009440582,0.0820501,0.21976595,0.07579611,0.10713143,0.05952173,0.26867828,1hH4UXo0QqQ
0.068476476,0.0023774996,0.06620329,0.327215,0.046743166,0.085897096,0.042980313,0.12441848,Hz5hQIk5TXk
0.115444176,0.008329925,0.23808874,0.26054978,0.19631578,0.052543588,0.20090556,0.18624339,iLXEfvDkcJs
0.07435719,0.014993866,0.067373514,0.21017514,0.08199996,0.07994116,0.058877226,0.24642749,m6k5VT2BkOE
0.11031451,0.020824814,0.38341677,0.35945794,0.19207872,0.42693937,0.15236773,0.6230819,uZmJuVSF-BI
0.05449858,0.039598234,0.19597504,0.34473282,0.06880121,0.051020082,0.100184776,0.33092245,gNVIRAEexYU
0.051538274,0.011384231,0.038330197,0.22405303,0.057158295,0.09714611,0.04176769,0.2885253,jbSrItEerKs
0.09147179,0.034962907,0.17595495,0.2589043,0.13119684,0.08341188,0.1400963,0.28763235,97X1MeJVjR0
0.20720778,0.017284594,0.25540245,0.22392069,0.15083377,0.075009234,0.11117275,0.1557603,IYhIVHnncPE
0.11014563,0.040971663,0.39120537,0.26225284,0.1429779,0.67624927,0.15093245,0.23322217,zsawO6cmDvw
0.05903588,0.011037151,0.04930902,0.19632655,0.05932495,0.09263683,0.042205933,0.15811582,sOqfEYDrAZ0
0.1340863,0.018048171,0.060351323,0.33757293,0.082019344,0.10624516,0.07787744,0.15412351,f2yuhGPy9GY
0.08185307,0.004963247,0.032305982,0.3524697,0.03734576,0.06659911,0.024418607,0.067702234,_QJKe0TEBiU
0.04028072,0.008121678,0.047884524,0.23999824,0.067924686,0.025741164,0.08544878,0.11941716,-MeiJT9d-n8
0.04556624,0.008364634,0.03864258,0.16204298,0.036683768,0.029458119,0.02728283,0.0670421,p0a441rG-nk
0.045511447,0.09387396,0.086627744,0.25670826,0.05922755,0.23321985,0.077771336,0.20168053,xjAHsUDB3FA
0.046250056,0.018048171,0.049469836,0.20648299,0.05634479,0.1259271,0.055107165,0.1617276,x7ioTniaGNg
0.0697037,0.012703137,0.08044188,0.23684527,0.09082044,0.09899812,0.073240586,0.27824482,2pmUTD5veNg
0.033717886,0.0051020794,0.018816723,0.25960705,0.024545152,0.0015151585,0.02875912,0.08952899,qvIWpLSzRhs
0.17685485,0.017423427,0.094565526,0.46019465,0.08803449,0.17924947,0.058326155,0.291277,mz9pJPuhEfc
0.14239238,0.017492844,0.07734103,0.3340429,0.12772574,0.19131987,0.11291176,0.29566675,gl_At1qcEXM
0.07968023,0.016729267,0.05314702,0.28333917,0.056551926,0.13972068,0.045169074,0.14371511,I-m-FZy1oAA
0.059344698,0.008850546,0.036344353,0.29311156,0.042853095,0.14386167,0.0398369,0.08713304,7W-qAw48yn4
0.038611256,0.010481823,0.03728376,0.18217476,0.0387177,0.09245462,0.031351034,0.123768695,tb_hYSs48bY
0.11089964,0.010412407,0.18505482,0.27100182,0.121166214,0.07652146,0.1088771,0.38673913,c5f4W4wM5wg
0.04210021,0.013327881,0.045558237,0.38981014,0.05119699,0.0924696,0.052020594,0.15388672,3jApJiUm7v8
0.081670456,0.1256687,0.18045138,0.4260757,0.08385665,0.08539941,0.09500542,0.50730866,LcVRpvxxFPU
0.063377656,0.004546751,0.053537667,0.23774974,0.0552189,0.096685566,0.0383685,0.24253398,c3Sbyo-96Eo
0.038338274,0.04783881,0.040090464,0.33853468,0.028838776,0.29011986,0.054704726,0.14743678,ePtRaSMPBcU
0.16311808,0.03358948,0.18068807,0.3208533,0.20278406,0.15024437,0.14688502,0.16941723,cZwoEk6Yni4
0.043937463,0.024662184,0.03057037,0.3033271,0.029890278,0.18656379,0.037600048,0.26407394,ZKV5kDbMp8E
0.2681786,0.0024816236,0.26913023,0.47207174,0.17806496,0.010578785,0.1307691,0.24476339,Z9xfJKKa9og
0.104417846,0.015757442,0.045625303,0.33184347,0.07013298,0.1622408,0.051199198,0.20286183,az0NGkgxnEw
0.022224097,0.00033189546,0.02861225,0.35221148,0.013988581,0.08794343,0.03720388,0.15018491,7-bQ4bJJ4UA
0.11247125,0.0069763125,0.10247538,0.37393883,0.10858921,0.01103935,0.07162008,0.50699073,mNSRx0vjmaE
0.06176084,0.013119632,0.06384798,0.24067901,0.05807281,0.090649605,0.057903957,0.22741306,7Ifb_Jb24KA
0.18582109,0.012703137,0.25906572,0.3007884,0.1904172,0.072037704,0.16508898,0.22570881,PdeW3GlG16s
0.045699187,0.0186035,0.02393416,0.20698522,0.035455182,0.07882694,0.022189274,0.08197105,gtPfp4yNwJE
0.07291628,0.010690071,0.04423879,0.28147435,0.085761815,0.067773566,0.025962088,0.27667207,7OnPFD0VXS8
0.051698618,0.014091457,0.062385377,0.1887172,0.061952893,0.10047664,0.0599313,0.19312663,8g9dAI0wKkA
0.06242211,0.015063282,0.044489644,0.30568442,0.052643713,0.16150573,0.0423643,0.20984674,gGtnaiMiVR4
0.10831383,0.00930175,0.11619112,0.21175241,0.118592024,0.078088164,0.09012992,0.20804971,t-tlbQYp8wk
0.051748287,0.013327881,0.041918024,0.2790724,0.060913365,0.27998757,0.05506119,0.18991984,HTizTHnSybM
0.17199707,0.018048171,0.08861053,0.30499312,0.10271738,0.13252102,0.047880433,0.19950855,FhiFamF-M0c
0.14221708,0.031014297,0.3949304,0.34638512,0.24668026,0.27667797,0.26357436,0.52164036,6kNKZqtcnC0
0.069202594,0.018048171,0.2279287,0.23034918,0.10454407,0.10657777,0.09823932,0.1992315,8Fi-zHTFx7k
0.16674814,0.014646785,0.15977955,0.3960453,0.16515784,0.076576225,0.11157072,0.23762476,_pO2uKFCUbo
0.067688845,0.025520578,0.24781564,0.2960042,0.1506592,0.30053678,0.07519822,0.16814809,A0uq727Fjbw
0.06863475,0.028439116,0.03833916,0.24869786,0.061036423,0.0066330675,0.041921828,0.07585019,1kAuPuAanXk
0.13398358,0.012911384,0.12946306,0.3724866,0.1392608,0.03704443,0.084943324,0.17217095,h1fiH7Xpa24
0.06318451,0.026894007,0.1518999,0.18062508,0.11056787,0.19336325,0.12163441,0.34316054,CKWw1YJXoBQ
0.035768926,0.031357653,0.037425872,0.19035248,0.036122523,0.15287042,0.037129376,0.11937859,FEuXNNiMq_4
0.14091538,0.015479778,0.09071531,0.26310506,0.14145069,0.11713764,0.13180862,0.17494464,nah66IE7lqc
0.063013904,0.09978092,0.058741935,0.42547402,0.07312449,0.029108983,0.06939528,0.2562648,QVsmNze5eHA
0.0457641,0.018881164,0.051667348,0.33060715,0.04060948,0.36429322,0.05060795,0.18452823,rIMsemBiGTU
0.085782126,0.016035106,0.071285285,0.3451261,0.08249297,0.014456622,0.065698065,0.38579938,CE6a32UT0I0
0.06837724,0.00014533984,0.070036225,0.25572446,0.066453606,0.0053233895,0.052929074,0.2959489,8hLVH1rusfE
0.05230921,0.013050216,0.04770093,0.18477517,0.055271275,0.08909333,0.039754283,0.103664964,dvKvqG7B7F4
0.061977744,0.0047897073,0.05365765,0.2609769,0.051846277,0.069115795,0.03454363,0.28167886,zDlOdoeBj8I
0.070138626,0.013536129,0.07464454,0.20301662,0.0831431,0.075291604,0.059615508,0.23885976,NgJQJxPG49c
0.0292662,0.035134587,0.08484434,0.22350095,0.035741623,0.12747382,0.04027838,0.30003726,AVcw9or4qss
0.09033939,0.009162918,0.062666446,0.36637485,0.057973433,0.13362421,0.06003618,0.23436055,3FeTYTfwXlU
0.10953345,0.022074303,0.066310294,0.36397737,0.107915655,0.14914252,0.080981664,0.21760698,uSHLqowYqjU
0.24656378,0.028610796,0.25607365,0.37863496,0.18001384,0.057687,0.12413811,0.21852097,6DSS7Fs1vvk
0.057562917,0.023803791,0.036337618,0.23172592,0.047041237,0.09254351,0.031234913,0.27999526,vx_IUDl3cKk
0.04364613,0.0018742332,0.088693716,0.38120636,0.044265375,0.14632139,0.058745578,0.24040443,wXmFczijOzk
0.14375684,0.026207292,0.08793583,0.45143548,0.07347424,0.07728006,0.0707401,0.3170739,z8mU2Rdr-90
0.15317932,0.0066986484,0.16216888,0.2978627,0.17857407,0.08772288,0.12619118,0.18519233,by2w1ICewgE
0.04278242,0.0017440781,0.031708084,0.3115362,0.035556097,0.0030558773,0.037528593,0.21993876,rAk7bDzTLt4
0.14078772,0.059728492,0.14194877,0.38029507,0.14360644,0.0024495204,0.16259798,0.15049824,U61-RYO9unM
0.15608992,0.0019523263,0.19631243,0.4678094,0.17919502,0.32636997,0.16744293,0.37266305,y-9RXlw8nPw
0.059543125,0.0063515683,0.073217556,0.25144458,0.074940205,0.2226312,0.054804023,0.19217587,pCkVtj7N8-U
0.22843705,0.019019997,0.21829085,0.43010905,0.2599396,0.030156424,0.16846964,0.51676685,wvB6p_S7_lM
0.091037974,0.014160873,0.041054793,0.470149,0.038909283,0.005403902,0.040537532,0.18734597,3-_EP3baEuo
0.077361554,0.011523063,0.07418183,0.24211401,0.09111092,0.17487876,0.06913052,0.28912735,R0ZZa9YlsjE
0.044873368,0.010898319,0.0769159,0.25628462,0.04671676,0.107185304,0.04438319,0.18655446,nERw8d1xj4Q
0.051144402,0.007913429,0.122213945,0.20568122,0.06707297,0.13478294,0.07633143,0.24171297,scMvoDlm7Uw
0.16737817,9.490475e-06,0.198259,0.3685271,0.186646,0.14713131,0.14348528,0.16027254,0YZ_bUIGvjc
0.05536649,0.034791227,0.03715464,0.24236932,0.03920487,0.12657428,0.069012955,0.07392698,CGmSDdb5B1I
0.028482271,0.009648831,0.06466076,0.32816795,0.029798139,0.22065091,0.03525436,0.20038469,QgWYhFWqh1I
0.03646788,0.019158829,0.042257626,0.20921494,0.028468104,0.0440717,0.027506288,0.07419113,Y7SU9mu6Pmk
0.12448827,0.005275619,0.076349735,0.4008098,0.13182767,0.0025091753,0.054737877,0.3712247,YQj9XrYxbtA
0.16542171,0.03599298,0.118458696,0.40919143,0.15262523,0.108786404,0.11745875,0.5167251,5GZ0LhJ3Dyk
0.13965723,0.012911384,0.033613294,0.5131452,0.040579475,0.06080402,0.03555258,0.07751641,2zdJIqzH_Po
0.07435719,0.014993866,0.067373514,0.21017514,0.08199996,0.07994116,0.058877226,0.24642749,rcWfHOjiQ4Q
0.1702573,0.014507953,0.20873494,0.2731704,0.1556451,0.09139564,0.22113036,0.3675083,TuA5QUgkDMI
0.0573036,0.0039740684,0.07381207,0.27267694,0.050887167,0.116314046,0.0435325,0.15167461,vAr4vs2O-pE
0.08894697,0.01999182,0.04617304,0.32764524,0.044020604,0.6807604,0.028560037,0.09788925,rwh3IFvx97g
0.41824278,0.061726328,0.124660775,0.6693147,0.26005334,0.095113434,0.19356011,0.16426906,g6j6EZUgF9I
0.074968465,0.00281135,0.065459445,0.24128732,0.08773934,0.08337459,0.0709219,0.26590347,jaOAJj_ZnGo
0.061329223,0.0039914227,0.06462858,0.26305437,0.08931647,0.09826466,0.051415574,0.09257768,X-LDkLCXWGM
0.0500162,0.0090240855,0.0515176,0.2109738,0.060207225,0.10155309,0.055527665,0.13912162,j2xqUxZpUMk
0.087142885,0.003089014,0.19598171,0.3519296,0.076026164,0.0484654,0.07393653,0.19940583,W6EShhAapR0
0.07435719,0.014993866,0.067373514,0.21017514,0.08199996,0.07994116,0.058877226,0.24642749,fY8z8gHZVjQ
0.10376581,0.0064904,0.15301482,0.28836125,0.15493304,0.03121046,0.09852069,0.41459525,O-FmAOd7_ws
0.03225674,0.011037151,0.028023405,0.19784969,0.025250098,0.07381059,0.025863448,0.05904665,cY7qc9f7gbo
0.073286206,0.007739889,0.11572761,0.36889508,0.08705689,0.008248147,0.06469885,0.285195,SsW0y4_rz3Q
0.10208675,0.017770508,0.08475079,0.28753427,0.09108727,0.09414217,0.07268743,0.29970163,zs9gprcimE0
0.16171537,0.020824814,0.2000407,0.38385472,0.19648863,0.122507535,0.1964468,0.25327292,R8HsIA2o97k
0.06814688,0.024662184,0.093581066,0.21329471,0.08338516,0.07210601,0.068674125,0.25327966,gIt56ZX8r0A
0.09593372,0.022074303,0.12408392,0.26328808,0.13651998,0.09519133,0.13927214,0.10393327,YqGkC5uJ0yM
0.03481919,0.019852988,0.05980428,0.17285538,0.043483566,0.13421552,0.068379834,0.16443917,s8F5sCmqF6s
0.17744191,0.0669207,0.2255294,0.40648752,0.2431017,0.3751526,0.17275675,0.25593632,yC6-lf1LCos
0.1615727,0.024147147,0.22920552,0.37272632,0.25417137,0.032680914,0.23370981,0.32910678,2agc6K26hAE
0.059691392,0.0024989776,0.14699422,0.40762803,0.05774669,0.033119496,0.04802287,0.3467679,42pW19i1I6M
0.11367335,0.0001518476,0.039098788,0.40982515,0.083147876,0.048984315,0.039607964,0.29005817,awya3em47xs
0.1623268,0.004928539,0.09198263,0.52366614,0.10470665,0.020237787,0.10318432,0.3318316,-c1Nj7RRbTA
0.0362497,0.043718524,0.045455836,0.20036073,0.044118263,0.3024745,0.0422806,0.0901314,X5GxFxnP828
0.07455094,0.007566349,0.052052975,0.30567893,0.08710279,0.12781332,0.08026048,0.17939253,JMSdqSJhnSY
0.054770183,0.014369122,0.05064032,0.32964653,0.039269116,0.14581265,0.058586523,0.2288506,2xfBVDgHPk0
0.08045342,0.011175984,0.18015948,0.27236965,0.108947754,0.21621421,0.088893965,0.37732348,ivtuOxYCmJE
0.13279061,0.022773718,0.04150476,0.40129912,0.08235269,0.1346446,0.043006837,0.2133876,YcFSzAihGBM
0.13278627,0.021518974,0.27556208,0.2692102,0.21881385,0.12835054,0.17566797,0.37842786,GuiP3ToDb-o
0.08327855,0.010342991,0.11828639,0.35492656,0.05302657,0.2306492,0.0713131,0.15464684,NOGV0ZbFm9c
0.15277371,0.00843405,0.11245384,0.3622829,0.1484004,0.13394909,0.09091563,0.28210455,GqT9qA4HdxI
0.036174327,0.00860759,0.030198481,0.20973945,0.03673308,0.1540538,0.03468261,0.13913432,3xYqguJVKlw
0.032607112,0.009648831,0.020293793,0.2732799,0.021284927,0.15683334,0.041422118,0.13564815,6WPapF9dQr0
0.09892872,0.013397297,0.1591639,0.34818876,0.095846705,0.15911527,0.136671,0.18707524,ET3tAtUvpxY
0.056784306,0.0753116,0.034879036,0.320084,0.03920699,0.1274343,0.03688191,0.11322901,ypO90QrswC0
0.074934416,0.0004902508,0.08858712,0.19846807,0.06824479,0.00809376,0.06731164,0.116459765,h9o-exckWro
0.17130935,0.0082952175,0.10240007,0.42166096,0.13229057,0.17899683,0.1281092,0.24177887,ERMxUTm1BEY
0.12441009,0.052935857,0.13475879,0.40793097,0.074032426,0.12621789,0.19801985,0.2528564,GNzeTGjRm9g
0.057595223,0.008329925,0.12080877,0.29740703,0.099276274,0.036656052,0.14256409,0.293766,bY0xtriZk7o
0.033609588,0.004893831,0.046478022,0.25366116,0.035422005,0.03890325,0.036787372,0.18091153,D8nEa_7rLvQ
0.17100124,0.034104515,0.13385281,0.43413764,0.1632724,0.022800371,0.11329461,0.25699612,rEEdyBkD1YE
0.14043246,0.0010412406,0.08238656,0.36303994,0.11142402,0.008596079,0.08087054,0.40668616,M3MNheQbmxA
0.07601882,0.022773718,0.10490884,0.3378678,0.068949915,0.031815276,0.08016371,0.27075607,gcOzMRFO0I4
0.1543071,0.011453647,0.19469331,0.29953966,0.19449586,0.09348152,0.14526378,0.22313204,KHSjRw0CeCk
0.055659026,0.00041866553,0.07600899,0.23685226,0.07756235,0.051038045,0.046532556,0.21134391,hZ1sOR1oDHw
0.037110463,0.015340946,0.04916085,0.19749095,0.04516437,0.11767923,0.0445968,0.13174777,8n1sUB3WZEw
0.033442985,0.010551238,0.06967804,0.2377221,0.04149146,0.13248155,0.041027382,0.18054518,aTU5wZrtpz8
0.1769475,0.010759487,0.10523441,0.34020302,0.13877915,0.040982623,0.120767504,0.3649489,rloP11qs4ac
0.06582787,0.008746422,0.03618903,0.21588099,0.072871074,0.13817735,0.03698278,0.13534188,kTvCe9834sQ
0.063160256,0.008642297,0.07942925,0.3327592,0.077668466,0.34729502,0.07263351,0.44660476,qwj7tSX78TE
0.05813876,0.007739889,0.22263737,0.3291131,0.07741173,0.039844032,0.07052475,0.12202545,qIVMSATjsys
0.12688881,0.03221605,0.12645906,0.3595313,0.107495286,0.052228123,0.14933963,0.12092148,5K2Igw5QzH4
0.13057561,0.00032755698,0.26075044,0.27372208,0.13790113,0.04025025,0.10489705,0.28094575,XudyVx0X6E8
0.077087164,0.008364634,0.043406535,0.23481858,0.064463794,0.08713297,0.031450972,0.24055965,1w5wjttmB4M
0.16368797,0.0100653265,0.1089993,0.39015704,0.16108844,0.07896475,0.13107198,0.33841497,hv3-9W0D6bA
0.025843682,0.00032755698,0.11512774,0.22147211,0.034506142,0.15096787,0.07332347,0.1191668,2WD3az0eSB0
0.04405294,0.28996843,0.17127214,0.24626766,0.15324645,0.18611787,0.16053365,0.7711301,4JK_nXD6Op4
0.1720007,0.012841969,0.2959894,0.41564906,0.2388975,0.015097211,0.26972568,0.36809424,2BE67_9GnDs
