PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_PROFANITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_THREAT,video_id
0.2936093,0.1984493,0.067619964,0.038384363,0.046729542,0.06193923,0.25491098,0.12420569,SynqYb-6bXY
0.18647896,0.2791188,0.077896796,0.04987943,0.09339063,0.069013275,0.30409023,0.20368142,30clgYUT6f4
0.456592,0.45256892,0.5366434,0.33919722,0.16920222,0.16931027,0.396436,0.20548144,CWv9BLF5EZ8
0.15568043,0.43990603,0.11877754,0.07526369,0.18657738,0.10800292,0.30948552,0.15985253,HckvGQeYmiU
0.18746567,0.19996084,0.06797665,0.032804687,0.04560812,0.053448502,0.14858118,0.09060094,DTlyOB_I7yc
0.21715863,0.31318295,0.18402618,0.18050757,0.07229465,0.10254656,0.32853404,0.31072628,sXBTZcoj3Jg
0.12824467,0.3651088,0.1215042,0.06103859,0.050511967,0.055345763,0.20339686,0.25172496,E_Eu8FKviSY
0.2088965,0.2740551,0.40655416,0.15555646,0.14615317,0.1566146,0.3723669,0.75785524,3TJAdFuxNIY
0.24991328,0.7079002,0.20668744,0.16563158,0.051302947,0.06601538,0.3564933,0.53308064,quhjZPHT5c8
0.7212062,0.24763626,0.4135386,0.3914805,0.2594324,0.33551466,0.5275249,0.81785,7D-OILCPA7A
0.16551583,0.4501045,0.23771463,0.18919401,0.15995105,0.14928253,0.42137095,0.26749334,2ziVe_YuASY
0.049898956,0.11706572,0.05310656,0.027521173,0.03742959,0.040278606,0.18288036,0.09540087,_8yJOjjwxfk
0.17661177,0.33673185,0.074460894,0.04867606,0.10429679,0.0488605,0.47068188,0.121082895,1sF5XQDelKI
0.038911518,0.19320086,0.081514105,0.028827388,0.05240936,0.0382734,0.16162916,0.11731576,JG46ktmynpE
0.2712817,0.32660562,0.15039833,0.10010896,0.06902887,0.10550405,0.25229445,0.5440261,kiPZGwarFUI
0.54375964,0.010466746,0.59993446,0.4658855,0.09843483,0.43470746,0.46450365,0.91491824,062unTWO4I4
0.027409043,0.62299025,0.3175134,0.48193836,0.28865257,0.23359786,0.42041704,0.15744714,51oNsxXb1-U
0.14373457,0.05132694,0.39226013,0.29159397,0.070143186,0.17462024,0.37147537,0.30819678,iKGLLtY3UNU
0.15568043,0.4458268,0.2983865,0.13417234,0.12507816,0.15868162,0.36329,0.37088227,IWn_1BqbKVY
0.06492286,0.31674927,0.03349587,0.028459882,0.062298186,0.02715205,0.48993915,0.12288371,RmNz2jGzsDA
0.05093802,0.11716912,0.09484151,0.09393624,0.113876246,0.11828902,0.22121908,0.18795581,87uW1VbZsKY
0.1609341,0.15118456,0.15720126,0.11598468,0.17931923,0.15101331,0.28462833,0.2249634,skrJ4kEeok4
0.22952124,0.37623727,0.15358517,0.10765238,0.12198523,0.18445349,0.27640775,0.7195412,l3gOOnwhlns
0.18450552,0.47962782,0.21192074,0.13364676,0.22422345,0.15111597,0.39018503,0.4500784,x5bzgm_bY-4
0.07850813,0.21316403,0.12119835,0.067852564,0.04518873,0.059558585,0.24667309,0.09568635,5d5SqkMYGBk
0.8795294,0.3156046,0.50173235,0.6941835,0.527997,0.8369054,0.45395395,0.35491168,tYvdLY12jB0
0.355017,0.64449537,0.620022,0.30902505,0.18440399,0.2304899,0.34656376,0.3362315,vea2fge-A3o
0.05852979,0.10232329,0.10376747,0.08931382,0.0208323,0.02127765,0.23533115,0.072309025,Sox95cYqJ0Y
0.529921,0.033447467,0.33578438,0.555623,0.14879891,0.24143444,0.4206572,0.2588052,C4YqAkiI8Mc
0.21804169,0.12706278,0.23996767,0.14792766,0.20948863,0.17810804,0.33221507,0.29392695,TMqYmNJtAeY
0.14104263,0.00663933,0.11532553,0.09110102,0.07191492,0.06270161,0.5002206,0.15462765,EApdmgSolpY
0.42390585,0.64910406,0.2576181,0.20604345,0.042831186,0.18342273,0.23226443,0.8763936,9Mx6eKROG7c
0.14866976,0.20152874,0.12440127,0.035375822,0.03606101,0.039662156,0.28680834,0.25027594,Ax-rR6-cuxY
0.15568043,0.11201817,0.27801472,0.14185198,0.07791733,0.09397593,0.3897585,0.36241218,rw0fFPoDG04
0.33859563,0.5680319,0.09235677,0.07552536,0.04325114,0.06307709,0.18193905,0.05932986,EPvN5o2aRNs
0.355017,0.7175659,0.1896519,0.21321833,0.055227436,0.14222583,0.19118983,0.3327517,Dba5MOnxFxo
0.1785852,0.08965317,0.0821613,0.07249573,0.14165305,0.10274229,0.35002676,0.10563642,o0vY9d1QgKY
0.1024659,0.17607135,0.14164133,0.061076365,0.09339926,0.08861263,0.14013991,0.1107533,Cd2Tg1ijX9o
0.42631236,0.073608495,0.19666454,0.11288352,0.09988565,0.10764577,0.31488475,0.19250068,Tso7D7Ypix8
0.2995453,0.26818272,0.19326343,0.32122692,0.11421654,0.14333211,0.4795402,0.7318466,gFjUE07k0FQ
0.015202113,0.028935503,0.05073156,0.042417593,0.07805377,0.03345801,0.40583023,0.13394769,C37EdK5Ykqk
0.03856816,0.106781945,0.056024585,0.057311166,0.037091907,0.052361082,0.1991844,0.08497398,2z8YtUc366o
0.23891698,0.25136125,0.2355808,0.35315734,0.05522992,0.098728746,0.31143844,0.57441694,OTi8ZfsUvPo
0.38959074,0.6280669,0.7444899,0.36904028,0.12556209,0.30313239,0.26791775,0.4425259,RVF9aw49K9Q
0.11665283,0.42025414,0.35120484,0.1029049,0.089951195,0.10798654,0.23639552,0.1825461,7Uso5HVmi5Q
0.07091636,0.08490032,0.052359268,0.03796142,0.10459607,0.042784248,0.34444,0.14645515,C2qAfo6dunY
0.040284947,0.1870472,0.039597735,0.037262235,0.08666916,0.05059477,0.36703122,0.1279012,q3exeRsymII
0.35642847,0.7224004,0.4251707,0.27606776,0.3026708,0.29787007,0.4212625,0.71795297,ADL1dqjIlec
0.2008281,0.35941002,0.31577262,0.18847702,0.13999583,0.17947923,0.26320526,0.14343296,KcdY0nxVSw0
0.10300289,0.399262,0.14790551,0.12137008,0.15879348,0.13199215,0.35270932,0.264284,jpI7MgnuUAw
0.39010584,0.40788695,0.37713456,0.24800764,0.14355063,0.1803378,0.3878956,0.56614816,wtbWkdv7_o0
0.21804169,0.4570247,0.14945011,0.11446032,0.12960136,0.117586665,0.33281523,0.291788,VO_nTBkD7gM
0.061726328,0.10175524,0.182048,0.12889975,0.09386486,0.14293447,0.32438517,0.26967523,GqrAlLEJuE0
0.037881445,0.21624172,0.05354697,0.07450102,0.1349142,0.109640315,0.35944858,0.2105645,2tR3gn2vw5Q
0.37954164,0.23490678,0.18817009,0.21393244,0.11961696,0.14481874,0.53510237,0.59975076,k0IFCvBsdtU
0.19789414,0.7079002,0.11926125,0.04821453,0.07103462,0.068780564,0.28042096,0.09295257,kR3PjXM8ouE
0.06771983,0.1242963,0.04144773,0.023687655,0.019641504,0.031209452,0.11567909,0.052159347,DIH9RbYNN_I
0.3897707,0.5777839,0.1449449,0.17458084,0.078348435,0.08910883,0.38802317,0.3553566,jeSEEugrwcg
0.16344422,0.24506435,0.28414372,0.2921183,0.15882552,0.41907346,0.24728285,0.75853217,YeZZ0acRC7g
0.16827796,0.26250044,0.17681514,0.13500626,0.13217945,0.2789952,0.33792797,0.5804126,CWUKOjsvQfI
0.17661177,0.6506246,0.055173296,0.043408435,0.032380167,0.033754595,0.19439551,0.05923247,nvDbN6RMYrM
0.0681194,0.11938523,0.050347596,0.01930451,0.022559451,0.032434653,0.12584846,0.088844836,JZv1_UGJiJI
0.08420804,0.3401859,0.12511402,0.09027729,0.072736174,0.07650902,0.35468343,0.35174626,LZwWUKanxYQ
0.0006117289,0.017906971,0.49622506,0.303543,0.13784827,0.22999705,0.39348555,0.3616435,sSNb7UiIfQg
0.046465382,0.096406356,0.06615398,0.0716382,0.023644533,0.036261477,0.37284273,0.13519418,4MEF0X-RKy4
0.14866976,0.041764975,0.14524381,0.091687806,0.07410085,0.07544222,0.27776158,0.427372,aC4u1zo6OpQ
0.7569718,0.6070025,0.6707642,0.895227,0.26262504,0.7866321,0.49182016,0.76191753,h5vJxeMSL04
0.49981686,0.08229669,0.2804629,0.5004591,0.19811691,0.35881782,0.40736195,0.37367886,sHh4UVqSncA
0.30788645,0.1647107,0.20148736,0.13070492,0.052361388,0.11966003,0.31378618,0.7524745,wCZBzTm0hEY
0.11343288,0.008038622,0.06391733,0.045089155,0.23353778,0.06552308,0.39934266,0.10356073,p44qzPiiI4w
0.29261994,0.31469762,0.43088537,0.35710064,0.09763077,0.23334709,0.47801024,0.848702,bf9zr-fdQYY
0.1550967,0.2638414,0.24693374,0.13867943,0.07143662,0.08574851,0.35714805,0.33517054,d225msCfhxw
0.2299237,0.06529262,0.21443574,0.2824679,0.10879085,0.17634319,0.37693238,0.4574053,3pgXg55lNPI
0.4827802,0.31072342,0.15997678,0.40165606,0.16513252,0.83225346,0.26333836,0.109217614,7Pciq9Q3U70
0.5026305,0.014163853,0.68692917,0.4260564,0.077428356,0.4237878,0.28991136,0.9533248,h1GKQyHXI98
0.23716165,0.3760189,0.05727229,0.1692243,0.06233682,0.052039057,0.37238824,0.18525584,3xLaUmTS1sg
0.13565879,0.08665588,0.09852554,0.10561339,0.10847151,0.114092626,0.3858258,0.2204894,dNncw0yHwPI
0.123736724,0.7079002,0.15861551,0.062644266,0.07222126,0.064072035,0.26442727,0.13731492,B63d9Bq3kAk
0.16344422,0.50910693,0.5314445,0.26539025,0.1757792,0.33248985,0.36492854,0.6552462,9e3Gq-lLFlc
0.08170467,0.1737732,0.065817595,0.04984645,0.067169696,0.083882175,0.20674653,0.1249535,HuDF-hXLcAo
0.12695669,0.27266032,0.13255408,0.09343425,0.0953072,0.15046954,0.3356686,0.70364076,FNLwPSyQFfY
0.46128514,0.55277926,0.8595448,0.577153,0.17969233,0.3275683,0.4588155,0.50571257,H_XkpTb1NTo
0.4151741,0.7083538,0.6350989,0.30173534,0.20057778,0.41498682,0.45753136,0.8908898,6fhVHGkmq-0
0.28021416,0.7114855,0.55021787,0.41066852,0.13284022,0.24676323,0.2331932,0.464537,eP1nt2Bl0Pk
0.03839648,0.20543094,0.04881541,0.032859143,0.037565455,0.03557185,0.19552499,0.1206618,3Rhzg_ArJ44
0.42092466,0.22889282,0.17513916,0.09873298,0.10322787,0.16827601,0.35720974,0.4172906,ICZAiaxw8pI
0.15743166,0.14121178,0.03678167,0.022634687,0.026956914,0.014086734,0.20044653,0.09716551,kX9DGP7HvPQ
0.18549223,0.5518692,0.44461486,0.18030515,0.06292689,0.17629811,0.21503566,0.3218829,DYb8-Rggmtk
0.40946755,0.2848381,0.43185723,0.31485644,0.2717514,0.30806082,0.45088753,0.6280122,KYpnAPno6KA
0.043718524,0.15527669,0.18290892,0.33419594,0.92006356,0.65369755,0.45231283,0.12511083,V9Y__lVMEMk
0.061726328,0.48124585,0.58523935,0.44958034,0.07482301,0.2799056,0.18715756,0.22883902,oeyjbEX_34Y
0.3905958,0.27201504,0.2088726,0.23319006,0.2314378,0.29289064,0.46119618,0.5322181,SnWrdFFH2_o
0.1019289,0.75058323,0.3191003,0.3873001,0.14178047,0.17825994,0.39852643,0.20529659,d7dufalmVrc
0.36667302,0.36518127,0.25414035,0.26306608,0.92006356,0.4712853,0.62347835,0.21955945,r7uLaYzdvmk
0.21362646,0.17261022,0.05609859,0.047602657,0.0358311,0.049836107,0.16712178,0.11145261,4zN9OzlLluo
0.2406723,0.42661297,0.13346578,0.18027443,0.05579427,0.09667044,0.23150708,0.13559954,NBOE8aBqhWc
0.33600304,0.26604205,0.43325543,0.22593209,0.2879862,0.26609403,0.5008202,0.77046466,UH3yOQcNvOM
0.004963247,0.18368296,0.19491237,0.15680893,0.09530485,0.14575987,0.3546858,0.23919189,sIQItCmgmao
0.02517722,0.096656814,0.027924584,0.018356089,0.057426073,0.032407504,0.2224184,0.05397274,v4H3QQfHlJk
0.18154536,0.32423812,0.12533517,0.11566254,0.071782716,0.09161043,0.30237612,0.14486633,CQLAzcyRZqI
0.19716066,0.71944445,0.14435346,0.12468515,0.103351265,0.09032412,0.32976228,0.20779413,UoIi4Ce-lwY
0.41807786,0.014957594,0.13642275,0.22115089,0.17079061,0.16528875,0.41334748,0.13686332,EVEexE7A4pI
0.14193995,0.38023046,0.31860626,0.18894349,0.065573186,0.1059589,0.26199493,0.20819134,D8kFp7jwksU
0.40636617,0.70994675,0.5294874,0.2045923,0.034836747,0.16733557,0.26586202,0.8763936,HwY-kGOJbas
0.22983712,0.2284215,0.20472091,0.13466054,0.16904809,0.20050976,0.4081359,0.27510792,S544c_JRhQk
0.16413476,0.015611698,0.2367971,0.07971067,0.12751675,0.08691912,0.45007378,0.4193354,MEDxvGwv1qU
0.25219622,0.39735034,0.29745188,0.2384693,0.09718038,0.17703457,0.23811284,0.57673293,AsgFCDwOtrs
0.1785852,0.25917587,0.03485691,0.03179292,0.043094315,0.025626825,0.3437603,0.067199916,D1CRxeOrPC4
0.1731117,0.26886111,0.2836272,0.13330479,0.14296097,0.13898587,0.3141195,0.24135323,Cnq3RrCYG54
0.16413476,0.17633358,0.08193006,0.072831735,0.12745045,0.07984597,0.38055333,0.2557094,4HN8eETUR2E
0.22980565,0.35379663,0.19488484,0.13458817,0.08674638,0.10623891,0.22298396,0.1494837,YLUsPd65RRg
0.17173064,0.3630792,0.46354896,0.18583462,0.075260356,0.16544387,0.20603357,0.31885365,19CKy3y3qws
0.42631236,0.34449646,0.20249714,0.20350885,0.27827206,0.38829443,0.2544493,0.57000995,_MaRepIbW9g
0.16151784,0.66651654,0.53115934,0.3039239,0.14101969,0.19061144,0.22402203,0.44161436,qLU4nDg_oBo
0.15743166,0.119766474,0.13350846,0.08643645,0.24186033,0.18722185,0.37622797,0.20988621,cWHvBailo3I
0.22980565,0.4652389,0.16436481,0.17398658,0.063138135,0.102661625,0.32234845,0.30826846,xfRFFrk1tks
0.31725118,0.48096538,0.3096879,0.29985505,0.057203215,0.1902536,0.2746514,0.36408603,d-Qr-Vc7l4U
0.5535644,0.75058323,0.53289956,0.660731,0.25851128,0.79353106,0.45573893,0.7098574,fk2iEECJjHo
0.2936093,0.70798564,0.41746703,0.19962952,0.26489568,0.17591657,0.44977063,0.1809414,m4cCKWYGrb0
0.10031791,0.81145144,0.039487496,0.029873112,0.022317413,0.019278377,0.22015002,0.06316879,OfJfMCA9C0A
0.22979778,0.034380965,0.23816328,0.13955054,0.11362452,0.16243826,0.37907898,0.26420978,iKaEafn6U2k
0.28683078,0.01891494,0.52970487,0.42931026,0.28522798,0.2814884,0.5196329,0.43951198,pJ6JJDCOq8E
0.25219622,0.09459377,0.13376388,0.064470924,0.12269764,0.10940991,0.23711447,0.31186393,VulPcw4BBYI
0.2995453,0.24475574,0.14766103,0.14271316,0.14383894,0.13318777,0.26030588,0.13870843,bHtfknmzfKs
0.1024659,0.027417444,0.14447165,0.251476,0.3768152,0.31378737,0.44954863,0.45917967,oi5FO-CuM70
0.12888865,0.26534224,0.11741434,0.15393944,0.13487118,0.12636082,0.39956427,0.3304494,wABxtoelW0o
0.022945397,0.22877248,0.07373465,0.039281048,0.05700292,0.058155697,0.18745023,0.0940473,BquN4W751hA
0.24769363,0.5680319,0.21447137,0.17426448,0.15498862,0.16029812,0.33373338,0.5029241,xgIP8OKcxOI
0.033074442,0.026019534,0.100262396,0.09864018,0.13685267,0.12873997,0.36909086,0.23572642,lYnpvVNmMVo
0.21539254,0.22527237,0.09340225,0.0802798,0.15405619,0.119484514,0.40979448,0.28819582,4bkvH3Wb3Do
0.15684792,0.45119905,0.27992505,0.17046358,0.030790355,0.0486837,0.3331212,0.5301463,fKfy4obeop4
0.37083253,0.62599796,0.4699337,0.45766833,0.06684316,0.16710949,0.2914536,0.22105218,beZAD9F_Awg
0.06332459,0.1464665,0.0771931,0.06052531,0.019211713,0.029996539,0.19982743,0.08178003,Pi1F2p5xAm4
0.09333697,0.20539775,0.24286006,0.18075298,0.17943476,0.20916624,0.5275393,0.7110923,MnTcmgIZqjg
0.032559406,0.14970838,0.026361346,0.029579872,0.017647987,0.017550046,0.26643357,0.13789642,CFXNpBP4Ga0
0.112144895,0.23709218,0.1211194,0.082215294,0.054038648,0.057304204,0.3384015,0.3601215,EB2gcQXj3Z0
0.22157386,0.80792975,0.24261421,0.20255004,0.271177,0.21439593,0.40113524,0.5898159,xMF5RaovE5A
0.019158829,0.11155533,0.098149925,0.053197462,0.07352434,0.0681682,0.15026535,0.120259844,8I-T5dqn7nU
0.031701013,0.1555657,0.20122693,0.1771284,0.2287189,0.10855828,0.44859135,0.2914505,AfqSS40SLhI
0.04268845,0.1082825,0.21243389,0.09099987,0.13261868,0.13703164,0.46278113,0.63983357,funz_4rHAn4
0.036508016,0.15920803,0.062784724,0.034856334,0.02826299,0.04437765,0.15299867,0.10194989,i9Bqtu1q-Cg
0.059728492,0.20484373,0.059630297,0.04177394,0.03677821,0.026748385,0.2684679,0.05897306,9rrnrZEC1oA
0.7382047,0.64211154,0.4164319,0.7689655,0.9389354,0.86069244,0.5555016,0.82561624,PSN7Krkyr_I
0.14822112,0.37200257,0.31800598,0.23685026,0.30785376,0.25897655,0.350168,0.666826,SSQFZwiKIkQ
0.38959074,0.07499709,0.28190973,0.69430256,0.1371001,0.27995577,0.30756062,0.15139708,bSPs9EXd0v4
0.4151741,0.24917148,0.18540771,0.3259566,0.2869115,0.8328868,0.55384666,0.4046913,lOHlYvZ24w8
0.103539884,0.5680319,0.4382081,0.24364907,0.15759884,0.18298824,0.375746,0.3225329,rJA4HmGFlCk
0.07211506,0.5585401,0.08959884,0.11312275,0.086559035,0.07277539,0.3449423,0.56323135,uHlRbf4Eidc
0.16551583,0.18615972,0.061741367,0.04192087,0.04860911,0.06126088,0.19827318,0.22876967,YntUzaIDu_k
0.08635602,0.19757476,0.14596356,0.07197971,0.09375649,0.0781076,0.34028894,0.14283095,qguy2m5GsnY
0.12953265,0.13790609,0.055734906,0.021992378,0.036774173,0.03340283,0.1926002,0.123210035,btUGIUJ9Msk
0.1710401,0.2698995,0.04714365,0.035193674,0.038394015,0.04938838,0.16722082,0.1356383,la_6_FcrJbI
0.06971766,0.19911548,0.12594198,0.0864679,0.10949338,0.10941238,0.3886276,0.19048612,C9dDU-pgQ_0
0.25447917,0.7279288,0.3051837,0.24943927,0.15250298,0.30687314,0.39545676,0.27394858,z_t1qthyTOg
0.2224569,0.293142,0.091561876,0.0958888,0.2431917,0.059561033,0.28251293,0.036022257,GuDg19KhUTk
0.03616466,0.084255755,0.053189706,0.024384826,0.03736497,0.051294565,0.28112945,0.22709908,s9mjb1I1z88
0.21980777,0.19862626,0.335911,0.19763651,0.16439362,0.18969288,0.31005803,0.58232415,WCUBlDen2Sk
0.09548495,0.18216763,0.21944909,0.208377,0.11194318,0.14691819,0.35001782,0.24051853,I9vHfrTHzf0
0.09279997,0.12149763,0.34448653,0.19294146,0.10734832,0.14344673,0.3275363,0.25524324,rjWhqJx5ZtQ
0.1710401,0.3302825,0.100513205,0.07171584,0.08247143,0.114561364,0.18987858,0.119217455,_Y2o9bCGyB8
0.054534122,0.29567862,0.05072497,0.04728354,0.06327087,0.05308613,0.24501373,0.09147183,GhlALbzMkbk
0.15451296,0.43730724,0.15205316,0.078348346,0.0700714,0.045899887,0.3196193,0.14032993,0oGG9f2VYiI
0.30788645,0.15534735,0.18544717,0.4056189,0.381398,0.5665742,0.4049961,0.41589552,oERijVWNWnA
0.1019289,0.14176163,0.33708397,0.20678511,0.28192833,0.27102697,0.37592685,0.5781966,QfP_s6Ms678
0.42315382,0.568699,0.5414534,0.30092862,0.27502608,0.29172805,0.52384126,0.41100943,UI_GX_OZKr4
0.09763293,0.16966619,0.13497457,0.08457447,0.14355022,0.105546616,0.37859926,0.19412257,wv3v7iD3NUE
0.4151741,0.7079002,0.3233925,0.23574914,0.12859923,0.1453024,0.5141151,0.8449449,0jrTzf8F_P4
0.06012806,0.19550739,0.17982893,0.10587226,0.12452221,0.14586516,0.40573186,0.5488254,jgOatSYRxRU
0.16413476,0.43954837,0.079892896,0.060507562,0.021246677,0.034300625,0.17445084,0.039877504,9Yk2kc5VH3g
0.15743166,0.31162572,0.060277652,0.03593686,0.068877205,0.04977066,0.25350422,0.12302264,cZdpWVo0HHs
0.21186037,0.010614561,0.27045983,0.26245946,0.050208155,0.11721186,0.36728513,0.29851282,5jo2SGgwavw
0.30337667,0.43838933,0.31633398,0.1564729,0.056563202,0.0914371,0.3856299,0.7591482,VkSQfDGJmhg
0.39284727,0.27539927,0.3508241,0.22245237,0.13541992,0.1829692,0.2643374,0.12851778,0R93qefyWD8
0.11472086,0.0720985,0.14273585,0.08301868,0.11935814,0.13264404,0.19107066,0.19470108,QCz443vVavs
0.076110736,0.5254131,0.19887267,0.11636511,0.1373795,0.1054166,0.27948543,0.32101706,J_gY1dMDRQI
0.10300289,0.15960814,0.17314875,0.08132244,0.0651175,0.08220349,0.24401273,0.2432255,gz4ICJ3_9YY
0.061726328,0.17923045,0.110572405,0.054535877,0.06719733,0.08466495,0.18543936,0.21045268,TpbBuV7ARZM
0.12116077,0.17114703,0.19217785,0.1309674,0.16677156,0.1542551,0.42092565,0.5539593,zqxJa5WLy4I
0.15451296,0.124207996,0.057282805,0.070164345,0.04267942,0.035704926,0.45677224,0.37794268,qj-xafacSsQ
0.05133759,0.118656494,0.14060919,0.12091371,0.06939621,0.11252219,0.33056396,0.2127035,vKuAcd0u6ys
0.14104263,0.26186547,0.12204184,0.054202408,0.093306914,0.09898426,0.28316188,0.1393767,fLRhKE7tEFs
0.27690583,0.18205221,0.3748012,0.30632383,0.1551731,0.2896596,0.4500883,0.6637018,LGGqzmbP9OI
0.19789414,0.20470014,0.17842881,0.092264935,0.11573965,0.09797537,0.29306102,0.19497,v1UCxM3XZwg
0.025692256,0.052791826,0.47088066,0.20108148,0.17288871,0.14270231,0.33021992,0.1537587,xXG28HTQhCA
0.025692256,0.052791826,0.47088066,0.20108148,0.17288871,0.14270231,0.33021992,0.1537587,r8VKr5hhs8M
0.24242763,0.108079135,0.06620875,0.04774391,0.16034034,0.0882727,0.41821447,0.17301151,oZcIcNqPBWc
0.025692256,0.052791826,0.47088066,0.20108148,0.17288871,0.14270231,0.33021992,0.1537587,pDKRACaaeq8
0.1550967,0.43771055,0.20405279,0.17141487,0.14015336,0.17018701,0.22947696,0.25154957,16zpMKhltcI
0.025692256,0.052791826,0.47088066,0.20108148,0.17288871,0.14270231,0.33021992,0.1537587,wsmKY9tr-Ok
0.38953075,0.4254838,0.5332741,0.32455948,0.07067379,0.33128414,0.26843312,0.9664865,ahV9WxJWJJg
0.13565879,0.009215885,0.118151784,0.10615055,0.17745508,0.10188217,0.36892432,0.1347871,BhzAX0q6k6k
0.1731117,0.16996089,0.044788413,0.07532897,0.056977045,0.039109513,0.43510547,0.09451659,nrOVZwzr0-8
0.1464265,0.81418836,0.4092537,0.18320422,0.16320772,0.16815262,0.3485254,0.54215926,rDrFSMh0nGs
0.060927194,0.43193704,0.07332802,0.045956388,0.016155306,0.023660572,0.14494024,0.03787212,wa7CsL_C2SY
0.032731086,0.16226153,0.12881728,0.049349654,0.04140879,0.052660953,0.14939795,0.12901641,_bHtxnhWRXo
0.021657806,0.034536462,0.07122149,0.041889895,0.0812677,0.10052008,0.2318376,0.15731843,tuuu59BQ_Do
0.08367105,0.12926942,0.09024404,0.1364148,0.0686421,0.081175074,0.3567648,0.2675886,vfhb__Mvle0
0.33081788,0.17274678,0.22015162,0.2138745,0.56666595,0.43976334,0.45177495,0.61116976,J4WbCyIo6YA
0.355017,0.28629676,0.2816096,0.25778937,0.18490502,0.15815422,0.49773043,0.45961532,uMvQhAlBU3A
0.54959583,0.43984663,0.6532825,0.5656353,0.28619483,0.82247233,0.34299174,0.26001772,2qvTE1fOMWU
0.8086813,0.40369925,0.2952652,0.660731,0.49032593,0.95299876,0.35731196,0.20805109,6Px7Pt1XyD0
0.14687516,0.19451816,0.1700985,0.093735315,0.26673737,0.12773345,0.4404246,0.3084188,IgFmG2J7Pto
0.1668969,0.21169703,0.1899758,0.1557093,0.070195474,0.10300256,0.37739095,0.71577454,Ze6pjAOGP38
0.055333257,0.01864305,0.123444125,0.19586623,0.094812036,0.17346194,0.23326087,0.19688798,JXqKuBFoI9s
0.12888865,0.058050055,0.060617987,0.051716127,0.07076983,0.06849941,0.2732197,0.14879905,DT8onx4sui4
0.42465788,0.07703127,0.50262773,0.660731,0.095460944,0.18226631,0.58418953,0.58797115,7iYn3p7sQqY
0.3598433,0.31037396,0.39370552,0.26044714,0.27509195,0.3080613,0.47341463,0.5201403,0CkUFV47Luo
0.16035037,0.39425746,0.052391127,0.06437498,0.07174545,0.05483833,0.42334637,0.106102675,l7azTZ5sIwI
0.355017,0.5725937,0.086784445,0.124980524,0.1216809,0.107900135,0.5096214,0.6198398,WzeXc1raitk
0.02124131,0.19965044,0.31617704,0.1516311,0.080101475,0.107921116,0.263057,0.08642458,b8mmsH4HlG0
0.1710401,0.33183488,0.16078629,0.19210064,0.062066704,0.10670649,0.20634747,0.16467308,1XyhFfg1GNM
0.2712817,0.12618831,0.22636425,0.13034612,0.034831002,0.08362772,0.21279362,0.24161878,k_1459n_Yrk
0.5810591,0.64966196,0.4185651,0.7160335,0.2489403,0.783563,0.45392457,0.5326832,8VTbz3zRxNo
0.36805952,0.13247557,0.10382025,0.074922934,0.09836893,0.09667471,0.5008837,0.76078755,XIlc5XTV0dw
0.46786317,0.2642947,0.68057877,0.6795448,0.6279602,0.5089844,0.42476034,0.4813972,6D6FRKKdbio
0.06132676,0.43853542,0.16441734,0.30065158,0.06237082,0.13479248,0.24559909,0.15054809,ONDziqiISIo
0.19634613,0.44725695,0.2734679,0.18877628,0.03796175,0.11290403,0.23832148,0.52810866,1qoo5-HIHAI
0.35870504,0.57556266,0.07777455,0.10352743,0.091083206,0.07244851,0.425689,0.24945916,pPrZFYNO6CE
0.11600884,0.44317117,0.1088482,0.06273049,0.056141518,0.05427975,0.25067922,0.18875638,hQA-86oZ2Os
0.18647896,0.63098603,0.23479883,0.13717312,0.12080727,0.14015739,0.2808165,0.39686823,LWr8GZug1io
0.03770977,0.2966752,0.1610407,0.118931115,0.09231338,0.088468514,0.31357604,0.16383997,WxzX2RFVSxU
0.27856,0.6511643,0.39047807,0.22274174,0.23071456,0.23931512,0.49655893,0.6950321,U6CGTD5NlwU
0.2885035,0.27060482,0.5213654,0.5700794,0.109762214,0.33611816,0.2770834,0.23936576,vrHKmgQOKLw
0.2299237,0.2587313,0.23342027,0.12821868,0.17312156,0.1453558,0.39313442,0.36307976,IhDF-UKS7ys
0.14014533,0.14237927,0.16234897,0.13486855,0.0689171,0.10094406,0.23932554,0.13592038,wnj9i19aBos
0.17661177,0.36791107,0.25254095,0.33826962,0.10367502,0.16836078,0.31920084,0.21911645,lEkBMHjrj6I
0.090114996,0.23257455,0.09080552,0.042946164,0.042791303,0.058195993,0.20924984,0.17054565,5ucdr1gEfiI
0.1580154,0.30628145,0.48570663,0.12173318,0.025860135,0.03850497,0.22892785,0.40665495,gwkazx46Tpc
0.22952124,0.26196146,0.28479105,0.17300777,0.026473872,0.15487862,0.21710612,0.8908898,rmXbrkWz2N4
0.20596254,0.27579117,0.16455567,0.16218674,0.057468705,0.12651639,0.19742328,0.1793013,LrKDlEN7wao
0.07091636,0.03497387,0.19114746,0.11041259,0.046918966,0.074398175,0.3271057,0.53009045,v8gRmyXRHFs
0.7545523,0.80792975,0.41472405,0.6955015,0.64925486,0.625126,0.5148444,0.49334422,r_ITf4MI4gk
