PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INSULT,PERSPECTIVE_THREAT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_PROFANITY,video_id
0.12539248,0.07251463,0.0028171036,0.3573142,0.11945574,0.35008177,0.09232943,0.13016216,fSKQfATa-1I
0.58523935,0.0131890485,0.5078858,0.3294401,0.2150317,0.1284449,0.1851329,0.14341594,q3IdWaKJtPc
0.6548657,0.31682462,0.1859326,0.4348201,0.30440593,0.5439329,0.24878316,0.1955679,ZvVGV0eWLog
0.28129828,0.31639808,0.5680319,0.20706582,0.11766816,0.090651646,0.097187914,0.05353835,R5k_WDFASgA
0.58472013,0.3282253,0.26595744,0.33784902,0.26176772,0.16083981,0.21650694,0.1626845,62u7k1DiUww
0.58523935,0.2885035,0.43802017,0.19925858,0.23879938,0.09108987,0.17712882,0.20968357,96sezLDNvWw
0.44814587,0.1530536,0.17628257,0.34284434,0.21929586,0.08762102,0.17545456,0.09763392,5c5Qr6eTnCM
0.65852416,0.31089294,0.33041376,0.36479893,0.29300326,0.19069615,0.24261533,0.26038107,QbXyyq1333I
0.6350989,0.3093897,0.1979743,0.20446306,0.31388924,0.107672125,0.17838436,0.2132171,X3FWKW7u0so
0.5773134,0.00072019146,0.5421457,0.3763736,0.2281335,0.17489363,0.21041979,0.19213118,tZJBM0pNjCs
0.8422688,0.33081788,0.65063435,0.2094505,0.5689697,0.24350782,0.1754352,0.3735679,McdxwyqPJIE
0.3787743,0.2712817,0.71996593,0.6132931,0.26710057,0.56279397,0.33867413,0.5090797,L0Sos2qdMxc
0.6244294,0.03994159,0.2822453,0.2996152,0.30516604,0.20198992,0.27014822,0.22382165,ikhhimZ04hA
0.8008965,0.47246054,0.20020169,0.6730078,0.6172066,0.7643834,0.7893632,0.64577526,3-Lmq7uIQio
0.70887953,0.1580154,0.068548106,0.48056188,0.42398682,0.6909182,0.38599133,0.3086457,CWkzCGu6svY
0.30489346,0.16482529,0.07528248,0.25364426,0.11633242,0.13769838,0.17591155,0.13621546,-LQ1FnQLKm0
0.744392,0.0054838676,0.20086497,0.37788278,0.5344251,0.42789438,0.44551226,0.51906365,-SopevXjXB4
0.68109643,0.050585672,0.29387185,0.2273146,0.2971416,0.2403629,0.1891239,0.20474946,WwuRSS2whTg
0.6027105,0.45506534,0.6159972,0.6474126,0.29478213,0.2475659,0.53770036,0.3036738,IWaWdpfcUVY
0.6350989,0.03358948,0.42025954,0.21166472,0.29677042,0.13459523,0.2151323,0.24465773,4QeNZ3mPiIk
0.68359655,0.13790205,0.5680319,0.297363,0.35748935,0.23481412,0.2060405,0.21406618,ouI-AfpC-Cc
0.9045453,0.04268845,0.6301133,0.45734704,0.6578272,0.9825901,0.47551763,0.69300175,rwIypE-QWAk
0.57897955,1.9658842e-06,0.05139791,0.30116677,0.19437538,0.61559296,0.2577084,0.22388275,iMWS8IjKv5U
0.63683575,0.2712817,0.6277478,0.16418031,0.29969695,0.09878397,0.09472337,0.16275679,vfmnBw4biE4
0.116485246,0.00018980949,0.100729376,0.27217698,0.10668978,0.07659125,0.33057916,0.105096444,-ko4gddorGU
0.46505573,0.005935072,0.07966075,0.24503417,0.2575748,0.19826096,0.25895798,0.4158815,2t7U_CEoFrM
0.7925104,0.38874862,0.65054643,0.25581452,0.46015504,0.4158457,0.31002003,0.36013666,tkzRY5MHELw
0.85424644,0.34388447,0.46741572,0.20592186,0.6903345,0.19073349,0.38813052,0.6925187,W8ylWWS_HfM
0.69033915,0.012911384,0.38200942,0.4903239,0.42493087,0.38177028,0.38971943,0.31458047,36_JAesvfy0
0.23412868,0.09763293,0.5563033,0.3534272,0.08774886,0.32759124,0.3201358,0.07821389,1nxuFqAr0Fw
0.7361146,0.28996843,0.524381,0.67075795,0.5111523,0.32069135,0.84939706,0.49603218,ABfpSU2DJig
0.17894419,0.16758743,0.51318574,0.23210259,0.07048704,0.055583518,0.17326923,0.061848912,HwVyozpWWAU
0.6350989,0.17759849,0.36900002,0.37282774,0.22600327,0.48782495,0.36361846,0.3020909,r09nsMypTmE
0.62383896,0.39157572,0.032429844,0.32537544,0.361374,0.53787833,0.36643007,0.3416968,Gn58_hA1yPk
0.4548219,0.29070088,0.63022494,0.25873354,0.24893212,0.123013645,0.2781325,0.20182823,gSNqEkK4W90
0.5890761,0.25676212,0.80792975,0.21555136,0.31675208,0.11473079,0.25858945,0.24708974,cK9I9YXFpP0
0.7285996,0.43791756,0.5683999,0.27559388,0.3127512,0.307786,0.29727963,0.28508124,FN9SOnx49pI
0.47919682,0.21715863,0.6772714,0.5926041,0.21141382,0.15861489,0.3450131,0.17683247,SPKtjF_KZ7s
0.6824344,0.19535941,0.5063075,0.28064007,0.46728727,0.14630346,0.3125561,0.3143875,6pDHXNinnMo
0.057407483,0.0056227,0.32937795,0.2708387,0.018570168,0.095955506,0.24014316,0.036628217,4VGsm8l5_y0
0.60669416,0.0068027726,0.6422709,0.4386575,0.47887874,0.33995968,0.37143168,0.3469541,UcztAjqcwfo
0.2855246,0.15276173,0.38687465,0.17918979,0.11706939,0.04097771,0.15435101,0.08812762,QDja3ItQutQ
0.6769484,0.2297899,0.63447106,0.33342922,0.30065727,0.65412563,0.23758267,0.20204426,7PvNQozdUcA
0.44100615,0.025005542,0.13174294,0.28911242,0.13596044,0.25761646,0.21094483,0.11208782,ClEPXF0xIDU
0.7417503,0.31661135,0.28890768,0.35356265,0.33909488,0.31241822,0.26805127,0.2411806,8Jvmru8T3k4
0.8008965,0.2712817,0.04569914,0.35366574,0.4357857,0.37992695,0.34950784,0.316154,PZ8J-QGu-3M
0.39387685,0.00023970228,0.42387095,0.25422734,0.16284968,0.07204703,0.19093756,0.14986695,U2fLa6liOGw
0.26995972,0.014993866,0.5173557,0.25280166,0.08762556,0.19157259,0.14708407,0.07019682,7ZakYMilh5k
0.48369014,0.13745339,0.09506714,0.37318447,0.21603048,0.13994262,0.24931325,0.14868751,tJ9Hs9UYc8A
0.74601877,0.42465788,0.44439864,0.40316933,0.41682225,0.2453699,0.2685736,0.21457636,stuHG98BL-Y
0.40769026,2.9149316e-05,0.44805232,0.20279948,0.17871833,0.06043417,0.15870841,0.1643859,yYU7yfO6iAU
0.3484942,0.011870144,0.032464854,0.45324087,0.15938486,0.6050253,0.46293265,0.17872833,ea-JlwjPcfo
0.7703496,0.7007861,0.8111549,0.3561006,0.56391144,0.5178801,0.37423286,0.41927758,mSbK5yFOr6k
0.58523935,0.2995453,0.18694451,0.6759032,0.33616382,0.28641844,0.57021785,0.3789486,kLnGH0g6gdU
0.7813649,0.42631236,0.44452488,0.40716028,0.48330304,0.82345974,0.3686412,0.49675703,C2ME-GfRN-E
0.8008965,0.50272423,0.6636707,0.36305013,0.63644224,0.28772008,0.4908011,0.51416105,3BOb079BwYI
0.6409446,0.46457416,0.43927687,0.4464564,0.29979134,0.3571015,0.2873777,0.29123035,pTkmsAJvJwQ
0.42537704,0.18154536,0.557125,0.22908989,0.18495369,0.08431991,0.29855508,0.2363629,69kvqq8DKfE
0.47933745,0.17518331,0.25014928,0.18536443,0.23017102,0.08797185,0.21750672,0.26161647,5l-sCTpfh6Q
0.6309033,0.36439645,0.624143,0.23710622,0.40424657,0.23529084,0.3513683,0.32212356,840oej-7KmU
0.39956394,0.14597784,0.18664567,0.33548966,0.19305703,0.06251385,0.15849592,0.089043684,gfjsjmMx6Bo
0.22009686,0.04783881,0.44947195,0.4172163,0.15612023,0.27022368,0.2003968,0.14176032,9Dj6Sl3wNtk
0.6340494,0.46457416,0.60737234,0.50389785,0.44033903,0.32915834,0.8452775,0.526327,cxPAiALPYa8
0.22908542,0.0018829103,0.36992174,0.27541444,0.104762286,0.088482834,0.2091126,0.13106368,INH7EK_PuYo
0.7350413,0.26589394,0.4298393,0.3024564,0.35888907,0.39874366,0.20906235,0.20433049,y6Y-xtRPAKQ
0.42898032,0.0001561861,0.2907617,0.2030231,0.14578193,0.055094864,0.13242695,0.13303511,vdmeGeJND8U
0.168863,0.42234805,0.60015804,0.5055995,0.15640694,0.5798483,0.2844863,0.15705936,vAbOb18eI6s
0.17265287,0.31671798,0.22685628,0.2929461,0.12536211,0.036451824,0.38967285,0.12498962,9SZzNUI2gZ8
0.8422688,0.34388447,0.6844826,0.42634186,0.68785954,0.43106377,0.49422386,0.52654785,4BHHVuHotSo
0.7671173,0.29756662,0.72644943,0.35382056,0.42533636,0.64497447,0.3635524,0.33362064,VghPPUKuFd4
0.84529126,0.57027644,0.465131,0.33140224,0.845315,0.26384977,0.282187,0.56459457,16YgiJFeTLs
0.6939219,0.5024423,0.6837311,0.3452422,0.37347323,0.3091616,0.35009652,0.3586991,hFvT-7in9uo
0.91797614,0.5535644,0.5680319,0.38354382,0.704223,0.6241969,0.3413582,0.5090327,BAvFAm1eJEQ
0.58523935,0.0100653265,0.62394565,0.27159917,0.27273017,0.12287619,0.18517996,0.15368345,wobSirLZZqc
0.2597523,0.00015727073,0.31360728,0.19594306,0.10717997,0.036571365,0.12533237,0.084018044,V01PnoDd0OQ
0.14577009,0.22598907,0.14037424,0.33142725,0.054634567,0.09883178,0.20475261,0.04953074,_1YqbpOvKlQ
0.42495933,0.1510105,0.6296886,0.26158667,0.21673013,0.13982812,0.29311347,0.18422747,KKgsZemFznw
0.17562132,6.345061e-05,0.19206387,0.36998636,0.09129156,0.09799118,0.31020585,0.068707146,aiAxhllbxkM
0.30933404,0.033246122,0.44468582,0.4375208,0.07852244,0.27133182,0.23011391,0.09472085,JBrMw1IlVSM
0.3562373,0.1943727,0.1921945,0.38649285,0.22304055,0.08983938,0.5293722,0.2269749,A5ZJq0OtKpc
0.34433421,2.1963671e-05,0.44103557,0.22825491,0.1432699,0.06831149,0.17162798,0.13471648,Tf_1oTbnwLE
0.8008965,0.48794,0.08591881,0.6074369,0.6356477,0.3782759,0.5670483,0.50904155,5yo8Zc0yeyk
0.7813726,0.2590451,0.30707315,0.23976965,0.50686896,0.26380482,0.2934999,0.38768402,U2eBWsqTFfc
0.72413635,0.13386416,0.28107908,0.30677813,0.29210174,0.32887635,0.15264301,0.20333487,w89etN8QqNQ
0.42968953,0.0066639404,0.4425722,0.34392303,0.16490333,0.12934102,0.19775505,0.13088477,Kqp-2bsQViY
0.43009886,0.0004685583,0.48696375,0.30700475,0.19914486,0.097247906,0.18141407,0.10981739,0ybjijNw188
0.16515239,0.21980777,0.73039657,0.29696488,0.08827305,0.0382453,0.20745713,0.050462995,I8BRdwgPChQ
0.880148,0.057331093,0.79159874,0.38229698,0.660731,0.46835282,0.37127444,0.42533097,tYK8ADEyvlc
0.08273386,0.005587992,0.38647136,0.21234356,0.03315168,0.017526489,0.20428665,0.044164922,pvsks-DFjj8
0.15317993,0.030842619,0.45638475,0.5569601,0.22020072,0.37363452,0.35991606,0.3106398,1GDA4bix_zA
0.24536209,0.0012147808,0.27677003,0.3347396,0.14468324,0.04996588,0.19474441,0.08348304,igB9uQQqT5Q
0.58523935,0.34466723,0.62896967,0.2368306,0.29170865,0.1558829,0.2072395,0.2243945,tJ_bD6N1zNw
0.20173168,0.3609816,0.4719269,0.44408438,0.28034142,0.36225405,0.4322515,0.37038824,uDhtYqnoft4
0.8008965,0.43791756,0.36493865,0.66851145,0.48634458,0.2792682,0.36444762,0.3362309,nmshlrdSsUA
0.5733567,0.10828095,0.3210537,0.45555884,0.16272126,0.4114844,0.35084417,0.21858513,YpsOq2nCmjs
0.07531268,0.3955794,0.46576115,0.53872395,0.05878171,0.04232747,0.51258326,0.08232527,qZ6E0wToPg8
0.6871059,0.49688783,0.61149216,0.33437547,0.4253052,0.56687856,0.35372904,0.30715472,95mEUoWuSgM
0.8466863,0.5049312,0.81308293,0.365425,0.71600467,0.31904626,0.5207057,0.521573,kCMpAZNfeKA
0.082679465,0.00048591231,0.33114958,0.15745471,0.042755347,0.01438727,0.12800895,0.041327965,bs64TZri7JY
0.07704476,0.22422299,0.64013016,0.23667324,0.058836337,0.027277749,0.21062082,0.03658408,M58PqUjezdM
0.8057866,0.56268007,0.8147743,0.3421212,0.6558119,0.22056465,0.35314444,0.5060611,pqIVvljtFDU
0.13129324,3.6877274e-05,0.4488808,0.27314395,0.09333446,0.035398554,0.2825382,0.11209439,EVzP1IEHKhY
0.6890907,0.38261065,0.2657523,0.21114163,0.30635044,0.11318183,0.16623636,0.15376268,K3eWYEaOqDk
0.13924275,0.0052409116,0.18063305,0.31927106,0.09705153,0.14880541,0.36536637,0.07661464,9o2d_PJFGIA
0.6892054,0.355017,0.6322424,0.21282265,0.4296339,0.10277187,0.20393911,0.22083132,VmYw_0dESKg
0.7445041,0.1250247,0.3725998,0.35170138,0.29697266,0.70279324,0.29744044,0.28891277,rk1SbQcqlWo
0.77021444,0.31650472,0.2053904,0.5054072,0.44637215,0.25642714,0.34734726,0.3109875,2wNGmorvv-o
0.40714175,1.6947276e-06,0.019301195,0.2992175,0.1667292,0.528637,0.32352647,0.16089794,2LBZGU0U2ck
0.26108575,0.08330294,0.13655746,0.41820046,0.1077042,0.2958451,0.37900135,0.11946271,Mxx3C043fsQ
0.7163078,0.42631236,0.18743496,0.4233071,0.4430176,0.39962298,0.45038933,0.4031954,IArB2nu0YYI
0.26434663,0.10699297,0.30882838,0.21336266,0.13689548,0.10898138,0.27237952,0.14436632,mklucG5fHMs
0.92215836,0.42750368,0.7850303,0.3424377,0.80613285,0.26879278,0.6512901,0.81017166,ZJxHOtdJVgk
0.8008965,0.355017,0.46971992,0.23218533,0.6098751,0.15580502,0.40194455,0.5231759,ZR5rRJmcMYQ
0.8632592,0.2712817,0.33952707,0.30906358,0.5611025,0.42016372,0.33539334,0.36937952,vf0OHUj8vy8
0.83764225,0.39230084,0.7079002,0.34306005,0.70199466,0.21638496,0.39307344,0.37126294,kAQR-cyyPNc
0.5878395,0.355017,0.39678374,0.39308017,0.18319423,0.6140331,0.20135222,0.17339863,PFHsXH6mTLs
0.40186277,6.236598e-06,0.074677005,0.27434278,0.15805341,0.25934437,0.2617461,0.141064,fbVNOaYP6Yc
0.88619554,0.41523102,0.6326928,0.38552627,0.7682117,0.29287848,0.6327476,0.7645651,cCzO1G34Zbo
0.74494934,0.27194336,0.5680319,0.28990185,0.47858095,0.16364297,0.3300371,0.35823363,gJ_3oKsRKFU
0.56684875,0.02124131,0.2840803,0.3065886,0.26177043,0.10148904,0.26359558,0.22113271,WnglgfaetRI
0.39862007,0.043718524,0.5680319,0.24906091,0.23886354,0.07254714,0.15937944,0.104692504,ps2n_HIkQ14
0.62962866,0.26132804,0.40446764,0.16025095,0.25696725,0.27697536,0.16188656,0.17282352,gNo3VwWzkG4
0.8588036,0.23803931,0.664874,0.3612673,0.64758056,0.33510426,0.42250177,0.47901815,PYF00xTGS7o
0.39568686,0.25447917,0.13591343,0.3085928,0.15870135,0.40728343,0.29899207,0.16149902,HLXzPDO-tOY
0.5018255,0.00016811698,0.33554283,0.24700223,0.23680931,0.08544753,0.29241917,0.24381854,NRrEQKSmr5M
0.69602716,4.2300402e-05,0.2664277,0.40979576,0.4498507,0.40021786,0.49630493,0.50899863,OvHNoEQ_8RA
0.53891176,0.017770508,0.27197078,0.3173185,0.2759146,0.09209711,0.26861936,0.21424402,GJSCQG5waUk
0.3437948,0.0038352364,0.27644542,0.21004817,0.15165403,0.048021644,0.17792514,0.10907724,353dwb5uJhY
0.77972925,0.11085691,0.023806123,0.3799941,0.4890139,0.52118546,0.2567892,0.25900915,ayu5ec9Q-_A
0.19754328,0.013883209,0.43780988,0.39165482,0.1290282,0.26911655,0.41715953,0.09324711,YIFdWhRwfFg
0.053805746,0.0038352364,0.007291295,0.36546624,0.028619634,0.14195769,0.23188122,0.041917544,NjNwX5KQBIU
0.2768817,2.7793534e-05,0.2971694,0.35227877,0.1662371,0.34154359,0.39827466,0.16215271,aqCWI8pOBYA
0.8021817,0.46292964,0.2697592,0.530575,0.6455403,0.3158704,0.47412664,0.42494416,6eihPgnKYBs
0.59105796,0.35010305,0.58181626,0.3594275,0.27407774,0.188526,0.22036499,0.22696103,MVRbbaYsZUo
0.45235518,0.001483768,0.32558486,0.33907288,0.23498248,0.12848279,0.3041104,0.22563407,zIUzSvpkS-c
0.8422688,0.42631236,0.8150699,0.3161294,0.60617346,0.826168,0.5177095,0.52828574,AzNAXaPhhyg
0.6832904,0.15276173,0.09890896,0.40059224,0.26126525,0.6804272,0.26534945,0.21954706,wjgihGF454o
0.03211,0.1710401,0.12833571,0.3337053,0.015036586,0.039307646,0.19183819,0.015957834,by8AwGIoUyY
0.40472707,0.19141254,0.5745994,0.176573,0.15842092,0.06034195,0.13947245,0.10634876,waQiu8v_96g
0.4265615,0.24242763,0.6646204,0.67090327,0.2713135,0.08877477,0.92006356,0.4110319,Jo9iEgpu3xY
0.04415142,0.09924392,0.5680319,0.16119055,0.024579441,0.015161205,0.10411897,0.016581735,3GCRXnmvFs8
0.2648282,0.00024946392,0.25561386,0.23373969,0.086750925,0.06829769,0.16290277,0.05249226,Ckc2ScfkkWI
0.25698727,0.5026305,0.0006172968,0.38973027,0.33956498,0.33463168,0.29792845,0.3149795,YP5I1tteD7s
0.5405902,0.27194336,0.34819314,0.33166528,0.2137536,0.13295189,0.19551478,0.15015234,oFlGmC5lj5o
0.6939099,0.20376207,0.30005273,0.35160953,0.6278503,0.6006867,0.2280318,0.6523829,I7hbuE_6GGY
0.18887915,0.5933793,0.41740417,0.568935,0.32284516,0.44541118,0.27717844,0.19549544,14lPErsN49M
0.602546,0.33341047,0.17533492,0.53331333,0.34604672,0.25586462,0.4694847,0.3070384,iH7gLsf2cOU
0.90456927,0.0001561861,0.5515832,0.37338978,0.71058595,0.26672363,0.3904658,0.3791704,k5KcLKFXZXo
0.5741713,0.39010584,0.18302222,0.6006245,0.24052063,0.34791175,0.48522344,0.22170953,uPAPGqb_-f8
0.1555489,0.1689685,0.43536058,0.21187036,0.100013025,0.04072085,0.19565012,0.083306365,sZSiwXdAxRY
0.68217665,0.22990796,0.29444474,0.3572268,0.27904436,0.28280762,0.33481136,0.25589997,cEwUZwnm4xM
0.8422688,0.45811868,0.6012754,0.5568745,0.5655992,0.82345974,0.495887,0.43788847,D7NhK_pLBFc
0.6620044,0.31629145,0.06479217,0.288771,0.34486207,0.17690799,0.30603105,0.26334557,quKJ6aROClo
0.4856454,0.15743166,0.71187097,0.33473414,0.237983,0.16397773,0.2772208,0.21086438,wxDaiyREBPw
0.9046774,0.45120096,0.6450649,0.37208813,0.7954214,0.33208677,0.64239585,0.783563,sCuKUfCcGsI
0.24712023,0.36325815,0.7083754,0.40459222,0.199803,0.30798542,0.1717692,0.2646634,t_Q1SGw3iv0
0.14795919,0.37360558,0.0043114256,0.6806584,0.1627025,0.2739941,0.493835,0.21988419,XlXyMZZtap8
0.53096193,0.0039740684,0.27473882,0.2975882,0.26945296,0.13990435,0.23107779,0.17926453,1bV8AaeYKjQ
0.26262325,0.4396069,0.3595451,0.5950021,0.23715106,0.57896143,0.20303589,0.19073357,IuYFOwA3o3U
0.19566521,0.43791756,0.47863823,0.38391984,0.30029014,0.5797351,0.17079131,0.2210136,5JB6qiJ5n5w
0.0725706,0.032902762,0.23897627,0.5004441,0.04308677,0.11109062,0.48588887,0.046695285,eDdLnH9dLdI
0.9082172,0.5851118,0.6104717,0.21008945,0.7925233,0.4766974,0.25528222,0.636589,Bx9eHXHWj0Y
0.009494448,0.39010584,0.58188343,0.40321735,0.013960422,0.054368105,0.42275903,0.009252212,haCWyqecrVI
0.59509397,0.062125895,0.14793015,0.260061,0.19711363,0.25281534,0.15109845,0.11826258,s5j6vBV_qmw
0.37866703,0.0003036952,0.44947195,0.2612525,0.23061629,0.04390798,0.37911448,0.23225038,jfvpmffJYlU
0.40759778,0.34388447,0.5680319,0.17146035,0.29037362,0.043394018,0.20509355,0.16193676,aEpBu1HYSVw
0.014990631,0.014577369,0.11721278,0.2149812,0.023484569,0.027408237,0.032212272,0.031131132,iU4uD9qXcUs
0.69019717,0.31682462,0.7279288,0.28240782,0.45085213,0.17721817,0.3039798,0.3074246,h0pmIImrn60
0.45089647,0.4396069,0.62988025,0.43806583,0.4650487,0.11772875,0.61667204,0.3089984,ORnhP26vhRA
0.49273518,0.6430099,0.8602323,0.36177477,0.30113208,0.082150295,0.3387841,0.20029294,BNsPyIk0FmY
0.28376877,0.630413,0.43724707,0.4706231,0.1946729,0.27220666,0.62808686,0.19700082,c4k0w3KpnZg
0.62394863,0.2145095,0.56758696,0.27501994,0.24960366,0.13205595,0.17704937,0.16875936,LJPKM9BMwhk
0.58523935,0.40946755,0.5918681,0.3357442,0.23071772,0.2469984,0.23939338,0.21626605,9-sDowg7BTA
0.8445791,0.16758743,0.3564301,0.32510808,0.68785954,0.2879453,0.4179077,0.52612334,reM5XvqU_XY
0.16743977,0.00013991671,0.4597728,0.20856342,0.061152816,0.027814861,0.1274203,0.05532402,oSc2taA7SwQ
0.25588,0.001501122,0.6296089,0.44125453,0.15322185,0.2696259,0.25698373,0.15147325,m6h4dmdaSjo
0.4365409,0.00056400534,0.5525402,0.2132723,0.1813447,0.076656625,0.15568401,0.15097049,aYbDK4mLnEQ
0.38295653,0.5958905,0.44085902,0.4173654,0.62491816,0.34356484,0.25369307,0.43213814,oJS1GnJop8k
0.7991447,0.49688783,0.63072383,0.34222952,0.56988764,0.13777523,0.5239101,0.500281,1uyzTMJ6Fyc
0.8358907,0.61826205,0.7332133,0.40244284,0.660731,0.5642167,0.50284475,0.65444535,3lXkxt1QOCE
0.49065134,0.13206954,0.108860575,0.55955815,0.20700847,0.44243628,0.35669038,0.23123845,xLoeP4bnGL8
0.58523935,0.2712817,0.5680319,0.33250102,0.21615602,0.20798403,0.1924404,0.18975228,xOFuiQiWGLM
0.5342458,0.28996843,0.6038017,0.39888465,0.2339407,0.16297524,0.32609951,0.15704396,B6gPIjeehXA
0.7321486,0.5958905,0.62964416,0.7210536,0.4502275,0.5970644,0.5689466,0.43641403,304imjmzidM
0.0034817467,0.00019523263,0.026902543,0.241639,0.002041816,0.02731982,0.14152521,0.0030030415,6yyZh9T7lbI
0.29143438,0.15159425,0.62793756,0.28351846,0.21708019,0.04177396,0.43194717,0.30349377,OXio40pl3FI
0.6877036,0.5026305,0.7093281,0.60740924,0.5702817,0.6989142,0.88492954,0.62019974,ZsulYAC2yeU
0.15269871,0.0038178824,0.17994559,0.25750557,0.0896481,0.037316665,0.20445997,0.038726572,Kbi8OKr10ko
0.6484795,0.0012321348,0.06144049,0.38445002,0.35342512,0.30824894,0.3207966,0.27730936,j94XxUhDdr4
0.4220092,0.4827802,0.64905965,0.28982443,0.23002958,0.14752476,0.33407474,0.24460913,lbHweiOX9Yk
0.3532453,0.005830948,0.27956873,0.27377456,0.12650134,0.05606675,0.15879482,0.12072696,eCihytWTcSM
0.6350989,0.35870504,0.61936027,0.26519108,0.4483142,0.1594429,0.39578128,0.42787233,1gjyiTWt2Ss
0.50068146,0.0003492495,0.33939016,0.27712482,0.22069116,0.35231236,0.31441146,0.2308401,JzFDYJMtBZM
0.4158982,0.36211988,0.3876222,0.2915438,0.19707967,0.14897442,0.24895643,0.1394607,I3TbyQWi60k
0.7190951,0.45506534,0.46975362,0.41375574,0.5635424,0.18228845,0.50029564,0.49827114,RJphRHkQ5R8
0.007452832,1.1795304e-05,0.3975157,0.20540063,0.008203282,0.005092648,0.13777855,0.00551801,_dCcGuRi7M0
0.3642284,0.012564304,0.41397405,0.41933063,0.12523799,0.10694921,0.1851421,0.08310996,n0Ccw2K06o8
0.8632592,0.45964533,0.63811755,0.28618234,0.7659701,0.23828377,0.29069865,0.5610149,uBSqiTLldXY
0.6661042,0.2297899,0.46519637,0.19726892,0.28039923,0.17495167,0.18300596,0.23570447,hh-Z5e2lsP0
0.74439156,0.38953075,0.44817075,0.5301971,0.4508973,0.17809972,0.5092015,0.42167285,U7eNj8A4lIQ
0.00072745065,0.00298489,0.44108653,0.17649041,0.00077678985,0.0009421919,0.04934639,0.00032002444,MdaQm08OZNs
0.69732004,0.31639808,0.31727806,0.41871315,0.33930928,0.36280438,0.32764843,0.24764921,XmiPkRI1j8M
0.29724348,0.00021258664,0.13502344,0.3101479,0.11555531,0.33301303,0.27761248,0.13094682,0rBrKlQNHes
0.7435455,0.59863794,0.27844054,0.3137451,0.39781973,0.2445365,0.29805616,0.27568802,Fy0_qCYwWXE
0.68382615,0.09709594,0.41446963,0.21075933,0.32134214,0.13650993,0.15869382,0.25918657,IXuKNdA385s
0.8930404,0.39230084,0.18674976,0.6932483,0.734651,0.8073549,0.8777541,0.69309914,KGxvsMMiFEk
0.45319906,0.32044756,0.43761042,0.46836308,0.18216799,0.12424399,0.3242461,0.12030107,9UjLWB9Rw-o
0.8422688,0.650189,0.0069628907,0.3606074,0.6453084,0.24986643,0.40165672,0.4380079,R_dw594Qep0
0.65213054,0.2965773,0.4764158,0.30730313,0.23699765,0.2460716,0.16377676,0.15927069,Z0y-FOHO2_8
0.39937493,0.009857078,0.4769041,0.2593617,0.2249086,0.04932574,0.36748374,0.18887947,ailnwURxJ7A
0.6930067,0.355017,0.5680319,0.2944945,0.41403952,0.1389473,0.2688126,0.3095841,-78Pl_gaXIc
0.39201885,0.44129625,0.31661078,0.41383654,0.6008772,0.78468007,0.11196597,0.3121693,lIWLPKwxvcs
0.15566309,0.36667302,0.5629547,0.53485066,0.16902557,0.38230738,0.16622014,0.154706,lP2T5zuqzg8
0.7190954,0.4827802,0.4697537,0.4137559,0.5635425,0.18228845,0.50029576,0.49827117,ZzmB3wl2Rz0
0.5967553,0.0014403829,0.13046318,0.34549192,0.21632013,0.60481554,0.31350067,0.22727205,cRCPnrorpyQ
0.44277558,0.3955794,2.4661678e-05,0.29036126,0.3618251,0.36156255,0.14014903,0.43495926,4XSkVe_TTYY
0.8422688,0.52368855,0.7279288,0.23501474,0.6793142,0.5324685,0.31470522,0.47289088,tQlAhwwuG0E
0.5710906,0.007496933,0.12730208,0.33408278,0.20231593,0.52095175,0.29220167,0.23119386,wyNqlJOCHwg
0.51426566,0.21362646,0.7079002,0.19394127,0.24244559,0.101320334,0.18784037,0.17936692,0HANMkIOcL8
0.6022522,0.09333697,0.565047,0.38808203,0.30559596,0.1483914,0.2616158,0.24546151,Gk-U4meRCyA
0.14735453,0.0048244153,0.27140102,0.48309726,0.1280242,0.09016557,0.48689225,0.16226603,JQ1R6V0rM5Q
0.59261876,0.2712817,0.36225164,0.22578532,0.28604457,0.108228505,0.21701592,0.22742814,Y8O0ZUp_8IU
0.77742976,0.19042583,0.43867275,0.37223408,0.68785954,0.14133202,0.2924694,0.3122395,RcO78GlsJZs
0.013497315,0.0001350359,0.56411606,0.18377522,0.0102980705,0.005154518,0.10853586,0.0064588375,WO1ey_5FeP0
0.6831425,0.32563272,0.28255507,0.29001036,0.4261391,0.3559381,0.27521104,0.25280482,wZtC6isH0Kk
0.5941425,0.17449278,0.27296662,0.5187588,0.20310155,0.40476316,0.526166,0.2387124,Rlk4xLbt3M4
0.76278645,0.39694545,0.45367616,0.26937404,0.35078418,0.30808488,0.18482774,0.21287522,7AS5RQx0CK0
0.6789991,0.10828095,0.35904893,0.21353914,0.4156753,0.28923005,0.40833527,0.50124246,FOQ9wAoWdnw
0.43385598,0.010967735,0.29698026,0.27758655,0.24175872,0.18754819,0.3801494,0.24288861,oz5M17AGRcM
0.85209227,0.73034537,0.6287542,0.4927905,0.6235881,0.46223396,0.48656702,0.42647377,lGduDUGIHgQ
0.78722024,0.4151741,0.5680319,0.27045596,0.4273935,0.29071495,0.35113418,0.31189963,SkBYXDKaWRc
