PERSPECTIVE_FLIRTATION,PERSPECTIVE_PROFANITY,PERSPECTIVE_THREAT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_INSULT,PERSPECTIVE_IDENTITY_ATTACK,video_id
0.33450735,0.04937223,0.13562955,0.08303366,0.029640866,0.29639304,0.05742029,0.04530371,KQfijsgcuA8
0.40773445,0.25355616,0.49736956,0.2348877,0.24242763,0.21264067,0.23261973,0.18047248,Q5l7ymvdKeU
0.22009794,0.065744065,0.20154992,0.06900582,0.030155903,0.19744335,0.050341576,0.075976394,m9X5H7dxbzw
0.33899763,0.15583137,0.518511,0.2251877,0.00025922555,0.0901827,0.09519669,0.31512254,SVb6_jCg_gM
0.47654855,0.082618535,0.20391452,0.12853518,0.0076010567,0.059903834,0.06374496,0.042338304,OJT5nxWN-N8
0.35149744,0.067920454,0.40752882,0.07340352,0.03444787,0.109344095,0.066626556,0.07599229,2uCRrEH9K4c
0.4762209,0.10556227,0.32535502,0.09549968,0.0005553284,0.15691657,0.074956335,0.041713808,i97P4-FOrKM
0.1884152,0.025757357,0.06564616,0.03446401,0.016590435,0.4244499,0.023115052,0.040779475,SweinN_CMSI
0.24440272,0.03257307,0.15187472,0.04952584,0.038911518,0.30322963,0.026355052,0.071531154,0C3CJ5VE3v8
0.45903423,0.15776488,0.48359275,0.23157221,0.11085691,0.080659084,0.12282901,0.3022681,4Ca9otA_8DA
0.40429866,0.17923857,0.41574806,0.102993265,0.16035037,0.08183782,0.19048913,0.45670173,XP23G5-HVkE
0.55161375,0.15833445,0.23940893,0.20511244,0.02262963,0.049747728,0.13882908,0.09347748,63VaJIXP874
0.34808192,0.10952983,0.32892254,0.14485645,0.032902762,0.27238756,0.08184534,0.11597841,BW66Mlp5cAA
0.206416,0.04297126,0.059455,0.039697144,0.0142302895,0.15902384,0.032788206,0.033266593,lCj8XIwU6QI
0.24971004,0.024931854,0.1013682,0.030249648,0.02262963,0.284726,0.036995884,0.03741204,PX0euqxEcnc
0.22300181,0.07353602,0.12828895,0.10884145,0.0186035,0.40274602,0.0361944,0.08118022,xueh3FK4LDw
0.5963782,0.17127201,0.18206559,0.20765612,0.007184561,0.1496392,0.10031411,0.07902668,vT9OQDVV-98
0.5358145,0.02702897,0.069478326,0.037879746,0.028439116,0.25851506,0.058659114,0.035670016,4VBWiMudQf0
0.35287982,0.12777501,0.48285973,0.099409826,0.031357653,0.18082014,0.12205394,0.23529866,l7hM4-XH6DE
0.30570993,0.077573486,0.11416752,0.083210155,0.0017787862,0.13106297,0.061033934,0.10776191,AdytT2MqJXw
0.30698618,0.04036948,0.23611522,0.09625706,0.027752401,0.20235915,0.019833399,0.022349553,DakRN0fCLOM
0.45919403,0.14516185,0.20025696,0.12012561,0.047495455,0.25311023,0.16066308,0.23695602,zswlP4d-aH0
0.38755652,0.018513741,0.23136425,0.044781636,0.111500904,0.37240136,0.035323117,0.08387062,ce3cuByF8g8
0.3428299,0.15067326,0.36686245,0.1891977,0.036851373,0.221251,0.16266645,0.34748545,TvvyTKzbGEM
0.19236995,0.046047278,0.07716342,0.05104223,0.011800728,0.28195974,0.037764255,0.10394716,nN79RifsSXw
0.28330576,0.0867218,0.3781732,0.090498045,0.017423427,0.1283936,0.05990469,0.17051113,w9Y3QS41Euk
0.51989025,0.16188525,0.36621827,0.18939452,0.13082063,0.029732034,0.09331165,0.13710098,2eknwRAXpu0
0.24392109,0.010504363,0.048760492,0.014975526,0.018187003,0.0036259503,0.007404457,0.009262684,Ct77QkhYC4M
0.27461255,0.026747774,0.08619922,0.049628854,0.009440582,0.2003674,0.025228454,0.027667653,hQ6_fMhahoA
0.43110135,0.06299759,0.10768578,0.07683251,0.015063282,0.1534425,0.042442754,0.03999641,EMiYqvGzvkI
0.26476616,0.13728033,0.3026022,0.08365902,0.0765103,0.23384394,0.12848215,0.20733878,EdVvjlMh4x0
0.46965978,0.14780283,0.47195736,0.09859307,0.22157386,0.16041592,0.2027978,0.16296008,UgHQMGxFdc0
0.35891935,0.06182729,0.3283328,0.080458865,0.003089014,0.045757685,0.050967712,0.05257549,6OEBt6tf_wk
0.7784964,0.09780084,0.463075,0.09954018,0.011106567,0.24710153,0.14554882,0.11780383,9PgAdoSuOfI
0.44062683,0.112684235,0.26909053,0.14688991,0.050585672,0.27936473,0.13007839,0.14559501,O9Vbn7bT4jI
0.33799306,0.07854035,0.26792488,0.16717604,0.065721996,0.1752688,0.031167537,0.05965623,B2zwe8a4arM
0.32932281,0.024349036,0.1398452,0.020818776,0.007739889,0.02607468,0.032986052,0.029325273,LjYi1bjpsp4
0.3647216,0.125976,0.30257934,0.15738739,0.14328592,0.3087579,0.079807416,0.16825658,CYrqw5RCWjk
0.3948834,0.15226378,0.5053727,0.07857787,0.03358948,0.117692314,0.18296704,0.3003196,YVcfI7GWruE
0.4100249,0.06271505,0.4194199,0.09157698,0.05133759,0.020959252,0.0455206,0.11498336,2s21syVhzP4
0.33707184,0.27139,0.18108383,0.26880485,0.27194336,0.18574764,0.2956991,0.22681297,3nMBNAlHQMo
0.5311451,0.111606985,0.3398341,0.123069905,0.018187003,0.12985523,0.11672844,0.2306641,KpS2o77WC9E
0.34496465,0.028239576,0.0652371,0.058225967,0.008954669,0.18944138,0.017804,0.017633544,AIc5K84BJLs
0.36403275,0.10625965,0.32407865,0.12270992,0.022213135,0.0035324616,0.0431052,0.11408367,t-rOHGfBQN0
0.5064938,0.11055828,0.32911935,0.10485344,0.011314815,0.16136007,0.1460679,0.11907135,sSg5VMwIDHY
0.3009359,0.012777243,0.051797416,0.014341091,0.13565879,0.19119845,0.02480257,0.015808469,bXbBS_5wvQQ
0.22697757,0.008108369,0.02046064,0.04085148,0.032731086,0.5680319,0.010315074,0.0061504776,oT6YmGoAn5c
0.31095353,0.041814372,0.07703514,0.08829216,0.006455692,0.1791777,0.026032666,0.033994287,Ncxo_TE8CRg
0.33577013,0.068434514,0.50078386,0.08577631,0.0027766419,0.07453884,0.034543663,0.11712608,ryPBLk90xEQ
0.38773882,0.117306605,0.45921248,0.100877784,0.27856,0.27694908,0.064805195,0.22958727,E_b8MMeqZrM
0.25323296,0.0582039,0.33568773,0.046204872,0.0026725177,0.09622641,0.060316093,0.06722062,Vp_PN4aMMPM
0.32156515,0.08782025,0.15892573,0.07541848,0.09709594,0.16167931,0.1521041,0.103610136,hyp2TRYQxWY
0.31169268,0.024413025,0.06787486,0.03612237,0.01492445,0.12872852,0.02247136,0.019324275,W5es0UAv3Tw
0.30950826,0.0413351,0.18719305,0.045318495,0.03994159,0.051509075,0.029641937,0.10933823,IigTXqdaiB8
0.36321682,0.09454301,0.075039245,0.19926105,0.037881445,0.014812309,0.07394881,0.043539308,cOGJsGAEkJ8
0.33666497,0.101769105,0.1533374,0.1446992,0.20449556,0.25838724,0.06278524,0.06083782,r2IZD-38ULI
0.3066629,0.12322047,0.22236554,0.15770629,0.022213135,0.13693698,0.047819305,0.09018044,wSZTLW81-Xc
0.34463274,0.0955997,0.50834185,0.10787045,0.13565879,0.27248332,0.1205505,0.2195072,-kmY_iwdrKM
0.33300436,0.11443095,0.30060372,0.090911224,0.033932835,0.055593867,0.052924648,0.13998865,Gepp4Z5pv5o
0.29137284,0.025473116,0.0857855,0.02620142,0.023803791,0.123320594,0.029284324,0.035122328,031PWKpotAw
0.38880712,0.102352135,0.16596149,0.10273504,0.03461955,0.0021895566,0.09559124,0.10016506,qh1rYvVLZf4
0.38929567,0.2013009,0.14377193,0.29649472,0.17518331,0.27742994,0.30162877,0.316789,oPUMzw1Rhjw
0.4355856,0.12066368,0.27416337,0.15303466,0.058929358,0.24314837,0.19320217,0.29501468,kWFii7_vHDk
0.33758166,0.17006856,0.32908097,0.16688463,0.0023601456,0.025768306,0.09601726,0.09257008,TB5i8GcjKm8
0.28257954,0.02004104,0.13130218,0.021719858,0.0045120427,0.3388831,0.04134438,0.011999085,9SCu142yyBk
0.4633847,0.23560894,0.5687978,0.15364696,0.0729142,0.35452768,0.22916272,0.27492607,b41Wu4-whX8
0.38033196,0.03662184,0.042411547,0.10405742,0.031357653,0.15734696,0.022455294,0.008374121,hNngb_oTCLM
0.40551087,0.060680408,0.21586901,0.040948033,0.03358948,0.2686369,0.111093365,0.10674512,lObhiNlkNdg
0.36922264,0.025010338,0.077762626,0.03193795,0.01631277,0.17843364,0.045090538,0.038557887,9gU58Mr28mQ
0.28103492,0.06939161,0.13323079,0.060395792,0.008052262,0.18556778,0.05693676,0.062665164,Ms28lO0_dYE
0.40185153,0.13613273,0.5967848,0.14884202,0.0358213,0.12203123,0.14685582,0.22044489,80oyG1Vl1Vc
0.2163758,0.04053874,0.2272629,0.04912727,0.0022733754,0.3065959,0.017037189,0.030455016,kwxydEcDfuY
0.29920617,0.09783661,0.15521142,0.09789661,0.28517663,0.12873599,0.18997338,0.14698598,THHRmY7hdUQ
0.3308974,0.2487492,0.52116567,0.1590588,0.018325835,0.44047448,0.34422418,0.50255775,98d1J3Od-MU
0.46984434,0.08561336,0.23214884,0.07538117,0.080905534,0.08828734,0.12323001,0.14239009,lw3g17hIQdI
0.29657942,0.096643224,0.22156543,0.086275905,0.07970683,0.5046847,0.10006724,0.21693678,HoYXXga9L48
0.3508623,0.021894442,0.11095717,0.03226747,0.014577369,0.6038649,0.035887245,0.036475264,tOMd1gg4-ew
0.34103477,0.050798275,0.1654315,0.05809362,0.022351967,0.14235303,0.13566756,0.09371719,NA-5Xv9HBuQ
0.27374414,0.011131172,0.07073991,0.049986795,0.067320265,0.24673611,0.006905037,0.01355493,KxWR-8-4wDU
0.32999033,0.16752878,0.25838876,0.10333033,0.09655894,0.50148565,0.32377565,0.30764845,co2mjnn8UAs
0.43271497,0.10511365,0.41346535,0.14172061,0.0034360941,0.17947116,0.11209363,0.070570625,1501-MD82n0
0.26842454,0.04706057,0.19163059,0.05045449,0.011037151,0.105536565,0.061099086,0.06312198,F5Hip6Kd55U
0.5114009,0.12393249,0.43402505,0.16965911,0.032902762,0.016826099,0.11098769,0.10031791,20LYSvpz7GY
0.32526526,0.074382976,0.3377329,0.09629364,0.0019696802,0.13027626,0.03633008,0.04360853,CArfaGmYuGM
0.33341277,0.031131413,0.070553474,0.03915331,0.011175984,0.21264668,0.05356246,0.03673183,R31-u6kVbOw
0.3833156,0.16413677,0.17490144,0.16880125,0.008017553,0.16049658,0.14110579,0.17774318,P4muAq7J8K0
0.29349023,0.09024975,0.17014393,0.14023517,0.018464668,0.12707837,0.037330918,0.06427961,3LtFgVhXJcM
0.2934493,0.14822632,0.23186255,0.14440674,0.01631277,0.15543124,0.07072307,0.10626777,Jtk2QN2rMDk
0.3800444,0.08932334,0.3788201,0.12510875,0.0037658205,0.015399481,0.048370842,0.13102849,iXSxc6bnANk
0.3040253,0.01467728,0.040008713,0.029333672,0.007878721,0.1755982,0.008795088,0.010563338,8S59k00sh6c
0.25996473,0.0539259,0.15935887,0.037412245,0.018742332,0.28621465,0.059758473,0.06647204,wsuM1z0n4JA
0.50982356,0.18904647,0.31478056,0.18799366,0.055333257,0.01133367,0.11970423,0.09451307,UggADa3JdzE
0.44361818,0.31152996,0.4135685,0.20502603,0.019019997,0.07114244,0.1919761,0.20280062,9AGbBQGfQB4
0.35651064,0.02844116,0.066059045,0.054077145,0.0043211486,0.2636976,0.05406414,0.085297726,SrgH6NrmBHw
0.5869307,0.15164211,0.32736617,0.28499335,0.040971663,0.4427742,0.12762384,0.15211178,xgAUnKHYdcY
0.29533345,0.096190736,0.12104039,0.052781127,0.0753116,0.1779746,0.15072413,0.14059658,gfyogetKEp0
0.18066558,0.039792504,0.07522811,0.053458817,0.009648831,0.23973924,0.027485454,0.035008717,1LFEHUMbL_Q
0.36842972,0.3116878,0.46275792,0.23858628,0.09978092,0.030251503,0.23180607,0.39038342,I0cqc2KWhsQ
0.3837623,0.043914452,0.21963383,0.05284562,0.0008850546,0.04779986,0.026769176,0.042568475,aiYpDDHKy18
0.265554,0.038342264,0.05523997,0.037769575,0.03839648,0.37227297,0.058954634,0.1705636,uKC6a86M3ks
0.3508987,0.24126211,0.5501106,0.18198054,0.13296685,0.19430046,0.3134905,0.40649965,p25NbX4jGx0
0.3233564,0.08953351,0.17704073,0.1179812,0.011731312,0.07062059,0.038851324,0.06794944,dlg89GHwVyg
0.24804622,0.046316992,0.23782456,0.06920392,0.09279997,0.27690658,0.02641561,0.032444965,Ixf__izoI_4
0.38455975,0.39333808,0.40141526,0.22913298,0.008503466,0.20737024,0.46538088,0.5108304,X4LiRgTAH0w
0.60899645,0.106832534,0.2585081,0.13572091,0.032731086,0.098786324,0.12662748,0.12784317,LEaMbbOdg8E
0.32236397,0.0923017,0.20470613,0.08508732,0.012217224,0.2263535,0.043708492,0.08885656,eDzATxOGnPo
0.33805534,0.06275438,0.20393197,0.06149852,0.0358213,0.16672672,0.100833915,0.08373891,C0C6Sv3iyBk
0.35173813,0.043158863,0.36244622,0.046740465,0.0067680646,0.31503177,0.036319464,0.058600668,jnqC7GSyJFQ
0.34021005,0.056535438,0.4213618,0.058790743,0.0032972621,0.13300465,0.043789793,0.05701056,0Kb0r_Ft6to
0.5001122,0.16881685,0.33607706,0.16527441,0.040971663,0.0807923,0.096497044,0.17671244,zCyWSuaE-Q4
0.53356236,0.20483308,0.6324806,0.24968994,0.018464668,0.177996,0.25080773,0.39471376,_59tqVMgre0
0.40322703,0.17877354,0.28987944,0.16551058,0.015757442,0.1808901,0.11788993,0.15752271,DDJ11QNfTIw
0.42748132,0.13191853,0.44060352,0.15771428,0.007496933,0.04656102,0.09386624,0.18057579,z0sraw6iMIc
0.34380803,0.035319272,0.14068034,0.058966897,0.0082952175,0.048653886,0.022236262,0.04431112,n6_hEKDa4lw
0.5751741,0.16405863,0.6185305,0.14427353,0.010273575,0.014553331,0.17165832,0.3095137,V64mcMGKXX8
0.28753892,0.070479944,0.22926947,0.08338912,0.012703137,0.061758034,0.020149112,0.05074302,eqOkaFJp6fw
0.3078513,0.08585244,0.23402254,0.07175501,0.017631676,0.1853351,0.10013651,0.20143907,FWdmBgQwmMg
0.3757848,0.09147928,0.3146519,0.07722367,0.0136749605,0.12206139,0.08164099,0.22756791,sx7VajPOFWU
0.35749662,0.078615926,0.3032196,0.0657821,0.0019696802,0.13365985,0.06710172,0.05794816,1aKBQLWVRQw
0.26377162,0.0417994,0.09984733,0.08339639,0.013466713,0.08665808,0.026189717,0.03139626,3KZ1GcXOu7c
0.35133347,0.20344497,0.1571851,0.13306463,0.17957193,0.121535055,0.17590718,0.113006294,QsK5gJBsBgE
0.5804188,0.094230555,0.17332576,0.09537404,0.034791227,0.15554641,0.1251717,0.3007932,l-DgMYB6L0c
0.36602616,0.050800346,0.3791255,0.055222,0.00999591,0.2936762,0.03856646,0.05702446,ke_lArOAin8
0.21345209,0.032853406,0.18537883,0.025701689,0.009787662,0.06935667,0.034747113,0.11156838,SJS8KAu9Tzg
0.25514406,0.041728236,0.17971955,0.03610408,0.0019176182,0.24365014,0.035254125,0.032675214,Nx1x5mXYYy0
0.39147365,0.053008206,0.30179012,0.0790304,0.0014403829,0.11008972,0.047002938,0.081117585,96vpTJd0lQA
0.22979866,0.04287005,0.07230002,0.191719,0.00035358797,0.17786922,0.04163962,0.111733556,mHu5kZTlb-0
0.2390758,0.06258985,0.10514001,0.105237,0.006455692,0.20217673,0.03820631,0.04843268,pcL7qINAJ0s
0.469378,0.20510592,0.42819706,0.2845756,0.020269485,0.06510005,0.13444324,0.29468912,0GzIppFjcYY
0.53614604,0.16722372,0.45409608,0.37335443,0.0048591234,0.26599047,0.116853446,0.1278448,OnXwJ9i1g6c
0.50455,0.15958014,0.2623201,0.28509706,0.014577369,0.023978002,0.09087272,0.12646538,SvjPQk0iIng
0.20108603,0.029622257,0.11399809,0.03562823,0.0136749605,0.24225089,0.02506009,0.029147562,kWOxG9yt5fM
0.53144175,0.17581277,0.4966675,0.15331157,0.014091457,0.15360866,0.24298473,0.1351033,sATRHoX3sdQ
0.3836781,0.32577878,0.51501787,0.18741,0.13565879,0.23348957,0.5092938,0.31890702,T56NCIg1b5o
0.38288233,0.10652641,0.48802704,0.074582465,0.02054715,0.02862541,0.121669516,0.2619618,H7oKpWtBHUM
0.22754987,0.025444593,0.06728847,0.040699925,0.008503466,0.08629834,0.018854555,0.02287422,xuZg4NasCVw
0.42228845,0.038119037,0.2019926,0.068664774,0.014855034,0.3310354,0.030049771,0.07590093,Erg2nqznAMU
0.51757354,0.10915401,0.27246568,0.11061162,0.032731086,0.6422223,0.14230709,0.09468078,pMp1qq-dzME
0.20351805,0.039746594,0.05623144,0.06904574,0.007566349,0.17191249,0.018129958,0.022718402,gL5spmEM-HM
0.367333,0.11850808,0.7291962,0.09541354,0.015340946,0.4413728,0.09096191,0.18345836,5ofhatjEXSI
0.3622412,0.08045515,0.1446497,0.0638168,0.016173938,0.30273047,0.0936794,0.080626056,dcLhyoqQ7eA
0.3768774,0.06854214,0.23714069,0.07932008,0.027580723,0.0069788177,0.04450164,0.08825121,ANBCyyCpuqk
0.6594606,0.034106266,0.21528246,0.07681537,0.02929751,0.25573716,0.030225506,0.06750318,p7SylvCMKCE
0.2629068,0.037960008,0.13323319,0.051181756,0.043375164,0.34331572,0.028284347,0.038941972,vk5GmYXEiFQ
0.396306,0.75400513,0.48684114,0.62779033,0.1884524,0.46279323,0.6607702,0.28928283,9BWC5nWAOkQ
0.72422475,0.5613398,0.2230232,0.3716232,0.10461388,0.30589136,0.21801308,0.1140577,9-v_n8QaB2s
0.40504754,0.29769954,0.49690443,0.29001325,0.053335425,0.0705187,0.24934904,0.24351054,Gjyke3VAafU
0.3959798,0.15400347,0.2366585,0.115390494,0.124380715,0.1872626,0.32873264,0.24475983,WpTqmMz7RM4
0.3697747,0.026246382,0.10319532,0.0412003,0.094410956,0.28435463,0.0731999,0.05722212,8dXTS_-CR_Y
0.35895094,0.046798684,0.07729229,0.09585273,0.049898956,0.058073767,0.030702835,0.042311143,S7FPW_Fyzc4
0.438178,0.20126581,0.56144655,0.21208017,0.005587992,0.01600768,0.15426955,0.25408986,r-B8OLv2v98
0.4952346,0.12876405,0.21580015,0.16839261,0.014438537,0.05191123,0.082100466,0.098030075,DUl5yCCgihU
0.28077546,0.12926836,0.2621913,0.098287426,0.015202113,0.045977604,0.06384499,0.12328359,rAtNs6m-Xsk
0.25288424,0.10598222,0.21567431,0.073567964,0.03616466,0.35944265,0.10986744,0.16474234,6wbEi4W74EE
0.41853967,0.290596,0.56460065,0.31337184,0.011523063,0.08221973,0.16543858,0.25461185,qhAVB1g7vxU
0.4850398,0.20389648,0.54930544,0.16628824,0.0019957114,0.009738982,0.14765283,0.11837433,NFx3c5_KVMA
0.35090482,0.06874445,0.33077413,0.054397248,0.010828903,0.27099252,0.08058483,0.1046657,WiYODpgYaP4
0.44591126,0.015102609,0.029369598,0.1204066,0.0014490599,0.36676976,0.019758496,0.01185032,UOKzdKrVBq0
0.20214927,0.07645098,0.251525,0.047681805,0.0006377599,0.31462744,0.062003523,0.06751882,ZRLApd58OfU
0.29427397,0.09997193,0.43159327,0.08397665,0.026894007,0.44162366,0.087291844,0.14514579,Ptc26qrtljA
0.3466632,0.04001111,0.27051914,0.034396984,0.015479778,0.21555229,0.030096224,0.07114708,2Bk8kXARJfM
0.38882387,0.29783782,0.82345974,0.16675292,0.14956708,0.26827154,0.39192152,0.5005332,OPBJul2VVnM
0.3316659,0.036517665,0.25677255,0.044458397,0.0036616963,0.004384907,0.022413092,0.02568228,vvMnIJFohcM
0.5028311,0.080854155,0.23397137,0.12035285,0.080905534,0.36761552,0.11934342,0.10793538,9UPgURkDoY4
0.5115699,0.05666957,0.3745742,0.09748343,0.02054715,0.09619513,0.05113814,0.0622193,ZEdSlte3EtM
0.46033666,0.102302395,0.2876395,0.13611583,0.0112454,0.06537138,0.1089986,0.11252715,jbhh41ud1vw
0.2784815,0.28905478,0.12922409,0.19871803,0.22981352,0.29226902,0.2668654,0.18872909,-jFB0r4bNYM
0.27584267,0.09514035,0.31636378,0.099099435,0.017354012,0.122671075,0.13906196,0.16483828,VEOCYs7ngh4
0.30092514,0.11160814,0.25980747,0.10310048,0.034962907,0.101223044,0.040783066,0.068848066,xbcgGuBarYQ
0.50054944,0.15581311,0.29277584,0.113662824,0.22069082,0.1930308,0.19281512,0.209432,Jw0BOSWc0ec
0.41058803,0.31457373,0.4102833,0.3364462,0.011453647,0.2720631,0.22688875,0.31452867,J2zTmVaxkwU
0.5031213,0.16596824,0.2885105,0.06776823,0.123736724,0.20801617,0.3502414,0.4041777,i4NPNscR4pA
0.33755857,0.046275426,0.23657788,0.11643737,0.020963646,0.33881542,0.026544407,0.059138026,igfKxSD4htI
0.40729472,0.04601987,0.10227362,0.068349384,0.06851897,0.21318552,0.08291503,0.074658506,6tMedfKFKFc
0.39831895,0.087436736,0.1561292,0.089977436,0.031185975,0.02105834,0.07165924,0.050724316,--FBji5NC-w
0.38718715,0.0611153,0.20645374,0.13890189,0.017701091,0.11971523,0.04558334,0.06445769,hgaSN6kYAa8
0.43626466,0.13441297,0.2468541,0.13974164,0.019714156,0.036624435,0.08239267,0.1091178,7wRrooZxMvs
0.42113453,0.15347067,0.3075291,0.1852935,0.033932835,0.11774793,0.10577661,0.12718324,yHKAjxO-uzQ
0.5137858,0.11169794,0.37356883,0.15772635,0.08290337,0.33531258,0.101775244,0.103250384,Tv4OHtvRI8A
0.41191873,0.13672191,0.17019655,0.19594595,0.08555053,0.29632822,0.09676331,0.107694395,dqU89SGfSPo
0.32789224,0.123424895,0.16763258,0.13919546,0.010620655,0.16189615,0.06509121,0.07072738,SczpaP-6vpM
0.34545442,0.07261951,0.124777846,0.069897115,0.004546751,0.30211848,0.1101078,0.07179401,D0xX5zuU7BQ
0.40075764,0.04499472,0.062088326,0.092851534,0.030155903,0.18437476,0.022700751,0.03932568,baVf047ZQqc
0.41061258,0.07816778,0.14302196,0.09287831,0.004373211,0.046269245,0.049811266,0.040051803,4Lal_g5Uhkg
0.24593991,0.06379524,0.12073011,0.06806917,0.00596978,0.18116713,0.0440668,0.05282448,9mQbVAU-Vq4
0.26802745,0.043987297,0.20641021,0.024684403,0.080905534,0.5803708,0.07267633,0.2128538,H2eVRf3FEnk
0.32850122,0.27875322,0.21863537,0.14681107,0.13610743,0.33537787,0.45396623,0.26926005,CRi77AJQ3Fw
0.27862594,0.05116061,0.27416196,0.14020705,0.008121678,0.024965648,0.014100187,0.034323305,Syz84cZkIBo
0.19059175,0.055405192,0.18087335,0.025043815,0.04680874,0.54096526,0.12176592,0.15167132,TdQNa1a1Pgc
0.36648557,0.17400503,0.3711835,0.29096562,0.0006247444,0.271061,0.2294929,0.577554,-6AMNzA93Xk
0.47633713,0.071382426,0.42935053,0.12914343,0.015479778,0.12066701,0.056921944,0.07647378,EzeTelb4G5c
0.28700092,0.042793926,0.23512784,0.04174956,0.0024642695,0.022278355,0.033870183,0.056862764,agRwuVaF1hU
0.38381597,0.15518112,0.19084401,0.1401187,0.08796701,0.4491054,0.20941536,0.12981972,1BPM31XEyTk
0.417693,0.24849798,0.5650384,0.2749034,0.0064904,0.1188095,0.17027229,0.17621598,OAIn2Mem_MM
0.6782037,0.17954978,0.4113799,0.39974406,0.015757442,0.113632336,0.09953479,0.105183996,5j0AESCpt_M
0.4172899,0.053795006,0.12300052,0.05963421,0.058929358,0.3104972,0.10783053,0.032241955,Q6UA7ub67q8
0.2991772,0.050686136,0.23683114,0.061744165,0.02517722,0.06757928,0.025665686,0.052888658,Fjfs-GBoUYI
0.31803015,0.040049933,0.15771627,0.06331451,0.001466414,0.0011419337,0.04253279,0.045988403,gOP_EWk2u8M
0.34550178,0.15678596,0.36294386,0.14417332,0.0471521,0.06471092,0.15133421,0.118506595,ZZzqBh9LOTs
0.4194338,0.876051,0.22859809,0.7893632,0.5535644,0.61108035,0.77121484,0.2148836,FuXEodbLAqs
0.19198419,0.034880634,0.08357169,0.05798179,0.14328592,0.27730972,0.035177883,0.051014498,wKPa3uVddbU
0.4642798,0.2194323,0.47498822,0.17106557,0.1550967,0.019785667,0.2961127,0.38221326,XTMpD_LTVS8
0.3161515,0.07308013,0.19064763,0.11214739,0.016521018,0.011445155,0.02883604,0.05989924,HcPyz67btzk
0.18514912,0.037706323,0.0833956,0.043954775,0.008468757,0.29987893,0.03139505,0.042539228,pcj2lQwH7N4
0.38769063,0.09785272,0.31659007,0.10063816,0.17242117,0.027053012,0.13316187,0.37219968,WyEGTdyJaz8
0.43548074,0.073630415,0.45334333,0.074087575,0.10956893,0.08668676,0.075755805,0.118497856,W9wueWfyB1w
0.40974203,0.07165495,0.47127917,0.046489604,0.013952625,0.39406228,0.12529664,0.11322183,UUQkHECKchc
0.35355812,0.02884549,0.2552474,0.03743648,0.0056921155,0.3322768,0.048258953,0.0301724,ZMead-o2_-s
0.3218619,0.05282713,0.31337222,0.06392844,0.1710401,0.1750883,0.039487533,0.08223473,LEJ39gnF9sc
0.25604558,0.024646206,0.10420409,0.0873055,0.13790205,0.2702293,0.02196632,0.029453723,D0MSdEP6o6M
0.48021248,0.091477804,0.11311513,0.09381755,0.00017028624,0.07542421,0.19563134,0.38327467,T8GHg9v5CeA
0.24332377,0.0150557645,0.053546324,0.021251565,0.019436494,0.16779168,0.021401737,0.035467282,wISKvm7DGcw
0.5058873,0.2381732,0.6846607,0.15940833,0.18055865,0.14205489,0.23344353,0.28951526,GiCnew08BXs
0.49764833,0.21753427,0.25414297,0.31507295,0.03444787,0.18311234,0.1908021,0.19332623,_t4C2dWBq98
0.5235918,0.24471278,0.5929853,0.19267029,0.00094579364,0.0054388843,0.21956575,0.31252426,2SMtcC0CpE0
0.4445675,0.16958828,0.3019518,0.22277883,0.09065199,0.031534713,0.121005274,0.16695407,u2FFQXYj31s
0.3643187,0.054031868,0.1700098,0.11129595,0.010828903,0.0772817,0.052358627,0.061209384,JRaVfhyFOB8
0.36870977,0.54809576,0.4065998,0.32094613,0.2712817,0.31423604,0.7731162,0.27771834,g2eftOXMfUA
0.4412877,0.13763875,0.25407478,0.23886397,0.004720291,0.19934742,0.09530298,0.097390175,ndHJn_kMJXE
0.29050213,0.03718853,0.16442057,0.028754743,0.0011627187,0.040052146,0.044393145,0.047574535,U11V86XFwlg
0.40941972,0.31434277,0.5128894,0.13696127,0.19535941,0.5811232,0.37224224,0.24962734,-znw0bFu_8s
0.39581364,0.025439851,0.04907972,0.129004,0.09494796,0.13959315,0.014970991,0.029787937,6v_8egNq9fA
0.31369635,0.095161945,0.49179107,0.07006727,0.06931809,0.28470594,0.1195619,0.13703363,0YqqmB-B1UE
0.39954022,0.82702446,0.2537929,0.778477,0.5535644,0.62904316,0.8057371,0.40837118,u8uW7Ak-520
0.23479193,0.0527807,0.10687598,0.051836282,0.00930175,0.16299257,0.061390117,0.06533789,VM4KHEDUeOM
0.23402198,0.18136807,0.35638976,0.13909219,0.017423427,0.19996792,0.14418116,0.11858319,UxRTJzS6Eos
0.28502914,0.033450384,0.42562833,0.02985409,0.124380715,0.5034133,0.04465481,0.03365758,e7riX2tkNks
0.24315849,0.08682411,0.124949835,0.039992187,0.05493369,0.22539315,0.18225178,0.060977798,FOGWgh3IEoM
0.45810375,0.22608675,0.576065,0.09566846,0.05493369,0.09165804,0.4787612,0.30750692,1-t_PSFyzXs
0.2542252,0.040560555,0.1224356,0.054619264,0.016382186,0.26246384,0.03649025,0.0319367,aXVjsF7EnYg
0.47147647,0.06501651,0.0915984,0.07083296,0.0005249588,0.12799448,0.12686095,0.29302934,zHXDoLyyzt8
0.30373535,0.054722983,0.12709689,0.07909449,0.004928539,0.17484406,0.033258975,0.05260886,pclBn0VpRp8
