PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_INSULT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_THREAT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_PROFANITY,video_id
0.045674633,0.08330294,0.042304352,0.029710686,0.15925862,0.18053469,0.29043725,0.03515635,uQKOBaiHTb0
0.064380415,0.023632111,0.045597773,0.05394441,0.11597646,0.07896532,0.16826029,0.048213605,gQqcm0-zYMc
0.11817414,0.19716066,0.021945281,0.06351198,0.23194067,0.19072673,0.26787737,0.0371624,7pRgUrFJCJk
0.060446404,0.08581903,0.016205996,0.035321943,0.20167884,0.08622096,0.22329068,0.029435718,xKcQ_T6uF9k
0.13776572,0.15568043,0.0729079,0.10575739,0.2669739,0.22396019,0.3510904,0.066436164,h7ktKqTWA5M
0.061999343,0.101391904,0.035991233,0.0873386,0.08318934,0.074806,0.16499794,0.07900239,tVZt7LkledY
0.29912555,0.59863794,0.11091879,0.1990386,0.7279288,0.16310926,0.24611008,0.18963632,qjBzjfDrDEE
0.02926833,0.0073233927,0.0478232,0.048078198,0.2632699,0.05880028,0.29549748,0.033803295,f1h_AX6l6v0
0.059783697,0.18549223,0.14620364,0.07058235,0.15677142,0.11719682,0.45443976,0.06103322,-by2jBsU5Lo
0.14393567,0.1464265,0.06859581,0.10009496,0.05178709,0.22453515,0.41231054,0.07607358,_bO325blECs
0.04855145,0.0045120427,0.05852132,0.038385928,0.027976034,0.3085161,0.29918978,0.06552228,DteuwYBm_uA
0.10600049,0.036508016,0.047093175,0.09926574,0.14763254,0.063520625,0.16901328,0.09175914,fpf68Um_b_w
0.22519508,0.28517663,0.35773733,0.31456262,0.43798772,0.26415765,0.48313496,0.42327258,aOO57hHrftI
0.089284174,0.006559816,0.11868188,0.11085529,0.09093344,0.14804897,0.41355625,0.088311605,25QlQVnL15M
0.08588384,0.09172598,0.06789106,0.04239267,0.053934854,0.13077217,0.33179343,0.052352995,_6fxz9uCHWE
0.123317435,0.062125895,0.093587115,0.09845162,0.086734176,0.27257085,0.3980988,0.08458296,obv9Tm-9fxI
0.018106617,0.02262963,0.032077335,0.016017836,0.15288565,0.11360566,0.18970078,0.0279796,aK5frEC7FKw
0.10818944,0.050242316,0.08328858,0.09432058,0.09768504,0.102114916,0.28801078,0.08595748,Yvk7bu65BQQ
0.15213344,0.22982925,0.21697137,0.16255163,0.116313085,0.23990394,0.60795754,0.15228412,QqFRs_0fELk
0.1545804,0.0018048171,0.2241811,0.1263149,0.07289018,0.34869504,0.38564786,0.21556522,UBRHlegibpU
0.04608198,0.12888865,0.055134937,0.034936797,0.1786085,0.1383065,0.26596233,0.04504926,qMe-BYUIPLU
0.048866507,0.013952625,0.08535888,0.032021314,0.16266954,0.2541912,0.24748054,0.091806605,Cpzah7j7FgE
0.09597923,0.009787662,0.07844275,0.06798197,0.050823193,0.28480506,0.4062799,0.063506514,1CmKXrylPXU
0.16753472,0.006455692,0.062612616,0.1311999,0.16961718,0.534249,0.28290063,0.15323515,yKVksTOt44U
0.16361776,0.059728492,0.22563732,0.13187096,0.28161284,0.53246766,0.6178951,0.1770065,0pJ1oD-OXZo
0.111512646,0.1835188,0.020772344,0.059025172,0.21067251,0.15052079,0.3047338,0.052090365,trpL0T0aO0M
0.07704747,0.111500904,0.26671863,0.085348696,0.32431203,0.3441769,0.3707746,0.12729846,K75frfwXQ1I
0.10959934,0.0358213,0.100719616,0.09276192,0.16698572,0.16764173,0.4356359,0.09256577,hRODycTWJN0
0.022705259,0.012008976,0.046281826,0.03290647,0.14962448,0.111769624,0.23575483,0.02812961,-FYIq-2yfyA
0.037999637,0.035134587,0.058828577,0.06748591,0.20655335,0.16830403,0.3300635,0.034160066,NJ7W6HFHPYs
0.111520685,0.21274342,0.15149307,0.13111143,0.116313085,0.16324185,0.525163,0.10479742,GakKVvdXT7s
0.07930033,0.038224805,0.11967954,0.12079504,0.07891931,0.13541357,0.3695388,0.102139644,aVPT_oP6vUU
0.1386546,0.08796701,0.05662473,0.059434436,0.082330726,0.2058801,0.31179222,0.053965297,2sdzUHGrTPw
0.07581042,0.038224805,0.095622234,0.04537543,0.09660372,0.2398583,0.40390462,0.07116489,WJ5Mncc8xbA
0.18386628,0.026722329,0.056127127,0.054851163,0.08174477,0.16238265,0.4419158,0.05038782,rLmTFS4m_yE
0.0628265,0.10956893,0.037765063,0.058706373,0.26682478,0.24727288,0.27688253,0.039784312,D9LttJzbFuw
0.17966522,0.14328592,0.20077546,0.18727331,0.22207524,0.4811755,0.36546752,0.19028307,TMr0ew4cZd4
0.106027015,0.040628307,0.09516634,0.17395973,0.14967805,0.1702203,0.23381837,0.13572589,Wu0U1R3tKs4
0.10839364,0.040971663,0.10473253,0.09091563,0.16698572,0.1744258,0.4294318,0.0960906,20iWKGYN_Uc
0.1127218,0.16035037,0.053456713,0.05525066,0.092517145,0.34765032,0.4361695,0.050628368,toIc4KPvS6Y
0.22073385,0.031529333,0.066783845,0.06919758,0.11981479,0.03418027,0.3077856,0.036795918,aqM2KN_VeuU
0.0499112,0.03204437,0.027878227,0.029443717,0.1806929,0.05236614,0.18793474,0.029191999,ppuOAlcPM9Q
0.13756986,0.007184561,0.055230424,0.048956368,0.04111598,0.4323093,0.45413816,0.053680424,aQyHGAgDRkM
0.40057263,0.30487993,0.18450037,0.2304284,0.104152635,0.22303794,0.40076554,0.17483184,m1imADNiyCI
0.235294,0.16482529,0.0473982,0.15189537,0.099853024,0.27001074,0.42620936,0.10911076,1wotmu1KL0E
0.09070095,0.06771983,0.034959897,0.084216304,0.19072159,0.08180241,0.1990096,0.04889875,GD8j84ha1LE
0.0948404,0.03994159,0.109223515,0.079120815,0.16698572,0.19631991,0.46944118,0.09260389,Kue8spyv-k0
0.13022883,0.054534122,0.06392883,0.050641842,0.109902635,0.23255119,0.4489908,0.055253826,1eKmxha9tDU
0.08076247,0.035134587,0.09964077,0.07157203,0.16698572,0.13829698,0.45647874,0.08239926,zRq15f5nXE4
0.08999532,0.0017180471,0.21229391,0.09855639,0.14778626,0.088864036,0.36652076,0.1089334,BQV4ye5wKr0
0.12064107,0.020685982,0.06549971,0.14994462,0.21212809,0.093411274,0.25262648,0.07909995,w0HsNARkmsE
0.06922093,0.028954152,0.05503047,0.061694823,0.18725675,0.090242185,0.16813199,0.09169528,Y3grpIBFqNA
0.08731629,0.040971663,0.08886531,0.079478316,0.1669858,0.14841573,0.43228248,0.08367792,CjTl6iZkd4Y
0.09490381,0.0669207,0.08740134,0.074675806,0.22245653,0.14124638,0.2509822,0.06719669,pGMqQ_QoQag
0.08825673,0.03444787,0.031057274,0.04697021,0.111634344,0.08293766,0.15895186,0.04228994,U9yslg6oOOw
0.039909672,0.0224908,0.038643856,0.04154487,0.10052533,0.06560863,0.17718102,0.046843812,_J7JeTAc2a4
0.04806334,0.12888865,0.029506829,0.05771153,0.14890826,0.24196722,0.26622105,0.043060336,PAm0NfTehkM
0.026948636,0.049212243,0.039602045,0.024564786,0.17526685,0.06603788,0.20947358,0.035004675,uCuy1DaQzWI
0.09485578,0.31693128,0.74228626,0.11402812,0.26849484,0.07186724,0.3671444,0.24056655,H_64tEMU9M8
0.12216078,0.124380715,0.04163151,0.06816962,0.32584137,0.14109267,0.3754939,0.033344958,hCSwdivjUQ8
0.03431632,0.017631676,0.03377721,0.028790802,0.09004761,0.06193053,0.142816,0.037127454,jloVraVVuNw
0.19829509,0.027409043,0.04906131,0.08399728,0.08272216,0.106912516,0.30538505,0.049541984,UmOTIiPwehg
0.07591667,0.018881164,0.08404377,0.061686747,0.07538045,0.12316312,0.27243543,0.07200869,gUsmMPB2DVs
0.16850996,0.020130653,0.106344976,0.06997425,0.08880571,0.37430736,0.48429427,0.08513623,j38sL1cEiUw
0.35710785,0.10828095,0.0868888,0.25877166,0.13847719,0.27534744,0.25630265,0.25083542,dX7YHHMNI7U
0.06269613,0.013050216,0.0290454,0.039007585,0.010296004,0.049842667,0.2090141,0.030555567,ZSa0whzHpfE
0.1428231,0.086087525,0.061912302,0.14250149,0.21662447,0.17169893,0.1629887,0.11101081,5q4p4Wj5cyY
0.072818324,0.05852979,0.0662703,0.05738757,0.16300632,0.10424798,0.32357943,0.05410211,V1cwYIa9yG0
0.031056555,0.016521018,0.028837938,0.025895866,0.08164508,0.059088394,0.15133084,0.030062748,FDkiIPaXY7o
0.047748618,0.006455692,0.0684161,0.047901675,0.2071406,0.13170642,0.19531742,0.05743256,1b07GchUwmE
0.013498312,0.030327583,0.032131746,0.018225823,0.12983413,0.03764629,0.19260924,0.023953706,xE7C7Hqe4bo
0.62842745,0.2022951,0.29694724,0.6243083,0.26637802,0.1712022,0.32419753,0.33706215,QGmSsYRZajE
0.036981888,0.0031757841,0.019744962,0.038675334,0.20195943,0.036256693,0.21558361,0.016741708,P8SVysXfFMA
0.053339273,0.022945397,0.049137652,0.0471644,0.11299486,0.11248368,0.16667007,0.058009833,jfKxcbqGj4Q
0.069599815,0.023460433,0.28800017,0.098032124,0.09429919,0.23458137,0.625007,0.13881516,L20HWupsM0U
0.18997335,0.08796701,0.16086471,0.13954122,0.10202349,0.24760257,0.43276986,0.17545752,gdFdiyK08OQ
0.11694732,0.031529333,0.040958,0.11458325,0.14863563,0.13083333,0.20694166,0.06797567,5cI3yeSCi64
0.1609863,0.17661177,0.035870567,0.27816123,0.06843508,0.5206281,0.19393817,0.22016941,8Whgl0UwC88
0.18263032,0.033932835,0.20694637,0.24375793,0.1684557,0.19606794,0.37370163,0.24314712,e6_Iw3GKGJY
0.17987718,0.008815838,0.051349167,0.10164561,0.27083606,0.06626874,0.18695365,0.09286454,_ikGAW9pxU8
0.11655371,0.34684154,0.21079233,0.4621702,0.6307894,0.08497823,0.45733836,0.1948061,C_xOhuaHD0c
0.20355663,0.08796701,0.16147764,0.13483848,0.09348772,0.26391432,0.44913885,0.16680357,QPTYyfPq_to
0.038004696,0.027065687,0.033627514,0.037020914,0.111707985,0.08855789,0.179411,0.04053809,_AjWWhTK2_w
0.049198367,0.017423427,0.06908849,0.068028,0.10302301,0.24126782,0.23638512,0.14288028,8qcTbxXHvZs
0.032779966,0.0825038,0.019756895,0.06478161,0.28210527,0.10541657,0.23019876,0.023955895,6n1vqT4DLqo
0.46721697,0.25219622,0.18917048,0.18971416,0.26233792,0.83657265,0.3635997,0.28467524,RDt6DY5zWFQ
0.053462762,0.0186035,0.09854651,0.06266955,0.15514725,0.35392824,0.35054737,0.07361479,CA1zUW4uOSw
0.25633356,0.0063515683,0.11026732,0.13149522,0.059044592,0.3103812,0.30597568,0.13439938,AcQrKVBOi5U
0.16277005,0.0121478075,0.12189201,0.32379264,0.121931754,0.2636737,0.30443224,0.2657611,roiuDMyypcQ
0.15913743,0.1510105,0.045338027,0.057637375,0.07869519,0.13689189,0.3449199,0.0609812,5QHCxZt616w
0.27524146,0.27194336,0.05471739,0.1605345,0.14162712,0.43454117,0.29440966,0.09136463,Ih_wxKKNA5s
0.13658887,0.10515087,0.038395494,0.1618514,0.09323533,0.0769327,0.19208105,0.10125466,dWxigawLYJ8
