PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_PROFANITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_INSULT,PERSPECTIVE_TOXICITY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_THREAT,video_id
0.065592885,0.06634756,0.19786616,0.15303263,0.057255503,0.022351967,0.090747185,0.11698132,N-x4CDdnR1Q
0.09945448,0.055402827,0.33751565,0.26642492,0.02819497,0.015063282,0.033887725,0.120808184,e4cR5eC6nk8
0.07891728,0.068596564,0.33387414,0.17757876,0.057519138,0.036679696,0.04561471,0.3693322,ZkZRhLc8SpA
0.17052636,0.12961645,0.37394133,0.09212694,0.071324386,0.06332459,0.22062834,0.546755,tvvbewzKit4
0.24903207,0.1009583,0.50173587,0.013909934,0.06333313,0.0001561861,0.07387446,0.1343312,bhKjW5qpn_Y
0.049535956,0.08259377,0.29859456,0.19752102,0.19669059,0.1943727,0.17851305,0.28852174,y5893zS-4CU
0.055892754,0.040571123,0.348534,0.12521286,0.031484604,0.010412407,0.039173946,0.12742256,huQXUDIcc6U
0.120729275,0.06246935,0.47994068,0.053439178,0.044518564,0.022773718,0.07575071,0.17370223,-kUuLKFRxXc
0.05550946,0.10417649,0.22169112,0.18943265,0.14172049,0.039254878,0.13586183,0.55070066,o0OotEaDONU
0.13891318,0.09073064,0.24821982,0.1390888,0.050584275,0.013050216,0.0678743,0.1752194,3F-zHB50em4
0.035439707,0.03239757,0.279579,0.02221872,0.009494915,0.013952625,0.015048131,0.08695659,iJq6LJvf1Ro
0.16166449,0.124629945,0.4757898,0.039833426,0.03726227,0.0013883209,0.05745941,0.24247426,bKAguhjM3v4
0.062219687,0.054552875,0.32964903,0.14922498,0.060879786,0.0017787862,0.07118383,0.09594243,4l74fM2mTm4
0.051509567,0.03187207,0.42510152,0.05326769,0.037651297,0.009093502,0.11926892,0.3686886,BsUXJXstW1s
0.14642403,0.11640935,0.31440136,0.07555374,0.11415091,0.044405237,0.15025227,0.25092277,ORFx_qeQ4Ec
0.08813318,0.07357644,0.25293872,0.20904167,0.042678494,0.04406188,0.11210049,0.3647957,3RJLHwRFh1Y
0.07070159,0.061213765,0.31231555,0.05774615,0.0457234,0.007462225,0.055616874,0.29462168,TKMklpc9s3M
0.943203,0.8739568,0.6170376,0.16430861,0.6604398,0.015549194,0.3446789,0.48408756,sQnN3Qc4SNU
0.17217942,0.17412955,0.52902424,0.09002902,0.08745491,0.004650875,0.13302208,0.3560872,fDC3t5gqUiA
0.12030412,0.12781994,0.38302135,0.11886638,0.14451666,0.022773718,0.12140897,0.25403824,lS4iHT7WG-Q
0.1157389,0.08159339,0.4280774,0.031932767,0.05515693,0.00596978,0.08607743,0.21234542,RvXeVWfHNX8
0.12083152,0.08574811,0.23037508,0.11247135,0.048197854,0.012356056,0.08017571,0.14277652,6VDE2crj_DY
0.07861409,0.07362858,0.38503364,0.10226838,0.08205986,0.011800728,0.08586422,0.23514277,xEtM-6_oWv4
0.1591484,0.14774144,0.39638954,0.04871855,0.089190304,0.007982845,0.10838175,0.2752407,eLeaclHKdEM
0.2522371,0.38026533,0.47752434,0.18267655,0.2968657,0.013050216,0.52975655,0.83722335,1krVvlyfyv0
0.1167266,0.08228613,0.34724745,0.2599573,0.064787276,0.002950182,0.109644026,0.13314922,LxmnTxIt5U0
0.1228861,0.110891774,0.50691164,0.014426056,0.05407075,0.002967536,0.10286889,0.35128278,KbuJdXrp44s
0.1054264,0.067457676,0.49933207,0.0040728967,0.03711427,0.050242316,0.056996994,0.27890274,Lo6cfRJD4Fc
0.40105495,0.37803125,0.4300161,0.18337712,0.20480697,0.0765103,0.24462411,0.53124064,1AyIQ3Nbxac
0.22019257,0.253483,0.3571121,0.15124412,0.22965162,0.056931525,0.35358667,0.5540831,3Czv4KZxrxc
0.058319878,0.07313327,0.28718135,0.101489305,0.03596515,0.0068027726,0.12379574,0.41154265,PYS3ugXpmsE
0.04231001,0.08989823,0.3099305,0.013173075,0.06988583,0.00040781926,0.062632814,0.59745884,fVUIAkzwzls
0.12473743,0.1731648,0.30071077,0.13552673,0.18086065,0.01228664,0.17359017,0.28060082,vwKefhhfccQ
0.13239096,0.048869744,0.51629776,0.10347989,0.03674049,0.037194733,0.04914921,0.10027563,falpPVWjuiY
0.048249107,0.036655243,0.27987358,0.014556909,0.0182716,0.0024122077,0.024747103,0.16674213,lxBo8K4ECMo
0.51426226,0.22003995,0.6802088,0.053663556,0.12752767,0.07730943,0.19489667,0.27285528,MkyOMT2y3bo
0.1289593,0.11080258,0.3815182,0.053808425,0.103678584,0.008468757,0.15052521,0.34699944,ONAgLllarnw
0.20975503,0.311538,0.5045983,0.026084995,0.26237628,0.028954152,0.18159235,0.7285441,Px8Ed_9dfas
0.053837113,0.029987933,0.30433205,0.090818994,0.024626872,0.007809305,0.03829483,0.13149175,ZG8rITUrZf8
0.33787778,0.33755273,0.49895775,0.17798372,0.21487944,0.060927194,0.17269415,0.5548529,0hHFgpHgBN8
0.0814632,0.06902355,0.25537837,0.2649898,0.04810919,0.023117077,0.10226931,0.2818836,fh8TJpJYfL4
0.09590774,0.08550382,0.39707103,0.15919317,0.059021205,0.010134743,0.054269586,0.2976188,iVZSUWUNyLk
0.07728425,0.05278458,0.31104034,0.09910021,0.045704313,0.016451603,0.042635895,0.12212586,o1CHuyo-3qU
0.18319537,0.10019349,0.47779965,0.14162925,0.06306757,0.04131502,0.078976825,0.28763187,wRTum3S0k_M
0.2749235,0.17589232,0.614177,0.053226918,0.13337295,0.056931525,0.1463734,0.25674015,RUbW47T0pdc
0.074549064,0.15462625,0.36374116,0.0044039395,0.14746445,0.04680874,0.08115914,0.121948324,Br3Y4Cy5mjM
0.07382684,0.106091976,0.31289908,0.008542618,0.071106255,0.019019997,0.094869316,0.43798798,X3vOKukOMaM
0.12106131,0.31857103,0.37745398,0.06600647,0.4683434,0.010342991,0.3903263,0.42448267,bS9xiyRHZ3g
0.076995574,0.04408572,0.27546462,0.030840857,0.015181702,0.0087811295,0.03141909,0.18422112,0OdKtLCyHRk
0.091316335,0.05954734,0.39428625,0.14034007,0.051543705,0.011453647,0.057301827,0.16750939,efAi1QCDiyg
0.1287605,0.10364298,0.25669506,0.11175173,0.069937155,0.014993866,0.058469504,0.1415872,olUHMKX-YI4
0.17679279,0.17702253,0.37917113,0.07636079,0.083758466,0.010273575,0.096944064,0.31383604,CrIZ2Gm5aWI
0.14077048,0.10582474,0.37558246,0.17627403,0.04969713,0.019714156,0.07904014,0.27821007,47LWrYNGVRs
0.15407859,0.15280153,0.39043123,0.032642454,0.10060724,0.011731312,0.104572095,0.18443875,sY2Bh-EqEp4
0.037527587,0.06512057,0.23338641,0.19945563,0.07217282,0.011523063,0.046388824,0.06669018,cMncYfI9tMo
0.16632949,0.13498004,0.487809,0.022066625,0.14777952,0.0027072257,0.1281425,0.22694708,3FhVIrQniNw
0.25620678,0.11563426,0.4661061,0.2744743,0.08054855,0.026722329,0.09027621,0.15306613,0OAfqrZP-JU
0.08297207,0.10522105,0.36419064,0.023029856,0.1302121,0.036679696,0.19882442,0.32284048,2UPpnElQZok
0.124125406,0.08157064,0.29030505,0.20737813,0.054683678,0.010342991,0.06364689,0.16259979,HZP1aX3dhDw
0.1394117,0.10545816,0.34462014,0.055536576,0.10239369,0.019714156,0.11574105,0.13038267,a_Mbb8YIx5I
0.11244621,0.09754113,0.3475577,0.1355548,0.05525501,0.016521018,0.10216865,0.39090872,vKl2gvwd_z8
0.3118312,0.4233503,0.36689177,0.026986206,0.35108346,0.055732824,0.26392353,0.72663903,x8KYbK8M9bA
0.083331324,0.15690088,0.2769007,0.111601286,0.15374096,0.008572881,0.20315567,0.24749854,tZH7tkpMT9o
0.14667083,0.16579182,0.5313103,0.0501537,0.07889942,0.00281135,0.11316113,0.39481175,ohHj9hUd9dY
0.19282006,0.13455,0.3655952,0.1503359,0.093080126,0.040628307,0.11888651,0.22480589,xDw-RCleGNo
0.09171576,0.10850705,0.28556973,0.030023923,0.13067141,0.014091457,0.15258297,0.4232184,dKd_f-FoT10
0.13571934,0.075945735,0.32373995,0.15162262,0.053017292,0.010134743,0.063653916,0.1119859,NShCj2yaOhI
0.073595,0.078518204,0.3846588,0.07032787,0.06792466,0.016035106,0.138426,0.47230193,OtQ6j2com0w
0.14457603,0.12703815,0.35572407,0.26289794,0.34510112,0.07690986,0.17511855,0.28044766,B5cNLyxJclQ
0.103388734,0.15702139,0.3156817,0.30699393,0.18522863,0.04131502,0.122123614,0.5754464,AD4uqlcCYL0
0.13375206,0.16904745,0.3616839,0.08070338,0.10005037,0.025863936,0.26911867,0.5777003,HnMTptwzvHA
0.061594218,0.06087866,0.25687817,0.16139255,0.036226705,0.007844013,0.100957565,0.31850156,voRmRnrq0jU
0.1464654,0.07446567,0.49991152,0.13874856,0.033780023,0.019852988,0.027042884,0.16043209,OxPjNLKcjRw
0.26317823,0.24793188,0.5394244,0.13037418,0.21591067,0.0095794145,0.15941882,0.29015487,s9kyh81rBSI
0.49330306,0.19615445,0.6744447,0.14233315,0.09825118,0.103539884,0.15369464,0.2689211,bCt5l6Sp4xs
0.2014737,0.0952532,0.47305724,0.061655603,0.05277931,0.004893831,0.074308656,0.20610891,5LxxkcY-II0
0.18093845,0.5592333,0.37269068,0.7999502,0.5687677,0.3490159,0.7462793,0.2570064,I0HUIi3YOSA
0.01507047,0.020884737,0.62069786,0.03179727,0.016275845,0.007531641,0.010006423,0.03099264,yN5ozNUtiGE
0.050473813,0.054176416,0.4315785,0.034213245,0.04491259,0.09870692,0.043624993,0.28537792,R80lvrwVres
0.034592208,0.043620255,0.2998635,0.113083385,0.061736215,0.005865656,0.13262327,0.10956395,qJ4bLvQHGkI
0.1878181,0.17232932,0.4446911,0.14686026,0.17570822,0.00023102527,0.12366228,0.2419541,dPAWnMMYMQU
0.0350063,0.037968155,0.20823959,0.43893716,0.05502322,0.028267438,0.05837323,0.1051117,6-Iv8h7Mh1c
0.054128535,0.041537344,0.24016576,0.22940576,0.041819498,0.014577369,0.038300198,0.18642163,6tlPhMEjkvc
0.07488285,0.05868425,0.28792647,0.016217323,0.051978737,0.00017245549,0.059868515,0.09718844,OHMddaZxr-I
0.06198298,0.08104717,0.27693886,0.020052576,0.08081375,0.07730943,0.17870207,0.27253148,SSMrM3hsvWc
0.1488164,0.16029434,0.27644557,0.27610657,0.1551496,0.047495455,0.13897718,0.14656681,EE6vLlR7ZpE
0.086403355,0.05513926,0.22865677,0.13750313,0.025307966,0.006247444,0.042001035,0.30397063,gqAAryaXKYQ
0.1113182,0.10213232,0.26552078,0.06603287,0.050970145,0.011037151,0.094986245,0.42407092,BeVDL9wWE7Y
0.13199283,0.09532598,0.30641767,0.031967755,0.057928618,0.014507953,0.09875189,0.37324238,w2SavJK6UBg
0.058542967,0.06977787,0.42421943,0.16269171,0.051943295,0.050242316,0.07672369,0.33655092,4N1WQo-aL2s
0.15885088,0.18557796,0.4492382,0.031308025,0.14018333,0.020824814,0.19899774,0.50059825,IICN5FE7bsY
0.118049696,0.13025951,0.34440374,0.1441903,0.1366666,0.008399341,0.20545883,0.24250022,uulyfox3dKY
0.20347933,0.17233634,0.35157666,0.139221,0.07652545,0.022351967,0.13578454,0.27230927,rbbZsUPH5D8
0.23106071,0.27718398,0.498817,0.0994929,0.2504723,0.0224908,0.29913196,0.55369633,__vZTUFTunM
0.056568995,0.055118367,0.21933334,0.112342186,0.036496285,0.006559816,0.057090636,0.19070724,lqHIVwpj3-4
0.09954961,0.056780923,0.5031043,0.013403054,0.04053922,0.0012408118,0.049555425,0.39712054,Ej2DjbNL7aw
0.03489291,0.030814415,0.30162933,0.04202369,0.040885165,0.024662184,0.06206234,0.10861445,eCPCwWo-xWY
0.05327805,0.04068419,0.2955913,0.19273199,0.018997397,0.0017440781,0.022808338,0.23433426,oBHwcBBVCkk
0.30196968,0.3118246,0.50582796,0.19771086,0.46110427,0.2712817,0.3894476,0.8393826,teMZD_rXDIk
0.13891321,0.09073064,0.24821982,0.13908881,0.050584275,0.013050216,0.0678743,0.1752194,ec7er_h2hHw
0.14918908,0.07976226,0.31927633,0.16533262,0.04837469,0.016035106,0.059118427,0.13773169,F1N9WKFk2d4
0.14497367,0.080383584,0.50078064,0.14360914,0.0317488,0.0055532837,0.06252664,0.29616633,fuPccuC388E
0.05251525,0.045242447,0.25701526,0.016614325,0.09061765,0.020130653,0.072144784,0.10483325,1eUJ7ST1R2o
0.047185276,0.03844178,0.23858011,0.048309255,0.08764365,0.064523295,0.064868994,0.075211525,MBkfJFnlWkc
0.08864167,0.07086983,0.29051983,0.01777156,0.05600619,0.00019848651,0.07228173,0.098920666,Aw1G4TAaE9I
0.14759694,0.14866085,0.36253294,0.18164393,0.10625378,0.06851897,0.27777812,0.5914564,PqhTSk_rx3k
0.09967638,0.13804288,0.27418643,0.008984098,0.15496188,0.0012755198,0.25786117,0.19991556,QUH1_myP3ck
0.13891314,0.090730675,0.24821974,0.13908881,0.050584327,0.013050216,0.067874365,0.17521924,BcWOXhy0XbM
0.14010417,0.08983019,0.5255811,0.06856315,0.11281855,0.027409043,0.118604615,0.109247625,Z-Q3TDMHa6E
0.14845374,0.09357837,0.35163367,0.113054395,0.04385353,0.010204159,0.08758215,0.2522043,FrR73iwEgYg
0.17384121,0.123161666,0.32529512,0.0791839,0.12364971,0.010481823,0.107877634,0.13250093,g3lGBmfnBtQ
0.15229842,0.18646976,0.35997224,0.037039943,0.08034359,0.0022213135,0.11253917,0.41378042,I2Ns_r4z7I4
0.13891321,0.09073064,0.24821982,0.13908881,0.050584275,0.013050216,0.0678743,0.1752194,re6m_iI5UhE
0.07748576,0.049161065,0.29607168,0.33751345,0.06666837,0.10300289,0.05160958,0.10855183,ldKvQEXbNEs
0.0987474,0.050893195,0.3604824,0.19960056,0.03444049,0.010690071,0.035996355,0.09144303,WAkjbt6ydRE
0.09529538,0.11011786,0.33131212,0.118875496,0.08091045,0.010342991,0.072037704,0.35216787,7LHmBDBAE0g
0.1542245,0.10919462,0.48977846,0.07095359,0.10381074,0.062925026,0.0903239,0.13659726,Joyqo3OwH2s
0.07503625,0.06815038,0.39626935,0.012690192,0.14567697,0.04680874,0.1434443,0.11946929,rfnTlgcycC0
0.10412159,0.061802927,0.26468176,0.07601373,0.027371394,0.010967735,0.034298137,0.1436228,77b3rpYjvRQ
0.100083195,0.057283368,0.40680134,0.13908881,0.03369532,0.016173938,0.04386944,0.10315613,OcK05ZFVgHQ
0.10083922,0.22351913,0.32479092,0.107069686,0.18492305,0.0006377599,0.24832904,0.38989395,YK97csGP1VM
0.08501109,0.06812512,0.42558765,0.27125713,0.118009545,0.028954152,0.1213144,0.35318226,D7BBABRDdpU
0.091558285,0.09040344,0.28297994,0.023734847,0.050653186,0.04818217,0.051728744,0.322938,4cbF552trOc
0.22504325,0.19320242,0.4746265,0.18358058,0.12515604,0.067320265,0.1539823,0.7058353,OjlKX8jJoAI
0.1379154,0.048160072,0.5428455,0.09265983,0.0651298,0.02124131,0.050635472,0.0788566,KFosNnOU1ow
0.12425834,0.05997054,0.3711802,0.061988566,0.0313335,0.006247444,0.037747726,0.25735515,8msuiCzBU_U
0.097310774,0.061519153,0.24564415,0.1976153,0.035075743,0.03616466,0.057968587,0.30696857,qR4eaexl3yQ
0.033803485,0.02080786,0.22065476,0.13149667,0.03278956,0.02193547,0.037532765,0.061169986,6ulQyPp8-ZA
0.1358147,0.13004012,0.55412513,0.083946,0.22546688,0.0495556,0.20475109,0.29616624,vAyJ3lRjfTI
0.095738955,0.11129419,0.32458457,0.012086521,0.12781762,0.0022733754,0.21458612,0.49115607,LnaTFUg7wQg
0.07157128,0.09238969,0.2965418,0.098946996,0.06486537,0.050242316,0.08696287,0.4945476,YBJgCIRT9og
0.13891314,0.090730675,0.24821974,0.13908881,0.050584327,0.013050216,0.067874365,0.17521924,pumx3qTZ2ss
0.11770948,0.09001121,0.3387219,0.15714407,0.05383088,0.0073233927,0.04725757,0.24498993,UBc58gv6jhI
0.13734464,0.08348087,0.37582856,0.13067082,0.045946777,0.01596569,0.067991085,0.123849675,Bl-GHaK4GsE
0.1835047,0.20335983,0.5358907,0.13846625,0.20113473,0.017354012,0.1561664,0.26269913,_j35Q44oKbc
0.09562182,0.055976864,0.44621974,0.13477579,0.04213106,0.0043905647,0.02742006,0.093910545,HTGU5D9w8sg
0.40640324,0.5058124,0.6762105,0.6549821,0.23952447,0.1539292,0.21024661,0.30360016,w_5T72qwhNI
0.0896615,0.06840533,0.26042053,0.17495759,0.07860215,0.0066292323,0.07673977,0.12587266,KHZs45N5TSQ
0.3768306,0.23890483,0.57750505,0.123587854,0.27633426,0.025005542,0.40168363,0.782148,NWvTS-DDX_o
0.13565324,0.12085469,0.3275497,0.109824166,0.05619793,0.0186035,0.060697272,0.33194894,fdnXS5CmWW4
0.045148335,0.019435843,0.30396053,0.38810652,0.05556999,0.009440582,0.068332195,0.05747825,evHLDoF5_zE
0.20791961,0.46677482,0.42633092,0.20169918,0.715134,0.05373499,0.36234477,0.31007618,zYqkb4q5Bm4
0.07947523,0.08622099,0.28990167,0.005360982,0.0439531,0.028954152,0.08502591,0.21389714,9b-xobFy318
0.08213925,0.12943733,0.3279582,0.014443738,0.067635186,0.00068114494,0.058806904,0.3325188,LywDJY_kgqQ
0.1229127,0.14556092,0.33810455,0.037313197,0.13252196,0.01561861,0.18711112,0.49806684,RiSoF-kN7Zg
0.13409866,0.10121486,0.35505626,0.05299818,0.04475551,0.012217224,0.08118918,0.26746196,vXiRagZevKo
0.03437288,0.025065934,0.23498988,0.15158135,0.017235376,0.0071151447,0.027099462,0.05139888,GMcv4fP7-xY
0.27981302,0.27168053,0.37382445,0.18783629,0.1937095,0.013050216,0.24043061,0.365644,E8iNYfGHLHI
0.13891321,0.09073064,0.24821982,0.13908881,0.050584275,0.013050216,0.0678743,0.1752194,MsjEU18IYmE
0.031242028,0.017307745,0.21085475,0.11613689,0.012824201,0.011037151,0.020115795,0.06159623,b2c9Z1L2ke8
0.025504816,0.029063683,0.23582637,0.21983708,0.029852688,0.111500904,0.050630372,0.2893301,v1aKAKG9NJs
0.118491516,0.10265707,0.35545698,0.037561327,0.099339314,0.003123722,0.06860389,0.14837413,yaZaOe4vwFk
0.13302605,0.066892825,0.52500486,0.024267826,0.05766755,0.013466713,0.12542416,0.32232985,V7wCRtdEJvU
0.13891321,0.09073064,0.24821982,0.13908881,0.050584275,0.013050216,0.0678743,0.1752194,vBsAIIbxuLc
0.2818291,0.305387,0.550677,0.05681808,0.18436556,0.0121478075,0.14129375,0.3199469,XJuMTai9fM8
0.14188696,0.08362629,0.35254696,0.01829439,0.02168858,0.0064209844,0.040826693,0.1727873,XhYK3UFNRG0
0.14329007,0.11335427,0.44063324,0.025613537,0.05892788,0.06132676,0.099907026,0.48261788,yvhD1wlancQ
0.05321365,0.10954917,0.28655326,0.06127247,0.11301664,0.033074442,0.1613883,0.5339922,3aHOZUV_iHY
0.09561047,0.06818151,0.23213506,0.1560629,0.037432782,0.013050216,0.058399506,0.3444022,RXggLrPgtpw
0.068851925,0.045035973,0.24356614,0.21173319,0.023092471,0.014299706,0.018558191,0.10638025,4xGVcsBUjQc
0.10754016,0.120454125,0.47278774,0.07613786,0.045582134,0.003279908,0.06315198,0.19469279,mPNjXpJKdnM
0.18611759,0.12149474,0.3388262,0.12299167,0.031751886,0.013327881,0.05817838,0.1246015,iyew0q-kFjE
0.07498325,0.043949287,0.30586758,0.065170854,0.02963518,0.006282152,0.049026024,0.08608492,iKnYOFzy3RA
0.09143603,0.064393945,0.25503707,0.24925417,0.036164712,0.0087811295,0.044059783,0.17528501,o31D5pLcb9g
0.16341372,0.13773797,0.4433934,0.11520621,0.107824825,0.0136749605,0.08994945,0.12319355,NjOuVgRD5-A
0.10107971,0.071263164,0.39781642,0.12552276,0.06019138,0.008156385,0.08036003,0.23951976,T3hDck0bwtM
0.08078601,0.05953612,0.35699296,0.08923433,0.03313028,0.0019349722,0.04011529,0.09386145,eH-iUhTEkgA
0.08655485,0.06480878,0.37919647,0.1437926,0.066850536,0.061726328,0.083957255,0.37827215,UzK3uu7LBZ0
0.16034085,0.1404397,0.48576173,0.13879873,0.12873071,0.017770508,0.118845806,0.33693534,slaAo7T0-Fc
0.087386765,0.06584233,0.23946334,0.13908881,0.053692587,0.01561861,0.076701246,0.12888867,eh9P7-GkOXo
0.21115184,0.15240005,0.44709834,0.08379518,0.12404645,0.015757442,0.11598711,0.2618313,rDmpNSE20Cg
0.1471548,0.1017821,0.39206785,0.18978067,0.07900622,0.002967536,0.10795914,0.24512061,tMXmkNMa5Fs
0.13891314,0.090730675,0.24821974,0.13908881,0.050584327,0.013050216,0.067874365,0.17521924,qIDDcvInKsQ
0.08388996,0.10766717,0.23426849,0.10422735,0.052183434,0.02929751,0.09752878,0.37622935,5AcjM5BKfRQ
0.1623732,0.107339345,0.38161853,0.1099739,0.1063772,0.02054715,0.11720186,0.25760528,BqAv-J3wOYA
0.047229216,0.049671207,0.20325553,0.26512083,0.05717962,0.02124131,0.089495145,0.123916134,ZkUVkatQOXY
0.06574818,0.05274796,0.27831778,0.01694252,0.050914958,0.00031454145,0.05959948,0.09062629,ST7Yo2V3So4
0.12614986,0.102736145,0.36603042,0.36572608,0.08278204,0.013536129,0.11019422,0.23907313,P-Zsn6Xbjak
0.25685826,0.24136429,0.51204324,0.027298272,0.17073406,0.06971766,0.2114664,0.5018309,l1CKFcNyzVo
0.08324702,0.060099043,0.32765347,0.012541651,0.047844008,6.263713e-05,0.070736125,0.124966376,TWNhuDoiYV0
0.15207447,0.13595724,0.4013893,0.03878233,0.052381873,0.024833864,0.06452094,0.27927646,-svds7kvYB8
0.060602307,0.046787973,0.25618145,0.040669385,0.02615114,0.016521018,0.038058724,0.27681118,MxqNk5AZ_Rs
0.08531053,0.029484479,0.35307857,0.14012341,0.031953022,0.016035106,0.071249604,0.0946819,bC8DnqvvwyY
0.028785856,0.034201305,0.30853036,0.07123329,0.07339173,0.07211506,0.08338482,0.3679364,4pKsjAx5-Yg
0.038334187,0.038908508,0.3236402,0.3661277,0.041145585,0.0030195978,0.04671961,0.48983374,1uyEYg5MiXQ
0.27862558,0.14058562,0.65835565,0.104679964,0.100718424,0.16344422,0.14684819,0.18708763,dPlIyMEiUJw
0.120972864,0.08338838,0.39213318,0.061635096,0.053891744,0.0072539765,0.07277098,0.15959974,jrApV87d-uQ
0.13995412,0.097808726,0.36408767,0.1165446,0.07624465,0.0018221712,0.06568578,0.12844539,UBkAu26GrfI
0.10666245,0.09719572,0.2664039,0.15455288,0.06669144,0.020824814,0.10956196,0.26442772,tLNJCLHyzXg
0.047771916,0.04350188,0.22036546,0.085211724,0.022064695,0.005900364,0.026689846,0.25813282,Cc3-bvBqE3Q
0.45399153,0.23906232,0.50064355,0.038946025,0.121177845,0.06771983,0.13997878,0.28543448,26GKAD_rl5o
0.18078259,0.17630808,0.41833317,0.14595228,0.123004176,0.0067333565,0.1363675,0.5057604,QQ1fGSwkKQQ
0.1552183,0.18369275,0.33270577,0.6602757,0.2655443,0.13386416,0.39477405,0.21283056,KIUKQDnFyv8
0.1347433,0.12233768,0.34239766,0.5413242,0.13663137,0.019019997,0.32078275,0.19637533,Bn-zkI4ablk
0.043013405,0.030824224,0.2416372,0.06860714,0.0147537235,0.017076347,0.024727497,0.16672471,wDbHNfXxGMc
0.061454166,0.050658718,0.30104387,0.015709385,0.04196369,0.00016377849,0.061265822,0.09771083,E36ahc8bV0o
0.05826612,0.055369336,0.19405338,0.11833901,0.021382513,0.0090240855,0.043637946,0.07746683,QfhWOuw-EWY
0.055988878,0.053543117,0.2359146,0.015513995,0.045088068,0.00023861765,0.07756749,0.26478907,tu8T4Q2fE2M
0.26859885,0.19323587,0.47744608,0.19565469,0.1339977,0.018742332,0.1886301,0.35869086,q5INJ2D1C_s
0.13891321,0.09073064,0.24821982,0.13908881,0.050584275,0.013050216,0.0678743,0.1752194,Mm2_9XdWwcg
0.11764574,0.0915421,0.34987846,0.07653519,0.08186704,0.023288755,0.12374434,0.29665917,wTG1rBuCmws
0.16193537,0.14407486,0.5277149,0.11373431,0.14447033,0.14552918,0.12067662,0.25312382,vZLBcyRi5Ss
0.07071772,0.04817423,0.2676248,0.09311669,0.032713868,0.018464668,0.04443151,0.06617511,KyYheHW_j4s
0.13223162,0.05826449,0.4947342,0.031008933,0.041940596,0.0056227,0.071103044,0.16748132,TW-8IXcntFM
0.120438635,0.10920969,0.27613357,0.16591051,0.07698574,0.13296685,0.11887922,0.27504307,xWwrp0FwUwo
0.23446009,0.2777235,0.39568076,0.121760435,0.23212893,0.038911518,0.25446647,0.72603923,4B6ewehwS3o
0.042035047,0.05029951,0.19943081,0.08479831,0.040844407,0.0069068964,0.067000724,0.09110064,RYuyBvAkeDA
0.03764808,0.027674826,0.2981103,0.2678416,0.046632666,0.006559816,0.051085386,0.06405653,7fv3BTiCKNs
0.117895044,0.21705602,0.38031408,0.008869453,0.15651248,0.009440582,0.18329899,0.5441716,9unwLi3HRvk
0.050104044,0.032788783,0.28375548,0.078743964,0.021280717,0.047495455,0.0375234,0.22554673,c6DCv56naJg
0.15823299,0.14711535,0.3879909,0.016317276,0.085688986,0.0012321348,0.115194455,0.42273647,RqRX_5tqrpo
0.06569402,0.06907863,0.38038605,0.18216956,0.11308703,0.022074303,0.111312374,0.23448724,v8gXC-IHRdk
0.09528053,0.11608448,0.3911732,0.109918445,0.11659286,0.03049926,0.1150704,0.14492923,Rx7c28N6aW4
0.08952814,0.068379916,0.26475325,0.17973037,0.057374634,0.006559816,0.06419658,0.14995493,pSBZfvRrO3Q
0.13950565,0.20278719,0.34601334,0.14419137,0.18482363,0.014299706,0.24029498,0.7239538,S0K4XEkb8Kg
0.043928944,0.03515458,0.17139135,0.17579085,0.024638182,0.011592479,0.03159286,0.071426995,MGhiWU2NRSg
0.09250652,0.059779935,0.39256218,0.08067724,0.05365553,0.03187269,0.052019667,0.14307104,dW1cRWgXsyA
0.15433,0.061741754,0.20018083,0.14675443,0.042711385,0.007878721,0.14141858,0.165063,3mxf7Z95SH0
0.39811584,0.5592971,0.50198287,0.082516246,0.5587846,0.11343288,0.73898226,0.8583901,sSN_wkHj4e8
0.072603665,0.058370605,0.2783748,0.054662924,0.09546786,0.010620655,0.10367455,0.18378735,SfAv5nKD5mk
0.039270442,0.036289643,0.26411095,0.07772395,0.037234377,0.008052262,0.039489824,0.3125693,Wrn1754tfSM
0.05934304,0.06932437,0.23589164,0.017771699,0.07958209,0.00017570937,0.11924743,0.0665722,sWukr_cXPso
0.14519203,0.17495392,0.3984988,0.03320264,0.117731445,0.04680874,0.15098959,0.6561228,A8XaJGiVpKw
0.20215435,0.12984109,0.43867472,0.27092266,0.15308316,0.0741129,0.24561837,0.675846,k1vit0RaqtE
0.14998005,0.18004777,0.30455503,0.005479576,0.14594902,0.00014642447,0.25590342,0.23773257,XWTIWIlr2f0
0.01917232,0.010172972,0.24482025,0.28322914,0.024217341,0.008121678,0.0205349,0.039874107,q-cdgGskB1M
0.16885445,0.27983117,0.32774487,0.019184373,0.2515397,0.039254878,0.19804843,0.6019278,iygY4jV7ils
0.07526003,0.064667895,0.3286695,0.13570872,0.0473625,0.00307166,0.06367526,0.26392767,4Iei17PB2J8
0.094706066,0.048800983,0.26474732,0.050212532,0.026575742,0.0095794145,0.041814305,0.07804815,wMLV7xROAV4
0.041781165,0.028802652,0.21946576,0.027882423,0.019580668,0.019436494,0.032427646,0.058963608,ydj4avN8E5Q
0.048422482,0.047057986,0.31920084,0.26261672,0.08761291,0.00860759,0.12079438,0.13905832,m2aZys2PBXY
