PERSPECTIVE_THREAT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INSULT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,video_id
0.21895441,0.34495404,0.12166338,0.13124698,0.2291745,0.0022392669,0.04165838,0.19859985,iUcOotasKTE
0.047647223,0.1421045,0.031030277,0.01711357,0.012068262,0.17739935,0.030670939,0.021903075,LjTS3J06r4U
0.06387849,0.19319871,0.04713195,0.04151858,0.05311354,0.18915516,0.02193547,0.03785802,zGE2l3-411g
0.25570947,0.28719464,0.16238476,0.58523935,0.35957015,0.8141555,0.4151741,0.17763649,EZWbeT2eqEk
0.28928918,0.273063,0.1325112,0.20745361,0.52772605,0.027716557,0.2459383,0.37107322,tWrcllQ8l-E
0.047647223,0.1421045,0.031030277,0.01711357,0.012068262,0.17739935,0.030670939,0.021903075,pl9KjJsa2Fo
0.11313774,0.41499195,0.11917818,0.06578317,0.07318201,0.4347993,0.29261994,0.16772509,0Clu6Vixl1A
0.073919624,0.2923045,0.06416294,0.057561394,0.06142349,0.040146098,0.1884524,0.05784735,ngKxQzirYQo
0.14866474,0.29092288,0.19752797,0.19818531,0.18121457,0.13861309,0.03049926,0.23019491,q3TRRU3kHkY
0.06334826,0.720805,0.05897566,0.07508593,0.08855447,0.2726291,0.08635602,0.06918507,0XW7agjaXXs
0.39845717,0.24281186,0.061879903,0.073000155,0.06787061,0.3771062,0.022945397,0.08736324,BDW0AA3hazk
0.57637924,0.28686956,0.14329708,0.23395811,0.14252436,0.13242841,0.013397297,0.18310563,W4_Lwm4UuOA
0.05866772,0.23993869,0.024536254,0.030851085,0.054945678,0.15272953,0.032731086,0.027591377,oez7BoIEemA
0.13982671,0.22262304,0.14914706,0.12405579,0.16267285,0.7929147,0.41665444,0.29103103,pxCjTyIbFIU
0.047647223,0.1421045,0.031030277,0.01711357,0.012068262,0.17739935,0.030670939,0.021903075,FWcG-eKmrV4
0.50986904,0.50389516,0.36949837,0.58523935,0.42123985,0.71853054,0.5174561,0.35796303,ku81RzY5lRk
0.07037917,0.29582,0.10939845,0.11145247,0.15722023,0.10623681,0.017492844,0.15135944,lc4AXNkFviA
0.5521339,0.23482227,0.03821859,0.12654062,0.11571322,0.3506141,0.1473238,0.09297732,7DxJnXKIyTA
0.26120955,0.38463795,0.12770766,0.18709415,0.36806503,0.44618002,0.4945446,0.13951217,_dIa7zisdCE
0.08798407,0.2187153,0.03391486,0.14514497,0.056207303,0.20008002,0.022074303,0.07122391,A-PpI8Xf6Ww
0.804369,0.35873955,0.38082263,0.48674235,0.4216079,0.096610524,0.17380224,0.5692254,i8hD9cDCwqs
0.105876826,0.24339433,0.06989473,0.04169986,0.044394232,0.1657962,0.019297661,0.0641055,CieOYln2zgM
0.29183874,0.5693503,0.25494468,0.20735106,0.11914353,0.020304862,0.04680874,0.16099451,giF9m8uwY8Q
0.32217845,0.4852377,0.15842596,0.58523935,0.3456801,0.043728154,0.5535644,0.25435257,1-k0TGfRx_g
0.06257298,0.3769661,0.039970096,0.033058897,0.029883381,0.0704091,0.064523295,0.024060823,z925NVUB2Z0
0.035985064,0.17316788,0.022834303,0.017603913,0.018942488,0.22991647,0.059328925,0.01875018,f7JRmcr4LbY
0.1774565,0.2735322,0.10167954,0.12289537,0.3195222,0.4100955,0.2712817,0.16489024,Z1zWONHrWno
0.046889164,0.16068898,0.026755705,0.075286575,0.046053022,0.13902795,0.008954669,0.05237847,GvQVWto5bPQ
0.01846232,0.16217263,0.027734132,0.013154983,0.013646475,0.09485698,0.0186035,0.014357024,WB3Tf2WaesY
0.11341746,0.49682477,0.20111723,0.13490345,0.11706883,0.087766856,0.020963646,0.12053525,yUzYHfxY_rQ
0.11104456,0.3479849,0.072521076,0.08315823,0.046710663,0.08856053,0.019019997,0.05049789,qu9hzlLEavw
0.27036837,0.41008812,0.10561558,0.25332764,0.17639506,0.40342847,0.34466723,0.14250882,nufCU26fVEk
0.2819131,0.45495474,0.14633547,0.10392253,0.16651502,0.18133946,0.2995453,0.13492304,r4dvbSmeDFQ
0.21070217,0.26375365,0.14519261,0.28095648,0.29647723,0.36855087,0.14552918,0.23545595,TWcTVFKcYXU
0.05940305,0.21423732,0.0536778,0.032150377,0.022692971,0.15020742,0.004997955,0.04169021,5kaurJNCprU
0.13852786,0.29017633,0.06186892,0.12776402,0.11529626,0.061597224,0.09870692,0.1104265,YJOxryXT6vE
0.072147354,0.30681863,0.08162078,0.040746093,0.04025284,0.29390037,0.118584804,0.03316854,M5OVemfdU8M
0.31188634,0.321171,0.16710433,0.17788827,0.107241966,0.13092263,0.016035106,0.14193772,MPOmfEvYiqw
0.04493394,0.14027746,0.04190615,0.022768453,0.015632888,0.17807266,0.011314815,0.02571343,FWhFlQXSnXY
0.7585453,0.30947316,0.04399831,0.1686083,0.1346682,0.49104375,0.24991328,0.13546869,_ffvUd0qoxU
0.18542866,0.44451985,0.09145655,0.11041957,0.089208126,0.13335943,0.1668969,0.08053572,SEfx0Qqfh68
0.6366,0.36300576,0.2006106,0.12527604,0.12660936,0.27684373,0.14283726,0.18275118,BTyAg_2zS3s
0.04011471,0.21167578,0.02346881,0.082548425,0.32336748,0.3378108,0.22775516,0.06235722,zDBhGs2EC7g
0.17639127,0.3159769,0.06519319,0.1383943,0.089152806,0.163162,0.1250247,0.03993432,6l2Ubq4qqF8
0.31211433,0.39737636,0.84424734,0.44512302,0.88075686,0.4380234,0.6357597,0.82742685,R6h-YA5r2JE
0.2319466,0.25185305,0.07157376,0.10859982,0.097613536,0.19256897,0.29261994,0.09923097,da2bn9t7NBE
0.050703015,0.17709725,0.025993675,0.043322302,0.048606858,0.110843204,0.053335425,0.028410297,5swDgN2RUCU
0.29791364,0.28390098,0.12591474,0.18640724,0.2228088,0.631843,0.34388447,0.20110251,gF0UMYUzJO0
0.14897448,0.4259526,0.1847826,0.14550911,0.18201272,0.13623318,0.023460433,0.18818997,X6dHjvrUYT8
0.27004033,0.29944107,0.13490579,0.17592523,0.1561836,0.37584594,0.111500904,0.15352277,exWlxlcnyQQ
0.5447267,0.34865996,0.086760715,0.22880694,0.163944,0.37950796,0.21036349,0.15279733,rUVFHUdCdfc
0.34136066,0.44555002,0.04873395,0.06661089,0.10367166,0.27428514,0.03753809,0.059603058,dyJFKZ9sv58
0.099914685,0.2643364,0.02265883,0.031828098,0.037044577,0.20677224,0.09118898,0.01897939,R1EL0S1j5AE
0.25042102,0.35559496,0.20384078,0.18617018,0.21789299,0.033882417,0.018881164,0.24585421,U7DcaAm4deM
0.4408127,0.41950595,0.2627865,0.5152014,0.477372,0.66688377,0.49309984,0.2829911,z92lmhujEbQ
0.11961872,0.2898398,0.06320095,0.05750665,0.09418941,0.0015542799,0.23014031,0.08668479,-ud83ZwzDnA
0.051062796,0.2230632,0.041633986,0.020068374,0.023734456,0.13015454,0.06532243,0.029710993,XcuV6qTpyBw
0.086998984,0.171736,0.05839923,0.06788848,0.04359295,0.091696076,0.052935857,0.05129112,8lNaPIYi_Yk
0.08368833,0.3599326,0.12786208,0.0713543,0.07693388,0.09510492,0.044748597,0.096626684,rfwj_SLsG5Q
0.28275338,0.28984448,0.15291306,0.12094153,0.110418126,0.56127,0.09333697,0.11727751,RmalvUtKv80
0.11441146,0.28729963,0.14187765,0.14119908,0.14783585,0.16822478,0.24418297,0.14361304,J7ZA62ekO04
0.07759661,0.17603977,0.04690051,0.034215014,0.020971963,0.113308474,0.036679696,0.035447303,SnDyJVSGV18
0.060332358,0.22080189,0.026236342,0.068530664,0.055478897,0.40317985,0.1580154,0.032315537,v5bgksjNApE
0.22892354,0.19105816,0.031147972,0.0935984,0.057924207,0.43704852,0.029812546,0.046805013,dki4V8TUaNk
0.20275089,0.39892903,0.20002313,0.1820133,0.30136558,0.30617192,0.27359754,0.25751704,J1oMAcbzohM
0.11030932,0.21947217,0.052658238,0.13369164,0.1485306,0.12036605,0.15334547,0.13663574,1j09_oJsTVI
0.06847707,0.19600287,0.054338437,0.067944154,0.057708263,0.041405905,0.034104515,0.08191897,ao-y9kK1Kn0
0.20327926,0.34533417,0.066160984,0.18181066,0.2157112,0.27445346,0.12180476,0.12531185,46VTR2Pnf7s
0.12807328,0.27077314,0.1395722,0.11708636,0.11501126,0.08023985,0.06332459,0.1339634,M2IHvB2GGEs
0.059867952,0.1789299,0.049370002,0.032402374,0.021767026,0.06655437,0.020963646,0.034903213,m3qms6mOhQE
0.75921226,0.376662,0.17786174,0.47821626,0.6906997,0.7279288,0.7007861,0.48371103,mt3V_jB2lNQ
0.24112248,0.57424027,0.107202716,0.19471799,0.3035994,0.00019538576,0.07011723,0.2586923,w6x6ymyjCi4
0.20016827,0.3720706,0.21047626,0.1018104,0.11961851,0.109487005,0.068918526,0.19031678,C0IoMCnVgHM
0.105528064,0.16060813,0.047239512,0.22672965,0.17006488,0.3716315,0.103539884,0.14313729,QQGWY_t7UMM
0.118045926,0.38439977,0.11528064,0.07233174,0.05081865,0.0727854,0.09279997,0.06969556,-CshWez8kbc
0.04827936,0.13577867,0.035278715,0.017836686,0.012720056,0.19424537,0.04543531,0.021354001,ZmBuIIyvqio
0.12842041,0.31164572,0.12549119,0.10321232,0.24265613,0.25774544,0.046465382,0.19976714,w6BFBLPgL2A
0.053781558,0.20333596,0.05006897,0.026284918,0.022270916,0.15718347,0.016173938,0.02950079,thvItYo6qEQ
0.13234396,0.47844467,0.10984269,0.06517764,0.05595221,0.32695153,0.047495455,0.082621194,k6hi_ljYY64
0.21390706,0.4399308,0.52534086,0.35934162,0.4839259,0.06415219,0.31661135,0.35690895,2sgBk2zQgHk
0.16347887,0.18868293,0.057142433,0.06089924,0.044369422,0.26441717,0.059328925,0.05403847,GK9CzbM9cFY
0.04211325,0.19227327,0.035874918,0.019121436,0.023600724,0.14626737,0.09065199,0.025892245,zWhfYxlh_Hc
0.1957656,0.35669315,0.1327519,0.12347301,0.14317933,0.026050627,0.038053125,0.19201113,Mmf1u1zWszc
0.8908898,0.35756406,0.21313082,0.4265827,0.47773784,0.44494176,0.52368855,0.51231617,o2SaN2fv6Gc
0.8521246,0.33415115,0.09562779,0.31179497,0.6475351,0.5680319,0.5810591,0.24773647,eY6N2emu8bQ
0.10711249,0.19963208,0.08018732,0.09515726,0.05822788,0.07347559,0.023803791,0.07912972,PUBtVWVta2U
0.37842557,0.4849949,0.7279946,0.6280458,0.63194853,0.8147743,0.5124461,0.69309914,YwjopTw6nlg
0.3382915,0.67954487,0.92006356,0.29235998,0.31569013,0.5680319,0.42750368,0.48465672,CxrRSZag8QY
0.13194142,0.18266293,0.057486605,0.1440551,0.21023376,0.23725253,0.092262976,0.16534421,g9OZyQCX8M0
0.061769456,0.27653688,0.024289574,0.019476779,0.018322796,0.4807001,0.1621016,0.009734683,D7ZFMWfGRv4
0.1328153,0.44055188,0.13609287,0.09639164,0.07338778,0.1720813,0.0034708022,0.076424524,-R0dd3q1no8
0.3243549,0.44621202,0.12875602,0.09854871,0.1176145,0.37925828,0.14283726,0.13701062,WE8Fdnb--r8
0.17365101,0.6053535,0.889941,0.12609674,0.1428703,0.215926,0.36325815,0.31446397,3thNf0JpfzI
0.075396396,0.3054991,0.050501004,0.13555439,0.45583558,0.27151778,0.1621016,0.16416882,jtsUzrGLbVc
0.16120957,0.3009065,0.07087089,0.17766644,0.13461377,0.1627396,0.111500904,0.08204321,TRXAshafcZ8
0.3965447,0.35514274,0.2298115,0.35845017,0.2840311,0.03710805,0.0053797434,0.37425593,DsrZClEsDGc
0.25714573,0.45758268,0.62785625,0.27207848,0.24190898,0.053683028,0.25447917,0.3270238,WPziKdW6uqo
0.050958894,0.23204023,0.054133132,0.03798213,0.09128108,0.2881884,0.045778666,0.08836008,68euzuCQc0E
0.2650032,0.44538516,0.07103333,0.16642322,0.4376183,0.7047994,0.46457416,0.13244419,k6i1T78SCxI
0.49857175,0.4588899,0.47033742,0.17931186,0.3386594,0.16958754,0.8393344,0.6529673,aXx0ANc4aTU
0.21253543,0.31653267,0.21513103,0.096591644,0.11666234,0.008266906,0.0063515683,0.2304451,Sno7PsXrXbU
0.19022377,0.34486583,0.2970135,0.15257446,0.25852326,0.14303173,0.11665283,0.41998398,JXqsEMIE9V4
0.21008445,0.4689853,0.10293739,0.15661672,0.34541503,0.04650974,0.13146462,0.2856487,8N8CxltWmgk
0.29072678,0.3550713,0.09760134,0.15627573,0.12889746,3.0870335e-05,0.27856,0.13669136,JcUKNFR9BQk
0.23719522,0.326356,0.06794892,0.11819748,0.09110477,0.62295103,0.34388447,0.051273357,7WuYvclTkHQ
0.17883089,0.6723555,0.33973137,0.111366704,0.099843435,0.040335175,0.0068374802,0.14869443,5z-to-bRolk
0.25955623,0.29539227,0.2341326,0.17392278,0.24562874,0.11749942,0.011592479,0.31079516,X49IUKt9CFk
0.31915215,0.34697995,0.23562269,0.23291266,0.11494141,0.054794118,0.065721996,0.14923613,LFLhJwJEMFE
0.29445034,0.37710756,0.19254006,0.14321384,0.15531917,0.010354915,0.015549194,0.26569936,XYUdS_3sdN0
0.30421752,0.4251544,0.23098898,0.18015996,0.28353295,0.05911245,0.31661135,0.2807108,sD7XDi1gO10
0.053970512,0.32882425,0.021550896,0.04927956,0.1125966,0.18018004,0.048525527,0.02884082,RLWVHCZ3j3M
0.35896084,0.44177452,0.23427005,0.6315565,0.567437,0.46156704,0.3490159,0.56107223,W8tZxuygoh4
0.40241897,0.4404175,0.778477,0.33061907,0.29102734,0.8602323,0.36553472,0.3510555,rTn8YuqW--w
0.82075685,0.44315872,0.37820387,0.2885176,0.3037544,0.30115393,0.38261065,0.43105888,JHniTFSIMWA
0.23047623,0.6727752,0.38091612,0.054575726,0.12729797,0.25452545,0.15918289,0.13224609,WdbVMCAUQaw
0.120565616,0.3235932,0.080296695,0.25516647,0.37344244,0.330249,0.21715863,0.17529443,1voy8XRmiOw
0.39083242,0.56661814,0.18258423,0.7413685,0.5786955,0.90887594,0.39206567,0.3589387,LlbpLYalX7g
0.23432153,0.33919686,0.12836033,0.74358875,0.56922513,0.7079002,0.34388447,0.26763806,vafgS0kvBMc
0.51153857,0.66993,0.84853876,0.56665087,0.5765713,0.15311971,0.23277332,0.69309914,lTTesY6nlP8
0.17845362,0.37672293,0.08685143,0.117231645,0.06178594,0.122915216,0.22989221,0.06048906,inJOsi9i_pQ
0.06574059,0.1620916,0.06294821,0.041827593,0.02186103,0.2026366,0.12309273,0.041908376,yNo_mz1iydw
0.26853383,0.2386174,0.08034504,0.08395213,0.08422034,0.18060489,0.015340946,0.11342267,1fMGFrCcd-Q
0.1593687,0.46820095,0.09128498,0.27823067,0.10092629,0.12370003,0.059328925,0.073672764,4GDIeEmTmRk
0.11260817,0.19679694,0.087913126,0.181144,0.07022462,0.2862496,0.3123962,0.10234637,QIrmoZs6Qzc
0.10451297,0.20783763,0.14375365,0.25764596,0.11302995,0.08874973,0.03461955,0.15084395,HFDOLTFySq8
0.4305496,0.6523866,0.34936047,0.26651573,0.12352939,0.16805476,0.0037658205,0.25706372,a9SZRzSDi1c
0.14427447,0.30820408,0.13126738,0.115057915,0.12541912,0.087000154,0.0471521,0.15205073,SrJC-9P-qnc
0.08120476,0.400939,0.049964096,0.05610609,0.052319366,0.28039345,0.044405237,0.037750296,XrVdmvxPe-8
0.28676593,0.26332578,0.110588595,0.07956561,0.07489432,0.43864152,0.2752517,0.07725347,Vrm3jxXAvsA
0.14648479,0.32897267,0.12604402,0.077731065,0.11075272,0.10918842,0.06612156,0.123457916,3awBcm4ii9k
0.0682414,0.27628553,0.040159438,0.042200077,0.03969177,0.038557462,0.036679696,0.034103833,iJLHSPVX6pU
0.26087418,0.31455767,0.13217191,0.1905044,0.21510272,0.69975466,0.036851373,0.16907296,tCcyPgvGA-w
0.15941028,0.33833063,0.14806487,0.0698884,0.0582202,0.09900425,0.005275619,0.098794825,XGAea6anKws
0.69800824,0.26425606,0.102185525,0.24528089,0.15943965,0.5680319,0.18450552,0.15728067,Ca9dKxCvyns
0.7606998,0.33048138,0.093119875,0.4208186,0.4277231,0.1780015,0.3897107,0.5090631,LguN19LoraA
0.19636613,0.52980876,0.12761578,0.0902402,0.06936373,0.00938047,0.013813793,0.0980044,NZiBE_9-4gc
0.2178261,0.283812,0.10987195,0.093198106,0.08157799,0.15028809,0.094410956,0.13649721,bEt-3KK5dzo
0.7656924,0.4958283,0.35786402,0.48571467,0.8453147,0.44798988,0.5818954,0.6595072,c0WD5vAe_D0
0.15594448,0.34122825,0.14369658,0.20643038,0.14581914,0.20023975,0.0035749264,0.14418441,53e2-yAt51U
0.13054034,0.30583805,0.14076053,0.09575026,0.058820028,0.45242083,0.000733207,0.10128449,b47cCTjLLSM
0.31865844,0.4158623,0.10752028,0.084617525,0.08548387,0.025314484,0.04165838,0.120836124,9IHVh4lplC0
0.05835482,0.27207714,0.05120002,0.029534537,0.027697828,0.38769865,0.34388447,0.03306385,WwndWEu040k
0.22935164,0.28441134,0.15167715,0.19983017,0.14291993,0.02426719,0.03616466,0.16848175,PIAzS1udO10
0.07210332,0.20562433,0.038859434,0.030857787,0.023182634,0.39701784,0.048868883,0.021444567,surPXPQRfew
0.23939483,0.5058682,0.090795144,0.07667288,0.10517169,0.42422593,0.44750816,0.056069892,5s4FBthVDNc
0.34797335,0.26979715,0.063710116,0.09526935,0.1029839,0.1519254,0.09333697,0.13206716,Vtj5L8-Cslg
0.10635025,0.2360781,0.08706089,0.0745386,0.056254443,0.15660985,0.21274342,0.07473099,_xWsH6XDFxQ
0.17659205,0.3956917,0.11893937,0.16984087,0.1702787,0.1401991,0.045778666,0.1621374,N4JiaTwHIDo
0.12838595,0.22852956,0.07045966,0.16698536,0.18542805,0.17815559,0.119228795,0.11971889,IShC-PUVrPo
0.56683034,0.28450993,0.05820032,0.20215265,0.093066275,0.25472984,0.1731117,0.09553167,PcStC3EJ24I
0.28983027,0.5059031,0.8478105,0.41002762,0.44623193,0.43875375,0.37083253,0.3920464,M0bAnFxe1Xw
0.29706573,0.36484125,0.14790289,0.2689907,0.2696129,0.10157289,0.03049926,0.25624827,8FyuhNCLuPg
0.15871228,0.22886395,0.04766708,0.1619024,0.14826535,0.07664917,0.20816301,0.104063615,mSNvR9Ct5Ac
0.05522701,0.20787652,0.05533246,0.15618879,0.089626245,0.02444919,0.11021292,0.08240821,1vtWJjr_hPM
0.14460507,0.32814935,0.16114464,0.09047574,0.10250109,0.1273018,0.012217224,0.13308443,5hJSAR9CVDs
0.1904209,0.24642175,0.050455276,0.14865215,0.03305552,0.0831125,0.049212243,0.08337701,W7w4n8j20_w
0.10611803,0.20004757,0.057076033,0.039001595,0.028385729,0.18006687,0.019297661,0.04924599,iSpJVS86KGA
0.07571371,0.2806554,0.07860116,0.12008368,0.5506014,0.3033121,0.50272423,0.2314432,Ld1Edn0xFyI
0.09883882,0.22993575,0.0949796,0.18452236,0.6281214,0.04901406,0.35642847,0.35826087,rsQPOkRXGJM
0.29315022,0.33489645,0.121333994,0.230644,0.30165043,0.20282732,0.1024659,0.15162909,AsKPbeXJ4ms
0.11935622,0.4651364,0.7407407,0.07498879,0.09998604,0.2781297,0.22687212,0.3488994,F4LUw2WmR_w
0.044465687,0.15716533,0.040515862,0.023794038,0.01837368,0.23083375,0.029125832,0.027075399,aGEpFYSALL4
0.13666382,0.2551515,0.04127127,0.019458467,0.022368472,0.082215324,0.014716201,0.032250088,GRaAgBcvyKw
0.058126446,0.25606272,0.048290335,0.06739953,0.06450525,0.4399349,0.029469188,0.055450592,gQwxhOG06ik
0.8072746,0.51910865,0.21923783,0.22964302,0.4482084,0.45339203,0.31629145,0.2971308,rqfjf9wuRwU
0.052844875,0.14566885,0.041785315,0.029463585,0.02185662,0.098237194,0.01527153,0.036248688,e9-SVvcmGoQ
0.13566384,0.19372922,0.05871517,0.06365606,0.07346759,0.372914,0.058130227,0.07056408,vQlK_JpLRnE
0.92843693,0.3785378,0.07368114,0.17148526,0.18832849,0.5720012,0.2889918,0.2527981,p74tjBgHBgw
0.04967218,0.20293687,0.070814855,0.0318012,0.035277773,0.16461913,0.02929751,0.049827084,R1LykYZc-pg
0.35398674,0.5103351,0.6102348,0.30611825,0.26389414,0.15143941,0.39230084,0.35243627,yLkFqA14KeI
0.39056432,0.6712539,0.8998427,0.25795233,0.35784578,0.078605324,0.03204437,0.80577105,uKyImIeBVPg
0.46012515,0.7818779,0.9000954,0.38636032,0.56516016,0.64822423,0.5835036,0.5138476,g2hXPaKgYCg
0.17970102,0.37673646,0.13873257,0.34504533,0.89455545,0.7080608,0.56268007,0.5823826,fuLZGS5mKMA
0.1914155,0.27304465,0.02953772,0.1910774,0.51226175,0.15732545,0.20522906,0.10643824,qJoxZY7vlqg
0.33151454,0.32256678,0.1332654,0.05045388,0.05831978,0.09093567,0.012772553,0.14706047,tb3QKd4q7Zw
0.104832426,0.2479446,0.081735894,0.048878286,0.03535736,0.10676056,0.0168681,0.075702295,70hruQka2gY
0.53090775,0.31647673,0.106669664,0.3025911,0.14049357,0.35258624,0.16413476,0.2265357,jB-gPwz5ULc
0.09010628,0.15874858,0.05057858,0.17865568,0.09804018,0.17690977,0.031185975,0.07120924,5IlsPDaepI8
0.7507451,0.49730188,0.2899982,0.2986526,0.4275019,0.85079104,0.44298556,0.3268394,iOCW7upXyTc
0.20884053,0.5339361,0.10408681,0.22343734,0.2984408,0.4297345,0.27359754,0.13395831,5mXdaRxnGkg
0.5602071,0.57357603,0.1596097,0.3364372,0.31701332,0.4652612,0.20009461,0.3206906,NfBCJylvo1s
0.41437832,0.51489264,0.32053337,0.20870842,0.2943255,0.04502504,0.015688026,0.31209266,rjop-va4V_M
0.0836883,0.18235862,0.054519333,0.04808418,0.038044587,0.08702804,0.020824814,0.049254816,9OrzGryYxGA
0.041641958,0.17583992,0.03144355,0.020884229,0.024979303,0.13214335,0.042001735,0.034092337,ktBbszmtGOo
0.06674579,0.18280311,0.052140873,0.035492457,0.024235489,0.27208182,0.05773066,0.03856006,2OrX0U4qwTM
0.76313615,0.5991713,0.8717239,0.6332842,0.60342085,0.8147743,0.44820568,0.69222456,gelWOrbrx_Q
0.10996294,0.28768852,0.08059821,0.11868818,0.14763059,0.07360818,0.030155903,0.12105632,xYasBZaEZOM
0.92843693,0.3032142,0.17450672,0.57260513,0.42420152,0.66881067,0.46621865,0.42960635,6f_n_BKKpq8
0.06446153,0.1629288,0.03303684,0.039346445,0.019200744,0.13342544,0.02792408,0.026467199,tHF2xE8OdRA
0.63539803,0.28768373,0.0751236,0.12834665,0.07928202,0.53648263,0.13476147,0.096936524,73uRSEPdFyA
0.13543391,0.27762875,0.09715659,0.09066438,0.09489356,0.18864077,0.019297661,0.10832911,oSXcwSNxc8w
0.069835514,0.23183729,0.049316112,0.11892277,0.2693145,0.34911555,0.1250247,0.09166568,F90mc_a58rY
0.35766906,0.55509675,0.24297501,0.24900517,0.14179395,0.02745638,0.019714156,0.22575368,llkwtOYXU9k
0.07965113,0.21747807,0.036338452,0.07116525,0.052318323,0.26239353,0.11536485,0.032834362,epbu3RgOx4Q
0.25660434,0.506343,0.18701221,0.17759922,0.11714543,0.15734519,0.06412373,0.096104614,7-2AEIL3aIE
0.20160502,0.21780083,0.09004049,0.110232756,0.08033396,0.56874883,0.3490159,0.08750349,PdKImTOezvs
0.24520604,0.525,0.10200423,0.16715007,0.12417333,0.08695702,0.16620636,0.09548278,yTKTOvg6nc4
0.048798952,0.16087012,0.034191508,0.022639357,0.014767859,0.17739935,0.028439116,0.024619063,Ww1yA4a6Sgk
0.07366756,0.19294919,0.048477314,0.063182995,0.04889349,0.24936138,0.1580154,0.057599116,CJBCKMBQ6ps
0.111512445,0.25536957,0.07367427,0.08095311,0.03964211,0.3225775,0.15859914,0.057444874,rract7SRTFA
0.23342629,0.29528975,0.12214403,0.104795724,0.059661716,0.10653178,0.085282035,0.07832895,GU93pdXY_HA
0.2817537,0.5167522,0.11125785,0.21564056,0.10969038,0.07773797,0.0789077,0.08376245,FZpmS5ox0bw
0.1117133,0.35695234,0.073336266,0.05084888,0.07442724,0.002538404,0.07690986,0.095516086,7DKqP1F5cVk
0.10368663,0.32184106,0.12487018,0.05938702,0.14288415,0.21727356,0.29855597,0.14040183,ZnXt-JiDwYg
0.13827398,0.30630824,0.0706089,0.05642707,0.039959095,0.17516989,0.046122026,0.059528142,Sinfo0j1VY8
0.4111482,0.37145215,0.16111858,0.17146964,0.1601203,0.32603586,0.094410956,0.1535282,29FQt7h22yI
0.77172047,0.35004497,0.15834777,0.34463352,0.28297096,0.5680319,0.19535941,0.22805905,6PLfyvhbXwE
0.07679954,0.44544882,0.089421645,0.039223395,0.033197075,0.17333429,0.047495455,0.02236161,0xggGnp2i9g
0.04747246,0.14812224,0.015254958,0.072127186,0.1944292,0.32159764,0.17661177,0.059528403,QqWFDAfCJIM
0.41833174,0.5580801,0.778477,0.40460694,0.46837443,0.43984836,0.43791756,0.62853587,tL8S1erKLjI
0.18771248,0.25295836,0.11440604,0.26827577,0.1635184,0.12977536,0.036336336,0.11966916,C49EF3WfUzY
0.15041073,0.2700843,0.040227216,0.12739727,0.10998428,0.29372075,0.06132676,0.06278904,qCD2-B4li6A
0.08997292,0.29145798,0.042050693,0.0402644,0.104104005,0.36422524,0.015132698,0.04176947,JUV5DCFs_sU
0.12692717,0.32633066,0.05287788,0.03768554,0.027194215,0.44292682,0.023460433,0.022181414,2EHcFx0AlZo
0.050702095,0.227945,0.044065647,0.028531851,0.026849044,0.12763226,0.013952625,0.034281895,CdBe5fL_GSE
0.21425776,0.40224218,0.15662038,0.15797566,0.19436486,0.038758032,0.1580154,0.14183079,QevQ5GzJysE
0.048798952,0.16087012,0.034191508,0.022639357,0.014767859,0.17739935,0.028439116,0.024619063,VSa3UJNG9no
0.4723065,0.43143517,0.32554182,0.3869426,0.2731799,0.033648692,0.5535644,0.24860258,eaCdYOjAyAo
0.12319459,0.2974944,0.08233328,0.20402274,0.1486059,0.21149686,0.15568043,0.07980164,gA33ZmYanIo
0.1833645,0.37621987,0.036147203,0.13874802,0.14281663,0.16484153,0.15626417,0.064498045,TSNR2v8BMbE
0.57917213,0.30562425,0.059143677,0.121244915,0.13502923,0.051813982,0.042001735,0.1374691,qWOGo3_LvwU
0.09121834,0.44466007,0.12363731,0.04312825,0.122095406,0.22897,0.0186035,0.06334498,0Tj7p8CKfbc
0.30737638,0.50547016,0.16188903,0.12822342,0.14260423,0.32849383,0.10956893,0.14301966,pThsrUAEQlY
0.10722612,0.33602986,0.13664304,0.103430815,0.21333435,0.31407174,0.0669207,0.17846382,5cnT5amf6Ys
0.062684774,0.16755727,0.043265183,0.035839397,0.030078355,0.21667878,0.07131593,0.03674218,N98VWRrFteo
0.122851655,0.23075163,0.14048347,0.105654575,0.14093293,0.17739935,0.03049926,0.20737527,BKaRU4DxaIY
0.14287454,0.21076846,0.035223506,0.10338716,0.026219158,0.11596046,0.05613239,0.031477474,DhuMo2M_AnA
0.1780024,0.50450367,0.18719158,0.07486503,0.050919715,0.15440233,0.055732824,0.14265181,N_yIeBGto4s
0.18560173,0.2693112,0.1308587,0.11998166,0.11124287,0.18217301,0.29855597,0.13936317,tQe2_DPHRIs
0.18155533,0.31567794,0.19989759,0.18888228,0.11759131,0.24038683,0.1609341,0.15483582,RLHDv6J5XPk
0.14287454,0.21076846,0.035223506,0.10338716,0.026219158,0.11596046,0.05613239,0.031477474,h38em8g48K0
0.34001774,0.30439538,0.05438059,0.07566443,0.09108177,0.4385045,0.20009461,0.057933517,KO4Wq8VoQkQ
