PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_TOXICITY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_THREAT,PERSPECTIVE_PROFANITY,video_id
0.1339043,0.06045061,0.067560546,0.14796531,0.025520578,0.37927988,0.23403384,0.10642722,GeIV21R_qkk
0.013875367,0.10592453,0.05417654,0.068737574,0.09709594,0.3888974,0.28320372,0.078377336,5Q6lqCbt4co
0.1536243,0.054532215,0.03604143,0.10251881,0.0027592878,0.4144838,0.15666021,0.055846523,lnxveWck6OA
0.25616753,0.04609189,0.030623076,0.11775355,0.033932835,0.3552259,0.10961091,0.050721213,kRcvJy2Jsc8
0.08835865,0.03961988,0.058364294,0.26079604,0.11536485,0.43718377,0.1641536,0.12709676,noaAva1VHBQ
0.22959335,0.050440684,0.0409285,0.06354532,0.13835071,0.3010964,0.14711286,0.042424712,PBYQ1j6CMwA
0.08826501,0.20916179,0.13380028,0.14026569,0.08850401,0.42949548,0.42085972,0.16515249,m1KWhHg8NgQ
0.4082076,0.11020703,0.18628725,0.10739438,0.04680874,0.41885057,0.4136868,0.2107133,awqGTNDixM0
0.13689837,0.045633707,0.07059327,0.06215048,0.22775516,0.36235476,0.09331236,0.034157813,9-yOlhSRNC8
0.13034728,0.082575426,0.06520746,0.14704727,0.09602194,0.6194002,0.18249282,0.10395606,cg9FTUG-OyA
0.27425504,0.12204078,0.11094247,0.15425684,0.12824467,0.49567324,0.18472458,0.2341709,kNlq-64r2vI
0.7079002,0.0403292,0.12703729,0.06341464,0.21980777,0.40283364,0.2522071,0.051293865,Tl8kF7Ipzak
0.00059894717,0.036931608,0.04490509,0.07696361,0.033761155,0.29670888,0.080400676,0.057270378,kTNfyr0IL_0
0.18732992,0.043248013,0.03548024,0.0824308,0.15130237,0.32210368,0.08657769,0.04411849,iJro31g0YOE
0.0967427,0.050690822,0.036573444,0.06614495,0.06372416,0.38326246,0.14550975,0.040943824,HtYwtd0IKLU
0.17142642,0.110843994,0.07038225,0.18104827,0.040971663,0.3116765,0.11399934,0.11227692,ZXYTNss8vg4
0.082456596,0.10474946,0.06939035,0.20320757,0.15042676,0.511742,0.17157356,0.16294126,ta8B4hgNT2s
0.17444317,0.019605128,0.010822463,0.025048774,0.060927194,0.24496557,0.045862116,0.013946025,LmxVsjCdT3o
0.23624273,0.15205836,0.07893961,0.17485529,0.030327583,0.3811556,0.13034405,0.09763526,GPd1J0kxP9Q
0.08194319,0.039090004,0.027254157,0.052241094,0.0017180471,0.2511657,0.26120684,0.049837783,rZLepZWRN1k
0.24949753,0.05701771,0.07308581,0.06322536,0.028610796,0.38017878,0.14513719,0.058082655,0M_Ju_mE3W4
0.43837813,0.054844696,0.16027638,0.05866373,0.23628397,0.22461757,0.07903181,0.10463068,KpqYNM2SnF8
0.28929937,0.060792264,0.060220942,0.10033581,0.06412373,0.24109985,0.10458077,0.088169076,mU0fj87uwwc
0.23355682,0.073420696,0.08254603,0.13794868,0.34388447,0.4572211,0.13122965,0.08383182,BBwvwYTLU2c
0.02266714,0.04437642,0.04002583,0.090897836,0.009509998,0.29362395,0.14347512,0.0548227,a6celRFLicA
0.07673878,0.07332458,0.055241346,0.13568851,0.0224908,0.321447,0.09060641,0.10296986,1QXxCEIk51A
0.36621407,0.07961081,0.12753253,0.14268725,0.05133759,0.3418157,0.31026053,0.257871,1TaPppu5cAk
0.082115695,0.07430692,0.050950617,0.055950075,0.02792408,0.43722567,0.29503545,0.03838399,FaljV3K9fuo
0.16772208,0.02361293,0.020558286,0.05239512,0.19141254,0.31645265,0.06165573,0.022615872,kWVfHE5gMpY
0.20160677,0.039159734,0.030965628,0.034143567,0.044405237,0.30270755,0.072234064,0.01858133,-ZqyCuxiEOs
0.07918805,0.2111402,0.24426532,0.30157912,0.022074303,0.50114703,0.36608043,0.35175005,PqUCkS8h290
0.117320314,0.036246896,0.03341696,0.0999475,0.15684792,0.28572753,0.113158345,0.052907288,jcYvNtP6pbs
0.1956868,0.03193406,0.035765816,0.15989298,0.020408317,0.32123536,0.07241108,0.060978137,MVeWUCtxqH0
0.36012068,0.12464389,0.21504839,0.20694797,0.21036349,0.49359563,0.42366242,0.37489736,zUbwZEiNd7E
0.3020572,0.15170993,0.14750038,0.15438212,0.07850813,0.46927455,0.40554893,0.23665518,eOct_kXKCFY
0.5501754,0.12090884,0.18553069,0.04366385,0.23101798,0.26731277,0.112900645,0.08017318,5BOI8_C9G0c
0.07659078,0.11687196,0.057984598,0.10460804,0.061726328,0.31768417,0.4827559,0.13849013,kkTUrA5CR98
0.13654138,0.10725384,0.111035004,0.10683098,0.22069082,0.33060145,0.15389475,0.15817426,knkP8E4KiSo
0.09416057,0.15745793,0.13705179,0.04732664,0.018325835,0.4608227,0.28039527,0.05274356,h8VngcF6_r8
0.021757228,0.22950503,0.20107087,0.18400122,0.0052409116,0.45827714,0.26961106,0.20820753,2nbC07WFLKM
0.25404534,0.1844864,0.12720072,0.1930294,0.03770977,0.38860542,0.27975225,0.14264363,uEnjcVPqLng
0.43595517,0.051557545,0.07147244,0.04203984,0.1731117,0.22497147,0.09606771,0.04793259,0eIiIFbBzV0
0.16351096,0.04086138,0.036793537,0.079869136,0.06771983,0.32765904,0.12963113,0.046394747,8xfhII0ytlw
0.10543841,0.13340299,0.13149123,0.18287352,0.12180476,0.5154549,0.5695728,0.14885491,Bmn-QiNrJM8
0.28765258,0.1293946,0.21822175,0.09786816,0.23628397,0.43661147,0.23978466,0.14324626,9nfDg2iTnL0
0.08092989,0.11841591,0.11529451,0.1334001,0.00315843,0.5145843,0.24940364,0.11392183,IgUrZuEg2jo
0.12439007,0.13611208,0.13197967,0.39052796,0.27690583,0.52642936,0.19630459,0.15048859,iuvfptmt62I
0.1147313,0.16989072,0.11062364,0.0437158,0.03204437,0.34488633,0.19390072,0.052634716,bMf9KC37Aig
0.3036661,0.027553981,0.013207439,0.027825775,0.0253489,0.25661182,0.19244796,0.01854807,4_jrETsWhVg
0.16431102,0.064663514,0.0739805,0.026279453,0.04543531,0.25808105,0.07010248,0.020347333,7bzm3k0unRU
0.23097587,0.03623813,0.027561318,0.050520416,0.012772553,0.2559398,0.1016387,0.03378583,Fo8ItCY2-o8
0.17236279,0.038501758,0.05396973,0.05697332,0.055732824,0.2578142,0.10965374,0.07312391,YomUQxHuis4
0.09426674,0.049716897,0.05564079,0.11269544,0.024490505,0.3405845,0.14723845,0.084492154,xmQyj8Y2S0s
0.18767698,0.119948,0.060240496,0.16215578,0.037194733,0.42199078,0.4212352,0.1320893,F4tqdAhahlo
0.12861374,0.036368366,0.026429841,0.06404375,0.007392809,0.17256242,0.05850304,0.069458164,PJTtRgS1Pzo
0.30897886,0.03542936,0.035836782,0.060435794,0.060527626,0.34465602,0.10884668,0.034752607,5UesfZqtnkg
0.18263863,0.06967804,0.072520465,0.08238289,0.07690986,0.440431,0.117409356,0.055288397,I78y6m5AO1s
0.27557775,0.028185766,0.016061427,0.07842527,0.10515087,0.26109087,0.10405228,0.029533312,MqvsunRQU_w
0.085948855,0.11184188,0.08196075,0.0900441,0.02397547,0.35044864,0.24450018,0.15866154,q8tF5CRLDs4
0.25654262,0.11607327,0.054293033,0.042246506,0.021657806,0.2827878,0.40256605,0.054919835,4vIh0iFSP_E
0.44413254,0.04020493,0.044412028,0.06644789,0.032387726,0.41126233,0.1480386,0.07297853,M6Yc6BSBRgg
0.29968318,0.2961638,0.3069384,0.20303138,0.042001735,0.45944515,0.46582478,0.26394928,HD6q5t-KwCs
0.40730354,0.12407951,0.17574501,0.11893189,0.07251463,0.43528166,0.24349903,0.12187557,5BkQyBUlTRE
0.25170305,0.09291222,0.0801469,0.20315836,0.08635602,0.44534627,0.18258047,0.17880818,QUeym9J2yBE
0.08379004,0.1383187,0.10727756,0.18105385,0.016382186,0.3847422,0.51615906,0.20412263,k-aWoSaV_rs
0.107682236,0.017894324,0.018286724,0.037109718,0.02397547,0.32826418,0.112521745,0.021879008,Rc9Q231ljb4
0.2234088,0.04463408,0.020886222,0.036197923,0.042001735,0.2770556,0.062840976,0.02543602,830FCyUrWMQ
0.29315284,0.035209324,0.02455453,0.039954904,0.031357653,0.2169219,0.07748973,0.03446722,26Ed7miLYFQ
0.32971385,0.13677585,0.08751548,0.068034336,0.11536485,0.22920756,0.20322181,0.08408799,no6omi7K3QY
0.14556818,0.073562205,0.028127993,0.033571687,0.052136723,0.2601197,0.11247925,0.03339644,SxNOqILP_Sg
0.15513194,0.34402496,0.17670368,0.18183413,0.10892494,0.4878326,0.46566224,0.2111887,Eb0BvnoxTwA
0.14186029,0.021069976,0.019219212,0.025594175,0.016382186,0.23458013,0.07516471,0.015902681,0GhD0j3klm8
0.18248662,0.10526195,0.05406181,0.08083883,0.03616466,0.25152394,0.12126878,0.09023548,7VZPPkT8cVk
0.06764925,0.08860935,0.1167373,0.13714208,0.0044773347,0.4091074,0.12751831,0.13120516,IjTuDafx9k8
0.1030553,0.1340709,0.06323969,0.045075428,0.053335425,0.33074555,0.23517375,0.05428005,5O1gAphMK-Q
0.036335547,0.12295719,0.1498212,0.16740935,0.004373211,0.5613379,0.21018724,0.13303736,TKDGxJ699a8
0.15166916,0.14825402,0.08224836,0.05348398,0.038911518,0.28411523,0.14055458,0.055788666,iWbiR_1v3ac
0.110322796,0.10278828,0.13212754,0.16528529,0.06132676,0.47428757,0.26116377,0.14497048,hL5W7xWdFGQ
0.29585668,0.03240273,0.031625807,0.029596137,0.031357653,0.32316387,0.07632613,0.021983068,Yt85bMUdgbw
0.26180708,0.050013836,0.0800771,0.09332296,0.032387726,0.33736238,0.09215443,0.12904677,oWDBgcx-3C8
0.28518862,0.05352208,0.03968465,0.05571371,0.043031808,0.17670695,0.09149595,0.046320554,ePe75Zyw1CU
0.16200663,0.028450942,0.037224468,0.05688847,0.024662184,0.49194747,0.093624204,0.026295552,_np46zSqA3I
0.024032202,0.03597098,0.044284746,0.05452283,0.11021292,0.25031275,0.25808185,0.07339982,N8MFXnyLK5o
0.32991707,0.061366737,0.034843918,0.07418885,0.02262963,0.269641,0.115152866,0.0604764,_tQXRhCJF3Q
0.2938044,0.053207647,0.07170397,0.045505673,0.08581903,0.36379915,0.15443419,0.03368818,6L4HKRnd16E
0.4427788,0.10111758,0.045348972,0.060436822,0.0037311125,0.3312552,0.09860646,0.04038356,f2W47Fae4zc
0.13160221,0.07220522,0.047823228,0.083627075,0.018881164,0.32601258,0.19265294,0.06121504,PzXJOnnuURM
0.04232358,0.15512297,0.10657335,0.13399224,0.09118898,0.356651,0.65436447,0.15073505,KDMjjMpNWTc
0.17954503,0.025427697,0.03230308,0.035588246,0.036508016,0.2714291,0.24635208,0.052819524,4aH2gJq1Iys
0.10147856,0.032783445,0.027421752,0.049563516,0.049898956,0.23349667,0.09302655,0.03806816,shoIp5la67Y
0.12129021,0.14230612,0.12968266,0.14131641,0.14283726,0.46564206,0.22327171,0.1384274,PZO56oj887k
0.10917753,0.046327285,0.04943554,0.068568066,0.0072539765,0.2554358,0.12800077,0.065719046,scJMnySTWUI
0.031893976,0.05385146,0.037358675,0.08289505,0.07131593,0.36793768,0.16539694,0.0578556,HMAl0x14SI4
0.1787661,0.0837022,0.11620622,0.17840064,0.09387396,0.44095314,0.14405148,0.12365614,imsbwDeFLNk
0.2804273,0.050976165,0.03382155,0.06702012,0.074912034,0.28192604,0.11039928,0.041156635,S07xZ63mgqQ
0.043175068,0.068744674,0.082907066,0.06087857,0.05373499,0.38453415,0.21120517,0.08489547,cEQGB27QgqQ
0.25814268,0.05642134,0.055682126,0.09522741,0.077709,0.3098914,0.12191847,0.07674973,WctXNrpxFIE
0.26398823,0.22942083,0.40774795,0.37157974,0.30788645,0.509498,0.32461926,0.31388518,01zC-SV2Iq4
0.07519517,0.1309963,0.10054979,0.119963035,0.010620655,0.45128125,0.22146834,0.096574515,5Xl8K_nDzqM
0.37442446,0.07362212,0.124461554,0.13394253,0.026207292,0.4831659,0.29104292,0.19884464,kaVy_O-YNjI
0.2959821,0.20972322,0.292587,0.48846176,0.22598907,0.57406604,0.41726547,0.4979848,Vp1_JfJzaMM
0.08111557,0.08411546,0.06909821,0.08842559,0.06332459,0.3547046,0.12947686,0.06839307,-NDmukt4HvU
0.26153472,0.057562955,0.051072456,0.05275241,0.057331093,0.35459208,0.080038875,0.031764504,LqJyavKfF0s
0.1080801,0.05139477,0.042812396,0.04744335,0.02637897,0.2327651,0.0848528,0.06634063,RdEmWVCJQs8
0.7418105,0.03425964,0.034435444,0.071368985,0.0358213,0.32546383,0.08262425,0.047842637,lGlWmT_OENU
0.020659283,0.06592714,0.094629705,0.051980734,0.0334178,0.24253769,0.2822967,0.05874795,8wpdAEBLT0o
0.32625955,0.098475404,0.051614948,0.19060731,0.04818217,0.36424118,0.33124942,0.09237356,9cTLx9H2fHk
0.11090513,0.17450118,0.062588364,0.047087893,0.047495455,0.31084448,0.1133257,0.044081222,Zt1ZhuveamI
0.07588715,0.065889254,0.02594659,0.098893054,0.035477944,0.42540032,0.16614987,0.08105878,HJJZJR1qG6g
0.3879991,0.053039473,0.05585035,0.04001324,0.34684154,0.22231255,0.09488916,0.042889938,A16UNfxkmLU
0.4465494,0.20024201,0.21378146,0.16768587,0.024490505,0.35137448,0.36739504,0.30864662,QWXyZThOXPI
0.5424375,0.10155096,0.22848707,0.07232415,0.3544517,0.5073979,0.15629734,0.087236345,NS540i_RlGA
0.1630002,0.053818356,0.04092387,0.030051785,0.09172598,0.3064576,0.14444803,0.024790864,HQdGdN6cXVw
0.21867034,0.05172318,0.040343966,0.060162827,0.02929751,0.34159097,0.14648473,0.044642597,xK8bLMf-K2o
0.24106331,0.08126944,0.08137609,0.093170986,0.0087811295,0.24511276,0.13354664,0.108713284,ajN9qAPap1Q
0.36719406,0.04024113,0.02859771,0.09628088,0.019297661,0.36330405,0.29778424,0.04905601,OzVwEo1bEbY
0.36552182,0.055788603,0.03549473,0.07619327,0.040284947,0.27072856,0.11140342,0.05115962,UMpINH7UrYo
0.09377865,0.16933548,0.13686852,0.16200297,0.023288755,0.43726274,0.23338494,0.16087054,wgdi7ji2C60
0.1598198,0.03577689,0.020447213,0.03386609,0.019019997,0.30373806,0.24353099,0.025480745,2N_AY3E51eA
0.42009202,0.08072479,0.052211568,0.0869107,0.051737156,0.37360474,0.39289352,0.08233911,kBMohasoehI
0.40654767,0.12036659,0.13512495,0.17404816,0.36211988,0.3614509,0.16993505,0.12372788,CtN_WAB2egk
0.10056146,0.024136806,0.025584752,0.070629664,0.055333257,0.33879906,0.104388915,0.035027284,UoBar15rwPI
0.063872,0.08891222,0.059030205,0.08510437,0.048868883,0.3575228,0.19086325,0.10532669,m3dUV-V_yyo
0.14167032,0.02309982,0.041437358,0.0535938,0.00999591,0.35504684,0.16132382,0.07826713,Jj1MVI0nPUg
0.18723655,0.10960659,0.073136635,0.13386911,0.38874862,0.25351846,0.29556558,0.11485243,Wq7KrPaU8Lk
0.18633711,0.022795154,0.015511275,0.031319898,0.062925026,0.34487885,0.07478018,0.0153810475,zKA1CCmImu4
0.36331725,0.09206217,0.0919723,0.11770297,0.06012806,0.29410294,0.14226583,0.11627084,Jhmok_dL43w
0.36650622,0.14293677,0.23833391,0.27360365,0.2885035,0.39808196,0.17401902,0.20641367,W_fSLYOf4Lg
0.14496952,0.11140263,0.113006376,0.0821834,0.09655894,0.39530152,0.1591232,0.066539384,QVDPzXCaV3s
0.03453892,0.048848577,0.038260087,0.043917272,0.015826859,0.31004885,0.100932635,0.033430375,9Gvmzn9ZCo0
0.19790716,0.06662364,0.030642804,0.026793852,0.01263372,0.23738757,0.20241144,0.025848344,AprHsKAuHU4
0.010277659,0.09143832,0.061071374,0.12359473,0.027409043,0.34726015,0.31716394,0.0819965,HgatZRekc_8
0.05010008,0.027118739,0.023137953,0.044495128,0.0072539765,0.2963747,0.073631994,0.02448993,jnBHRIHoB90
0.27183425,0.051716108,0.049456973,0.115396276,0.053335425,0.46040347,0.08186199,0.10190998,rphrOcgft90
0.021362608,0.13498747,0.06327252,0.07141419,0.09333697,0.3536225,0.28263283,0.08991127,i_c41nMnLRc
0.40200496,0.09092436,0.055146728,0.05740479,0.080905534,0.35085788,0.143629,0.04894364,DybLJNAQLjw
0.19095665,0.14926231,0.13447408,0.09285527,0.1019289,0.41857064,0.1425751,0.12860648,l9hbZJk9Avg
0.18996759,0.13480932,0.110200815,0.043934956,0.111500904,0.3978983,0.32769567,0.04543888,-dFc1ndRl0w
0.11002742,0.15435179,0.10823729,0.048822016,0.045091953,0.29108086,0.22498827,0.084113576,ETqcGOcbGm4
0.22485505,0.05070015,0.069377705,0.06037323,0.18253209,0.543648,0.099182196,0.040108908,DAHP1GUmF2M
0.11980517,0.17499052,0.13423069,0.2991164,0.02809576,0.62211955,0.28790674,0.16888152,yjh7x4dZ7Ww
0.11315013,0.034386236,0.02044456,0.04158679,0.13386416,0.24066134,0.066056885,0.026916848,dGxhYWqd_Nc
0.14126511,0.045254,0.035652038,0.051823456,0.043031808,0.29381993,0.104480386,0.034605023,nrFFgUXNoZQ
0.47165072,0.11305954,0.212599,0.12484017,0.026722329,0.43904397,0.2032422,0.14560023,--3r5wDvPKc
0.17924798,0.30931497,0.24406394,0.36981773,0.009440582,0.6705264,0.42018938,0.32707134,eLyrhz7zEAs
0.10965279,0.026202269,0.020762343,0.06526406,0.018048171,0.17417145,0.045795947,0.06247038,ynHcDUiY95E
0.23373543,0.06721394,0.1159075,0.07357724,0.058929358,0.40664515,0.06355247,0.06067808,WfXU4bcsRUs
0.28133377,0.053382844,0.0456648,0.09092612,0.14866976,0.2238495,0.1255472,0.07930124,0UMVZzkl3tI
0.04352152,0.113452934,0.122114055,0.13987127,0.0070804367,0.38598776,0.15106478,0.12770706,_dv3ByPU390
0.6638168,0.04842794,0.032064155,0.02476935,0.15042676,0.347439,0.06318321,0.016897902,PD_OXjqCRwU
0.30884603,0.045523055,0.047640894,0.039853673,0.04783881,0.26698604,0.07424274,0.036245607,yDsSTlMHBw4
0.10966089,0.061778173,0.083118156,0.03692016,0.22422299,0.2973888,0.14334637,0.052430052,F4UAjbpCe80
0.38423696,0.049158383,0.048731733,0.042996094,0.02929751,0.39393175,0.09860538,0.033744898,9bIiOvTpo-s
0.47747046,0.1047314,0.13298859,0.41547918,0.37083253,0.5396761,0.54384017,0.25937432,yYkRX7HtyfU
0.06581315,0.025105499,0.014171451,0.019280847,0.04268845,0.18194593,0.050332755,0.015193804,OVWIkAVV50A
0.16163589,0.061380293,0.06398505,0.07391669,0.013119632,0.36476287,0.11936142,0.062265415,oHUBu_AacLw
0.290971,0.13081542,0.11009956,0.044271532,0.18450552,0.32005766,0.15300472,0.07560703,pIZipAV4Gjs
0.26439282,0.026207328,0.018021166,0.054987554,0.036679696,0.41284034,0.060866736,0.024213804,Uq_qQwrP8w4
0.13157073,0.27244312,0.29454166,0.2841104,0.08290337,0.497158,0.4485627,0.39674518,PGMgX3P-30g
0.0052501042,0.22773346,0.22315897,0.17851225,0.008642297,0.5527545,0.3726628,0.20171273,-Zj9V9FBuMs
0.4234454,0.23486383,0.27542475,0.27270103,0.03599298,0.55332625,0.31471857,0.3097606,t16tsAzz6QA
0.12825376,0.11302407,0.059952963,0.0705928,0.048525527,0.27435085,0.10073333,0.077513285,-FqUUoEQYfw
0.07156566,0.11475245,0.123626806,0.038305387,0.008885254,0.25365296,0.6691253,0.14433253,TY48r6LlWTs
0.021398941,0.09225418,0.10983018,0.109782256,0.07451247,0.35493535,0.3677526,0.14652334,vCEu2CMaHcQ
0.27463204,0.04171369,0.11983303,0.110681765,0.011800728,0.35870966,0.23645082,0.18773311,7x1Cksy6o4o
0.02048498,0.09354608,0.08544051,0.13530557,0.001639954,0.31126633,0.41232356,0.12712015,yZKcTsKvH3w
0.17885394,0.02465128,0.022114543,0.038033705,0.018187003,0.18951064,0.06824095,0.027551008,ZFCMoOAlNZw
0.18193781,0.03921676,0.03086348,0.058069028,0.052136723,0.21571927,0.17778589,0.04238057,F3zBWPEPGvg
0.080400795,0.19929275,0.14401875,0.09184693,0.029640866,0.39467165,0.3709385,0.106286585,5_G-e6FmJc8
0.1310215,0.11966371,0.13246368,0.15988553,0.007531641,0.44170108,0.19730565,0.15607265,pETvSza9qQs
0.20961624,0.041549478,0.023837794,0.061858963,0.017631676,0.45052552,0.17391708,0.033164587,6BGrP-kI50U
0.084041,0.19938362,0.17698988,0.19342367,0.028782474,0.37924686,0.5753814,0.24903007,sM62v1pDk6k
0.012768523,0.0911424,0.0477017,0.082451664,0.094410956,0.24515449,0.54524326,0.08384486,hAI_dZdnYEc
0.16641456,0.114686415,0.062263142,0.07430989,0.04543531,0.27768275,0.10449174,0.080447435,ZKmwU4jyZCw
0.053437717,0.10884305,0.03823031,0.047357477,0.090114996,0.40898424,0.23574857,0.039214917,OBmNCoXbl7M
0.30928987,0.046493735,0.03968096,0.030490471,0.09279997,0.29049966,0.08426596,0.018938841,dItyv0ImNyQ
0.18751232,0.2481357,0.35403976,0.1783542,0.4458971,0.45512146,0.8467085,0.30799896,Yiul6QQpDJQ
0.041669406,0.2827809,0.15682092,0.18470106,0.0012841969,0.413965,0.61037034,0.14673337,7qFgUbx7En0
0.027497325,0.2367616,0.22635533,0.3413292,0.0070457286,0.49826384,0.3783964,0.24715737,QaikjYrqsVs
0.09802661,0.09456293,0.067030534,0.10453661,0.0813051,0.32198352,0.107042,0.065211765,vwUxbmL-FAY
0.1629964,0.054192726,0.04634841,0.05905788,0.017423427,0.37738338,0.11618498,0.043952703,srwGZthFem4
0.18074624,0.111163795,0.059039183,0.07939482,0.04268845,0.34923556,0.17620295,0.077309884,Q7aG0NzaVp8
0.16612342,0.07016923,0.11198126,0.119221784,0.015757442,0.46681938,0.2453712,0.13605843,1GrsVmwwPAg
0.020491596,0.17012481,0.1532746,0.4210246,0.0016659851,0.52515364,0.36530876,0.23458867,IdbD8YdIiHA
0.3650275,0.060750082,0.08142533,0.0931294,0.18549223,0.35567576,0.45023474,0.11800307,Mhce4AkmJ_o
0.38961485,0.042105265,0.034668706,0.043007188,0.030327583,0.21654138,0.036584005,0.024042297,KrQsxdWg0yI
0.18050463,0.07423834,0.070491664,0.1787569,0.18450552,0.4801775,0.22854327,0.10388573,ciBQNgqUgL4
0.026055006,0.19745564,0.060571514,0.09574494,0.040628307,0.449053,0.43611836,0.083151214,LN00505FIdI
0.01840238,0.12706722,0.1961065,0.312485,0.008399341,0.54615605,0.3267542,0.25390232,LN1B7R2uTmU
0.20361397,0.2018886,0.11531546,0.101644725,0.067320265,0.36193216,0.20200042,0.11689592,RYpISbP2HBs
0.14743263,0.18168075,0.23743173,0.19651216,0.23803931,0.4151194,0.22658622,0.1991546,CS5zKed17eQ
0.129731,0.019481858,0.03457752,0.017245585,0.02655065,0.138987,0.034183376,0.019011548,FCUBeQGrWhg
0.47089854,0.043428533,0.03083959,0.031315487,0.074912034,0.22587602,0.09392797,0.027041435,CuUvduZ9cuk
0.15112358,0.025597015,0.040295236,0.054949675,0.0017267241,0.3712662,0.2100219,0.033423297,PvzJjNLhp28
0.013139281,0.035224706,0.045180846,0.025285106,0.05773066,0.16074778,0.10843761,0.040324993,b-_FjLue0xE
0.0313327,0.033518154,0.03002498,0.051282603,0.004581459,0.2834098,0.08937845,0.032800976,Yuk9hzTOgw4
0.15111798,0.010532174,0.011171665,0.030801976,0.023460433,0.31659287,0.10152354,0.011594727,hOWTOE5Igew
0.14558867,0.11626966,0.121531434,0.1363274,0.0072539765,0.49016953,0.18539806,0.09867456,Ovu60TVyW_k
0.181178,0.03766975,0.030142847,0.07607305,0.028439116,0.34225538,0.11462224,0.039275434,acUMOBT-UuY
0.13887654,0.026397334,0.019262843,0.04063259,0.03856816,0.21014328,0.09023661,0.02909965,mU9XnZtJFFI
0.19537413,0.102662325,0.14020559,0.3790907,0.09494796,0.47855964,0.24286781,0.2811717,D3CWY61Fjgg
0.010210183,0.05453377,0.026311537,0.06815483,0.010759487,0.2594627,0.075583905,0.06668028,j-Np-E4Bcws
0.28736228,0.04408042,0.03658555,0.06384516,0.034791227,0.22141258,0.10800947,0.05708254,OPwvcLAvTME
0.06683813,0.17207302,0.10414521,0.050628815,0.1835188,0.28076926,0.15511556,0.07452422,jggCQOqB7dE
0.1668819,0.13298897,0.22023386,0.3358615,0.16482529,0.43436313,0.30549738,0.42812884,hOqLC8g61HU
0.12451855,0.06407975,0.0663345,0.1500048,0.03187269,0.3459913,0.32938063,0.13517298,CaQlB1WO6oI
0.047032345,0.0515606,0.061338793,0.04467126,0.060927194,0.25445497,0.10825147,0.046973944,X89JWdJXGiQ
0.041719314,0.15473482,0.13307016,0.063860916,0.19535941,0.23666777,0.40497208,0.10187108,A9HjLUFhY1E
0.17251746,0.16423686,0.339755,0.091168165,0.13879937,0.35969514,0.20526023,0.15723027,xVa3DAQcVTM
0.18297371,0.12939824,0.18175028,0.2776667,0.001570538,0.42468053,0.23169816,0.25670233,SAe75QJubAc
0.1112714,0.02921441,0.031997733,0.05691851,0.036508016,0.30279356,0.08249969,0.06651284,Dck4cLm0NDg
0.0069260253,0.2421512,0.5645149,0.15332823,0.20522906,0.39932534,0.29524997,0.37558794,r2UiZRbhYYE
0.014052699,0.07200861,0.0766373,0.08745662,0.004754999,0.3008182,0.10315348,0.07908629,Mx9jbLVFKjk
0.09312658,0.10416701,0.122711375,0.15889649,0.0053103273,0.35689822,0.1636997,0.15869196,KlfmqJolTxA
0.18627085,0.14060724,0.14578731,0.18821278,0.00843405,0.53188735,0.25032935,0.14087956,N9GBw1tFdzU
0.15717107,0.024689624,0.019827414,0.040608726,0.08050597,0.22616403,0.08092022,0.03048635,_yfTi4Uy7HE
0.281524,0.33985844,0.29180065,0.1293174,0.14597784,0.40208817,0.49589193,0.15622132,5hpjdb5QPFM
0.5680319,0.20143892,0.29261878,0.30995935,0.13969667,0.50511026,0.25784606,0.32312813,cHk7QvNE8vo
0.06683813,0.17207302,0.10414521,0.050628815,0.1835188,0.28076926,0.15511556,0.07452422,70aIAoKbI5U
0.03802586,0.055452283,0.073937416,0.05287464,0.05413456,0.30474642,0.23962943,0.089286804,KXIK-So0H78
0.014706431,0.037257995,0.025113415,0.04233485,0.016243355,0.37074876,0.14448172,0.03529219,5euXdbop-ZU
0.25990635,0.14961264,0.09692229,0.07699064,0.09172598,0.37671986,0.26548338,0.067469634,wcKnJzj759A
0.023809886,0.08597952,0.090574145,0.23933306,0.0020824813,0.58999395,0.26953578,0.12474934,Bto-kkpjfoM
0.18034759,0.06556607,0.059654135,0.115278795,0.08170467,0.4315687,0.14181063,0.062173303,0PnrHtF0_XQ
0.25279212,0.06727792,0.04525319,0.049840614,0.0801064,0.22100052,0.119820066,0.04632591,YUv0dBjsfD0
0.12780441,0.064466156,0.048605707,0.048013568,0.14687516,0.32510608,0.16456053,0.045062803,BSoyD1XCwAY
0.18779494,0.05597077,0.07009618,0.08074586,0.06612156,0.4534373,0.13341676,0.05416093,miV3sJsptk0
0.28587604,0.09770074,0.07141356,0.13237906,0.031014297,0.44173625,0.11687592,0.08413069,RhlWBVMsV_Y
0.29885182,0.12497934,0.14965817,0.14092639,0.08050597,0.3150747,0.29835144,0.28454563,i5CaGIUkjxw
0.061263233,0.15054941,0.096617796,0.057586856,0.013605545,0.30297658,0.45785934,0.0850338,-3JRCJ-lh5k
0.44151038,0.05974918,0.12532626,0.06958419,0.023803791,0.49803132,0.13293494,0.06829646,7Wtfkl-g-VE
0.19647615,0.024978343,0.022012537,0.044173364,0.09118898,0.22915848,0.078507766,0.03520736,BKoaIo8Rqp4
