PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_THREAT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_PROFANITY,PERSPECTIVE_INSULT,video_id
0.0332668,0.011731312,0.08969632,0.23958428,0.10826903,0.09206801,0.06116795,0.028733997,63QY0Coq0wA
0.19879927,0.22979778,0.17588805,0.29579973,0.44883472,0.055370223,0.113414824,0.43583542,-6FNOekfn_A
0.17674308,0.10699297,0.28106338,0.45563707,0.26512033,0.19147937,0.18502434,0.1393797,nT0u6tSeAig
0.09205451,0.1550967,0.18631153,0.22745532,0.1784492,0.063112795,0.09231568,0.08220038,fjiwOpwy1m4
0.11606974,0.10828095,0.17555249,0.30745068,0.5991765,0.07637957,0.07565912,0.11050612,Uh2Dn-wNdY4
0.11579446,0.052136723,0.11941035,0.34155658,0.15368524,0.17507793,0.13346589,0.12150858,lGhI8ac4JdA
0.06577828,0.0016833391,0.1565406,0.3892423,0.065114416,0.12621725,0.09170464,0.055049878,UEoIsBrYua0
0.121836044,0.024318827,0.027261175,0.22575675,0.49510148,0.031436104,0.034976255,0.028449325,Fvwqt6Govy0
0.098766916,0.06252546,0.11964665,0.260419,0.17124397,0.076547906,0.08417516,0.117073745,OlOeZGk0MoM
0.0586236,0.04165838,0.3472983,0.41612652,0.23034768,0.07162401,0.051106498,0.060128603,3dVvNC-r5P8
0.08451135,0.05852979,0.120257735,0.28795275,0.26413807,0.13660268,0.10951253,0.07761003,Sd9up1Lw5T8
0.037562024,0.0033666783,0.09105894,0.25801188,0.06125649,0.0579234,0.042559344,0.019779604,Ge9_a-2R4_s
0.03202318,0.0064209844,0.0645998,0.43161678,0.16181499,0.049811948,0.03155589,0.017928382,A5JMoZ43NSg
0.038439844,0.059728492,0.059245154,0.26603046,0.175532,0.03380621,0.03790672,0.09837589,OqnkHrtMb9Q
0.118243344,0.06931809,0.25901067,0.45811754,0.21542448,0.16124251,0.106788896,0.064308785,fx5bjj33SrQ
0.0053377496,0.022351967,0.02222337,0.21941656,0.20898105,0.04435657,0.012917871,0.013684099,tj1Hxmd55ys
0.06410416,0.1256687,0.09526324,0.41768745,0.7279288,0.054874633,0.08708561,0.13627724,HlgEi-XRkFs
0.17202118,0.14508054,0.59834605,0.35586858,0.3689027,0.20562394,0.2507395,0.15335557,WYd4ebub7tU
0.10869703,0.021102477,0.24100478,0.336497,0.14610393,0.16937545,0.13336334,0.056078084,RH4EdCReNyA
0.06543132,0.011175984,0.2590453,0.33065805,0.1585028,0.08280711,0.061547257,0.041376233,k93ozoL9nrA
0.21792708,0.043375164,0.110914685,0.28906003,0.49566266,0.08141237,0.07527897,0.12103346,E54mmOIowt8
0.3996891,0.41807786,0.5910135,0.44843668,0.29056764,0.12874196,0.27393854,0.5360573,wUIJZsR-lAk
0.045635227,0.06332459,0.046549708,0.33235306,0.44578195,0.066358134,0.039781276,0.07573582,kbAxY0MWNho
0.09829132,0.026035614,0.2431023,0.33580914,0.38324663,0.14682738,0.13419022,0.11311811,wbmQIqhvs24
0.24940872,0.44805592,0.13508956,0.37548175,0.37550336,0.19386365,0.86226,0.60392714,xKlj_b3h_iM
0.26201695,0.043718524,0.13249032,0.2937527,0.63070303,0.10641316,0.08720936,0.15531537,ph5xcj0pF28
0.28575003,0.2752517,0.34573403,0.3837494,0.20808467,0.12776478,0.17034163,0.40847385,-Wy0XLgzijM
0.49110863,0.456592,0.46321815,0.45769507,0.1408688,0.19222276,0.44039145,0.69810885,VWvGpwqeqJ8
0.0644204,0.011037151,0.28802866,0.33191484,0.17757083,0.07508874,0.06276331,0.04265608,nJI8jft0yGM
0.04797644,0.1250247,0.065344706,0.2124601,0.39596447,0.02575099,0.02773636,0.059307616,ausoh13e_Ck
0.0742881,0.0129808,0.13482189,0.40950972,0.07428048,0.14224327,0.08527921,0.07248482,00omGqjfigw
0.052647017,0.017145762,0.17523882,0.2630788,0.115780324,0.13443723,0.07947064,0.024969354,Xl99-hBQpQQ
0.11228838,0.047495455,0.08519131,0.42075217,0.3572274,0.10394685,0.114938684,0.21034376,oLQKD2WMav4
0.101466045,0.061726328,0.12332644,0.39038485,0.12158771,0.17530888,0.1239349,0.11618553,WVLDhT-nDO4
0.057466492,0.02054715,0.10124748,0.28704405,0.128489,0.020000523,0.0140985595,0.02461633,c6LX2BpO_IM
0.01658891,0.070516795,0.032803226,0.19942221,0.24888624,0.023541085,0.014798755,0.07303198,F5tCPNEIb48
0.2636674,0.355017,0.3673525,0.48353097,0.161645,0.1141654,0.16040394,0.2622821,6SJDSEsZQuQ
0.15596807,0.06652113,0.38906404,0.37459642,0.30559313,0.11532326,0.09899813,0.114729606,cTRmHmRUZGM
0.08012749,0.028267438,0.14262423,0.3449305,0.32526246,0.08544127,0.059170578,0.04587463,UaV1epLTwY8
0.11829338,0.42390585,0.17300974,0.37293845,0.34830385,0.10091994,0.13040306,0.20434976,j9UKonsLvAA
0.27595636,0.09924392,0.18716356,0.2487662,0.13814777,0.15139021,0.16892965,0.16201793,b8ROBELtymc
0.07173881,0.014438537,0.08037003,0.29229903,0.18922934,0.064665034,0.05301926,0.05339887,7DJWBsKRFlk
0.018826049,0.026894007,0.03019839,0.22803834,0.19496182,0.024505666,0.015234679,0.01583593,v_eOl9dwa_w
0.12823579,0.103539884,0.1956499,0.24595849,0.36038607,0.1064121,0.116738684,0.17939815,oyENy_QrEd8
0.10992379,0.07970683,0.17409201,0.3539464,0.5365859,0.15961783,0.13550231,0.08690304,CPEQRs70af4
0.18089604,0.10699297,0.31957957,0.4927573,0.20422134,0.17610684,0.22082464,0.24321465,sIFfNJ3lCZI
0.0451424,0.040284947,0.16574618,0.35342348,0.1667396,0.11754288,0.07710752,0.03165583,NMgBySFdsfU
0.07906053,0.050242316,0.059272178,0.3368925,0.45760858,0.04232151,0.03992915,0.13484114,7yy1ruFDOy0
0.10855009,0.103539884,0.23690304,0.42491645,0.44634286,0.102231726,0.11171009,0.14947222,V3156pdduJ8
0.14726485,0.0495556,0.049760416,0.30164,0.41015482,0.036716953,0.03533442,0.08322458,kOP1Pgez3zA
0.1127727,0.28021416,0.18676047,0.42468068,0.24499896,0.09608488,0.108403884,0.14464624,P3TO-T__7oI
0.12113276,0.15859914,0.28781217,0.29883993,0.2657251,0.099896766,0.11062879,0.1464743,rliQR_b1wpk
0.0031421713,0.037194733,0.0146850115,0.33306587,0.4678615,0.092011474,0.009616283,0.0061499174,h3jjjefZyCM
0.115853615,0.06612156,0.25691545,0.33797556,0.3569383,0.12280324,0.15952866,0.15925969,FlFI8FGTXXE
0.1935441,0.23365098,0.21669427,0.31928322,0.22212854,0.12714952,0.17113611,0.3116333,mI8j6euk0lM
0.67817026,0.355017,0.9570354,0.4106734,0.22734985,0.09005469,0.3898288,0.34217194,6t10DG7CUNQ
0.07032986,0.017631676,0.10452756,0.16966003,0.19440712,0.0637383,0.08413168,0.087524794,PiogOB0ypfQ
0.14500397,0.10956893,0.28715098,0.48311383,0.2624417,0.21820652,0.11680438,0.16593073,aAQL3FhCvfg
0.13165446,0.09709594,0.25915426,0.46349743,0.85079104,0.1430811,0.09757128,0.12625898,fqg1b5tsAaA
0.24509059,0.16344422,0.39277625,0.39800927,0.32124034,0.35443157,0.3705596,0.29988745,TXvhf1M-Rpo
0.11731107,0.035306264,0.21699218,0.5224797,0.1941058,0.18141906,0.15608586,0.19282408,_lsnAGG-9e0
0.04551674,0.030155903,0.06209745,0.27976465,0.7958017,0.031704415,0.027153987,0.042494323,2iP-Wve_T8w
0.04339641,0.049898956,0.10577938,0.29405412,0.21180086,0.08145035,0.07160803,0.053807802,yuFdWlJmjZI
0.11120424,0.14418322,0.24182317,0.3285466,0.7871101,0.10153094,0.09593595,0.08691354,kDK10pe4k7Y
0.22350852,0.2712817,0.27265248,0.28677532,0.22420478,0.14244094,0.24394877,0.27555233,8Wtf4drsKeA
0.13994715,0.105704986,0.2586458,0.4772468,0.11719212,0.08023808,0.062268008,0.08890942,tFfRIrSsp78
0.122572064,0.15451296,0.32067,0.34479338,0.26428983,0.13960357,0.10665009,0.08059411,k9K2xvKbPXQ
0.118215784,0.09602194,0.16775978,0.5057015,0.15760948,0.0812818,0.10001478,0.29948804,L5oH_W_Srsg
0.064880006,0.020269485,0.12901634,0.36118415,0.24800369,0.11825003,0.07124542,0.049267087,vDy0zg85Eww
0.092735656,0.09870692,0.12038376,0.46699485,0.15720464,0.023629053,0.025396561,0.11410891,dBVlDPBQlvo
0.080495775,0.10763696,0.08794866,0.19308896,0.27281392,0.037159603,0.061538514,0.027636364,hUnXtAR4FAE
0.024474751,0.022074303,0.07144704,0.25177723,0.03951816,0.028122487,0.021217726,0.02327225,JevmThopvxo
0.073311314,0.020824814,0.1168058,0.33841383,0.5680319,0.0742609,0.05671445,0.055700216,1tKnBPorjJo
0.058275446,0.008121678,0.05408643,0.25840887,0.1849277,0.037048645,0.034785066,0.036809787,Ogqd4qiHO1Y
0.03998587,0.15042676,0.13798504,0.275956,0.23442745,0.06219412,0.048376195,0.0452739,yG1KuF-Whsk
0.09571221,0.025692256,0.15844776,0.39174643,0.058973473,0.11787777,0.10567959,0.077308536,N0TcDspQ_cs
0.075231485,0.08796701,0.09211614,0.18554588,0.7291838,0.067242876,0.09693351,0.116608694,ePXcDNrCljg
0.16487077,0.13924801,0.19295703,0.29465842,0.25449994,0.16239552,0.19922043,0.20035198,IUxtewUJhC8
0.100509316,0.13700475,0.1422758,0.39399484,0.22938727,0.08019413,0.10369868,0.13568328,er51uj8UWbQ
0.07217938,0.19862764,0.06302722,0.28328228,0.635269,0.038867824,0.04645935,0.23724103,lQzQKacLEXY
0.07918653,0.09387396,0.29217878,0.4738158,0.04461313,0.28199255,0.13771892,0.08041246,xGv6ykrLC3I
0.20732328,0.23277332,0.28871948,0.2651951,0.39902872,0.22993314,0.299332,0.29681456,aZnJS1Xt6ps
0.122389756,0.08555053,0.29650706,0.50160164,0.1739157,0.19029583,0.14950363,0.11357936,Xw4JTFat4ac
0.17421347,0.0047897073,0.25114515,0.3798887,0.015900832,0.13162807,0.07875665,0.09267832,trJyenLrwVA
0.045783177,0.104076885,0.06573075,0.28407887,0.19318265,0.06449089,0.064606294,0.0525333,a6IpeIWzi6E
0.05660507,0.0789077,0.026773203,0.37912497,0.6220637,0.030130941,0.013179992,0.050231703,y6OpIy7muk0
0.034527853,0.028267438,0.10259696,0.258666,0.37846035,0.020719139,0.015248656,0.022556588,kY3JxxxkstE
0.054514524,0.016451603,0.1289809,0.3238311,0.1773612,0.07831839,0.054630104,0.04014503,u_lc_E3nGtw
0.11615414,0.22687212,0.50494117,0.3581379,0.060098972,0.075907364,0.15897451,0.19977832,-L-wvLFDjGs
0.31709686,0.44298556,0.27919927,0.34737942,0.28152075,0.15683857,0.30633032,0.45574304,ES3bHdHCc4A
0.11100148,0.036508016,0.18554561,0.33257893,0.36055335,0.15535079,0.13620831,0.08085514,ldjZtKC6U9Q
0.37928528,0.1024659,0.28074053,0.5349878,0.45721433,0.8474239,0.6519661,0.3934579,9l1a2dE25Hw
0.11183156,0.0801064,0.1385735,0.39779767,0.22187094,0.09601813,0.066680215,0.08066696,8-W24yYj_n0
0.1845136,0.3063832,0.17218684,0.43976608,0.8105098,0.20453829,0.14955255,0.19733018,VoGzak3GuTk
0.3148773,0.3983115,0.1776305,0.34186348,0.23920228,0.12609076,0.23189874,0.4326843,v324ldxBtRA
0.051377997,0.049212243,0.29111958,0.3146066,0.30417848,0.0670672,0.06818184,0.048083816,DNmmwkujW20
0.15836619,0.1580154,0.3347084,0.3720758,0.36644593,0.15795201,0.19415203,0.16603807,uaQwy7IvC20
0.12991989,0.118584804,0.16872542,0.36630365,0.10639233,0.10730301,0.15570618,0.18723886,QIw2B475t0w
0.30914554,0.07730943,0.27580395,0.318245,0.75058323,0.06479874,0.081027254,0.18048517,GFVpY7EqTIo
0.1428279,0.11536485,0.071583964,0.26097217,0.45570102,0.047662895,0.046262573,0.057252467,FLByD2e9PJw
0.08769121,0.021796638,0.15492392,0.29562935,0.29495066,0.09247473,0.08253227,0.0572083,RrO11lT0aaY
0.27388304,0.1785852,0.60355586,0.40664792,0.7669094,0.294174,0.23404291,0.16861348,qxw6rM0_Gys
0.11468713,0.1785852,0.21249466,0.33050865,0.4823892,0.12628952,0.15256926,0.13412824,YNoqtkyhVls
0.23004411,0.44805592,0.2660051,0.35411915,0.2442561,0.20944276,0.3422921,0.43674266,TbUrzCA9Jio
0.12007736,0.13206954,0.22486408,0.33996525,0.5015775,0.15595394,0.14431684,0.12714674,3OG0TX7wpvs
0.095160805,0.119228795,0.14648105,0.33464873,0.17863913,0.04183912,0.052357137,0.12197056,KerqDHrR8xY
0.17571436,0.04131502,0.2743554,0.41720665,0.19553304,0.09841335,0.12161538,0.10240543,dPixqLHb6oU
0.038304705,0.04131502,0.053323958,0.19286518,0.6494422,0.037775394,0.03196564,0.023652475,5tr0W9vT4Dk
0.096059635,0.015410362,0.07506861,0.23263866,0.14645047,0.051755004,0.045586757,0.08120237,Eh1mZCQHFiY
0.054899625,0.16344422,0.09317441,0.35559332,0.19984703,0.043530967,0.039061148,0.10832272,ki5WWQm6j9g
0.31769782,0.41950125,0.85868627,0.60964996,0.6273142,0.3332618,0.1792812,0.24305348,Wr_0m19U2YU
0.10972032,0.037023053,0.2305696,0.4743557,0.16121045,0.09006049,0.06509959,0.071331434,JI08fK_CEAc
0.12753426,0.0681194,0.17673266,0.46978444,0.24424088,0.061818875,0.030142011,0.058157478,sEvaOMJ7jV0
0.19528072,0.112788886,0.24418233,0.35303804,0.34799016,0.11597584,0.15246916,0.2298804,oSy6Ytmq0LE
0.116385885,0.059728492,0.14440572,0.30810237,0.11628648,0.067501284,0.0614966,0.06661388,N8wLjw67lgQ
0.2694049,0.12116077,0.34559035,0.35669377,0.09647771,0.11006154,0.11669657,0.15988085,qiWHa04qugU
0.037333705,0.08420804,0.082560785,0.36225432,0.2722169,0.05166489,0.042504936,0.031618014,16SIS28O2sU
0.7023942,0.33341047,0.5937567,0.37848264,0.7079002,0.14581904,0.27347368,0.3145129,IXeO1Bp2OBw
0.46404007,0.103539884,0.7190998,0.5208125,0.015712177,0.27119097,0.43387285,0.28515637,bNtbBIHJ2vI
0.62016267,0.42631236,0.24969476,0.40322667,0.19344683,0.4935344,0.42962623,0.45842895,PaqazsehB7M
0.024820771,0.023288755,0.05841753,0.1974738,0.15255293,0.031194374,0.022386644,0.016705317,7af77gSgzVo
0.48001826,0.2936093,0.23385227,0.38431343,0.51517594,0.22189276,0.18403429,0.28623608,uWMSPw8NCEQ
0.10552789,0.1835188,0.093110085,0.35140595,0.53249663,0.12203186,0.08217843,0.057493925,bdOuqqkJgRw
0.029625153,0.058929358,0.06555983,0.26802167,0.30642837,0.038642056,0.022091992,0.034092918,UFGJ-VMrHF8
0.2952762,0.0073581007,0.23955026,0.33183965,0.06062826,0.16456527,0.16292559,0.16446649,nmUZUgBPpME
0.02145136,0.012564304,0.050437834,0.28732544,0.1823323,0.029618002,0.017206084,0.018183598,BRMXxRFepBg
0.17503752,0.019575324,0.5677248,0.3204904,0.6279321,0.17686874,0.14272022,0.14811552,it_gdtaHwzc
0.053228356,0.008329925,0.07202399,0.19313563,0.13325813,0.062244494,0.06382254,0.059228744,EIa5lOZhB5Y
0.12427925,0.059728492,0.21193343,0.29046407,0.0663598,0.09714542,0.09702869,0.11024053,FGW_ZXnKl-M
0.22525968,0.30337667,0.40765357,0.4066294,0.43724835,0.09560521,0.16210108,0.2306146,wV8HRN-kP54
0.12585087,0.14283726,0.2271261,0.46983382,0.14855738,0.17250037,0.16007261,0.13108124,MkKF306Jznc
0.046951693,0.009926494,0.07473278,0.34339234,0.29218632,0.03265588,0.024897186,0.059151694,m8fRZcl9BOg
0.2599414,0.09494796,0.22081573,0.39680052,0.02330214,0.12066813,0.1024992,0.08461284,xkNqRQIZV0o
0.6562696,0.40016344,0.604055,0.32208958,0.8147743,0.1638122,0.6222302,0.5670933,pf9TvgYnrr8
0.08233765,0.23891698,0.23942652,0.34620228,0.43854263,0.08851601,0.15431446,0.23500453,YeEW1oeLaVE
0.11143241,0.15568043,0.3624684,0.52535355,0.24189708,0.15048006,0.12989101,0.110387444,vla7NxqKA5g
0.023124058,0.03599298,0.03533342,0.3101262,0.22206716,0.01621466,0.017106649,0.19565915,8oljKVXFuDY
0.40512222,0.0010238866,0.091003075,0.2346272,0.7219056,0.16533513,0.13160482,0.15699686,vgNTgI3beTM
0.13834095,0.31682462,0.39504418,0.3643877,0.41802958,0.22545846,0.1657356,0.08895919,CZPpXpU7uGE
0.35184455,0.21036349,0.39317358,0.4009141,0.7279288,0.14916497,0.145726,0.26677802,k4r6D4W7Jfw
0.289372,0.19634613,0.24162588,0.44612035,0.21658319,0.11363575,0.10355612,0.174968,t820bJnsVnc
0.8008965,0.43100753,0.7004707,0.45777735,0.45905218,0.21908896,0.32316127,0.4434014,vC0MoHk8zeA
0.12606208,0.0358213,0.48875353,0.51044124,0.17451186,0.25040472,0.23540539,0.121475294,LIAQ1SwnSz0
0.06119345,0.14014533,0.12417305,0.2194204,0.31415135,0.09666068,0.07651998,0.05176066,ZOrUhx_0ZuQ
0.1351112,0.08796701,0.26462927,0.33726358,0.5655931,0.109517075,0.102074884,0.13033205,fj1HVzUIv7c
0.05839142,0.06771983,0.10770014,0.19985622,0.44398427,0.055141825,0.07801125,0.085114636,Rys_3J_m2VM
0.10138705,0.06771983,0.112533815,0.4684844,0.25510448,0.06236271,0.040343173,0.099209376,1BbrFbeikew
0.095784344,0.053335425,0.24644162,0.36786324,0.20138766,0.17619285,0.12836318,0.066796266,8SV04gMa4vI
0.15436563,0.036508016,0.19089195,0.29316247,0.18505348,0.17619279,0.2144371,0.17166668,8U2-aVAqfz0
0.08468008,0.077709,0.05675624,0.3597794,0.08865315,0.043018375,0.06262157,0.26074198,Nlsv0FbEsFI
0.030605217,0.03599298,0.13819829,0.3371586,0.097969234,0.10951263,0.059009172,0.02862582,uZcQHliNSkk
0.084268734,0.009232334,0.16526152,0.29458317,0.18328752,0.15691315,0.12885018,0.087555416,U6YsWOiucPs
0.23799677,0.2835225,0.7076849,0.34492058,0.64907795,0.22899663,0.56495494,0.3008982,tHbxPadyuoQ
0.11675562,0.103539884,0.20106876,0.3473066,0.21966039,0.15016139,0.14372735,0.12649213,jOmadvfLG30
0.23182152,0.17242117,0.27944595,0.26113728,0.26042938,0.1738689,0.3112264,0.41143984,Hvywu0ST-z4
0.084268734,0.009232334,0.16526152,0.29458317,0.18328752,0.15691315,0.12885018,0.087555416,-PgKc5gzBFQ
0.13183838,0.02397547,0.28161922,0.37482604,0.17323077,0.08626001,0.087565556,0.21512434,u4h7_k8gbIs
0.12131085,0.09816993,0.15758996,0.28166282,0.25373292,0.051836062,0.06394389,0.058885865,HVrN_Yx08ZY
0.039510373,0.05373499,0.1740832,0.35883266,0.12327819,0.04298071,0.031777255,0.028439162,oBIkbUk8tfc
0.14392383,0.02929751,0.35012504,0.37409413,0.2099392,0.09419804,0.0803446,0.05553545,vTR2D0GiEJY
0.031079344,0.035134587,0.08839873,0.32815206,0.37400085,0.10700165,0.06505555,0.044787914,9_0-ZKBuMjc
0.042699344,0.015826859,0.052549176,0.38561052,0.16924143,0.047989007,0.033088386,0.059381988,1DyFYq9jnv0
0.16479656,0.3063832,0.23720251,0.34771648,0.28844225,0.15797783,0.19658352,0.30404413,cCZ5gBUiMzw
0.14514199,0.24991328,0.23701897,0.34896922,0.16606715,0.107382454,0.21958369,0.30804855,vEbpkUXAD14
0.11447765,0.06652113,0.13064927,0.3871004,0.43333942,0.12469073,0.061786816,0.088125564,qfMo1CcseRo
0.119303666,0.13565879,0.2122106,0.51710683,0.17150517,0.14677174,0.11927728,0.15528394,JgZyLIu-pD4
0.3894285,0.31389946,0.28944334,0.34736577,0.64901024,0.1138806,0.20838752,0.44331864,OuXNWB_w18c
0.14432658,0.13386416,0.53982306,0.591018,0.24249673,0.22391972,0.19981007,0.24335966,HWEPWIvi1hE
0.28913453,0.19042583,0.43115598,0.39999726,0.14954174,0.061386485,0.11744276,0.14848047,1USGGnx1eds
0.045305435,0.118584804,0.24413274,0.39948836,0.40081367,0.057776634,0.050928272,0.059344754,HpQBRQHabhE
0.034335,0.016104523,0.08731888,0.23277166,0.19810502,0.051785905,0.05338962,0.038166888,419Spj6OtVg
0.059757583,0.09655894,0.09535046,0.27061796,0.6273453,0.06798452,0.05651065,0.079587795,GLOYVribjeA
0.07095477,0.10515087,0.067362584,0.35353193,0.36265948,0.039872814,0.045830432,0.21667925,R7mLoAwJOVQ
0.110835046,0.035477944,0.1434439,0.2176585,0.3111668,0.042613182,0.04780363,0.079250626,TTE4n_onCtI
0.119007476,0.06012806,0.12122635,0.2911543,0.39293137,0.06270572,0.07446813,0.10843602,V3reSAtLZSs
0.14428039,0.14866976,0.17802888,0.27805012,0.5680319,0.14188258,0.12045417,0.09755321,vZIP339XePw
0.14860769,0.090114996,0.43246397,0.31066558,0.29329377,0.100682065,0.107954025,0.23330268,DK4BI_HlC1Y
0.1472587,0.24418297,0.2302723,0.3534971,0.08358589,0.064559445,0.07300769,0.09459595,jAIu5HG8CRU
0.057127472,0.020269485,0.17609791,0.3635165,0.2717632,0.13509654,0.0886085,0.047366418,PGPpssKI9kM
0.09817103,0.13655609,0.24968092,0.3535673,0.17626749,0.07074413,0.06296916,0.11218123,XBEMEtc5hWw
0.28568727,0.36805952,0.3085092,0.5438167,0.24949273,0.19377805,0.26449332,0.44296962,hu-jgE8XJXE
0.056919426,0.019575324,0.07142652,0.37824702,0.23212731,0.06992972,0.06955789,0.127818,yql-mpgNY2U
0.0509345,0.022773718,0.08926198,0.2646409,0.38977727,0.052024703,0.041159783,0.040693533,mnZJtpBiofk
0.053641543,0.02397547,0.056054745,0.29567862,0.1363138,0.039169587,0.048201974,0.18827109,_aO1CXBNb2I
0.12873591,0.1414913,0.2120331,0.39327285,0.025183218,0.13083214,0.15386513,0.1490094,ODAH4Ci3Ca8
0.16812527,0.043718524,0.22088614,0.4078507,0.13947947,0.16210525,0.15506269,0.1548494,E_aKwjMApxY
0.09692034,0.1250247,0.13571954,0.26410466,0.43963572,0.084165394,0.083889045,0.11698609,o4LuCn87Nsg
0.13200122,0.19141254,0.12836695,0.3760315,0.81337464,0.1286476,0.10432479,0.10878654,sIdfSO8PwDk
0.03838573,0.027237365,0.055247616,0.1972024,0.18505348,0.06866411,0.038716853,0.024232006,ig99mO_XDoA
0.043363698,0.030842619,0.054899067,0.19298442,0.32744104,0.018247342,0.01874367,0.027448932,_zyE6f5IMxs
0.022873783,0.09924392,0.01964615,0.22342132,0.7190533,0.036975924,0.008102767,0.017541785,dCMbv8b2ABg
0.18501975,0.2712817,0.1819631,0.27736482,0.3816371,0.095890455,0.18737593,0.40556243,gPFevdt9i4g
0.029186927,0.07850813,0.13131748,0.36237004,0.27749792,0.08734824,0.03722729,0.025115013,YHVs9OQkiJU
0.09527402,0.18154536,0.30014333,0.40387958,0.5680319,0.19685085,0.15097022,0.12614271,uG15SGKNSeM
0.1542133,0.28683078,0.18526462,0.39578995,0.19071998,0.115792565,0.14803809,0.29894376,WOBFrwLuFys
0.06291893,0.04818217,0.08823095,0.24005243,0.14542232,0.07696634,0.04883941,0.03539888,2k5RLVEHSgk
0.059731927,0.31639808,0.07826534,0.27361035,0.20522642,0.039458804,0.061497647,0.24698113,cw17F9ufjkQ
0.09534845,0.020824814,0.068262205,0.34314036,0.18836267,0.05174952,0.026165323,0.058126252,w3a98ODl8js
0.07161123,0.076110736,0.17613642,0.4230696,0.3354671,0.22910081,0.08534421,0.044339962,UU6hnKQ5-As
0.10991846,0.032731086,0.22186576,0.30915886,0.269951,0.10974567,0.11825009,0.15120783,SW5v5FPNomg
0.27318293,0.39421332,0.26952076,0.3384953,0.18747014,0.123476796,0.3463983,0.58512753,m91unr2YE18
0.37907633,0.15451296,0.35351416,0.38158473,0.23805335,0.17346638,0.20896815,0.28708974,1L0JvxVE-pI
0.0026124688,0.08170467,0.01748675,0.34315515,0.48659366,0.028245192,0.004527668,0.007954635,pLi12TPNGfc
0.055315945,0.023632111,0.0780371,0.19125307,0.1682689,0.058248945,0.047930207,0.035059974,KuvfeY6nBDI
0.22358537,0.12953265,0.23036732,0.3385958,0.32076886,0.119788185,0.069301,0.100503474,LnVjot4mo1E
0.040958352,0.19862764,0.038994446,0.33993897,0.5114106,0.022353914,0.0232464,0.13938965,FtlSDYPx4kg
0.14378268,0.29045674,0.18041614,0.38183278,0.19388366,0.10928149,0.14357124,0.29797012,cWZP7QvJn50
0.107246354,0.124380715,0.18485902,0.32790765,0.43865302,0.08177332,0.09272151,0.17380112,WoD4e2nJ7Nk
0.21064854,0.263611,0.242576,0.3739343,0.10682359,0.13712488,0.1889453,0.31984752,ymFFnwB0eZU
0.24527733,0.355017,0.19431938,0.5525223,0.017226158,0.21751975,0.1744316,0.327916,yABflAKvBco
0.08064028,0.028439116,0.097206354,0.2285704,0.26819983,0.067748696,0.077326864,0.05984752,_mUXK6ihm9g
0.06880966,0.019297661,0.13359676,0.2912424,0.20619272,0.08161313,0.06334335,0.045481347,saVsBcYpcQM
0.13150112,0.09709594,0.13752571,0.2214086,0.27932835,0.08681067,0.092651136,0.1949756,EO4KDVbgYfs
0.07559983,0.019019997,0.2870728,0.47606426,0.18200558,0.12119615,0.10112533,0.12730527,Ex4hHLwqFJ4
0.0910659,0.03839648,0.13331491,0.26376387,0.19811074,0.07746515,0.08794907,0.074398585,VsnC2kV25lY
0.28937867,0.2299237,0.15613066,0.33059055,0.18695194,0.07068053,0.13874714,0.1846298,v5EA0EgLyQg
0.13059215,0.17587385,0.18941247,0.39031452,0.045226783,0.100284345,0.16379884,0.3235813,42apP5HIKVg
0.08111997,0.083939545,0.09833671,0.34587473,0.2535238,0.048482448,0.036810577,0.1412014,tqWWdabjyaM
0.08245777,0.023632111,0.1023458,0.435557,0.17464754,0.07328111,0.05819861,0.13403763,c2YtGsPqLR4
0.17261568,0.039254878,0.26738426,0.35755357,0.14532723,0.114313975,0.15674014,0.14455704,qpUcMFplx8w
0.098494075,0.028439116,0.3890045,0.28578502,0.1894074,0.13003403,0.11435056,0.08739895,xpm52DBtkNU
0.078881145,0.28021416,0.14415596,0.33814645,0.1787776,0.122268446,0.09275203,0.069062404,PucOesJh-4o
0.04739575,0.030842619,0.089138046,0.23155294,0.10670043,0.058778834,0.14159824,0.06735244,dk2-0EnUOsY
0.2344605,0.22952124,0.35115188,0.34924746,0.7205054,0.22936513,0.3013679,0.484193,Fv56SBjqzm8
0.6350989,0.04165838,0.49499846,0.48338178,0.18739888,0.38172922,0.5043583,0.56672466,XfrZZydzXhw
0.056613393,0.015757442,0.104785055,0.29246786,0.27378672,0.06113669,0.06371792,0.059328027,IbqNLx1KXDw
0.5373057,0.31714454,0.49317485,0.49478897,0.8147743,0.08460434,0.09644605,0.35542816,hMNylTmmH1s
0.057307947,0.031701013,0.2862678,0.39307922,0.22594531,0.23901705,0.103658795,0.0409854,Pzp8Bx3oc4o
0.25286806,0.27359754,0.27226034,0.3591201,0.07981251,0.17654982,0.31471884,0.44244376,6GR5ldkcG8I
0.057508238,0.053335425,0.18501395,0.2991622,0.27645627,0.09403184,0.06860033,0.05180746,1y83Cd2dKCQ
0.15142885,0.043375164,0.15456387,0.26410538,0.20622881,0.05185628,0.10332571,0.14409006,tE0aRAZDcjE
0.08042143,0.035649624,0.14189902,0.3448097,0.37576553,0.111693054,0.096683264,0.11345653,VvcpJjIrVOw
