PERSPECTIVE_FLIRTATION,PERSPECTIVE_PROFANITY,PERSPECTIVE_THREAT,PERSPECTIVE_INSULT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_SEXUALLY_EXPLICIT,video_id
0.34705308,0.060024828,0.13908732,0.05137364,0.07391582,0.0495556,0.07367316,0.09490248,l4aPQbphWT4
0.4010166,0.10698613,0.27219144,0.12780505,0.1355882,0.03994159,0.13469933,0.096091606,32_1wF7gOwg
0.3395964,0.06275079,0.21671934,0.06420292,0.12220066,0.018048171,0.049881727,0.048540965,m73WVsTpzV0
0.32096264,0.055191893,0.16013506,0.03175071,0.05216925,0.04165838,0.15883088,0.07574295,Kp3rXxZKoio
0.29074705,0.048850436,0.14239885,0.03434947,0.067677766,0.0020217423,0.10804425,0.055898774,wLlfKy81QZ0
0.39578146,0.20330893,0.16056114,0.12908497,0.14833419,0.018325835,0.0068634246,0.169174,JRVRz0pJyc8
0.41435206,0.12080338,0.36267835,0.13023144,0.258789,0.3123962,0.051180087,0.060480434,dbjkxvxISpg
0.2545274,0.018073484,0.06822701,0.01998741,0.024207026,0.014716201,0.20460115,0.02758749,pmatlR8TjK0
0.32830903,0.06847626,0.24187785,0.043586325,0.078146875,0.036336336,0.031592116,0.075815536,L6tdRxday9c
0.5021469,0.0700482,0.18517394,0.078247674,0.05634808,0.094410956,0.20095639,0.16128637,bpfbv40UwCY
0.48601133,0.07931494,0.16894184,0.13876502,0.1119146,0.067320265,0.28678274,0.093221605,c0wumF97ekc
0.4964907,0.08362996,0.3689141,0.07312182,0.13612872,0.02124131,0.07566681,0.09099147,KNxWWdGXFUg
0.275251,0.06443255,0.13493627,0.033904504,0.061515033,0.034791227,0.14147198,0.12064652,aNcScp8ESSk
0.22556654,0.0874356,0.13831893,0.042714372,0.07538689,0.028439116,0.072354324,0.12900893,udS3uVHY5mA
0.34910682,0.076173924,0.23054907,0.07944061,0.14184621,0.015896274,0.049881727,0.056778613,YMu9ZXE0c74
0.28012115,0.021938821,0.083667755,0.023204286,0.031087695,0.015410362,0.20460115,0.033142082,4QnC_j5Rlo4
0.33181608,0.062456638,0.21499991,0.0663162,0.11696268,0.018881164,0.049881727,0.046352386,2PxP-vY3EfE
0.4015575,0.04484345,0.23822792,0.040566657,0.08106758,0.033246122,0.07931957,0.051658973,p-tWk3TNuuU
0.47150922,0.09947135,0.29057205,0.07850185,0.124289766,0.0168681,0.121333666,0.09611298,pXmy-i_ocw4
0.33725333,0.22331427,0.8660869,0.1655446,0.1358397,0.20449556,0.057703175,0.11183795,4wmtoYhrV1w
0.18988325,0.10376866,0.076647416,0.12871908,0.07426602,0.16758743,0.32865682,0.056533966,mC28hOWWnoI
0.3848409,0.13679905,0.28268585,0.14572634,0.16561311,0.016729267,0.049881727,0.07948609,WVywtzn_wj0
0.39348224,0.073617965,0.23619685,0.08139148,0.11562356,0.022773718,0.029634507,0.05166589,ul0PlfzAfqU
0.5766635,0.6144554,0.2672141,0.30096364,0.13802285,0.263611,0.040483844,0.4914057,dCJaAYdHbL0
0.45731905,0.08241029,0.30477324,0.07806304,0.13192523,0.0253489,0.07566681,0.078747265,-twU3JDgkTM
0.49726182,0.061027758,0.1313143,0.10082598,0.07546121,0.0358213,0.09865108,0.09138049,MYIJi70dCXQ
0.48408484,0.088384025,0.24732633,0.06051979,0.07072179,0.06771983,0.20373172,0.16462763,SSgbWh-TAaM
0.4956308,0.07332977,0.22768912,0.056564126,0.12715414,0.2885035,0.08714247,0.111788474,uHHxJKQZNN8
0.3643947,0.01331182,0.06622391,0.015254829,0.0133533245,0.052136723,0.045064222,0.022898795,vxL1ibI3U88
0.35830545,0.05564578,0.18419656,0.031014359,0.03706895,0.030327583,0.15883085,0.0686435,xRtetDcw0x8
0.41078502,0.0796506,0.24816515,0.06910123,0.094866365,0.01665985,0.036911096,0.121679015,55vFuJMReU4
0.446957,0.045131147,0.2365044,0.04965717,0.08897893,0.03049926,0.043790307,0.048107482,RgMl-EwqO3Y
0.33496422,0.31181064,0.3618795,0.37898836,0.3144715,0.02054715,0.17527778,0.19573385,sx1wK6DqHOY
0.37581924,0.092801444,0.2609836,0.05450923,0.08215173,0.004303795,0.035517916,0.10104107,A74pMRXb6_Q
0.25136855,0.020393956,0.08363575,0.031887647,0.027186101,0.014785618,0.24142814,0.027110483,myE7_pQh_7w
0.41789284,0.08598332,0.3299302,0.08577442,0.14042668,0.0224908,0.08188531,0.07261658,LLzKZYjP3d8
0.3844682,0.040755585,0.18627901,0.069526054,0.111934945,0.1668969,0.108629495,0.035530444,o2ZD0j34n0o
0.23810107,0.10617774,0.1445191,0.10390738,0.11556949,0.06332459,0.18869723,0.08099145,zNDwOu28c4g
0.44388893,0.08337852,0.31198862,0.08259878,0.14595668,0.024147147,0.07547864,0.08753458,aZ81JAnLDfg
0.5354813,0.17456748,0.34805813,0.11741698,0.14525653,0.039598234,0.009423327,0.15020439,X7It7G1SSEI
0.33106256,0.046305973,0.19788441,0.04911195,0.09644026,0.017006932,0.049881727,0.038989346,vWheHgtOS3c
0.35858828,0.049435154,0.1943291,0.053905852,0.10189887,0.017423427,0.049881727,0.04486486,Wdp8DhoMAxo
0.44083592,0.13833202,0.5771851,0.147762,0.18611613,0.1019289,0.018727269,0.13816538,cZYJXJQ3R08
0.4389167,0.09662622,0.28215364,0.09414253,0.13400996,0.01999182,0.12258939,0.0746072,mT1rWD1feS8
0.2753699,0.017096702,0.06687906,0.019806078,0.022389201,0.01631277,0.15058532,0.028686404,Z8TRzxBVv6E
0.50070006,0.06212511,0.17281054,0.031077268,0.054037552,0.024490505,0.0803295,0.104555696,BGAPtxljHqY
0.25504354,0.059707493,0.1755516,0.03350222,0.054444272,0.029469188,0.050170913,0.07355781,Tw3qavViapc
0.40808868,0.07645221,0.24741338,0.063566186,0.09302138,0.016798683,0.033393536,0.120533936,oHtw9iFzjtc
0.41633296,0.08293661,0.30735686,0.08078503,0.13768713,0.020685982,0.07196606,0.06555707,4E3xhFbSImw
0.38288546,0.074272186,0.22854468,0.0530562,0.056155194,0.023803791,0.15883088,0.08922615,HPIw8BKZNrc
0.516205,0.10914095,0.31718424,0.107666,0.16365707,0.0186035,0.095837004,0.11352895,IL6dvDlWMPw
0.34827402,0.30791408,0.36475274,0.5679853,0.40065628,0.5535644,0.116562314,0.15480104,dNKZ5Tp32i4
0.37945378,0.086366974,0.24157965,0.091347575,0.13920166,0.016035106,0.049881727,0.068237096,V9d1U_LJ_KA
0.35455716,0.056021564,0.20511748,0.06083188,0.11203077,0.017076347,0.049881727,0.046906505,Xd3329UJlSw
0.3026041,0.027993789,0.080181174,0.034438822,0.05175613,0.0142302895,0.12916496,0.03610159,M_DMB5IgWl4
0.30754536,0.08281123,0.106923625,0.06178819,0.081766844,0.112788886,0.34884596,0.11667873,IZsbyvjFaWA
0.41854995,0.08342375,0.55232644,0.07815962,0.12942643,0.14822112,0.055313043,0.08995678,xY8FtbVqT4k
0.4504181,0.10599546,0.4307907,0.1174605,0.19760117,0.027580723,0.07566681,0.095212705,9TxskKGN_us
0.37567493,0.089114,0.23596309,0.09493959,0.13755125,0.017631676,0.049881727,0.063276716,hHtifJU9HaU
0.32674202,0.06688343,0.2389503,0.041581757,0.060418725,0.026894007,0.061218224,0.07235289,hEv1BBHxBaU
0.38041925,0.11056229,0.26088345,0.113947056,0.14494713,0.01631277,0.049881727,0.07581532,IX8rho7uEAU
0.4360057,0.08793221,0.3274487,0.08290317,0.13916376,0.103539884,0.12807597,0.105206355,x3kVOWKT14g
0.50545365,0.09316802,0.26919582,0.06998054,0.13529363,0.037023053,0.089052096,0.1061424,-ziySoyKXQk
0.35734817,0.068967395,0.22592911,0.07193575,0.12426948,0.01721518,0.049881727,0.0539219,UbQF9Ro3pNM
0.35042205,0.023790482,0.0651248,0.021178462,0.020425234,0.048525527,0.07384566,0.035533044,0EmM_xEew4Q
0.24511413,0.068445,0.2893705,0.04673785,0.059480645,0.07091636,0.041641492,0.05280166,PNGgQzw6PQg
0.26403597,0.0409823,0.1675995,0.030858988,0.05689085,0.0063862763,0.18928744,0.04525103,cIEzAnrJrCA
0.5164603,0.09391855,0.33238363,0.07911944,0.16353796,0.026894007,0.07566681,0.12841919,FBQy93fvkY8
0.32912526,0.094261184,0.47878927,0.07574647,0.1850964,0.08050597,0.05365276,0.068473026,mHrxx3YJ0e4
0.55665743,0.09599131,0.3269622,0.0687242,0.14358163,0.021102477,0.014345056,0.11570005,X7D3GR2QuSQ
0.48314402,0.04662914,0.12342077,0.01582102,0.022164866,0.018048171,0.00941903,0.0732357,VPbI4gYVHJE
0.38802856,0.15980035,0.25856,0.12638158,0.12290811,0.010620655,0.2007441,0.26130414,FI8_ec12Evg
0.3844447,0.079848945,0.27639455,0.08832986,0.17247981,0.04783881,0.10354203,0.09918144,KMMPwVXEGDY
0.26640067,0.032096524,0.07276233,0.041288547,0.027873812,0.040628307,0.1401435,0.027031323,aJtZGfAA-Qo
0.2658081,0.04398515,0.12688304,0.028037885,0.051537678,0.003262554,0.10804425,0.049480494,JHb7ZJc_UWI
0.33346465,0.08383558,0.096089564,0.061490864,0.055401187,0.053335425,0.16288522,0.10931339,Ii0Hia8sTPo
0.45796907,0.09042821,0.30852035,0.08455133,0.1400233,0.02397547,0.07566681,0.086728506,lPrq5vEiQaY
0.4494941,0.047800157,0.23318034,0.052705847,0.087479606,0.032387726,0.069994226,0.050451517,fH_6NLBmUlc
0.23223656,0.019954605,0.072384275,0.020976914,0.025897635,0.015688026,0.14641109,0.029927783,vR4qzJTu030
0.5068707,0.094585374,0.31735536,0.08225433,0.14866337,0.023117077,0.067350924,0.12078347,KNBwnLL5isM
0.33756563,0.07242365,0.21707746,0.08239049,0.13250443,0.019575324,0.049881727,0.047059845,0-U5b7A40NY
0.28401783,0.018754836,0.07701684,0.02048413,0.02507936,0.016937515,0.11680791,0.029781373,cbyoRYVulFE
0.33926114,0.06495292,0.22001377,0.06437639,0.12789162,0.01721518,0.049881727,0.049326308,991Wm2cFv-Q
0.3027283,0.01325747,0.0879132,0.018405316,0.023326783,0.022945397,0.20780848,0.01816974,mc-s-zv0S3o
0.28909,0.04112874,0.13417098,0.040412895,0.06232889,0.0068374802,0.1260014,0.04814688,vYZG3QYnxdc
0.29160604,0.022970816,0.09927606,0.026001118,0.02901469,0.016590435,0.15058535,0.035196535,mmnOJZowySk
0.301886,0.026961032,0.064148374,0.02850893,0.036449723,0.04165838,0.09101698,0.041209128,4KCI6JXklZw
0.4182493,0.13469316,0.17017438,0.08734813,0.08352121,0.008885254,0.18733118,0.22169632,Y3jR_OL98mU
0.5431233,0.3107603,0.37294433,0.31893337,0.104641095,0.09494796,0.18188445,0.39694273,LsFqXsiZUH4
0.5009377,0.07983368,0.20083034,0.11008548,0.117842406,0.13296685,0.08290442,0.09578778,34-LvrfvxOU
0.3670604,0.10540094,0.27198115,0.05028343,0.08493662,0.09279997,0.20494996,0.11157989,4cEYnoQI42M
0.40163305,0.058299195,0.11796458,0.04769728,0.054254774,0.019436494,0.097421765,0.076762356,vUQOY1VW3GU
0.25804392,0.02116511,0.05926784,0.024099214,0.0337666,0.01527153,0.13410906,0.028607896,OvGxVfc0A_Q
0.45385173,0.053248394,0.22653605,0.04114009,0.072649494,0.03616466,0.078234866,0.06614313,WxdV0eKNgCw
0.34309378,0.055324487,0.18323667,0.053898517,0.1091121,0.016798683,0.049881727,0.046010673,sI8r8smuiVQ
0.37896553,0.078489445,0.23377217,0.0592328,0.06541913,0.03358948,0.15883088,0.08978959,Iv_G76mq69M
0.43960947,0.06544742,0.20393701,0.05371197,0.09163068,0.03461955,0.0005016897,0.06808812,pH_O56GC-BM
0.43508565,0.11740247,0.2506139,0.078175925,0.11227114,0.14193995,0.08576903,0.13463148,EKmqLiVnyUk
0.308762,0.056193482,0.09522493,0.03555829,0.042801797,0.12824467,0.0034107128,0.090691485,2TyJilM_21I
0.2528659,0.022590725,0.097489156,0.02445533,0.029187743,0.017701091,0.20460115,0.033368528,NOtcRMwCAdM
0.3076255,0.07100232,0.17194593,0.041115604,0.06341662,0.00614332,0.036990408,0.07157284,ENjS1LVTxio
0.4565726,0.079115115,0.29131672,0.07008155,0.13361928,0.025692256,0.07566681,0.08185409,GanyHqWLFPI
0.4968038,0.015224103,0.039485022,0.008870555,0.008737648,0.03616466,0.26847538,0.051472895,kbIVWryk3C0
0.405647,0.08295253,0.30913538,0.083308175,0.1434201,0.024662184,0.059837125,0.068195865,1LDiA7rSHEM
0.3643094,0.08352251,0.23999144,0.0779103,0.10123358,0.015340946,0.086339176,0.10538656,IZbnvHh9XDI
0.48851037,0.109800555,0.33181858,0.09593312,0.14591576,0.0186035,0.098024055,0.0971457,Slu2Ho6OnPU
0.4714452,0.08105088,0.1984095,0.12517054,0.12739237,0.00999591,0.10684052,0.11174847,Hkfg7IjQmAw
0.22052929,0.055618584,0.10765638,0.044459004,0.03305184,0.026894007,0.13923532,0.043797776,5bEAOnn00c0
0.23998836,0.019750515,0.066507496,0.0203955,0.024464311,0.01631277,0.17752393,0.029654957,ghjfGrflPUM
0.22712693,0.12512794,0.08206462,0.054493427,0.047458425,0.11536485,0.06365296,0.095858864,dpHQOYnD_r4
0.27124104,0.034350313,0.12136587,0.022567187,0.04420446,0.003089014,0.114224404,0.044849943,4qySo2IQ6O0
0.16168259,0.03968541,0.07516968,0.03172523,0.06717064,0.06012806,0.2525983,0.04485518,-c4rezP1g64
0.6527005,0.17965941,0.5569374,0.21135123,0.27986434,0.06012806,0.1073112,0.17636606,LXg4M4i0ZYQ
0.4219021,0.05011548,0.13973403,0.05751077,0.10009288,0.045778666,0.11074841,0.054297063,WDTNwmXUz2c
0.49623173,0.09727521,0.31782097,0.08947252,0.17271972,0.017423427,0.012427385,0.08654074,xiecfGJygok
0.37114194,0.070969746,0.20247631,0.07415976,0.13738324,0.0168681,0.049881727,0.053965352,TtzAGk77trw
0.42068636,0.0626504,0.25249463,0.04569824,0.10798297,0.028782474,0.06653313,0.07195725,nAPlzvw3oZc
0.3414829,0.053873565,0.14628552,0.04711096,0.047637388,0.017145762,0.12514485,0.06404282,Berls09a2P8
0.4992794,0.13079596,0.37932426,0.14644691,0.22772413,0.0168681,0.024759792,0.14959441,7zV4rAfmIaI
0.239668,0.02009978,0.06925186,0.022778971,0.025952674,0.015202113,0.17752393,0.029600238,hlu8jkFzu1k
0.3509242,0.06622239,0.18660523,0.048293367,0.068766475,0.003141076,0.035517916,0.07871678,TuXrR4NJTJk
0.43246314,0.067139074,0.2644056,0.07228022,0.11502931,0.032731086,0.08678802,0.060412932,diCtC0ZUcxw
0.30057,0.043433562,0.14635368,0.02865555,0.05152885,0.003002244,0.12679213,0.053012706,oqD4H9LylkU
0.3171369,0.039256617,0.0963389,0.07942969,0.07568897,0.016729267,0.1409893,0.03431228,KAWAI28Locc
0.25078937,0.2762304,0.30008155,0.29230016,0.293891,0.09978092,0.05309343,0.14659104,17y9RHHk1Zs
0.38467032,0.12316378,0.12905318,0.13177079,0.08147006,0.020963646,0.07757958,0.10276819,AZOAbo2G7No
0.2642978,0.035173494,0.1233248,0.025818966,0.052602425,0.00614332,0.18928744,0.04111741,XoQIs_2_Tss
0.25065342,0.037180655,0.08911404,0.03166607,0.051687308,0.049898956,0.16674612,0.04607613,O-0soGysuxQ
0.28897357,0.0723157,0.104326,0.056856025,0.04837772,0.09494796,0.11782738,0.09309215,iQrv0CRQN9k
0.36536294,0.10162616,0.24015422,0.10814216,0.11715338,0.005830948,0.11776747,0.1107235,naPx_9V4t2s
0.43947342,0.09013444,0.2978075,0.081858285,0.14937559,0.0253489,0.07566681,0.0826981,jB0y13u_maE
0.4633454,0.08142664,0.29122856,0.066498995,0.13550794,0.01721518,0.009428696,0.06831268,5Vs2A7ua3ig
0.4598465,0.08695977,0.2882917,0.06267662,0.124373384,0.018742332,0.009998063,0.07525899,YT6l7g9Jsr8
0.37888497,0.051881053,0.1654867,0.04533113,0.059757873,0.09494796,0.040822707,0.099717796,BcKMIpAM0Ro
0.3272297,0.11792971,0.24160852,0.19206306,0.20445926,0.006108612,0.13926202,0.14501645,_R4SLWj53Ks
0.26001552,0.019789107,0.075645976,0.022335783,0.024837045,0.016937515,0.085190125,0.031261954,9Mi_DhhKG7c
0.4150925,0.084421284,0.2845675,0.07130958,0.13672788,0.019714156,0.07276229,0.074547894,9Z4w6IXw9mc
0.5359042,0.16309893,0.4165863,0.15401946,0.18859878,0.0224908,0.014345056,0.13671516,t0ak4PsCKDA
0.37159157,0.07861455,0.2144922,0.08474787,0.1348,0.015757442,0.049881727,0.059481654,e9hsdIwZO88
0.40059775,0.023913236,0.12969315,0.035704594,0.035238735,0.055333257,0.047798123,0.033476755,wjrMa8FxpuA
0.33837357,0.042484943,0.087731555,0.0510445,0.05242565,0.06012806,0.17530105,0.056448124,RDTJdqIeI1s
0.2713963,0.044683557,0.15000466,0.04063596,0.06270733,0.0054491595,0.18928744,0.049182866,iGAcNaiWs7o
0.43865153,0.112827554,0.3095695,0.08799447,0.16857795,0.10699297,0.1993765,0.15117149,KiOiV8rpC7c
0.37435278,0.22735858,0.30403715,0.27198404,0.288827,0.006455692,0.08854894,0.2946459,frs2yplgcVI
0.28325883,0.024897283,0.07659657,0.02810737,0.049176563,0.016521018,0.10991952,0.03446853,Mtpl3LHTCxk
0.2831357,0.010944258,0.051870912,0.020934625,0.018675888,0.022213135,0.07658648,0.016528325,Mk0GhTnPdRY
0.5559019,0.06263887,0.111844,0.05052128,0.07863834,0.061726328,0.24608326,0.098398164,GyUQUsz9F98
0.36501256,0.06754729,0.18933992,0.0658837,0.11457198,0.02792408,0.02202673,0.050206415,X4ikiN-FanY
0.23008391,0.016860304,0.06196954,0.021911947,0.019884625,0.015688026,0.16433872,0.023177503,g4RTkZPh7t0
0.3996449,0.10720915,0.23576714,0.1143598,0.118514575,0.14418322,0.2650856,0.13287567,6cDEoUJTC5A
0.33372474,0.036082078,0.12661742,0.03900635,0.033802606,0.017006932,0.14495377,0.032831594,35ggHyTwj5I
0.5713087,0.04087991,0.09678937,0.028764589,0.029183613,0.02262963,0.14080034,0.052421935,TSxsPnGxzTw
0.34612116,0.15055129,0.31709164,0.1681033,0.113515295,0.09548495,0.4453918,0.09281184,Ps7PX-yx75k
0.28175706,0.04079763,0.13235377,0.027180104,0.052139223,0.0025510397,0.10065707,0.049890142,VefpM_DKIvU
0.3727411,0.06978522,0.19563307,0.04523038,0.06939608,0.005900364,0.035517916,0.08603576,NPjB5TkEtT4
0.30744618,0.040680595,0.14958033,0.034762755,0.042347893,0.008850546,0.06488482,0.04128379,WWzK6ZJ-RX8
0.43954602,0.29266703,0.26783165,0.55129296,0.21399245,0.25447917,0.20131502,0.17058259,dXGUefEdmiA
0.22010021,0.079404905,0.12828821,0.042796593,0.04542278,0.019714156,0.06541965,0.073355295,KANpax-L14Q
0.26674446,0.071485594,0.08493896,0.041046962,0.064279824,0.035477944,0.1472993,0.10939307,TDVoC7Fwxjc
0.49173722,0.08326435,0.2902678,0.06222476,0.12993164,0.018464668,0.017008586,0.08159998,CGCcnChwdTo
0.3622297,0.10140764,0.26573488,0.14184776,0.109635584,0.0681194,0.18164253,0.1354091,tL7NvkudupY
0.50275815,0.09368475,0.32379618,0.06895155,0.123151906,0.020963646,0.10169917,0.09643278,yuDfVvGj0I4
0.37065637,0.07702065,0.23137857,0.07440523,0.116567604,0.016104523,0.049881727,0.06353365,Fnee1Gyn1BQ
0.23879229,0.016124645,0.058054,0.018241769,0.019879099,0.016521018,0.17752393,0.024151525,ZO0xHQ1_h-4
0.38198477,0.034179848,0.095227145,0.052249737,0.110682584,0.02517722,0.050730374,0.063236766,MwbxZzjWGxY
0.47754925,0.16618735,0.27896056,0.08859031,0.09487873,0.034104515,0.02061941,0.25373292,1rqX1sMftpE
0.28304216,0.05370529,0.10722246,0.102047116,0.115627356,0.08290337,0.19656429,0.07476928,ZKx1v72ZZi4
0.27802783,0.018799856,0.08021829,0.03158601,0.024795784,0.0168681,0.14625798,0.025686622,Y8xvQw3BCgk
0.43269828,0.1794268,0.23611978,0.1530046,0.14153895,0.010828903,0.09443891,0.27372774,M_kh_7rTep4
0.25018948,0.014165734,0.057552036,0.014587834,0.016314922,0.015757442,0.18407358,0.022418546,-Qz4tJ7Ep5w
0.3728466,0.023361275,0.06497065,0.009660499,0.008774355,0.024662184,0.14708395,0.0518218,UixxCNynlVw
0.31096217,0.03410861,0.14124195,0.029405236,0.043358386,0.08796701,0.29072762,0.054242633,T1WvVzw7-dY
0.45824856,0.10560966,0.15520032,0.09528877,0.09055693,0.0741129,0.2073046,0.071149245,LnjiKT7ZbNQ
0.448192,0.16062382,0.13846482,0.24377061,0.13393371,0.18253209,0.15342054,0.14916348,p8mOplNa-pY
0.2842402,0.017806318,0.056490265,0.014175845,0.024097692,0.036851373,0.14317796,0.032826927,gl7PyhJsueQ
0.4138747,0.42914107,0.49979666,0.33812943,0.252586,0.004060839,0.13603525,0.4325293,9U6QtjUKnkc
0.4605345,0.09060588,0.19694318,0.07487621,0.06477679,0.040628307,0.102021396,0.10999297,D62bTqi3UmA
0.3822484,0.06686224,0.21457592,0.07659295,0.11716428,0.019714156,0.029634507,0.05138916,HwNv4RLVkFM
0.3365967,0.049044732,0.14507923,0.03011246,0.057192758,0.0037484665,0.13167989,0.06410232,1Sw-j0scuEo
0.40053448,0.16573484,0.30005637,0.24608377,0.24758299,0.004251733,0.101517916,0.20619741,ZrVXgomDjy8
0.6710653,0.056674052,0.16049828,0.026026985,0.05218346,0.03444787,0.2542685,0.14205918,yoqCygampOY
0.33553317,0.06255352,0.2069647,0.0430937,0.0636112,0.004251733,0.035517916,0.080216214,yx-ncNqxBjE
0.47965524,0.13404717,0.24403363,0.11462749,0.118087366,0.044748597,0.06280286,0.16038571,KYmm-UL2szU
0.31951576,0.11814079,0.23557627,0.20544861,0.18833214,0.0052062036,0.1373455,0.13678342,mrzAgwV-5G8
0.33773732,0.089731075,0.1563383,0.07265777,0.11263445,0.027409043,0.07274931,0.09185375,r9KOr3gKsVQ
0.51366305,0.15734501,0.2724522,0.16741957,0.23659101,0.003089014,0.03073954,0.17895795,tN8d_NsEXr0
0.25509706,0.019971354,0.09266791,0.018340865,0.021645723,0.016451603,0.17752393,0.031741004,WDLQE9MnfuU
0.3577783,0.040733382,0.14041676,0.02528622,0.03533942,0.033246122,0.14065413,0.056893628,4FY28GWPddI
0.2781255,0.042825818,0.13803424,0.030115517,0.061114993,0.004217025,0.10804425,0.051998954,QwjRPvRd6HE
0.41273066,0.065555826,0.24261118,0.049057335,0.11273293,0.028267438,0.06653313,0.06259791,FMi8q1_rCyU
0.32328224,0.051250212,0.17829391,0.037222825,0.071439594,0.0015878921,0.13753098,0.058563534,U_N06ZiUYeQ
0.5174629,0.09255237,0.5128637,0.08157188,0.14038655,0.020824814,0.0038164128,0.101141624,gDlti8k6coM
0.25763735,0.022985851,0.084572196,0.022101246,0.030320033,0.016035106,0.20460115,0.03476955,NCZJyOzTbGo
0.34069335,0.03509595,0.16313367,0.021102838,0.057304848,0.09655894,0.0032399383,0.0666277,V62_nIYozuM
0.40853706,0.05808939,0.17746003,0.03981687,0.060693737,0.015340946,0.07402042,0.09340364,KTY7s-hvduA
0.30092934,0.081578895,0.18888517,0.09382694,0.100884855,0.0024122077,0.026177203,0.08207711,Z_wTHoAecjg
0.5093069,0.081251785,0.2874003,0.083153345,0.0992046,0.034791227,0.04465213,0.06396349,40vhz5lgcEA
0.39195064,0.055812076,0.17534938,0.061562765,0.111182496,0.019575324,0.029634507,0.051180422,YPhKaH_KFzE
0.3001071,0.05541563,0.16597815,0.029795464,0.052951545,0.022213135,0.09603057,0.08533908,tLItVV3dyDA
0.27960643,0.019119639,0.07530776,0.02331594,0.028096711,0.016521018,0.121353425,0.029796438,JypHyzGMsxs
0.3276853,0.056531366,0.16471495,0.040774304,0.074972205,0.0035228643,0.13167989,0.063944526,-4W1JKmkmDc
0.43766677,0.21464993,0.34434474,0.369113,0.34317076,0.019297661,0.13922876,0.15435846,epKLucWhn7U
0.25178394,0.09651601,0.155144,0.04883976,0.07720703,0.076110736,0.13267346,0.09095949,R938kArGxWw
0.4225725,0.05689392,0.12684333,0.055260338,0.06874615,0.08689302,0.13379174,0.09109253,lGdb7-RuzVI
0.34340918,0.15571687,0.14065108,0.1336764,0.11459917,0.09816993,0.19341366,0.16587108,IPzA0LWD0Ug
0.28491402,0.03574828,0.12344905,0.027530117,0.045163862,0.0042864406,0.16507109,0.03996265,hRAOxFPEKYU
0.53287226,0.10549911,0.37378967,0.10473751,0.15945801,0.044748597,0.28009692,0.12315477,0C7sRfryzu4
0.52183974,0.14672029,0.36321855,0.1144801,0.12711307,0.005275619,0.030924125,0.18150444,wGKbKX6DlQg
0.2939416,0.050528694,0.17252204,0.037379224,0.080110095,0.0017874632,0.10804425,0.058525093,Au8DCnp8RG0
0.4085019,0.22779377,0.24842978,0.17923772,0.16622965,0.008954669,0.09443891,0.3456895,GnOeG0qLElI
0.33313164,0.062453035,0.1931272,0.043207113,0.059442777,0.013952625,0.0940374,0.082558505,VB6ELeVgaKQ
0.30886838,0.041159872,0.12544875,0.0532893,0.06882172,0.02054715,0.15646353,0.05147669,lNXdLI7ACa4
0.51898646,0.037679594,0.08921718,0.02409195,0.034066286,0.06132676,0.04283689,0.096470386,8PNLUNNb_mI
0.32924017,0.029386656,0.0589278,0.019456778,0.02542972,0.017423427,0.05048483,0.055343203,IlKBOQk9mh8
0.374104,0.045140926,0.18969703,0.05236216,0.09051827,0.018742332,0.029634504,0.043308266,w4PFEw0mabI
0.27336085,0.09579198,0.24687274,0.10651317,0.13025293,0.0022386673,0.02731225,0.07920047,a7M4GwKYnWQ
0.3122544,0.043849777,0.14758916,0.02745606,0.03747143,0.018325835,0.15947054,0.061671294,XaFghmtT4Go
0.4042657,0.41928467,0.42325673,0.33941653,0.39493415,0.09548495,0.17516683,0.38040233,z1PQNNb4kOI
0.22989015,0.02370664,0.046759028,0.021597713,0.024054013,0.06372416,0.14598103,0.02821157,5nooPliv1CQ
0.30714828,0.04661829,0.17016077,0.03122748,0.056007683,0.004720291,0.035517916,0.058897063,zzIS3fqxX_Q
0.32651436,0.008310856,0.016164487,0.0023886436,0.0018492034,0.018048171,0.019668916,0.09676534,DACclloP5EA
0.46109194,0.16219807,0.22655752,0.17824818,0.11899911,0.13082063,0.43911424,0.20860462,MUztHs3JHs0
0.25313494,0.019400578,0.07173188,0.025928618,0.032196157,0.014785618,0.15471438,0.028557314,K2l1yZQ-4bQ
0.32881346,0.06309703,0.18116754,0.04887574,0.05706056,0.019297661,0.15849546,0.06826553,-_SLzjuH70E
0.39680994,0.0570502,0.23369156,0.04450753,0.105247274,0.031185975,0.060221877,0.06279324,9nFEApHVPW4
0.51811844,0.11481451,0.35472766,0.09745827,0.15550199,0.0186035,0.098024055,0.10723238,WzDAsmL1UgU
0.49516582,0.08148694,0.26663116,0.03689938,0.07521706,0.094410956,0.2135579,0.15695272,N-psM_v_SJY
0.32517463,0.05625751,0.15753092,0.037288066,0.05353467,0.014369122,0.07402037,0.08778654,jCO3RbAImsg
0.2589012,0.09535016,0.16739063,0.12079835,0.12103827,0.024318827,0.061146744,0.07374308,ckjRsPaWHX8
0.5949874,0.140483,0.19036041,0.07420754,0.1139526,0.011870144,0.007877057,0.1886327,Gk_pbiKQM3E
0.34988308,0.3120348,0.73752975,0.20296295,0.34245604,0.355017,0.18862295,0.47398856,5xv3a7DHRQ8
0.3550332,0.09523147,0.24286187,0.035885,0.059518903,0.10699297,0.056599,0.1570675,02LRwPr2PYw
