PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_INSULT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,PERSPECTIVE_THREAT,video_id
0.14091206,0.07777667,0.106363505,0.20086019,0.39420608,0.16482529,0.0778733,0.3213853,gsJG0TCeu6s
0.09384295,0.14388376,0.12264932,0.14508536,0.42923537,0.05133759,0.0947864,0.19259374,x57yvOunb38
0.14580683,0.049875308,0.16152202,0.09729877,0.30785528,0.0019176182,0.08868957,0.164556,DY98BU1YZBs
0.21044923,0.65457445,0.39141777,0.47140512,0.50306183,0.37954164,0.4978776,0.51559067,1yMtQolN1j4
0.092976645,0.08999886,0.062172826,0.11124585,0.4984321,0.11472086,0.061146535,0.3414539,5OqId9saPlk
0.03176333,0.012604405,0.018949823,0.068813704,0.2725742,0.03187269,0.016954891,0.047985755,MXM0TGZi2IY
0.03166375,0.022049978,0.019232761,0.1484639,0.347365,0.06532243,0.014510801,0.049702916,oZEOHY9FWBw
0.07628114,0.043984033,0.06280649,0.43750298,0.29688072,0.07011723,0.052591596,0.13199285,MqrmAlNuXlo
0.07098746,0.0893427,0.050123505,0.17231935,0.499208,0.2712817,0.05934248,0.090159535,oPTEAT1_Wb0
0.11812995,0.20909128,0.12648919,0.21031773,0.5581325,0.17034957,0.09468619,0.29014635,TotdnNDrx1w
0.049927276,0.033371802,0.022640638,0.17731103,0.33073422,0.027065687,0.028166179,0.05909197,sqRBCz0yTgc
0.048622575,0.024712285,0.03311563,0.34197882,0.39262763,0.13146462,0.029126333,0.16373503,hwfRAzGWJMQ
0.106291614,0.15439914,0.16566621,0.047392398,0.45855707,0.10031791,0.0953566,0.2372699,i28Dd8jXZxs
0.16334715,0.1839478,0.120252825,0.17009568,0.41222176,0.27359754,0.31432664,0.86188334,vnThR3t2hBE
0.09575427,0.048682228,0.11587708,0.72451156,0.3373064,0.040628307,0.09216408,0.114961244,CARXrn2BzTc
0.118908495,0.11266346,0.13313748,0.17163838,0.35041535,0.13431281,0.10310184,0.16249265,s6Med6Z8-9g
0.09508276,0.11704987,0.19550934,0.19120593,0.4314085,0.1008549,0.09112109,0.33334556,Yb4nKFKKcGQ
0.089309454,0.11474545,0.1349681,0.16414411,0.4955754,0.17449278,0.07239231,0.58520854,_pB_NOh4DFM
0.05059429,0.10421246,0.118083194,0.2756318,0.36303562,0.059728492,0.046055287,0.15188566,bvpRnMHqsY4
0.07829371,0.025410235,0.06587445,0.06988258,0.3120037,0.01193956,0.07258979,0.28158396,ceMkAw8Ha3w
0.021581408,0.025472099,0.013560197,0.12194087,0.24418342,0.024318827,0.014375111,0.03395963,Dn1OBI8v5r4
0.17734295,0.79465765,0.23994859,0.012096409,0.37190598,0.24991328,0.5052531,0.18521424,TtLwtcDYuLE
0.04196988,0.025045214,0.02648495,0.26702335,0.25724798,0.09870692,0.027029628,0.091763906,WEdbAsl2cPs
0.103546746,0.16939257,0.17384708,0.44968742,0.32847703,0.112144895,0.10014374,0.16944353,TeGsKlvvXi0
0.035088208,0.051362086,0.03190256,0.12585527,0.3411216,0.08367105,0.024560057,0.059350405,T1y0C-xMy8E
0.029974408,0.08756078,0.06869232,0.16174693,0.3476775,0.21036349,0.029213466,0.22524224,m5Hgf7c-dec
0.058894996,0.035603486,0.025635436,0.18596911,0.31645596,0.2286382,0.047883883,0.08231512,FMJ2jZtW7cw
0.13917376,0.3139942,0.3407664,0.09999767,0.5101763,0.1621016,0.18976882,0.9137954,sWnCLXT9uMU
0.062161062,0.03356252,0.0396215,0.21221982,0.3238746,0.03616466,0.038982738,0.08712154,ihZJhoXvrdg
0.067260034,0.061581843,0.12787716,0.038522452,0.3963253,0.0669207,0.05394644,0.39308387,ke63lM7_S00
0.026575057,0.029388534,0.058147814,0.06616157,0.2469859,0.13476147,0.028840063,0.03996267,ClKp5zIj3yc
0.030791234,0.12735528,0.062921695,0.4389794,0.325218,0.0741129,0.056475397,0.070835076,dQ_BPzOGIL0
0.07719765,0.044556845,0.044160604,0.10715477,0.2667048,0.026207292,0.05820715,0.113946676,YueJukoFBMU
0.04936965,0.034568097,0.020017557,0.032164566,0.39203823,0.044748597,0.027044324,0.09955389,GRzOsGBtyM4
0.040710136,0.027223134,0.028908582,0.10840679,0.35769683,0.021380141,0.020759573,0.06143395,nKpDN_V-jZs
0.11570393,0.06151135,0.15122737,0.13719335,0.43509635,0.040971663,0.06383721,0.25636056,m-Rmg5AYf8I
0.08571927,0.5678364,0.3638313,0.12761553,0.42816013,0.22981352,0.27989948,0.38899744,HB4L4Uin9IA
0.059684478,0.045868408,0.04604838,0.25385618,0.33233643,0.040628307,0.04338757,0.30059782,ZAgihwbNPxw
0.064059496,0.06746564,0.11832911,0.33228096,0.43680558,0.06771983,0.06796626,0.26655704,ISbjzYQ7s1E
0.07158591,0.11063852,0.088352315,0.25798836,0.36451876,0.07131593,0.082812965,0.5833258,sLVncPELGks
0.10169027,0.13421512,0.18467589,0.16152123,0.4843265,0.05413456,0.08561054,0.51594365,epQCXVnP0VU
0.06902337,0.029438103,0.0494512,0.25681365,0.3602086,0.10031791,0.03452417,0.33610588,8PAyqFCZYYs
0.060337853,0.046552844,0.05989998,0.14851533,0.33732694,0.011384231,0.042273957,0.13466722,Xz2oowy5JxY
0.037493803,0.041182935,0.040018268,0.14432113,0.20324846,0.0021866055,0.03315764,0.06724805,8_DUvXy7UgI
0.08479575,0.060707454,0.12142826,0.049551003,0.41526634,0.036508016,0.06415626,0.278871,mvUwLmOoTrA
0.09746437,0.032844365,0.04701149,0.1930252,0.40981495,0.3123962,0.07198263,0.19188869,X9BNqktRdLo
0.037491042,0.012397126,0.01735905,0.19367272,0.24981898,0.030327583,0.01733473,0.040175457,QQXm88ppbIs
0.20899436,0.5697557,0.3075548,0.26504108,0.39450917,0.23452865,0.5528752,0.21206917,oBov7-NPAbg
0.018624425,0.007640671,0.010745787,0.12747195,0.23590757,0.0224908,0.0077041793,0.038183536,PUBtw9peahY
0.07889682,0.10260212,0.14910348,9.9159035e-05,0.37133244,0.060927194,0.13229382,0.13277072,m_lTsLhahqg
0.13575573,0.56845707,0.38881826,0.5680319,0.5094093,0.22989221,0.27333802,0.4880239,YASj8IuQ_Yw
0.04719758,0.06083232,0.06685692,0.15983683,0.34242132,0.033074442,0.025970435,0.07674747,dzG68oc-GT0
0.05094324,0.030470116,0.04333806,0.21444215,0.42938313,0.017562259,0.023895515,0.26809844,HEXMTbAGFro
0.029256076,0.02438779,0.019904425,0.051511377,0.28872415,0.044748597,0.021345092,0.048444476,EVb8hCgF78Q
0.12578532,0.14468619,0.111669205,0.13731615,0.3946116,0.14463188,0.11701736,0.19986066,mfrOlFHEKzc
0.19404037,0.13885361,0.1811645,0.1903257,0.49897385,0.13655609,0.1334371,0.5499983,OccWmmaCqlE
0.049427968,0.06268531,0.117370926,0.44029564,0.42172453,0.42092466,0.04391106,0.21826802,WHMfxoTQ96Y
0.07281092,0.095502235,0.116511546,0.07396669,0.23352207,0.031529333,0.06686752,0.15550074,O8T9spKHVWQ
0.061580095,0.043041,0.05506014,0.050132856,0.27495548,0.03736641,0.058404498,0.34299496,5mW4r6er2IE
0.05356581,0.028990606,0.05331809,0.08198724,0.2688964,0.06412373,0.038271185,0.20180808,l9r1qr4MKEw
0.06350191,0.023719508,0.02672862,0.010330497,0.47333384,0.15276173,0.03473485,0.09178056,v_0WNLAmSaE
0.017139329,0.0063644983,0.007905384,0.1418679,0.17674153,0.012078391,0.013206944,0.04797945,OJdzNwtGEz0
0.049484544,0.03944106,0.04290185,0.19938885,0.36612418,0.040284947,0.03555724,0.11905948,jgif_xUXa9E
0.044270623,0.023508132,0.023820454,0.28508922,0.2784656,0.067320265,0.028817136,0.06455905,kbAuywE8xPo
0.297349,0.0952573,0.079161786,0.14319144,0.4961025,0.077709,0.13783428,0.14547122,uCAHGza_zV4
0.09284059,0.08780341,0.224475,0.32130635,0.2039862,0.0034013863,0.036044583,0.03841791,XdmJXHJLZ6M
0.061852977,0.108590186,0.08191704,0.41480127,0.37157896,0.21539254,0.06906882,0.16580169,v7ssRs3LLT4
0.047689147,0.01703152,0.023479994,0.23273464,0.60191816,0.04234509,0.029392134,0.04251867,b-zfnbc-AnI
0.023936603,0.019549098,0.0313913,0.25785628,0.27463263,0.09333697,0.014282627,0.05092649,Ln342caKBHs
0.05306813,0.03660773,0.059352327,0.15747875,0.3766508,0.08555053,0.032991324,0.09321464,CWt6jorWel0
0.06872789,0.050970748,0.06566431,0.322766,0.40897712,0.10634898,0.04686789,0.42840815,ove6sd_mao8
0.11845222,0.1262274,0.2411261,0.16988128,0.33557552,0.065721996,0.1628616,0.25156337,Rs7G8MxCeTk
0.14369315,0.08552037,0.06021746,0.080620855,0.42187792,0.05852979,0.105688386,0.18137905,ic6nddVoQZQ
0.041892607,0.02215092,0.024575397,0.085496336,0.22188723,0.0019349722,0.030775432,0.06997445,4xvma56e6LE
0.021028312,0.024278276,0.021851368,0.109204054,0.38763973,0.039254878,0.012617704,0.061911598,h1rX6Ay-vZo
0.064778514,0.15343148,0.22601058,0.18693784,0.4286923,0.09387396,0.10006211,0.51193595,stBW9byJQY4
0.08740527,0.026940055,0.033120636,0.24263659,0.37869388,0.19042583,0.038326334,0.072827354,ZVTxUNurw8k
0.07394939,0.24632859,0.21663229,0.263888,0.38002124,0.19936113,0.15457657,0.2697547,PrPBaocN77Y
0.040771067,0.03272645,0.054505885,0.123824336,0.28472492,0.020824814,0.03095815,0.32977897,Vu4AccPaVv4
0.12253243,0.13601446,0.13665152,0.22587736,0.35300538,0.14283726,0.1305183,0.18290494,KXU8uRhvD2o
0.04350375,0.0909734,0.113985606,0.17573214,0.59881026,0.21892473,0.05845414,0.22972554,oC88jsc-wpg
0.025836922,0.043464314,0.056386456,0.14181831,0.42436868,0.089041,0.024245689,0.49286833,-THACixg0pk
0.060477547,0.015636515,0.017854441,0.020697163,0.29979786,0.07730943,0.014660433,0.11568875,fk2NokRwOVA
0.04763362,0.07420212,0.10245322,0.029020168,0.36837667,0.060527626,0.080645114,0.49467063,sCKRV8Yps-Y
0.047803592,0.18534118,0.14552857,0.2711049,0.41110885,0.079307266,0.11026065,0.3057726,kw8-FrCaTD4
0.2866308,0.2099047,0.20963754,0.14892669,0.54000986,0.09118898,0.3133375,0.6155776,onui2Pcm2r4
0.03421586,0.050441615,0.035602745,0.09532976,0.17144251,0.025863936,0.042468786,0.05418527,AcgkA14FFj0
0.14915878,0.191083,0.25032088,0.16988145,0.4917979,0.1689685,0.15749137,0.6509268,p8OYQQEFExM
0.07461848,0.14826716,0.21902937,0.1460902,0.37259695,0.123736724,0.14269884,0.38552386,cJYmAKF0f4g
0.10096226,0.042716943,0.11337464,0.064227425,0.48565608,0.077709,0.057367776,0.24821305,EJL13Bl9gS0
0.11703689,0.13451318,0.0987692,0.066776514,0.39674377,0.17380224,0.10180142,0.5013392,Q5nMgsNRjHY
0.18760078,0.51454324,0.5588483,0.00015040996,0.5421681,0.2752517,0.3650941,0.9128996,x8wErKYTS1A
0.029595774,0.016092615,0.020768028,0.07844358,0.2816796,0.023288755,0.021794751,0.17397316,DrkRpaaOQqo
0.06920135,0.12746274,0.29160213,0.08877421,0.42036486,0.22598907,0.06133935,0.31138057,2NFDajQyliU
0.042092845,0.020361548,0.05591024,0.07386333,0.37296993,0.0813051,0.021852432,0.110310055,AGDT6OXhCpw
0.0857237,0.04192381,0.11370567,0.055554647,0.2717717,0.001544507,0.064836994,0.12619515,Ss8Zjudz8dw
0.027406223,0.0037935106,0.0032725967,0.19202098,0.21743664,0.021102477,0.0079182945,0.02386709,9wdbOWlf2ew
0.07577788,0.046465483,0.04065561,0.11908374,0.26674047,0.023117077,0.049398903,0.09065285,j2IHH0wnHFw
0.048464067,0.051934686,0.10193883,0.07127257,0.26649264,0.040284947,0.053646788,0.35322928,iYGCZ-C2kDs
0.03865256,0.038757265,0.048607927,0.16076022,0.39168644,0.06612156,0.03250563,0.26043755,XR2rQKAEY4o
0.08081703,0.30136535,0.22637267,0.28190252,0.46742892,0.42465788,0.119496055,0.25971165,th_LYe97ZVc
0.17834626,0.23568167,0.26519144,0.005258257,0.5274062,0.22981352,0.20158862,0.3134087,AH2hqEN-l28
0.0529814,0.22550787,0.19508882,0.0010427886,0.35268706,0.28996843,0.110763736,0.24582642,ll0eponDUuQ
0.072245605,0.08477952,0.16780445,0.11959632,0.49120677,0.021518974,0.07689605,0.58646315,rh94j7F8BIE
0.02203064,0.006112408,0.00786013,0.10076769,0.25562716,0.017284594,0.008497859,0.038414836,zQPPKCWcUy4
0.055396922,0.08221086,0.11128129,0.06396107,0.47407848,0.094410956,0.07631836,0.26029757,2317ip172lw
0.05863829,0.040656433,0.039487757,0.13071106,0.34234864,0.089577995,0.0478815,0.19156419,_qXOsONiLm0
0.16777764,0.034080546,0.05039749,0.0284412,0.3286617,0.19535941,0.04831442,0.29580036,pN5qfu0z2Ew
0.043729242,0.09411872,0.11591546,0.24902423,0.33277294,0.17661177,0.050399065,0.09241229,N3Zj-hMEL-k
0.07497098,0.033559754,0.055403445,0.048213843,0.45637998,0.04165838,0.041739047,0.088811755,0bXCbVGb04A
0.050618786,0.040477052,0.030832738,0.14900678,0.36811498,0.025005542,0.031011026,0.08333705,hibV5YbZvBw
0.042850368,0.03955158,0.026134426,0.008627642,0.21119833,0.04406188,0.03552146,0.06293491,SgACktyVXbk
0.10644986,0.2913822,0.2254775,0.020418143,0.47693813,0.39108577,0.17861184,0.5343828,bMluX3C59UU
0.06145265,0.056475874,0.09876719,0.07336772,0.23725416,0.062925026,0.09033927,0.07898802,gdEuJ1hAVhQ
0.054872267,0.030105459,0.055110414,0.051550843,0.2812996,0.038224805,0.046446178,0.3220207,6rv9tDAWmx8
0.03491178,0.018552639,0.028129887,0.18043338,0.22300719,0.02193547,0.02692587,0.133561,PmrtnEzxEzM
0.07024813,0.07989013,0.12051502,0.06052728,0.6049545,0.049898956,0.06825654,0.264579,dT6odjCnKqg
0.048080705,0.1041707,0.12217756,0.10908535,0.49267256,0.14911842,0.059235003,0.59160614,xkVIqB8tw2A
0.048805453,0.035212655,0.024753638,0.11198622,0.36154148,0.09065199,0.030971592,0.2159564,32vfPNcNDVQ
0.06393348,0.07719617,0.24816346,0.06711976,0.45458627,0.04131502,0.05781661,0.29617697,nktY6sHuFj8
0.079376906,0.047102068,0.07747938,0.093273096,0.3215805,0.05413456,0.046342514,0.09103623,JMq059SAQXM
0.07744231,0.1802696,0.12434834,0.5680319,0.3965143,0.5023275,0.21134025,0.8699258,RNwsdNcyHas
0.045250747,0.02023835,0.027763324,0.0987919,0.28761005,0.04268845,0.025797544,0.0943425,CrfHA8F9t84
0.05079758,0.02386766,0.04003354,0.029775029,0.37701303,0.046122026,0.032456394,0.29503626,KUskbAasVCY
0.09554965,0.042628273,0.05426299,0.11527261,0.3621675,0.047495455,0.08656552,0.13736641,Zi6j1o55xiY
0.03872859,0.04116446,0.05457502,0.037744194,0.29011828,0.03736641,0.0335073,0.17396188,IHZII4u57-A
0.08660054,0.062041182,0.06293369,0.070062645,0.5000358,0.17173064,0.09480185,0.49493402,1b7p5puHBb8
0.08676915,0.0448741,0.10426456,0.07292545,0.3437013,0.045778666,0.050463296,0.30864337,_8scFQchXXA
0.050918877,0.015154529,0.013131153,0.17508829,0.21825203,0.033932835,0.02449448,0.02824654,BqVgdPEOqks
0.094716206,0.04969227,0.09686722,0.1292926,0.4407961,0.15276173,0.0910031,0.119727604,an4pHcye2Mc
0.052784566,0.034290705,0.035463084,0.038909636,0.34958094,0.017145762,0.055892207,0.30823338,25PPglvoyrA
0.03987016,0.031732485,0.022465155,0.039322443,0.334265,0.0053103273,0.03604005,0.21323845,Nhyi1sCa8mY
0.07407746,0.038247388,0.0757487,0.08717583,0.2531763,0.00075489946,0.07603539,0.40570077,YMzNkNoFzG4
0.072882086,0.04126104,0.1090954,0.060893193,0.42003813,0.13835071,0.043817557,0.26696205,9_mZ-8PdvmM
0.02847627,0.027128369,0.043401547,0.08792084,0.29919925,0.06971766,0.020181522,0.06712633,X-zPrXJpiAw
0.042319037,0.021486087,0.023612347,0.005391614,0.29003635,0.025005542,0.024852764,0.077681586,GPugMe4ePEw
0.04504896,0.028861921,0.06925665,0.068324976,0.48100123,0.048525527,0.028618943,0.164556,d1kw1RmzrPc
0.041928224,0.122544944,0.1273986,0.4324437,0.34683707,0.054534122,0.055720467,0.5185275,WS6STkDu9ys
0.16436508,0.43058816,0.1970538,0.59149826,0.33742654,0.24418297,0.68627214,0.26305383,pkzQvXYa1ec
0.12721714,0.05666398,0.08982258,0.10189797,0.28077933,0.07970683,0.113618456,0.24506429,7FQoGPM4v4c
0.17999119,0.22786672,0.17748305,0.17569314,0.31917122,0.19239926,0.5093917,0.28718302,R3XK16DB80s
0.10492811,0.3482391,0.24667265,0.27302036,0.42317095,0.11665283,0.16712546,0.35341617,62mGOYRbTDA
0.14342962,0.093480684,0.11272106,0.089762665,0.32666257,0.09548495,0.107206866,0.121251926,b3xGITUvnjQ
0.05875955,0.2317037,0.15955447,0.046085678,0.45811376,0.43622825,0.1422453,0.25919807,X3vTt5iGvfs
0.024049973,0.013407138,0.02077148,0.061456975,0.24192931,0.0471521,0.020752445,0.09659969,YjEuIc6u4ww
0.13551866,0.028328849,0.053414892,0.08009554,0.30929086,0.05493369,0.040223476,0.19828722,pBAfr4fJ8lY
0.12224662,0.10158023,0.11292388,0.12315896,0.36658895,0.036336336,0.08382227,0.20680766,emyi4z-O0ls
0.030577818,0.024754625,0.050797045,0.06634371,0.192816,0.014646785,0.025272636,0.069770396,aa8USttcDoE
0.1356662,0.11564931,0.18770549,0.010177001,0.47330087,0.2965773,0.138599,0.48705685,TEmLrIB3DV4
0.1341276,0.084644824,0.07315078,0.08017387,0.28324836,0.036336336,0.14592159,0.15094274,cx1PcFlhv5I
0.18194112,0.638912,0.25686184,0.47179314,0.35092464,0.2712817,0.7182726,0.174967,KORGB7FJwBk
0.15021923,0.12712342,0.075051665,0.2771895,0.57394904,0.083939545,0.08167824,0.09783131,my9ozbYdWrY
0.037526872,0.022985706,0.01734768,0.06924911,0.27437255,0.029125832,0.027376467,0.0909711,stzPcqmyhI4
0.08088735,0.041018296,0.117375374,0.12559731,0.24881403,0.0024295617,0.055233136,0.114377305,1z5sPQe7LM8
0.044000085,0.075095996,0.040096804,0.020144241,0.41579592,0.019019997,0.03204165,0.07867458,p4uj75f__Kk
0.041183747,0.041575186,0.027593048,0.013344106,0.20989826,0.048868883,0.035992846,0.06708955,OQv_k43MYdw
0.08937948,0.2969857,0.13047703,0.3300408,0.32465318,0.20596254,0.17349152,0.16657408,ACNhHTqIVqk
0.063208684,0.11351668,0.15427595,0.06975433,0.4521315,0.13969667,0.0913552,0.5026579,m1alpvZHTSg
0.140123,0.660731,0.2983737,0.27726227,0.33513585,0.20963,0.34388778,0.32395828,ZZCuzVbiUJU
0.10050133,0.11470984,0.19735953,0.14315993,0.40519795,0.22982138,0.12645681,0.386284,iUr3ZB3kLbI
0.07777729,0.06360867,0.06951832,0.16696113,0.36885196,0.17661177,0.060847275,0.10582358,Ctn8uuvYKIs
0.10924759,0.09828022,0.046147637,0.0745087,0.33493805,0.043031808,0.08139024,0.17380723,1JDXpFBMJD0
0.0430826,0.016262919,0.0142003205,0.044097982,0.34272954,0.040628307,0.0222519,0.06519195,wnos_7GrC9E
0.05643484,0.0745406,0.15277442,0.0405422,0.3212284,0.068918526,0.06810648,0.23766558,uAcVrcrqhn8
0.049172074,0.069084994,0.026841944,0.11758386,0.2712796,0.017701091,0.09756874,0.17873944,V6En5UqjuIc
0.1628177,0.07623498,0.114472486,0.095487915,0.35281593,0.055333257,0.15374991,0.26279905,QDOGbhjfDns
0.07144509,0.051315203,0.10344717,0.049794205,0.3817987,0.05852979,0.056292497,0.23420674,snjhDUQktMs
0.13188614,0.7978086,0.30284652,0.55228955,0.47077087,0.5363433,0.4561489,0.25880626,LHQYJF8DiPc
0.1855217,0.56024355,0.2620102,0.10938773,0.36085612,0.2145095,0.28651157,0.66092527,mnJpp634eaI
0.05264976,0.0894942,0.12799156,0.15072824,0.38421348,0.02929751,0.067380235,0.48077524,BTxMDwAGll4
0.07711242,0.044135503,0.08914381,0.15233237,0.5294322,0.08635602,0.042526618,0.19403198,if2lIItfK_E
0.041127153,0.071202815,0.12390999,0.060583547,0.39145702,0.42631236,0.06887026,0.16570334,d6QEintFJhc
0.06836329,0.055674687,0.115487374,0.09497423,0.24719213,0.037194733,0.066249676,0.1730493,qU1Fyf81lG4
0.037010297,0.040483896,0.09917235,0.1901007,0.40527678,0.077709,0.022964934,0.13130473,3ryYvEOm4eA
0.07959956,0.07607157,0.18891205,0.06650267,0.36322665,0.13879937,0.081198834,0.35470867,K1H5X_7xwns
0.065625444,0.22716448,0.12749161,0.16232048,0.33333024,0.22598907,0.113415994,0.12222659,sun_DNEUSPg
0.020140039,0.04509856,0.020232331,0.21307988,0.27257282,0.09924392,0.015354814,0.0878381,uNLwgYG4EdA
0.02943822,0.02178616,0.027915739,0.15160577,0.18316041,0.052935857,0.02462755,0.06010985,_fEDmi01RL4
0.17160234,0.080738775,0.11213497,0.12733732,0.34663618,0.021102477,0.13736689,0.4259069,vlxghmlGNoI
0.038416736,0.02755095,0.035009503,0.12264305,0.16094592,0.19862764,0.040513802,0.068236016,B39LNWooKEg
0.09561575,0.21529046,0.28810543,0.014955932,0.3283648,0.32304016,0.16609764,0.15458988,n0jSQA2RPog
0.07434101,0.03856067,0.03163491,0.029823542,0.29594392,0.026722329,0.05071552,0.13895848,nvn3OZFdt8s
0.04934428,0.017664678,0.033313863,0.027207125,0.3385341,0.06252546,0.032084942,0.28958437,VWQIpwLmhGk
0.1375301,0.17572081,0.28685227,0.18826032,0.29076633,0.112788886,0.1563739,0.12191958,Sf9g9DJsFac
0.042231347,0.07128674,0.10247819,0.06290666,0.38859275,0.056931525,0.048988335,0.5503981,elFo1DlgU30
0.08971677,0.03561442,0.13517809,0.032359425,0.27991113,0.0056574075,0.092019156,0.40241092,hMMhl2pA9FE
0.055769634,0.062132686,0.06670985,0.12900022,0.5145179,0.076110736,0.031926427,0.12973547,4Grq-Gz5dh0
0.18522164,0.065371476,0.13066675,0.074706495,0.35407528,0.12953265,0.1575832,0.30269498,GY1yLiAuKXE
0.18183677,0.056656197,0.0870997,0.11454088,0.38846347,0.055732824,0.15555258,0.22347511,v7kiHLU1Mkw
0.3027075,0.09817209,0.06648288,0.26543105,0.48623183,0.073313765,0.15105018,0.24061334,a5YAGYyuA0U
0.03795817,0.01650955,0.01294227,0.08380867,0.1800288,0.021796638,0.02538604,0.035872966,zjKBDSsxr4g
0.108624026,0.04737231,0.09623103,0.14390583,0.48572615,0.18746567,0.095398046,0.115263514,5TVJPh_hrIU
0.09417592,0.061966676,0.08240964,0.42612082,0.24603122,0.13655609,0.08547773,0.2534055,YNMkADpvO4w
0.06740647,0.07833991,0.15050569,0.2822906,0.46598074,0.012217224,0.06454594,0.17502265,jILgxeNBK_8
0.035788592,0.047272053,0.09179831,0.09861178,0.3421729,0.0753116,0.03049058,0.24241486,gM5KJ0SKjjo
0.049269255,0.016047541,0.042612832,0.16180931,0.21186614,0.033932835,0.027386071,0.063156836,Yl2jH36U7A4
0.08230196,0.092822745,0.15565383,0.042689033,0.3310689,0.1621016,0.09950116,0.29738155,t-LuNxd7ECc
0.111535266,0.04569389,0.1278783,0.004744669,0.2616354,0.0011974268,0.07452992,0.12141891,w6aUmVRbC4o
0.075418204,0.042852726,0.03409167,0.2029343,0.324207,0.16551583,0.040562578,0.09672437,R44VfWAai-M
0.13584484,0.10909909,0.17017831,0.35007012,0.2557423,0.035306264,0.08607829,0.20095132,BkXvezSOQZk
0.07355505,0.09768463,0.07814281,0.0015805698,0.52971894,0.030670939,0.09368075,0.13443929,elYXURmfmDA
0.09639837,0.085295774,0.16421057,0.17677623,0.382742,0.027752401,0.07621408,0.22369653,QkSvRluAxZg
0.056195788,0.047990456,0.1093666,0.09013735,0.50387055,0.08796701,0.032956783,0.10388418,_6_Zqtw15dE
0.068221495,0.03167438,0.033220354,0.11811324,0.1992829,0.030155903,0.05217243,0.074911416,IgPa1upI-4c
0.080026716,0.30703008,0.264298,0.0046071187,0.3591054,0.13251819,0.16972737,0.44963038,h4nBlljZA4A
0.08698793,0.12345861,0.07359385,0.095512465,0.27690062,0.14597784,0.096449986,0.07228584,bTN_p7R_5mU
0.051072888,0.06401651,0.0526426,0.13845058,0.48668158,0.07131593,0.027276358,0.10423149,o8KVW39YLso
0.13397348,0.032016125,0.03180356,0.04120131,0.2132053,0.20302857,0.06167562,0.10613642,Dc6ga7L7_hc
0.09917741,0.04564251,0.09783642,0.11694785,0.4757433,0.0741129,0.064341426,0.32365635,7XSyyUCghkQ
0.14723872,0.027572736,0.036227867,0.020943942,0.3406468,0.13521013,0.043016467,0.107224554,NjX54L75ouE
0.029793324,0.02200291,0.017146206,0.16055106,0.2110933,0.019158829,0.02173923,0.0318448,WuiRIr8R71M
0.18334097,0.24872077,0.14410394,0.18639521,0.37077448,0.20302857,0.22622027,0.18277216,h3itLccui18
0.1356894,0.8168107,0.25775975,0.18870167,0.3269677,0.4458971,0.5614016,0.20035525,Tr7e7EzWyKk
0.22844906,0.16274133,0.29458842,0.0004946269,0.44319654,0.28825936,0.16145226,0.5819368,wNorHum3cCQ
0.14293648,0.42620832,0.2941575,0.0014754097,0.41812694,0.09709594,0.2907557,0.6084293,7WuQb1m-Cc4
0.14525877,0.064452805,0.05470538,0.60946304,0.5071698,0.046122026,0.055164043,0.24660282,Bh_OLx7lvz4
0.056183547,0.057160463,0.10652019,0.01518247,0.37980762,0.15451296,0.070205115,0.15991446,2vYKqFxguJo
0.107954934,0.017841123,0.027084593,0.26870668,0.22266595,0.016798683,0.04970429,0.05717954,KBcDRI_RRjc
0.10353239,0.12800704,0.18996298,0.12407101,0.41089436,0.16035037,0.107032865,0.32030278,daFaP9dda3U
0.08189789,0.074059784,0.13755961,0.015512292,0.44088048,0.0334178,0.072386876,0.38746372,AzULyhDB7SM
0.045920245,0.025915934,0.039019328,0.10617757,0.24221556,0.089041,0.03526577,0.10468701,PRJqV_fhMmU
0.10103873,0.13036248,0.098168984,0.4307585,0.35990426,0.07251463,0.12067226,0.2052828,gSq-3QQmW3g
0.21937229,0.083081745,0.095607415,0.22664927,0.4408162,0.035477944,0.18384169,0.34310165,UZBqM5QR5Xs
0.031305496,0.05423941,0.10188198,0.012991012,0.33870307,0.025692256,0.0464283,0.49992442,eFrUvwRWtEU
0.02860721,0.02917219,0.025934678,0.07537467,0.43353897,0.005865656,0.018265933,0.14082003,B4RZw9kDXKc
0.97149086,0.1590581,0.07526473,0.44850427,0.91981745,0.4945446,0.6924904,0.16562952,mCYqk3-lUTY
0.046017252,0.11870923,0.05906219,0.27427167,0.35085404,0.27690583,0.08783839,0.72328526,T_i6WP_pBek
0.19458592,0.059602246,0.06388026,0.045839854,0.54634696,0.050242316,0.08554403,0.11665908,0eXhGrsI8oo
0.10378917,0.09575631,0.09724816,0.16780056,0.3885401,0.11600884,0.13522853,0.5731634,4aXQ2BjdkzM
0.16070142,0.04328145,0.04728322,0.13648541,0.49954984,0.057331093,0.06425736,0.10833962,hdn_V7X_aww
0.07595217,0.06779759,0.07082089,0.075254835,0.3186215,0.044748597,0.0656196,0.34175602,spieKn_dVSA
0.082656376,0.0042757555,0.0055304556,0.024703452,0.48308355,0.026035614,0.012461229,0.033549428,rt4yU3vd6U0
