PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_TOXICITY,PERSPECTIVE_THREAT,PERSPECTIVE_PROFANITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_IDENTITY_ATTACK,video_id
0.10647628,0.16059825,0.0010889642,0.42259908,0.12356697,0.067481324,0.36592442,0.17084669,zpcOjNtd-70
0.1154807,0.08401145,0.0056921155,0.29021454,0.09082729,0.09727208,0.35908154,0.09104747,iPdKMs9cEAs
0.059752442,0.08387509,0.018881164,0.15013283,0.07500835,0.052333437,0.33812198,0.058323167,EItlUEPCIzM
0.045081247,0.040457424,0.0131890485,0.07241325,0.043577332,0.26662382,0.1822596,0.034846973,8onB7rPG4Pk
0.04883445,0.097390175,0.019436494,0.10349233,0.06963062,0.14464146,0.34260994,0.07973842,OuC3wgp1Fnw
0.040595375,0.112826206,0.010204159,0.2617899,0.06761647,0.13406172,0.50583494,0.047703717,7sB052Pz0sQ
0.061198566,0.04683595,0.0065945243,0.20628285,0.062117964,0.08375735,0.21959177,0.0772014,WSbgixdC9g8
0.12034057,0.06359467,0.0037658205,0.103669636,0.066551946,0.40354306,0.2705332,0.14567165,5gf2ntjVGe8
0.13390113,0.18859154,0.0003210492,0.20501958,0.15063332,0.14653243,0.3310209,0.27756217,17tGxiPatPg
0.07135455,0.0806616,0.02124131,0.14741214,0.0629856,0.13460599,0.29672706,0.10351745,VMp6pq6_QjI
0.056884043,0.12979087,0.021796638,0.2807699,0.07966124,0.09199572,0.37621734,0.09665012,vV12dGe_Fho
0.017524734,0.030988853,0.010620655,0.08261546,0.017301109,0.032074116,0.2484812,0.013951497,NCNXbAFbWn8
0.09630571,0.094111964,0.021796638,0.28182605,0.10370815,0.009614343,0.3631726,0.14276338,0jspaMLxBig
0.018926265,0.023264447,0.012841969,0.039209265,0.016915632,0.22648206,0.16717716,0.018405367,QghjaS0WQQU
0.026812315,0.03686115,0.013119632,0.06399013,0.03762488,0.118586734,0.16979027,0.030054083,Aut32pR5PQA
