PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_TOXICITY,PERSPECTIVE_THREAT,PERSPECTIVE_PROFANITY,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_IDENTITY_ATTACK,video_id
0.09365121,0.07309026,0.00094579364,0.11871966,0.08566209,0.278188,0.23391452,0.1255082,KNMy7NCQDgk
0.10633248,0.21157487,0.0005856979,0.39243618,0.1522544,0.14835641,0.4168102,0.2380483,83x5X66uWK0
0.024951842,0.055539593,0.008954669,0.057758816,0.03017032,0.12676711,0.33723515,0.022845559,Z0ZcsxI-HTs
0.08517209,0.06653262,0.13565879,0.4317892,0.06730003,0.21734,0.25794733,0.08386504,yLrOy2Xedgk
0.0349993,0.065558374,0.01721518,0.24375899,0.053631198,0.07163576,0.3710037,0.043129984,lncoLfue_Y4
0.032255992,0.053445034,0.01721518,0.23940288,0.053448047,0.09325901,0.2518298,0.035339806,NUXdtN1W1FE
0.040032674,0.14316297,0.05773066,0.116678566,0.05640768,0.1693815,0.34706554,0.042548824,WNvOtwP_yf4
0.05200146,0.06393095,0.0040434846,0.27709368,0.07541178,0.052648045,0.29845858,0.04636559,7kyNYMwfYdw
0.07971482,0.14669904,0.0025857477,0.35653073,0.09048877,0.058799732,0.32191643,0.18776128,ltr-znVaqgc
0.034294233,0.06222175,0.0136749605,0.23986438,0.06478904,0.20614508,0.24929419,0.07748271,tIeHLnjs5U8
0.11195773,0.14676002,0.013397297,0.3580056,0.13852204,0.18966118,0.41638616,0.12919725,VCJdg7YBbAQ
0.0263106,0.09856153,0.0056574075,0.085075386,0.03111051,0.18962833,0.5322077,0.029151984,7t5MJ38NZ8E
0.059204556,0.15679783,0.020824814,0.25118268,0.08741994,0.1336218,0.5121259,0.09991647,gYwWolRFt98
0.12790826,0.13692178,0.021102477,0.3293058,0.1764337,0.041055206,0.33309466,0.12189922,84gqSbLcBFE
0.054607715,0.051331174,0.014299706,0.27255312,0.046470936,0.10274458,0.36509392,0.07713973,Qe6lr9xBmgw
0.13878833,0.2357891,0.0041476088,0.5455236,0.19431874,0.14830375,0.40180472,0.15736556,h4Ml9WuhxAk
0.07100111,0.056133945,0.0022126364,0.36222884,0.064606994,0.05861037,0.32026923,0.059721075,MhzGZN_sID0
0.037907574,0.08091296,0.0064904,0.24045774,0.063075334,0.07595891,0.3391538,0.047836285,qDcl-FRnwSU
0.056846254,0.04741762,0.0100653265,0.19356595,0.071750395,0.30818364,0.20714599,0.061684452,dGNJ-feQLC4
0.076761976,0.11044055,0.01527153,0.14468576,0.09932306,0.30612636,0.24672489,0.062430613,2rIldTPb4uo
0.05106727,0.11460545,0.0020911584,0.18265183,0.056746624,0.39292857,0.30472943,0.14531305,4dwsSz_fNSQ
0.06023948,0.04643269,0.017145762,0.13525707,0.040740374,0.24554965,0.28046805,0.08658498,mWl45NkFBOc
0.0691544,0.1067645,0.044748597,0.24067403,0.13527738,0.08386256,0.39953563,0.059246965,JnlM4yLFNuo
0.0995448,0.08750415,0.03049926,0.16009821,0.08186062,0.15940775,0.31839782,0.080195904,Nol1hVtLOSg
0.30233774,0.14654827,0.022213135,0.43027055,0.26846632,0.14124866,0.42692304,0.25478265,LHiM0WnRaD8
0.054486223,0.07175477,0.015063282,0.11317784,0.06102089,0.2834744,0.24986859,0.045694564,TJveOYsK6MY
0.06282698,0.13774727,0.016104523,0.25422284,0.12409604,0.06949561,0.323033,0.10858196,S--SD4QbGps
0.2822737,0.08699612,0.015757442,0.17780457,0.20493965,0.26989147,0.24423774,0.39022285,4kiHsIaK9_w
0.06475245,0.23146957,0.014091457,0.2639834,0.12085874,0.20038386,0.3828664,0.13125326,MOdlp1d0PNA
0.111027345,0.14713052,0.004442627,0.3114212,0.12927358,0.03140128,0.4153112,0.12233166,0jcovGpLA3w
0.07981099,0.09598945,0.038053125,0.30009648,0.1102847,0.09128519,0.31679258,0.06419578,ZiKrbm-haoA
0.020503782,0.039135635,0.0017701092,0.058077473,0.027819715,0.11494261,0.18769222,0.019568818,LcXOMKE7d7A
0.1201885,0.09522398,0.014022041,0.28741345,0.10215112,0.2789677,0.2763501,0.10725684,GxBG4wUWf4w
0.046613574,0.06524706,0.01631277,0.32999218,0.077701144,0.050800268,0.2433855,0.05510511,RmajweUFKvM
0.066334315,0.0849953,0.0069416044,0.27820012,0.084905975,0.17088637,0.29476398,0.076806076,OIucMBala0A
0.06493541,0.09238838,0.017701091,0.09517587,0.07452345,0.081000134,0.29265136,0.082548074,RiCQzBluTxU
0.07125675,0.08348297,0.016104523,0.22868998,0.0758446,0.044587504,0.3543056,0.034577403,_1CaUOHhI6U
0.042152736,0.038312815,0.00631686,0.059982873,0.03363219,0.44140592,0.229631,0.03647027,gC5D3lYO_RE
0.020368796,0.04864106,0.033932835,0.060552906,0.024060283,0.09374964,0.3093468,0.036257144,q59wap1ELQ4
0.022327494,0.043768145,0.00614332,0.06102389,0.026617035,0.053826254,0.30571905,0.022755709,8klqIM9UvAc
0.057807446,0.09603522,0.027752401,0.29471925,0.1082989,0.11076182,0.23076642,0.06322994,iGWbqhdjf2s
0.24903455,0.06828541,0.022773718,0.11179354,0.12510905,0.19372497,0.29522207,0.25974604,dkdz1Spfl9w
0.055753328,0.079230495,0.021518974,0.21732241,0.061273027,0.09165046,0.39857978,0.04650992,Q8BX0nXfPjY
0.11567338,0.07666242,0.011106567,0.44283092,0.11545469,0.0023769308,0.32786044,0.13310812,0Lt9w-BxKFQ
0.05433605,0.23842451,0.011523063,0.26435393,0.15820318,0.22612011,0.5517486,0.08019738,J_0ms1ayqKE
0.055130977,0.043913037,0.02792408,0.22564518,0.057961356,0.15907623,0.22528528,0.061457228,kZwSqZuBMGg
0.06542677,0.05822616,0.04131502,0.11399329,0.039242387,0.17851017,0.3171647,0.110584654,TgegjLUzEHg
0.030732766,0.06485371,0.012772553,0.23899972,0.038309015,0.13455933,0.36127385,0.042808753,FY6xnE2Zujk
0.043303166,0.100262105,0.0045120427,0.24982393,0.0661817,0.027190559,0.5256432,0.049036264,asDixH06s28
0.03154084,0.06939325,0.008885254,0.24026504,0.03805525,0.008335892,0.2656117,0.038727626,2OnPtbOr-XM
0.060805194,0.05120092,0.020685982,0.24946782,0.04385924,0.2628822,0.37454575,0.060464263,xvEia_St418
0.01925157,0.019555625,0.011037151,0.054403838,0.020269718,0.22286543,0.20172048,0.012284041,m684QWvVDTA
0.08355232,0.10774665,0.054534122,0.093231596,0.073413275,0.25448504,0.360752,0.061880473,RtrBtAKwcxQ
0.04533533,0.1414005,0.0004425273,0.35344058,0.07453701,0.080392025,0.3386208,0.1319609,OuPMVdski3E
0.12721166,0.055404022,0.09924392,0.42181858,0.10022755,0.12549755,0.34840113,0.19153327,TelJFE7bx0Q
0.021635888,0.035471607,0.008815838,0.07189212,0.01661157,0.41780862,0.2552563,0.024705073,k95abdkdCPk
0.07175251,0.07067295,0.004685583,0.28103453,0.07821955,0.2305407,0.27993461,0.061507918,q8hZxLuabQ8
0.049874347,0.055469595,0.016104523,0.28972292,0.0718212,0.034092452,0.249339,0.04711838,Q59X518JZHE
0.014322858,0.038586628,0.09602194,0.13996159,0.017083693,0.12961853,0.29281908,0.023413414,ZZs4R-5u4g4
0.04159258,0.036336426,0.017909339,0.09582031,0.03488102,0.10770204,0.23708628,0.04501081,KRvjGYIdJrg
0.06002187,0.059053063,0.0495556,0.15153413,0.07663075,0.0015137705,0.21218237,0.06537726,XpuW1eR42Cw
0.078674495,0.11109504,0.011592479,0.38205332,0.10156027,0.02860402,0.38968566,0.12138103,1xw915rbyG4
0.07106834,0.08598042,0.06332459,0.122544184,0.10085579,0.19331966,0.21776983,0.07803446,rceZhveizdM
0.095040984,0.060567465,0.020269485,0.340236,0.10384595,0.020657727,0.23499827,0.08599843,OXwZtlcTiuk
0.061300244,0.12133027,0.0131890485,0.10543452,0.07990479,0.13241915,0.4817854,0.050267942,-dK_80wu4xs
0.026001908,0.041545182,0.01492445,0.077949144,0.03392253,0.2661461,0.1817884,0.034168385,Gv9_4yMHFhI
0.041704938,0.08423165,0.020824814,0.29352888,0.06875039,0.14965369,0.29355735,0.056338724,prWyZhcktn4
0.06184077,0.03719906,0.019019997,0.09598441,0.05005883,0.2747858,0.22110826,0.04158004,KEeUR8UDy-s
0.115396105,0.15524207,0.05093802,0.47731224,0.120718874,0.18252328,0.47097585,0.111228704,n4L5hHFcGVk
0.0460801,0.105295025,0.015063282,0.25878978,0.102812946,0.004982984,0.33602846,0.052788325,kKYloh7_k5s
0.042293023,0.03462172,0.017423427,0.058266956,0.038379602,0.15518235,0.18313551,0.04023658,OMFdgzeZGqU
0.031533353,0.074203484,0.0067680646,0.04555783,0.036689777,0.0687803,0.33705124,0.039316062,cE-Ej1ycXtk
0.0073910146,0.015822789,0.00082865404,0.02270867,0.008083722,0.13328871,0.158867,0.01062757,0VH1Lim8gL8
0.13585038,0.13124853,0.031185975,0.5175988,0.12686753,0.28414902,0.3348235,0.11503087,p_tpQSY1aTs
0.19477068,0.13151507,0.058929358,0.18160626,0.17489994,0.23402272,0.2861096,0.15024784,yteYU_QpUxs
0.10763471,0.111143276,0.011800728,0.43160242,0.117427856,0.094201885,0.32120925,0.10623436,doDUihpj6ro
0.054105457,0.03726019,0.035134587,0.27892074,0.041769233,0.26180845,0.26452455,0.03714475,xr5LeWKbVnY
0.05296646,0.05755326,0.013050216,0.2778159,0.0759938,0.09821375,0.24622548,0.0517424,k9V3DapHEDA
0.055935536,0.15790966,0.02809576,0.26434386,0.12801623,0.062087618,0.3367248,0.07194925,ag3DLKsl2vk
0.029028159,0.04228817,0.01665985,0.062125243,0.03734127,0.28152683,0.18582067,0.036125723,8lscBhlEEIw
0.12227541,0.17671761,0.0050326632,0.11166586,0.118789785,0.1458028,0.35335493,0.07918016,rSkDNZeUpsg
0.027675115,0.045050837,0.03839648,0.06980888,0.02815911,0.264053,0.2551096,0.034290478,UT2noVDFoaA
0.02666217,0.05349775,0.01263372,0.073421106,0.036828317,0.28563458,0.18880863,0.033864927,mbyG85GZ0PI
0.059538867,0.057903554,0.033932835,0.3070381,0.068653025,0.1759286,0.2637835,0.06661101,dihfVl9voPw
0.042683057,0.1407905,0.0121478075,0.3055299,0.11542193,0.02624483,0.36921647,0.07789772,7R52wiUgxZI
0.042029057,0.043729328,0.013119632,0.09205075,0.045281705,0.26239365,0.18468244,0.046709098,mwmuJF2ohTw
0.033035062,0.06479056,0.04165838,0.24435075,0.042031452,0.1621447,0.3354599,0.032339707,qmqCYC-MBQo
0.038640823,0.035473987,0.01631277,0.076218426,0.040577438,0.3512084,0.1674401,0.06719461,NRnaMCNOK7Y
0.06586082,0.08464023,0.009787662,0.09878852,0.07850441,0.19477007,0.20308712,0.074889496,G7go8xAjfD0
0.033943173,0.027052572,6.290829e-05,0.18945092,0.04014643,0.0064148894,0.16560428,0.055047836,nFEwZtfSfuM
0.056522865,0.08834702,0.00040565,0.08354675,0.063737385,0.16171618,0.30868167,0.04482063,eX5vZNTuCXA
0.056641657,0.06297084,0.011175984,0.19046442,0.050948597,0.09802871,0.30717596,0.064632565,PAHU8tPA7xs
0.028773598,0.04234628,0.0131890485,0.07726167,0.029856648,0.13120905,0.33391204,0.031919386,i0Vt7l3XrIU
0.23074263,0.13456707,0.026207292,0.6820863,0.21127808,0.1416855,0.35713303,0.16355397,KnxWoL9wk4c
0.036574133,0.04243647,0.0358213,0.3326525,0.051218264,0.08102383,0.25230286,0.061595522,ad79nYk2keg
0.07078484,0.13433842,0.0136749605,0.40138477,0.123003006,0.16466558,0.32238078,0.08285945,5bHpPQ6_OU4
0.05461821,0.10665034,0.019019997,0.25802422,0.05048894,0.439477,0.35295063,0.05920756,CQveSaMyEwM
0.037695833,0.06733992,0.0016833391,0.09892301,0.040227637,0.0018206651,0.35388517,0.03547082,rQRikWceaB8
0.031209596,0.06245047,0.016590435,0.19537665,0.049077727,0.3262391,0.20922346,0.036252357,957fQCm5aDo
0.046736524,0.055400126,0.003279908,0.07118372,0.05463786,0.23333909,0.21255828,0.044495553,0PrOA2JK6GQ
0.04133982,0.069344975,0.0121478075,0.3040379,0.06932857,0.20172602,0.2737648,0.052433513,DowJkAHnWwo
0.024977937,0.06781184,0.012425472,0.074498,0.040185377,0.24834198,0.19955185,0.039980493,R6u5EBWAssY
0.01951422,0.019908937,0.020685982,0.047341675,0.013024074,0.19576888,0.19822247,0.019724917,jyd4uH5dWJ8
0.30251795,0.3246457,0.14552918,0.7029382,0.336997,0.04372363,0.37659764,0.28623587,mlxoB3wI9eY
0.057493743,0.060268957,0.007739889,0.36814445,0.083072126,0.025860846,0.24389462,0.061629325,xG-E--Ak5jg
0.07404471,0.18503933,0.0051020794,0.40804413,0.13162704,0.002335435,0.51924986,0.10033778,2xqvGZS7NCw
0.057829913,0.088033095,0.0090240855,0.40583724,0.08347592,0.053485822,0.44864938,0.08240886,Jkf-pGDdy7k
0.037735417,0.048095077,0.015688026,0.07672632,0.040525526,0.26365572,0.16988784,0.038031556,wq1K8F-S0AI
0.11828707,0.11829157,0.0041302545,0.14715691,0.14753841,0.22503428,0.30523583,0.09465008,zNfgfn1_dyA
0.023856057,0.05419647,0.008191093,0.15356167,0.032848954,0.2552222,0.2853506,0.027657313,At0BhzUUtQo
0.026821097,0.0668762,0.06412373,0.089119375,0.04080353,0.18381017,0.2594739,0.053720187,ajeTYqhRHno
0.03924619,0.08108386,0.008677006,0.09947436,0.047131218,0.30969906,0.23608877,0.03195374,UzxYlbK2c7E
0.05732018,0.14030528,0.0121478075,0.18966228,0.06264565,0.17790467,0.47224218,0.08936418,5goRPxelPe4
0.057531428,0.054046504,0.009162918,0.13914673,0.044388846,0.19220744,0.25435206,0.048139837,W769fWSg6vE
0.063213535,0.07237349,0.014993866,0.31948358,0.084226124,0.05223659,0.3036196,0.079517834,tMnc-hhO2jE
0.20584404,0.12182672,0.024662184,0.21793637,0.16054271,0.06562333,0.37123764,0.21861303,gPciUPwWJQQ
0.022043599,0.028407643,0.013605545,0.05460316,0.021864865,0.19201773,0.23350659,0.023940735,gJ9NcxPUSPE
0.1671853,0.12759428,0.0026378096,0.18323876,0.09529607,0.02589075,0.2833722,0.27564538,SfOoRsUj9kQ
0.05392558,0.037370425,0.021796638,0.05880417,0.040278528,0.1065404,0.20810033,0.04890196,SVcsDDABEkM
0.07598343,0.17426524,0.023632111,0.32581368,0.1093336,0.19788851,0.38765168,0.12225319,syhubxG-Kno
0.037898384,0.14515343,0.013605545,0.05834664,0.06054699,0.09046745,0.3634613,0.027663784,GIsg-ZUy0MY
0.026918499,0.041402392,0.01721518,0.07662701,0.03353977,0.37214738,0.18834072,0.029823754,MMJ4NE9Qtvc
0.3914991,0.23520787,0.13017663,0.4589496,0.3016618,0.19964238,0.38513142,0.35688728,2gaDKlD3S10
0.062111087,0.043674536,0.02124131,0.06025984,0.03888534,0.04851281,0.25291952,0.045301344,Yy1fAw6IX5E
0.034967884,0.081287615,0.0023948536,0.22166173,0.055022188,0.08172301,0.42738375,0.052306097,JAB_plj2rbA
0.22788176,0.1649795,0.06612156,0.22591491,0.26416773,0.46383244,0.28922904,0.14043011,LRE4ntczv5I
0.015091618,0.038239494,6.0332304e-06,0.019145794,0.017119456,0.27902538,0.21596085,0.015138516,IlSHjNdKVHo
0.20481247,0.17184712,0.0027072257,0.35212448,0.22398467,0.34262028,0.37543395,0.15789999,6iVUKYgOihQ
0.058588542,0.07613459,0.024833864,0.28993765,0.075366065,0.04734536,0.30162975,0.05802779,iyxqcS1u5go
0.021875232,0.050692003,0.0044773347,0.0452093,0.04242685,0.04068524,0.21332556,0.023981975,EUD07IiviJg
0.034755968,0.074820526,0.0060739038,0.29297072,0.06809324,0.07603119,0.27896714,0.058939274,1YoD0fg3_EM
0.03260245,0.045931764,0.068918526,0.17936079,0.034092143,0.22733593,0.289971,0.04241334,WXuK6gekU1Y
0.059168693,0.062494315,0.05373499,0.059973605,0.018745363,0.21700692,0.33842766,0.019563846,38SUUaMX5Rg
0.0946698,0.08069499,0.0068027726,0.072008304,0.081639186,0.18230377,0.2967646,0.07245894,-jOKqY9L1Z0
0.07001452,0.12400836,0.003089014,0.28413337,0.075458504,0.016545957,0.4551332,0.071990296,UQAKwWUYnuI
0.034751147,0.03438409,0.0017614322,0.083161086,0.033400074,0.12373306,0.25606966,0.076231465,trWrEWfhTVg
0.031104952,0.09313994,0.0018568792,0.12649065,0.056897126,0.12203255,0.34029022,0.089587115,Y4qO9unerGs
0.08385939,0.23896925,0.004407919,0.42318434,0.1395197,0.17961527,0.51398146,0.13030998,kHlkRfThMmk
0.057450473,0.112318575,0.02054715,0.27752137,0.07893524,0.07001496,0.42999527,0.06302819,0D-PCtUJInE
0.029198905,0.014097605,0.02929751,0.022709545,0.015657747,0.21713787,0.17415686,0.01734906,xPLLbueK4NY
0.061290916,0.07338261,0.02637897,0.31950366,0.08603498,0.2644525,0.28765666,0.05815501,68lIfswwG2A
0.011700734,0.026642106,0.014299706,0.04204253,0.011947855,0.050628696,0.26480502,0.014201089,_Z9TRANg4c0
0.025283169,0.13311519,0.05613239,0.32569072,0.075322606,0.050072864,0.42950797,0.043318663,FmtB5-ZMRH0
0.045751866,0.051700726,0.033246122,0.0634505,0.03848029,0.26896113,0.300125,0.061905738,VjYVtx5Y3JM
0.032114618,0.08069873,0.017354012,0.1460939,0.08039566,0.19003038,0.24100992,0.04177944,sEte4hXEgJ8
0.11106897,0.11137042,0.0050326632,0.22006075,0.12262144,0.27248162,0.22695687,0.1306954,wYyAgqx2eSQ
0.058076646,0.041093167,0.0033319702,0.05351716,0.040583365,0.09357074,0.29291916,0.03827906,uDaypv0KP_M
0.049089648,0.16334032,0.00082431553,0.41674787,0.09283812,0.15897118,0.42486578,0.13767116,IoZGSQ07e8g
0.03884073,0.10175646,0.0064209844,0.064240016,0.05335898,0.27665988,0.26687616,0.032412525,NgWujOrCZFo
0.03887589,0.028468734,0.018325835,0.12541935,0.042648725,0.19794475,0.22645791,0.10419968,tG6hiQNMLmE
0.020935562,0.03716001,0.059328925,0.22604011,0.018685834,0.14821851,0.24448986,0.022097174,UwsrzCVZAb8
0.047571316,0.09290061,0.014785618,0.10021761,0.06073269,0.05204813,0.30079556,0.026553353,VtRLrQ3Ev-U
0.078934595,0.07724579,0.00930175,0.25870255,0.10053042,0.06909592,0.38492385,0.110621095,PPLop4L2eGk
0.030377446,0.05421088,0.0018742332,0.108270325,0.048440598,0.17113522,0.20255761,0.039698504,7WTEWyn9zfU
0.07440273,0.07234521,0.020685982,0.43020523,0.08716716,0.10580907,0.36814362,0.061252616,cfSDvPlFFVQ
0.11373392,0.12672395,0.0023427915,0.11218612,0.12803817,0.30427438,0.31166714,0.072888464,XUFLq6dKQok
0.30717656,0.10307404,0.020963646,0.380548,0.16085881,0.16331853,0.29064256,0.20334381,jBlTQjcKuaY
0.09441962,0.105422266,0.002915474,0.33235285,0.106681764,0.15778331,0.43586135,0.089499496,B9bDNp2Zv5k
0.123085596,0.18897475,0.004581459,0.35276076,0.15737635,0.013345706,0.42612126,0.105567,amt9ZmGofJk
0.04662418,0.045064095,0.0121478075,0.26338035,0.045983836,0.13643955,0.25083065,0.033984706,xOccYkgRV4Q
0.17707124,0.15279332,0.027752401,0.4515642,0.13572624,0.035228755,0.3520134,0.22261024,DuG2iPqJffc
0.053236373,0.11121103,0.07091636,0.14961542,0.059331447,0.064043716,0.5415594,0.045294445,JyGGMyR3x5I
0.10779294,0.102583,0.01999182,0.4769835,0.106358916,0.32226145,0.37697136,0.10165984,8stueNPVl-I
0.07739325,0.118545346,0.062925026,0.31978217,0.10575409,0.0036750427,0.30863032,0.08387451,VCFd0npsYoI
0.08768754,0.14798044,0.2712817,0.39008415,0.09881797,0.39946425,0.4181012,0.088079415,I-EIVlHvHRM
0.09757544,0.19036235,0.13017663,0.0728899,0.15759523,0.13142838,0.43453738,0.039365876,_rdINNHLYaQ
0.039342564,0.05601946,0.009857078,0.07874127,0.045273826,0.17866601,0.2687811,0.04145588,wbJQTtjlM_w
0.04476174,0.10185217,0.018325835,0.10563074,0.062063675,0.011633718,0.31726664,0.046981722,_xf1TMs0ysk
0.0581344,0.27914393,0.010412407,0.18844649,0.12358994,0.10008997,0.44533777,0.09633072,6uE4nfFgc5Q
0.037879292,0.054468226,0.023632111,0.23568949,0.042253252,0.20167775,0.2771109,0.07467073,oV74Najm6Nc
0.026269013,0.029347572,0.0020217423,0.04610518,0.018686298,0.2814618,0.20582911,0.023109153,esiKN7k2IBI
0.12632297,0.1009775,0.2286382,0.14175446,0.084454544,0.17255527,0.38298166,0.07390238,O2L2Uv9pdDA
0.050588794,0.10374523,0.016104523,0.19490272,0.072812706,0.16207767,0.3446277,0.05664549,-ETQ97mXXF0
0.118554905,0.09241121,0.04234509,0.18733832,0.100237,0.18525122,0.3134145,0.09696829,nvBmbJ0k17Q
0.19155934,0.10253007,0.0027245798,0.2434544,0.11730751,0.16118973,0.34554353,0.24694349,aXLVJO7f21c
0.023139508,0.040850744,0.019852988,0.082952164,0.0230335,0.04377728,0.3077229,0.034747776,s3MuSOl1Rog
0.013693702,0.028432442,0.04680874,0.08833358,0.019086717,0.15735437,0.21510057,0.025990231,Oc_QMQ4QHcw
0.68237907,0.29507694,0.00087637757,0.23764847,0.50903136,0.09830854,0.33007932,0.31124246,zRHiMekNdOI
0.055072863,0.082709506,0.00042083478,0.2250791,0.048435416,0.011606389,0.3984695,0.039759338,_ZjIv2D6T40
0.03335393,0.046674777,0.0039914227,0.22167094,0.039956193,0.013546546,0.25780314,0.043666553,aKhz79s-Row
0.014243281,0.03247111,0.0121478075,0.15445913,0.024639694,0.057327893,0.20507859,0.020678684,PFssbdNXyGs
0.02626187,0.09701464,0.0100653265,0.1799665,0.04129122,0.12021783,0.3074457,0.045353513,RyDsd5wRGuo
0.06335856,0.10064729,0.0023774996,0.06454201,0.112007,0.5680319,0.25252566,0.04196729,8_9v3_iiUHs
0.04644899,0.09033161,0.004720291,0.2879182,0.08970443,0.026693868,0.26847166,0.055242073,dxu-beXTb3c
0.04908136,0.054024246,0.0020738044,0.27399457,0.058181223,0.076827355,0.2819327,0.06077566,vqgucRK5K1A
0.06585424,0.12387535,0.011384231,0.30605826,0.08984905,0.13150877,0.4647369,0.06577784,_Hi6_JQesSQ
0.086194806,0.07630294,0.06851897,0.100946575,0.0615028,0.115140975,0.27206883,0.08550927,TE2BVmeVhJw
0.026621867,0.07334525,0.0121478075,0.124351874,0.026544217,0.029772742,0.47124043,0.015781462,Ka_qRt8_Glw
0.032443494,0.10335268,0.0050326632,0.20263688,0.049805652,0.10850369,0.34610865,0.038122255,v5GpguH240k
0.03587103,0.042815596,0.0023601456,0.063970104,0.04412839,0.15245429,0.20313309,0.058682885,ewentblFn74
0.05035697,0.06860389,0.011453647,0.24465995,0.06588504,0.050330594,0.37872648,0.04618747,wC3y3iWwiAo
0.043115504,0.052207276,5.4231285e-05,0.055022866,0.033068165,0.36489108,0.2789192,0.088459805,tCApwsdijDk
0.17850704,0.18609773,0.0040087765,0.33936507,0.13534294,0.02964777,0.47696194,0.12724042,9aMDsCB_gfk
0.046890654,0.13838759,0.023288755,0.11444263,0.07568382,0.2772195,0.46768564,0.06413477,27hLiryMlPA
0.17901364,0.30416608,0.028954152,0.41604415,0.31746337,0.19120455,0.65537566,0.24548043,Iuz_jc96bQk
0.01663049,0.026802266,0.0017093701,0.060761023,0.014734543,0.28817388,0.29374158,0.0170621,ccZ2pyr3YDw
0.07111361,0.15341954,0.007844013,0.16097325,0.10557733,0.091377586,0.4929312,0.0701114,zbfj0ipwyNg
0.46816683,0.5275068,0.00281135,0.34456673,0.5590408,0.19452599,0.46332714,0.2786614,R52sBUnHhEo
0.15615645,0.17057243,0.089577995,0.15524243,0.1207889,0.15763174,0.42492345,0.11287408,n8H-CocLLfQ
0.019096492,0.02133755,0.011592479,0.04294552,0.023466673,0.19160306,0.17485733,0.027456885,1qQ85yvyLhY
0.04728073,0.085909784,0.0019870342,0.20710322,0.08098174,0.023416266,0.39230502,0.08171359,ZDGt3js9Oa0
0.099321336,0.1401336,0.007184561,0.19568516,0.100768425,0.012061246,0.32646498,0.10858294,zzrp4j9sJ64
0.024046889,0.03802259,0.01263372,0.04864415,0.030270265,0.19104454,0.17400461,0.023349024,ZB_K9sEPlMY
0.030925822,0.035396215,3.552149e-05,0.065760516,0.021464085,0.124704614,0.24623284,0.018706601,KYl9zmSt-Ik
0.021138757,0.03382993,0.008850546,0.14137536,0.024234962,0.37023598,0.23403643,0.01811116,AinyLDCHLKQ
0.044748824,0.03527534,0.0033840323,0.033490356,0.030531872,0.19840191,0.23204017,0.050196685,RC7GTAKoFGA
0.034355626,0.07169913,0.0026725177,0.084191054,0.046800505,0.043666374,0.38925618,0.03608105,t5z5lyrb-7s
0.09019853,0.22653835,0.00019306337,0.49016002,0.14720868,0.06516472,0.4129009,0.17367887,fCHYgZZ5DX8
0.051083315,0.13590348,0.0025510397,0.26172227,0.08777355,0.059570692,0.5125595,0.068021856,R4SZGkLIp88
0.05805218,0.14408146,0.0010716101,0.25156522,0.113450035,0.04878158,0.39164522,0.10791031,4yvBTwbVzsM
0.04336188,0.06911271,0.012494888,0.111445256,0.052248564,0.3198359,0.25177634,0.05091294,N7FTwZg3Wlc
0.028579686,0.069611296,0.0023254375,0.2037313,0.028980857,0.23918356,0.3039861,0.039124414,1-rl1Jum5rI
0.03329478,0.037378974,0.013952625,0.22080667,0.048209697,0.036380343,0.2542235,0.024101177,AS-ZHE5NM-s
0.072520696,0.07035063,0.00843405,0.24910054,0.07255412,0.008708575,0.39011702,0.11926136,Yoq5cfndzhM
0.11390977,0.15268335,0.011523063,0.37525812,0.10189051,0.04701315,0.6280252,0.18872812,X_ZUyvAA9Qw
0.05367101,0.033593137,0.012078391,0.07423,0.038147014,0.120885625,0.3276679,0.030942101,8UEt4rfbj1c
0.07424888,0.047056064,0.0100653265,0.1912989,0.057184465,0.19463602,0.32976323,0.13272351,WTt51-5K3L8
0.037171368,0.052284822,0.012772553,0.07346119,0.035247743,0.027154414,0.29363036,0.034410547,rplGZ97-x3E
0.050597183,0.14493589,0.017562259,0.20382859,0.12137925,0.15656683,0.39170578,0.070003845,hihuMBCuSlU
0.057391215,0.17872106,0.0005553284,0.4062033,0.13563639,0.005855099,0.48052683,0.07913009,oxuMHVA4ILM
0.029703483,0.17561686,0.009648831,0.23902261,0.06698889,0.19989708,0.4248237,0.06996933,0dNsVhSPOEo
0.109957956,0.12178708,0.0002234329,0.36948773,0.1007012,0.032727543,0.38499266,0.13707745,lA5MHygnFcg
0.069533624,0.06313206,0.0017701092,0.09804885,0.06234138,0.0734594,0.25413397,0.04470748,VvbTcPx5QP4
0.06534894,0.11108617,0.009232334,0.39562923,0.085760035,0.43843767,0.296334,0.101415776,GhTREKMYp34
0.20043959,0.21630025,0.0024295617,0.41808105,0.24946275,0.11321222,0.5684788,0.16569632,HHqlEnoGk54
0.03255846,0.067704126,0.010551238,0.09117462,0.046080146,0.093862146,0.24761853,0.028019035,iOh7QUZGyiU
0.12555611,0.18266301,0.04131502,0.23497814,0.16804746,0.05138562,0.42517737,0.21811739,EtJ-iTZeqTg
0.046989243,0.09668627,0.004997955,0.12797868,0.079512164,0.06454662,0.31610727,0.041966338,VlMm4VZ6lk4
0.037031356,0.039240897,0.009718247,0.07514129,0.03229826,0.17138779,0.22318947,0.03567578,phyyNRsnU3k
0.23537405,0.122773185,0.002793996,0.28690442,0.15212432,0.4409582,0.44474116,0.14744726,XN5UmbZjnZg
0.07617607,0.18495117,0.0039740684,0.17361411,0.10323807,0.35758796,0.49997902,0.053900562,us90RPAECKo
