PERSPECTIVE_FLIRTATION,PERSPECTIVE_PROFANITY,PERSPECTIVE_THREAT,PERSPECTIVE_TOXICITY,PERSPECTIVE_INSULT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_INFLAMMATORY,video_id
0.2658434,0.021398632,0.33873975,0.087430015,0.04838118,0.03877957,0.069455415,0.44537488,GqhetUU1ARk
0.27064764,0.20323958,0.4006467,0.2752517,0.22747886,0.14489077,0.18158723,0.59059936,rC1vqWzwgt8
0.16115421,0.033697024,0.064410366,0.020963646,0.031208932,0.03195138,0.080982424,0.2003662,ZXBfhaKHTZI
0.28798088,0.030948445,0.050671972,0.0056227,0.025914827,0.039584033,0.047011867,0.08605007,zG4H_wjRZ7A
0.28689033,0.3136567,0.8763936,0.2712817,0.34593043,0.13387838,0.4389358,0.75058323,i3LCXko5nPo
0.26766595,0.05812936,0.07601251,0.08796701,0.19168687,0.03467407,0.12635884,0.074717216,7eldon2Ycrg
0.6880235,0.8868394,0.43188116,0.7382047,0.660731,0.9433962,0.35571855,0.5866986,dhbrHVqri-o
0.26751477,0.022583786,0.08440881,0.035306264,0.022414507,0.03957431,0.055690225,0.42726615,RV5_1gowMAw
0.3027412,0.018052464,0.03902256,0.007566349,0.03126188,0.029153375,0.05578179,0.25322497,16OJm1HUmM0
0.3643379,0.18994103,0.09565418,0.16551583,0.07076371,0.38279456,0.0689329,0.07319686,xw79SBxiqYo
0.2570574,0.029308343,0.062187828,0.0121478075,0.040126067,0.027260665,0.07873634,0.043799985,1-re7zybuUo
0.34812957,0.07049973,0.19810252,0.001527153,0.037245527,0.13235383,0.104499325,0.19707222,IUxKODVksUE
0.20168976,0.046921086,0.07904904,0.033761155,0.057683766,0.032347903,0.1271671,0.23817451,dKRF1n6SWv0
0.2670836,0.17000574,0.13612193,0.355017,0.57414556,0.06773873,0.35128528,0.43030956,gg_HVJs6tYo
0.5074127,0.0403489,0.23284219,0.036851373,0.05327524,0.049003933,0.15456451,0.1034602,Se7yWhmqiYc
0.59262466,0.22009021,0.59176785,0.043375164,0.19080505,0.3116877,0.34356558,0.16570918,22-h-yCAcWM
0.3776891,0.2892847,0.41505164,0.46292964,0.57047814,0.12665303,0.8008965,0.30444586,suBr1tAK_Mc
0.53015506,0.5090675,0.80422425,0.094410956,0.3623068,0.34066767,0.491848,0.021106027,NR2auIqPBrQ
0.33067346,0.3097197,0.44515067,0.5535644,0.734651,0.13775858,0.58523935,0.8295109,S-MrSgN2GBo
0.23387054,0.026844328,0.06405842,0.18253209,0.03213142,0.03533248,0.07677369,0.23501827,qiJQcp3YKLU
0.44792792,0.14528346,0.4412368,0.23101798,0.2527101,0.104033105,0.24402191,0.1812904,23BWDfGLGjg
0.22466025,0.16080734,0.11603816,0.16482529,0.21653587,0.06190455,0.43589616,0.35421535,lf2d7Q9ppWo
0.19403018,0.043640222,0.09710865,0.027580723,0.045610145,0.039932154,0.097422585,0.44337574,aUe-yiKoylw
0.43011153,0.14109847,0.27760103,0.0018134941,0.086031005,0.17453428,0.15524535,0.015676372,AoRFmrgf90c
0.20041373,0.046086565,0.06531606,0.0030369519,0.037989724,0.042644586,0.079532705,0.296549,YanUQLqOAJM
0.22562963,0.02164382,0.08043384,0.013952625,0.017081777,0.028294856,0.029737853,0.1021186,4end1r5MPRg
0.29686508,0.15836641,0.35375148,0.08689302,0.10541836,0.112853676,0.08408728,0.11977045,nL-0h-7zNF0
0.19115546,0.028379455,0.052074343,0.007149853,0.022011952,0.031989243,0.05101791,0.2700567,6Frjuskl9WU
0.21733586,0.03590866,0.056818314,0.011870144,0.04293464,0.036781013,0.107955545,0.39373255,z-zH2Xu9Cxc
0.42158702,0.111389175,0.60887134,0.18450552,0.12175542,0.054391585,0.17391086,0.1706522,q5b_jV9fKYM
0.20441596,0.04317333,0.06567874,0.001492445,0.03362816,0.042890813,0.073073246,0.15900478,AJnLh8RytjE
0.17920461,0.030574484,0.08053029,0.0006724679,0.0231781,0.031398427,0.06124898,0.08367903,QWSozVrVkAI
0.33153224,0.08622669,0.24629664,0.021518974,0.079025306,0.08265172,0.16172324,0.2265399,KCZ7obfSqBw
0.32836556,0.15039988,0.36506212,0.16035037,0.29668328,0.07092847,0.26827887,0.66754764,d_xlRg4bwxQ
0.40348163,0.15377969,0.2401104,0.10828095,0.30126128,0.1360631,0.34381965,0.45711634,k6EImdBSzg8
0.23624799,0.032760266,0.093077816,0.0012061038,0.0349552,0.042141315,0.0761379,0.19825733,9Yu89D8n6MM
0.32028013,0.098324575,0.12487103,0.045091953,0.08597596,0.12453421,0.10146648,0.00091869454,Dgh5hw5swd4
0.40873933,0.02777899,0.1003021,0.00999591,0.027760267,0.05324509,0.052774254,0.26508096,f08uZSO13f0
0.23386855,0.05223332,0.07210469,0.06332459,0.058757786,0.13559912,0.109691456,0.3457572,kftIQ8QAl0c
0.40134278,0.060241345,0.37335357,0.019019997,0.051150624,0.066673964,0.10396926,0.13880214,ZRtPGEdpbZI
0.45177278,0.089573495,0.112364165,0.005935072,0.05995291,0.1510912,0.1123397,0.27318498,ELNv2HBZpB0
0.34068838,0.04708593,0.09424112,0.0042864406,0.031534858,0.059583362,0.07888664,0.27526215,AbisbxZM0_A
0.61080813,0.2522492,0.43498632,0.0186035,0.21277776,0.35042548,0.24416076,0.0073735937,cqmsaThJEqo
0.56560963,0.17685232,0.29234764,0.05773066,0.19633223,0.17773205,0.1630831,0.27966785,7zAWMaS0fM4
0.27561024,0.10814907,0.09403345,0.04818217,0.11204523,0.075405076,0.11222716,0.19053884,cfAW3hP_w_Q
0.3212292,0.13173306,0.15844715,0.15918289,0.18306401,0.11532409,0.1984395,0.56306314,R-d90_SkSOU
0.3032631,0.022745665,0.05246757,0.027237365,0.027783247,0.048426323,0.05536157,0.21816236,5ihmw2e-wrQ
0.3887397,0.15356606,0.28018886,0.26817688,0.19334957,0.10369679,0.44381994,0.4148968,C8-gEWHbCMI
0.1975788,0.011329835,0.03216183,0.06372416,0.028333945,0.010331209,0.05112356,0.56024075,yTRRf8X_MIA
0.2942703,0.1435569,0.57400435,0.028267438,0.11288827,0.07412978,0.1318009,0.16163011,pR0TYvM-FK8
0.22626333,0.0158514,0.08754675,0.004685583,0.018410724,0.02143707,0.04682585,0.26539803,JALZbp6d-cA
0.26936212,0.03721558,0.56997037,0.1710401,0.058381803,0.030065756,0.08046747,0.32917786,etWueMGRntc
0.21370324,0.19884665,0.7662262,0.21715863,0.19777422,0.061897203,0.33458796,0.277095,5ieX3eAvUJ0
0.21570654,0.026875665,0.081494376,0.040628307,0.06397812,0.017924136,0.03628933,0.2260305,oJTqLnjj1Nw
0.19180563,0.058450293,0.19077812,0.028782474,0.050878838,0.047663797,0.09021853,0.15313376,ktuiyOrg2cQ
0.3233605,0.07562236,0.26672426,0.032902762,0.025948698,0.15745026,0.07651967,0.118594475,CBpkpJTXzao
0.47570127,0.14640436,0.32467967,0.1668969,0.11452935,0.13101886,0.19853055,0.013526113,0aifsgPItZI
0.33863074,0.061208054,0.17407802,0.052136723,0.07278034,0.05988122,0.18050456,0.32409024,zMDZKLemtOM
0.39220336,0.09623103,0.15265627,0.31639808,0.2032231,0.09304592,0.04743041,0.2663613,rFG85bYr88w
0.19259489,0.20005654,0.8856442,0.2712817,0.17929915,0.046743736,0.45928484,0.4417268,ASz_plTrknw
0.23115112,0.062308885,0.07773732,0.11021292,0.13262166,0.055466138,0.1622896,0.24813937,kW62IQVbcY8
0.22163914,0.019247608,0.036124684,0.00064643694,0.0130433375,0.028814139,0.022708168,0.07706537,iNdK8YTN-g4
0.2961333,0.06282897,0.07072306,0.007427517,0.05277303,0.079960756,0.08693634,0.19747093,9-4FHjJtdrs
0.31738737,0.1595915,0.39689052,0.2008281,0.1692513,0.3348095,0.12932046,0.63310534,n9XwiNIp5xc
0.39758325,0.23210375,0.19217512,0.15684792,0.35602906,0.17501834,0.5757433,0.5731451,DgG3RMXp5LQ
0.5018446,0.05159497,0.082125016,0.0068027726,0.041133724,0.08936097,0.031442896,0.09511074,Xqkx_Tmr6uU
0.30485743,0.12277488,0.1260086,0.074912034,0.10691005,0.09592781,0.105468504,0.121000424,TFXTDamaDJY
0.37311608,0.076860115,0.16818275,0.059728492,0.11009869,0.08702844,0.12692454,0.14680262,LylC5CY5viU
0.22032666,0.022581102,0.09118143,0.057331093,0.026913593,0.034981385,0.072081596,0.12506278,lXsctJ2BgzU
0.17897213,0.13917436,0.5492076,0.09602194,0.45229986,0.02900579,0.49973413,0.57365763,ESwbnEfj7cg
0.52485824,0.14405154,0.29065177,0.05613239,0.1785812,0.19094668,0.19458959,0.121686995,hFCUIlFoPjU
0.17586477,0.024413735,0.055932306,0.13521013,0.01534833,0.037426136,0.024368256,0.11970339,k4bsqvhvXfA
0.21573283,0.048863284,0.084530376,0.046465382,0.029554265,0.058651954,0.04616787,0.15749504,1AU21UUHjLU
0.44988748,0.08502194,0.20784205,0.014785618,0.04007405,0.14032352,0.08758671,0.021927776,qUq7HOYF04Q
0.1613603,0.027911838,0.044041086,0.23891698,0.050559375,0.033855505,0.037883952,0.13458045,7v3fnbyE0Qw
0.29364237,0.0482001,0.12829758,0.08330294,0.04432217,0.025327742,0.13552918,0.19131564,w7w080soQnw
0.2735929,0.03283197,0.08232814,0.059728492,0.04169556,0.06407698,0.08113184,0.08648335,01nGzsx2rrI
0.22115286,0.054606512,0.08024914,0.024318827,0.033144247,0.06466273,0.030308357,0.062506415,QAkSS9obnmI
0.34202737,0.051699337,0.141268,0.073313765,0.046536095,0.028890442,0.1395269,0.18917182,EAZJ93PxqNk
0.5091503,0.21569756,0.15759464,0.04680874,0.10729663,0.3138815,0.0769179,0.028925393,46UlXYkJXkY
0.5685976,0.1445176,0.14954114,0.0717155,0.14873561,0.15396942,0.117373414,0.27501446,DAiKPlAYvgc
0.2661584,0.11476995,0.17665666,0.355017,0.33262488,0.035999727,0.19213416,0.2215183,Ti-5_U2Xh0Q
0.33939767,0.16327614,0.13879602,0.12244874,0.13660616,0.1647248,0.1203399,0.21355493,colQeQnlEqQ
0.2917325,0.08189036,0.12741615,0.031529333,0.08910283,0.07066887,0.1575888,0.23777945,jzE6kydlKcY
0.18581417,0.03800612,0.05588265,0.009093502,0.03136865,0.03802357,0.034800645,0.2543076,kgXFYWcZ2G4
0.51650965,0.08612616,0.30535302,0.105704986,0.1477647,0.07980836,0.23157984,0.20652008,4V8RM_eGo5A
0.24818629,0.17680447,0.20855147,0.2224569,0.329547,0.11524288,0.18340907,0.44086158,m3kfxWx7VIs
0.41082698,0.22602813,0.27430004,0.33341047,0.21331927,0.15466377,0.49183777,0.29650134,SotqtcFm6rw
0.42816347,0.071096346,0.20617664,0.22983712,0.16261466,0.043854285,0.13716906,0.12554011,K4V_irlSwzw
0.37726355,0.09073303,0.2806964,0.14104263,0.108220555,0.19027491,0.17813568,0.31420124,n9b85bErtT8
0.39311922,0.06039552,0.06493927,0.1668969,0.1595493,0.057827312,0.13705924,0.32770854,VOuaQHZjhDI
0.16657773,0.04238511,0.048864055,0.027580723,0.0368258,0.033697817,0.11247251,0.050272528,PyVvJUs8saA
0.25201365,0.021518774,0.10646713,0.08420804,0.03757515,0.030625587,0.036493905,0.34264287,omwY0eNhKhc
0.29364237,0.0482001,0.12829758,0.08330294,0.04432217,0.025327742,0.13552918,0.19131564,GM--kZp30RQ
0.30029088,0.05136125,0.11857437,0.07011723,0.042984687,0.025364956,0.12558182,0.18620141,KDhPl8d21m0
0.29286638,0.050070528,0.13704589,0.08689302,0.04920942,0.027207606,0.14021738,0.18194924,fC1WtGN83SQ
0.5685976,0.1445176,0.14954114,0.0717155,0.14873561,0.15396942,0.117373414,0.27501446,uiTT_EuumUU
0.29286638,0.050070528,0.13704589,0.08689302,0.04920942,0.027207606,0.14021738,0.18194924,IwpzPobM4rI
0.34202737,0.051699337,0.141268,0.073313765,0.046536095,0.028890442,0.1395269,0.18917182,heHivcqGl-g
0.29767045,0.04700002,0.12703615,0.08501353,0.0448839,0.025768008,0.13368939,0.17506522,TzpOFupUzxQ
0.29286638,0.050070528,0.13704589,0.08689302,0.04920942,0.027207606,0.14021738,0.18194924,rJvCmdavHIY
0.29767045,0.04700002,0.12703615,0.08501353,0.0448839,0.025768008,0.13368939,0.17506522,NPKz4bweLhY
0.29010245,0.064080365,0.16606036,0.09924392,0.08041664,0.0306009,0.197471,0.27946773,rz4e8ahPsJI
0.30029088,0.05136125,0.11857437,0.07011723,0.042984687,0.025364956,0.12558182,0.18620141,6bG_cKz-qOI
0.30029088,0.05136125,0.11857437,0.07011723,0.042984687,0.025364956,0.12558182,0.18620141,M2i09eITSTI
0.29767045,0.04700002,0.12703615,0.08501353,0.0448839,0.025768008,0.13368939,0.17506522,KdQ7cME_D1g
0.30029088,0.05136125,0.11857437,0.07011723,0.042984687,0.025364956,0.12558182,0.18620141,zO1qUsHp1ws
0.29364237,0.048200153,0.12829763,0.08330294,0.044322193,0.025327753,0.1355293,0.19131562,e1XV43qRXOY
0.48927048,0.06698271,0.29699758,0.045091953,0.093163535,0.090342514,0.18926856,0.17474604,x9250rB1RGs
0.30029088,0.05136125,0.11857437,0.07011723,0.042984687,0.025364956,0.12558182,0.18620141,Xe-qtQscrsg
0.29767045,0.04700002,0.12703615,0.08501353,0.0448839,0.025768008,0.13368939,0.17506522,EC6Q9hQm3A0
0.34202737,0.051699337,0.141268,0.073313765,0.046536095,0.028890442,0.1395269,0.18917182,2IgodF25iS0
0.3319847,0.061065458,0.12039432,0.14328592,0.041083854,0.04815436,0.061736997,0.47959182,u9_lWePEAh4
0.29286638,0.050070528,0.13704589,0.08689302,0.04920942,0.027207606,0.14021738,0.18194924,915mr0a5WcQ
0.6062508,0.13419223,0.558732,0.032902762,0.09265679,0.27075642,0.164136,0.13646549,ynMyYt-dR-4
0.21810016,0.058656313,0.069064476,0.028267438,0.02800045,0.061739475,0.023460941,0.05404366,LzNQSSrcWIE
0.24618165,0.12374408,0.11466967,0.03994159,0.14936312,0.09427393,0.07652163,0.22439891,rNBwHtPvOpY
0.40462318,0.16562591,0.25579432,0.06931809,0.1565903,0.11588406,0.31233922,0.037523966,ksqacyla9eo
0.20414633,0.072003454,0.14752483,0.04268845,0.07653575,0.0590359,0.108853005,0.05871758,8vGEzEOtpVg
0.44063562,0.04226714,0.1702847,0.2752517,0.07748983,0.1529967,0.042690907,0.3585152,A0FvNoB5Xto
0.40127966,0.21618907,0.4050999,0.078108564,0.20886321,0.188774,0.26003617,0.19390488,3zM2X0Yibwc
0.272374,0.08218282,0.08009469,0.0069068964,0.039019205,0.12280909,0.032274082,0.1718048,Qko_djr9tmI
0.5345624,0.5090329,0.5983492,0.42631236,0.29890484,0.4753676,0.14557132,0.4453156,fhWNnjnjAvs
0.3909026,0.15767415,0.18406075,0.18154536,0.117907725,0.1717057,0.11738195,0.25693026,7T4SJPnUFww
0.1703406,0.0402271,0.09359783,0.085282035,0.019635808,0.05126738,0.035066985,0.07986914,rvcP9KA4znI
0.28702196,0.089911066,0.07068648,0.34388447,0.14161615,0.086549155,0.07826424,0.517592,GpSb0m9nk-g
0.54463357,0.17080234,0.42770872,0.41665444,0.116949745,0.49405867,0.17739706,0.45036379,DVHHb4-hkEw
0.61211985,0.12514548,0.30853793,0.032387726,0.08353137,0.21076258,0.09497016,0.14735906,5cbsgKbPETw
0.18904537,0.093366206,0.09766978,0.065721996,0.10419325,0.060321063,0.11847609,0.43913698,v7pdyU9q7so
0.3315697,0.035212845,0.17010437,0.12631269,0.04026006,0.033676233,0.08849395,0.16556232,Wt5tbXg23IU
0.1493491,0.064979464,0.1230423,0.08689302,0.04303736,0.042102873,0.105077945,0.23754326,vuNv7XmQGeA
0.3220617,0.22556825,0.123483025,0.104076885,0.20727463,0.16982912,0.14035112,0.18938811,60zTrT3Zcik
0.36526093,0.038629808,0.157396,0.06931809,0.05265299,0.075714804,0.10761959,0.17572618,M4E0zCcj02o
0.2860494,0.31358996,0.85732645,0.54375964,0.36884704,0.104094885,0.58523935,0.6456869,1YhzAxYvXD8
0.28882527,0.064566,0.10080529,0.27359754,0.20260292,0.048630543,0.12745959,0.3911496,mV0RRxgsB1E
0.36623475,0.17978045,0.49507546,0.38965073,0.2419839,0.13158263,0.4209457,0.03950231,nig5kE8kIys
0.4174949,0.16040123,0.67220724,0.22510603,0.20463867,0.08321477,0.31327447,0.27257824,wCJu28dax6U
0.48820436,0.1886885,0.49869588,0.055333257,0.19249198,0.13965704,0.2881223,0.07721022,zmiyDFItiLw
