PERSPECTIVE_PROFANITY,PERSPECTIVE_INSULT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_THREAT,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,video_id
0.05650646,0.041038454,0.04641473,0.33724916,0.028956989,0.2099306,0.04268845,0.18839404,gV3H1Q-A9Kg
0.4430019,0.47177586,0.41451952,0.9533248,0.25087833,0.39932793,0.30487993,0.4943009,LIMzN__-Rnw
0.2918464,0.23588479,0.6031803,0.9533248,0.107349195,0.2502208,0.31693128,0.43724582,ebTP7xJrBAU
0.25557303,0.31551692,0.197858,0.83201635,0.19337924,0.36830205,0.3063832,0.81305015,6SHQHiGsLIc
0.017493097,0.014915872,0.015134652,0.047721285,0.029688401,0.23155807,0.014577369,0.13289174,LZegoGLafwQ
0.02326825,0.029722087,0.018633032,0.28957605,0.025797825,0.33147442,0.016729267,0.23734652,7Glx__1Dmvk
0.24020949,0.26851314,0.22953911,0.5641182,0.19020773,0.44305745,0.11343288,0.2787251,kQQik2WXCKU
0.69309914,0.734651,0.5113914,0.8332611,0.557235,0.52806854,0.5958905,0.57039857,FGtcAs-4zGM
0.31067032,0.21593636,0.26535413,0.7671942,0.10456039,0.3310254,0.09387396,0.4707602,uaeXAmFM5gg
0.0703141,0.087673984,0.066924214,0.44641298,0.06378689,0.38996434,0.03994159,0.19013396,Bfem9oEUavw
0.1651534,0.21654302,0.42034113,0.7596596,0.14210218,0.5148086,0.036679696,0.23349905,XRnDOfE-5Xk
0.07530215,0.07643912,0.05302312,0.5894595,0.021465244,0.3334972,0.04406188,0.15714897,zUFxfz2N75E
0.10022283,0.13835649,0.19354145,0.79224443,0.035194326,0.33301306,0.13206954,0.15463115,UOgClNphLHc
0.10716959,0.1084977,0.14707026,0.23106526,0.16700278,0.5338898,0.01721518,0.010317845,MNtA_YpMz10
0.032925535,0.038529057,0.080187544,0.061947905,0.039841343,0.20740141,0.1884524,0.50277036,wsZRGZt-yT4
0.112624936,0.07836709,0.115367614,0.12216369,0.09818505,0.2431968,0.038224805,0.17210807,aJVqyZt02GA
0.069860086,0.054375526,0.039999474,0.46672812,0.044874668,0.2711652,0.048868883,0.2970385,a5l9753DFho
0.2546547,0.32752547,0.52899957,0.9533248,0.084288545,0.39259306,0.17661177,0.039704572,KHiRWBaD2_Q
0.2280579,0.2347695,0.3022848,0.23741476,0.20930912,0.41169927,0.24991328,0.19617978,ILTZjwK0UX4
0.080129966,0.14471474,0.20476681,0.6697265,0.07822245,0.51791424,0.22775516,0.08179883,PIfpYKnQZrQ
0.23760267,0.19831045,0.1532955,0.7944357,0.08314942,0.24875477,0.44805592,0.542622,GNVOonvdfEI
0.15574636,0.12276168,0.11680972,0.07421963,0.0837899,0.28923225,0.28683078,0.25604725,fWc5dthpbOY
0.19283387,0.33883327,0.15438843,0.38442472,0.15271951,0.41516712,0.004650875,0.337868,ylr7ZFwAcJI
0.120400846,0.080832504,0.12149337,0.23462358,0.122834675,0.3773134,0.057331093,0.07765143,vYuSQt4ZWdQ
0.060172983,0.071519256,0.11550067,0.26783493,0.08702935,0.28364658,0.070516795,0.3743536,TU571wHrEuY
0.028006256,0.02437647,0.02638663,0.054288194,0.043335255,0.1946603,0.019436494,0.14852534,MYSYnfcsH6w
0.03725474,0.041842997,0.1136204,0.16693455,0.03895055,0.27821636,0.05852979,0.079292215,-VoRW00tiME
0.072104745,0.06344589,0.08864012,0.46957684,0.0392144,0.21327463,0.05413456,0.31112513,imUQiuGdwuE
0.15819004,0.12946957,0.14291543,0.7357589,0.04359695,0.2637619,0.06332459,0.1313985,owJHkpJNLNA
0.27372408,0.34848833,0.40407386,0.8908898,0.058755793,0.3884386,0.16344422,0.00013840207,dMikS0mjhew
0.13385287,0.14246765,0.23588161,0.7609285,0.083640516,0.4299072,0.14328592,0.047850154,eBkcOE0F0hA
0.055464387,0.046743754,0.1282885,0.18754013,0.09021353,0.33775404,0.040628307,0.060273953,TGge6ATVdXU
0.10806337,0.1257787,0.10089548,0.6633996,0.0347607,0.30119696,0.06652113,0.39435178,WMJIidd0Mj0
0.10197009,0.120933644,0.14458583,0.5013636,0.05346626,0.2685469,0.16035037,0.11801373,P5Vpg4UhR9s
0.108493246,0.076506905,0.07089587,0.21973251,0.15882018,0.49235716,0.10892494,0.078824185,HoOJFZBxKIw
0.021649882,0.02027099,0.023277976,0.16393192,0.043868944,0.30847034,0.010204159,0.08635064,zkGTGVTWi4s
0.061873905,0.063540354,0.05608095,0.12400157,0.0817579,0.2846156,0.012703137,0.09582624,8QQpLyQry4o
0.28110868,0.3453715,0.53223985,0.9533248,0.13186154,0.37931928,0.2712817,0.17086796,qAx2a3KRQxk
0.13335681,0.22636935,0.24521512,0.82345974,0.038793482,0.42358685,0.05493369,0.033253495,kqUlsutV-YU
0.077350095,0.066571444,0.084966436,0.36891854,0.048108947,0.24538173,0.04234509,0.4385944,CAwNzbDS1HY
0.08237578,0.08584628,0.04588104,0.6904206,0.024455436,0.26705047,0.1609341,0.51185185,tZB65YVYWWw
0.1817223,0.22231176,0.31341645,0.82345974,0.07165772,0.43868148,0.1423886,0.072467215,h_VKnF3i93g
0.23033674,0.27431622,0.34314325,0.8603453,0.078698345,0.34454146,0.08796701,0.17720293,4ynxDbPLQ_c
0.2272397,0.20293209,0.37478447,0.9116921,0.16133943,0.4131164,0.12309273,0.2768591,BXO_KnHwjIA
0.036914505,0.030567596,0.03285907,0.06522831,0.042679302,0.19857515,0.020269485,0.09178893,NrMZvzP-TVc
0.07426061,0.07117698,0.07942504,0.5012,0.027638562,0.20457293,0.06012806,0.1796842,DDv1URxVCUY
0.28379768,0.30997738,0.43525934,0.91432226,0.06915623,0.31933382,0.20522906,0.1902177,-hpBQax3uVM
0.25824577,0.25410473,0.34496248,0.76286745,0.074118815,0.35876152,0.07131593,0.02022797,7kXjlVsSuzc
0.043243848,0.042664398,0.07155274,0.26161474,0.037012108,0.37794557,0.015410362,0.2658613,YDM8fwmf2f0
0.040480755,0.03917495,0.041226123,0.06559493,0.06631621,0.25955793,0.1473238,0.20591308,EZTaN0rYuc4
0.053615876,0.07901845,0.03585226,0.14894716,0.054657843,0.2596314,0.065721996,0.2017777,dASF2eUL78Y
0.13282534,0.09437099,0.06489335,0.55336696,0.06017008,0.3530031,0.14508054,0.26637352,xeeDIR_40sQ
0.11208747,0.0919378,0.06690785,0.39128876,0.064296156,0.32781535,0.101391904,0.13276213,eTjBt7E5IXM
0.09305538,0.092094004,0.1612433,0.5687446,0.06998407,0.3464279,0.06012806,0.18890694,pNnV876ihng
0.31196606,0.48493224,0.42915696,0.4641173,0.2388961,0.5345971,0.30053464,0.0006545859,HnubS-9ywCg
0.08119474,0.0790549,0.07814351,0.4910382,0.06924804,0.34084985,0.08850401,0.47425488,44fjDSg0Pt8
0.14112724,0.17480572,0.25193825,0.74632823,0.056911755,0.37498873,0.08850401,0.0033196786,I7y57hHeAl4
0.26712856,0.3937957,0.23666683,0.75862074,0.1262766,0.289302,0.5024423,0.5348134,2YEZH3o6868
0.053174846,0.119625196,0.046156295,0.5275619,0.05080926,0.36012352,0.08330294,0.4016448,OU0hCCADW5s
0.14972463,0.2169351,0.111449055,0.32930747,0.1666332,0.5447911,0.09978092,0.2722083,Xh4ZdWCEQtM
0.15088277,0.12795965,0.1180394,0.2536374,0.13753922,0.3372414,0.0087811295,0.072668426,rVFF-He-NO0
0.1768817,0.11556736,0.09983399,0.7206773,0.07331263,0.3082559,0.17957193,0.18461065,hF7ZhRdCo5c
0.09624867,0.19147901,0.19990832,0.7006242,0.050069876,0.40355742,0.055732824,0.06093064,1DXxHrhoQcM
0.038230434,0.028161041,0.031177917,0.06692455,0.04181979,0.16265345,0.005865656,0.13321869,OD8yhkkIjos
0.29177892,0.36782297,0.68880355,0.92843693,0.09275635,0.4059339,0.16758743,0.036234915,lg1249z57CM
0.19709432,0.29794577,0.40694433,0.9130612,0.066270135,0.4350362,0.13655609,0.28528106,u_Rnzq0wPFc
0.07028224,0.08162853,0.11444056,0.10691663,0.08297777,0.24011011,0.15042676,0.19613336,NaI3zwZYuGw
0.15952212,0.0683609,0.08759901,0.36154193,0.15482984,0.37315318,0.12760067,0.44920793,0pU-Ohzyfoc
0.012186403,0.0050865845,0.0034070695,0.17331806,0.022326794,0.23901685,0.010898319,0.4660484,SiUwiDEcjWM
0.08429678,0.10086163,0.09516224,0.36960927,0.044398434,0.22021991,0.060527626,0.11924632,aMYUmoODNG8
0.118657045,0.1626902,0.23178296,0.763913,0.040208437,0.390765,0.12051678,0.04411448,1hWwh01ZDYE
0.03200633,0.038887933,0.044352107,0.07695914,0.043906778,0.39629737,0.014369122,0.09934952,O5mUZ1c9oec
0.0011959091,0.001332778,0.0008601681,0.0058789495,0.011410081,0.335369,0.0048591234,0.06382924,PxNlpZxVR7E
0.10689019,0.09097128,0.062236432,0.24304456,0.14438502,0.3165805,0.015757442,0.10263329,_6fenWa5ffo
0.08822197,0.078306645,0.04870623,0.5179722,0.07423829,0.41425774,0.06612156,0.4385241,qYrMLLqEQRM
0.10081834,0.053073358,0.12215937,0.68494934,0.055949226,0.2382494,0.0813051,0.44428912,Q91nWgvh84o
0.037796963,0.038699236,0.019526111,0.33626002,0.04014133,0.2972886,0.040971663,0.41043624,MbKbtRa17nQ
0.17062764,0.23073201,0.3115481,0.82345974,0.0622683,0.49006683,0.17380224,0.21353965,_Pc-TT4f6e8
0.070084825,0.08746882,0.09514467,0.57479334,0.06824166,0.3605893,0.15626417,0.58486396,dpHbSuskZfs
0.20100601,0.121308,0.20475365,0.8763936,0.107877605,0.32715756,0.0471521,0.111597784,m4AVwqG0Yy4
0.050567277,0.048239384,0.034291163,0.5060349,0.031826932,0.3354773,0.12180476,0.3237629,WxmWgeQWlOE
0.24810079,0.17676643,0.19854216,0.49801832,0.28004107,0.5398747,0.15743166,0.15605612,0yuleNxwV9s
0.41838783,0.42758334,0.48911262,0.85833156,0.269485,0.49161232,0.34388447,0.4130862,ToZ5elVj9ic
0.18892665,0.11674924,0.13327935,0.26837945,0.22912313,0.5278066,0.019158829,0.01502937,RF5fW3-9DeI
0.0874904,0.13228273,0.06496524,0.6021385,0.053415034,0.374403,0.09763293,0.61995727,SbXfdZ1G5no
0.0850838,0.11030275,0.09437999,0.64003175,0.03947006,0.34836367,0.15568043,0.1917438,KxSi9GByYfU
0.21088047,0.22789557,0.2897795,0.82345974,0.10382748,0.41683513,0.13146462,0.104293294,qD4BYfTSjvg
0.114905044,0.13771743,0.11665451,0.5697429,0.05737391,0.29792285,0.012703137,0.024702083,-IstQgresI8
0.023718666,0.016841674,0.020650173,0.04966072,0.050671805,0.28994542,0.031701013,0.014884827,mlW0d6x7IYo
0.1313034,0.19538431,0.28384018,0.82345974,0.039987337,0.36159647,0.087430015,0.020780958,Zszf47YnQyw
0.02915947,0.023808636,0.03153774,0.05830544,0.02994677,0.15917948,0.028954152,0.46334887,2Bg-bcLmPbc
0.10554343,0.108789675,0.08564864,0.27597177,0.19776705,0.5500006,0.15568043,0.046344183,PsVp7B8CuMw
0.065620676,0.086662136,0.06760606,0.6643733,0.021463394,0.2702749,0.02124131,0.43816012,GX96iYV0rF4
0.19144027,0.22696492,0.27803448,0.7691453,0.092538014,0.37387216,0.21892473,0.010563245,6FXE93jQHbc
0.08796361,0.06849879,0.15835376,0.23175322,0.045665275,0.2820724,0.07571117,0.09582144,6NZ4xIOIPCU
0.09664727,0.24870533,0.12622833,0.6244092,0.029306008,0.26757964,0.17242117,0.506856,wdt9ShiBytk
0.27012226,0.3040446,0.12066437,0.26266092,0.16282699,0.3021345,0.25219622,0.28379977,h2LQ3XlroCM
0.13335681,0.22636935,0.24521512,0.82345974,0.038793482,0.42358685,0.05493369,0.033253495,I7-gJ0K_nsM
0.10057605,0.06613001,0.043622177,0.32418624,0.12554869,0.34821537,0.060927194,0.11850253,mkqTAQ4Pqas
0.31680256,0.47245556,0.68711495,0.9570354,0.16127177,0.50306135,0.34388447,0.187147,CkxZtDKIQfA
0.110475674,0.13401626,0.21330102,0.71920586,0.056174025,0.40191218,0.05413456,0.050038684,-0x1gvAsPiE
0.17427786,0.23952219,0.379899,0.8763936,0.061301608,0.3648375,0.0717155,0.045497097,8UgV0TE1a1s
0.024442753,0.014534262,0.022753052,0.04566304,0.058400925,0.25193515,0.013536129,0.10475433,9-7zw3ciEPE
0.038263053,0.025909083,0.06150063,0.21490312,0.09483191,0.30785456,0.012078391,0.011338397,AqoJS3JaWH4
0.1286025,0.10046755,0.13899852,0.7648595,0.049796946,0.30130038,0.022074303,0.07231843,yZz2gyys1dk
0.12506057,0.092493206,0.1604514,0.24323498,0.15286069,0.84707355,0.19862764,0.13331045,KnhamPnvXuQ
0.2637959,0.21703407,0.18275917,0.82345974,0.17847323,0.46969518,0.19141254,0.44071057,YPFrCFPJtwg
0.10448438,0.1778522,0.15107235,0.62804294,0.041596778,0.519809,0.09065199,0.5764176,89aACjPB1ro
0.037923057,0.029168699,0.033589978,0.06907462,0.043256138,0.16671427,0.025692256,0.541586,bhEqzySAMho
0.02675545,0.026570903,0.03318178,0.058518924,0.043834034,0.5731068,0.355017,0.13588104,m1aom1m5g6E
0.15113577,0.19315326,0.24852343,0.7609648,0.101712264,0.39833167,0.064523295,0.1587183,OaOei8Ye44M
0.059341103,0.043893065,0.04042148,0.433986,0.041316416,0.33559617,0.084745035,0.32179356,xhFqo5I8wdA
0.07387397,0.041912735,0.12939985,0.141059,0.090592846,0.6657275,0.02809576,0.10569061,vGJTaP6anOU
0.07114121,0.099051386,0.1814665,0.25289497,0.07444419,0.33030963,0.020824814,0.050553415,0yx-PjOnn6E
0.19613531,0.23781009,0.14769343,0.3141171,0.15447904,0.42884317,0.16551583,0.02417315,cczXeyZBhUI
0.08675976,0.04851479,0.03542875,0.49862042,0.0439336,0.3228499,0.123736724,0.18858477,zfwiF6AJ2do
0.93690646,0.7066966,0.258102,0.5489185,0.26163232,0.301501,0.8960455,0.36205256,dge4GbZ_HEE
0.35079896,0.36127916,0.48331538,0.88520634,0.18029225,0.4720085,0.15568043,0.101692945,whCT546Ktdk
0.23429088,0.31943306,0.5762988,0.9533248,0.077518776,0.35018852,0.29855597,0.18792056,7oHSdf-s454
0.10097551,0.117121376,0.10098894,0.59545714,0.033126753,0.3190951,0.13251819,0.1623144,rGOBsfhAjCg
0.123734996,0.21692821,0.10834764,0.082841985,0.25638223,0.53399986,0.10892494,0.20219174,ueCs2IW9mqQ
0.08164913,0.04850442,0.03566,0.3180666,0.08324553,0.32025933,0.089041,0.1401868,3JMaIzZtakg
0.031091677,0.041313197,0.13910547,0.14079234,0.028755812,0.2660182,0.023803791,0.08198651,ob8adoxdX7k
0.21194236,0.19972374,0.2716134,0.6710475,0.14086582,0.5007261,0.025005542,0.013558165,vf40nBAPP68
0.065900736,0.08908458,0.086237386,0.124539874,0.09353055,0.3400946,0.045778666,0.13345103,smiNRZmqyZU
0.046033964,0.07998276,0.03988274,0.10104676,0.10444907,0.5356355,0.029640866,0.16255417,mR81rau-MMw
0.34515628,0.46153903,0.69913334,0.11937116,0.15513845,0.29529646,0.49835235,0.70128834,-C29EucyUl0
0.140123,0.104948014,0.12154325,0.13288112,0.30914745,0.87427926,0.14911842,0.1689601,a8D5_KOTQX4
0.10911558,0.086694986,0.11918214,0.64174116,0.03942715,0.27604854,0.0825038,0.34048223,et-yV6tuK8U
0.14154151,0.19314466,0.24021547,0.76402,0.07126249,0.40573928,0.10515087,0.05391546,mbb1MRxTbWo
0.05143146,0.15017267,0.15898235,0.1781116,0.036923725,0.31132534,0.13251819,0.013909866,fmzMmwWcoC8
0.10299632,0.1028812,0.063018985,0.5610146,0.04886459,0.32797638,0.09494796,0.060014445,ac3NBLVTS0E
0.13307938,0.13476339,0.13884495,0.3384089,0.16565341,0.49499795,0.036679696,0.07917573,w7-8Pfnus3o
0.18638965,0.177829,0.30219892,0.74067074,0.116222955,0.6051446,0.076110736,0.2786595,hIBZJbFel1A
0.24049564,0.27320036,0.2761315,0.8908898,0.12981404,0.3576688,0.2752517,0.20774516,ZBKbK2vQB5U
0.21694216,0.28939167,0.12337954,0.5800474,0.053689994,0.26711035,0.2752517,0.17488441,eGEJQuUoXRc
0.08930825,0.09585914,0.084222265,0.09139896,0.066369,0.28495815,0.03187269,0.00013175025,FB-HDYuK12k
0.09058361,0.060315795,0.052041337,0.36528578,0.057037592,0.31693763,0.11472086,0.09459146,I5jZQ2ef848
0.058957238,0.05494111,0.054424077,0.62043846,0.069374815,0.3912844,0.086087525,0.35535532,vpZBGCWCR1s
0.11176209,0.09799211,0.18019159,0.41130453,0.18822485,0.5442697,0.03839648,0.00962446,MYEKi3J1FEU
0.1332694,0.12654306,0.079359084,0.13007106,0.112941,0.28104824,0.03444787,0.32641602,CoWI5Qz_HQ0
0.25293207,0.18751809,0.29310513,0.8869764,0.11172464,0.30912605,0.11794081,0.23472957,3Z1SPZFBLi0
0.1261554,0.10455526,0.11173106,0.672121,0.034177527,0.2111662,0.06652113,0.06794365,aAMJjSY3tSM
0.14275606,0.075186655,0.07625897,0.6648548,0.034417585,0.17912266,0.31661135,0.4625003,GcwFnQ2U2Zw
0.09951432,0.06881185,0.06140501,0.08892227,0.11543773,0.22308074,0.020685982,0.08551104,1wNEX36mH9U
0.15728475,0.20955892,0.24525307,0.75708985,0.08293485,0.3491525,0.039254878,0.3726361,aITbDwbJCPA
0.19018826,0.19628072,0.16593821,0.7634444,0.08702044,0.3454315,0.043375164,0.23033653,0ojv3lkE3VE
0.083156295,0.096469104,0.17987314,0.25038975,0.09738321,0.39074433,0.13206954,0.029440882,WEAN5Mjgjr0
0.09448988,0.13314958,0.069758534,0.70250106,0.030567884,0.24996024,0.04818217,0.18598825,xRjBLOkdI2c
0.3087588,0.25885725,0.26212853,0.82345974,0.13413449,0.47000766,0.047495455,0.027852593,wGq2Kjx67A8
0.10018294,0.12732026,0.21056879,0.65937907,0.049458805,0.34879458,0.054534122,0.11163075,-9nwKz4xuuU
0.2274649,0.2022528,0.2952362,0.7647008,0.065957084,0.25305194,0.39284727,0.53969646,sJYxDvWmNUQ
0.1601466,0.15405637,0.10036948,0.48886728,0.10794467,0.36959088,0.11021292,0.0880725,-b218ekLMA8
0.017401457,0.016835224,0.023673836,0.23724392,0.026572488,0.25043267,0.02637897,0.14736463,sQHHvfsWjbs
0.17024629,0.15167125,0.118556835,0.55503637,0.084670745,0.3440829,0.14104263,0.112801895,VSoDewB-Jus
0.05701553,0.13480446,0.057491977,0.38026693,0.016254734,0.3659545,0.13835071,0.0128901275,hpAcNWgK5JY
0.057503596,0.052808963,0.060366057,0.08035327,0.077280395,0.4330169,0.017006932,0.0008461913,dQuKfXIzOd8
0.11340868,0.08548276,0.12908387,0.75990355,0.042851754,0.24529746,0.09655894,0.15155908,G_et1sXUjzw
0.048737373,0.042142324,0.12194234,0.17953825,0.07666318,0.33880526,0.03358948,0.0887961,ouqTeWM-h0Q
0.09467412,0.05009045,0.08056541,0.39987087,0.12334522,0.35174334,0.0495556,0.15228136,kb4PmnmoSwQ
0.05505988,0.053803995,0.0676565,0.37392408,0.03804114,0.20018782,0.0142302895,0.102798946,ExJJLfyoeG0
0.009759303,0.006223435,0.0021235386,0.040579442,0.06059248,0.30065325,0.007635765,0.046123385,CPWMTOb8eGk
0.06516114,0.059201896,0.07193062,0.07862266,0.039614532,0.23843457,0.018881164,0.13225599,eO7ieS1VLRE
0.12471987,0.14839303,0.17825887,0.63126826,0.118437655,0.3787151,0.11729682,0.22977486,RvFX7EgSzLU
0.40964144,0.5031311,0.35432765,0.337115,0.3612929,0.48491648,0.083939545,0.18014511,Df36z805aDM
0.041779835,0.039446626,0.088021494,0.16399994,0.04085469,0.3370405,0.087430015,0.117778875,u3rxPf9C-cs
0.036050625,0.028220452,0.030006832,0.07373746,0.08012502,0.40551418,0.04543531,0.08880024,xQBFUKXmdoQ
0.06539062,0.06680436,0.05609364,0.1401763,0.12803185,0.37724805,0.16344422,0.19252948,QxpR6SXVwBw
0.0545613,0.03663359,0.037017476,0.063758045,0.08578687,0.18726656,0.023117077,0.1499273,qm9YDtHruQQ
0.11414237,0.11050072,0.112293586,0.34441152,0.07328566,0.32750157,0.09978092,0.08457513,1S7vPX-l8nY
0.102109924,0.07449858,0.14609943,0.36537352,0.20460255,0.54715097,0.010412407,0.11928309,mF5azuGMKzI
0.11446685,0.09734847,0.07474319,0.42358482,0.068463966,0.33472136,0.104076885,0.11666119,TW0Mp5Fh6aM
0.0207105,0.01931857,0.039625227,0.06809258,0.034302037,0.23449308,0.040284947,0.012934281,ftebUJY830c
0.061978422,0.068616055,0.046005204,0.2544949,0.06886626,0.32912937,0.2752517,0.43925178,PGuqnE35cCg
0.13112958,0.08346597,0.07319323,0.5690337,0.06466884,0.35731855,0.14104263,0.25119692,oXxn0TDy9tU
0.11391179,0.1138233,0.14927503,0.51121056,0.10597414,0.44010374,0.089577995,0.2549846,FuZTWAEV0qg
0.15395549,0.13889506,0.118857086,0.62534344,0.065379016,0.24338213,0.10031791,0.10770525,RkgbdbZdTFs
0.110201664,0.060702078,0.058608953,0.5997101,0.042891182,0.24545038,0.21036349,0.26730648,txAWtg1v0Ug
0.49675485,0.32365584,0.28911084,0.82345974,0.06902678,0.23316413,0.20449556,0.31306088,IImqAwAc4qg
0.046229597,0.032918822,0.032345902,0.09560395,0.07093967,0.23155588,0.020824814,0.06387272,sp3Lo8XjRYY
0.17015614,0.11947578,0.17547306,0.71721494,0.055351194,0.22144043,0.076110736,0.25252837,spmEh9GeVhM
0.021271892,0.014088136,0.04149496,0.13325801,0.040502764,0.30134422,0.015340946,0.09497302,MRwqtkqkRKI
0.3138874,0.2789113,0.35940814,0.8763936,0.14354326,0.40986168,0.09333697,0.17810184,HY5gFZm9B1c
0.109386764,0.09328912,0.07775219,0.43817446,0.06947137,0.31722367,0.068918526,0.16589414,Kd75FnYggd0
0.08367742,0.075170875,0.05124049,0.17148985,0.12714542,0.5172119,0.035306264,0.12946267,I1BMIa93DRU
0.023041714,0.01364767,0.016712153,0.03868374,0.033235744,0.24320921,0.004407919,0.2030664,YKGMxmGV21A
0.10823481,0.071622886,0.05362001,0.60417104,0.04164699,0.24867411,0.23277332,0.27512717,JYh7S_M58zY
0.03271987,0.03385802,0.057853594,0.3468668,0.04853693,0.4375143,0.06851897,0.08913689,QFtQIVYp32c
0.05372366,0.054127358,0.072773434,0.14631866,0.04766346,0.19351023,0.046122026,0.17879209,KCJkTpkdMbk
0.017163523,0.013422327,0.021125441,0.035454605,0.022009226,0.15030493,0.015896274,0.07664685,5oVqlqAjj2Y
0.11106922,0.07178863,0.059175648,0.4589977,0.059898764,0.33256596,0.10763696,0.11861561,Of2utopL8wE
0.0722765,0.052231845,0.14481057,0.12080716,0.13304876,0.67798555,0.036679696,0.10015086,VqyVe8tfLm0
0.16690044,0.21884823,0.31110588,0.8763936,0.09459445,0.3910811,0.1024659,0.17571735,h3QFh83Rxng
0.19317299,0.20691255,0.15706888,0.31364733,0.18318875,0.4475205,0.15976663,0.15915704,q5otHcvTE28
0.12991838,0.13018116,0.14226751,0.17389297,0.16846506,0.5014609,0.038224805,0.046019237,GOlNcSzQJPc
0.12808542,0.06256979,0.087653965,0.41935146,0.0669247,0.2621591,0.034962907,0.19353274,vm5h8y2GSSs
0.060480326,0.05365495,0.060409926,0.06795018,0.095584475,0.31435907,0.044405237,0.042858046,QqJ9TxF3wbA
0.11639447,0.08850088,0.12958993,0.28541437,0.1196925,0.5098857,0.02054715,0.0008352215,CeihHdD3e38
0.11097641,0.14704074,0.08524082,0.58681643,0.06391627,0.3367001,0.13206954,0.20112264,RsP-eIIBokE
0.13699554,0.10714571,0.09242311,0.59908736,0.107802615,0.52906054,0.036508016,0.022546358,gmKbY30xWGo
0.031646732,0.043284196,0.048859756,0.05693639,0.022616223,0.19151407,0.040628307,0.1230489,C2PPRLRxJbQ
0.033878155,0.028940411,0.035352506,0.064434074,0.037194762,0.15890743,0.019019997,0.17802154,T-p4ymTaPoc
0.046143454,0.05894246,0.11820816,0.05069382,0.06880918,0.2695318,0.1414913,0.35967585,5Y9KRa-VDjo
0.13877012,0.1708013,0.11110496,0.50170153,0.058263488,0.30059737,0.11472086,0.10116632,wh2k6qBoLiY
0.24741161,0.21658677,0.122311234,0.56021386,0.11870203,0.3297788,0.13386416,0.07657447,G_n8iX0VcyA
0.0899995,0.050814983,0.04851658,0.34329274,0.06500193,0.41922122,0.056931525,0.09180152,Z04IczP7-B8
0.05558736,0.043148562,0.026595028,0.119031966,0.073837064,0.33367932,0.011175984,0.0059778397,_kc4xVccy6s
0.08506754,0.10980612,0.06670262,0.3649519,0.045628756,0.322875,0.12888865,0.056871813,D6AmR4GYfx0
0.15332806,0.09251583,0.083942205,0.7617868,0.058562815,0.31822458,0.0005943749,0.12695932,-moEna37xdA
0.119420014,0.16061969,0.14368623,0.73832566,0.08089954,0.4637355,0.16482529,0.15995519,BhHySX5lpGA
0.21971986,0.21472073,0.16021113,0.82345974,0.098282866,0.32382077,0.08635602,0.4893996,uT2DtHP0Qwc
0.12024915,0.23771657,0.24433793,0.37900454,0.10147979,0.5137604,0.037194733,0.114482835,oqZLAAEBy2A
0.12454112,0.10972346,0.09375812,0.15540834,0.24666932,0.5422847,0.07091636,0.06721324,KA9J5jhIjn8
0.046000272,0.041519612,0.07182071,0.10482909,0.055321686,0.22530904,0.020685982,0.115290254,monMw7JTDfE
0.08841327,0.18267584,0.21747248,0.20547806,0.0674781,0.35593426,0.060927194,0.014083248,efY8mQd9QxQ
0.031060383,0.031633668,0.030277258,0.054554265,0.04388612,0.26284516,0.0136749605,0.12058339,DlRmv8J-h7o
0.08291714,0.0755975,0.08730361,0.30953345,0.046519678,0.22569364,0.03753809,0.16098131,JsmZHMVDMa8
0.12996808,0.11455697,0.113619864,0.76545656,0.042382505,0.2992861,0.2022951,0.28594652,NR0Yg6iyhJ8
0.023492852,0.019647287,0.024656205,0.05214973,0.03125362,0.21086939,0.057331093,0.43305644,SHtRatNsJBM
0.04721807,0.052154288,0.059629675,0.10947844,0.040235132,0.17102118,0.024318827,0.13379271,a5ETtBK98Zc
0.18267862,0.18104523,0.30702764,0.52746207,0.06913406,0.23000933,0.22333995,0.68813586,d6TFA3C-eyA
0.11581149,0.14080426,0.21669698,0.74223435,0.053454068,0.42881405,0.09065199,0.02907443,akGnOdV39Qc
0.15222593,0.19588192,0.34434855,0.82345974,0.050073776,0.35968313,0.06492286,0.13585946,Ons7Sef7Z4c
0.06701582,0.10071344,0.1431822,0.2496791,0.04134188,0.30569023,0.124380715,0.18167864,Rf3XmHIk9ng
0.1253793,0.16681696,0.24635904,0.7612385,0.047103986,0.3772983,0.042001735,0.12590185,QKHxdFkQWLI
0.045037195,0.040564846,0.12094056,0.18225211,0.07150326,0.43222097,0.012008976,0.032604914,O9c_5RFFY9k
0.12452231,0.13576011,0.19392334,0.13094692,0.14586735,0.35567302,0.016798683,0.069405615,mdk7q08FCJ0
0.021007245,0.021475242,0.025305374,0.05123549,0.0368097,0.2250694,0.0224908,0.02833686,8GV-QJojRck
0.010878552,0.033698935,0.05176959,0.03149291,0.013315834,0.18749383,0.035649624,0.2802975,WGeak-EhTH4
0.04130107,0.03877254,0.06728159,0.123011895,0.05550985,0.22742239,0.022213135,0.01604976,5qtM_02ArH0
0.0040183943,0.0041471347,0.0019055331,0.014700934,0.023614053,0.26060697,0.01228664,0.34670976,JRLKfZhbzQM
0.12010233,0.08425526,0.06404999,0.0986479,0.13355444,0.2790757,0.020824814,0.08813625,y-jUBD32JrM
