PERSPECTIVE_INSULT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_THREAT,PERSPECTIVE_TOXICITY,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_PROFANITY,PERSPECTIVE_INFLAMMATORY,video_id
0.08177624,0.51686984,0.102954865,0.24650303,0.01596569,0.07006678,0.055657607,0.020635583,b3lrdpA5Oo4
0.19371752,0.42113137,0.3251386,0.7666893,0.06532243,0.19825996,0.2269939,0.43932602,gJstZoojjb4
0.08319336,0.4587466,0.07774703,0.25132465,0.14956708,0.06821592,0.05856309,0.09973571,Ef94Xv0Qx6s
0.018873964,0.17351653,0.029986765,0.05836179,0.010412407,0.04262165,0.0290804,0.2124394,bbbUEsJCaJ8
0.067252845,0.27882707,0.14603989,0.20599644,0.078108564,0.05623708,0.069857344,0.12499331,M0iwOmvxWr8
0.05677994,0.20720205,0.08070415,0.123381615,0.1019289,0.07359088,0.06824608,0.19324204,mw1nK8Rrag0
0.038415845,0.30132014,0.04759154,0.076831445,0.010551238,0.039496846,0.025666142,0.15484639,0aIanrHfEiU
0.07937223,0.3133789,0.11667876,0.16377668,0.033074442,0.084014155,0.08936311,0.10150961,gIEymh7sgWo
0.03305021,0.22812007,0.05590827,0.08231754,0.011800728,0.028749408,0.03179712,0.18690677,SUzG-3aYtLM
0.038111422,0.20924015,0.07173494,0.08812273,0.0741129,0.03797879,0.035736375,0.13834594,yXhZnNAjQk8
0.35362652,0.46801022,0.24733527,0.489654,0.37221906,0.15701582,0.3154793,0.30152076,s-aDKpcc16g
0.06760046,0.4001864,0.10173925,0.15167706,0.08581903,0.10661337,0.072213255,0.14339086,nEgPNNcdtu4
0.067252845,0.27882707,0.14603989,0.20599644,0.078108564,0.05623708,0.069857344,0.12499331,aqt-Q--ctCE
0.031514965,0.255054,0.04272886,0.042217497,0.008399341,0.022448137,0.018975914,0.15094481,tN8444tk_RE
0.18254653,0.5275392,0.15471345,0.36062706,0.09924392,0.1804252,0.11399568,0.38405725,1ro16EkTv4w
0.5740631,0.392227,0.1952979,0.28892857,0.3897707,0.11418359,0.2804367,0.029243315,-aDUSLRHdUU
0.030915992,0.30182892,0.03918871,0.3858702,0.034791227,0.030476872,0.029676966,0.16289249,PLZ4EQkAbws
0.015351404,0.17181185,0.038953945,0.064377986,0.0018915873,0.048566133,0.028922036,0.060020916,vOaJZr83RJg
0.06927669,0.23221157,0.10953948,0.4012926,0.035477944,0.051944356,0.07686937,0.03255748,Z6zKo2g5DWs
0.051445242,0.37858778,0.072386056,0.14333217,0.19141254,0.0664285,0.06517979,0.3050627,qUikWrp-eiM
0.052685283,0.23972191,0.04259268,0.059590403,0.038053125,0.035399448,0.023780024,0.1395626,vpG42cvazQU
0.04658821,0.33899847,0.07517408,0.17448325,0.09816993,0.087578915,0.074272536,0.12609185,6rTHFDKI5Ug
0.07326043,0.28673774,0.113598555,0.51550287,0.1334155,0.04909815,0.09026955,0.27908903,Xsr9586hu7Y
0.033134628,0.40176934,0.07100029,0.3704015,0.03599298,0.093095005,0.052310903,0.013698387,6iEHZNk2_So
0.021751966,0.2019828,0.025038255,0.06084786,0.025005542,0.038091145,0.031379305,0.14836666,0oyXTJR46nQ
0.12083244,0.40618563,0.11057283,0.124437205,0.09172598,0.12086603,0.09874063,0.05633575,6ryhWqvwvaM
0.09809359,0.2606723,0.11703658,0.130748,0.067320265,0.08005168,0.10309423,0.039825767,mjE8CW6MY1w
0.16537008,0.38788334,0.37198132,0.2490522,0.2406723,0.050963596,0.09361107,0.2076476,yBwsyLMcjEs
0.18466443,0.33703235,0.29939735,0.2973044,0.011523063,0.21661194,0.1932683,0.49544185,tNKP5K_WDGo
0.03305018,0.22812007,0.05590822,0.08231754,0.011800728,0.028749425,0.031797104,0.18690677,FdrDI40FpjQ
0.067252845,0.27882707,0.14603989,0.20599644,0.078108564,0.05623708,0.069857344,0.12499331,XTIZ2qcT1rw
0.09420819,0.37831616,0.18448475,0.24640709,0.15246986,0.101245865,0.11378818,0.115596,ZdRi_GOdEmM
0.067252845,0.27882707,0.14603989,0.20599644,0.078108564,0.05623708,0.069857344,0.12499331,M5DHvMkcmL8
0.120067865,0.24621777,0.14363979,0.1955674,0.24418297,0.0913884,0.110817164,0.08422303,isn2EtF5jY0
0.034401633,0.27472332,0.031862132,0.07147666,0.024318827,0.10690224,0.09220672,0.44460562,1Ppmf5E4KR0
0.05564544,0.22724056,0.056985255,0.111977875,0.020685982,0.099922426,0.077500075,0.1686623,Ol-yWG_OFJI
0.047137868,0.23487365,0.072535135,0.22969082,0.0112454,0.18706259,0.10567218,0.09249779,S7bLWmh0TWQ
0.120207295,0.3169275,0.1017123,0.11931812,0.046465382,0.11073485,0.07390931,0.4757928,5SC-HyfE-o8
0.044318233,0.45504546,0.06751416,0.10962443,0.05133759,0.070220746,0.05186793,0.07467621,1V1JfSshNh8
0.03336326,0.22885136,0.026942048,0.103344984,0.039598234,0.081888616,0.05495938,0.093772754,b0k2DTjebcw
0.13861473,0.5130537,0.14092502,0.25474957,0.026894007,0.14049552,0.08650662,0.22615851,e82HKOA5K1Y
0.06467578,0.39627102,0.093895175,0.1564852,0.029125832,0.06888005,0.05690219,0.005669516,y3hX4Pw_evQ
0.030206127,0.35473523,0.06458969,0.12263542,0.019158829,0.16298452,0.07600813,0.27619714,Us3PRLbeNwY
0.05991081,0.23239711,0.10581488,0.23888871,0.043375164,0.020210389,0.04730856,0.11702971,UxWziHzr8FU
0.24951655,0.32906717,0.22912402,0.38128754,0.1510105,0.11372608,0.3015473,0.04312068,mEL8OT66HpE
0.0939847,0.47856247,0.1119482,0.1538268,0.12180476,0.06321395,0.066322125,0.14624955,ocY7Ukhz6r8
0.013588908,0.16900927,0.014323409,0.044998314,0.09279997,0.0351561,0.017926667,0.2702777,bF8deDyBwPw
0.067252845,0.27882707,0.14603989,0.20599644,0.078108564,0.05623708,0.069857344,0.12499331,VKcIksty_iE
0.032507937,0.35301995,0.03304691,0.077905856,0.0136749605,0.033259735,0.018641058,0.19116077,sTwJWS_2UuE
0.08263752,0.18944775,0.16604017,0.13278048,0.056931525,0.057447914,0.079189144,0.12957716,EsNp5FxNqtA
0.11453064,0.18913479,0.22151887,0.17985389,0.23365098,0.059683736,0.10389454,0.2508199,9fFq4Zws3ZU
0.34023324,0.31544793,0.39269698,0.24566093,0.15188612,0.10629344,0.15082496,0.16714256,xMLeUK_i0Bk
0.13794501,0.60070807,0.12694877,0.2955956,0.2298686,0.16822024,0.14030705,0.26731542,YeCWheedxdk
0.06643225,0.22998855,0.11027489,0.11616354,0.14597784,0.036280952,0.041044343,0.17471759,RAQih6FCeSA
0.056998793,0.36903343,0.08028971,0.28279358,0.054534122,0.059051964,0.06702492,0.0753881,kCFRvIfNfOs
0.06261295,0.25430155,0.06938161,0.12947312,0.13700475,0.1023381,0.08895584,0.16932622,4L6KWlHzv-c
0.1298326,0.22539026,0.14352053,0.100048214,0.37221906,0.06109602,0.079432614,0.28783938,YgwXG8aJOLM
0.033651035,0.21181628,0.051530506,0.10999126,0.021796638,0.06986801,0.052545298,0.10347873,O1h82dMe25A
0.018313559,0.25799805,0.0043918323,0.014926509,0.0224908,0.030257218,0.007908346,0.44701296,2UvNjbK64Ls
0.08145584,0.33658004,0.06583145,0.08396144,0.070516795,0.059029467,0.038204845,0.031764142,bzw3cE3ggjY
0.10152957,0.5694869,0.13660258,0.23558693,0.15001574,0.07216624,0.07343916,0.29039636,vZJ2yoq1JQg
0.06708189,0.43546814,0.06463177,0.14282425,0.34388447,0.082464755,0.08025538,0.41178545,8dFQ9pmAo5E
0.12848741,0.22752889,0.24245137,0.32474947,0.013397297,0.085518,0.11993901,0.13098575,ENcy_GPXHPo
0.014712376,0.31289154,0.021954244,0.035719953,0.008156385,0.024944417,0.012774518,0.208371,vhRoTC5NAn8
0.071047544,0.3327914,0.058517437,0.081645615,0.09118898,0.055760104,0.032935537,0.026851838,e4swMQW6Teo
0.13633537,0.29272205,0.17606585,0.55042374,0.13655609,0.10222639,0.12444121,0.18645412,A3gyd7mJxTs
0.050765157,0.18450083,0.1029448,0.112257846,0.064523295,0.04614535,0.06192543,0.23867196,UxrmbdD98Lw
0.041372724,0.3813369,0.048625603,0.23755,0.009718247,0.057312556,0.047893666,0.060211446,AxOXAw1cR3U
0.069154896,0.26181775,0.053842768,0.13803186,0.033932835,0.13019368,0.083179265,0.13698214,giiCKuDgQxA
0.032779954,0.17873888,0.043581177,0.0485066,0.014577369,0.047934633,0.027844857,0.053882703,3MMoW10TRUk
0.07696866,0.43488723,0.09246607,0.10699334,0.011175984,0.05375053,0.06253742,0.25211117,t2fXmsZHxso
0.09926323,0.39412567,0.09364814,0.1324213,0.03444787,0.12062327,0.07298138,0.19802521,p7bIgiu-BXg
0.108107336,0.36769843,0.2378151,0.26650226,0.025520578,0.06956301,0.098676406,0.19510105,f1uJEk84t-Q
0.17797272,0.46129766,0.13022447,0.33184034,0.27359754,0.21809807,0.19963887,0.35084176,rzVlSnFsn9A
0.09124314,0.24835663,0.17568067,0.60154706,0.03461955,0.042296816,0.10514222,0.07603036,IpDQb01ggag
0.08786847,0.57993215,0.08079247,0.108014256,0.013605545,0.29427728,0.16559763,0.07512319,e2OZLcNOtss
0.122035466,0.26306438,0.15909308,0.18158375,0.023632111,0.038006663,0.089709185,0.057696268,aEAGzoK97E0
0.12712826,0.397602,0.17290834,0.23748317,0.04680874,0.09907574,0.09096168,0.03566425,igzL_xtce5E
0.15843605,0.2904386,0.20271142,0.21082735,0.14193995,0.07374682,0.105650105,0.24138923,Hcy7-I_q6ic
0.105327465,0.67742866,0.12370188,0.3814546,0.10300289,0.3916498,0.22903061,0.18726926,6WvytNzIoyo
0.56984735,0.47359896,0.56668437,0.5235621,0.2459383,0.36563817,0.36790365,0.5680319,p-y_sqDG27U
0.029368352,0.37409505,0.041555222,0.099956855,0.013952625,0.03498929,0.020709358,0.15331864,I4GFE1bXqq8
0.17209868,0.48221922,0.10763741,0.16712838,0.042001735,0.778477,0.4763546,0.17951678,hnejQWHh3ag
0.09420819,0.37831616,0.18448475,0.24640709,0.15246986,0.101245865,0.11378818,0.115596,ZGCN8uUFKl0
0.18135956,0.3377955,0.29153088,0.48970395,0.112144895,0.14180633,0.19034915,0.30749997,9wFsBOjh1sU
0.020754669,0.16609067,0.032394998,0.078169644,0.035649624,0.053839818,0.030397967,0.2636694,5akpnIFK-RM
0.07392837,0.25526682,0.13831812,0.55275077,0.08290337,0.054047108,0.082689874,0.11997247,YZebkGymzb0
0.056199633,0.38925102,0.0834708,0.244351,0.13700475,0.12882234,0.08102426,0.038008373,c_KTnvprq_k
0.23171034,0.29000303,0.25333774,0.27919558,0.25447917,0.09974677,0.11656498,0.5917835,Uwda1Twxtt4
0.07082521,0.36295572,0.07190262,0.18320392,0.1710401,0.09543899,0.08128269,0.37966758,pK4hQzOn-mU
0.15564145,0.42118007,0.28794608,0.32735234,0.045778666,0.090968534,0.108396664,0.014296044,iVfJsOMCeuw
0.31944138,0.3689206,0.5193166,0.20601036,0.3123962,0.19896011,0.1832493,0.56960535,mwPqbq-IfbY
0.018641312,0.2763474,0.046010222,0.102974415,0.027752401,0.047735006,0.02823041,0.2878513,JiEUXP3NZFg
0.04044767,0.5149879,0.037879396,0.09477085,0.0129808,0.1325561,0.057044044,0.05533141,tr4LCw7fDOg
0.13368684,0.44993803,0.158067,0.20576298,0.13146462,0.1790873,0.119423226,0.11783267,oKff0JHWE_E
0.07662377,0.31130713,0.09455046,0.09055654,0.07850813,0.10875505,0.09326494,0.108698316,ZTPKvqGCJ8k
0.046173483,0.33280697,0.03831483,0.08221399,0.017770508,0.03702718,0.033925917,0.002531758,_I08CGauFvU
0.03120748,0.2259189,0.06114244,0.1501145,0.028782474,0.099390075,0.049478706,0.17247288,WYAhrALGrak
0.16880712,0.35151267,0.34384915,0.8594063,0.23891698,0.045688093,0.12647025,0.31012154,NwWqJbVS7P4
0.05848947,0.3286863,0.13233897,0.4932996,0.08555053,0.060461722,0.07078875,0.44270098,r-nwXk4vfx0
0.16718233,0.5113601,0.137209,0.56204045,0.050585672,0.15044385,0.20638771,0.17853723,7jNz3-WPV5I
0.65578604,0.37433064,0.6678868,0.95339465,0.6955873,0.35338175,0.7296141,0.62877065,16kU_hclx68
0.022800375,0.28156793,0.05104546,0.102562875,0.043031808,0.08626488,0.054432742,0.19326179,PIqfD2oOK6c
0.04423916,0.53765404,0.10196068,0.17741713,0.09333697,0.09159797,0.07317924,0.15605225,0Wz0WXIxNXg
0.1039571,0.38870633,0.11864049,0.10951964,0.1609341,0.08220756,0.12250841,0.30845338,1DJAL06uCv8
0.0059781317,0.36121276,0.0039591785,0.034393214,0.13386416,0.02660126,0.009664585,0.099396616,Y64YvaeyB6U
0.06988955,0.3873523,0.13884471,0.30153996,0.2965773,0.07237249,0.06627412,0.16911763,Xe7jlGnUD6Q
0.39154848,0.3430769,0.2731274,0.21180227,0.2712817,0.13746214,0.21548177,0.16416346,NOuM-70e3d0
0.047471028,0.5575178,0.07053567,0.13015196,0.22983712,0.10433839,0.06547836,0.15126467,5GTx7Ekisck
0.9336029,0.44428253,0.6511393,0.9570354,0.8960455,0.3132955,0.8052676,0.70833695,wUe6oeX-Ba8
0.058097936,0.35493517,0.07999816,0.12840848,0.048525527,0.12463236,0.057459213,0.1044487,wqZJDPRfUDE
0.2116917,0.4426155,0.30524424,0.5296648,0.2590451,0.16838953,0.32389596,0.12923734,ROvF9ji7eSM
0.119901225,0.4200458,0.17078762,0.28160325,0.03856816,0.06733657,0.091103554,0.0051976354,gHnAc5jlHyg
0.125426,0.26738575,0.15411763,0.20216157,0.12180476,0.07395729,0.11729606,0.17845508,w4ZVFxmFOF8
0.1200761,0.21028037,0.105541095,0.08516832,0.040971663,0.05726482,0.082254544,0.36723503,_ZvoNoRnPAI
0.12698428,0.3797385,0.13171013,0.23794551,0.087430015,0.13773325,0.12403131,0.19544798,_0wZ3Gm0s5c
0.039197847,0.32096896,0.031979866,0.087622315,0.0071151447,0.04862447,0.036394835,0.031157626,_nyogTsrsgI
0.13343512,0.38315427,0.16763061,0.3791743,0.089041,0.17029299,0.14232121,0.04795714,rZTk3Y_HRoM
0.028246075,0.1929287,0.03547151,0.109438896,0.015896274,0.07721331,0.043617073,0.07811161,uFJa9WUy5QI
0.04835477,0.24114062,0.04125972,0.106422365,0.104076885,0.030557562,0.038572785,0.24928316,BLQoaiOOmXA
0.117605165,0.42468253,0.17417166,0.29529426,0.04165838,0.07201619,0.09340848,0.0051976354,ozqUrnK26yc
0.11636676,0.4587698,0.17007913,0.29064047,0.040284947,0.06949955,0.08798172,0.005000001,EHXmsclQvLc
0.119291164,0.4293681,0.16967466,0.29916328,0.044748597,0.06801843,0.09577105,0.0051976354,Q013Y1vi974
0.117605165,0.42468253,0.17417166,0.29529417,0.050585672,0.07201619,0.09340852,0.005197633,-oBEW6k18hE
0.21379493,0.3632671,0.24058042,0.23837423,0.27194336,0.12726906,0.14737688,0.17484228,i9XNZ8nWjD8
0.121916406,0.42472333,0.18025373,0.30132422,0.047495455,0.07585655,0.098020256,0.0051976354,gMckQvf32M0
0.12441764,0.2636455,0.1474026,0.14086905,0.07211506,0.06806807,0.09581641,0.11189296,koUl7arMncs
0.79526186,0.21260042,0.40971905,0.1557181,0.867151,0.35339996,0.95514876,0.34546068,7OJ0w5eT2gU
0.068090744,0.27087516,0.09830796,0.10251945,0.12888865,0.082263246,0.065426625,0.2419477,DtGfNZFiRZI
0.20549898,0.3756458,0.13663521,0.1289023,0.13700475,0.08518811,0.08759278,0.040012322,mAREJJYZVGw
0.2662903,0.38016388,0.11365255,0.27398163,0.15188612,0.104558125,0.18231331,0.006070271,eJI6YvK_TK0
0.06059088,0.20967947,0.107582346,0.11315293,0.08635602,0.046926167,0.061943684,0.12638849,wZsvc1b2HjI
0.056744967,0.41160083,0.098017484,0.33246043,0.1894391,0.04106743,0.029436642,0.10446536,IAgi4Z5ImRU
0.08263752,0.18944775,0.16604017,0.13278048,0.056931525,0.057447914,0.079189144,0.12957716,oj3SC2moaY8
0.025680382,0.16718788,0.045707352,0.08182158,0.089041,0.034523327,0.036724765,0.10729315,cLj-KLlI3j0
0.10580161,0.31517085,0.11918508,0.2769348,0.11536485,0.07646039,0.08702834,0.24848548,o6P2ihitI8Q
0.14012511,0.35348174,0.14173305,0.16684045,0.039598234,0.057220053,0.07398848,0.42560276,mcg9ShapkhA
0.24482429,0.2656496,0.41840765,0.16941577,0.083939545,0.066518165,0.112014085,0.2665225,K0-a3pzLIY4
0.08623681,0.47712967,0.18853809,0.31651723,0.22991583,0.134638,0.10680883,0.023608688,aDWgsVSo4Oc
0.14538464,0.21525168,0.17662959,0.23101376,0.12116077,0.053304706,0.11311898,0.12726396,TB2IWCdM6Jg
0.06344629,0.21134935,0.10138838,0.096453294,0.06851897,0.04693462,0.073519744,0.22763774,4nm8y-gyWlA
0.17178416,0.46679989,0.31136388,0.41421416,0.14597784,0.08665729,0.10166505,0.08219858,gNIzC4a8rLs
0.09811541,0.24756747,0.15016267,0.15102759,0.15159425,0.07817916,0.097071245,0.14033748,qKlKxVNqzF8
0.11693199,0.43860316,0.14693987,0.16131014,0.16151784,0.13034378,0.08898282,0.18760242,b4z-Wrp1pY8
0.14373496,0.30553144,0.2505405,0.2992768,0.06012806,0.08944384,0.1220367,0.35715225,PJJ2M3gn9rE
0.24618529,0.20179433,0.10942962,0.085679635,0.09333697,0.034688532,0.09248315,0.27711993,CTBDY5ArSys
0.032176428,0.33565018,0.061279338,0.36314294,0.087430015,0.060440786,0.034000885,0.18711485,783mtK_0zhE
0.11623539,0.20889162,0.12597412,0.25842726,0.112144895,0.06654405,0.108308375,0.13060176,mBm3k5so2vQ
0.09274669,0.3161264,0.0960284,0.19455907,0.13790205,0.1616945,0.14691705,0.31132048,5864an4_w6Q
0.06552289,0.3181677,0.13039047,0.24031062,0.06652113,0.1366567,0.1079152,0.116724186,HV1dVA0nhr8
0.19544363,0.29610497,0.058707427,0.120466314,0.2299237,0.0515935,0.090842955,0.18347456,HetCLca2fbw
0.24949242,0.30393055,0.26883957,0.24165404,0.057331093,0.18992455,0.2863768,0.17302418,IpD6Z4xNWao
0.052340355,0.23109089,0.06995458,0.08194048,0.017701091,0.034292955,0.036001354,0.044311903,mWkbD56KiUA
0.08263752,0.18944779,0.16604021,0.13278048,0.056931525,0.05744794,0.07918926,0.1295771,rVBd03ibziM
0.11440953,0.19991736,0.08601577,0.084130384,0.11472086,0.05327261,0.14866123,0.09154321,kqG6v7KZ_s8
0.07820174,0.22054134,0.13989657,0.1714164,0.11472086,0.057475828,0.06783224,0.11903611,c5genXmKBrc
0.21948606,0.29745036,0.21152657,0.24773635,0.1423886,0.09818929,0.14498235,0.30740345,Zk3YUb1HCE4
0.22345966,0.3584142,0.18677679,0.1724652,0.2224569,0.26874152,0.24146494,0.284666,DlEqDpR1Ru4
0.109491624,0.35433772,0.096274406,0.1350847,0.037881445,0.092088975,0.09253136,0.27287692,Ryb7UOkouVA
0.14709634,0.29303724,0.19274531,0.3127196,0.112788886,0.10524876,0.12458349,0.09926652,hYhLUm0zV0M
0.21699406,0.2639385,0.18770069,0.15413025,0.31650472,0.060031205,0.077180415,0.5680319,4ICXDkc7zoU
0.051974416,0.21276298,0.11780168,0.14506857,0.05852979,0.048092674,0.055953145,0.1949633,eq9S_1Q1irQ
0.4609716,0.30298048,0.24909629,0.20236477,0.42465788,0.22157624,0.783563,0.32795084,gyU_nPwld-8
0.111244164,0.18477233,0.1784654,0.148368,0.074912034,0.052975886,0.08341129,0.12153034,AMH8fYrXxcI
0.498336,0.28783864,0.38922712,0.3028821,0.355017,0.15871926,0.3107987,0.33235464,CWa6vI1aUvw
0.093822315,0.3285739,0.12986371,0.12583183,0.1668969,0.05498907,0.050580554,0.26818654,Cd9JaPxRvMA
0.049684685,0.18813801,0.108874045,0.10524602,0.049212243,0.04210497,0.050013207,0.11951293,loKxKKHEGio
0.050658137,0.32968372,0.042502385,0.11825114,0.03599298,0.04174988,0.028947141,0.17873488,8VjBNJr7MLw
0.14582796,0.42595214,0.19818258,0.25119787,0.17242117,0.08889835,0.09337241,0.08649182,EGgESuLLLss
0.061776057,0.28376284,0.09741538,0.1062734,0.16151784,0.06179007,0.054278538,0.6069236,OVVQEBy1pW4
0.0944633,0.36117384,0.14094004,0.19799896,0.04268845,0.11386896,0.089257024,0.18498933,K2Kas3Iw22A
0.04948047,0.25245538,0.10965377,0.1489894,0.029812546,0.06917135,0.06347638,0.18341596,kP0Hs-v-uJ0
0.4247322,0.39181656,0.18142352,0.20113075,0.20596254,0.1486426,0.3253143,0.57429725,_3kAwlHKo4g
0.05968675,0.20296867,0.069315605,0.063353166,0.21362646,0.040063832,0.065196,0.04914194,hE_l8V8oUfg
0.26843634,0.3711457,0.3015675,0.49712828,0.16758743,0.14579664,0.2565975,0.14043546,vONXZ-Dp2ZI
0.022635901,0.21960819,0.031106738,0.06767979,0.15568043,0.040699165,0.031086048,0.106934965,HXd9ukmfPKA
0.13406438,0.3264099,0.13764803,0.13103883,0.2459383,0.15604238,0.09471149,0.6505748,Xc3Cj_8sA90
0.10772243,0.29667297,0.11022108,0.12691416,0.15626417,0.13066249,0.10357922,0.2937226,fjfyR_IU6LY
0.07129744,0.37320122,0.07391873,0.08831907,0.15976663,0.041255597,0.041272048,0.19369514,EsnGAXwjITY
0.021856898,0.14996552,0.023493838,0.031011496,0.10031791,0.015051009,0.013130699,0.2926253,MUQvbi_jASQ
0.04401886,0.20955355,0.066702805,0.14064482,0.027237365,0.06348151,0.054198004,0.24494822,Y2h6MpjTjAk
0.0587648,0.22925812,0.08953925,0.07785469,0.039598234,0.030919965,0.030394126,0.11745964,Hk0eR7aIVrw
0.2607641,0.3653931,0.2046211,0.18921271,0.047495455,0.17991865,0.19110896,0.18601096,CmrjJaIb_6k
0.09223971,0.2694596,0.11972903,0.13957821,0.1689685,0.08018482,0.095211476,0.00030316698,lpUN_XnO0gU
0.08869842,0.30500132,0.106336884,0.19202422,0.22981352,0.13541992,0.13724345,0.1925433,AgksqYdRCPU
0.06534906,0.35074642,0.054367483,0.09951599,0.086087525,0.054274064,0.03234875,0.026851838,1EcUGLoowv4
0.08586532,0.3290806,0.08377018,0.2097672,0.047495455,0.0559998,0.07533645,0.0714371,tgsGnTmqFnY
0.105233476,0.29376793,0.09403564,0.13339145,0.19789414,0.03918447,0.060156416,0.15457454,Np4yXRNHc5Y
0.13143829,0.23951095,0.16040328,0.20576893,0.03994159,0.06635713,0.10827306,0.2894684,ZEMjtNnxSm8
0.06852286,0.20575444,0.13082866,0.14720601,0.13431281,0.035309296,0.060467508,0.26517788,pPOyX8r1XOg
0.03370783,0.41750756,0.05245225,0.082830384,0.039598234,0.053019527,0.024396678,0.007966888,lESol88wOi0
0.04437926,0.2673036,0.03357216,0.09185413,0.13386416,0.11024073,0.05454766,0.1511906,noGGs8FJ8W0
0.24052078,0.24426332,0.29645705,0.30736238,0.033074442,0.1353881,0.18538289,0.25722113,Eszw6BQH15c
0.07433908,0.33850664,0.056093536,0.076028444,0.08330294,0.0507724,0.033149734,0.031764142,Oei9Ky0GvNk
0.14905189,0.2843912,0.22860336,0.23779541,0.08290337,0.09744403,0.12559968,0.14039846,vN-kUT8uFTE
0.10982326,0.3051763,0.1259632,0.16155897,0.26132804,0.113272145,0.119827874,0.11488033,MN7Gda2LZxU
0.07607011,0.3362985,0.06947338,0.07946347,0.07131593,0.057604134,0.036770586,0.031764142,lm2WMTlEspY
0.07870174,0.3364521,0.06804897,0.08224044,0.06931809,0.057005297,0.036337633,0.031764142,ediIkqzH9Y4
0.070627086,0.39231753,0.04998794,0.2991485,0.11343288,0.047326077,0.040676005,0.3442467,eJBUedWFJ40
0.25879282,0.36733252,0.21151473,0.23334464,0.42631236,0.15277675,0.16736363,0.278657,kIhpLPOhnbA
0.048955306,0.25387916,0.10402146,0.20660503,0.020269485,0.034115743,0.049514264,0.026558708,M-y344Icy4I
0.029386358,0.31784862,0.05873288,0.104857706,0.07251463,0.053055346,0.029630745,0.12159541,QHdAd6gxMsg
0.0837125,0.22227012,0.14204518,0.17867585,0.10763696,0.061385088,0.071517654,0.1651614,2KfVhrcRRy0
0.07277151,0.30264312,0.11989524,0.31594184,0.12309273,0.06260231,0.056825437,0.4022112,QxdyIgkCV4I
0.029285168,0.40431985,0.057084057,0.101228215,0.05133759,0.07029293,0.028519485,0.15950564,NbjrCbvsw5A
0.113018736,0.32813084,0.123378664,0.07047647,0.16413476,0.060103588,0.05749224,0.06080792,6wbIaYsA4rs
0.036305152,0.21688424,0.048891354,0.08054346,0.033761155,0.076716594,0.04190647,0.114611976,6uod3z9pdJM
0.082694925,0.35257536,0.06777378,0.08542556,0.08555053,0.058555055,0.037608027,0.026851838,Wpd5v1zygno
0.12246504,0.44363254,0.15819773,0.37908787,0.029984225,0.10371603,0.102929845,0.17948434,yWusD6rx3o4
0.08233736,0.20629713,0.14002816,0.112790704,0.07571117,0.06185677,0.08402304,0.1885903,PjY4vaGp6S0
0.05108479,0.37973797,0.10312953,0.15133771,0.10031791,0.111698344,0.052887496,0.30566067,Hki30uLgsnU
0.056796208,0.2687812,0.063061126,0.09417593,0.11665283,0.06554357,0.05396589,0.16510119,yEvfGKJRRow
0.0986953,0.28938156,0.13644704,0.17225009,0.13879937,0.09305479,0.08461171,0.13584077,jgmHSR06Tbo
0.04175647,0.2783105,0.07691178,0.08740429,0.060927194,0.06679421,0.042082902,0.086305164,z8P9BdnvKPU
0.22939192,0.40998262,0.24604595,0.48516896,0.10892494,0.0641645,0.13894425,0.08676094,b1TVl7Hy5ow
0.054288886,0.33511484,0.059001386,0.083029956,0.018464668,0.055839855,0.03995418,0.17620665,OUedCKiAbIo
0.077623814,0.33350837,0.060783587,0.08771535,0.087430015,0.055206455,0.035083804,0.026851838,DGR2d_hUbBw
0.050009225,0.2904988,0.091328874,0.105108574,0.067320265,0.06466725,0.04166445,0.15458733,MI-GwN_cmLA
0.11726771,0.3576274,0.150248,0.2990075,0.19239926,0.18094298,0.1699393,0.37815168,IIKVGnudtBM
0.07024379,0.3827143,0.07991668,0.1101486,0.027752401,0.30743682,0.12971471,0.09645745,bQE3oeQzW78
0.06759172,0.21403342,0.116417326,0.08003309,0.006212736,0.06919604,0.07377844,0.06320249,YKMt0kpk0VA
0.15009767,0.31671593,0.15050851,0.29529706,0.21362646,0.08904694,0.09818519,0.26881814,klCk_JSedc8
0.13223867,0.3894662,0.20610563,0.36967212,0.11021292,0.11406091,0.15783054,0.08406818,v0z71Xld1H4
0.1142544,0.33636242,0.18685274,0.29174402,0.06012806,0.112354584,0.11333271,0.18582916,VxUB8Fte1gQ
0.15623558,0.36750484,0.1901802,0.20798051,0.21980777,0.09349863,0.10317238,0.48567218,LDZS4xeDvM8
0.20421144,0.3650144,0.2903597,0.33062652,0.06332459,0.18128625,0.19771616,0.14674,2Ws6H9b8CqI
0.19257377,0.45206434,0.3097838,0.19573411,0.050585672,0.20085356,0.17366831,0.3720867,ZAv7XFk7kRk
0.08794627,0.48213124,0.1160794,0.29105648,0.092262976,0.17523575,0.13666542,0.16090125,jCjQ6KCM04U
0.11540864,0.34035048,0.11265931,0.12309075,0.1621016,0.0918752,0.1033146,0.008068624,ffe3FU9pTVY
0.06469476,0.26868147,0.17168593,0.24957256,0.07131593,0.050188463,0.072435565,0.04376238,hznBBafYoi8
0.06686035,0.2991383,0.07038606,0.18953237,0.062125895,0.14422518,0.09611794,0.24225943,uI5HjltI_xw
