PERSPECTIVE_INSULT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_THREAT,PERSPECTIVE_TOXICITY,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_PROFANITY,PERSPECTIVE_INFLAMMATORY,video_id
0.068133794,0.37078428,0.10853427,0.40088537,0.004997955,0.13543412,0.087201916,0.19181636,i1Rmyvws5Sc
0.016661534,0.3329474,0.026285207,0.089431696,0.005830948,0.048566315,0.029610751,0.06339961,fFiOtnRl--0
0.26308292,0.34053314,0.18409947,0.28503904,0.27690583,0.12664953,0.15918477,0.4281668,THTrKL9-FVM
0.06313269,0.21425919,0.12002166,0.13617925,0.060527626,0.039022002,0.050053377,0.11259862,4EVjgmBthWg
0.0330822,0.27315587,0.05142539,0.08981595,0.00072452996,0.032373607,0.032869164,0.12218296,w-8BB2EEnYE
0.090618975,0.36395562,0.12080877,0.1587652,0.0044773347,0.07602167,0.057807498,0.00015977108,ujMFOFavHsM
0.0240867,0.23848735,0.042322423,0.04771345,0.004407919,0.026278688,0.02399199,0.11026575,0NVhGQgMBlw
0.015419488,0.24255495,0.036904544,0.07166187,0.0741129,0.042807247,0.02560424,0.26369184,bUvscqHYO4c
0.026378553,0.35249078,0.046517048,0.26088932,0.0131890485,0.05596594,0.037730467,0.05587408,mFY0eNG3yjU
0.027317638,0.215616,0.037643716,0.0860453,0.00843405,0.063749515,0.041383978,0.102684364,apmiEzx4CkE
0.11834769,0.3026035,0.17345464,0.32067212,0.076110736,0.16128832,0.15566657,0.113156475,rl7sPjXwYDM
0.08220557,0.36223504,0.09753372,0.29422915,0.01721518,0.11268058,0.10345373,0.22480802,xSID7NaHyow
0.049058396,0.25984433,0.063055836,0.1406259,0.011661896,0.08201339,0.06473014,0.17621139,I3cmFSfIhAQ
0.067252845,0.27882707,0.14603989,0.20599644,0.078108564,0.05623708,0.069857344,0.12499331,4B_RpHkBTmU
