PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_INSULT,PERSPECTIVE_THREAT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,video_id
0.12389717,0.056554817,0.31384623,0.0791053,0.4485264,0.06767642,0.04680874,0.08005672,RcRuJZzQLCA
0.08520976,0.0897241,0.59676665,0.03812126,0.4693686,0.18007307,0.15159425,0.09065545,JmpZUxlQJWI
0.5434724,0.16781288,0.24438877,0.09258758,0.67825544,0.12485824,0.1008549,0.34378782,6o7-OA-MLxE
0.25086856,0.082004495,0.1453425,0.13007638,0.42977408,0.0691771,0.16482529,0.15246987,fOod28F5Weg
0.09452779,0.06504753,0.30700764,0.12090164,0.34575602,0.09782939,0.010967735,0.11367659,5gTcEID5eHs
0.1365074,0.043502104,0.21102749,0.13160838,0.3594066,0.06617107,0.027237365,0.09103628,6wXKKM4Lh2g
0.23757496,0.19117862,0.41136602,0.044408806,0.48263758,0.11304897,0.08796701,0.13625613,rOTZNqV43B0
0.055695225,0.12618943,0.33308086,0.21740372,0.35446557,0.07585181,0.055732824,0.10071896,8bNDXIPFDgw
0.098184355,0.17274645,0.08524718,0.02674841,0.19048035,0.12378375,0.0039740684,0.1495333,jMhp8ZT-GSA
0.13473137,0.049466975,0.17764723,0.012817141,0.30565113,0.069174044,0.027237365,0.11393025,qnvjig0HQvM
0.07112634,0.024451496,0.085373715,0.107444145,0.21113843,0.030356009,0.013952625,0.045744702,pksWzkM7i3Q
0.19425473,0.3444272,0.58818597,0.22599642,0.45914468,0.2505927,0.28874767,0.31239003,h-2do4LwIhE
0.03902729,0.028028322,0.089988686,0.07000242,0.40749797,0.01213225,0.0071151447,0.019368542,Q_DXjrfXR0I
0.0779082,0.06972675,0.11544348,0.07566457,0.25304264,0.09030759,0.13251819,0.06597221,DoRFDKNWFw8
0.056122728,0.062155284,0.18089114,0.1592791,0.37919253,0.1392086,0.011037151,0.042976312,Z2wRBAt1b0M
0.07679118,0.073755875,0.17435472,0.05760285,0.38560143,0.13138221,0.023288755,0.07708567,q7ojdRCXw4M
0.31303596,0.0744051,0.11195025,0.12821287,0.60563666,0.081875384,0.03753809,0.13308387,qUXZLP5xRk0
0.100367256,0.04217,0.18808375,0.017777057,0.3173492,0.04537428,0.019714156,0.09289396,adSgxVinzdg
0.17040041,0.07883866,0.118687,0.029069712,0.49390733,0.10889006,0.049212243,0.09722029,8sH3JibHG1Y
0.050030388,0.042675726,0.07281902,0.09222301,0.17639819,0.052682504,0.02637897,0.043684408,kHKMHK5cJqY
0.04995617,0.14870568,0.248361,0.27555764,0.48656055,0.13447687,0.23101798,0.08328181,NjvNXCfHYlA
0.07015626,0.14082761,0.4456908,0.09365412,0.30506656,0.08115418,0.06771983,0.10634698,Tul6Tuv_ksk
0.07353082,0.075592875,0.11993521,0.17612319,0.28254247,0.08394959,0.04268845,0.064485386,_VojCRwzNac
0.1251301,0.10750607,0.1040714,0.09583102,0.32911858,0.10194812,0.019714156,0.09246191,qRVZP_f5H28
0.08836391,0.028579405,0.26134297,0.08800558,0.3289392,0.045004144,0.02054715,0.05427792,zIcmPTUK3Wo
0.23938832,0.06691241,0.08228953,0.13968444,0.44412184,0.062418245,0.043031808,0.09468333,-NPpP1Eph9c
0.059814263,0.36328104,0.48963675,0.55040187,0.20705763,0.25665724,0.44805592,0.21692778,Gt5r2IVBWuM
0.014766512,0.028308671,0.030471914,0.03207074,0.18618259,0.02451428,0.009926494,0.017803894,Vai5W7rQe5I
0.40369335,0.10145139,0.26565915,0.017018357,0.6207027,0.10124171,0.020685982,0.18986888,f-IyK5_L5r0
0.06758744,0.038143232,0.27802083,0.03514675,0.31737465,0.05653924,0.011384231,0.07262523,YO9Ruecltcg
0.1894365,0.195794,0.2741985,0.020846615,0.5380319,0.19797437,0.043031808,0.16975121,7JroopnrItQ
0.35185423,0.30346254,0.7718233,0.18076335,0.5872638,0.14283633,0.54375964,0.1956972,42-77g_faDk
0.22099015,0.15871929,0.1455912,0.058530863,0.5057822,0.10922564,0.020269485,0.16862413,HNjmhpR5zI4
0.052486505,0.029968532,0.2542769,0.042966977,0.27287847,0.054084796,0.04783881,0.055824313,anvvfJZaSIM
0.32631063,0.10775248,0.123876534,0.13883759,0.6686483,0.08662353,0.112144895,0.12980448,2MT7liK-F0c
0.18244468,0.061761778,0.114051506,0.0035339145,0.50177443,0.08368987,0.048868883,0.08106307,k9I6fogYKrc
0.13745256,0.103109315,0.097290166,0.08726541,0.39642948,0.050909996,0.04680874,0.102292396,kdr1KLfzCIE
0.13973023,0.65873325,0.15095726,0.032052513,0.31817082,0.20582093,0.021796638,0.5173151,fkbM42vFzJw
0.0832722,0.15649924,0.2585667,0.10622964,0.3646232,0.15544212,0.05253629,0.13229498,nDRlkhE0PU4
0.044416476,0.11831404,0.2058949,0.18708561,0.32267562,0.065001495,0.084745035,0.05544303,BRBuCndn8Io
0.02159853,0.073166795,0.05014,0.07083865,0.1376189,0.08282406,0.012703137,0.049569365,V9wWvc8WhoY
0.17039484,0.5687549,0.24966535,0.10750673,0.35842174,0.40162086,0.3905958,0.28838935,xE3aMWTjNsE
0.18280874,0.07874095,0.28630072,0.180411,0.4739461,0.1073007,0.13146462,0.10731965,DqAnCf6apMk
0.21564284,0.12464976,0.3040306,0.07198709,0.5240423,0.122440234,0.008191093,0.17482804,hcL1MROgktA
0.07053198,0.08024409,0.1522524,0.20073624,0.47016641,0.044662513,0.0789077,0.040992644,SSdU1x87aB8
0.1695278,0.34462637,0.22969279,0.03756455,0.3701755,0.29787707,0.034962907,0.26200062,H0f8NlfguFc
0.35341135,0.16568443,0.215448,0.06375894,0.5489,0.18604134,0.024147147,0.22153741,pF56shJVsQg
0.035609327,0.022613972,0.057151426,0.08105441,0.22695997,0.04068227,0.019158829,0.02639566,jTg0YChrT9Y
0.07283309,0.03515001,0.24234198,0.1764001,0.27915174,0.05134426,0.008642297,0.058307175,sKsn1Yozd7Q
0.15270838,0.29028323,0.37572947,0.0072320187,0.48364982,0.20121896,0.20596254,0.25362396,9DSiY2OibL8
0.080550276,0.040968698,0.06297923,0.09863731,0.30954936,0.032050077,0.017145762,0.05747347,0Y9r_BNsWn4
0.035566743,0.029441876,0.04577688,0.12866576,0.1499907,0.030060744,0.0026378096,0.028434066,ovQm7amfglI
0.053245172,0.028700516,0.07224842,0.09564709,0.36968318,0.030838279,0.004546751,0.022751216,pSILHJyCyFI
0.06520002,0.06897329,0.24539731,0.007053524,0.21938896,0.059566904,0.004963247,0.09802371,94nvIsOVIMI
0.13566643,0.06598636,0.08800793,0.068158254,0.35472766,0.042720012,0.020963646,0.07749118,KrFjkL1Lr7s
0.04701235,0.083184965,0.08443942,0.18113713,0.269257,0.057828546,0.027580723,0.041482013,JNapIEzAGB4
0.16469704,0.056244247,0.12863117,0.040577188,0.35052678,0.06358648,0.22989221,0.06747958,4lju6oOUH7s
0.1970881,0.09414548,0.24658746,0.008868349,0.773323,0.09103414,0.049212243,0.15346205,0bBEg0lB3Bs
0.45259753,0.06651035,0.32559562,0.1307389,0.650961,0.09026367,0.015340946,0.18162456,Bgjzkxq3Ue4
0.7148867,0.22639762,0.22680214,0.010199171,0.7988171,0.18729633,0.1510105,0.3573411,ssu1ntJ82jw
0.22218728,0.11072168,0.1493482,0.0069199647,0.60390437,0.11620482,0.11600884,0.09247474,nROkwr493SE
0.068294734,0.48206836,0.5289987,0.37491873,0.2920273,0.14149511,0.37647265,0.20231041,0KLKt2kYgtw
