PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_INSULT,PERSPECTIVE_THREAT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,video_id
0.13576481,0.04845692,0.09763217,0.08505141,0.42798406,0.052644543,0.03049926,0.0625582,Hhw7z3koeHs
0.13527001,0.035807166,0.23573346,0.021111656,0.32528073,0.06296732,0.0038525905,0.095387444,IlPFzRSZrSU
0.09432648,0.57422256,0.43868825,0.24420418,0.25283092,0.22116171,0.3897107,0.41727483,mUI4hXTmAkw
0.13780533,0.12441876,0.47944596,0.20831716,0.38270783,0.11168458,0.036336336,0.13526599,_4TXcvnx32E
0.38405725,0.6585915,0.7597679,0.3516848,0.50600463,0.77104074,0.30487993,0.4996179,p-51VIUgR1Q
0.3996941,0.4915673,0.2941781,0.11431274,0.6149266,0.24298617,0.30487993,0.28963527,8NhanDq-psc
0.23448324,0.23933692,0.6977911,0.2555487,0.5245002,0.2807987,0.11021292,0.21642447,ToUCfDEeogQ
0.0803567,0.045545947,0.12552956,0.05087134,0.33271247,0.05546212,0.033932835,0.049827084,8jyhJ6TiUPA
0.14865668,0.56746995,0.21461657,0.12211363,0.21655111,0.21253057,0.4151741,0.5089572,n9HcNA2AXnQ
0.16405667,0.1453461,0.37059572,0.13335958,0.45347956,0.0974303,0.0054491595,0.16390164,k4Y37-Rsv4o
0.100680724,0.08612418,0.5919109,0.077127196,0.2978039,0.11802063,0.1550967,0.123183206,9JAR0GcL0kc
0.0952477,0.11164322,0.42839438,0.10779336,0.38853335,0.120379224,0.18253209,0.15505984,afjBIrq9IeQ
0.24516794,0.31342527,0.4441653,0.3507922,0.34477112,0.53047186,0.104076885,0.23310299,sSbVUcxvQpo
0.2542483,0.11441126,0.3152167,0.043283876,0.84875846,0.13690163,0.008121678,0.18546268,9wxVX1jn_YU
0.06621463,0.030198097,0.1153123,0.06962513,0.27313748,0.038104773,0.017909339,0.043324854,SvxwYVdn-Kk
0.064759456,0.044316977,0.324487,0.25169504,0.22365902,0.07189246,0.1539292,0.05768388,l4kQd9eWclE
0.110337205,0.047467526,0.19159119,0.19632462,0.31527758,0.070507236,0.12824467,0.08149755,zFQ3dmYdpbI
0.06789756,0.021453567,0.089198306,0.04177427,0.3576012,0.024571411,0.0753116,0.032109104,znvIJv7VLUY
0.08737885,0.02834868,0.097219475,0.102216095,0.24153775,0.041331396,0.01721518,0.05563719,2RmeXozcBrM
0.07007768,0.065109126,0.49773636,0.078910366,0.35730067,0.072507694,0.0334178,0.082672186,d492B8NheF0
0.14004059,0.25951064,0.17016391,0.4372187,0.32791942,0.58523935,0.03753809,0.13714726,KieymEt_YCo
0.13320652,0.4020306,0.27787924,0.06836678,0.35681036,0.1574149,0.047495455,0.21076056,5bgVXyP0IIM
0.6277625,0.14216949,0.49410254,0.12681232,0.8981763,0.13616204,0.39010584,0.32204312,Xwngi2PwVic
0.12851675,0.10826607,0.3087691,0.18622172,0.35268554,0.092030786,0.033761155,0.14710037,bdCX8Nb_2Mg
0.09682182,0.042693056,0.20149668,0.10630491,0.34362552,0.05871998,0.015202113,0.111047894,7t2IzgEMG5Y
0.10305605,0.048000623,0.29139173,0.3614433,0.34001935,0.056233853,0.14373457,0.07555708,SRq7XtDW0wg
0.08758057,0.02468261,0.2103969,0.0009319906,0.34240648,0.04812588,0.018187003,0.0725033,_qNmbXRZtfY
0.19152261,0.6460146,0.47146282,0.33496937,0.33541897,0.26574025,0.6955873,0.69309914,AqUO8npvBIU
0.14713535,0.0887469,0.23758392,0.04975976,0.3692774,0.08306103,0.02054715,0.0910245,uHVKdiz6CXU
0.10574125,0.028867096,0.10052537,0.0125085,0.29881486,0.022522077,0.060527626,0.04690625,D-8kLwf8xjc
0.079172604,0.07530773,0.48785117,0.1787365,0.3204853,0.098352,0.032731086,0.09139501,rPPu5RqB_TU
0.09630801,0.16018541,0.3489785,0.42497128,0.34398046,0.35945278,0.13924801,0.092793986,So9gERcgEdY
0.23280376,0.38179058,0.6858593,0.29845738,0.37982187,0.28821298,0.36211988,0.3103904,pR0lSGKyLZU
0.3668316,0.24436787,0.5235562,0.16328119,0.59062743,0.19625822,0.05253629,0.5091126,DjMNlYg8xK8
0.16629578,0.057263937,0.15368937,0.078111,0.3694793,0.0925651,0.07970683,0.13292067,ft6MgeTvfYs
0.09146949,0.21211566,0.17792796,0.44204655,0.3268211,0.15492088,0.34388447,0.112794176,6PBhi1SBBbs
0.117967434,0.40305966,0.30709976,0.00063896796,0.45869565,0.4406971,0.31629145,0.20384924,pwKOtslwxNA
0.085868604,0.030657588,0.36188224,0.14712086,0.28319433,0.045536455,0.019852988,0.06946986,N3aSoC0HHdU
0.07162649,0.13422996,0.34688762,0.12851949,0.2829654,0.09000212,0.1464265,0.1460425,wiFNA3sqjCA
0.0805012,0.028839422,0.092561364,0.08526138,0.23407164,0.04797127,0.06532243,0.05378882,AzNvXrcd6NU
0.1164944,0.35061204,0.3969578,0.13099201,0.31390893,0.15322413,0.2712817,0.25136423,psEbA2ASZHw
0.07473604,0.04073713,0.09049377,0.08633175,0.29448125,0.047443222,0.009787662,0.05165279,G9ZsOWZ4K-U
0.10542401,0.05933807,0.27840075,0.16291508,0.27224106,0.091926485,0.14059398,0.08153126,BTa6crp6L9g
0.16687313,0.14604719,0.27756345,0.22020045,0.4062606,0.14332345,0.33341047,0.1740557,kWM3BaCsmQc
0.11169337,0.17021877,0.3931816,0.30413526,0.27353507,0.1533164,0.12953265,0.17298566,8ePGaGH6eNk
0.096891925,0.08807211,0.21620388,0.14393981,0.27373737,0.07347353,0.2088965,0.09852206,tGrpmOubRkI
0.4521166,0.57604176,0.8908898,0.19743414,0.5765289,0.70518315,0.45811868,0.52019334,6wEGUy9cTjs
0.109771505,0.040281236,0.22237845,0.041558806,0.34487242,0.06327108,0.05493369,0.113621205,eOFGMW7CWSc
0.13707477,0.105038606,0.19274716,0.08063436,0.36621773,0.077047065,0.09118898,0.099211134,PhMwhb0rsVg
0.12892878,0.21709728,0.21088274,0.14750008,0.35037738,0.08810605,0.119228795,0.19796604,cApi13gQCJc
0.107811205,0.11477152,0.10695601,0.14712827,0.5162787,0.049017813,0.020130653,0.05637623,0K7NNWMhO1Q
0.20153087,0.056582943,0.23663424,0.09010751,0.31361115,0.08044157,0.06132676,0.16623676,zn8XH_YGriA
0.076048486,0.076407164,0.09758715,0.1005027,0.35713443,0.057236478,0.040284947,0.08034806,H5Q0MOTFfI0
0.1533348,0.14771451,0.31280312,0.24705246,0.3984438,0.12881142,0.08581903,0.12100546,2eYJaYMsFJ8
0.15296665,0.19524474,0.20229311,0.08839753,0.42364523,0.11278645,0.2936093,0.17466067,jCGinKVteow
0.4713477,0.0642118,0.30877414,0.063377,0.84875846,0.12827,0.22510603,0.21553253,ITdlvmHpFc0
0.27572995,0.6356477,0.57464385,0.17490995,0.3898566,0.29103783,0.42631236,0.43971586,mYksHq_m49M
0.12160699,0.048284553,0.29105952,0.15822855,0.2844432,0.066232406,0.101391904,0.14085346,iY4hQd24_d0
0.10958159,0.1885748,0.09427062,0.070915,0.29024616,0.060751606,0.012078391,0.10398073,pNqrkGnkUWc
0.17662616,0.09442368,0.24570097,0.043476418,0.39700925,0.1052451,0.036336336,0.16710141,IcqsyUGZqzc
0.08741442,0.05646131,0.36264318,0.09326718,0.2914444,0.06399479,0.10699297,0.08682145,SbJXu898mLM
0.36057663,0.5684505,0.86544335,0.2706105,0.434628,0.607195,0.42390585,0.4301982,ITvqjnwhJqA
0.14535971,0.112583935,0.46993795,0.1660462,0.405366,0.08752874,0.05093802,0.1589687,XxZlND8PS9s
0.06670822,0.053707045,0.08741513,0.0015466437,0.33408925,0.08723501,0.060527626,0.056047488,nCMfX8-VuZE
0.18406112,0.14726782,0.645852,0.07782146,0.56012535,0.12881882,0.13476147,0.16092835,Z-8sNHcncpM
0.16225892,0.1562158,0.11014855,0.0026334699,0.36600488,0.09023372,0.13251819,0.14398088,6En0LPb4Hfw
0.14676516,0.12064796,0.09026688,0.07259292,0.30190516,0.07978686,0.031529333,0.10421843,_t_DwpxWjyo
0.07933316,0.03639344,0.09886277,0.14823997,0.22713996,0.049980804,0.030842619,0.061245397,5FL5HQzqGoY
0.14373687,0.11597341,0.17501585,0.44357243,0.2970618,0.11196766,0.23891698,0.14658521,VheIsJjbzZ4
0.4835986,0.5322818,0.81784874,0.105861336,0.55776894,0.58523935,0.34388447,0.4972468,1OF3q6MHie8
0.10608889,0.12118192,0.37107223,0.21799414,0.27893326,0.14207953,0.021102477,0.140637,HcA7LISXxU4
0.5539589,0.34101558,0.23080315,0.07525667,0.5772989,0.13085692,0.24769363,0.55910605,t3fjs55jY-4
0.05864012,0.020049356,0.049710933,0.022852179,0.31544665,0.02474589,0.13835071,0.029817823,_hwvmGZuBeY
0.13398826,0.25022477,0.3856842,0.10739014,0.32141358,0.11778203,0.15568043,0.18664978,TeNg1oTvlVM
0.117392145,0.13172458,0.37350538,0.2707672,0.28665674,0.14037184,0.06851897,0.14938012,3O66a3rqOjo
0.3484466,0.613803,0.8763936,0.42940637,0.5515715,0.6828206,0.39230084,0.43908542,Nftnbh6Rq5g
0.2760784,0.27512705,0.55313796,0.1791956,0.44858065,0.20536171,0.17380224,0.32090798,8ortypveAL0
0.14729643,0.04639205,0.31673723,0.041385148,0.34553778,0.06948599,0.03770977,0.13707434,-DvD437v9Ec
0.44923943,0.2525801,0.7649936,0.44422218,0.574436,0.29619932,0.28996843,0.305596,Iy1aDbS__pw
0.1339827,0.08741757,0.36148596,0.02802344,0.39726076,0.07662669,0.02517722,0.15699308,S8xkwLlzIA8
0.10669675,0.07103284,0.34757218,0.090705305,0.27358174,0.071076274,0.10828095,0.098022334,LpJKq9VTTb4
0.14193529,0.65069455,0.16876477,0.123186044,0.34645048,0.1970056,0.13476147,0.36168718,7Nu7eSe9KHQ
0.064616784,0.05294563,0.23698643,0.1716048,0.28913096,0.06820113,0.050242316,0.05399163,67zHU9Q2pj8
0.20038725,0.12675452,0.36506397,0.12847272,0.408299,0.1297269,0.13835071,0.19087169,FWchW_M9tvU
0.0550803,0.43752006,0.18659914,0.23287436,0.2153893,0.18684573,0.33081788,0.14423715,E8SLO3JgUbQ
0.19124526,0.33938298,0.2871036,0.16747032,0.35141197,0.14829426,0.34792873,0.24819669,pveDOXQEjMM
0.082448065,0.10004793,0.28274065,0.13823684,0.40531635,0.096356526,0.090114996,0.08548419,9DqQ5GfZth4
0.41744295,0.5160707,0.8763936,0.13178532,0.5379097,0.6350989,0.17449278,0.5163583,M6b37hswcks
0.107862964,0.033023037,0.11228881,0.09489622,0.552965,0.035721485,0.0067333565,0.059023086,RAUyogkbzLs
0.11143796,0.027362961,0.23348182,0.014447214,0.2781339,0.0539178,0.018742332,0.09403205,ivWre5eokas
0.048865195,0.017793579,0.045086805,0.08769847,0.35385582,0.017049838,0.027580723,0.023283444,gGqQX9HqHEk
0.098664396,0.051112965,0.23406409,0.0151814055,0.5269516,0.058050442,0.055333257,0.049101602,jxTbn63X3c4
0.11481058,0.42882723,0.303846,0.35911623,0.28308767,0.15308148,0.16344422,0.29657114,dL9ZzqtQI5c
0.17506023,0.08736272,0.21417221,0.03350594,0.41028482,0.084449604,0.1943727,0.16663769,Odj-xcMGxjo
0.12284227,0.07893632,0.5350321,0.002323948,0.42488164,0.1262948,0.02124131,0.13398063,bZMqRjB7W0Y
0.14596772,0.30514926,0.15311016,0.25319827,0.3666891,0.2441137,0.2818683,0.13650122,nGZPfhDaCz8
0.25318018,0.1370596,0.4463049,0.07837635,0.49748176,0.21859802,0.38567963,0.2395059,YXSnjNZsRp4
0.091120176,0.039755974,0.3778557,0.103873715,0.39356253,0.060520254,0.09333697,0.075306386,HDc6uaWiJ6U
0.16468857,0.04142708,0.2614437,0.042320114,0.40140998,0.0600106,0.020963646,0.11076446,hu8VB-7NtoE
0.12286863,0.12955263,0.21277519,0.12565969,0.39921823,0.16325352,0.28948012,0.15283489,Co9uUqCw5ZM
0.26437333,0.17468862,0.34426662,0.09650157,0.49417174,0.1577424,0.048525527,0.25517207,qJVtUkVTqic
0.050285187,0.028658105,0.05886763,0.048150178,0.21996322,0.034783896,0.020408317,0.033459708,o1uif6PRLjo
0.12456352,0.058271907,0.13714842,0.09762327,0.26448417,0.06483226,0.032731086,0.087167025,jyaBMHUcrss
0.07016136,0.21627259,0.06404498,0.176978,0.2308923,0.08810838,0.36211988,0.099941835,YH7qpxOP_FE
0.10664468,0.063158005,0.1637458,0.21357256,0.33849767,0.046890892,0.079307266,0.11038098,FwhNje1Z7pY
0.07952848,0.055367142,0.36809027,0.10282688,0.231559,0.09349025,0.08050597,0.076386414,WoNCIBVLbgY
0.099310376,0.06828484,0.40652686,0.0047695176,0.30746683,0.10687239,0.028782474,0.1433508,yju74O7F7fc
0.043438897,0.07778689,0.29231092,0.25860563,0.22811747,0.20385043,0.16758743,0.049981274,wkD8rjkodUI
0.1060143,0.12994547,0.77996916,0.040023226,0.39951652,0.16635631,0.06532243,0.23900455,ywJgsm5mkkQ
0.0836911,0.02649834,0.09506804,0.1054481,0.23349038,0.038352042,0.046122026,0.052258216,4pVg8vA1JJc
0.07134598,0.046096206,0.09497959,0.068748266,0.23003931,0.03617732,0.080905534,0.057379186,0U4PguxC6bc
0.055201687,0.03594864,0.29550967,0.08186486,0.31666344,0.057090174,0.00281135,0.047148798,2-g3Aa126zs
0.15331733,0.117579035,0.145859,0.033093154,0.38791946,0.06832938,0.12051678,0.25416273,1iKE6wSWUyg
0.16652839,0.11745256,0.49181274,0.263122,0.30411693,0.128971,0.12051678,0.15707101,X59_4RrU_aA
0.07960712,0.23269215,0.28105852,0.06462709,0.21848856,0.25410238,0.11085691,0.11925303,y9Jbost8Oo8
0.050599743,0.047459155,0.06962983,0.26696545,0.26966926,0.059281643,0.030842619,0.03346559,hOyYvpak7LQ
0.10303903,0.112629816,0.36325267,0.05305219,0.34808376,0.13208115,0.010620655,0.10438606,OUctE0Gv5Pk
0.06651554,0.027807105,0.09171011,0.07883113,0.23318498,0.038235616,0.017354012,0.04993944,S1_C11ovtZc
0.11653092,0.071492456,0.37215427,0.1592669,0.32042554,0.08607951,0.21036349,0.095411226,CWOZyf8kaH0
0.035888605,0.046306152,0.07265244,0.16461143,0.17519182,0.05363199,0.023632111,0.04076321,_G49y_ba3m4
0.18034416,0.040338542,0.14543709,0.2707136,0.39780092,0.072356924,0.08850401,0.107226446,DHOPWvO3ZcI
0.098585926,0.15556991,0.16241378,0.12567563,0.291036,0.07801396,0.04234509,0.10328959,5he3cF7bITY
0.17170344,0.07331752,0.24125163,0.03393512,0.32855663,0.15652005,0.03187269,0.15711527,15_K5PAOwOk
0.7407407,0.08554485,0.49579182,0.1414431,0.91981745,0.12097092,0.2712817,0.3143036,n-bGcQCzWUg
0.14034018,0.09932937,0.14046694,0.094969444,0.43645722,0.06844272,0.029469188,0.11311593,mKsh188HrgQ
0.05989683,0.048208382,0.098850325,0.14658591,0.21315157,0.046180848,0.028610796,0.06526153,0fmODAKgOD0
0.09412921,0.07136179,0.14289133,0.09253127,0.33096611,0.07103383,0.33600304,0.07296279,vAzUdYcdFKQ
0.07846863,0.10144612,0.12900771,0.07795296,0.20290792,0.102418445,0.03770977,0.09385609,UDckBtpgS7U
0.06131409,0.24733557,0.091252305,0.18485919,0.19070697,0.16245902,0.29163063,0.13759802,0TJZB44Jp1A
0.14388596,0.121193655,0.1746012,0.10462543,0.42763776,0.1012003,0.043718524,0.115250826,thJJ4huOlTQ
0.18506902,0.1130841,0.33684608,0.034248006,0.37983218,0.11845957,0.036679696,0.14404236,bh1IZ8s1A_s
0.1556187,0.19908209,0.48255047,0.2558917,0.32991222,0.18624002,0.11407687,0.151657,eKgfEA4PTTI
0.034395527,0.042116962,0.06924834,0.016801436,0.22303694,0.061012562,0.01193956,0.04565396,fCHcSfjogNI
0.31319493,0.36746287,0.34477115,0.25855625,0.3636867,0.20976432,0.19789414,0.3134801,A0BhN-HAkt8
0.282109,0.16860028,0.2969098,0.19254714,0.29290122,0.42413867,0.019436494,0.18991455,HR4WFlOflus
0.10785409,0.18827021,0.32398498,0.08125292,0.3456174,0.17252968,0.012425472,0.1363902,JJUaTkbYm-k
0.08628335,0.073018886,0.10986053,0.031895947,0.30176792,0.04963987,0.1250247,0.06923934,tSmVmwOQV_0
0.0636737,0.06998102,0.16638248,0.009004516,0.36541203,0.107958734,0.017354012,0.04395377,e5-P7C8a_IQ
0.054360345,0.050189845,0.0692598,0.083121695,0.22756115,0.065210395,0.012008976,0.04135813,74q6vWcvZOo
0.11594147,0.14047739,0.52473843,0.110270835,0.35914433,0.119949,0.08050597,0.13953203,ZCYiQlCVMiQ
0.13278738,0.07070071,0.1145441,0.1252412,0.5381875,0.050495602,0.08330294,0.08356401,jV2Pse5_Le0
0.091218956,0.074420035,0.22720936,0.05298606,0.37977585,0.07249224,0.05653196,0.09354038,_UeMNy14V9U
0.07864868,0.07676723,0.3297285,0.0017536965,0.39223006,0.1825793,0.10956893,0.080787316,GsarTRwixuA
0.09467698,0.09121576,0.3570578,0.1943649,0.24713027,0.08982513,0.013466713,0.089700155,-PjgUoNn2ZE
0.11891098,0.06521533,0.10619149,0.1257541,0.34169957,0.047586974,0.015896274,0.08183529,xr474YINOqo
0.045862846,0.04650163,0.07158033,0.20492384,0.1720432,0.053650703,0.0825038,0.044834014,XvO4oAAZ5iI
0.12937574,0.09803122,0.14039618,0.078394525,0.39158168,0.062141173,0.12116077,0.08971957,bsV-mehrw78
0.041345317,0.11276071,0.3635342,0.2568385,0.22089086,0.1154334,0.018464668,0.08919305,NLWwVutIaEY
0.052995663,0.096840024,0.14387506,0.26545262,0.2510943,0.13891886,0.040284947,0.07658462,A-33E2_PEj0
0.22860423,0.13652499,0.2639657,0.11157776,0.4091773,0.12005484,0.036336336,0.20453523,LFbsWIV_60M
0.04860288,0.22119702,0.28397673,0.002474692,0.31954762,0.20426938,0.04268845,0.113683015,AT9l8tz2oJU
0.14431214,0.15632114,0.23839131,0.0962239,0.27414247,0.14688508,0.030327583,0.15831023,mw5Ab6E_RRU
0.08025652,0.6847066,0.12516668,0.17831945,0.19655022,0.26097316,0.26589394,0.36894712,HIESJjP8JTk
0.15321267,0.11056183,0.40955177,0.02029158,0.44156128,0.14230396,0.009857078,0.14114934,RpidTxAtOqI
0.16976674,0.27765885,0.21778299,0.003863333,0.5833613,0.14508967,0.020130653,0.18534395,cJx0jEuAuDI
0.10357108,0.1571596,0.35409304,0.14836136,0.34308985,0.16078895,0.026207292,0.11413056,9jD9oVyBd20
0.12793432,0.12760514,0.30882278,0.03449069,0.35055357,0.1101438,0.03839648,0.10263839,H4VP0sZyEW8
0.21174636,0.12199782,0.11692773,0.12460916,0.42402923,0.07121006,0.03187269,0.21317814,R4EI3H2YDno
0.120388284,0.14025202,0.24805167,0.07586292,0.34262273,0.13879317,0.03221605,0.11644716,8hEsXV3PY8s
0.20545867,0.3657169,0.45398054,0.19403446,0.41525233,0.4864318,0.14508054,0.3403645,7zYQi5o2btg
0.042280793,0.057726014,0.13897462,0.0022763654,0.2251667,0.0895633,0.028782474,0.057430297,elaZvoL9omc
0.17057222,0.14132746,0.6316767,0.010385473,0.4164134,0.12819833,0.006212736,0.1973502,7P4-W0D21fg
0.061114643,0.040128384,0.23810735,0.20282748,0.24692822,0.061472006,0.01527153,0.059724394,S5vLpXWnFqE
0.18508372,0.10909031,0.31083477,0.14100386,0.43400982,0.11239691,0.17034957,0.18571934,oVjvttfSzq4
0.02849496,0.032522503,0.06245466,0.1394148,0.3206627,0.023314266,0.018881164,0.023074493,1dEF6cB2GzI
0.18586117,0.1376364,0.18677424,0.12648332,0.35752472,0.1298227,0.39421332,0.14237006,saqZE89DPyI
0.11427508,0.23035327,0.25151503,0.14195406,0.4720315,0.117399745,0.059728492,0.113648854,_e5-6f5iDk0
0.065936394,0.14401993,0.6455027,0.3009853,0.25890923,0.18838483,0.14508054,0.15876491,XKW7FtuGiLw
0.046742026,0.046804775,0.07236776,0.12276887,0.18341121,0.058301263,0.019714156,0.04580074,R8d-rDXG_-4
0.13537095,0.07553054,0.21482696,0.050265055,0.5051392,0.09630317,0.067320265,0.09351685,DCNfkVg3dps
0.05631907,0.08164904,0.567001,0.18302713,0.2671458,0.16719802,0.12116077,0.08653159,xapJklWd8t8
0.07440897,0.45638674,0.08748472,0.047892056,0.3139828,0.12722468,0.028610796,0.13945803,aF5iua2GvNo
0.049148697,0.015694996,0.047016315,0.05052594,0.23480624,0.031730104,0.08420804,0.025873456,zR7zoET1nEE
0.14322594,0.08404278,0.50397915,0.010192346,0.38059184,0.1499612,0.00153583,0.115647405,PjQ_Cen-siA
0.09644875,0.06801223,0.29608643,0.02251176,0.4224343,0.13439664,0.040284947,0.14853306,9eXLdIoTPIg
0.14280951,0.075703174,0.36229825,0.032692872,0.2939265,0.09746074,0.015826859,0.1628766,OYIRrlKDJ6k
0.13752194,0.0867284,0.5288954,0.05732366,0.3769451,0.11424976,0.13700475,0.15868302,Z-PVgN26qTQ
0.031183805,0.09589758,0.2098404,0.17424418,0.3647798,0.12718502,0.021380141,0.039061327,1Jrb_yn_3mU
0.12069071,0.11755261,0.1314278,0.14340746,0.20078363,0.09441751,0.021796638,0.11316755,0I5JomXr68Q
0.04535378,0.05961451,0.3655308,0.2816178,0.23805909,0.07143344,0.10699297,0.06252694,wJWmwI_Snl8
0.14363737,0.035834644,0.060007904,0.13918969,0.54698247,0.046899892,0.105704986,0.06323715,jC5xlKIQgR8
0.22665814,0.15046914,0.43000072,0.0512923,0.5054734,0.18026505,0.01665985,0.186062,WLK8ukeND6o
0.2742115,0.19699013,0.61459255,0.010761142,0.41407445,0.2817405,0.023288755,0.28503183,8oMl8WqIx5w
0.07163909,0.058798544,0.11673727,0.062460918,0.53223586,0.021778077,0.16413476,0.060224388,oNFdjV2FKOI
0.21477103,0.2974312,0.8214206,0.18223241,0.4612518,0.4140075,0.05093802,0.25437868,TFMk_142NE8
0.1668819,0.09929228,0.3314758,0.03483616,0.45031488,0.0743997,0.08170467,0.11903685,lX7Z7qg-gc0
0.088728584,0.09085735,0.2808756,0.08513563,0.24383613,0.11082102,0.016798683,0.11821137,z29ayei4JIs
0.1395753,0.15864573,0.3446466,0.29570234,0.35038027,0.16119856,0.039254878,0.21373291,cCxdR9YopCg
0.37440014,0.4076071,0.58081853,0.15893373,0.62593824,0.3046618,0.37360558,0.3552952,o3v7v-5bZgo
0.37601405,0.5699938,0.5137882,0.19449376,0.5121931,0.3499121,0.19535941,0.4275202,s9U8fE-Mrgc
0.054995466,0.050913867,0.11977356,0.063903674,0.35381156,0.10085469,0.006108612,0.08253896,6ktmlNRNSc8
0.031485237,0.08394797,0.0855268,0.1773474,0.28767025,0.027080648,0.012356056,0.023086479,1c6knDqDwOU
0.14037772,0.10259236,0.18762378,0.11249554,0.34102073,0.12053081,0.16620636,0.11173838,FRGYfj0WqVU
0.1338666,0.03447604,0.21871366,0.026372071,0.32481962,0.039031126,0.0057615316,0.061758816,i6acsAjmPUk
0.0923362,0.105979204,0.75767475,0.31334352,0.3369926,0.089286104,0.14552918,0.15313013,fMy9x2NbScg
0.15437791,0.1179352,0.27770728,0.038836587,0.3447129,0.09239651,0.018048171,0.14374019,1G3Az85q41c
0.3559104,0.4520955,0.7241341,0.20579126,0.5443172,0.4124383,0.43451136,0.3534577,8K3tBVPaQYc
0.07112634,0.024451496,0.085373715,0.107444145,0.21113843,0.030356009,0.013952625,0.045744702,Uq1AUNznOqU
0.06660011,0.053416327,0.09046243,0.07503341,0.281607,0.04738715,0.03994159,0.05159114,dt5QYu6EiKk
0.07295778,0.2475784,0.84009314,0.09116342,0.24111862,0.173948,0.1894391,0.19563559,8h5CUB4MW3s
0.0653387,0.21945196,0.8196713,0.40637797,0.28773892,0.39456594,0.29855597,0.24052036,WvWQ1P-muEg
0.103808455,0.10892508,0.12922587,0.28756353,0.36497495,0.12294361,0.13296685,0.0662733,Jg9_-uI08iw
0.0777321,0.427369,0.8908898,0.22270748,0.32580855,0.24341345,0.44129625,0.27959242,s8QEarpQut8
0.13632576,0.0672722,0.38694444,0.09149907,0.39376155,0.06397644,0.042001735,0.1321559,xwjhbsQCgxo
0.056217924,0.044650182,0.08166762,0.19715038,0.21384759,0.052955505,0.023632111,0.061122525,z3yxHCh1wOM
0.080504954,0.04574174,0.10019558,0.07258474,0.21059787,0.055994693,0.09602194,0.070467815,7W6qQbUATWU
0.13318734,0.10086444,0.25468978,0.13094188,0.3930921,0.1353962,0.15217799,0.111935034,TjYOv-RRkyg
0.064009726,0.036249023,0.12004114,0.057832308,0.32350945,0.070106626,0.13879937,0.04787666,vCcZBsVhGv4
0.19250315,0.13656609,0.32293707,0.14154291,0.47408688,0.19491775,0.06532243,0.1877011,fApYps2lXtI
0.23184712,0.19307427,0.15810497,0.06852345,0.4346834,0.13556144,0.044748597,0.23481385,3QTBWTvvXy8
0.0701574,0.03624569,0.27422294,0.08014359,0.3054084,0.044819817,0.013605545,0.060268607,KZuyiPNhw1w
0.18173552,0.08624524,0.28453833,0.08759442,0.39074022,0.10689086,0.1580154,0.13829201,eiuNnCQCGdY
0.20331189,0.28060472,0.69984573,2.0836735e-05,0.49899352,0.32166636,0.086087525,0.27152026,_09sCmmcqwI
0.1012268,0.047723733,0.096624516,0.01965948,0.3314212,0.052415423,0.010828903,0.06125311,hjF1vCW8-p8
0.07358628,0.040297203,0.32596904,0.10240934,0.28084084,0.064020745,0.03204437,0.06004972,-S0jvoyART0
0.18299918,0.20002384,0.49513137,0.23347095,0.51166373,0.16283706,0.019019997,0.22027053,5cWxgnJgHHs
0.063942544,0.026280196,0.08461451,0.121454045,0.21964923,0.03557558,0.014507953,0.046137482,tpsb8Usk_oI
0.05028337,0.060349792,0.061223567,0.03759373,0.2513889,0.07267764,0.0016659851,0.06041767,C8bhrL5ACwo
0.074712545,0.08508445,0.31362388,0.11735815,0.3235778,0.071422614,0.02792408,0.06380931,ZcnIiYnTghg
0.078701295,0.19747269,0.23958845,0.08410103,0.39728734,0.23696949,0.13386416,0.1542376,yx28XGI8ODQ
0.055451684,0.038329676,0.09865765,0.106125005,0.3288523,0.03506957,0.034791227,0.031428486,bTpX1W-kJzA
0.17807475,0.05420491,0.29733476,0.14766227,0.4980436,0.07716589,0.0495556,0.07324798,5KMsnmi8byc
0.49851075,0.12920393,0.51918346,0.18357773,0.91207236,0.17403316,0.38874862,0.2725115,7jmJVykRBTM
0.14758402,0.054615162,0.22734189,0.029323345,0.36010858,0.068683535,0.14866976,0.12691861,0hMBjf5rrPA
0.23309173,0.22111706,0.27585068,0.05124026,0.50696194,0.15849376,0.09279997,0.17907101,s2gYOge2S-U
0.040390458,0.018713372,0.05820178,0.046183027,0.17957185,0.026416868,0.045778666,0.030495359,G5IOz-FmNuQ
0.0803994,0.19534488,0.635904,0.107569836,0.2683274,0.16619958,0.11472086,0.2318354,rJtNGKwp_Js
0.09529411,0.30831787,0.08031158,0.078473024,0.26371995,0.15491197,0.12824467,0.13929601,c5RCGkiQam8
0.05305804,0.045245934,0.24900731,0.114899375,0.31531274,0.04594264,0.05093802,0.055043977,W6t9D6yWzhY
0.07711755,0.26162824,0.7949145,0.26255676,0.28907174,0.45198804,0.21804169,0.26817885,6FOVXf7kHzg
0.38745406,0.30629,0.7652917,0.003480585,0.5811666,0.46397594,0.112144895,0.2868437,borJVSQ37Ns
0.30991164,0.11627399,0.19816388,0.09844276,0.63437265,0.070442066,0.04268845,0.14973257,_oUSQH0FrT4
