PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_TOXICITY,PERSPECTIVE_PROFANITY,PERSPECTIVE_THREAT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_FLIRTATION,PERSPECTIVE_INSULT,video_id
0.066849716,0.26506796,0.04131502,0.12262426,0.20550309,0.13146934,0.2592592,0.209397,T8EdU3zhfPc
0.15737958,0.6018523,0.22978203,0.25169915,0.2908373,0.6497881,0.29124343,0.35095918,IP32nqSweHM
0.21794128,0.5216551,0.1689685,0.28004104,0.77261233,0.0530352,0.51810277,0.3084009,IMrZ09En1JM
0.14755309,0.33380786,0.1621016,0.20717487,0.2566535,0.013649544,0.33211628,0.27882147,wuBonZAlxYU
0.1499401,0.6477958,0.38953075,0.34064695,0.78365356,0.09393817,0.43285695,0.5803088,0oKR6OWfZ00
0.16806357,0.39245015,0.16827796,0.17028943,0.2826243,0.015515787,0.5096939,0.2780285,zD4C31GAn14
0.12838784,0.30452973,0.13146462,0.1764496,0.4204847,0.013964983,0.32149458,0.20241013,N4b0kzS0YnI
0.101348154,0.4007391,0.3123962,0.22219694,0.24079442,0.3450136,0.2982455,0.3715542,q9M-5j7XeAM
0.24344401,0.48150373,0.08850401,0.34176385,0.5835237,0.0826401,0.5071349,0.44563824,_C9CrTpHkMc
0.059432965,0.2140717,0.12116077,0.10400982,0.106122926,0.12494437,0.36565372,0.24673833,cI-2E4ftaz8
0.11222361,0.48655945,0.24418297,0.25657266,0.24408591,0.36445853,0.2334876,0.35281852,y24TyNySKSI
0.22994807,0.4681323,0.015549194,0.41372302,0.3135815,0.13624734,0.4473623,0.4124784,ce8Pw-hgMLQ
0.24743181,0.39466652,0.2712817,0.5680431,0.76218325,0.3096593,0.34268084,0.61340356,LBAoj7QGAVk
0.0571872,0.28534827,0.20596254,0.09278049,0.14402418,0.14705583,0.30355027,0.28378025,0HHDfLEN1PQ
0.16563077,0.31111917,0.22986074,0.32435334,0.3836484,0.2315391,0.22474392,0.34261012,mCJzE9YQ4JQ
0.124066845,0.3539385,0.089041,0.19997607,0.53760505,0.06882303,0.3584581,0.2406687,_4wk5XslQMY
0.24796037,0.43405434,0.06012806,0.3487218,0.72401154,0.010622312,0.39490265,0.21552983,iCTXhtja6Zs
0.20903727,0.37112352,0.02929751,0.2614274,0.28990364,0.045517337,0.38849083,0.3133776,-3UyYnUUoDE
0.17265038,0.48296028,0.056931525,0.34744883,0.5464682,0.110324316,0.38111752,0.40309772,_Gcsei8n3KY
0.15390344,0.5216371,0.24242763,0.29250214,0.6257314,0.06622363,0.36404777,0.3177031,rlEHx823H6o
0.09545783,0.46102956,0.2297899,0.1964308,0.6120158,0.034486488,0.35303006,0.3038075,4NPcDpwqWOw
0.118556045,0.13834889,0.14328592,0.12465203,0.14458698,0.11001837,0.25876746,0.16383429,Hw89QJN-qtE
0.2010853,0.7423215,0.36325815,0.5089916,0.43275225,0.507652,0.42895126,0.70199466,PpkCxp7wkRc
0.15210305,0.480687,0.124380715,0.19565362,0.58432776,0.5937484,0.45192087,0.25475684,o-WCUI1A0XA
0.19995229,0.5414867,0.0168681,0.30688986,0.6180032,0.029263431,0.46972352,0.2541195,r5l-65A6OJ0
0.12717113,0.3205623,0.22978203,0.21820648,0.53577346,0.12322197,0.32851237,0.21425268,9_3GUgb4ww0
0.45161673,0.7478347,0.2936093,0.69213396,0.7415638,0.07760068,0.42628044,0.7006344,5eiQaVf0AOc
0.18538615,0.19147657,0.15276173,0.22438161,0.34530824,0.0418574,0.3502361,0.3318638,dmljbIxL-aQ
0.10628161,0.23906328,0.062125895,0.1594862,0.50713044,0.02560841,0.38453963,0.14656769,suRT0Peh5b0
0.22210035,0.48158374,0.0017527551,0.4375588,0.6160978,0.0037992334,0.35868588,0.56265956,cqRRZPEs8Ns
0.1160055,0.34277716,0.09709594,0.18264112,0.24719629,0.023991453,0.32643738,0.268806,IOMog4am5ZU
0.0965332,0.3959801,0.21036349,0.16746898,0.58340853,0.21117501,0.35279137,0.21259247,p4NrgSFCWzE
0.20008546,0.39727375,0.008225801,0.30966124,0.59768856,0.009274648,0.39105505,0.23065801,lc8Uey--XUc
0.18555734,0.44736922,0.20596254,0.3077597,0.5727996,0.013437925,0.43142474,0.29330558,4Tr1qnU-V6k
0.067125194,0.2521728,0.07211506,0.20481423,0.09467724,0.0622802,0.2247792,0.47085717,TG32H3J7aK0
0.26817957,0.30811006,0.03427619,0.2088475,0.24435106,0.028363453,0.48701137,0.2520136,yWUwkH5wWQE
0.14499144,0.6663578,0.013397297,0.46736383,0.20008086,0.1532251,0.2732642,0.56798726,6RQxEkIKuAU
0.16462417,0.4360285,0.09978092,0.1880226,0.5531172,0.22119051,0.4619836,0.24334134,lbMbP7VwDN4
0.08745757,0.39499813,0.17173064,0.13153155,0.2201328,0.47413749,0.43035558,0.24397686,dGP3B28k6WU
0.10174717,0.3001689,0.19141254,0.15210938,0.14763755,0.183656,0.28553057,0.23073322,Ggx7_LjVUZ4
0.12041422,0.44914114,0.1621016,0.3768541,0.20632838,0.15678698,0.21729906,0.47728702,04qV1kxUp8s
0.110567264,0.3921944,0.10763696,0.22736192,0.29711273,0.10042756,0.29433116,0.28542098,zVfBMcUidVs
0.34887412,0.47822076,0.22983712,0.38130754,0.39567432,0.07683367,0.5328152,0.49058196,b4nBUFFX5xE
0.08172483,0.2587768,0.14508054,0.15250948,0.08896821,0.16530101,0.3149818,0.3374079,Z8zd2gT4ePI
0.102380864,0.43346187,0.23716165,0.1960526,0.2977464,0.20690188,0.40080684,0.37831035,jqq0hhfPWJE
0.047621373,0.22424598,0.1256687,0.08452578,0.40395406,0.026873464,0.35169885,0.2753809,gkd-pAn6sSg
0.13927233,0.52271944,0.033246122,0.3001139,0.70194334,0.15763158,0.32092884,0.3082661,_5oL6LESJxU
0.13932993,0.591032,0.34388447,0.22621654,0.2882506,0.475355,0.5001424,0.44995108,A9yVuTT29uQ
0.18216035,0.4330211,0.2297899,0.31023383,0.448963,0.20416139,0.47570175,0.42721123,3SEjOyVAyMM
0.22964586,0.8002044,0.16344422,0.65222925,0.7326978,0.003269498,0.36179686,0.660731,Ktib8_BwpDg
0.16348243,0.58523935,0.008954669,0.41560242,0.5677535,0.10481244,0.2800163,0.5215056,GLz_qZNsrwQ
0.25682104,0.6350989,0.13017663,0.5543712,0.31137148,0.16189638,0.29387346,0.63029194,wreLgrRhWsI
0.1460784,0.2818827,0.18746567,0.24197835,0.19362272,0.35619166,0.24095872,0.39117783,dwwhlQ0BQHI
0.21401435,0.4101416,0.24418297,0.42385805,0.4541067,0.20126805,0.30507475,0.46765232,XcDSHnhIxQM
0.15257433,0.49049583,0.16551583,0.28189912,0.5784476,0.6167995,0.36612353,0.36036897,hFKpXvZdOT4
0.12612186,0.40651894,0.16620636,0.16017243,0.50720906,0.05676498,0.3976494,0.21768107,d433XrNofJQ
0.15308139,0.16345914,0.20963,0.22444624,0.09168166,0.32029516,0.21254352,0.25223687,WRetimV6vCg
0.29265988,0.5438641,0.09816993,0.5089991,0.60761166,0.009974508,0.34784427,0.56159794,o1f-QyF2Wlc
0.13404955,0.40385535,0.2712817,0.23262016,0.37594107,0.07903293,0.35578007,0.25281644,ECBOmDfuREk
0.19440308,0.6527782,0.11794081,0.381009,0.72405005,0.15450627,0.50022066,0.49916497,SgalfkwCxVY
0.11611511,0.28368726,0.26132804,0.19725163,0.36937967,0.029626794,0.38884607,0.25659233,zYTbZqNKECg
0.06243111,0.26053366,0.09924392,0.12459295,0.09277937,0.27500725,0.24241562,0.2669491,P63S-HsA7k8
0.13739035,0.26211104,0.10634898,0.22072247,0.15423979,0.010269823,0.27634642,0.223237,WLEZafXxNAY
0.08087531,0.24152142,0.08050597,0.1075947,0.2286713,0.032153923,0.35202605,0.15245394,z7ICaJ0owJk
0.18822595,0.34219792,0.21804169,0.42677,0.27009583,0.20150991,0.22408155,0.4435781,LYPWxRytScQ
0.37590796,0.51076704,0.1668969,0.38792154,0.57248056,0.18686976,0.5080952,0.512841,CBMLBSpla28
0.07916988,0.1246959,0.13565879,0.086537674,0.27741414,0.38840654,0.2664935,0.08710391,1MJrUew2Kyg
0.08419271,0.31239995,0.11665283,0.124170616,0.14668243,0.4452759,0.3192498,0.27101123,7adhC0w1WjM
0.08533459,0.3032097,0.22333995,0.1346959,0.09873131,0.34145534,0.26507136,0.32449013,w9lMsO6DZyk
0.14960924,0.50334924,0.1621016,0.34640455,0.36835223,0.3411958,0.31624237,0.4997512,E9i11couCzA
0.12785356,0.48504394,0.15976663,0.24974819,0.22674398,0.20150991,0.25171995,0.3276889,J0cqC0KIPPA
0.14111058,0.4725812,0.021102477,0.26260215,0.6132876,0.14666699,0.39586732,0.26086673,mvoxqHxgZ-g
0.12212251,0.4942645,0.42631236,0.22087842,0.218823,0.6561277,0.28790477,0.26654562,ZzWzALrlBgY
0.19615266,0.43234462,0.00298489,0.23631665,0.2942801,0.060735967,0.41836548,0.23526913,-dyljLeJbE4
0.121731855,0.58613527,0.35336453,0.23393404,0.4891976,0.3094394,0.541826,0.50842154,fAoS2sGxK8g
0.11263769,0.4036707,0.3170379,0.17151736,0.4950855,0.48786908,0.32858717,0.18864873,vF6vTsT91fA
0.30346885,0.668921,0.026207292,0.5113367,0.40714592,0.08032388,0.3033218,0.633709,STbDDkgWEdU
0.18158957,0.5855297,0.083939545,0.35872084,0.43478623,0.085394055,0.44516248,0.46694458,8ZNaFaevemg
0.16773212,0.22986044,0.13924801,0.3090604,0.1564664,0.384289,0.3025149,0.48015147,uPzaT7osry4
0.84495485,0.44287914,0.40636617,0.31962448,0.5550867,0.5819037,0.41442895,0.38375112,GsrS3dZDmU8
0.10118413,0.46720234,0.2835225,0.2135239,0.23506047,0.011035473,0.33259282,0.44327673,jQxQFWZuY1s
0.12817009,0.39126962,0.1835188,0.20511736,0.30350366,0.058034215,0.3219987,0.30759853,QR3-I4bEJJc
0.1658125,0.5799831,0.052935857,0.32661617,0.55600715,0.12910143,0.40498507,0.4383761,hwQMQemkeqQ
0.31200683,0.68041974,0.06132676,0.5090285,0.63938004,0.1297247,0.48743463,0.63833255,N6DoBvUJTCc
0.09191919,0.3316233,0.005275619,0.19878587,0.25912142,0.11969134,0.3127009,0.29378122,NlvH5Jt_hos
0.22726882,0.40230554,0.018881164,0.31466907,0.2984143,0.036282096,0.42709488,0.36079776,A5cIZEqxS_Q
0.12932424,0.23005682,0.02054715,0.27622166,0.29414746,0.08539979,0.35795733,0.38585627,qbXLHckF3q0
0.10610059,0.33233094,0.10763696,0.18211944,0.6097452,0.013639589,0.42150146,0.2435086,5bKBEaY-am0
0.07312125,0.35214704,0.1019289,0.23691402,0.11112369,0.13987738,0.22584088,0.33510387,Klncq-1twwM
0.12128849,0.24713033,0.17380224,0.32677573,0.80994034,0.19981344,0.3555822,0.43123588,HebHhc5RE6Q
0.15452464,0.26670188,0.10956893,0.23392862,0.33065823,0.013904341,0.25587583,0.34200284,4I3ZfqEsgh8
0.27280197,0.58523935,0.09602194,0.3946601,0.40992838,0.19799931,0.41660303,0.50079066,q6EOfP_mO14
0.13583404,0.38940993,0.16965903,0.21118586,0.23623477,0.55513114,0.29279438,0.30932537,1IcLBWvUN0Y
0.04154477,0.18638694,0.17242117,0.10340142,0.36573642,0.07696396,0.30545795,0.18785799,-O8wE03URkY
0.5666038,0.95402986,0.8393344,0.783563,0.54504573,0.70837307,0.36457783,0.8832162,dAZg-56bubY
0.2583315,0.3508672,0.46128514,0.4366584,0.40483138,0.1518716,0.29928672,0.38252506,yHSxZd6bJRI
0.15001224,0.5726129,0.119228795,0.37561426,0.6926137,0.011271388,0.3021473,0.4659075,u1TxAAekzqU
0.20503701,0.15493697,0.22980565,0.26692802,0.43652126,0.17935407,0.35009113,0.21326083,dktCQBSV6EE
0.8469137,0.8008965,0.630413,0.4343987,0.14766121,0.58194745,0.43640742,0.550353,_sAcZCCRGzU
0.13640346,0.54269075,0.2224569,0.3211624,0.38580635,0.09887881,0.25086442,0.51083267,7CS05hL72ys
0.22061501,0.49835077,0.087430015,0.33971652,0.14612798,0.09260424,0.39579087,0.6268955,PpfzJNV09Do
0.13242957,0.30270797,0.0669207,0.23797809,0.43147856,0.07853244,0.30711138,0.2252021,oMGZFdNIalw
0.103331275,0.19940703,0.12180476,0.22433798,0.16028027,0.4403256,0.29049665,0.44334978,9qRXMC7pmY8
0.1879954,0.19753441,0.2008281,0.2756593,0.13528548,0.2666195,0.20992824,0.30251986,X2Vdl1K2Y3A
0.1557759,0.31183085,0.076110736,0.15446454,0.37007928,0.2726151,0.50129986,0.289815,vN37uDda7fc
0.18222538,0.58523935,0.11021292,0.42719325,0.26205435,0.24187998,0.4066677,0.5584347,DN5hRptz8tI
0.15076338,0.7251078,0.14597784,0.440044,0.80746984,0.16111057,0.43750235,0.5844399,Zr2haS3Fhmg
0.113321856,0.24831639,0.15568043,0.12371416,0.31575733,0.017513782,0.4494647,0.15995659,hc00BOQtRRw
0.073090784,0.29315987,0.14059398,0.15483283,0.37960762,0.14353938,0.24409631,0.22439454,jzHtn7185cg
0.24097154,0.47991815,0.07211506,0.3090756,0.5678154,0.17914578,0.51257676,0.34790543,9nRnsJ6klUs
0.33020547,0.51002026,0.29558796,0.34874672,0.27592233,0.13594863,0.49669164,0.42468512,hRsLPFiSTtc
0.06434997,0.48087764,0.1250247,0.15420929,0.61862713,0.068714105,0.37874058,0.31514847,C6SVruOjLN0
0.1456602,0.30759057,0.2712817,0.23999108,0.20689535,0.26709968,0.26549968,0.36720777,Vs9mNmmZ5h0
