PERSPECTIVE_FLIRTATION,PERSPECTIVE_THREAT,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_SEXUALLY_EXPLICIT,PERSPECTIVE_INSULT,PERSPECTIVE_PROFANITY,PERSPECTIVE_TOXICITY,PERSPECTIVE_INFLAMMATORY,video_id
0.29299855,0.099996686,0.054808773,0.061156455,0.05761012,0.059804097,0.034962907,0.3386464,qYFuD6-XutU
0.2522304,0.18015546,0.03406525,0.033315446,0.028968593,0.022018556,0.04131502,0.43784857,eh7d1r63-2A
0.3931716,0.24485478,0.15447012,0.067470096,0.2906038,0.12117758,0.30187345,0.090890504,cbrcspyDibw
0.2422294,0.5322389,0.1296801,0.03722343,0.05423574,0.05621579,0.17661177,0.33709884,0wUXIrZQkbM
0.26855996,0.07540235,0.04438253,0.03596805,0.054596167,0.03525933,0.14911842,0.43833226,rJsZNu4n1YU
0.25483745,0.11540656,0.061497398,0.020566462,0.043719225,0.020409625,0.044748597,0.3460114,CSiKZ7yhHwQ
0.23742901,0.032833997,0.023667911,0.033230305,0.015236465,0.016350472,0.021657806,0.31860527,gvDaJ8FKmjU
0.18344332,0.2674658,0.10712602,0.06830583,0.08737657,0.09131673,0.023803791,0.23556869,JwZBe5EfCqA
0.28528714,0.14479269,0.07999366,0.024032522,0.04698307,0.029190809,0.018742332,0.19807379,9VYbIC9pfRI
0.25263003,0.45011804,0.08275253,0.029644279,0.06852993,0.042789668,0.035477944,0.29195452,GKWWcKueCDA
0.22370392,0.029996894,0.067467116,0.025284637,0.050353333,0.026634865,0.017909339,0.28364432,ewzLXEIcEaQ
0.28587782,0.094159104,0.07669387,0.021078717,0.035540808,0.023796955,0.07371333,0.15145652,AW0ZsXrPsx0
0.40859753,0.50646555,0.23916759,0.31193483,0.17421548,0.15986924,0.1019289,0.27411172,mS_e_FvQJ3k
0.32784328,0.7587887,0.24937886,0.04669875,0.13270827,0.099512525,0.13386416,0.17556101,0mzkqSEk-tw
0.42549786,0.3117679,0.1111529,0.05714241,0.05529617,0.042378873,0.24242763,0.2281378,cufRF3s8-2g
0.31668735,0.107462436,0.114209704,0.03435789,0.06748653,0.047753755,0.022351967,0.17722602,qElHDXIHshI
0.37723458,0.265198,0.21245852,0.041691255,0.11942982,0.060807753,0.09118898,0.16490658,37fVbRMSGog
0.27615896,0.08478642,0.113910064,0.033784762,0.11762947,0.041133504,0.043375164,0.14834408,Kuubx0P_3_0
0.36502835,0.2160154,0.15540397,0.053544767,0.112476215,0.076955676,0.11407687,0.1059251,h2Ce7LCwDEo
0.45355707,0.35359925,0.12075718,0.101157755,0.17943777,0.15455149,0.15859914,0.155867,_KoVeoxhAYo
0.2163408,0.1574218,0.07904553,0.058389977,0.049052816,0.051609617,0.020824814,0.49799538,pi_xTbT2IS0
0.22805107,0.14491646,0.2205173,0.093267515,0.11882335,0.11052326,0.05133759,0.33232936,uSzfylpS-Qw
0.34266883,0.1467189,0.17888345,0.022900343,0.09470576,0.030638264,0.061726328,0.1792217,9X-bsoK3B_A
0.23265888,0.16176513,0.1344795,0.028723814,0.051333465,0.03552419,0.05613239,0.29187217,Sbu8VaCj8G4
0.27394858,0.118604206,0.06289641,0.040188506,0.08586163,0.02777986,0.019158829,0.16616039,S1eUYWHBwyc
0.29808533,0.32831922,0.19886784,0.034610208,0.11240997,0.065271966,0.038911518,0.16747758,G97GTvQvGLs
0.29754215,0.21049544,0.06696469,0.023983922,0.03595685,0.025504494,0.11407687,0.20711476,8VTvz_zScf0
0.2875604,0.2585344,0.22525781,0.057851512,0.12039154,0.11172494,0.035649624,0.2440228,pD50oB-hjqg
0.23889503,0.1693995,0.14339939,0.04498696,0.06304747,0.05780965,0.05852979,0.28506675,0vHq3LgUSrY
0.23231766,0.08710845,0.09970541,0.032626674,0.059693716,0.044044532,0.016104523,0.4380445,RWpddiFghxc
0.45331794,0.23618197,0.085952766,0.07193734,0.13458066,0.09392455,0.14822112,0.07600757,SZlB7g-xDGk
0.374882,0.25644344,0.18693991,0.08523636,0.12675121,0.11614713,0.101391904,0.115452774,8SmJxLOySmg
0.24219233,0.05429137,0.04336705,0.031857405,0.1047909,0.035721283,0.017076347,0.119441174,ImMQjqcEaYM
0.18279237,0.054537784,0.038813334,0.028726872,0.024143558,0.024942854,0.037023053,0.25904298,-IabsM0KTac
0.27978447,0.24502464,0.15800864,0.030318977,0.07285712,0.054607447,0.09172598,0.11551702,JuhfCT14J7c
0.2060161,0.09989543,0.050650783,0.033458192,0.04258694,0.036226597,0.016937515,0.25915575,PG6bIyaHDNM
0.17577016,0.11629358,0.11403976,0.023156628,0.095423356,0.034202494,0.03187269,0.43821454,GSfVAXr0FVw
0.40794575,0.16804957,0.18846522,0.109796055,0.15486677,0.12511776,0.19535941,0.3895987,IzlQ1S32i1w
0.29318646,0.3383917,0.052898247,0.091385715,0.039145317,0.07280917,0.0813051,0.43631488,4GD6pH6JAFE
0.22966428,0.0951311,0.12093054,0.030938756,0.12167619,0.04974621,0.019852988,0.39100564,xuASydTUatI
0.3348629,0.12260884,0.02292922,0.02704256,0.014706253,0.015368939,0.123736724,0.17928584,uFoP1naF_kM
0.15339781,0.19762702,0.061104883,0.02320142,0.049308322,0.03208459,0.03187269,0.2882571,URGW7LtXI4I
0.32157657,0.13379626,0.062252436,0.053798437,0.053308353,0.03888597,0.036508016,0.43985018,kWdWaRAwJ9Q
0.29698434,0.2810768,0.17244154,0.05568256,0.08077503,0.065160334,0.018325835,0.22909833,eXKAWhMgrFI
0.26094657,0.1170238,0.24600044,0.028838955,0.13552164,0.07664056,0.09655894,0.14024083,FMKjQQyWc4E
0.24194318,0.17324966,0.05123446,0.015806803,0.041302223,0.02311011,0.055333257,0.14996092,UvPUg25mYew
0.4213337,0.6531065,0.14447261,0.13391753,0.105589174,0.16632935,0.047495455,0.33814618,0K3moO4QBEs
0.18475303,0.06767269,0.05901535,0.018842584,0.038494296,0.02683226,0.017423427,0.21543644,ZOVP4m0fbRs
0.18844268,0.09333784,0.027277814,0.023672357,0.02770845,0.018964805,0.012911384,0.26402643,gGNKEIvLcjg
0.37072727,0.15394999,0.13478193,0.05062145,0.06427205,0.039533135,0.04406188,0.22197327,LX7hklb1nMs
0.34723705,0.23475254,0.19731957,0.06184902,0.108687945,0.063379586,0.013327881,0.18950425,NGHvg_dllxY
0.39582404,0.48185316,0.23227479,0.04642883,0.1545678,0.10029233,0.049212243,0.14907792,98MpgpzUXco
0.3614757,0.17507975,0.17521094,0.04257035,0.088561825,0.040197816,0.14014533,0.1531171,lgM1OLSHVoM
0.3365811,0.20160834,0.20591305,0.04124185,0.12642527,0.04693933,0.05613239,0.3254633,HauL0FhWpLE
0.34816778,0.17011124,0.12118826,0.05648848,0.12144208,0.058299497,0.027580723,0.21648756,eEXEfBDA0hY
0.19058518,0.09415844,0.060863294,0.024932582,0.048042938,0.030000204,0.023117077,0.22153728,VzX1EOyHECA
0.3351103,0.10264977,0.04839864,0.040781423,0.04004657,0.029719207,0.062925026,0.45104122,7hgLHjk_nUM
0.3214222,0.29738352,0.10867722,0.07095165,0.045466125,0.06033584,0.09870692,0.18417625,wMuiXEaI_OI
0.4617645,0.23987733,0.056795347,0.06638093,0.04706422,0.046244744,0.015479778,0.17974229,Qg8cK6Lh-w8
0.25360927,0.1936196,0.054473776,0.053663198,0.056560148,0.054631524,0.055333257,0.18556274,PO44Gcj1ReY
0.23029353,0.06726349,0.031790216,0.064242184,0.03348995,0.04911379,0.014646785,0.17370516,O68UMMHt408
0.24580182,0.063842304,0.04962255,0.036471248,0.032956608,0.038475525,0.04234509,0.26555225,1lHhkWEG0D4
0.3184701,0.17507592,0.18886185,0.023325842,0.11987588,0.06358188,0.06652113,0.18142955,igi-CZtkyQs
0.20834802,0.08524839,0.052784443,0.031859785,0.08614477,0.029060274,0.078108564,0.27935326,6cH-mK_6fPI
0.29029205,0.32258084,0.13861386,0.03920558,0.084066905,0.051678292,0.018187003,0.23901634,4an7z5y7LI0
0.2263593,0.060587045,0.032364056,0.019498577,0.049111668,0.03198646,0.06612156,0.11438365,C5_OBMDvzHM
0.26747692,0.08790101,0.038571026,0.02732455,0.040616654,0.024327802,0.029469188,0.31299794,z_RFRaMEq0w
0.25184107,0.25372434,0.10615565,0.05567851,0.051421694,0.06830014,0.023117077,0.27174264,_8a5S5SiDfA
0.20936371,0.11277946,0.02888084,0.028977998,0.022405313,0.022081917,0.048525527,0.27720854,hh2Uc--DiOg
0.3124501,0.3704365,0.063595645,0.18532455,0.057893552,0.08563947,0.022213135,0.31270567,vP_oQFaR1XY
0.41292125,0.34765583,0.31998333,0.09013315,0.29347035,0.15494697,0.27690583,0.093073756,r6i3EGiZc08
0.29029205,0.32258084,0.13861386,0.03920558,0.084066905,0.051678292,0.019575324,0.23901634,MVSlnkt8W94
0.24611723,0.03606662,0.01692927,0.01205937,0.015929619,0.0100174975,0.058130227,0.24604169,X_eK4dtho0k
0.2116657,0.08656043,0.06662604,0.04024267,0.035649028,0.05419172,0.019019997,0.19653043,_ROTdgGLn5Q
0.29071993,0.07900577,0.042991493,0.040948927,0.035782695,0.024676617,0.02262963,0.14654346,rDvCCrcQ198
0.3357161,0.2841214,0.11962164,0.033740975,0.08019759,0.036836617,0.052935857,0.37548336,93OS4rejmv4
0.26815164,0.13210575,0.13058205,0.078435645,0.13444218,0.09514759,0.032387726,0.18109535,vZ4N-_864LI
0.18276379,0.04532045,0.17578629,0.027251663,0.05019286,0.04261128,0.1334155,0.29380432,xkTS2IIMZBc
0.43447614,0.17394294,0.11674909,0.09643017,0.069459274,0.07895321,0.22775516,0.095341094,f9bfGpd5-2k
0.24617893,0.23077525,0.31576324,0.030496985,0.19735529,0.071217954,0.060527626,0.19397804,Xf-trBgT8v8
0.3992048,0.113323055,0.04856798,0.06715997,0.080112174,0.030095525,0.09333697,0.26713794,MORoYLtyepM
0.3075214,0.19606256,0.077659346,0.05450696,0.054678075,0.05400058,0.013952625,0.15354171,T6Km6wVosVU
0.3307,0.3191723,0.08264429,0.036985524,0.14428954,0.12568034,0.08850401,0.073151514,VUTqv0pmT-U
0.2416415,0.15936272,0.17061333,0.05151079,0.13411205,0.084901966,0.023632111,0.29918614,O62MR-CQWqg
0.28262025,0.28211868,0.091690436,0.026093857,0.043663498,0.034580622,0.16344422,0.13641506,999rkDrfDtc
0.3136378,0.09900801,0.035132278,0.021513293,0.018865105,0.01485502,0.030842619,0.069530495,fNDeF2gjtkM
0.29964754,0.26131505,0.21709278,0.05921686,0.09942486,0.07759782,0.08689302,0.093584724,IpZxKvNRZsU
0.19434212,0.117911026,0.05477886,0.06399017,0.057340622,0.06348293,0.023632111,0.13920768,wZDvWH45BUQ
0.24319658,0.069254175,0.032305785,0.02071676,0.020806331,0.016724652,0.0334178,0.18458909,DcIZGRRtzfI
0.34262127,0.76173955,0.41344824,0.13236502,0.23113824,0.17092527,0.09655894,0.27056274,sI6cL2A6bSM
0.27360785,0.040895578,0.020882702,0.012203287,0.029879699,0.015508321,0.1539292,0.034036674,IqS3uYNltQI
0.47457376,0.12351617,0.02933978,0.08694467,0.042804576,0.03561517,0.02262963,0.2844476,x7Jc1EOb7eE
0.24107422,0.2352399,0.16047956,0.09116001,0.107915424,0.10037265,0.03856816,0.19593747,oDHUm7tiSJU
0.2881636,0.20052381,0.21135937,0.04978264,0.08068207,0.077148095,0.038911518,0.1255367,4zn1OPoqj0I
0.28008634,0.45275018,0.11136225,0.034948077,0.13749656,0.0622304,0.19634613,0.279358,CVn6jXOiG_o
0.21866179,0.49215612,0.19628543,0.047328055,0.13192333,0.082895346,0.12631269,0.20520356,5K3m3M6wP6s
0.30851537,0.13985468,0.11604474,0.13719851,0.0730389,0.1033862,0.026035614,0.32362247,y51SBm_693o
0.21134272,0.052353043,0.02805413,0.021353059,0.03360649,0.020807562,0.033761155,0.25686106,kha0SCc1nuw
0.4124437,0.48416948,0.2246552,0.05004006,0.06973902,0.07499718,0.05613239,0.23322064,N53D_IktbXw
0.35384652,0.06500909,0.19252753,0.05591804,0.18695548,0.05021257,0.055732824,0.2717004,NSaqCL7Wec4
0.26176113,0.15360357,0.050576434,0.02721284,0.032865483,0.024472693,0.087430015,0.46589962,m7xH0_s94Rs
0.41355482,0.10114088,0.111774296,0.04320627,0.060517345,0.029193914,0.02193547,0.31277716,Xgi45cwylVk
0.3296978,0.51328766,0.45647463,0.0974716,0.24200936,0.15559308,0.042001735,0.29663038,FoaNdnYEXxI
0.17967473,0.08345335,0.06772938,0.025894912,0.05221715,0.024908718,0.03358948,0.2021305,UhB73F6CBOI
0.4605237,0.56358385,0.27171403,0.22832675,0.1099859,0.15729935,0.06412373,0.4546056,-RW6l7oYKV0
0.3173338,0.15423702,0.028978752,0.03349351,0.041549515,0.027874393,0.036336336,0.13605945,_23H2sDDbJs
0.29478642,0.11784354,0.07102064,0.08945278,0.048841473,0.070439175,0.008815838,0.19295,oVXuXt6r2-A
0.25100887,0.09691847,0.039896175,0.090708114,0.028914394,0.051137764,0.027580723,0.26260185,cIhVF8aZt1k
0.28207847,0.12835039,0.0915578,0.040545087,0.06972898,0.04245263,0.19338597,0.25604293,CnSaOh2skwI
0.2109405,0.045661066,0.040242948,0.01821476,0.03695049,0.014076773,0.03049926,0.26603922,lPCEtaAJnvY
0.27297184,0.20866859,0.07914126,0.04789944,0.051100627,0.04980967,0.104076885,0.2050829,SFZtjxPT9NA
0.3320232,0.20337214,0.05929104,0.059306853,0.05364301,0.038419914,0.10699297,0.47856563,4ab2rO4GEGA
0.22404265,0.08903145,0.06977665,0.049156964,0.03958997,0.041753568,0.01263372,0.1786097,h4NdSDLlMZ8
0.3366786,0.17699556,0.123085,0.14058496,0.18054186,0.15026751,0.02792408,0.20839347,7T2e2eTDW6A
0.20744684,0.091055095,0.22547743,0.029308127,0.13553828,0.051196355,0.1550967,0.4369158,vNIYJShF9WI
0.3764262,0.3259224,0.30093578,0.03841169,0.18121697,0.087257124,0.11085691,0.17463261,9g5aJy_sO40
0.23108691,0.21106808,0.062552996,0.034022283,0.055568542,0.03063611,0.0224908,0.39273754,lLjVqzb6x5U
0.43101823,0.35095543,0.21162689,0.122047536,0.19152741,0.1089906,0.21539254,0.09520866,kIqqz-60OqU
0.31001198,0.19319442,0.08284633,0.042716846,0.07869397,0.030943094,0.05493369,0.26859814,kEkiAn3ctLA
0.32713735,0.32963723,0.16267061,0.089095585,0.11987809,0.0901748,0.09763293,0.44742993,i1kKlibXHgs
0.32967263,0.059799206,0.031404812,0.025130678,0.11078809,0.029838199,0.007739889,0.12561618,ZxyWV9CM17U
0.2266993,0.19379035,0.0510047,0.029202912,0.043544486,0.03230127,0.092262976,0.29184267,pVHPTkPmExY
0.37845185,0.15890308,0.11633541,0.04679549,0.093401425,0.07138569,0.0076010567,0.23985237,fjTrdcA44lE
0.45501083,0.76239693,0.38924313,0.08071048,0.17481384,0.15170738,0.19239926,0.4033141,NwYm4EaBlts
0.40344954,0.20775653,0.10977841,0.06525576,0.06710278,0.048770346,0.050242316,0.5549767,5OAIxbi8EeI
0.3200038,0.12746328,0.12665829,0.075147144,0.12123666,0.07918208,0.017701091,0.2804114,y6ZT0yc-13k
0.2975554,0.20753944,0.13176522,0.12181689,0.1367055,0.1407826,0.07970683,0.49278143,hSN7rzSdqtY
0.278165,0.091465324,0.1238195,0.042131662,0.09357536,0.073243335,0.13835071,0.27219233,m5jCycoXFq8
0.24528107,0.15332834,0.031867556,0.033861738,0.02801063,0.040745303,0.019575324,0.19675277,LYg4t3WVJx0
0.28459042,0.57132566,0.25466686,0.07711334,0.13326357,0.109161325,0.124380715,0.26377264,weuJy4nyTho
0.27307954,0.086023144,0.09489846,0.03839203,0.049307507,0.049035463,0.060927194,0.32480836,ikMWL-0f-vI
0.29175517,0.0776432,0.018411526,0.017248105,0.015234465,0.012494857,0.14193995,0.28752977,FlO1vSjCqzg
0.2561705,0.10959097,0.22874711,0.034846526,0.12466635,0.04665734,0.051737156,0.18935381,3wZrbmDv96E
0.3010002,0.07805394,0.030990632,0.046619695,0.036894888,0.020837134,0.022213135,0.12162145,-rwNWgJYd2A
0.3396268,0.16253765,0.09768851,0.0473319,0.12655719,0.05680149,0.10956893,0.26890975,4csMa7bgYiA
0.3415738,0.17072698,0.18733795,0.0707516,0.09227231,0.0929128,0.05413456,0.43837646,q2-opQ2O-jQ
0.21463646,0.13224466,0.113101855,0.060013257,0.054292526,0.07198297,0.027237365,0.23528633,fNKfhx9zmNU
0.5149566,0.45718065,0.19900979,0.1942192,0.061721124,0.13092716,0.058130227,0.1446014,ZNMOgnJ18ok
0.3689506,0.37467644,0.18020865,0.033462137,0.18511659,0.07774111,0.10300289,0.20742603,6mwWDPLaHXM
0.45943227,0.2071087,0.18213601,0.07157016,0.11145482,0.08527845,0.17957193,0.04879328,jcs4KO52e-I
0.18573628,0.04952941,0.03680354,0.03351896,0.03530312,0.029011715,0.010898319,0.44304776,WJBzJDkUuP4
0.33708563,0.18783033,0.056009483,0.019615466,0.028693734,0.013248303,0.009509998,0.1385147,xdNBFv-X-yM
0.26449847,0.0928768,0.1411931,0.022440264,0.06978472,0.03366293,0.017909339,0.16707897,0YL5suoECZo
0.29346702,0.21808887,0.12257515,0.10868482,0.09914976,0.0950035,0.026035614,0.3750197,2x9bQVviRPQ
0.21577805,0.15867078,0.09475853,0.029335344,0.080585055,0.043932263,0.013605545,0.3204089,eRioTicmXWM
0.25680092,0.092323884,0.077614576,0.025405245,0.082121514,0.03442591,0.024833864,0.42635074,GHMikxCvsGI
0.26526466,0.16393067,0.22876158,0.05923808,0.14099582,0.12852462,0.020130653,0.19484515,PRFshMXUTIM
0.31665406,0.11515817,0.04646684,0.07249226,0.05365251,0.0601524,0.0729142,0.53935665,1Vh-IBXLYK4
0.19900832,0.11498956,0.08959618,0.039272662,0.07787317,0.053537384,0.059328925,0.2273608,EwLXOR1SaKA
0.21648026,0.18633664,0.12051398,0.055054463,0.095724806,0.07650928,0.02124131,0.27799565,8PXo4Qce-dU
0.27670926,0.33686888,0.09849244,0.07095107,0.05228735,0.08539522,0.068918526,0.27697283,RNePAhQS7wQ
0.49793008,0.31733435,0.23197089,0.07759894,0.15752213,0.087130845,0.06851897,0.19654205,pATsQD209Vw
0.3773721,0.20705439,0.19252431,0.0967075,0.11406173,0.046351355,0.13017663,0.25472698,MIqzpAsqlCc
0.4846915,0.5097235,0.15627472,0.18287465,0.1010586,0.08716546,0.08850401,0.44363824,67kpSK4MJeE
0.25711116,0.083269775,0.040115952,0.03371643,0.047160856,0.037204843,0.014507953,0.16413316,OuJBHpj-oZc
0.4160314,0.10719504,0.12149997,0.023847176,0.055968266,0.018695097,0.22985287,0.17035635,H4wE2Ixf1ns
0.55724937,0.29510084,0.20619404,0.2406035,0.13709436,0.1411454,0.1539292,0.13126437,qI9kOw4K6is
0.2033191,0.050096076,0.044272862,0.018279118,0.06729634,0.025738828,0.042001735,0.1979906,g2pM9jM3AkY
0.38054526,0.25401863,0.074071825,0.09401983,0.06675517,0.060527284,0.02124131,0.29347828,BkLAifHjBA4
0.27429426,0.17135508,0.050444037,0.049084436,0.0940418,0.0985347,0.12631269,0.33280095,gzx8iXGKlxY
0.21795765,0.13391869,0.13429701,0.050895784,0.13115248,0.081484616,0.03221605,0.1672147,djJMFTbv1Sc
0.42752677,0.29342842,0.10107863,0.0968171,0.10212626,0.11120947,0.09279997,0.2016706,HLm4Lgtxv8Q
0.28606537,0.2546462,0.051360544,0.02755548,0.037262835,0.031089034,0.014299706,0.46454105,FSNikTmB6kM
0.43778273,0.41194567,0.3021735,0.23297666,0.2622176,0.24860036,0.049212243,0.26270333,1FprNLyDo-E
0.3626578,0.19594052,0.15904012,0.048278157,0.06814311,0.052480374,0.10892494,0.06633846,a44tWNShInU
0.259139,0.08801796,0.062145922,0.094923906,0.038726646,0.06164431,0.03599298,0.43731758,x22gAXxduJ0
0.31037682,0.24070325,0.14616378,0.027892997,0.09798318,0.0441488,0.21186037,0.18268034,R8DQhydjoOY
0.21046016,0.38925624,0.06846439,0.019739117,0.13982023,0.074090935,0.2286382,0.3101043,3XTzk9RouSY
0.22546162,0.31239817,0.11695118,0.028328113,0.041248463,0.041531045,0.037023053,0.1429968,tLgYRv1vaPQ
0.19470735,0.05391074,0.01824539,0.010461634,0.015820982,0.01023377,0.028267438,0.2792896,FdviT1DNYfc
0.34604,0.40267116,0.31037357,0.044869293,0.16666749,0.09599031,0.21627559,0.35813868,SPDH2F4wG2Y
0.2087678,0.099144295,0.16104354,0.031056534,0.092179306,0.050848823,0.03599298,0.2731126,ZJktf8qMcVQ
0.33570164,0.2571067,0.46923253,0.053642765,0.18630691,0.10707025,0.20449556,0.1347901,tXZNiI0bE3I
0.23246706,0.1696792,0.09302711,0.03589688,0.06927284,0.05500109,0.0681194,0.45297393,oZa-_fEaDTA
0.22090042,0.13066104,0.017200017,0.023336416,0.007579244,0.017554658,0.0024816236,0.17532656,BgtG3_hDfgw
0.22355434,0.10261811,0.05611709,0.052176617,0.04185456,0.04074295,0.030670939,0.10938087,KXC6-wsDsBg
0.34214243,0.11709856,0.05820454,0.06619647,0.039888684,0.030608343,0.020408317,0.19359015,quG4JLaLiME
0.42677197,0.17439532,0.052010037,0.024485229,0.07081194,0.017267989,0.014785618,0.33215526,FE1dAYue0T8
0.3532583,0.31470057,0.13016053,0.1457184,0.07220264,0.15087402,0.10300289,0.20861311,J1kP_6gavlc
0.33886716,0.14734864,0.04424465,0.051553402,0.031606548,0.05130252,0.13835071,0.24774069,jLWun8a9P58
0.28155074,0.10634671,0.14032426,0.045969103,0.080028385,0.04220512,0.049898956,0.17954165,kUW-voK40Fo
0.3180104,0.32877517,0.267969,0.10337303,0.31857756,0.12638418,0.09387396,0.5331444,Tt6fIM3T0rE
0.33700597,0.26385978,0.10100206,0.045709766,0.031689484,0.044268273,0.12180476,0.22004217,Y1XS5RPzrs0
0.26202944,0.439878,0.23277056,0.102617376,0.123018056,0.10294701,0.10763696,0.568903,CAkMhluCx5c
0.33410832,0.2605111,0.36472097,0.18929921,0.23766153,0.23015119,0.19634613,0.5330828,oE_wxaMM6po
0.35840103,0.36836284,0.091475025,0.058062997,0.08299759,0.07211075,0.123736724,0.25377756,miQ6DsMkZD8
0.25181082,0.058581084,0.04102162,0.025558706,0.028038125,0.02422586,0.0789077,0.26420006,CHUJzSoawsQ
0.29363114,0.24070074,0.028548434,0.030856049,0.0340846,0.030744044,0.1250247,0.20209537,syomsggQcPU
0.413781,0.36362988,0.44211268,0.1147016,0.2288154,0.15179056,0.22981352,0.17409854,-A2dbuK9fcc
0.35798395,0.2042459,0.18701082,0.22229198,0.13978249,0.16424984,0.015896274,0.11919631,ipkCS0ea7Wc
0.38010758,0.17768411,0.021107921,0.040812295,0.020473178,0.027468456,0.03994159,0.18609886,5Do-CguTU9M
0.5037202,0.22355777,0.066733986,0.13552785,0.058812235,0.08440458,0.13521013,0.35062292,O9yYXXxemPk
0.28055155,0.13049473,0.043000557,0.039819263,0.034786254,0.028851097,0.04818217,0.0064358856,_aKBdbpoyHg
0.2516636,0.045598194,0.0925399,0.030677626,0.044964284,0.020570885,0.03599298,0.29898775,S9uE37pLpIw
0.2987455,0.15735196,0.101125516,0.024631416,0.039644983,0.030531539,0.0741129,0.14990759,o4mOt1-7DkY
0.24737163,0.171683,0.037345003,0.059308004,0.030006947,0.024635768,0.054534122,0.26503077,-2eWn2Raw2Q
0.3589306,0.29886892,0.1341587,0.14267159,0.06711769,0.09230612,0.13521013,0.44198897,dZ9mLuOOJj4
0.21532944,0.48581484,0.21956216,0.037452858,0.14134333,0.085640915,0.05493369,0.5680319,f2xuoGCU6Bg
0.37784156,0.54102546,0.12626371,0.14577588,0.13394804,0.15757817,0.06332459,0.37472323,MEdg2acbVJ4
0.38084272,0.38146207,0.16181725,0.18775311,0.11215988,0.11869826,0.11407687,0.44873124,LYWg9wajG8k
0.3312015,0.4313834,0.08525078,0.11429129,0.08453835,0.101963356,0.08170467,0.47659883,3lryJ2_umSg
0.2893265,0.2308801,0.12925495,0.031960588,0.060578227,0.05247041,0.07970683,0.12119339,ttD_HV_gNmc
0.35942233,0.09090031,0.04646995,0.06452113,0.040187296,0.052650977,0.040628307,0.2766116,7L26ykJHfXQ
0.18329173,0.15664843,0.17677794,0.013833578,0.11876205,0.03659391,0.011523063,0.2010279,a8ycpSVMB90
0.17200851,0.059558906,0.033883907,0.019771898,0.05621051,0.028388986,0.0765103,0.19779128,jAeQ0d0rlF8
0.3888915,0.26062992,0.045364954,0.057739202,0.035150792,0.052624594,0.089577995,0.27434745,KWaHD54Rf-Y
0.42640823,0.11501952,0.05933871,0.11861459,0.04598023,0.07649779,0.009440582,0.15172175,KZeQ5YmbgoU
0.40299955,0.26184103,0.07378191,0.04308518,0.065170646,0.04369958,0.011106567,0.31057787,JLn4ykKdpG0
0.2891621,0.064987265,0.056155037,0.030020861,0.03776626,0.033813972,0.015063282,0.18137196,KBG9YHfl_Oo
0.26659366,0.22845283,0.16120486,0.11346215,0.075893536,0.13673313,0.06332459,0.13628288,apF6bft5kFA
0.20678166,0.087320335,0.056259446,0.0589247,0.03788322,0.048179727,0.017701091,0.20986487,yosP8SAPmcs
0.16737418,0.04359069,0.037755262,0.018603748,0.034209825,0.020690406,0.016382186,0.14766973,4fWwBk6TdLw
0.22922704,0.1580054,0.18126749,0.034665164,0.14977613,0.06442956,0.12695669,0.50448006,FQczefQNt7w
0.17121997,0.079931155,0.03726578,0.018015696,0.051681787,0.024034036,0.016937515,0.34735167,ya-Ek6C2xV0
0.41009113,0.17066275,0.029231142,0.06638367,0.020184534,0.033147972,0.0012494888,0.057371844,7xnoWh7wcz4
0.35638124,0.12943892,0.048839163,0.096289314,0.026121989,0.038743883,0.03187269,0.3738333,fpSxz1Qw-7Y
0.3295549,0.1489797,0.069670714,0.06765446,0.06024293,0.05448198,0.036508016,0.15632695,zyYq93YtScE
0.24942772,0.12201984,0.026203914,0.031242907,0.029489083,0.020981515,0.018325835,0.14013359,PNOEtyRVppg
0.45510712,0.6671976,0.4260061,0.2723759,0.57681376,0.48420545,0.065721996,0.25588197,1pwG73Y13Y0
0.36851817,0.19642548,0.07901055,0.09687198,0.04211862,0.050791685,0.021796638,0.14511089,_8NZEqIIYdc
0.19722614,0.06566946,0.03696056,0.03878531,0.048689798,0.036708325,0.14777246,0.5271024,borqfrOboQo
0.27214548,0.13804972,0.11812375,0.08067637,0.0577324,0.059306428,0.112788886,0.28098458,d4wmGQs2jlM
0.29965258,0.11685202,0.13406143,0.034032367,0.11638262,0.0875427,0.082104236,0.08648887,-_n_fZM1Cm8
0.22722208,0.04838405,0.04341162,0.017010923,0.05457111,0.01869437,0.0121478075,0.35758954,LjquptV7neQ
0.21521719,0.08686134,0.041972738,0.035155904,0.065841496,0.07043356,0.031014297,0.19157514,k0Rv-KgNWcw
0.26024762,0.064229235,0.047643423,0.05447415,0.10594819,0.080087245,0.019714156,0.1626834,eoVExuTECFY
0.3405307,0.2037131,0.11606754,0.15645291,0.06543761,0.09893649,0.031701013,0.44241512,1R0N2REOR_A
0.31297785,0.11976698,0.047332473,0.104690775,0.050984476,0.06752801,0.009509998,0.08875853,osVj3-Qbp-Q
0.18617108,0.042226877,0.016407128,0.013854588,0.03032282,0.0077327117,0.34388447,0.33214757,hu_JM29vjvo
0.44623944,0.27268004,0.17590018,0.05591342,0.105430886,0.076331414,0.19042583,0.063532405,Sp4tuLZFOZE
0.2618208,0.3798156,0.14800906,0.08991601,0.091357596,0.10306716,0.09118898,0.14391989,prhBvpETA6k
0.2161798,0.060817916,0.039908897,0.047558475,0.0382787,0.046106387,0.030155903,0.2008828,wTSdrTg7Hbc
