PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_PROFANITY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_THREAT,PERSPECTIVE_INSULT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_TOXICITY,PERSPECTIVE_SEXUALLY_EXPLICIT,video_id
0.004646049,0.06870292,0.37951958,0.32336098,0.088494964,0.35108504,0.0186035,0.08913538,iq0QCfyVDPA
0.07727967,0.013821692,0.042731375,0.04708703,0.017960113,0.3731927,0.039598234,0.024521278,3ztF3o8uXuI
0.091526024,0.15385096,0.27048203,0.46682104,0.123988,0.35734597,0.078108564,0.08829718,joKISyHKk1w
0.11849128,0.03482621,0.049664993,0.15041414,0.0376863,0.33812985,0.0669207,0.05081827,GJy-pzUcKuk
0.023923052,0.07255666,0.09782823,0.33078054,0.05096829,0.37818918,0.014855034,0.0565516,7aD3IA4csrU
0.27807572,0.14400108,0.11288895,0.31579086,0.12081119,0.33422863,0.20816301,0.14489803,4gOnHNpzTuY
0.005535445,0.07221209,0.12995258,0.2059139,0.068056196,0.33768392,0.0056921155,0.08303634,dVS8ZQKdQb4
0.0074162693,0.14065035,0.09070387,0.12807994,0.11986801,0.3560138,0.002950182,0.14632867,jiCIoajHtMk
0.2655183,0.02980302,0.044091664,0.10584552,0.04066263,0.31214097,0.09118898,0.03765965,6fO2A-gwP1g
0.02550691,0.11369119,0.16969553,0.21476711,0.08172317,0.25102156,0.11343288,0.12658715,1TOKfxkbsfQ
0.07154086,0.090519376,0.11152812,0.15948857,0.10483809,0.45331672,0.022351967,0.1832143,7R3YeOm315Q
0.081478335,0.035746746,0.04040155,0.19046098,0.066579506,0.47054517,0.15976663,0.06183314,28thLcQhQXM
0.017326074,0.015011741,0.03524502,0.08764874,0.01681562,0.37060037,0.12180476,0.020512551,Wl4OVU8n4Tk
0.05024377,0.02349371,0.0213922,0.04867145,0.025033467,0.20100005,0.12888865,0.028424963,t-wbDH74TB4
0.12324661,0.018626237,0.045691077,0.08651738,0.025321713,0.31482732,0.037023053,0.05356713,_rOFw2-wFwo
0.1141416,0.062895685,0.09936825,0.21583484,0.054633405,0.4301371,0.38965073,0.07861543,sqKgYAXZ5FE
0.05737117,0.021170415,0.019196086,0.051155545,0.034688313,0.26986802,0.0801064,0.024185104,OTCrfx9X4HA
0.012418453,0.073407724,0.079081304,0.12218855,0.11444169,0.5271476,6.778911e-08,0.17669728,jfxVcnhW8n0
0.01613566,0.023591675,0.051254142,0.11608777,0.025056414,0.33565035,0.0681194,0.032037307,nKXAV9BsODg
0.02738812,0.053056415,0.09143598,0.27386448,0.041003328,0.4716386,0.061726328,0.10902664,XBpMmAxtepY
0.014350795,0.042835902,0.02967756,0.053472087,0.030359799,0.1971178,0.021380141,0.049029853,5t2H9tUdIMk
0.0031512547,0.07319259,0.066864304,0.4968796,0.05735039,0.3054407,0.086087525,0.028697446,F95NPQxvQMQ
0.001106955,0.030438248,0.10334229,0.21825966,0.04733463,0.37426263,0.08447654,0.04786216,iXDjot5ciTA
0.018253146,0.113758996,0.10831258,0.1488576,0.11517961,0.5644144,0.077709,0.089944,6LhTuvTBuYE
0.045714337,0.019530978,0.025811875,0.071836606,0.017442517,0.27498847,0.042001735,0.04357545,oj5EqnpGDy8
0.069637984,0.06328171,0.109166205,0.191439,0.09031305,0.48934054,0.26817688,0.08507487,LRDj1TBzlc4
0.028277563,0.110062495,0.20229818,0.29331928,0.19811587,0.38146156,0.049898956,0.12312365,bvhAFmsbka4
0.020611737,0.057396784,0.09894276,0.096600294,0.088712856,0.43361324,0.19141254,0.08666719,8PpxFyb1-A8
0.11891947,0.017866349,0.043365244,0.024439974,0.022623952,0.17644346,0.022773718,0.018450756,2GTSNRxZCTk
0.016994229,0.14827172,0.13660526,0.299869,0.09118939,0.36269498,0.046122026,0.10370838,C-Zr2sC_J5U
0.008605719,0.18625279,0.3760632,0.64412683,0.19289051,0.41059896,0.0717155,0.19905233,9KunxX2eBPU
0.3219183,0.054972157,0.12898402,0.3802005,0.04110819,0.2539995,0.1835188,0.045838315,LfOmAJ_ZpTg
0.11175703,0.030895568,0.053792033,0.04479662,0.03940774,0.26179704,0.14059398,0.051725365,vTNznKyhVe4
0.23166241,0.14504202,0.23598471,0.33903387,0.18535149,0.28558484,0.13206954,0.077946216,8qJ9EdFoLt0
0.0051498464,0.026764305,0.060026057,0.07020721,0.028789518,0.29803538,0.0011887498,0.04711804,f-3l9ZFIZU8
0.1814518,0.09030496,0.21383141,0.25315434,0.124045305,0.40108237,0.29163063,0.1440754,GWf7mo_zbEs
0.16029166,0.20548198,0.34026352,0.49866557,0.2930706,0.4983151,0.016382186,0.20877852,_mvliimx-oY
0.029748049,0.05825241,0.11873358,0.2895524,0.0734005,0.30080393,0.035306264,0.069268055,Ab2zEoFjUBA
0.003298368,0.061096385,0.023077155,0.19839554,0.03210969,0.21134,0.34792873,0.03569934,QJk16Dk4eGo
0.0053210384,0.03489299,0.10524917,0.11082954,0.041509986,0.28044346,0.045778666,0.059861522,1xA8w6FdaDc
0.019467698,0.27389452,0.20395035,0.324574,0.35476452,0.44927353,0.06252546,0.17482704,4JS00JJsciM
0.0841238,0.01960921,0.02479962,0.23388605,0.025859179,0.24187385,0.11343288,0.0235007,DQAWWTX_eJo
0.0064886194,0.087536916,0.12866741,0.4166183,0.076459385,0.41622815,0.02054715,0.06570602,IOWxs6byjoQ
0.010920389,0.09569007,0.083463214,0.25088024,0.11787465,0.40710658,0.021102477,0.13754378,L3GF2Qsc_sU
0.14135906,0.082095966,0.07487042,0.1559917,0.06420368,0.42099702,0.031185975,0.12747471,8uHgYbsrCCE
0.28923407,0.04321273,0.049782597,0.07597043,0.08865431,0.38345322,0.0495556,0.046275996,ufoewDN6CQo
0.035375692,0.19789653,0.25805253,0.38285375,0.11531063,0.56558895,0.031185975,0.23101635,qsDN3mBLfw4
0.047477316,0.053714145,0.040549908,0.25339326,0.02500342,0.31594625,0.013119632,0.08070596,rprEELQRlEY
0.027132533,0.09119069,0.07528437,0.24553889,0.075818926,0.314106,0.07690986,0.0826205,RVUrGgL1UiI
0.07774587,0.102567375,0.10221475,0.42759085,0.06902183,0.2582681,0.0056227,0.08589407,r3mT768M6TU
0.09323088,0.022253998,0.03779091,0.067777365,0.02538717,0.345687,0.10634898,0.0398091,KFSgHmJxs1Y
0.018856544,0.024062261,0.042926226,0.07336477,0.04054137,0.3401261,0.12309273,0.03546719,G1SdMzbEIkA
0.033783495,0.09559211,0.059420284,0.13948365,0.13033496,0.32931182,0.07690986,0.068523325,tWxaBjv78RM
0.052174926,0.04184755,0.058247894,0.06502233,0.07005179,0.45847127,0.023117077,0.045266107,NcjVlE_lu1U
0.2415886,0.16256763,0.1547901,0.23883776,0.58783555,0.28412014,0.2712817,0.0740209,UAN-AmY5kTs
0.16158462,0.07853159,0.14003037,0.3788481,0.095564865,0.49714378,0.31629145,0.06607165,kHoNluHTsyg
0.047065187,0.027301142,0.02876797,0.10889385,0.02830068,0.32772762,0.09333697,0.041149404,YXubov46RK0
0.0014302894,0.16730373,0.1506127,0.26508942,0.23063318,0.36245057,0.36944604,0.09596179,pUwiRBsnTqk
0.005981134,0.15675104,0.17149955,0.15892641,0.2699352,0.47451293,0.09602194,0.16703965,ux4uX_JgkUM
0.09025071,0.013061423,0.016820796,0.06225118,0.019333456,0.17237487,0.036851373,0.012746941,fJ05gvwbmNs
0.01811757,0.025316196,0.02391917,0.05395505,0.02141384,0.4859395,0.17242117,0.043644805,MnkoInCd9bQ
0.029529197,0.17514795,0.15534435,0.19996104,0.22041519,0.34359404,0.019019997,0.10093408,upC4jKEhbGM
0.116024844,0.03281392,0.081371,0.107371934,0.02720405,0.2296289,0.044748597,0.051417578,rKG0v0PTvmE
0.00857586,0.13023224,0.12915939,0.30828235,0.09256367,0.34254572,0.031529333,0.11069538,Hbmg_ClrIvw
0.19485101,0.056938972,0.0836392,0.24447617,0.1442728,0.2895361,0.13655609,0.041720953,Zx6AXCxeg2E
0.10220094,0.052272897,0.29710937,0.28868422,0.10616364,0.40082762,0.20009461,0.038305476,Y4uj6U-aHV0
0.0013749511,0.6222302,0.7369112,0.8458274,0.57074714,0.54180014,0.20449556,0.37813994,ZfuT2vCBpmY
0.052684285,0.06519965,0.13259524,0.072032094,0.09913367,0.32160687,0.09924392,0.07536787,0V6NjfQ5K2A
0.029601315,0.23364529,0.20519051,0.6383424,0.39185455,0.4180033,0.018325835,0.16939937,2k__bdf8IEs
0.016604422,0.02984825,0.029398117,0.056319945,0.02391108,0.2686861,0.031701013,0.045802653,lwENmmGzV2k
0.010200169,0.09217686,0.12735559,0.33020008,0.09095964,0.40754217,0.053335425,0.086988546,JV1EzuOntxs
0.18127838,0.031809825,0.0769481,0.09486722,0.08340337,0.2281031,0.20302857,0.03268346,oyA_SxZd-L4
0.012030039,0.05488265,0.0659856,0.08740658,0.06402493,0.2529434,0.092262976,0.06628909,5SJOcCB-ikU
0.074833386,0.15141428,0.07931662,0.23949249,0.09438783,0.3301607,0.0073581007,0.10642015,UgtxahT9s38
0.05176916,0.084752485,0.13869861,0.32376564,0.06865295,0.48841086,0.026035614,0.13985892,_nRcQE_DkOQ
0.117814794,0.0236819,0.0291188,0.08684921,0.025483068,0.32340887,0.08850401,0.039734695,wnSo7YYU_eE
0.016014602,0.028765073,0.046131607,0.07299739,0.032215398,0.24093917,0.014577369,0.02757416,CH_ZEBWe6Ek
0.14064513,0.027593477,0.032597374,0.17295094,0.01838942,0.2709144,0.0019262952,0.03520722,5Vsv2tqy1Bs
0.08727829,0.047483824,0.13692431,0.08150885,0.1786962,0.2816954,0.037023053,0.04497984,ZK5If0M-F4s
0.036831055,0.07265685,0.07361132,0.10694982,0.05389478,0.4341186,0.026722329,0.123249866,7aaPNmgCwy4
0.05616602,0.01803945,0.060503945,0.062543586,0.058915053,0.33005548,0.004026131,0.022695813,2zqZX9dIhKA
0.064823695,0.10617324,0.12960796,0.28634658,0.11172605,0.26524603,0.038224805,0.06656388,9e0SP53tCqw
0.1329832,0.30889404,0.33374718,0.39373934,0.2615358,0.37125435,0.24242763,0.17424373,QF4x8FqT2-g
0.19629931,0.018616235,0.03143823,0.13573402,0.022989886,0.49022007,0.017423427,0.059561703,-_lK273zKNc
0.20086122,0.080425315,0.13918287,0.14151563,0.15380286,0.4636055,0.17759849,0.08048289,8csNQG6NEEg
0.022598248,0.10932675,0.12343686,0.37157077,0.058757704,0.33792192,0.032902762,0.069916956,jzohyRhCeBM
0.083120786,0.054798245,0.039779346,0.07917409,0.03793651,0.2588394,0.15568043,0.05410029,PRmCPdBHgts
0.037777424,0.103790805,0.15718615,0.14888255,0.09396445,0.37870207,0.09387396,0.17931202,jwPrPtpTgzA
0.07746607,0.058295004,0.103663966,0.16583322,0.061763518,0.5107356,0.009232334,0.077234805,4ipHEvGsgOQ
0.07637348,0.03518076,0.041624304,0.14207906,0.058740113,0.38132367,0.12824467,0.03843223,sYE-5uf0LQM
0.16079424,0.12456274,0.20313956,0.45716825,0.11800046,0.3294833,0.0035055103,0.07400802,sO8RNQVah6M
0.045170873,0.1247351,0.13013168,0.1252193,0.10049871,0.33632025,0.00027549494,0.11226804,NzsIPeOlJg4
0.0137693575,0.06808903,0.10920671,0.14429294,0.075510964,0.42726827,6.6433327e-06,0.090268955,cCvaeTJW4p8
0.026071861,0.11117329,0.14698873,0.2129728,0.10881884,0.4999982,0.010620655,0.14595392,2z-4LLsyntU
0.01837456,0.0386799,0.05394185,0.14629717,0.042688433,0.31014857,0.09172598,0.04830465,WIl3Iwy2I7Q
0.039836377,0.06917509,0.11448341,0.16874617,0.039689586,0.28285697,0.13700475,0.12623413,zV-c1D4Nc2s
0.013956446,0.13878411,0.15620828,0.15965945,0.089972645,0.5056383,0.06532243,0.20160148,XQ-ghu6Buh8
0.024474274,0.07082824,0.13508363,0.2860505,0.05945036,0.40786707,0.0039740684,0.099554315,80fdPP6ogC4
0.0067470274,0.14137915,0.28814793,0.2330682,0.14607252,0.47850206,0.011037151,0.18433315,rEZXvZFC37c
0.07948123,0.021949382,0.045518022,0.14323413,0.018780744,0.26097974,7.1856452e-06,0.03534577,IJz1Q0X0-A0
0.0060011726,0.07087489,0.07612615,0.23616354,0.042783167,0.3736324,0.004963247,0.095997274,ajFptNcSPFo
0.021973498,0.10711884,0.105360456,0.24044718,0.15142311,0.42221588,0.052136723,0.12590271,-S47RHYWkKg
0.0066522406,0.05337377,0.029336656,0.14634383,0.04951597,0.40822712,0.13700475,0.10671331,dj4dkJkCkwk
0.01809807,0.05357092,0.049870517,0.11157458,0.03652974,0.30943596,0.021102477,0.088363454,i4SziAL5bNc
0.12799266,0.12919886,0.16433795,0.6022187,0.115601085,0.3390718,0.007184561,0.13201346,-VTpHqRR8O0
0.009276922,0.052629154,0.022570314,0.2367418,0.018230405,0.33876768,0.017770508,0.061577328,GeXdSJh4-_c
0.024937175,0.031376906,0.053765804,0.13852884,0.041340172,0.22820523,0.031701013,0.032154363,YrHPZZ5BsCw
0.06544227,0.025500689,0.028964235,0.05740631,0.02154819,0.30772898,0.014507953,0.042250462,9dZpyVAUUJ4
0.0055819517,0.09084428,0.09856673,0.38509616,0.103952534,0.36111385,0.0054144515,0.06341692,7q6l9wgR7_Q
0.196061,0.07425201,0.119251445,0.12863868,0.081827626,0.22948463,0.10634898,0.06957729,0L6PN-wYi8I
0.09775872,0.020867819,0.0337337,0.12335703,0.013479131,0.39409548,0.00048374306,0.13723263,GmywMF8aaiU
0.020371843,0.044512242,0.045243308,0.06445911,0.032810844,0.4179129,8.744794e-06,0.08256008,jTaKDMVnAHg
0.020122208,0.0926417,0.2415587,0.4286764,0.20146134,0.3986882,0.07690986,0.067582116,ErNCqVvu6JM
0.007506192,0.060988065,0.07741587,0.29747838,0.081473105,0.44540024,0.13565879,0.07272521,WZxifKTrG7A
0.011788587,0.054222036,0.06175415,0.22973605,0.051121637,0.3029462,0.0090240855,0.04820953,-1Gwl5Na1Lc
0.013192403,0.051214166,0.045737658,0.29009935,0.033543322,0.2896755,0.13017663,0.053867493,Ke4cI6fjjEo
0.22149977,0.048200656,0.027800718,0.07674728,0.041482426,0.4356381,0.14777246,0.13608819,7oGofOuai1k
0.051368803,0.01823739,0.016284833,0.05047147,0.01939425,0.19843589,0.14104263,0.031440698,SX4iYOdGnw4
0.0055718734,0.16786487,0.156456,0.43426275,0.16984737,0.34061447,0.03599298,0.19995515,Per8NgJvQTo
0.00929709,0.14682418,0.2212977,0.39677426,0.1452174,0.4332012,0.0047897073,0.1139692,SVfrwjPZoNk
0.0030978387,0.049015388,0.030351102,0.19890985,0.02419987,0.2822063,0.007496933,0.057839867,hd2pcftH4JE
0.027873874,0.16355191,0.333979,0.50065744,0.21908064,0.35807577,0.28874767,0.08987697,mHj8Zkr7XO8
0.01809751,0.16693369,0.22252096,0.40512013,0.16744487,0.5200977,0.017423427,0.18333296,aJoHX6sxEzA
0.03302511,0.15308371,0.07686908,0.30138722,0.059894357,0.42995623,0.038224805,0.1469905,d8bIReNpGZ8
0.20543012,0.10616314,0.1613243,0.34662753,0.14514436,0.21053022,0.11729682,0.062723756,vvaiQZuqDQU
0.09864001,0.037007924,0.06529278,0.06954217,0.06804343,0.26872918,0.08796701,0.03761042,Y8ESTdi2JWw
0.012340111,0.09315008,0.22986658,0.1457262,0.112029806,0.29867625,0.027409043,0.14673471,SJAqekR9_QI
0.030448163,0.31377378,0.38897976,0.43736383,0.31376305,0.4562985,0.014507953,0.39809775,t2dr_SDwY0U
0.012822844,0.045606475,0.037123613,0.07204953,0.03800072,0.23818249,0.03753809,0.033454023,c5qKfDt4HhQ
0.10615672,0.09057219,0.08877118,0.2570782,0.053962998,0.2637184,0.094410956,0.08400539,PSLU30p_ZW8
0.1574354,0.04947983,0.08578241,0.081902415,0.052348953,0.3567011,0.08581903,0.052367657,QbUex2ntg4g
0.15664859,0.095459536,0.073085815,0.2324793,0.039417263,0.37446523,0.08850401,0.11622217,AhAs_h0omrI
0.37977695,0.09777011,0.21167687,0.4869968,0.061528288,0.3853508,0.073313765,0.1615079,MIjH4CTEF8k
0.034717087,0.055460077,0.08935078,0.167626,0.062128317,0.33142313,0.019714156,0.060727973,_1hLlAUK1zg
0.011600645,0.046652775,0.033792388,0.050349902,0.054603532,0.3182851,0.05613239,0.05533871,0QOvnf-cPvM
0.007462964,0.30686986,0.28244457,0.57677656,0.3432098,0.5041852,0.5818954,0.26049897,uLzlV0CG5Mc
0.068614095,0.13045032,0.20704468,0.5836754,0.10899942,0.3656177,0.0036269883,0.09849863,KasxnqM74kI
0.095842175,0.08100039,0.09704926,0.34622318,0.0680363,0.26755622,8.677006e-06,0.051790632,4K2k3KuIo_0
0.037726346,0.13882731,0.21305653,0.35973653,0.16826601,0.6336922,0.039598234,0.1815983,tjn85r0T0cM
0.07969651,0.09330415,0.13896312,0.56268007,0.09686893,0.34316257,0.14463188,0.08390928,oXI9oQg_m1I
0.16302088,0.10118118,0.11595033,0.29873145,0.120656274,0.22776641,0.15188612,0.059331045,HY2RoJUSaAo
0.07613381,0.057760227,0.078270935,0.18084921,0.062047552,0.33756885,0.028610796,0.058639787,-DkC5GMnFkQ
0.036890082,0.14017703,0.42171347,0.40707982,0.20667677,0.46516508,0.21539254,0.0956998,AKpk55kIIKg
0.0018086799,0.045329887,0.039108604,0.10803834,0.033456553,0.38787928,0.040971663,0.04165259,FLLLBuoG7cc
0.005342791,0.060401805,0.05458328,0.24435683,0.0697853,0.3710347,0.06612156,0.08698084,ioHvarVoSDU
0.0396727,0.046076015,0.03385992,0.06553689,0.032967906,0.19901754,0.017631676,0.06247157,4dxWqIGpVFA
0.00719976,0.145737,0.12282574,0.2503046,0.093250975,0.48927152,0.00043168102,0.16969942,WAZqBR6mq7k
0.14933006,0.04349852,0.047356162,0.10033973,0.049045507,0.34619975,0.028267438,0.05608195,Dnl_PXb0Qmw
0.15367267,0.27174637,0.37192246,0.4836038,0.17160694,0.5552323,0.0073581007,0.33800057,ZiC7788uCd0
0.0736694,0.06685026,0.119104266,0.15968804,0.048520565,0.30832073,0.27856,0.11336302,fCw-OzevpZ0
0.0026551327,0.06568244,0.11231348,0.21125486,0.09217623,0.31683475,0.0033493242,0.056701597,jKqP_gNHEkU
0.10596141,0.028834855,0.027063947,0.059571963,0.018178407,0.1689303,0.00026464867,0.036783356,BFSsCFUwH9w
0.016650582,0.43622285,0.58964956,0.7759648,0.3649581,0.41409603,0.002793996,0.3443421,VVHrCCjKVa4
0.09846441,0.088171326,0.05002964,0.24487373,0.07253018,0.29155338,0.089041,0.082160704,o2zdfg03erM
0.064526096,0.1367419,0.18282008,0.3417075,0.15300564,0.36989093,0.21715863,0.16900355,aBlMNQQ1jiE
0.019234598,0.2521159,0.1792443,0.29690707,0.23654798,0.515821,0.07571117,0.22444046,Z22-0uV5O_c
0.48188782,0.14083898,0.12418198,0.2826613,0.097651154,0.51379395,0.008364634,0.17089403,1Xy3HHVHs2A
0.027373577,0.05533492,0.06681644,0.2760633,0.042726036,0.41323823,0.00025054853,0.05853382,nAaSJO8qQo8
0.055130087,0.09607401,0.12598254,0.18400474,0.11071325,0.36358258,0.01193956,0.06448404,Q65aYK0AoMc
0.1127201,0.05389342,0.09127018,0.14502941,0.04550228,0.33315915,0.022074303,0.09184945,Qce9aZoWajo
0.30911377,0.118194446,0.06835085,0.19720362,0.054192632,0.347476,0.39206567,0.1255056,lkETqbSTbgI
0.05553494,0.063497566,0.16279212,0.2821734,0.057003625,0.38968512,0.051737156,0.11757244,xPsaI7_1sYw
0.34563878,0.017184502,0.026667334,0.054692794,0.01752251,0.33680317,0.060527626,0.03981575,TuAf-whfMh0
0.17335393,0.03277508,0.029127473,0.062470578,0.03046191,0.49960026,0.118584804,0.06441483,aavXauFZb1Y
0.010160703,0.15816751,0.18717009,0.31608072,0.06954957,0.49985108,0.019575324,0.18017794,-rAlcRJGXag
0.07229367,0.016155183,0.025697937,0.0671295,0.020789968,0.20818494,0.067320265,0.016415847,u2NeoJHP6F0
0.009162923,0.09253058,0.068259865,0.20285445,0.0795609,0.33528805,0.059728492,0.09857431,r451HgnkL28
0.019555217,0.24571465,0.5306347,0.29601672,0.32445547,0.28020853,0.0025163316,0.17223327,SO0O-9xd07k
0.10244165,0.04147103,0.061329767,0.063268125,0.03320427,0.18298115,0.054534122,0.03120671,gnokALuA1b8
0.5349376,0.14463459,0.2939048,0.5381971,0.16865122,0.48859146,0.19634613,0.16230842,G04msoN8MWE
0.2098773,0.28150943,0.44410422,0.3440093,0.2780428,0.49793473,0.003089014,0.2597976,O32i7Z9SQy0
0.021799298,0.114780866,0.22933866,0.44154876,0.21376471,0.49774387,0.09816993,0.20988454,tJxX20NDoTw
0.065332875,0.038760588,0.051984772,0.24837178,0.08045463,0.33868507,0.08635602,0.05071691,Y4Pch8RhAeo
0.07251575,0.01627927,0.017692028,0.04529676,0.018574545,0.28303823,0.15451296,0.031420406,xpqBjWxdzFQ
0.07603684,0.0061269132,0.0037389973,0.041917328,0.0046101343,0.2047856,0.004893831,0.02762944,cgXDbhA0flk
0.036302425,0.01657326,0.032553207,0.062135264,0.016163593,0.40583777,0.00024837928,0.028049491,imm5bL2mXgs
0.0084920805,0.13120186,0.10813752,0.23775111,0.11130364,0.63681257,0.0495556,0.18878452,NHTHNIsgNVc
0.13239165,0.056282718,0.04503548,0.098508514,0.040864233,0.36332056,0.020408317,0.06392046,SZ08kvx4Gek
0.014878536,0.064079694,0.07472067,0.1804147,0.06665575,0.34291822,0.00930175,0.050312776,u26XGrGQKac
0.02823998,0.16595933,0.37506345,0.3952897,0.13625166,0.5179681,0.027065687,0.16516899,Vs-dkJZvcqM
0.046249446,0.13142827,0.08369431,0.28070515,0.07788657,0.21276182,0.045091953,0.05732031,7-QAmolLw6Y
0.15661788,0.24280368,0.18571095,0.2864568,0.31838512,0.3323705,0.0011887498,0.26750115,LbOadxAFr-s
0.063442,0.049880505,0.06170879,0.24205834,0.050682805,0.39187515,0.04234509,0.05324034,C4AeElP_Z6k
0.002643907,0.069121376,0.09184424,0.23934133,0.036331095,0.30863404,0.016937515,0.09716892,SCZT4_83Huk
0.09269523,0.044341426,0.090678364,0.22580507,0.06455092,0.44590083,0.20009461,0.06620081,R-s_dO7Snx0
0.009040851,0.2953338,0.33856666,0.44723734,0.23876174,0.5057749,0.011106567,0.22245367,3HlLMo8ruzI
0.26575664,0.05678436,0.04520175,0.10150204,0.04363921,0.24777189,0.22989221,0.04082838,sZEyNUuPuRQ
0.06950192,0.097803384,0.07280898,0.34290272,0.14629985,0.5215136,0.0006247444,0.116422966,lSbpz41m5DM
0.031531252,0.06397875,0.094355054,0.11814733,0.060944892,0.4415701,0.16275369,0.14394906,SNrQ3G8lRTE
0.014013947,0.028090099,0.049372487,0.074970044,0.040645633,0.21946985,0.028267438,0.021803431,A7gZPcAEz78
0.017835872,0.11727662,0.12053429,0.24764304,0.05738554,0.4195176,0.35870504,0.1354181,nvvqL4zfsLo
0.09083079,0.04271193,0.043679703,0.23396808,0.06491754,0.3403071,0.043031808,0.04211881,5u0dq_ZEXw8
0.0262304,0.10518607,0.11196379,0.14608914,0.09859474,0.29661617,0.05773066,0.097623736,oYgyVZZtboU
0.040294543,0.037720658,0.014383543,0.074624345,0.02672011,0.28552032,0.15246986,0.062220007,NHGsQIkQgnw
0.11635947,0.022571743,0.059012294,0.07853091,0.03349841,0.22713462,0.044748597,0.030274458,cIsYquZM9Ok
0.07777558,0.20720683,0.489267,0.42134282,0.31239146,0.3818617,0.17449278,0.13840279,g-hug63xW3s
0.03132054,0.03703393,0.061243262,0.053734016,0.03598093,0.16334143,0.17034957,0.02814957,s8hPnx5kaa4
0.042945113,0.04458002,0.05382967,0.06107165,0.046407275,0.18260312,0.010551238,0.048916873,-8wxNLNT-5g
0.054728452,0.04120088,0.05804452,0.17298622,0.04023483,0.37858754,0.016035106,0.13171528,ncA90g6iHks
0.09263648,0.049204327,0.077308156,0.20022456,0.05961131,0.36892462,0.0681194,0.07013075,h92zlTX84Ns
0.00022974986,0.07233179,0.07647078,0.27054772,0.08368119,0.4370661,0.082104236,0.06688684,uyOqHIM1qkc
0.025258774,0.020707821,0.014736336,0.022349965,0.020257212,0.34520486,0.0011627187,0.09263841,quXa-xAhuJ4
0.02086584,0.02622238,0.018819105,0.03826774,0.022840679,0.40385628,0.00040781926,0.080027565,9_BHZ8u3-u0
0.026827788,0.051347215,0.040014412,0.12177717,0.06470345,0.3850556,0.013605545,0.17823099,xSPZ7D5Yvtk
0.001028261,0.11316733,0.22372401,0.27510664,0.13339633,0.46168584,0.12888865,0.15325555,xXJiEH43L4A
0.06707458,0.040811233,0.032747958,0.06723776,0.020169456,0.33396125,0.062125895,0.10065424,46s3CakGP00
0.27844208,0.1480437,0.084018014,0.15852183,0.16071562,0.4275026,0.15451296,0.13877419,L_IXuq_l-94
0.016252825,0.25962722,0.35905853,0.75810045,0.32628557,0.5690229,0.14463188,0.24410342,xnTmXE0Qvvk
0.016597185,0.04158176,0.060521252,0.14733686,0.074624985,0.35331136,0.018048171,0.027787482,6JwqeWOsKw8
0.11788115,0.38017654,0.57916963,0.3909267,0.45124495,0.33271796,0.007913429,0.22994468,VBVlQxkPnb8
0.015980197,0.021332223,0.06863074,0.12284613,0.042871725,0.26599914,0.02655065,0.026379252,CyriDJdvByg
0.05751616,0.14870661,0.17271608,0.2363751,0.15564479,0.3222201,0.0006117289,0.13761362,Vxf_5ebRHj4
0.05751616,0.14870661,0.17271608,0.2363751,0.15564479,0.3222201,0.0006117289,0.13761362,3UWEjdQ6yNc
0.10858933,0.03170578,0.042576376,0.041339226,0.019444568,0.33278927,0.019575324,0.052718993,RYMkdb4eQ5k
0.13575406,0.09787942,0.3388859,0.44437715,0.23367028,0.43888786,0.06771983,0.07001814,qwM6gfKHJvQ
0.22135536,0.0277991,0.03105695,0.08202318,0.03426397,0.447417,0.2015616,0.053278487,htQjXw8Er2E
0.27023795,0.08439961,0.10101198,0.1966527,0.115168154,0.23172311,0.30337667,0.052379973,vRn38sH5VmQ
0.26003736,0.06513395,0.08375935,0.2670941,0.0714802,0.3392952,0.103539884,0.058693007,oCHPS15vjXI
0.072715044,0.0332976,0.10434288,0.085219115,0.099676296,0.34730837,0.17957193,0.09068595,jdHD5t59Jzc
0.090482496,0.09553238,0.069709145,0.13425294,0.12363225,0.2678052,0.12953265,0.08217511,_z_FjEV1fzw
0.15335996,0.017521387,0.011654421,0.053352855,0.025366247,0.2993799,0.16275369,0.026988434,YMKNea9nLpU
0.031249512,0.0027902427,0.002355977,0.0076214024,0.0029537037,0.23325735,0.08555053,0.01677864,zkN0NeXNho0
0.031383216,0.04480364,0.14339414,0.37925017,0.04733203,0.33290276,0.001579215,0.052318037,nW9xpB9V24c
0.011110865,0.031097198,0.027981909,0.07677739,0.05184707,0.35325468,0.16151784,0.0657939,CTkTvSltDWc
0.021256499,0.1180518,0.12197738,0.17635153,0.10667999,0.2891874,0.0741129,0.112572744,cDRky5yki5w
0.015381334,0.07443411,0.098862015,0.41721043,0.06098266,0.40127838,0.029640866,0.07751716,6CgYsW2Raik
0.13956921,0.21984962,0.41520742,0.35877278,0.2607333,0.29637235,0.010481823,0.16710743,A54W2ASiBRA
0.009881181,0.056309316,0.07965688,0.11475502,0.04219689,0.34714144,1.3557822e-07,0.07365833,V5aZFK1JCbA
0.116494544,0.096673846,0.075071566,0.113390185,0.087085165,0.3907901,0.08420804,0.06611019,Z81yn_nBZkE
0.04458242,0.032380387,0.025979254,0.09124949,0.032239877,0.26308227,0.1019289,0.049439896,XnU8vVTNZJI
