PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_PROFANITY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_THREAT,PERSPECTIVE_INSULT,PERSPECTIVE_FLIRTATION,PERSPECTIVE_TOXICITY,PERSPECTIVE_SEXUALLY_EXPLICIT,video_id
0.079147816,0.1546883,0.40240717,0.3797039,0.39968848,0.47062644,0.26817688,0.06432588,9Rue6uF_asQ
0.0067783277,0.07432204,0.081016384,0.26571086,0.041677922,0.32369104,0.14822112,0.07224023,HfuoNxGxYE4
0.16922319,0.056826856,0.09276497,0.38030627,0.065252185,0.44645438,0.13386416,0.06736663,xYAHPC2BvUM
0.056436878,0.030396955,0.032901127,0.3493302,0.032245025,0.21658835,0.1550967,0.024763847,K_7KciCT4AU
0.16463518,0.0027667845,0.009443558,0.006909445,0.008045806,0.2188102,0.04234509,0.012344306,3mLNTbhXkHg
0.07556697,0.12347142,0.11024134,0.23420154,0.22033727,0.4475135,0.09065199,0.15398046,rrPFQGTc8ww
0.14779001,0.14597246,0.101562746,0.29629993,0.06537095,0.34499624,0.0669207,0.11012432,DWudD6BvBRw
0.17538856,0.043130297,0.06325972,0.1259458,0.0715918,0.49511078,0.055732824,0.057571657,fzhXEw1fOm4
0.21718003,0.07491387,0.087296836,0.2197236,0.08464312,0.39881605,0.1621016,0.10611519,kkY2IfO1XwA
0.38829035,0.3963597,0.59888357,0.5103929,0.3666907,0.52115595,0.21362646,0.6837084,ysCwsWZdRLA
0.12277973,0.037416756,0.030151134,0.05079313,0.021885863,0.24919894,0.09709594,0.06480006,cw0A9FUTEKE
0.14627126,0.04514108,0.047264684,0.14248241,0.021302694,0.26651525,0.112144895,0.051745735,Upz4oo4cDfg
0.025196372,0.036714166,0.052399904,0.15543233,0.046711873,0.39455888,0.046122026,0.04150809,0yD4dMtS_CQ
0.14848672,0.0418623,0.058121514,0.09547728,0.06602775,0.3091407,0.104076885,0.045661375,JCaSvJt8Nck
0.14615,0.0107079325,0.010874289,0.026030771,0.020354072,0.25832325,0.020824814,0.015593563,5JFWsKmGUSA
0.34732223,0.22252442,0.2186692,0.14299636,0.5772909,0.25067008,0.19239926,0.06287286,0MAShI0i7MA
0.01684958,0.074748635,0.08626391,0.26027414,0.07883907,0.28813562,0.11729682,0.0561864,csEl07NgN1k
0.06021315,0.75340265,0.22833204,0.2760479,0.4486952,0.5641616,0.24769363,0.92805314,HM_aUduXK-U
0.038415417,0.04569903,0.09720162,0.18997687,0.04483593,0.28912374,0.006178028,0.051518366,Uj8hEJUPuVQ
0.09254102,0.033194598,0.018261796,0.078793935,0.025467737,0.18631122,0.1539292,0.039475128,1ODsXo8gGL8
0.15346278,0.071530364,0.1361227,0.27718788,0.12424145,0.46937928,0.22989221,0.045109734,HHtizA5Jpok
