PERSPECTIVE_FLIRTATION,PERSPECTIVE_TOXICITY,PERSPECTIVE_IDENTITY_ATTACK,PERSPECTIVE_PROFANITY,PERSPECTIVE_INSULT,PERSPECTIVE_THREAT,PERSPECTIVE_INFLAMMATORY,PERSPECTIVE_SEXUALLY_EXPLICIT,video_id
0.43858218,0.42234805,0.25835657,0.40874887,0.48355335,0.7590263,0.37854612,0.24610172,sPQ2ZVwCdps
0.58699787,0.028954152,0.109185666,0.049390808,0.10718065,0.0699699,0.2104941,0.06108528,TRxw2oKj8hQ
0.39469212,0.0813051,0.09430437,0.07399865,0.07152483,0.15040195,0.27143595,0.09225929,OeMqkX9Gdcg
0.45911828,0.076110736,0.111509666,0.13908619,0.08448527,0.23636241,0.0026647628,0.1778049,oVnrLmNOCg4
0.46262142,0.15071863,0.17911041,0.13283543,0.09242787,0.53375846,0.7079002,0.19905327,ILAMhJHJthA
0.36841005,0.1539292,0.18088049,0.10316891,0.28356296,0.7751859,0.18318322,0.03936308,BbJLNF1Fe8w
0.42133164,0.048868883,0.05364604,0.09345344,0.1010644,0.09123609,0.24468678,0.09565311,tREt3GqzPf0
0.16683024,0.10515087,0.29076496,0.12630948,0.21416207,0.25443223,0.80842936,0.057448875,vczSiTZj3dA
0.6800088,0.011661896,0.036211237,0.073569395,0.116583474,0.09015482,0.055771828,0.039100874,UYkFgodiVVw
0.21076816,0.059328925,0.0587654,0.04308225,0.042143002,0.12486406,0.23818432,0.053236175,Q75Bw-9StBA
0.1788539,0.022773718,0.111497864,0.06518876,0.053339835,0.07790193,0.039335422,0.06514686,mCOZLjgoyWQ
0.5942532,0.09709594,0.15285237,0.22169763,0.27619568,0.14074144,0.14520842,0.19765815,qWINdmTIGXw
0.3586021,0.0186035,0.04261974,0.046168115,0.060269576,0.07998964,0.15379912,0.046652157,BHA7JPF6qZw
0.45043954,0.29021257,0.27567598,0.30700648,0.3311422,0.758384,0.0025608428,0.1863388,IwSS5e9Tk2c
0.31695205,0.04680874,0.07146362,0.044659708,0.081811175,0.05681521,0.4372141,0.041601937,KjH_EFfq5jk
0.2168226,0.013050216,0.028170303,0.028450243,0.016564349,0.0385928,0.010545423,0.06928932,uzACSoeg_9w
0.39441276,0.045091953,0.044564214,0.04455815,0.098470114,0.09121035,0.12659845,0.045990165,vPQUIdQZc34
0.29433513,0.074912034,0.10825469,0.11724295,0.10295662,0.5430924,0.43695226,0.09637924,_-FZH34phsI
0.32862487,0.06332459,0.04325372,0.028664274,0.05988715,0.05863669,0.19685978,0.03294355,1l82kK6PUio
0.30554026,0.0019783573,0.05967304,0.08634808,0.04765425,0.07480855,0.14362013,0.09535814,F6b1KK2EZbY
0.52914554,0.016798683,0.18532422,0.15169017,0.1406485,0.10675977,0.0088318335,0.2251324,cLtCA7_5m1s
0.20450073,0.025005542,0.04915367,0.045447323,0.028953496,0.08733719,0.30441207,0.061416697,L5B2GUPEjso
0.426949,0.02637897,0.064818345,0.10246473,0.110716626,0.13518497,0.1622248,0.070987396,3uNDIMhGTFc
0.24748349,0.39157572,0.14844745,0.17995295,0.13135278,0.6790246,0.6503298,0.10706115,X2trxAHMHhg
0.18864208,0.867151,0.3892982,0.6967344,0.96637887,0.12111696,0.7079002,0.14394487,y3p-Wk_EU5c
0.1968688,0.018187003,0.04464087,0.07493729,0.04274644,0.06103434,0.11115908,0.058033776,xcw3SMfwp80
0.30961114,0.2088965,0.0780767,0.07599655,0.26516697,0.24407843,0.30095327,0.029808534,5ETdaWoLVgE
0.33442456,0.14014533,0.39265648,0.4358831,0.44626123,0.19791408,0.43734732,0.1450049,pfjhBFClEJE
0.20328325,0.008503466,0.04591089,0.059848756,0.031387717,0.08781491,0.13290033,0.07758084,uOh--VauDcA
0.7996877,0.22510603,0.1251404,0.11510076,0.21790011,0.5559404,0.8260694,0.08262791,aMAjDYyUoEM
0.4735795,0.035134587,0.07491884,0.06819248,0.05310057,0.19523163,0.28230688,0.13196185,mL29osNOUwc
0.37859598,0.06012806,0.20276313,0.14300074,0.09646209,0.4979078,0.034631796,0.11060994,xxrEBbvYfxI
0.3001956,0.03839648,0.06389719,0.042795025,0.09703101,0.14139119,0.18669975,0.033758357,QBm89zfvWNs
0.27548054,0.17242117,0.11683221,0.11627388,0.09915474,0.71453017,0.4399818,0.062250845,tELpmrNJYDI
0.19196598,0.22983712,0.1905182,0.08447901,0.13231803,0.11621143,0.27344972,0.04003345,hS8NK_tUyNk
0.2569853,0.15130237,0.3146837,0.06696058,0.08008587,0.39652622,0.47154918,0.05261539,lHhhuNDPzpY
0.20748961,0.1024659,0.13607585,0.08571149,0.13895436,0.117234185,0.26844952,0.050183095,EHgRNW7u5Ec
0.26042974,0.03770977,0.13629337,0.0441945,0.04142437,0.06771012,0.5680319,0.053055093,X2eWeJvH3Ls
0.28177178,0.034104515,0.0105653,0.013850501,0.019973435,0.045544848,0.50331134,0.029459836,4yjpDzkMhe0
0.36184007,0.1894391,0.113201246,0.12490302,0.12702668,0.18733557,0.63570416,0.13152055,dB2_XplN2jo
0.40822697,0.18055865,0.07914946,0.094279654,0.07330796,0.1636212,0.06457602,0.15928954,45tB9LUgEy0
0.270463,0.090114996,0.1426334,0.035241406,0.113225564,0.05720487,0.43365523,0.023749294,Cy1WH3hE9k4
0.30502328,0.22989221,0.09447943,0.086895354,0.15680668,0.14320596,0.22259586,0.0723786,QKZQEGju2u8
0.3381167,0.42234805,0.1537799,0.2513512,0.26885414,0.83945173,0.7549337,0.1539973,HZhQLnREEE0
0.3133954,0.04131502,0.42455968,0.0818841,0.19051327,0.107813925,0.27634817,0.044686716,QIo88M1aTRI
0.1656249,0.017354012,0.039650556,0.016166627,0.031367373,0.03075492,0.077878624,0.009412111,gua3hHTQ48w
0.38935795,0.9017833,0.58523935,0.93690646,0.8810884,0.49683347,0.33914834,0.302532,tiLohKh2Ljo
0.3754064,0.2885035,0.11190316,0.24283127,0.28284866,0.096711405,0.35866117,0.13716286,-RSnc2yqYEE
0.37293416,0.1785852,0.12193412,0.057943035,0.11754389,0.5764534,0.06626819,0.03756154,a66J9QCUw-A
0.25442237,0.014022041,0.029840365,0.03560587,0.02501673,0.0696613,0.082637474,0.04289267,s6X7TF8Fg5U
0.39337093,0.22333995,0.17521772,0.14753759,0.36998832,0.19614388,0.050578352,0.07455298,wfuLm5NusB8
0.40495005,0.45045215,0.26656824,0.24305059,0.2926444,0.63336784,0.19640687,0.18323137,mKr4k6WApGM
0.43322435,0.34388447,0.3182361,0.19222584,0.34595466,0.5912019,0.43969968,0.14847955,ey6_GU4ghss
0.3262798,0.02262963,0.056140516,0.03541225,0.046327002,0.08146611,0.16625029,0.045687616,xE2g7mox3pU
0.32812712,0.1884524,0.12666386,0.14516908,0.11423017,0.15835315,0.0057423217,0.15426977,APsbyVunOnY
0.33465326,0.019575324,0.11171524,0.08804552,0.0781714,0.1581377,0.17344096,0.06837529,gJORU1Z-J_M
0.38600048,0.23803931,0.16628237,0.22627133,0.27639192,0.7715642,0.44990832,0.075710505,S2EcB90wcBg
0.30002308,0.40946755,0.42683983,0.1795391,0.29712582,0.22221711,0.5190911,0.06624879,w9pW91m2cJQ
0.33015785,0.15130237,0.08464853,0.06925221,0.051025398,0.08895113,0.18167754,0.093999445,QUBYeYwrtSI
0.29217285,0.14552918,0.17002504,0.11545651,0.17384802,0.08250777,0.43832886,0.077184066,umLUtRFSep0
0.3037414,0.263611,0.24410507,0.29161718,0.3140302,0.1845601,0.7079002,0.28057358,unvD8SlzowU
0.5551404,0.3544517,0.40441105,0.41767007,0.4566712,0.60070765,0.86173284,0.778477,lQIbtKFq5Bg
0.30683464,0.031357653,0.085295394,0.05943004,0.103570126,0.08722076,0.2788031,0.06286904,cbLXUqQIT1Y
0.28937188,0.017492844,0.10540493,0.08966114,0.0978661,0.17990147,0.085390955,0.09412726,um_Xa0ncwfE
0.3954945,0.17518331,0.15980688,0.19928034,0.14985843,0.5481454,0.30037594,0.14360046,J0iT84BhL2w
0.33065644,0.2712817,0.1055506,0.1315111,0.43376356,0.08180505,0.27846274,0.093838334,ztGJDkMRQsI
0.49808192,0.022945397,0.029705035,0.03505996,0.019643052,0.08382002,0.063762374,0.08210477,Tk1Zx06Axik
0.24741861,0.355017,0.12093349,0.09583572,0.18019238,0.10742655,0.6362869,0.04989285,iffeR6GvLs4
0.28124726,0.10828095,0.14256682,0.05684874,0.13088997,0.2614441,0.3656955,0.039827574,IShgst8QR1E
0.25694773,0.028954152,0.13632785,0.06374574,0.049783472,0.28433222,0.6191731,0.07138643,c5S9CSXo-Oc
0.3171853,0.053335425,0.085288525,0.06570565,0.16498426,0.1216988,0.3701743,0.04824626,Ca2DSsuE7jI
0.4007195,0.06332459,0.09955151,0.113923445,0.118238956,0.40309,0.4437629,0.1109673,FUAKjmAZAuA
0.24187104,0.15626417,0.06669857,0.056266356,0.081781425,0.26991016,0.5183946,0.07248195,KeJHlZsbimQ
0.37659022,0.0025510397,0.059965596,0.077354364,0.06671725,0.09712419,0.13262174,0.11602426,22d6tRXxVeg
0.4935679,0.012078391,0.05209992,0.04461712,0.06134153,0.081529774,0.23865585,0.07939362,r_CAu6OAv6o
0.3912807,0.02262963,0.038887985,0.03075905,0.08788388,0.05159875,0.26198068,0.042773817,5mCRU21yEN8
0.29190677,0.17759849,0.1838666,0.081530735,0.14040063,0.20177042,0.07067982,0.045030404,Nc5mRzEARgw
0.25510266,0.1580154,0.07507775,0.04085748,0.18209346,0.060686715,0.19392338,0.027011845,PzJFhcwQXe4
0.22863308,0.22988434,0.16193308,0.16132389,0.24507435,0.256,0.5680319,0.12215426,3e4AOydSGTw
0.31914294,0.02054715,0.031167483,0.037786487,0.029203089,0.08400713,0.1532661,0.060878485,vNzKs-0WzR4
0.19656809,0.024147147,0.04271086,0.036909334,0.040806126,0.06699825,0.15513946,0.036167953,CfJPtfP8XZw
0.43960974,0.0765103,0.10281473,0.10738859,0.1337495,0.23150225,0.30890307,0.084634885,I-2Cnc0KNMk
0.446671,0.055333257,0.06762204,0.053470857,0.15599859,0.12070289,0.186009,0.05931654,zlZEZ0goYBM
0.200894,0.14552918,0.07337335,0.06864572,0.07147238,0.072291024,0.17853601,0.07428125,NwVakRYvOi0
0.5511537,0.057331093,0.10554538,0.19007371,0.13438804,0.2346678,0.07253963,0.2003481,G1d18WNBqVo
0.36887568,0.008885254,0.028283952,0.049057476,0.041501164,0.051290587,0.10976944,0.06289569,eqpNj_baN4o
0.356545,0.036679696,0.05671714,0.02448114,0.06071341,0.05058328,0.13650633,0.03104739,ucYK4nFGQT0
0.24895218,0.0729142,0.032814596,0.05339066,0.092521004,0.085192926,0.19315752,0.05197923,hLoXJX-aipQ
0.5194708,0.008468757,0.06803304,0.040379174,0.1737824,0.09217421,0.14949778,0.08783637,ip6Rd91qV4g
0.41960675,0.0064904,0.13849974,0.30800226,0.13705564,0.30557156,0.17185928,0.3952361,yOgMiM1hdS0
0.3080933,0.055732824,0.054645363,0.04729401,0.0520803,0.071594104,0.19862577,0.047853217,tAh9YGi0P-0
0.48472497,0.033932835,0.062555045,0.07249166,0.04398717,0.16623649,0.17166948,0.120387614,q3M7n4Y2teA
0.21777254,0.09655894,0.14140351,0.28157845,0.33645058,0.54664975,0.13184878,0.085832566,D1XaGl3hy7E
0.19367182,0.09870692,0.06462497,0.056091424,0.13038227,0.06709925,0.2988254,0.03098769,9LHg6MITLTU
0.81474257,0.3490159,0.07383284,0.1178534,0.06195908,0.16258822,0.26428348,0.37108782,QuaaZt42wOE
0.30228472,0.06532243,0.07644182,0.14101407,0.07197675,0.14909509,0.18181603,0.09750095,3MsNqJDz7TE
0.16293637,0.12051678,0.055363603,0.05020571,0.0454261,0.07545221,0.3167274,0.049716163,NQtbKRCX7Tc
0.35005382,0.03736641,0.055886637,0.04253049,0.09763163,0.09075698,0.18988818,0.058412816,cABXgDC4Byo
0.23404227,0.042001735,0.20481768,0.17780891,0.23569171,0.2134475,0.47233588,0.10983543,uW6UKCNE0Qw
0.13049482,0.032559406,0.042619977,0.026388085,0.022343637,0.033529658,0.22701262,0.022691589,t_z8oUef7VY
0.3952038,0.10699297,0.06964002,0.04256649,0.17130353,0.21344478,0.6424349,0.04898243,OB7gNxZnSuw
0.27501184,0.03856816,0.08401818,0.049306564,0.04529476,0.072895415,0.24687016,0.060247526,4p5HZkZV1gQ
0.3574172,0.028267438,0.013578448,0.010892247,0.025490606,0.05459627,0.24379283,0.020826677,JVp3AqoJ6RI
0.26746345,0.018048171,0.040066686,0.039998945,0.055039637,0.061954536,0.40930173,0.04641698,HqUgMGx1o3g
0.4726966,0.07571117,0.22836195,0.103266686,0.16193444,0.22496808,0.16233312,0.12546368,fIA0Tpm7yM4
0.21584252,0.068918526,0.120174296,0.07162535,0.13675384,0.11379105,0.44998488,0.052698575,vhH47qld6IA
0.48380062,0.016451603,0.037087854,0.047062114,0.04182563,0.11187225,0.23148167,0.11830705,Cfd4xCXO9C8
0.2870142,0.22987647,0.12010418,0.08400578,0.074443266,0.3014326,0.3254025,0.074605286,b58A760T4ws
0.54518366,0.08581903,0.065317824,0.09301429,0.066223994,0.16287394,0.11323205,0.15071222,O0oJ6rDCcaA
0.2977241,0.07371333,0.06870678,0.07681142,0.07815277,0.25967634,0.15693666,0.063250326,EFGaB21am0s
0.37968245,0.0253489,0.10547786,0.12893187,0.08057423,0.24706914,0.062337227,0.11439382,vCJYVL6QWPE
0.34476128,0.013466713,0.05563195,0.08049541,0.04792618,0.2871991,0.021571586,0.08477889,ObsT7VwR6cw
0.49424142,0.073313765,0.07222479,0.09402565,0.081855,0.155871,0.17575292,0.115600556,FbUfxz92eyQ
0.3744322,0.019158829,0.071205676,0.039282706,0.12392573,0.21455392,0.43871197,0.040691953,KvECwPSxSio
0.42013922,0.16482529,0.11894001,0.081531316,0.13356988,0.47522336,0.30435842,0.10167151,7Xruw0y5uto
0.3132791,0.17518331,0.5652182,0.1885593,0.24077053,0.23518454,0.80792975,0.11155937,3CTkrQAFplA
0.34142694,0.022074303,0.084627144,0.0382984,0.044134207,0.23490024,0.2796453,0.044698186,y3kVr2GdTN8
0.4144553,0.13924801,0.40310192,0.26178178,0.5612216,0.2413645,0.02624512,0.3006834,k0CEhszmZo8
0.40853158,0.22990796,0.19882931,0.15388727,0.25868484,0.12758479,0.36627147,0.1446931,tX4IpR5D7aE
0.44574362,0.014091457,0.04842087,0.056962673,0.043056443,0.13951795,0.18795197,0.10468428,Cr1LLrZAB3M
0.3413815,0.32563272,0.33671147,0.123289324,0.46133134,0.051633812,0.30565166,0.054028504,N9gQS9HOU6s
0.28028598,0.074912034,0.045490578,0.072099194,0.056200173,0.12882388,0.26148534,0.06645599,84fk2g5LIlA
0.22678663,0.02054715,0.31277952,0.12736896,0.22293,0.24021871,0.12529157,0.082342215,8SZD9FAd59s
0.31848514,0.22422299,0.27516988,0.36178562,0.56657636,0.19764672,0.2919907,0.14823155,qz2S4cLYulI
0.24257089,0.23277332,0.17359543,0.14098679,0.34899974,0.09876976,0.3768038,0.065017745,bRmOVb2rABs
0.23832339,0.03753809,0.03181846,0.020278735,0.031329107,0.0535452,0.13400988,0.029370185,q9Ylji3hxHI
0.47558853,0.33600304,0.5304939,0.18627758,0.45101532,0.700847,0.3012313,0.1072085,qEYgnhqsZxY
0.35719836,0.45964533,0.2252384,0.065158576,0.18679914,0.22738042,0.36114642,0.038206946,uGkPTMaIAQ4
